"","XDATE","DELAY","CONTRIBUTOR","BID","ASK","FLAG"
"538",199706050017,0,"MBRC",24.45,24.55,0
"539",199706050020,0,"MBRC",24.38,24.48,0
"540",199706050025,0,"BBLS",24.47,24.57,0
"541",199706050026,0,"BBLH",24.45,24.55,0
"542",199706050027,0,"BBLS",24.48,24.58,0
"543",199706050028,0,"BBLS",24.5,24.6,0
"544",199706050030,0,"BBLS",24.53,24.63,0
"545",199706050040,0,"ANZM",24.5,24.6,0
"546",199706050046,0,"AIGH",24.55,24.65,0
"547",199706050051,0,"HKBK",24.52,24.62,0
"548",199706050055,0,"UOBX",24.5,24.7,0
"549",199706050105,0,"MBRC",24.5,24.6,0
"550",199706050109,0,"SUMS",24.2,24.4,0
"551",199706050109,0,"CHAB",25.855,25.865,0
"552",199706050113,0,"AIGH",24.15,24.25,0
"553",199706050114,0,"MBRC",24.2,24.3,0
"554",199706050115,0,"MBRC",24.15,24.25,0
"555",199706050115,0,"AIGH",24.1,24.2,0
"556",199706050116,0,"AIGH",24.05,24.15,0
"557",199706050118,0,"MBRC",24.02,24.12,0
"558",199706050119,0,"AIGH",24,24.1,0
"559",199706050123,0,"AIGH",23.95,24.05,0
"560",199706050123,0,"HKBK",24.05,24.15,0
"561",199706050132,0,"ABNP",25.85,25.87,0
"562",199706050133,0,"BBLS",24.05,24.15,0
"563",199706050135,0,"MBRC",24.1,24.2,0
"564",199706050139,0,"ABNP",25.85,25.86,0
"565",199706050141,0,"HKBK",24.08,24.18,0
"566",199706050141,0,"ABNP",25.852,25.862,0
"567",199706050142,0,"HKBK",24.12,24.22,0
"568",199706050144,0,"AIGH",24.09,24.19,0
"569",199706050152,0,"MTKB",25.83,25.86,0
"570",199706050153,0,"HKBK",24.14,24.24,0
"571",199706050155,0,"ANZM",24.17,24.2,0
"572",199706050156,0,"BBLT",25.835,25.865,0
"573",199706050158,0,"AIGH",24.1,24.2,0
"574",199706050200,0,"BBLT",25.845,25.855,0
"575",199706050201,0,"INBT",25.84,25.86,0
"576",199706050201,0,"TDBB",25.84,25.86,0
"577",199706050205,4,"BATH",25.84,25.858,0
"578",199706050206,3,"SUMS",24,24.5,0
"579",199706050206,3,"BATH",25.84,25.86,0
"580",199706050207,2,"MBRC",24.05,24.15,0
"581",199706050208,1,"DBSS",24.15,24.2,0
"582",199706050215,0,"GBNP",24.1,24.2,0
"583",199706050241,0,"DBSS",24.14,24.21,0
"584",199706050252,0,"BBLT",25.85,25.86,0
"585",199706050258,0,"AIGH",24,24.1,0
"586",199706050322,0,"SCBK",25.835,25.845,0
"587",199706050326,0,"ABNP",25.838,25.845,0
"588",199706050327,0,"TMBB",25.835,25.845,0
"589",199706050329,0,"AIGH",23.75,23.95,0
"590",199706050331,0,"HKBK",23.9,24,0
"591",199706050333,0,"TDBB",25.835,25.84,0
"592",199706050338,0,"AIGH",23.85,23.95,0
"593",199706050341,0,"CTBT",25.838,25.848,0
"594",199706050341,0,"BBLS",24.83,24.93,0
"595",199706050342,0,"BBLS",23.83,23.93,0
"596",199706050342,0,"BBLT",25.83,25.845,0
"597",199706050342,0,"DBBK",23.8,23.85,0
"598",199706050342,0,"DBBK",25.8,25.85,0
"599",199706050343,0,"DBBK",24.8,24.85,0
"600",199706050343,0,"DBBK",25.83,25.84,0
"601",199706050350,0,"AIGH",23.8,23.9,0
"602",199706050356,0,"HKBK",23.88,23.98,0
"603",199706050404,0,"HKBK",23.9,24,0
"604",199706050407,0,"ABNP",25.832,25.842,0
"605",199706050409,0,"ABNP",25.831,25.838,0
"606",199706050411,0,"HKBK",23.91,24.01,0
"607",199706050411,0,"MBRC",23.8,24,0
"608",199706050420,0,"DBBK",25.835,25.845,0
"609",199706050431,0,"ANZM",23.8,23.9,0
"610",199706050434,0,"HKBK",23.9,24,0
"611",199706050442,1,"AIGH",23.86,23.96,0
"612",199706050503,0,"AIGH",23.85,23.95,0
"613",199706050504,0,"AIGH",23.8,23.9,0
"614",199706050504,0,"HKBK",23.88,23.98,0
"615",199706050507,0,"AIGH",23.9,23.95,0
"616",199706050507,0,"UOBX",23.8,24.1,0
"617",199706050519,0,"CTRD",23.9,24,0
"618",199706050519,0,"CTRD",23.85,23.95,0
"619",199706050520,0,"HKBK",23.92,24.02,0
"620",199706050521,0,"MBRC",23.9,24,0
"621",199706050532,0,"SUMS",23.94,24.04,0
"622",199706050540,0,"UBRC",24,24.1,0
"623",199706050547,0,"AIGH",23.95,24,0
"624",199706050548,0,"HKBK",24,24.1,0
"625",199706050549,0,"HKBK",24.03,24.13,0
"626",199706050549,0,"GBNP",24,24.1,0
"627",199706050550,0,"BGFX",24,24.1,0
"628",199706050559,0,"ABNP",25.825,25.835,0
"629",199706050607,0,"TDBB",25.825,25.835,0
"630",199706050608,0,"EMFY",23.9,24,0
"631",199706050609,0,"NWBO",23.9,23.91,0
"632",199706050611,0,"SUMS",24,24.2,0
"633",199706050612,0,"HKBK",24,24.1,0
"634",199706050613,0,"MBRC",24,25,0
"635",199706050615,0,"CTRD",24,24.2,0
"636",199706050616,0,"BNST",24.43,24.44,0
"637",199706050616,0,"BNST",28.05,28.06,0
"638",199706050616,0,"BNST",24.4,24.41,0
"639",199706050617,0,"CHIC",23.95,24.15,0
"640",199706050618,0,"BGFX",23.9,24,0
"641",199706050619,0,"MBRC",24,24.1,0
"642",199706050619,0,"ANZS",24,24.1,0
"643",199706050620,0,"ABNP",25.826,25.836,0
"644",199706050621,0,"BBLT",25.83,25.84,0
"645",199706050625,0,"EMFY",24.02,24.12,0
"646",199706050626,0,"CHIC",24,24.15,0
"647",199706050631,0,"SCRS",24,24.707,0
"648",199706050631,0,"SCRS",24,24.1,0
"649",199706050631,0,"SCRS",23.9,24.1,0
"650",199706050632,0,"UBRC",24.1,24.2,0
"651",199706050632,0,"WBCM",24,24.01,0
"652",199706050632,0,"WBCM",24,24.1,0
"653",199706050632,0,"SUMS",24.02,24.22,0
"654",199706050632,0,"ABNP",25.825,25.835,0
"655",199706050633,0,"ABNP",25.827,25.835,0
"656",199706050633,0,"ABNP",25.825,25.833,0
"657",199706050634,0,"SCRS",24.2,24.3,0
"658",199706050634,0,"MBRC",24.1,24.2,0
"659",199706050638,0,"ABNP",25.8,25.84,0
"660",199706050638,0,"HKBK",24.15,24.25,0
"661",199706050638,0,"SCRS",24.25,24.5,0
"662",199706050639,0,"HKBK",24.16,24.26,0
"663",199706050640,0,"HKBK",24.12,24.22,0
"664",199706050645,0,"SUMS",24.02,24.12,0
"665",199706050648,0,"CBAX",24.05,24.15,0
"666",199706050650,0,"SCRS",24,24.1,0
"667",199706050654,0,"BGFX",24,24.1,0
"668",199706050655,0,"AIGH",23.95,24.05,0
"669",199706050703,0,"SCFE",23.95,24.05,0
"670",199706050711,0,"ABNP",25.825,25.835,0
"671",199706050716,0,"EMFY",23.95,24.05,0
"672",199706050718,0,"BGFX",23.95,24.05,0
"673",199706050742,0,"BNSV",24,24.1,0
"674",199706050746,0,"NWBO",23.95,23.95,0
"675",199706050747,0,"BGFX",23.9,24,0
"676",199706050800,0,"ABNP",25.824,25.831,0
"677",199706050805,0,"NWBO",23.9,23.91,0
"678",199706050805,0,"BBLH",23.85,23.95,0
"679",199706050806,0,"NWBO",23.85,23.859,0
"680",199706050806,0,"CHIC",23.9,24,0
"681",199706050808,0,"INBT",25.83,25.84,0
"682",199706050809,0,"SUMS",24.92,24.97,0
"683",199706050810,0,"SCFE",23.9,24,0
"684",199706050810,0,"SUMS",23.92,23.97,0
"685",199706050811,0,"SUMS",23.95,24,0
"686",199706050814,0,"SUMS",23.94,23.99,0
"687",199706050816,0,"HKBK",23.92,24.02,0
"688",199706050816,0,"SUMS",23.9,23.95,0
"689",199706050816,0,"HKBK",23.94,24.04,0
"690",199706050821,0,"AIGH",23.85,23.95,0
"691",199706050825,0,"MBRC",23.9,24,0
"692",199706050834,0,"AIGH",23.83,23.93,0
"693",199706050838,0,"CHIC",23.91,24.01,0
"694",199706050845,0,"CHAB",25.825,25.835,0
"695",199706050847,0,"SCFE",23.88,23.98,0
"696",199706050852,0,"MBRC",23.95,24.05,0
"697",199706050853,0,"HSBK",25.82,25.84,0
"698",199706050854,0,"CHIC",23.97,24.07,0
"699",199706050857,0,"NWBO",23.95,23.95,0
"700",199706050926,0,"SCFE",24.04,24.14,0
"701",199706050936,0,"WBCM",24.01,24.08,0
"702",199706050943,0,"NWBO",24.03,24.031,0
"703",199706050943,0,"NWBO",24,24.001,0
"704",199706051016,0,"BOAS",24,24.05,0
"705",199706051108,0,"CTBT",25.815,25.825,0
"706",199706051111,0,"WBCM",24.02,24.09,0
"707",199706051111,0,"SCFE",24.03,24.13,0
"708",199706051134,0,"SCEX",24.1,24.2,0
"709",199706051136,0,"WBCM",24,24.1,0
"710",199706051240,0,"NWBO",23.9,23.91,0
"711",199706051241,0,"SCFE",23.85,23.95,0
"712",199706051245,0,"BGFX",23.85,23.95,0
"713",199706051303,0,"NWBO",23.85,23.859,0
"714",199706051312,0,"SCFE",23.86,23.96,0
"715",199706051346,0,"CBAX",23.9,24,0
"716",199706051346,0,"CHIC",23.9,24,0
"717",199706051357,0,"EMFY",23.9,24,0
"718",199706051443,0,"BGFX",23.9,24,0
"719",199706052126,0,"ANZM",23.95,24.05,0
"720",199706052338,0,"MBRC",23.95,24,0
"721",199706052338,0,"MBRC",24,24.1,0
"722",199706052354,0,"MBRC",23.9,24,0
"723",199706060012,0,"HKBK",23.95,24.05,0
"724",199706060028,0,"BBLH",23.9,24,0
"725",199706060028,0,"ANZS",23.9,24,0
"726",199706060030,0,"BBLH",23.8,23.9,0
"727",199706060032,0,"HKBK",23.8,23.9,0
"728",199706060044,0,"GBNP",23.75,23.85,0
"729",199706060045,0,"UOBX",23.75,24,0
"730",199706060049,0,"INDS",23.75,23.85,0
"731",199706060052,0,"BBLH",23.78,23.88,0
"732",199706060055,0,"MBRC",23.7,23.8,0
"733",199706060101,2,"BBLH",23.8,23.9,0
"734",199706060114,0,"MBRC",23.78,23.88,0
"735",199706060131,0,"GBNP",23.8,23.9,0
"736",199706060146,0,"ABNP",25.82,25.84,0
"737",199706060149,0,"CTBT",25.817,25.827,0
"738",199706060150,0,"MBRC",23.8,23.9,0
"739",199706060155,0,"ANZM",23.78,23.88,0
"740",199706060159,0,"CTBT",25.82,25.83,0
"741",199706060203,6,"HKBK",23.81,23.91,0
"742",199706060203,6,"BBLS",23.85,23.9,0
"743",199706060210,0,"ABNP",25.823,25.833,0
"744",199706060227,0,"MBRC",23.8,23.85,0
"745",199706060233,0,"BLBS",25.8,25.85,0
"746",199706060236,0,"MBRC",23.77,23.87,0
"747",199706060239,0,"HKBK",23.78,23.88,0
"748",199706060249,0,"ABNP",25.825,25.835,0
"749",199706060251,0,"AIGH",23.75,23.85,0
"750",199706060251,0,"AIGH",23.7,23.8,0
"751",199706060253,0,"AIGH",23.65,23.75,0
"752",199706060254,0,"BBLH",23.82,23.92,0
"753",199706060255,0,"AIGH",23.6,23.7,0
"754",199706060255,0,"HKBK",23.75,23.85,0
"755",199706060256,0,"MBRC",23.7,23.85,0
"756",199706060256,0,"MBRC",23.75,23.85,0
"757",199706060256,0,"BBLS",23.83,23.88,0
"758",199706060258,0,"INBT",25.825,25.835,0
"759",199706060317,0,"BBLT",25.825,25.835,0
"760",199706060322,0,"ANZM",23.75,23.85,0
"761",199706060334,0,"CTBT",25.825,25.835,0
"762",199706060337,0,"AIGH",23.68,23.78,0
"763",199706060350,0,"TDBB",25.82,25.84,0
"764",199706060355,0,"ANZM",23.77,23.82,0
"765",199706060357,0,"SCBK",25.825,25.835,0
"766",199706060404,0,"ANZM",23.75,23.85,0
"767",199706060423,0,"ABNP",25.824,25.831,0
"768",199706060435,0,"ANZS",23.8,23.9,0
"769",199706060437,0,"ABNP",25.819,25.829,0
"770",199706060449,0,"BBLH",23.8,23.9,0
"771",199706060506,0,"BBLH",23.85,23.95,0
"772",199706060522,0,"MBRC",23.83,23.93,0
"773",199706060524,0,"BBLS",23.85,23.95,0
"774",199706060553,0,"HKBK",23.85,23.95,0
"775",199706060610,0,"HKSX",25.85,25.95,0
"776",199706060610,0,"EMFY",23.85,23.95,0
"777",199706060611,0,"BGFX",23.85,23.95,0
"778",199706060612,0,"BBLH",23.9,24,0
"779",199706060617,0,"ABNP",25.815,25.825,0
"780",199706060619,0,"MBRC",23.95,24.05,0
"781",199706060627,0,"BGFX",23.95,24.05,0
"782",199706060628,-1,"CHIC",23.94,24.04,0
"783",199706060629,0,"BGFX",23.94,24.04,0
"784",199706060631,0,"BBLH",24,24.1,0
"785",199706060644,0,"HKBK",24.1,24.2,0
"786",199706060648,0,"UBRC",24,24.1,0
"787",199706060649,0,"SCFE",24,24.1,0
"788",199706060654,0,"WBCM",24,24.07,0
"789",199706060654,0,"CBAX",23.95,24.05,0
"790",199706060726,0,"BBLS",23.9,24,0
"791",199706060736,0,"SBIC",23.9,24,0
"792",199706060737,0,"NWBO",23.95,23.95,0
"793",199706060741,0,"BBLH",24,24.05,0
"794",199706060748,0,"EMFY",23.95,24.05,0
"795",199706060750,0,"HKBK",23.97,24.07,0
"796",199706060752,0,"HKBK",24.02,24.12,0
"797",199706060811,0,"HKBK",24,24.1,0
"798",199706060815,0,"EMFY",23.98,24.08,0
"799",199706060854,0,"HKBK",23.95,24.1,0
"800",199706060854,0,"HKBK",23.95,24.05,0
"801",199706060922,0,"BOAT",25.81,25.83,0
"802",199706060927,0,"CTBT",25.815,25.825,0
"803",199706060937,0,"WBCM",24,24.1,0
"804",199706060937,0,"WBCM",23.95,24.05,0
"805",199706060951,0,"BGFX",23.95,24.05,0
"806",199706061024,0,"EMFY",23.92,24.02,0
"807",199706061032,0,"AIGH",23.9,24,0
"808",199706061034,0,"EMFY",23.9,24,0
"809",199706061116,0,"SCFE",23.98,24.08,0
"810",199706061116,0,"SCFE",24,24.1,0
"811",199706061119,0,"NWBO",24.05,24.051,0
"812",199706061127,0,"AIGH",23.94,24.04,0
"813",199706061129,0,"AIGH",23.92,24.02,0
"814",199706061222,0,"BGFX",23.92,24.02,0
"815",199706061229,0,"CHIC",24,24.1,0
"816",199706061250,0,"SCEX",23.95,24.05,0
"817",199706061308,0,"CHIC",23.97,24.07,0
"818",199706061323,0,"AIGH",23.9,24,0
"819",199706061411,0,"CHIC",24,24.1,0
"820",199706061416,0,"SCEX",23.97,24.07,0
"821",199706061418,0,"SCEX",23.95,24.05,0
"822",199706061433,0,"SCEX",23.96,24.06,0
"823",199706061433,0,"SCEX",23.97,24.07,0
"824",199706061516,0,"SCEX",23.95,24.05,0
"825",199706061558,0,"SCEX",23.9,24.005,0
"826",199706061558,0,"SCEX",23.9,24,0
"827",199706061615,0,"SCEX",23.88,23.98,0
"828",199706061851,0,"SCEX",23.95,24.05,0
"829",199706061851,179,"SCEX",23.95,24.05,0
"830",199706071851,179,"SCEX",23.95,24.05,0
"831",199706082141,0,"ANZM",24,24.1,0
"832",199706090017,0,"AIGH",23.95,24.05,0
"833",199706090018,0,"AIGH",23.9,24,0
"834",199706090018,0,"AIGH",23.85,23.95,0
"835",199706090019,0,"AIGH",23.8,23.9,0
"836",199706090023,0,"AIGH",23.75,23.85,0
"837",199706090026,0,"AIGH",23.7,23.8,0
"838",199706090029,0,"MBRC",23.8,24,0
"839",199706090032,0,"AIGH",23.65,23.75,0
"840",199706090040,0,"AIGH",23.75,23.85,0
"841",199706090042,0,"AIGH",23.8,23.9,0
"842",199706090046,0,"AIGH",23.85,23.95,0
"843",199706090052,0,"AIGH",23.8,23.9,0
"844",199706090102,1,"AIGH",23.95,24,0
"845",199706090107,0,"MBRC",23.9,24,0
"846",199706090114,0,"CTRD",23.9,24,0
"847",199706090127,0,"ANZS",23.9,24,0
"848",199706090129,0,"BOAS",23.9,24,0
"849",199706090138,0,"STTA",25.76,25.78,0
"850",199706090144,0,"ABNP",25.75,25.76,0
"851",199706090145,0,"MBRC",23.85,23.95,0
"852",199706090153,0,"ABNP",25.75,25.77,0
"853",199706090156,0,"MBRC",23.9,24,0
"854",199706090211,0,"ABNP",25.745,25.755,0
"855",199706090217,0,"ABNP",25.746,25.752,0
"856",199706090218,0,"ABNP",25.74,25.76,0
"857",199706090219,0,"SUMS",23.9,24,0
"858",199706090229,0,"ABNP",25.741,25.748,0
"859",199706090230,0,"MBRC",23.91,24.001,0
"860",199706090314,0,"TDBB",25.73,25.74,0
"861",199706090318,0,"INDS",23.93,24.03,0
"862",199706090326,0,"ABNP",25.738,25.745,0
"863",199706090329,0,"MBRC",23.95,24.05,0
"864",199706090343,0,"CTBT",25.74,25.748,0
"865",199706090346,0,"CTBT",25.737,25.747,0
"866",199706090351,0,"ABNP",25.745,25.755,0
"867",199706090351,0,"ABNP",25.74,25.75,0
"868",199706090359,0,"GBNP",24,24.241,0
"869",199706090411,0,"GBNP",24,24.1,0
"870",199706090412,0,"TDBB",25.74,25.743,0
"871",199706090412,0,"TDBB",25.74,25.75,0
"872",199706090431,0,"ABNP",25.743,25.753,0
"873",199706090443,0,"DBSS",24.02,24.12,0
"874",199706090559,0,"NWBO",24.07,24.071,0
"875",199706090606,0,"BOAS",24,24.1,0
"876",199706090608,0,"BGFX",24,24.1,0
"877",199706090615,0,"CHIC",24.02,24.12,0
"878",199706090616,1,"MBRC",24.05,24.15,0
"879",199706090626,0,"EMFY",24.05,24.15,0
"880",199706090626,0,"BTCO",24.05,24.15,0
"881",199706090628,0,"ABNP",25.74,25.75,0
"882",199706090634,0,"CHIC",24.03,24.13,0
"883",199706090639,0,"BGFX",24.03,24.13,0
"884",199706090640,0,"SCFE",24.04,24.14,0
"885",199706090640,1,"BGFX",24.04,24.14,0
"886",199706090644,0,"CBAX",24.05,24.15,0
"887",199706090716,0,"ABNP",25.738,25.748,0
"888",199706090717,0,"SCFE",24.05,24.15,0
"889",199706090717,0,"SCFE",24.04,24.14,0
"890",199706090727,0,"SUMS",24.07,24.17,0
"891",199706090737,0,"ABNP",25.74,25.745,0
"892",199706090746,0,"SCFE",24.03,24.13,0
"893",199706090746,0,"SCFE",24.04,24.14,0
"894",199706090747,0,"SCFE",24.05,24.15,0
"895",199706090814,0,"SCFE",24.07,24.17,0
"896",199706090820,0,"HSBK",25.735,25.745,0
"897",199706090824,0,"SCFE",24.06,24.16,0
"898",199706090824,0,"SCFE",24.07,24.17,0
"899",199706090824,0,"BGFX",24.06,24.16,0
"900",199706090833,0,"SCFE",24.05,24.15,0
"901",199706090858,0,"SCFE",24.08,24.18,0
"902",199706090918,0,"CHIC",24.1,24.2,0
"903",199706090931,0,"SCFE",24.1,24.2,0
"904",199706090935,0,"BGFX",24.1,24.2,0
"905",199706090941,0,"BNSV",24.1,24.2,0
"906",199706090956,0,"BOAS",24.15,24.25,0
"907",199706091006,0,"BGFX",24.15,24.25,0
"908",199706091022,0,"EMFY",24.1,24.2,0
"909",199706091032,0,"CHIC",24.2,24.3,0
"910",199706091045,0,"CHIC",24.25,24.35,0
"911",199706091045,0,"BGFX",24.25,24.35,0
"912",199706091127,0,"SCFE",24.33,24.43,0
"913",199706091129,0,"NWBO",24.35,24.354,0
"914",199706091135,0,"CHIC",24.35,24.45,0
"915",199706091148,0,"BGFX",24.35,24.45,0
"916",199706091215,0,"BNSV",24.35,24.45,0
"917",199706091225,0,"NWBO",24.4,24.405,0
"918",199706091246,1,"EMFY",24.35,24.45,0
"919",199706091247,0,"CHIC",24.36,24.46,0
"920",199706091250,0,"CHIC",24.3,24.4,0
"921",199706091323,0,"SCFE",24.32,24.42,0
"922",199706091335,0,"BBNF",24.38,24.48,0
"923",199706091342,0,"EMFY",24.4,24.5,0
"924",199706091359,0,"EMFY",24.41,24.5,0
"925",199706091359,0,"EMFY",24.4,24.5,0
"926",199706091417,0,"CBAX",24.35,24.45,0
"927",199706091418,0,"EMFY",24.41,24.5,0
"928",199706091419,0,"EMFY",24.4,24.5,0
"929",199706091526,0,"SCEX",24.3,24.4,0
"930",199706091534,0,"BBNF",24.35,24.45,0
"931",199706091613,0,"SBCN",24.1,24.3,0
"932",199706091615,0,"SCEX",24.2,24.3,0
"933",199706091615,0,"SCEX",24.22,24.32,0
"934",199706091619,0,"BBNF",24.3,24.4,0
"935",199706092302,0,"ANZM",24.18,24.28,0
"936",199706092336,0,"MBRC",24.3,24.4,0
"937",199706092348,0,"MBRC",24.25,24.35,0
"938",199706100020,0,"AIGH",24.1,24.2,0
"939",199706100023,0,"AIGH",24.15,24.25,0
"940",199706100035,0,"BBLH",24.25,24.35,0
"941",199706100108,0,"ABNP",25.73,25.75,0
"942",199706100111,0,"CTRD",24.25,24.35,0
"943",199706100123,0,"CHAB",25.72,25.75,0
"944",199706100124,0,"GBNP",24.3,24.4,0
"945",199706100125,0,"HKBK",24.33,24.43,0
"946",199706100133,0,"HKBK",24.25,24.35,0
"947",199706100136,0,"STTA",25.72,25.74,0
"948",199706100141,0,"ABNP",25.725,25.735,0
"949",199706100142,0,"SUMS",24.25,24.35,0
"950",199706100143,0,"GBNP",24.25,24.35,0
"951",199706100231,0,"HKBK",24.24,24.34,0
"952",199706100241,0,"ANZS",24.24,24.34,0
"953",199706100249,0,"BTCO",24.24,24.34,0
"954",199706100256,0,"OUBV",24.24,24.34,0
"955",199706100312,0,"SCRS",24.2,24.3,0
"956",199706100319,0,"BBLT",25.728,25.738,0
"957",199706100320,0,"GBNP",24.22,24.32,0
"958",199706100323,0,"CTBT",25.728,25.738,0
"959",199706100346,0,"TDBB",25.73,25.735,0
"960",199706100416,1,"SBES",24.2,24.3,0
"961",199706100435,0,"ANZM",24.18,24.38,0
"962",199706100444,0,"MBRC",24.1,24.2,0
"963",199706100445,0,"SCRS",24.12,24.22,0
"964",199706100446,0,"BBLH",24.15,24.25,0
"965",199706100449,0,"AIGH",24.05,24.15,0
"966",199706100451,0,"AIGH",24,24.1,0
"967",199706100452,0,"GBNP",24.05,24.15,0
"968",199706100454,0,"AIGH",23.98,24.08,0
"969",199706100456,0,"AIGH",23.95,24.05,0
"970",199706100458,0,"BBLH",24.1,24.2,0
"971",199706100526,0,"UBRC",24.15,24.25,0
"972",199706100536,0,"BGFX",24.2,24.3,0
"973",199706100536,0,"MBRC",24.16,24.26,0
"974",199706100557,0,"HKBK",24.15,24.25,0
"975",199706100558,0,"BBLH",24.2,24.3,0
"976",199706100608,0,"TDBB",25.73,25.75,0
"977",199706100613,0,"TDBB",25.735,25.75,0
"978",199706100616,0,"HKBK",24.18,24.28,0
"979",199706100618,1,"EMFY",24.18,24.28,0
"980",199706100619,0,"CHIC",24.17,24.27,0
"981",199706100620,0,"BGFX",24.17,24.27,0
"982",199706100626,0,"BLBS",23.8,23.9,0
"983",199706100628,0,"SCFE",24.2,24.3,0
"984",199706100646,0,"HKBK",24.17,24.27,0
"985",199706100652,0,"HKBK",24.15,24.25,0
"986",199706100653,0,"NWBO",24.15,24.152,0
"987",199706100653,0,"GBNP",24.2,24.3,0
"988",199706100654,0,"ABNP",25.74,25.75,0
"989",199706100659,0,"DBSS",24.15,24.25,0
"990",199706100702,0,"ABNP",25.744,25.752,0
"991",199706100704,0,"MBRC",24.17,24.27,0
"992",199706100704,0,"SCFE",24.16,24.26,0
"993",199706100710,0,"TDBB",25.743,25.753,0
"994",199706100713,0,"MBRC",24.2,24.25,0
"995",199706100715,0,"ABNP",25.745,25.755,0
"996",199706100720,0,"SCFE",24.17,24.27,0
"997",199706100720,0,"HKBK",25.16,25.26,0
"998",199706100723,0,"AIGH",24.13,24.23,0
"999",199706100724,0,"BBLH",24.18,24.28,0
"1000",199706100724,0,"CHAB",25.74,25.75,0
"1001",199706100724,0,"AIGH",24.1,24.2,0
"1002",199706100725,0,"BBLH",24.15,24.25,0
"1003",199706100728,0,"CBAX",24.2,24.3,0
"1004",199706100730,0,"HKBK",25.15,25.25,0
"1005",199706100734,0,"SCFE",24.15,24.25,0
"1006",199706100745,0,"SCFE",24.17,24.27,0
"1007",199706100752,0,"BBLH",24.2,24.3,0
"1008",199706100816,1,"SCFE",24.19,24.29,0
"1009",199706100820,0,"SCFE",24.22,24.32,0
"1010",199706100823,0,"INBT",25.742,25.752,0
"1011",199706100824,0,"SUMS",24.2,24.3,0
"1012",199706100830,0,"SCFE",24.24,24.34,0
"1013",199706100841,0,"BBLH",24.3,24.4,0
"1014",199706100854,0,"MBRC",24.3,24.4,0
"1015",199706100901,0,"CBAX",24.25,24.35,0
"1016",199706100933,0,"HKBK",25.25,25.35,0
"1017",199706100934,0,"SCFE",24.2,24.3,0
"1018",199706100940,0,"BGFX",24.2,24.3,0
"1019",199706100945,1,"BNSV",24.2,24.3,0
"1020",199706100948,0,"EMFY",24.24,24.34,0
"1021",199706100949,0,"AIGH",24.15,24.25,0
"1022",199706100949,0,"AIGH",24.1,24.2,0
"1023",199706100951,0,"AIGH",24.05,24.15,0
"1024",199706100954,0,"NWBO",24.05,24.051,0
"1025",199706100955,0,"EMFY",24.1,24.2,0
"1026",199706101005,0,"SCFE",24.18,24.28,0
"1027",199706101013,0,"AIGH",24.1,24.2,0
"1028",199706101014,0,"SCFE",24.15,24.25,0
"1029",199706101014,0,"AIGH",24.05,24.15,0
"1030",199706101024,0,"AIGH",24,24.1,0
"1031",199706101025,0,"SCFE",24.1,24.3,0
"1032",199706101026,0,"AIGH",24,24.2,0
"1033",199706101036,0,"AIGH",23.95,24.15,0
"1034",199706101037,0,"SCFE",24.05,24.25,0
"1035",199706101056,0,"AIGH",23.9,24.1,0
"1036",199706101111,0,"CBAX",24.05,24.2,0
"1037",199706101112,0,"AIGH",24.05,24.12,0
"1038",199706101117,0,"AIGH",24,24.1,0
"1039",199706101127,0,"EMFY",24,24.1,0
"1040",199706101131,0,"AIGH",23.97,24.07,0
"1041",199706101146,0,"AIGH",24.05,24.1,0
"1042",199706101149,0,"AIGH",24,24.1,0
"1043",199706101150,0,"AIGH",24,24.07,0
"1044",199706101153,0,"AIGH",23.95,24.05,0
"1045",199706101153,0,"NWBO",23.95,23.95,0
"1046",199706101154,0,"CHIC",24.02,24.12,0
"1047",199706101154,0,"SCFE",24,24.1,0
"1048",199706101154,0,"NWBO",23.98,23.98,0
"1049",199706101154,0,"SCFE",24.01,24.11,0
"1050",199706101155,0,"SCFE",24,24.1,0
"1051",199706101218,0,"SCEX",24.05,24.15,0
"1052",199706101224,1,"AIGH",24,24.1,0
"1053",199706101343,0,"BGFX",24,24.1,0
"1054",199706101412,0,"AIGH",23.95,24.05,0
"1055",199706101418,0,"CTBT",25.735,25.745,0
"1056",199706101419,0,"SCEX",24,24.1,0
"1057",199706101423,0,"CTBT",25.73,25.745,0
"1058",199706101425,0,"AIGH",23.93,24.03,0
"1059",199706101426,0,"SCFE",23.98,24.08,0
"1060",199706101429,0,"SCEX",24.02,24.12,0
"1061",199706101431,0,"SCEX",23.93,24.03,0
"1062",199706101509,0,"SCFE",24,24.1,0
"1063",199706101843,0,"SCEX",23.95,24.05,0
"1064",199706102139,0,"CBAP",24.05,25.015,0
"1065",199706102147,0,"ANZM",24.05,24.1,0
"1066",199706102333,0,"ANZM",24,24.1,0
"1067",199706102344,0,"MBRC",24.2,24.3,0
"1068",199706102356,0,"MBRC",24.05,24.15,0
"1069",199706110001,0,"CTRD",24,24.1,0
"1070",199706110014,0,"BOAS",23.95,24.05,0
"1071",199706110016,0,"HKBK",23.95,24.05,0
"1072",199706110045,0,"GBNP",24,24.1,0
"1073",199706110045,1,"MBRC",23.97,24.07,0
"1074",199706110050,0,"ANZS",23.97,24.07,0
"1075",199706110106,0,"CHAB",25.73,25.74,0
"1076",199706110113,0,"HKBK",23.96,24.06,0
"1077",199706110133,0,"HKBK",23.97,24.07,0
"1078",199706110133,0,"SUMS",23.95,24.05,0
