"","X.Y..m..d.","NYSE"
"2497","1976-01-06",49.51
"2498","1976-01-07",49.75
"2499","1976-01-08",50.08
"2500","1976-01-09",50.29
"2501","1976-01-12",50.99
"2502","1976-01-13",50.61
"2503","1976-01-14",51.44
"2504","1976-01-15",51.19
"2505","1976-01-16",51.41
"2506","1976-01-19",52.07
"2507","1976-01-20",52.33
"2508","1976-01-21",52.05
"2509","1976-01-22",51.97
"2510","1976-01-23",52.59
"2511","1976-01-26",52.84
"2512","1976-01-27",52.55
"2513","1976-01-28",52.28
"2514","1976-01-29",53.12
"2515","1976-01-30",53.55
"2516","1976-02-02",53.59
"2517","1976-02-03",53.8
"2518","1976-02-04",54.24
"2519","1976-02-05",53.44
"2520","1976-02-06",52.97
"2521","1976-02-09",53.1
"2522","1976-02-10",53.56
"2523","1976-02-11",53.76
"2524","1976-02-12",53.55
"2525","1976-02-13",53.27
"2526","1976-02-17",52.95
"2527","1976-02-18",53.39
"2528","1976-02-19",54.26
"2529","1976-02-20",54.61
"2530","1976-02-23",54.39
"2531","1976-02-24",54.62
"2532","1976-02-25",54.46
"2533","1976-02-26",53.62
"2534","1976-02-27",53.35
"2535","1976-03-01",53.5
"2536","1976-03-02",53.82
"2537","1976-03-03",53.51
"2538","1976-03-04",52.95
"2539","1976-03-05",53.05
"2540","1976-03-08",53.61
"2541","1976-03-09",53.76
"2542","1976-03-10",53.97
"2543","1976-03-11",54.43
"2544","1976-03-12",53.91
"2545","1976-03-15",53.33
"2546","1976-03-16",53.9
"2547","1976-03-17",53.91
"2548","1976-03-18",53.7
"2549","1976-03-19",53.76
"2550","1976-03-22",53.81
"2551","1976-03-23",54.55
"2552","1976-03-24",55.15
"2553","1976-03-25",54.84
"2554","1976-03-26",54.87
"2555","1976-03-29",54.64
"2556","1976-03-30",54.43
"2557","1976-03-31",54.8
"2558","1976-04-01",54.54
"2559","1976-04-02",54.54
"2560","1976-04-05",55.2
"2561","1976-04-06",55.13
"2562","1976-04-07",54.5
"2563","1976-04-08",53.97
"2564","1976-04-09",53.41
"2565","1976-04-12",53.33
"2566","1976-04-13",53.73
"2567","1976-04-14",53.35
"2568","1976-04-15",53.55
"2569","1976-04-19",53.96
"2570","1976-04-20",54.76
"2571","1976-04-21",55
"2572","1976-04-22",54.84
"2573","1976-04-23",54.47
"2574","1976-04-26",54.54
"2575","1976-04-27",54.25
"2576","1976-04-28",54.35
"2577","1976-04-29",54.34
"2578","1976-04-30",54.11
"2579","1976-05-03",53.68
"2580","1976-05-04",53.97
"2581","1976-05-05",53.7
"2582","1976-05-06",53.86
"2583","1976-05-07",54.26
"2584","1976-05-10",54.9
"2585","1976-05-11",54.84
"2586","1976-05-12",54.74
"2587","1976-05-13",54.43
"2588","1976-05-14",54.01
"2589","1976-05-17",53.84
"2590","1976-05-18",53.92
"2591","1976-05-19",53.91
"2592","1976-05-20",54.31
"2593","1976-05-21",53.97
"2594","1976-05-24",53.01
"2595","1976-05-25",52.98
"2596","1976-05-26",52.91
"2597","1976-05-27",52.89
"2598","1976-05-28",53.31
"2599","1976-06-01",53.16
"2600","1976-06-02",53.33
"2601","1976-06-03",53.28
"2602","1976-06-04",52.78
"2603","1976-06-07",52.52
"2604","1976-06-08",52.62
"2605","1976-06-09",52.62
"2606","1976-06-10",53.05
"2607","1976-06-11",53.73
"2608","1976-06-14",54.27
"2609","1976-06-15",54.04
"2610","1976-06-16",54.36
"2611","1976-06-17",55.17
"2612","1976-06-18",55.28
"2613","1976-06-21",55.53
"2614","1976-06-22",55.14
"2615","1976-06-23",55.03
"2616","1976-06-24",55.35
"2617","1976-06-25",55.35
"2618","1976-06-28",55.23
"2619","1976-06-29",55.46
"2620","1976-06-30",55.71
"2621","1976-07-01",55.31
"2622","1976-07-02",55.57
"2623","1976-07-06",55.32
"2624","1976-07-07",55.48
"2625","1976-07-08",55.56
"2626","1976-07-09",56.06
"2627","1976-07-12",56.54
"2628","1976-07-13",56.43
"2629","1976-07-14",56.61
"2630","1976-07-15",56.23
"2631","1976-07-16",55.94
"2632","1976-07-19",55.75
"2633","1976-07-20",55.42
"2634","1976-07-21",55.5
"2635","1976-07-22",55.55
"2636","1976-07-23",55.63
"2637","1976-07-26",55.62
"2638","1976-07-27",55.31
"2639","1976-07-28",55.07
"2640","1976-07-29",55.02
"2641","1976-07-30",55.26
"2642","1976-08-02",55.13
"2643","1976-08-03",55.61
"2644","1976-08-04",55.78
"2645","1976-08-05",55.5
"2646","1976-08-06",55.46
"2647","1976-08-09",55.3
"2648","1976-08-10",55.76
"2649","1976-08-11",55.59
"2650","1976-08-12",55.65
"2651","1976-08-13",55.69
"2652","1976-08-16",55.79
"2653","1976-08-17",55.98
"2654","1976-08-18",55.85
"2655","1976-08-19",55.22
"2656","1976-08-20",54.71
"2657","1976-08-23",54.48
"2658","1976-08-24",54.15
"2659","1976-08-25",54.52
"2660","1976-08-26",54.16
"2661","1976-08-27",54.23
"2662","1976-08-30",54.51
"2663","1976-08-31",54.92
"2664","1976-09-01",55.5
"2665","1976-09-02",55.45
"2666","1976-09-03",55.65
"2667","1976-09-07",56.03
"2668","1976-09-08",56.01
"2669","1976-09-09",55.72
"2670","1976-09-10",55.86
"2671","1976-09-13",55.7
"2672","1976-09-14",55.54
"2673","1976-09-15",55.67
"2674","1976-09-16",56.21
"2675","1976-09-17",56.69
"2676","1976-09-20",56.74
"2677","1976-09-21",57.51
"2678","1976-09-22",57.35
"2679","1976-09-23",57.08
"2680","1976-09-24",57.02
"2681","1976-09-27",57.26
"2682","1976-09-28",56.59
"2683","1976-09-29",56.3
"2684","1976-09-30",56.23
"2685","1976-10-01",55.7
"2686","1976-10-04",55.62
"2687","1976-10-05",55.2
"2688","1976-10-06",55.04
"2689","1976-10-07",55.33
"2690","1976-10-08",54.85
"2691","1976-10-11",54.32
"2692","1976-10-12",53.87
"2693","1976-10-13",54.52
"2694","1976-10-14",53.88
"2695","1976-10-15",53.9
"2696","1976-10-18",54.21
"2697","1976-10-19",54.18
"2698","1976-10-20",54.33
"2699","1976-10-21",53.85
"2700","1976-10-22",53.42
"2701","1976-10-25",53.46
"2702","1976-10-26",53.97
"2703","1976-10-27",54.32
"2704","1976-10-28",54.24
"2705","1976-10-29",54.89
"2706","1976-11-01",55
"2707","1976-11-03",54.38
"2708","1976-11-04",54.7
"2709","1976-11-05",53.94
"2710","1976-11-08",53.29
"2711","1976-11-09",53.14
"2712","1976-11-10",52.9
"2713","1976-11-11",53.29
"2714","1976-11-12",53.1
"2715","1976-11-15",53.42
"2716","1976-11-16",53.52
"2717","1976-11-17",53.85
"2718","1976-11-18",54.55
"2719","1976-11-19",54.61
"2720","1976-11-22",54.97
"2721","1976-11-23",54.69
"2722","1976-11-24",54.96
"2723","1976-11-26",55.33
"2724","1976-11-29",54.99
"2725","1976-11-30",54.8
"2726","1976-12-01",55.03
"2727","1976-12-02",54.87
"2728","1976-12-03",55.2
"2729","1976-12-06",55.64
"2730","1976-12-07",55.63
"2731","1976-12-08",55.93
"2732","1976-12-09",56.21
"2733","1976-12-10",56.33
"2734","1976-12-13",56.35
"2735","1976-12-14",56.59
"2736","1976-12-15",56.63
"2737","1976-12-16",56.45
"2738","1976-12-17",56.24
"2739","1976-12-20",55.9
"2740","1976-12-21",56.17
"2741","1976-12-22",56.44
"2742","1976-12-23",56.49
"2743","1976-12-27",57.11
"2744","1976-12-28",57.47
"2745","1976-12-29",57.28
"2746","1976-12-30",57.56
"2747","1976-12-31",57.88
"2748","1977-01-03",57.69
"2749","1977-01-04",57.07
"2750","1977-01-05",56.59
"2751","1977-01-06",56.75
"2752","1977-01-07",56.79
"2753","1977-01-10",56.88
"2754","1977-01-11",56.34
"2755","1977-01-12",55.95
"2756","1977-01-13",56.39
"2757","1977-01-14",56.36
"2758","1977-01-17",56.23
"2759","1977-01-18",56.04
"2760","1977-01-19",56.36
"2761","1977-01-20",55.93
"2762","1977-01-21",56.15
"2763","1977-01-24",56.14
"2764","1977-01-25",56.14
"2765","1977-01-26",55.75
"2766","1977-01-27",55.44
"2767","1977-01-28",55.49
"2768","1977-01-31",55.48
"2769","1977-02-01",55.75
"2770","1977-02-02",55.68
"2771","1977-02-03",55.42
"2772","1977-02-04",55.46
"2773","1977-02-07",55.48
"2774","1977-02-08",55.33
"2775","1977-02-09",54.86
"2776","1977-02-10",54.89
"2777","1977-02-11",54.57
"2778","1977-02-14",54.8
"2779","1977-02-15",54.95
"2780","1977-02-16",55.19
"2781","1977-02-17",54.88
"2782","1977-02-18",54.68
"2783","1977-02-22",54.65
"2784","1977-02-23",54.5
"2785","1977-02-24",54.17
"2786","1977-02-25",54.09
"2787","1977-02-28",54.23
"2788","1977-03-01",54.68
"2789","1977-03-02",54.56
"2790","1977-03-03",54.79
"2791","1977-03-04",54.98
"2792","1977-03-07",55.02
"2793","1977-03-08",54.83
"2794","1977-03-09",54.42
"2795","1977-03-10",54.7
"2796","1977-03-11",54.72
"2797","1977-03-14",55.1
"2798","1977-03-15",55.37
"2799","1977-03-16",55.5
"2800","1977-03-17",55.45
"2801","1977-03-18",55.36
"2802","1977-03-21",55.09
"2803","1977-03-22",54.93
"2804","1977-03-23",54.52
"2805","1977-03-24",54.25
"2806","1977-03-25",53.92
"2807","1977-03-28",53.85
"2808","1977-03-29",54.19
"2809","1977-03-30",53.61
"2810","1977-03-31",53.53
"2811","1977-04-01",53.94
"2812","1977-04-04",53.45
"2813","1977-04-05",53.3
"2814","1977-04-06",53.26
"2815","1977-04-07",53.46
"2816","1977-04-11",53.73
"2817","1977-04-12",54.41
"2818","1977-04-13",54.45
"2819","1977-04-14",54.92
"2820","1977-04-15",54.94
"2821","1977-04-18",54.7
"2822","1977-04-19",54.5
"2823","1977-04-20",54.7
"2824","1977-04-21",54.34
"2825","1977-04-22",53.69
"2826","1977-04-25",53
"2827","1977-04-26",52.96
"2828","1977-04-27",53.42
"2829","1977-04-28",53.54
"2830","1977-04-29",53.66
"2831","1977-05-02",53.93
"2832","1977-05-03",54.21
"2833","1977-05-04",54.49
"2834","1977-05-05",54.6
"2835","1977-05-06",54.31
"2836","1977-05-09",54.15
"2837","1977-05-10",54.3
"2838","1977-05-11",53.98
"2839","1977-05-12",53.96
"2840","1977-05-13",54.13
"2841","1977-05-16",54.35
"2842","1977-05-17",54.49
"2843","1977-05-18",54.77
"2844","1977-05-19",54.59
"2845","1977-05-20",54.4
"2846","1977-05-23",53.73
"2847","1977-05-24",53.44
"2848","1977-05-25",52.95
"2849","1977-05-26",53.05
"2850","1977-05-27",52.68
"2851","1977-05-31",52.56
"2852","1977-06-01",52.97
"2853","1977-06-02",52.88
"2854","1977-06-03",53.36
"2855","1977-06-06",53.12
"2856","1977-06-07",53.37
"2857","1977-06-08",53.65
"2858","1977-06-09",53.62
"2859","1977-06-10",53.8
"2860","1977-06-13",53.94
"2861","1977-06-14",54.52
"2862","1977-06-15",54.42
"2863","1977-06-16",54.56
"2864","1977-06-17",54.64
"2865","1977-06-20",54.9
"2866","1977-06-21",55.09
"2867","1977-06-22",54.99
"2868","1977-06-23",55.11
"2869","1977-06-24",55.42
"2870","1977-06-27",55.34
"2871","1977-06-28",54.94
"2872","1977-06-29",54.9
"2873","1977-06-30",55.1
"2874","1977-07-01",54.92
"2875","1977-07-05",54.92
"2876","1977-07-06",54.67
"2877","1977-07-07",54.84
"2878","1977-07-08",54.81
"2879","1977-07-11",54.65
"2880","1977-07-12",54.6
"2881","1977-07-13",54.7
"2882","1977-07-15",54.99
"2883","1977-07-18",55.37
"2884","1977-07-19",55.76
"2885","1977-07-20",55.73
"2886","1977-07-21",55.64
"2887","1977-07-22",55.71
"2888","1977-07-25",55.29
"2889","1977-07-26",54.97
"2890","1977-07-27",54.08
"2891","1977-07-28",54.13
"2892","1977-07-29",54.12
"2893","1977-08-01",54.27
"2894","1977-08-02",53.93
"2895","1977-08-03",53.82
"2896","1977-08-04",54.02
"2897","1977-08-05",54.04
"2898","1977-08-08",53.66
"2899","1977-08-09",53.67
"2900","1977-08-10",54.09
"2901","1977-08-11",53.77
"2902","1977-08-12",53.61
"2903","1977-08-15",53.73
"2904","1977-08-16",53.53
"2905","1977-08-17",53.51
"2906","1977-08-18",53.48
"2907","1977-08-19",53.38
"2908","1977-08-22",53.49
"2909","1977-08-23",53.42
"2910","1977-08-24",53.22
"2911","1977-08-25",52.67
"2912","1977-08-26",52.6
"2913","1977-08-29",53.04
"2914","1977-08-30",52.77
"2915","1977-08-31",52.93
"2916","1977-09-01",52.99
"2917","1977-09-02",53.33
"2918","1977-09-06",53.44
"2919","1977-09-07",53.59
"2920","1977-09-08",53.22
"2921","1977-09-09",52.74
"2922","1977-09-12",52.54
"2923","1977-09-13",52.56
"2924","1977-09-14",52.79
"2925","1977-09-15",52.94
"2926","1977-09-16",52.79
"2927","1977-09-19",52.48
"2928","1977-09-20",52.49
"2929","1977-09-21",52.08
"2930","1977-09-22",52.08
"2931","1977-09-23",52.07
"2932","1977-09-26",52.2
"2933","1977-09-27",52.12
"2934","1977-09-28",52.14
"2935","1977-09-29",52.44
"2936","1977-09-30",52.81
"2937","1977-10-03",52.94
"2938","1977-10-04",52.6
"2939","1977-10-05",52.43
"2940","1977-10-06",52.61
"2941","1977-10-07",52.59
"2942","1977-10-10",52.5
"2943","1977-10-11",52.09
"2944","1977-10-12",51.57
"2945","1977-10-13",51.22
"2946","1977-10-14",51.24
"2947","1977-10-17",51.19
"2948","1977-10-18",51.19
"2949","1977-10-19",50.65
"2950","1977-10-20",50.78
"2951","1977-10-21",50.61
"2952","1977-10-24",50.24
"2953","1977-10-25",49.86
"2954","1977-10-26",50.41
"2955","1977-10-27",50.59
"2956","1977-10-28",50.77
"2957","1977-10-31",50.65
"2958","1977-11-01",50.13
"2959","1977-11-02",49.78
"2960","1977-11-03",49.8
"2961","1977-11-04",50.27
"2962","1977-11-07",50.67
"2963","1977-11-08",50.78
"2964","1977-11-09",51.04
"2965","1977-11-10",52.01
"2966","1977-11-11",52.7
"2967","1977-11-14",52.37
"2968","1977-11-15",52.72
"2969","1977-11-16",52.53
"2970","1977-11-17",52.4
"2971","1977-11-18",52.51
"2972","1977-11-21",52.49
"2973","1977-11-22",52.94
"2974","1977-11-23",53.19
"2975","1977-11-25",53.33
"2976","1977-11-28",53.02
"2977","1977-11-29",52.24
"2978","1977-11-30",52.36
"2979","1977-12-01",52.34
"2980","1977-12-02",52.34
"2981","1977-12-05",52.12
"2982","1977-12-06",51.33
"2983","1977-12-07",51.28
"2984","1977-12-08",51.37
"2985","1977-12-09",51.72
"2986","1977-12-12",51.73
"2987","1977-12-13",51.69
"2988","1977-12-14",51.9
"2989","1977-12-15",51.68
"2990","1977-12-16",51.61
"2991","1977-12-19",51.24
"2992","1977-12-20",51.11
"2993","1977-12-21",51.41
"2994","1977-12-22",51.81
"2995","1977-12-23",52.26
"2996","1977-12-27",52.25
"2997","1977-12-28",52.31
"2998","1977-12-29",52.43
"2999","1977-12-30",52.5
"3000","1978-01-03",51.82
"3001","1978-01-04",51.63
"3002","1978-01-05",51.25
"3003","1978-01-06",50.64
"3004","1978-01-09",50.05
"3005","1978-01-10",49.77
"3006","1978-01-11",49.52
"3007","1978-01-12",49.6
"3008","1978-01-13",49.57
"3009","1978-01-16",49.4
"3010","1978-01-17",49.67
"3011","1978-01-18",50.04
"3012","1978-01-19",49.82
"3013","1978-01-20",49.73
"3014","1978-01-23",49.38
"3015","1978-01-24",49.4
"3016","1978-01-25",49.47
"3017","1978-01-26",49.07
"3018","1978-01-27",49.06
"3019","1978-01-30",49.45
"3020","1978-01-31",49.41
"3021","1978-02-01",49.79
"3022","1978-02-02",49.92
"3023","1978-02-03",49.72
"3024","1978-02-06",49.64
"3025","1978-02-07",50.08
"3026","1978-02-08",50.35
"3027","1978-02-09",50.11
"3028","1978-02-10",50.01
"3029","1978-02-13",49.9
"3030","1978-02-14",49.47
"3031","1978-02-15",49.34
"3032","1978-02-16",48.94
"3033","1978-02-17",48.9
"3034","1978-02-21",48.69
"3035","1978-02-22",48.69
"3036","1978-02-23",48.73
"3037","1978-02-24",49.19
"3038","1978-02-27",48.81
"3039","1978-02-28",48.43
"3040","1978-03-01",48.49
"3041","1978-03-02",48.6
"3042","1978-03-03",48.67
"3043","1978-03-06",48.37
"3044","1978-03-07",48.62
"3045","1978-03-08",48.87
"3046","1978-03-09",48.94
"3047","1978-03-10",49.48
"3048","1978-03-13",49.54
"3049","1978-03-14",49.75
"3050","1978-03-15",49.65
"3051","1978-03-16",49.88
"3052","1978-03-17",50.25
"3053","1978-03-20",50.57
"3054","1978-03-21",50.05
"3055","1978-03-22",49.89
"3056","1978-03-23",49.86
"3057","1978-03-27",49.63
"3058","1978-03-28",49.96
"3059","1978-03-29",50.07
"3060","1978-03-30",49.95
"3061","1978-03-31",49.85
"3062","1978-04-03",49.44
"3063","1978-04-04",49.66
"3064","1978-04-05",50.09
"3065","1978-04-06",50.19
"3066","1978-04-07",50.41
"3067","1978-04-10",50.58
"3068","1978-04-11",50.47
"3069","1978-04-12",50.43
"3070","1978-04-13",50.91
"3071","1978-04-14",51.94
"3072","1978-04-17",52.69
"3073","1978-04-18",52.16
"3074","1978-04-19",52.35
"3075","1978-04-20",52.73
"3076","1978-04-21",52.65
"3077","1978-04-24",53.36
"3078","1978-04-25",53.81
"3079","1978-04-26",53.88
"3080","1978-04-27",53.4
"3081","1978-04-28",53.9
"3082","1978-05-01",54.36
"3083","1978-05-02",54.18
"3084","1978-05-03",53.72
"3085","1978-05-04",53.6
"3086","1978-05-05",53.97
"3087","1978-05-08",53.82
"3088","1978-05-09",53.68
"3089","1978-05-10",53.72
"3090","1978-05-11",54.38
"3091","1978-05-12",54.85
"3092","1978-05-15",55.18
"3093","1978-05-16",55.53
"3094","1978-05-17",55.68
"3095","1978-05-18",55.2
"3096","1978-05-19",54.95
"3097","1978-05-22",55.43
"3098","1978-05-23",54.9
"3099","1978-05-24",54.36
"3100","1978-05-25",54.24
"3101","1978-05-26",54.14
"3102","1978-05-30",54.3
"3103","1978-05-31",54.52
"3104","1978-06-01",54.59
"3105","1978-06-02",55.03
"3106","1978-06-05",55.97
"3107","1978-06-06",56.19
"3108","1978-06-07",56.11
"3109","1978-06-08",56.2
"3110","1978-06-09",56.08
"3111","1978-06-12",55.89
"3112","1978-06-13",55.91
"3113","1978-06-14",55.88
"3114","1978-06-15",55.31
"3115","1978-06-16",54.8
"3116","1978-06-19",54.76
"3117","1978-06-20",54.22
"3118","1978-06-21",53.91
"3119","1978-06-22",54.07
"3120","1978-06-23",53.9
"3121","1978-06-26",53.19
"3122","1978-06-27",53.35
"3123","1978-06-28",53.58
"3124","1978-06-29",53.69
"3125","1978-06-30",53.66
"3126","1978-07-03",53.46
"3127","1978-07-05",53
"3128","1978-07-06",53
"3129","1978-07-07",53.34
"3130","1978-07-10",53.55
"3131","1978-07-11",53.9
"3132","1978-07-12",54.09
"3133","1978-07-13",54.12
"3134","1978-07-14",54.82
"3135","1978-07-17",54.92
"3136","1978-07-18",54.45
"3137","1978-07-19",55.1
"3138","1978-07-20",55.07
"3139","1978-07-21",54.91
"3140","1978-07-24",54.88
"3141","1978-07-25",55.27
"3142","1978-07-26",55.61
"3143","1978-07-27",55.9
"3144","1978-07-28",56.18
"3145","1978-07-31",56.59
"3146","1978-08-01",56.61
"3147","1978-08-02",57.82
"3148","1978-08-03",58.12
"3149","1978-08-04",58.34
"3150","1978-08-07",58.2
"3151","1978-08-08",58.47
"3152","1978-08-09",58.75
"3153","1978-08-10",58.34
"3154","1978-08-11",58.53
"3155","1978-08-14",58.56
"3156","1978-08-15",58.48
"3157","1978-08-16",58.93
"3158","1978-08-17",59.21
"3159","1978-08-18",59.06
"3160","1978-08-21",58.56
"3161","1978-08-22",58.76
"3162","1978-08-23",59.12
"3163","1978-08-24",59.26
"3164","1978-08-25",59.22
"3165","1978-08-28",58.7
"3166","1978-08-29",58.38
"3167","1978-08-30",58.48
"3168","1978-08-31",58.35
"3169","1978-09-01",58.54
"3170","1978-09-05",58.91
"3171","1978-09-06",59.44
"3172","1978-09-07",59.5
"3173","1978-09-08",60.24
"3174","1978-09-11",60.38
"3175","1978-09-12",60.38
"3176","1978-09-13",60.06
"3177","1978-09-14",59.37
"3178","1978-09-15",58.81
"3179","1978-09-18",58.24
"3180","1978-09-19",57.84
"3181","1978-09-20",57.32
"3182","1978-09-21",57.36
"3183","1978-09-22",57.37
"3184","1978-09-25",57.38
"3185","1978-09-26",57.81
"3186","1978-09-27",57.31
"3187","1978-09-28",57.47
"3188","1978-09-29",57.78
"3189","1978-10-02",57.98
"3190","1978-10-03",57.8
"3191","1978-10-04",58.03
"3192","1978-10-05",58.19
"3193","1978-10-06",58.34
"3194","1978-10-09",58.9
"3195","1978-10-10",58.84
"3196","1978-10-11",59.29
"3197","1978-10-12",59.06
"3198","1978-10-13",58.93
"3199","1978-10-16",57.8
"3200","1978-10-17",56.89
"3201","1978-10-18",56.4
"3202","1978-10-19",55.71
"3203","1978-10-20",54.76
"3204","1978-10-23",54.79
"3205","1978-10-24",54.46
"3206","1978-10-25",54.34
"3207","1978-10-26",53.48
"3208","1978-10-27",52.52
"3209","1978-10-30",52.65
"3210","1978-10-31",51.67
"3211","1978-11-01",53.79
"3212","1978-11-02",53.2
"3213","1978-11-03",53.49
"3214","1978-11-06",53.03
"3215","1978-11-07",52.22
"3216","1978-11-08",52.49
"3217","1978-11-09",52.52
"3218","1978-11-10",52.72
"3219","1978-11-13",51.83
"3220","1978-11-14",51.36
"3221","1978-11-15",51.52
"3222","1978-11-16",52.09
"3223","1978-11-17",52.54
"3224","1978-11-20",53.04
"3225","1978-11-21",52.96
"3226","1978-11-22",53.24
"3227","1978-11-24",53.44
"3228","1978-11-27",53.56
"3229","1978-11-28",53.13
"3230","1978-11-29",52.38
"3231","1978-11-30",52.89
"3232","1978-12-01",53.77
"3233","1978-12-04",53.73
"3234","1978-12-05",54.44
"3235","1978-12-06",54.51
"3236","1978-12-07",54.3
"3237","1978-12-08",54.06
"3238","1978-12-11",54.31
"3239","1978-12-12",54.03
"3240","1978-12-13",53.72
"3241","1978-12-14",53.7
"3242","1978-12-15",53.31
"3243","1978-12-18",52.2
"3244","1978-12-19",52.58
"3245","1978-12-20",52.83
"3246","1978-12-21",52.89
"3247","1978-12-22",53.77
"3248","1978-12-26",54.36
"3249","1978-12-27",53.9
"3250","1978-12-28",53.68
"3251","1978-12-29",53.62
"3252","1979-01-02",53.93
"3253","1979-01-03",54.57
"3254","1979-01-04",55.05
"3255","1979-01-05",55.41
"3256","1979-01-08",55.24
"3257","1979-01-09",55.53
"3258","1979-01-10",55.23
"3259","1979-01-11",55.42
"3260","1979-01-12",55.91
"3261","1979-01-15",56.31
"3262","1979-01-16",55.66
"3263","1979-01-17",55.64
"3264","1979-01-18",55.81
"3265","1979-01-19",55.85
"3266","1979-01-22",55.92
"3267","1979-01-23",56.27
"3268","1979-01-24",56.07
"3269","1979-01-25",56.62
"3270","1979-01-26",56.99
"3271","1979-01-29",56.85
"3272","1979-01-30",56.6
"3273","1979-01-31",55.99
"3274","1979-02-01",56
"3275","1979-02-02",55.79
"3276","1979-02-05",55.01
"3277","1979-02-06",54.99
"3278","1979-02-07",54.47
"3279","1979-02-08",54.74
"3280","1979-02-09",54.87
"3281","1979-02-12",55.04
"3282","1979-02-13",55.46
"3283","1979-02-14",55.42
"3284","1979-02-15",55.38
"3285","1979-02-16",55.37
"3286","1979-02-20",55.74
"3287","1979-02-21",55.58
"3288","1979-02-22",55.2
"3289","1979-02-23",54.88
"3290","1979-02-26",54.78
"3291","1979-02-27",53.88
"3292","1979-02-28",53.93
"3293","1979-03-01",54.3
"3294","1979-03-02",54.37
"3295","1979-03-05",54.96
"3296","1979-03-06",54.88
"3297","1979-03-07",55.22
"3298","1979-03-08",55.81
"3299","1979-03-09",55.81
"3300","1979-03-12",55.87
"3301","1979-03-13",55.99
"3302","1979-03-14",55.95
"3303","1979-03-15",56.08
"3304","1979-03-16",56.55
"3305","1979-03-19",56.74
"3306","1979-03-20",56.45
"3307","1979-03-21",56.83
"3308","1979-03-22",57.09
"3309","1979-03-23",57.08
"3310","1979-03-26",56.76
"3311","1979-03-27",57.53
"3312","1979-03-28",57.35
"3313","1979-03-29",57.34
"3314","1979-03-30",57.13
"3315","1979-04-02",56.73
"3316","1979-04-03",57.55
"3317","1979-04-04",57.71
"3318","1979-04-05",58.06
"3319","1979-04-06",58.04
"3320","1979-04-09",57.88
"3321","1979-04-10",58.18
"3322","1979-04-11",57.65
"3323","1979-04-12",57.53
"3324","1979-04-16",57.05
"3325","1979-04-17",57.05
"3326","1979-04-18",57.33
"3327","1979-04-19",57.09
"3328","1979-04-20",57.09
"3329","1979-04-23",57.29
"3330","1979-04-24",57.62
"3331","1979-04-25",57.8
"3332","1979-04-26",57.52
"3333","1979-04-27",57.4
"3334","1979-04-30",57.36
"3335","1979-05-01",57.34
"3336","1979-05-02",57.36
"3337","1979-05-03",57.38
"3338","1979-05-04",56.76
"3339","1979-05-07",55.75
"3340","1979-05-08",55.79
"3341","1979-05-09",55.96
"3342","1979-05-10",55.45
"3343","1979-05-11",55.48
"3344","1979-05-14",55.22
"3345","1979-05-15",55.26
"3346","1979-05-16",55.38
"3347","1979-05-17",56.23
"3348","1979-05-18",56.26
"3349","1979-05-21",56.41
"3350","1979-05-22",56.65
"3351","1979-05-23",56.38
"3352","1979-05-24",56.43
"3353","1979-05-25",56.61
"3354","1979-05-29",56.53
"3355","1979-05-30",56.01
"3356","1979-05-31",55.99
"3357","1979-06-01",56.03
"3358","1979-06-04",56.13
"3359","1979-06-05",56.81
"3360","1979-06-06",57.23
"3361","1979-06-07",57.53
"3362","1979-06-08",57.42
"3363","1979-06-11",57.62
"3364","1979-06-12",58.18
"3365","1979-06-13",57.95
"3366","1979-06-14",57.87
"3367","1979-06-15",57.85
"3368","1979-06-18",57.56
"3369","1979-06-19",57.58
"3370","1979-06-20",57.65
"3371","1979-06-21",57.91
"3372","1979-06-22",58.21
"3373","1979-06-25",57.9
"3374","1979-06-26",57.67
"3375","1979-06-27",58.01
"3376","1979-06-28",58.33
"3377","1979-06-29",58.38
"3378","1979-07-02",57.86
"3379","1979-07-03",57.94
"3380","1979-07-05",58.16
"3381","1979-07-06",58.82
"3382","1979-07-09",59.32
"3383","1979-07-10",59.16
"3384","1979-07-11",58.86
"3385","1979-07-12",58.38
"3386","1979-07-13",58.17
"3387","1979-07-16",58.43
"3388","1979-07-17",57.88
"3389","1979-07-18",57.76
"3390","1979-07-19",57.76
"3391","1979-07-20",57.89
"3392","1979-07-23",57.77
"3393","1979-07-24",57.98
"3394","1979-07-25",58.62
"3395","1979-07-26",58.66
"3396","1979-07-27",58.73
"3397","1979-07-30",58.79
"3398","1979-07-31",59.14
"3399","1979-08-01",59.36
"3400","1979-08-02",59.35
"3401","1979-08-03",59.33
"3402","1979-08-06",59.45
"3403","1979-08-07",60.18
"3404","1979-08-08",60.36
"3405","1979-08-09",60.14
"3406","1979-08-10",60.64
"3407","1979-08-13",61.18
"3408","1979-08-14",61.26
"3409","1979-08-15",61.68
"3410","1979-08-16",61.56
"3411","1979-08-17",61.7
"3412","1979-08-20",62.02
"3413","1979-08-21",62.07
"3414","1979-08-22",62.13
"3415","1979-08-23",61.96
"3416","1979-08-24",61.94
"3417","1979-08-27",62.22
"3418","1979-08-28",62.16
"3419","1979-08-29",62.18
"3420","1979-08-30",62.2
"3421","1979-08-31",62.4
"3422","1979-09-04",61.35
"3423","1979-09-05",60.66
"3424","1979-09-06",60.94
"3425","1979-09-07",61.39
"3426","1979-09-10",61.69
"3427","1979-09-11",61.29
"3428","1979-09-12",61.48
