"","Family","Genus","Specific","Gengen","Nauta","Maniti","Huanta","Panguana","Ex.Petroleros","San.Antonio","Santa.Ana","Tarapoto"
"427","Annonaceae","Guatteria","sp.7",0,0,0,0,0,0,1,0,0
"429","Lecythidaceae","Gustavia","longifolia",0,0,0,0,0,1,0,0,6
"430","Clusiaceae","Guttiferae","sp.1",0,0,0,0,1,0,0,0,0
"431","Clusiaceae","Guttiferae","sp.10",0,1,0,0,0,0,0,0,0
"432","Clusiaceae","Guttiferae","sp.11",0,0,0,1,0,0,0,0,0
"433","Clusiaceae","Guttiferae","sp.19",0,0,1,0,0,0,0,0,0
"434","Clusiaceae","Guttiferae","sp.2",0,0,0,0,1,0,0,0,0
"435","Clusiaceae","Guttiferae","sp.22",0,2,0,0,0,0,0,0,0
"436","Clusiaceae","Guttiferae","sp.23",0,0,1,0,0,0,0,0,0
"437","Clusiaceae","Guttiferae","sp.24",0,0,1,0,0,0,0,0,0
"438","Clusiaceae","Guttiferae","sp.25",0,0,0,1,0,0,0,0,0
"439","Clusiaceae","Guttiferae","sp.26",0,0,0,3,0,0,0,0,0
"440","Clusiaceae","Guttiferae","sp.3",0,0,0,0,0,0,0,0,1
"441","Clusiaceae","Guttiferae","sp.4",0,0,1,0,0,0,0,0,0
"442","Clusiaceae","Guttiferae","sp.5",0,0,0,0,0,0,0,0,1
"443","Clusiaceae","Guttiferae","sp.6",0,0,0,0,0,0,2,0,1
"444","Clusiaceae","Guttiferae","sp.7",0,0,0,0,0,0,1,0,0
"445","Clusiaceae","Haploclathra","paniculata",0,1,0,0,0,0,0,0,0
"447","Olacaceae","Heisteria","acuminata",0,0,0,0,0,0,6,0,0
"448","Olacaceae","Heisteria","barbata",0,0,1,0,0,0,0,0,0
"449","Olacaceae","Heisteria","duckei",0,1,0,0,1,0,0,0,0
"451","Olacaceae","Heisteria","nitida",2,0,0,0,0,2,0,0,0
"452","Olacaceae","Heisteria","sp.1",0,0,0,0,0,0,1,0,0
"453","Moraceae","Helicostylis","elegans",0,0,1,1,0,0,1,0,0
"454","Moraceae","Helicostylis","heterotricha",1,1,0,0,0,0,0,0,1
"455","Moraceae","Helicostylis","scabra",0,0,2,2,0,0,0,0,0
"456","Moraceae","Helicostylis","tomentosa",0,2,0,0,0,1,3,1,0
"457","Moraceae","Helicostylis","turbinata",0,0,0,0,1,0,0,1,0
"458","Sterculiaceae","Herrania","nycterodendron",2,0,0,0,0,0,0,0,1
"459","Euphorbiaceae","Hevea","guianensis",0,0,1,1,0,4,0,0,0
"460","Apocynaceae","Himatanthus","sucuuba",0,0,0,0,0,1,2,0,2
"461","Rubiaceae","Hippotis","albiflora",1,0,0,0,0,0,0,0,1
"462","Chrysobalanaceae","Hirtella","eriandra",0,1,4,0,1,0,0,2,0
"464","Chrysobalanaceae","Hirtella","hispidula",0,0,1,0,0,0,0,0,0
"465","Chrysobalanaceae","Hirtella","racemosa",6,0,0,0,0,4,1,0,0
"466","Chrysobalanaceae","Hirtella","sp.1",0,0,0,0,0,0,5,0,0
"467","Chrysobalanaceae","Hirtella","sp.2",0,0,0,0,0,0,0,2,0
"468","Chrysobalanaceae","Hirtella","sp.3",0,0,0,2,0,0,0,0,0
"469","Chrysobalanaceae","Hirtella","sp.4",0,0,0,0,0,0,0,1,0
"470","Chrysobalanaceae","Hirtella","triandra",1,0,3,0,1,0,0,2,0
"471","Rubiaceae","Hoffmannia","sp.1",0,1,2,4,0,0,0,0,0
"472","Staphyleaceae","Huertea","glandulosa",0,0,0,0,0,0,0,0,1
"474","Euphorbiaceae","Hyeronima","oblonga",0,0,0,0,2,0,6,0,1
"476","Fabaceae","Hymenaea","oblongifolia",0,1,0,0,0,1,2,0,0
"477","Fabaceae","Hymenolobium","sp.1",0,0,0,0,1,0,0,0,0
"478","Arecaceae","Hyospathe","elegans",0,0,0,0,0,0,0,1,0
"480","Fabaceae","Inga","alba",0,0,0,0,0,0,0,1,0
"481","Fabaceae","Inga","altissima",0,2,0,1,0,0,0,0,0
"482","Fabaceae","Inga","brachyrhachis",0,0,1,0,0,0,1,2,0
"483","Fabaceae","Inga","cordatoalata",0,1,0,0,0,0,1,1,0
"484","Fabaceae","Inga","coruscans",0,1,0,0,1,0,0,0,0
"485","Fabaceae","Inga","lopadadenia",0,1,4,0,0,0,0,2,0
"486","Fabaceae","Inga","macrophylla",0,4,0,1,0,0,0,1,0
"487","Fabaceae","Inga","multijuga",1,0,0,0,0,0,0,0,0
"489","Fabaceae","Inga","oerstediana",0,3,0,0,0,4,0,1,1
"491","Fabaceae","Inga","ricardorum",0,0,1,1,0,0,0,2,0
"493","Fabaceae","Inga","sp.1",0,0,0,0,1,0,0,0,0
"494","Fabaceae","Inga","sp.10",0,0,0,0,0,0,0,0,1
"495","Fabaceae","Inga","sp.11",0,0,0,0,0,0,0,0,1
"497","Fabaceae","Inga","sp.13",2,0,0,0,0,0,2,0,1
"498","Fabaceae","Inga","sp.14",0,0,0,0,0,0,2,0,0
"499","Fabaceae","Inga","sp.15",1,0,0,0,0,0,0,0,4
"500","Fabaceae","Inga","sp.16",0,1,0,0,0,0,1,1,0
"501","Fabaceae","Inga","sp.17",0,1,0,0,0,0,0,0,0
"502","Fabaceae","Inga","sp.18",1,0,1,0,0,2,1,1,1
"503","Fabaceae","Inga","sp.19",0,0,0,0,0,0,1,0,0
"505","Fabaceae","Inga","sp.20",0,0,0,0,0,0,0,0,2
"506","Fabaceae","Inga","sp.21",1,0,0,0,0,2,0,0,0
"507","Fabaceae","Inga","sp.22",0,0,0,0,0,1,0,0,0
"508","Fabaceae","Inga","sp.23",0,0,0,0,0,0,1,0,0
"509","Fabaceae","Inga","sp.24",0,0,0,0,0,1,0,0,0
"510","Fabaceae","Inga","sp.25",0,0,0,0,1,1,0,0,0
"511","Fabaceae","Inga","sp.26",0,0,0,0,0,2,0,0,0
"512","Fabaceae","Inga","sp.27",0,0,0,0,0,1,0,0,0
"513","Fabaceae","Inga","sp.28",0,0,0,0,0,0,1,0,0
"514","Fabaceae","Inga","sp.29",0,0,0,0,0,0,0,1,0
"515","Fabaceae","Inga","sp.3",0,0,0,0,0,1,0,0,0
"516","Fabaceae","Inga","sp.30",0,0,0,0,0,1,0,0,0
"517","Fabaceae","Inga","sp.31",0,0,0,0,0,0,0,0,3
"518","Fabaceae","Inga","sp.32",0,0,0,0,0,0,1,0,0
"519","Fabaceae","Inga","sp.33",0,0,0,0,0,0,0,1,0
"521","Fabaceae","Inga","sp.35",0,0,0,0,0,1,0,0,0
"522","Fabaceae","Inga","sp.36",0,0,0,0,0,1,0,0,0
"523","Fabaceae","Inga","sp.37",0,0,0,0,0,1,0,0,0
"524","Fabaceae","Inga","sp.4",0,0,0,0,0,0,0,0,1
"525","Fabaceae","Inga","sp.5",0,0,0,0,3,0,0,0,0
"527","Fabaceae","Inga","sp.7",0,0,0,0,0,0,1,0,0
"528","Fabaceae","Inga","sp.8",0,0,1,1,0,0,0,0,0
"529","Fabaceae","Inga","sp.9",0,0,0,0,0,0,0,0,1
"530","Fabaceae","Inga","striata",0,0,1,0,0,0,0,0,0
"531","Fabaceae","Inga","tenuistipula",0,2,3,0,1,4,3,2,0
"533","Fabaceae","Inga","umbellifera",0,0,1,0,0,0,0,0,0
"534","Fabaceae","Inga","vismiifolia",1,0,0,0,0,0,0,0,0
"535","Fabaceae","Inga","yacoana",0,0,0,0,0,2,0,0,0
"536","Arecaceae","Iriartea","deltoidea",3,0,2,0,0,2,0,0,4
"537","Arecaceae","Iriartella","setigera",0,0,0,14,14,0,0,1,0
"538","Myristicaceae","Iryanthera","elliptica",0,5,1,3,3,0,0,0,0
"539","Myristicaceae","Iryanthera","juruensis",9,0,1,0,1,2,0,0,4
"540","Myristicaceae","Iryanthera","laevis",2,0,1,0,0,1,3,1,2
"541","Myristicaceae","Iryanthera","lancifolia",0,1,2,0,0,0,0,1,0
"542","Myristicaceae","Iryanthera","macrophylla",1,2,1,0,5,2,4,1,3
"543","Myristicaceae","Iryanthera","paraensis",6,0,4,1,0,3,4,2,3
"544","Myristicaceae","Iryanthera","polyneura",0,0,2,0,4,0,0,1,0
"545","Myristicaceae","Iryanthera","tricornis",0,4,4,1,4,0,0,0,0
"547","Rubiaceae","Isertia","laevis",0,0,0,1,0,0,0,0,0
"548","Arecaceae","Itaya","amicorum",0,0,0,0,0,1,0,0,0
"549","Rubiaceae","Ixora","panurensis",2,0,0,0,0,0,0,0,0
"551","Bignoniaceae","Jacaranda","obtusifolia",2,0,1,0,0,2,0,0,0
"552","Bignoniaceae","Jacaranda","sp.1",0,0,0,0,0,0,1,1,0
"553","Bignoniaceae","Jacaranda","sp.2",0,0,0,0,0,0,0,0,1
"554","Arecaceae","Jessenia","bataua",0,4,6,0,4,0,0,0,0
"555","Rubiaceae","Kotchubaea","sericantha",0,0,0,0,0,0,0,1,0
"556","Lacistemataceae","Lacistema","aggregatum",0,4,0,0,2,5,0,0,0
"557","Lacistemataceae","Lacistema","macbridei",1,1,0,0,0,1,0,0,0
"558","Lacistemataceae","Lacistema","nena",0,3,0,0,0,1,1,0,0
"559","Lacistemataceae","Lacistema","sp.1",0,0,0,0,0,0,0,6,0
"561","Apocynaceae","Lacmellea","floribunda",0,2,0,0,0,2,0,0,0
"562","Apocynaceae","Lacmellea","klugii",0,0,0,3,2,0,0,0,0
"563","Rubiaceae","Ladenbergia","amazonensis",0,0,0,2,1,0,0,0,0
"564","Flacourtiaceae","Laetia","corymbulosa",0,0,1,0,0,0,0,0,0
"565","Flacourtiaceae","Laetia","ovalifolia",1,0,0,0,0,0,0,0,0
"569","Lauraceae","Indet","Sp.12",0,1,0,0,0,0,0,0,0
"571","Lauraceae","Indet","sp.14",0,0,0,0,1,0,0,0,0
"572","Lauraceae","Indet","sp.15",0,0,0,0,1,0,0,0,0
"573","Lauraceae","Indet","sp.16",1,0,0,0,0,0,0,0,0
"574","Lauraceae","Indet","sp.17",1,0,0,0,0,0,0,0,0
"575","Lauraceae","Indet","sp.18",2,0,0,0,0,0,0,0,0
"576","Lauraceae","Indet","sp.19",0,1,0,0,0,0,0,0,0
"577","Lauraceae","Indet","sp.20",0,1,0,0,0,0,0,0,0
"578","Lauraceae","Indet","sp.21",0,0,0,0,0,0,0,1,0
"579","Lauraceae","Indet","sp.22",1,0,0,0,0,0,0,0,0
"580","Lauraceae","Indet","sp.23",0,0,0,1,0,0,0,0,0
"581","Lauraceae","Indet","sp.24",1,0,0,0,0,0,0,0,0
"582","Lauraceae","Indet","sp.25",0,0,1,0,0,0,0,0,0
"583","Lauraceae","Indet","sp.26",0,0,0,0,0,0,0,1,0
"585","Lauraceae","Indet","sp.28",0,1,0,0,1,0,0,0,0
"586","Lauraceae","Indet","sp.29",0,0,0,1,0,0,0,0,0
"587","Lauraceae","Indet","Sp.3",0,1,0,0,0,0,0,0,0
"588","Lauraceae","Indet","sp.30",0,0,1,0,0,0,0,0,0
"589","Lauraceae","Indet","sp.31",0,0,0,0,0,0,0,0,1
"590","Lauraceae","Indet","sp.32",0,0,0,0,0,0,0,0,1
"592","Lauraceae","Indet","sp.34",0,0,0,0,0,0,1,0,0
"593","Lauraceae","Indet","sp.35",0,0,1,0,0,0,0,0,0
"594","Lauraceae","Indet","sp.36",0,0,0,0,0,1,1,0,0
"596","Lauraceae","Indet","sp.38",0,0,0,0,0,1,0,0,0
"598","Lauraceae","Indet","Sp.4",1,0,0,0,0,0,0,0,0
"599","Lauraceae","Indet","sp.40",0,0,0,1,0,0,0,1,0
"600","Lauraceae","Indet","sp.41",0,0,0,1,0,2,0,0,0
"601","Lauraceae","Indet","sp.42",0,0,0,0,1,0,0,0,0
"602","Lauraceae","Indet","sp.43",0,0,0,1,0,0,0,0,0
"603","Lauraceae","Indet","sp.44",0,0,0,0,0,1,0,0,0
"604","Lauraceae","Indet","sp.45",2,0,0,0,0,0,0,0,0
"605","Lauraceae","Indet","sp.46",0,0,0,1,0,0,0,1,0
"606","Lauraceae","Indet","sp.47",0,0,0,0,0,0,0,1,0
"607","Lauraceae","Indet","sp.48",0,0,0,0,1,0,0,0,0
"608","Lauraceae","Indet","sp.49",0,0,0,0,0,0,1,0,0
"610","Lauraceae","Indet","sp.50",0,0,0,0,1,0,0,0,0
"611","Lauraceae","Indet","sp.51",0,0,0,0,0,0,0,0,1
"612","Lauraceae","Indet","sp.52",0,0,0,0,0,0,0,0,1
"613","Lauraceae","Indet","sp.53",0,0,0,0,0,0,1,0,0
"614","Lauraceae","Indet","sp.54",0,0,0,0,1,0,0,0,0
"615","Lauraceae","Indet","sp.55",0,0,0,0,0,0,0,0,1
"616","Lauraceae","Indet","sp.56",0,0,0,0,0,0,1,0,0
"617","Lauraceae","Indet","sp.57",0,0,0,0,1,0,0,0,0
"618","Lauraceae","Indet","sp.58",0,0,0,0,1,0,0,0,1
"619","Lauraceae","Indet","sp.59",0,0,0,0,1,0,0,0,0
"621","Lauraceae","Indet","sp.60",0,0,0,0,0,0,0,0,1
"622","Lauraceae","Indet","sp.61",0,0,0,0,0,0,0,0,1
"623","Lauraceae","Indet","sp.62",0,0,0,0,1,0,0,0,0
"624","Lauraceae","Indet","sp.63",0,0,0,0,0,0,0,1,0
"625","Lauraceae","Indet","sp.7",0,0,1,0,0,0,0,0,0
"628","Violaceae","Leonia","crassa",1,0,0,0,0,0,0,1,2
"629","Violaceae","Leonia","cymosa",0,3,4,5,2,0,1,0,0
"630","Violaceae","Leonia","glycicarpa",3,0,5,0,0,2,3,0,1
"631","Arecaceae","Lepidocaryum","tessmannii",0,0,0,0,1,0,0,2,0
"632","Chrysobalanaceae","Licania","blackii",0,0,0,1,0,0,0,1,0
"633","Chrysobalanaceae","Licania","egleri",0,2,0,0,0,0,0,0,0
"634","Chrysobalanaceae","Licania","emarginata",0,0,0,1,0,0,0,0,0
"635","Chrysobalanaceae","Licania","guianensis",1,0,0,0,1,0,0,0,0
"637","Chrysobalanaceae","Licania","heteromorpha",0,0,3,0,3,0,2,0,0
"638","Chrysobalanaceae","Licania","hypoleuca",0,0,0,0,1,0,0,0,0
"640","Chrysobalanaceae","Licania","lata",0,3,0,0,0,0,0,0,0
"641","Chrysobalanaceae","Licania","macrocarpa",2,0,0,0,0,0,0,0,0
"642","Chrysobalanaceae","Licania","micrantha",0,2,0,7,1,0,0,0,0
"643","Chrysobalanaceae","Licania","oblongifolia",0,0,0,0,0,0,0,2,0
"644","Chrysobalanaceae","Licania","sp.1",0,0,0,0,0,0,0,2,0
"645","Chrysobalanaceae","Licania","sp.10",0,1,0,0,1,0,0,0,0
"646","Chrysobalanaceae","Licania","sp.11",0,1,0,0,0,0,0,0,0
"647","Chrysobalanaceae","Licania","sp.12",0,0,0,0,0,4,0,0,0
"648","Chrysobalanaceae","Licania","sp.13",0,0,0,0,0,0,1,0,0
"649","Chrysobalanaceae","Licania","sp.14",0,0,0,0,1,0,0,0,0
"652","Chrysobalanaceae","Licania","sp.4",0,0,0,0,0,0,0,1,0
"653","Chrysobalanaceae","Licania","sp.5",0,1,0,1,0,0,0,0,0
"654","Chrysobalanaceae","Licania","sp.6",0,0,0,0,0,0,0,1,0
"655","Chrysobalanaceae","Licania","sp.7",0,0,0,0,0,0,0,1,0
"656","Chrysobalanaceae","Licania","sp.8",0,0,0,0,0,0,0,1,0
"660","Lauraceae","Licaria","canella",0,1,0,0,0,0,0,0,0
"661","Lauraceae","Licaria","macrophylla",0,0,0,4,0,0,0,0,0
"662","Lauraceae","Licaria","sp.1",0,0,0,0,0,0,1,1,0
"664","Flacourtiaceae","Lindackeria","paludosa",2,2,0,1,1,0,4,1,0
"667","Clusiaceae","Lorostemon","colombianum",0,1,0,0,0,0,0,0,0
"668","Clusiaceae","Lorostemon","sp.1",0,1,0,0,0,0,0,0,0
"669","Tiliaceae","Luehea","sp.1",0,1,0,0,0,0,0,0,0
"672","Euphorbiaceae","Mabea","sp.1",0,0,11,0,0,0,0,13,0
"673","Euphorbiaceae","Mabea","sp.2",0,0,0,1,0,0,0,0,0
"675","Euphorbiaceae","Mabea","sp.4",0,0,0,0,0,0,1,0,0
"676","Euphorbiaceae","Mabea","speciosa",0,7,4,12,7,0,2,7,0
"677","Euphorbiaceae","Mabea","standleyi",3,3,0,4,0,1,0,2,0
"679","Apocynaceae","Macoubea","guianensis",0,0,0,0,1,0,0,0,0
"681","Fabaceae","Macrolobium","angustifolium",0,0,0,0,1,0,1,0,0
"682","Fabaceae","Macrolobium","arenarium",0,0,0,1,0,0,0,0,0
"684","Fabaceae","Macrolobium","limbatum",0,8,2,1,0,0,0,1,0
"686","Fabaceae","Macrolobium","sp.1",0,0,0,0,0,1,2,1,0
"687","Fabaceae","Macrolobium","sp.2",0,0,0,0,0,0,1,0,0
"689","Moraceae","Maquira","calophylla",0,0,0,0,0,1,2,0,1
"690","Moraceae","Maquira","guianensis",0,0,0,0,0,0,0,0,1
"691","Myrtaceae","Marlierea","caudata",0,0,1,2,0,0,0,0,0
"693","Myrtaceae","Marlierea","umbraticola",0,0,2,0,0,0,1,0,0
"694","Fabaceae","Marmaroxylon","ramiflorum",0,0,0,1,0,0,0,0,0
"695","Sapindaceae","Matayba","adenanthera",0,0,1,0,0,0,0,0,0
"696","Sapindaceae","Matayba","arborescens",0,0,0,0,2,0,0,0,0
"698","Sapindaceae","Matayba","macrocarpa",0,1,0,1,0,0,0,0,0
"699","Sapindaceae","Matayba","purgans",0,0,0,0,0,1,0,0,0
"701","Bombacaceae","Matisia","bracteolosa",1,1,2,0,0,1,0,0,0
"702","Bombacaceae","Matisia","intricata",0,2,0,1,0,0,0,0,0
"703","Bombacaceae","Matisia","malacocalyx",2,1,9,0,0,1,0,0,0
"705","Celastraceae","Maytenus","macrocarpa",0,0,0,0,0,0,1,0,0
"706","Bignoniaceae","Memora","cladotricha",2,0,2,2,3,2,0,2,7
"708","Melastomataceae","mic","19",1,0,0,0,0,1,0,0,0
"709","Melastomataceae","mic","3",0,0,0,0,0,1,0,0,0
"711","Melastomataceae","mic","8",0,0,0,0,1,0,0,0,0
"712","Melastomataceae","Mic","acut",1,0,0,0,0,0,0,0,0
"713","Melastomataceae","Mic","ampl",0,0,0,0,0,0,0,1,0
"714","Melastomataceae","Mic","argy",0,0,0,1,3,0,0,0,0
"716","Melastomataceae","Mic","cras",0,0,0,0,1,0,0,0,0
"717","Melastomataceae","Mic","decu",2,0,0,0,0,0,0,0,0
"718","Melastomataceae","Mic","doli",0,0,0,0,1,0,0,0,0
"720","Melastomataceae","Mic","elat",2,0,0,3,0,0,0,0,1
"721","Melastomataceae","Mic","fost",0,0,0,0,1,0,0,0,0
"722","Melastomataceae","Mic","gran",0,0,0,0,0,0,0,0,1
"723","Melastomataceae","Mic","klug",0,1,0,0,1,0,0,0,0
"725","Melastomataceae","Mic","lugo",0,0,0,0,0,0,0,1,0
"726","Melastomataceae","Mic","minu",0,0,1,0,0,0,0,3,0
"727","Melastomataceae","Mic","mult",0,0,0,0,0,0,0,1,0
"728","Melastomataceae","Mic","phan",0,0,0,0,1,0,0,0,0
"730","Melastomataceae","Mic","pras",0,3,0,0,0,0,0,0,0
"732","Melastomataceae","Mic","rima",0,0,0,0,0,0,0,2,0
"733","Melastomataceae","Mic","rugo",0,1,0,0,0,0,0,0,0
"734","Melastomataceae","Mic","serr",0,0,0,0,0,2,0,0,1
"735","Melastomataceae","Mic","spic",0,0,0,0,1,0,0,0,0
"736","Melastomataceae","Mic","subs",1,0,1,0,0,0,1,0,0
"737","Melastomataceae","Mic","tetr",0,0,0,0,1,0,0,0,0
"738","Melastomataceae","Mic","tets",0,2,0,0,0,0,0,0,0
"739","Melastomataceae","Mic","tome",0,0,0,0,1,0,0,0,0
"740","Melastomataceae","Mic","trai",0,0,2,0,0,0,0,0,0
"741","Melastomataceae","Mic","trin",0,0,0,0,0,0,0,1,0
"742","Melastomataceae","Mic","umbr",0,0,0,0,1,0,0,0,0
"743","Melastomataceae","Mic","zube",0,1,0,0,0,0,0,0,0
"746","Sapotaceae","Micropholis","brochidodroma",0,1,0,0,0,0,0,0,0
"747","Sapotaceae","Micropholis","egensis",0,1,0,0,0,0,0,0,0
"748","Sapotaceae","Micropholis","guyanensis",0,1,0,0,5,0,0,0,0
"749","Sapotaceae","Micropholis","madeirensis",0,0,0,2,0,0,0,0,0
"751","Sapotaceae","Micropholis","porphyrocarpa",0,0,0,2,0,0,0,0,0
"753","Sapotaceae","Micropholis","sp.10",2,0,0,0,0,0,0,0,0
"754","Sapotaceae","Micropholis","sp.11",0,0,0,0,0,0,1,0,0
"755","Sapotaceae","Micropholis","sp.12",0,0,0,0,0,1,0,0,0
"756","Sapotaceae","Micropholis","sp.13",0,0,0,1,1,0,0,0,0
"757","Sapotaceae","Micropholis","sp.14",0,0,0,3,0,0,0,0,0
"759","Sapotaceae","Micropholis","sp.16",0,0,0,0,0,0,1,0,0
"760","Sapotaceae","Micropholis","sp.17",0,0,0,0,0,0,1,0,0
"762","Sapotaceae","Micropholis","sp.19",0,0,0,0,0,0,0,0,1
"764","Sapotaceae","Micropholis","sp.20",0,0,0,0,0,0,0,0,1
"765","Sapotaceae","Micropholis","sp.21",0,0,0,0,0,0,0,0,1
"766","Sapotaceae","Micropholis","sp.22",0,0,0,0,1,0,0,0,0
"767","Sapotaceae","Micropholis","sp.4",1,0,0,0,0,0,0,0,0
"768","Sapotaceae","Micropholis","sp.5",0,0,2,0,0,0,0,0,0
"769","Sapotaceae","Micropholis","sp.6",0,1,0,0,0,0,0,0,0
"770","Sapotaceae","Micropholis","sp.7",1,0,0,0,0,0,1,0,0
"771","Sapotaceae","Micropholis","sp.8",0,0,0,0,0,0,1,0,0
"772","Sapotaceae","Micropholis","sp.9",0,0,0,0,0,0,0,0,2
"773","Sapotaceae","Micropholis","venulosa",1,0,0,0,0,0,1,0,0
"774","Olacaceae","Minquartia","guianensis",0,3,0,2,0,0,0,0,0
"775","Tiliaceae","Mollia","gracilis",0,0,0,0,0,0,1,0,0
"776","Tiliaceae","Mollia","lepidota",0,0,0,0,0,0,2,0,0
"777","Monimiaceae","Mollinedia","ovata",1,0,0,0,0,0,0,0,0
"779","Monimiaceae","Mollinedia","sp.2",0,0,1,1,0,0,0,0,0
"780","Moraceae","Indet","sp.13",0,0,0,0,0,0,1,0,0
"781","Memecylaceae","Mouriri","cauliflora",0,1,0,0,0,0,0,0,0
"782","Memecylaceae","Mouriri","myrtifolia",1,0,0,0,0,1,0,0,0
"783","Memecylaceae","Mouriri","sp.1",0,0,0,0,0,0,0,0,2
"784","Memecylaceae","Mouriri","sp.2",0,0,0,0,0,0,0,0,1
"786","Myrtaceae","Myrcia","minutiflora",0,1,0,1,0,0,0,0,0
"787","Myrtaceae","Myrcia","obumbrans",0,0,0,2,0,0,0,0,0
"789","Myrtaceae","Myrcia","sp.2",0,2,0,0,0,1,0,0,0
"790","Myrtaceae","Myrcia","sp.4",0,0,1,0,0,0,0,0,0
"791","Myrtaceae","Myrcia","sp.5",0,0,0,1,0,0,0,0,0
"793","Myrtaceae","Myrciaria","floribunda",1,0,0,0,0,0,0,0,0
"794","Myrsinaceae","Indet","sp.1",0,0,0,0,2,0,0,0,0
"797","Myrsinaceae","Indet","sp.4",0,0,0,0,1,0,0,0,0
"798","Myrsinaceae","Indet","sp.5",0,0,0,0,0,1,0,0,1
"800","Myrtaceae","Indet","sp.10",0,0,0,0,0,0,0,0,1
"801","Myrtaceae","Indet","sp.11",0,0,0,0,0,1,0,0,0
"802","Myrtaceae","Indet","sp.12",0,0,0,0,0,0,2,1,0
"803","Myrtaceae","Indet","sp.13",0,0,0,0,1,0,0,0,0
"804","Myrtaceae","Indet","sp.14",0,0,0,0,1,0,0,0,0
"805","Myrtaceae","Indet","sp.15",0,0,0,0,0,1,0,0,0
"806","Myrtaceae","Indet","sp.16",0,0,0,0,0,0,1,0,0
"807","Myrtaceae","Indet","sp.17",0,0,0,0,0,0,0,1,0
"808","Myrtaceae","Indet","sp.18",0,0,0,0,0,0,0,1,0
"809","Myrtaceae","Indet","sp.19",0,0,0,0,0,1,0,0,0
"810","Myrtaceae","Indet","sp.20",0,0,0,0,0,1,0,0,0
"811","Myrtaceae","Indet","sp.21",0,0,0,0,0,1,0,5,0
"812","Myrtaceae","Indet","sp.22",0,0,0,0,0,0,0,1,0
"813","Myrtaceae","Indet","sp.23",0,0,0,0,0,0,1,0,0
"814","Myrtaceae","Indet","sp.24",0,0,0,0,0,0,0,0,2
"815","Myrtaceae","Indet","sp.25",0,0,0,0,0,0,1,0,0
"816","Myrtaceae","Indet","sp.26",0,0,0,0,0,1,0,0,0
"817","Myrtaceae","Indet","sp.27",0,0,0,0,2,0,0,0,0
"818","Myrtaceae","Indet","sp.28",1,0,0,0,0,0,0,0,0
"819","Myrtaceae","Indet","sp.29",0,0,0,0,0,0,1,0,0
"820","Myrtaceae","Indet","sp.3",1,0,0,0,0,0,0,0,0
"821","Myrtaceae","Indet","sp.30",0,0,0,0,0,0,0,1,0
"822","Myrtaceae","Indet","sp.31",0,0,0,0,0,0,0,0,1
"823","Myrtaceae","Indet","sp.32",0,0,0,0,0,0,0,1,0
"824","Myrtaceae","Indet","sp.33",0,0,0,0,0,0,0,0,1
"826","Myrtaceae","Indet","sp.5",0,0,0,0,0,0,0,2,0
"827","Myrtaceae","Indet","sp.6",0,0,0,1,0,0,0,0,0
"828","Myrtaceae","Indet","sp.7",0,0,0,0,0,0,0,1,0
"829","Myrtaceae","Indet","sp.8",0,0,0,1,0,0,0,0,0
"830","Myrtaceae","Indet","sp.9",0,0,0,0,0,0,0,1,0
"831","Moraceae","Naucleopsis","concinna",1,0,1,0,2,0,3,0,0
"832","Moraceae","Naucleopsis","glabra",0,0,0,0,0,0,2,0,0
"833","Moraceae","Naucleopsis","imitans",0,2,0,0,1,2,0,0,0
"834","Moraceae","Naucleopsis","krukovii",1,0,1,0,0,1,0,0,0
"835","Moraceae","Naucleopsis","oblongifolia",1,2,2,0,2,0,0,0,0
"836","Moraceae","Naucleopsis","ulei",1,2,0,3,0,0,1,0,1
"837","Euphorbiaceae","Nealchornea","yapurensis",2,1,3,1,0,10,1,1,4
"838","Lauraceae","Nectandra","cissiflora",0,0,2,0,0,3,0,1,0
"839","Lauraceae","Nectandra","coeloclada",2,0,0,0,1,0,0,0,0
"840","Lauraceae","Nectandra","globosa",0,0,0,0,0,0,0,0,1
"842","Nyctaginaceae","Neea","parviflora",0,0,0,0,1,0,1,1,0
"843","Nyctaginaceae","Neea","sp.1",4,0,0,0,0,1,4,0,1
"844","Nyctaginaceae","Neea","sp.10",0,0,0,0,1,1,0,0,0
"845","Nyctaginaceae","Neea","sp.11",0,0,0,0,0,0,0,1,0
"846","Nyctaginaceae","Neea","sp.12",0,0,0,0,0,0,0,0,1
"847","Nyctaginaceae","Neea","sp.13",0,0,0,0,0,1,1,0,0
"849","Nyctaginaceae","Neea","sp.3",0,0,2,0,0,0,0,0,0
"850","Nyctaginaceae","Neea","sp.4",0,1,0,0,0,0,0,0,0
"852","Nyctaginaceae","Neea","sp.6",1,0,0,0,0,0,0,0,0
"853","Nyctaginaceae","Neea","sp.7",0,0,0,0,0,1,0,0,0
"854","Nyctaginaceae","Neea","sp.8",0,0,0,0,0,0,0,0,1
"855","Nyctaginaceae","Neea","sp.9",0,0,4,0,0,1,0,0,0
"856","Nyctaginaceae","Neea","verticillata",3,2,4,2,4,4,1,2,1
"857","Flacourtiaceae","Neoptychocarpus","killipii",0,0,3,0,0,0,0,0,0
"858","Flacourtiaceae","Neosprucea","sp.1",0,0,0,0,0,0,0,0,1
"859","Lauraceae","Ocotea","aciphylla",0,0,1,5,4,0,0,2,0
"860","Lauraceae","Ocotea","argyrophylla",0,0,0,0,0,0,1,0,0
