"","CLASS","AGE","SEX","SURV"
"1065","3","1","1","0"
"1066",NA,"1","1",NA
"1067","3",NA,"1","0"
"1068","3","1","1",NA
"1069","3","1","1","0"
"1070","3","1","1","0"
"1071",NA,"1","1","0"
"1072","3","1","1",NA
"1073","3","1","0","1"
"1074",NA,"1","0","1"
"1075","3",NA,"0","1"
"1076","3","1","0",NA
"1077","3","1","0",NA
"1078",NA,NA,"0","1"
"1079","3","1",NA,NA
"1080","3","1",NA,"1"
"1081","3","1",NA,NA
"1082","3",NA,"0","1"
"1083","3",NA,"0","1"
"1084","3","1","0","1"
"1085","3","1","0","1"
"1086",NA,"1","0","1"
"1087","3",NA,"0","1"
"1088","3","1","0","1"
"1089","3","1",NA,"1"
"1090","3","1",NA,"1"
"1091","3","1","0","1"
"1092","3","1",NA,"1"
"1093","3",NA,"0","1"
"1094",NA,"1","0","1"
"1095",NA,"1","0","1"
"1096",NA,"1","0","1"
"1097","3",NA,"0",NA
"1098","3","1","0","1"
"1099","3","1","0","1"
"1100","3","1","0","1"
"1101","3","1","0","1"
"1102","3","1",NA,"1"
"1103",NA,"1",NA,"1"
"1104","3","1",NA,"1"
"1105","3","1","0","1"
"1106","3","1","0","1"
"1107",NA,"1","0",NA
"1108","3",NA,NA,"1"
"1109","3","1",NA,"1"
"1110","3","1","0","1"
"1111",NA,"1","0","1"
"1112","3","1","0","1"
"1113","3","1","0",NA
"1114","3","1","0","1"
"1115","3","1","0","1"
"1116",NA,NA,"0","1"
"1117",NA,"1","0","1"
"1118","3","1","0",NA
"1119",NA,"1","0","1"
"1120","3",NA,"0","1"
"1121","3","1","0",NA
"1122","3",NA,"0","1"
"1123","3","1","0",NA
"1124","3","1",NA,"1"
"1125","3","1","0","1"
"1126",NA,"1","0","1"
"1127",NA,"1","0","1"
"1128","3","1","0","1"
"1129","3","1","0","1"
"1130","3","1","0",NA
"1131","3","1","0",NA
"1132","3","1",NA,"1"
"1133","3","1","0",NA
"1134","3","1","0","1"
"1135","3","1",NA,"1"
"1136",NA,"1","0","1"
"1137","3",NA,"0","1"
"1138","3",NA,"0","1"
"1139","3","1","0","1"
"1140","3","1","0","1"
"1141","3","1","0","1"
"1142",NA,NA,"0","1"
"1143","3",NA,"0","1"
"1144","3","1","0","1"
"1145","3","1","0","1"
"1146","3","1",NA,"1"
"1147","3","1","0",NA
"1148","3","1","0","1"
"1149","3",NA,NA,"0"
"1150","3","1","0","0"
"1151","3","1","0","0"
"1152","3","1","0","0"
"1153","3","1","0","0"
"1154","3","1","0","0"
"1155","3",NA,NA,"0"
"1156","3","1","0","0"
"1157","3","1",NA,"0"
"1158","3",NA,"0","0"
"1159","3","1","0",NA
"1160",NA,"1","0","0"
"1161","3",NA,"0","0"
"1162",NA,"1","0","0"
"1163","3","1","0","0"
"1164","3","1","0","0"
"1165","3","1","0","0"
"1166","3","1","0",NA
"1167","3","1","0","0"
"1168",NA,"1","0","0"
"1169","3","1","0",NA
"1170","3","1","0","0"
"1171","3","1","0","0"
"1172","3",NA,NA,"0"
"1173","3","1",NA,"0"
"1174","3","1",NA,NA
"1175","3",NA,"0",NA
"1176","3",NA,NA,"0"
"1177","3",NA,NA,"0"
"1178","3","1",NA,"0"
"1179",NA,"1","0","0"
"1180","3","1","0",NA
"1181",NA,"1","0",NA
"1182","3",NA,"0","0"
"1183","3","1","0","0"
"1184",NA,NA,"0","0"
"1185",NA,"1","0",NA
"1186",NA,"1",NA,NA
"1187","3","1","0","0"
"1188","3","1",NA,NA
"1189","3",NA,"0","0"
"1190","3","1","0","0"
"1191","3","1","0",NA
"1192",NA,"1","0",NA
"1193","3","1",NA,"0"
"1194",NA,NA,"0",NA
"1195","3","1","0","0"
"1196","3","1","0","0"
"1197","3",NA,"0","0"
"1198","3","1","0","0"
"1199",NA,NA,"0","0"
"1200",NA,"1","0",NA
"1201","3",NA,"0","0"
"1202","3","1","0",NA
"1203","3",NA,"0","0"
"1204",NA,"1","0",NA
"1205","3","1","0","0"
"1206",NA,"1","0","0"
"1207","3","1","0","0"
"1208","3","1","0","0"
"1209",NA,"1","0",NA
"1210",NA,"1","0","0"
"1211",NA,"1","0","0"
"1212","3","1","0",NA
"1213","3",NA,"0","0"
"1214","3","1","0","0"
"1215","3","1","0","0"
"1216","3",NA,"0","0"
"1217","3","1","0","0"
"1218","3","1","0","0"
"1219","3","1","0","0"
"1220",NA,"1","0","0"
"1221",NA,NA,"0","0"
"1222","3","1","0",NA
"1223",NA,"1","0","0"
"1224",NA,"1","0","0"
"1225","3",NA,"0","0"
"1226","3","1","0",NA
"1227",NA,"1","0","0"
"1228","3","1",NA,"0"
"1229",NA,NA,NA,"0"
"1230","3","1","0","0"
"1231","3",NA,"0","0"
"1232","3","1","0",NA
"1233","3","1",NA,NA
"1234","3",NA,"0","0"
"1235","3","1",NA,"0"
"1236","3","1",NA,"0"
"1237","3","1","0",NA
"1238","3","0","1","1"
"1239","3",NA,"1","1"
"1240",NA,NA,"1",NA
"1241",NA,"0","1","1"
"1242","3","0","1","1"
"1243",NA,NA,"1","1"
"1244",NA,"0",NA,"1"
"1245","3","0","1","1"
"1246","3",NA,"1","1"
"1247","3","0","1",NA
"1248","3",NA,"1","1"
"1249",NA,"0","1","1"
"1250",NA,"0","1",NA
"1251",NA,"0","1","0"
"1252","3","0","1","0"
"1253","3","0","1","0"
"1254","3","0","1","0"
"1255","3","0","1","0"
"1256","3","0","1","0"
"1257","3","0",NA,"0"
"1258","3",NA,"1",NA
"1259",NA,"0","1","0"
"1260",NA,"0","1","0"
"1261","3",NA,"1","0"
"1262","3","0","1","0"
"1263","3","0","1",NA
"1264",NA,NA,"1","0"
"1265",NA,"0",NA,"0"
"1266",NA,"0","1","0"
"1267","3",NA,NA,"0"
"1268","3","0",NA,"0"
"1269","3","0","1","0"
"1270","3","0","1","0"
"1271","3","0","1","0"
"1272","3","0","1","0"
"1273",NA,"0","1",NA
"1274","3","0","1","0"
"1275","3","0","1",NA
"1276","3","0","1",NA
"1277","3","0","1","0"
"1278",NA,"0","1",NA
"1279","3","0","1","0"
"1280","3","0","1",NA
"1281","3","0","1","0"
"1282","3","0","1","0"
"1283","3","0","1",NA
"1284","3",NA,NA,NA
"1285","3","0","1",NA
"1286","3","0",NA,"1"
"1287","3",NA,NA,"1"
"1288",NA,NA,"0","1"
"1289","3",NA,"0","1"
"1290","3","0",NA,NA
"1291","3","0",NA,"1"
"1292","3","0","0",NA
"1293","3","0","0",NA
"1294",NA,NA,"0",NA
"1295","3","0","0","1"
"1296","3","0","0","1"
"1297",NA,"0",NA,"1"
"1298","3","0",NA,"1"
"1299","3",NA,"0",NA
"1300","3","0","0",NA
"1301","3","0",NA,"0"
"1302",NA,"0","0",NA
"1303",NA,"0",NA,NA
"1304","3",NA,"0","0"
"1305",NA,"0","0","0"
"1306","3","0","0","0"
"1307",NA,"0","0","0"
"1308","3","0",NA,"0"
"1309","3","0","0",NA
"1310","3","0","0","0"
"1311","3","0","0","0"
"1312","3","0","0","0"
"1313","3","0",NA,"0"
"1314","3","0",NA,"0"
"1315","3","0","0","0"
"1316","3","0","0",NA
"1317","0","1","1",NA
"1318","0","1",NA,"1"
"1319",NA,"1","1",NA
"1320","0","1","1","1"
"1321","0","1",NA,NA
"1322","0","1","1","1"
"1323","0","1",NA,"1"
"1324","0",NA,NA,NA
"1325","0","1","1","1"
"1326",NA,"1","1",NA
"1327",NA,"1",NA,"1"
"1328","0","1","1","1"
"1329","0","1",NA,"1"
"1330","0","1","1","1"
"1331","0","1","1","1"
"1332","0","1","1","1"
"1333","0","1","1","1"
"1334","0",NA,NA,"1"
"1335","0","1",NA,"1"
"1336","0",NA,NA,NA
"1337","0","1","1","1"
"1338","0","1","1","1"
"1339","0","1",NA,"1"
"1340","0","1","1","1"
"1341","0",NA,"1","1"
"1342","0","1","1","1"
"1343","0","1","1","1"
"1344","0",NA,"1","1"
"1345","0","1",NA,"1"
"1346","0","1","1","1"
"1347","0","1","1","1"
"1348","0","1","1",NA
"1349","0","1","1","1"
"1350","0","1","1","1"
"1351","0",NA,NA,NA
"1352","0",NA,"1","1"
"1353",NA,"1","1","1"
"1354","0","1","1",NA
"1355","0","1","1","1"
"1356","0","1",NA,NA
"1357","0",NA,"1","1"
"1358",NA,"1",NA,"1"
"1359","0","1","1","1"
"1360",NA,"1","1",NA
"1361","0","1","1",NA
"1362","0","1","1","1"
"1363","0","1",NA,"1"
"1364","0",NA,"1","1"
"1365","0","1","1","1"
"1366",NA,"1","1","1"
"1367","0","1","1","1"
"1368","0",NA,NA,"1"
"1369","0","1","1","1"
"1370","0",NA,"1","1"
"1371","0","1","1","1"
"1372","0","1","1","1"
"1373","0","1","1","1"
"1374","0",NA,"1","1"
"1375","0",NA,"1","1"
"1376","0","1","1",NA
"1377","0","1","1","1"
"1378",NA,"1",NA,NA
"1379","0","1","1",NA
"1380","0","1",NA,"1"
"1381","0","1","1","1"
"1382","0","1",NA,NA
"1383","0",NA,"1","1"
"1384","0","1","1",NA
"1385","0","1","1","1"
"1386","0",NA,"1","1"
"1387","0","1","1","1"
"1388","0","1",NA,"1"
"1389","0","1","1",NA
"1390","0","1","1",NA
"1391","0","1","1","1"
"1392","0","1","1","1"
"1393","0","1","1","1"
"1394","0","1","1","1"
"1395","0","1","1","1"
"1396","0","1",NA,NA
"1397",NA,"1","1",NA
"1398","0","1","1","1"
"1399","0","1","1",NA
"1400","0","1","1","1"
"1401","0","1","1","1"
"1402","0","1",NA,"1"
"1403","0",NA,"1","1"
"1404","0",NA,"1","1"
"1405","0",NA,"1","1"
"1406","0","1","1",NA
"1407","0",NA,"1","1"
"1408","0",NA,"1","1"
"1409","0","1","1","1"
"1410",NA,"1","1","1"
"1411",NA,"1",NA,"1"
"1412","0",NA,"1","1"
"1413","0","1","1","1"
"1414","0","1","1","1"
"1415","0","1","1",NA
"1416","0","1",NA,"1"
"1417","0","1","1",NA
"1418","0","1","1","1"
"1419","0",NA,NA,"1"
"1420",NA,"1",NA,NA
"1421","0","1","1","1"
"1422","0","1",NA,"1"
"1423","0","1","1","1"
"1424",NA,"1","1",NA
"1425","0","1","1","1"
"1426","0","1",NA,"1"
"1427","0","1","1","1"
"1428","0","1","1","1"
"1429","0",NA,"1",NA
"1430","0","1","1",NA
"1431",NA,"1","1","1"
"1432","0","1","1",NA
"1433","0","1","1","1"
"1434","0","1","1","1"
"1435","0","1","1",NA
"1436",NA,"1","1","1"
"1437","0","1","1","1"
"1438","0","1","1","1"
"1439","0",NA,"1","1"
"1440","0","1","1",NA
"1441","0","1","1","1"
"1442","0","1",NA,"1"
"1443","0","1","1",NA
"1444","0",NA,"1","1"
"1445",NA,"1","1","1"
"1446","0","1","1","1"
"1447",NA,"1","1","1"
"1448",NA,NA,"1",NA
"1449","0","1","1",NA
"1450","0","1","1","1"
"1451","0","1",NA,"1"
"1452",NA,"1","1",NA
"1453",NA,"1","1","1"
"1454","0",NA,"1","1"
"1455","0",NA,"1","1"
"1456","0","1","1","1"
"1457","0",NA,"1","1"
"1458","0","1",NA,"1"
"1459","0","1","1","1"
"1460",NA,"1",NA,"1"
"1461","0","1",NA,"1"
"1462","0","1",NA,"1"
"1463","0","1",NA,"1"
"1464","0","1","1",NA
"1465","0","1","1","1"
"1466","0","1","1","1"
"1467","0","1","1","1"
"1468","0",NA,"1","1"
"1469","0","1","1",NA
"1470",NA,"1",NA,"1"
"1471","0","1",NA,"1"
"1472","0","1","1","1"
"1473",NA,"1","1",NA
"1474","0","1","1","1"
"1475","0","1","1","1"
"1476","0","1","1","1"
"1477","0","1","1","1"
"1478","0","1","1","1"
"1479","0",NA,"1","1"
"1480","0","1","1","1"
"1481","0",NA,"1","1"
"1482","0","1","1",NA
"1483","0","1","1",NA
"1484","0",NA,"1","1"
"1485","0","1",NA,"1"
"1486","0","1","1","1"
"1487",NA,"1","1","1"
"1488","0","1","1","1"
"1489","0","1","1","1"
"1490","0","1",NA,"1"
"1491","0",NA,"1","1"
"1492","0","1","1","1"
"1493",NA,"1",NA,"1"
"1494",NA,"1","1","1"
"1495","0",NA,"1","1"
"1496","0","1","1","1"
"1497","0","1","1","1"
"1498","0","1","1","1"
"1499",NA,NA,"1","1"
"1500","0","1","1","1"
"1501","0","1","1","1"
"1502","0","1",NA,"1"
"1503","0","1","1",NA
"1504","0",NA,"1","1"
"1505","0","1",NA,NA
"1506",NA,"1","1",NA
"1507","0","1",NA,"1"
"1508","0","1",NA,"1"
"1509","0","1","1","0"
"1510","0","1","1",NA
"1511",NA,"1","1","0"
"1512","0","1",NA,"0"
"1513","0","1",NA,"0"
"1514","0","1","1","0"
"1515","0","1","1","0"
"1516","0","1","1","0"
"1517",NA,"1","1","0"
"1518","0","1",NA,"0"
"1519","0","1","1","0"
"1520","0","1",NA,"0"
"1521","0","1","1","0"
"1522","0","1","1","0"
"1523","0","1",NA,"0"
"1524",NA,"1","1",NA
"1525",NA,"1","1","0"
"1526","0","1","1","0"
"1527","0","1",NA,"0"
"1528","0","1",NA,NA
"1529","0",NA,"1","0"
"1530","0","1","1","0"
"1531","0","1","1","0"
"1532","0","1","1","0"
"1533","0","1",NA,"0"
"1534","0",NA,"1","0"
"1535","0","1",NA,"0"
"1536","0","1","1","0"
"1537","0","1","1","0"
"1538",NA,"1",NA,"0"
"1539",NA,"1","1","0"
"1540","0","1","1","0"
"1541","0","1",NA,NA
"1542","0",NA,"1","0"
"1543","0","1",NA,"0"
"1544","0","1","1","0"
"1545","0","1",NA,"0"
"1546",NA,"1","1","0"
"1547","0",NA,NA,NA
"1548",NA,"1","1","0"
"1549","0",NA,"1","0"
"1550","0","1","1","0"
"1551","0","1",NA,NA
"1552","0",NA,"1","0"
"1553",NA,"1","1","0"
"1554",NA,"1","1","0"
"1555",NA,"1",NA,"0"
"1556","0","1","1","0"
"1557","0","1","1","0"
"1558",NA,"1","1","0"
"1559","0","1",NA,"0"
"1560","0","1","1","0"
"1561","0","1","1","0"
"1562","0","1","1","0"
"1563","0","1","1","0"
"1564","0","1","1",NA
"1565",NA,"1","1","0"
"1566","0","1",NA,NA
"1567","0","1","1",NA
"1568","0","1","1","0"
"1569","0","1","1","0"
"1570","0","1","1","0"
"1571","0",NA,"1","0"
"1572","0","1","1","0"
"1573","0",NA,"1","0"
"1574",NA,"1","1",NA
"1575","0","1","1","0"
"1576","0","1",NA,"0"
"1577","0","1","1","0"
"1578",NA,"1","1","0"
"1579",NA,"1","1",NA
"1580","0","1","1","0"
"1581","0","1","1","0"
"1582","0","1","1","0"
"1583","0","1","1",NA
"1584","0","1","1","0"
"1585",NA,"1","1",NA
"1586","0","1","1","0"
"1587","0","1",NA,"0"
"1588","0","1","1","0"
"1589","0",NA,"1","0"
"1590","0","1","1","0"
"1591","0",NA,"1","0"
"1592","0","1","1",NA
"1593","0","1","1","0"
"1594","0","1","1","0"
"1595","0",NA,"1","0"
"1596","0","1","1","0"
"1597",NA,"1",NA,"0"
"1598","0","1","1","0"
"1599","0","1","1","0"
"1600","0","1","1","0"
"1601","0","1","1","0"
"1602","0","1","1","0"
"1603","0","1","1","0"
"1604","0",NA,"1","0"
"1605",NA,"1","1","0"
"1606","0","1","1","0"
"1607","0",NA,"1",NA
"1608","0","1",NA,"0"
"1609","0",NA,"1",NA
"1610","0","1","1","0"
"1611","0","1","1","0"
"1612","0","1","1",NA
"1613","0","1","1","0"
"1614","0","1","1","0"
"1615","0","1","1",NA
"1616","0","1","1","0"
"1617","0","1","1","0"
"1618","0",NA,"1","0"
"1619","0",NA,"1",NA
"1620","0","1",NA,"0"
"1621",NA,"1","1",NA
"1622","0","1",NA,"0"
"1623",NA,"1","1","0"
"1624","0","1","1",NA
"1625","0","1",NA,"0"
"1626","0","1","1","0"
"1627","0",NA,"1","0"
"1628","0","1","1","0"
"1629",NA,"1","1","0"
"1630","0","1","1","0"
"1631",NA,"1","1","0"
"1632","0","1",NA,"0"
"1633","0",NA,"1","0"
"1634",NA,"1","1","0"
"1635","0",NA,"1","0"
"1636",NA,"1","1",NA
"1637","0",NA,"1",NA
"1638","0","1",NA,NA
"1639","0","1","1","0"
"1640",NA,NA,"1","0"
"1641","0","1",NA,"0"
"1642",NA,"1","1","0"
"1643","0","1","1",NA
"1644","0",NA,"1",NA
"1645","0","1",NA,"0"
"1646","0","1",NA,"0"
"1647","0","1",NA,"0"
"1648","0","1",NA,"0"
"1649",NA,NA,"1","0"
"1650",NA,"1","1","0"
"1651","0","1","1","0"
"1652","0","1","1","0"
"1653","0","1","1","0"
"1654",NA,"1","1",NA
"1655","0",NA,"1","0"
"1656","0","1","1","0"
"1657","0","1","1","0"
"1658",NA,"1",NA,"0"
"1659","0",NA,"1",NA
"1660","0","1","1","0"
"1661","0","1","1",NA
"1662","0","1",NA,"0"
"1663","0","1",NA,"0"
"1664","0","1",NA,"0"
"1665","0","1","1","0"
"1666","0",NA,"1",NA
"1667","0","1","1",NA
"1668",NA,"1","1",NA
"1669","0","1","1","0"
"1670","0","1","1",NA
"1671","0","1","1",NA
"1672","0","1","1",NA
"1673","0",NA,"1","0"
"1674","0","1","1","0"
"1675",NA,NA,"1","0"
"1676","0","1",NA,"0"
"1677","0",NA,"1","0"
"1678","0","1","1","0"
"1679","0","1","1","0"
"1680","0","1","1","0"
"1681","0","1",NA,"0"
"1682","0","1","1","0"
"1683","0",NA,"1","0"
"1684","0","1","1","0"
"1685","0","1","1","0"
"1686","0","1",NA,NA
"1687","0","1","1","0"
"1688","0","1","1","0"
"1689","0",NA,"1","0"
"1690","0","1","1","0"
"1691","0","1","1","0"
"1692","0",NA,"1","0"
"1693","0","1","1","0"
"1694",NA,"1","1","0"
"1695","0","1",NA,"0"
"1696","0","1","1","0"
"1697","0","1","1","0"
"1698","0","1","1",NA
"1699","0",NA,"1","0"
"1700","0",NA,"1","0"
"1701","0",NA,"1","0"
"1702","0",NA,"1","0"
"1703",NA,"1","1","0"
"1704","0","1","1","0"
"1705",NA,"1","1","0"
"1706","0","1","1","0"
"1707","0","1","1","0"
"1708",NA,"1","1",NA
"1709","0",NA,"1","0"
"1710","0","1","1",NA
"1711","0","1",NA,"0"
"1712","0","1","1","0"
"1713","0",NA,"1",NA
"1714","0","1","1",NA
"1715","0",NA,NA,"0"
"1716","0","1","1",NA
"1717","0","1","1","0"
"1718",NA,NA,"1","0"
"1719","0",NA,"1","0"
"1720","0","1",NA,"0"
"1721","0","1","1","0"
"1722","0","1","1",NA
"1723","0",NA,"1","0"
"1724","0","1","1","0"
"1725","0","1","1","0"
"1726",NA,"1","1","0"
"1727",NA,"1",NA,"0"
"1728","0","1","1","0"
"1729","0","1",NA,"0"
"1730","0","1","1","0"
"1731","0","1",NA,"0"
"1732",NA,"1","1","0"
"1733","0",NA,"1",NA
"1734","0","1","1","0"
"1735","0","1","1","0"
"1736","0",NA,"1","0"
"1737","0","1",NA,"0"
"1738","0",NA,"1",NA
"1739","0","1","1","0"
"1740",NA,"1",NA,"0"
"1741","0","1","1",NA
"1742","0","1",NA,"0"
"1743","0","1","1","0"
"1744","0","1",NA,"0"
"1745","0",NA,"1","0"
"1746","0","1","1","0"
"1747","0","1",NA,"0"
"1748","0","1","1","0"
"1749","0","1","1",NA
"1750","0","1","1","0"
"1751","0","1","1","0"
"1752",NA,NA,"1",NA
"1753","0","1","1","0"
"1754","0","1","1","0"
"1755","0","1",NA,NA
"1756",NA,"1","1",NA
"1757","0","1",NA,NA
"1758","0","1","1","0"
"1759",NA,"1","1","0"
"1760","0","1","1",NA
"1761","0","1","1","0"
"1762","0","1","1","0"
"1763","0","1","1",NA
"1764","0",NA,"1","0"
"1765","0",NA,NA,NA
"1766","0","1","1","0"
"1767","0","1","1","0"
"1768",NA,NA,NA,"0"
"1769","0",NA,"1",NA
"1770","0",NA,"1","0"
"1771","0","1","1","0"
"1772","0","1","1",NA
"1773","0","1","1","0"
"1774",NA,"1",NA,"0"
"1775",NA,"1","1","0"
"1776","0","1","1",NA
"1777","0","1","1","0"
"1778",NA,"1",NA,NA
"1779","0","1","1","0"
"1780","0","1","1","0"
"1781","0","1","1","0"
"1782","0",NA,"1",NA
"1783","0","1",NA,"0"
"1784",NA,NA,"1",NA
"1785","0","1","1","0"
"1786","0",NA,NA,"0"
"1787","0","1",NA,NA
"1788","0","1","1","0"
"1789","0","1","1","0"
"1790",NA,"1","1","0"
"1791","0",NA,"1","0"
"1792","0","1","1","0"
"1793","0","1","1","0"
"1794","0",NA,"1","0"
"1795","0","1","1","0"
"1796","0","1","1","0"
"1797",NA,"1",NA,"0"
"1798","0","1","1","0"
"1799","0",NA,"1",NA
"1800","0","1",NA,"0"
"1801",NA,NA,"1",NA
"1802","0","1","1","0"
"1803","0","1",NA,"0"
"1804","0","1",NA,"0"
"1805","0","1","1","0"
"1806",NA,"1","1","0"
"1807","0","1","1","0"
"1808","0","1",NA,"0"
"1809","0","1","1","0"
"1810","0","1","1","0"
"1811","0","1","1",NA
"1812",NA,NA,"1","0"
"1813","0","1",NA,"0"
"1814","0",NA,NA,"0"
"1815",NA,"1",NA,"0"
"1816","0","1","1",NA
"1817","0","1","1",NA
"1818","0","1","1",NA
"1819","0",NA,"1","0"
"1820","0","1","1",NA
"1821","0","1","1",NA
"1822","0","1","1",NA
"1823","0","1","1","0"
"1824","0",NA,"1",NA
"1825","0","1","1","0"
"1826","0",NA,"1","0"
"1827","0","1",NA,"0"
"1828","0","1","1","0"
"1829",NA,"1","1","0"
"1830","0","1",NA,"0"
"1831","0","1","1","0"
"1832","0","1","1","0"
"1833",NA,NA,"1","0"
"1834","0","1","1","0"
"1835",NA,NA,"1",NA
"1836","0",NA,"1","0"
"1837","0","1","1",NA
"1838","0","1","1",NA
"1839",NA,NA,"1","0"
"1840","0","1","1",NA
"1841","0","1",NA,NA
"1842","0","1","1","0"
"1843","0","1","1","0"
"1844","0","1","1",NA
"1845","0","1",NA,NA
"1846",NA,NA,NA,"0"
"1847","0","1","1","0"
"1848","0",NA,NA,"0"
"1849","0","1",NA,"0"
"1850","0","1","1","0"
"1851","0","1","1","0"
"1852","0","1","1",NA
"1853","0","1","1","0"
"1854","0","1",NA,"0"
"1855",NA,"1","1","0"
"1856","0","1","1","0"
"1857","0","1","1","0"
"1858","0","1","1","0"
"1859","0","1","1","0"
"1860","0","1","1","0"
"1861",NA,"1","1","0"
"1862","0",NA,NA,"0"
"1863","0","1","1",NA
"1864",NA,"1","1","0"
"1865","0","1","1","0"
"1866",NA,"1","1","0"
"1867",NA,NA,NA,"0"
"1868","0","1","1","0"
"1869","0",NA,"1","0"
"1870",NA,"1","1","0"
"1871","0","1","1","0"
"1872","0","1",NA,"0"
"1873","0","1","1","0"
"1874",NA,"1","1",NA
"1875","0","1",NA,"0"
"1876","0","1","1","0"
"1877","0","1",NA,NA
"1878","0",NA,"1","0"
"1879",NA,NA,"1","0"
"1880","0","1","1","0"
"1881",NA,"1",NA,"0"
"1882","0","1","1",NA
"1883",NA,"1","1",NA
"1884","0","1",NA,"0"
"1885",NA,"1","1","0"
"1886","0",NA,"1",NA
"1887","0","1","1","0"
"1888","0","1","1","0"
"1889","0","1",NA,"0"
"1890","0","1","1","0"
"1891",NA,"1",NA,NA
"1892","0",NA,"1","0"
"1893","0","1",NA,"0"
"1894","0","1","1","0"
"1895","0","1","1","0"
"1896","0","1","1",NA
"1897","0","1",NA,"0"
"1898","0",NA,"1",NA
"1899","0","1","1","0"
"1900",NA,"1","1","0"
"1901",NA,"1","1","0"
"1902",NA,"1","1","0"
"1903","0","1","1","0"
"1904","0","1",NA,"0"
"1905","0","1","1","0"
"1906",NA,NA,"1",NA
"1907","0","1",NA,NA
"1908","0","1","1","0"
"1909",NA,NA,"1","0"
"1910","0","1","1","0"
"1911","0","1","1","0"
"1912","0","1","1","0"
"1913","0",NA,"1","0"
"1914","0","1",NA,NA
"1915",NA,NA,"1","0"
"1916","0","1","1","0"
"1917",NA,"1","1","0"
"1918","0","1","1","0"
"1919","0","1",NA,"0"
"1920",NA,NA,"1","0"
"1921","0","1","1","0"
"1922","0","1",NA,"0"
"1923",NA,NA,"1","0"
"1924","0",NA,"1","0"
"1925","0","1","1","0"
"1926","0","1","1","0"
"1927","0","1",NA,NA
"1928",NA,"1","1","0"
"1929","0","1","1","0"
"1930","0","1",NA,"0"
"1931","0","1","1","0"
"1932","0",NA,NA,"0"
"1933","0","1","1",NA
"1934","0",NA,NA,"0"
"1935","0","1","1","0"
"1936","0","1","1","0"
"1937","0","1","1","0"
"1938","0","1","1","0"
"1939",NA,"1","1","0"
"1940","0","1","1","0"
"1941","0",NA,"1","0"
"1942","0","1",NA,"0"
"1943",NA,"1",NA,"0"
"1944","0",NA,"1","0"
"1945","0","1","1",NA
"1946","0",NA,NA,NA
"1947","0","1","1","0"
"1948","0",NA,"1","0"
"1949","0","1","1","0"
"1950","0","1","1","0"
"1951","0","1","1","0"
"1952","0","1","1","0"
"1953","0",NA,"1","0"
"1954","0","1","1","0"
"1955",NA,NA,NA,"0"
"1956","0","1",NA,"0"
"1957","0",NA,NA,"0"
"1958","0",NA,NA,NA
"1959","0","1",NA,"0"
"1960","0","1","1","0"
"1961",NA,"1","1","0"
"1962","0","1","1","0"
"1963","0","1","1","0"
"1964","0","1","1","0"
"1965","0","1","1","0"
"1966","0","1","1","0"
"1967","0","1","1","0"
"1968","0","1","1","0"
"1969","0","1","1","0"
"1970",NA,"1","1","0"
"1971",NA,"1","1",NA
"1972","0","1","1","0"
"1973","0","1","1","0"
"1974","0","1","1",NA
"1975",NA,"1","1","0"
"1976","0","1","1",NA
"1977","0",NA,NA,"0"
"1978","0",NA,"1","0"
"1979","0","1","1","0"
"1980","0",NA,"1",NA
"1981","0",NA,"1","0"
"1982","0","1","1","0"
"1983","0","1",NA,NA
"1984",NA,"1","1","0"
"1985","0","1","1","0"
"1986","0",NA,"1",NA
"1987","0",NA,NA,"0"
"1988","0","1","1","0"
"1989","0","1","1","0"
"1990",NA,"1","1","0"
"1991","0","1",NA,"0"
"1992","0","1","1","0"
"1993","0","1","1","0"
"1994","0","1","1","0"
"1995","0","1",NA,"0"
"1996",NA,"1",NA,"0"
"1997","0","1","1","0"
"1998","0","1","1","0"
"1999","0","1","1","0"
"2000",NA,"1","1","0"
"2001","0",NA,"1","0"
"2002","0","1",NA,"0"
"2003","0","1","1","0"
"2004","0",NA,"1","0"
"2005","0","1","1","0"
"2006","0","1","1","0"
"2007","0","1","1","0"
"2008","0","1","1",NA
"2009","0",NA,"1","0"
"2010","0","1",NA,NA
"2011","0","1","1","0"
"2012","0","1",NA,"0"
"2013","0","1",NA,"0"
"2014","0","1","1",NA
"2015","0","1","1","0"
"2016","0",NA,"1","0"
"2017","0","1","1",NA
"2018","0","1","1","0"
"2019","0","1","1","0"
"2020","0","1","1","0"
"2021","0","1","1","0"
"2022","0","1","1","0"
"2023","0","1","1","0"
"2024","0","1","1","0"
"2025","0","1","1","0"
"2026","0","1","1","0"
"2027","0",NA,NA,NA
"2028",NA,"1","1","0"
"2029","0",NA,"1","0"
"2030","0","1","1",NA
"2031","0","1","1","0"
"2032","0","1","1",NA
"2033","0","1","1","0"
"2034","0","1","1",NA
"2035","0","1","1","0"
"2036","0","1","1","0"
"2037","0","1","1","0"
"2038",NA,"1",NA,"0"
"2039","0","1",NA,"0"
"2040","0","1",NA,"0"
"2041","0","1",NA,"0"
"2042","0","1","1",NA
"2043","0","1","1","0"
"2044","0","1","1","0"
"2045",NA,"1","1","0"
"2046","0",NA,"1","0"
"2047","0","1",NA,NA
"2048","0",NA,"1",NA
"2049","0","1","1","0"
"2050",NA,"1","1",NA
"2051","0","1","1","0"
"2052","0","1","1","0"
"2053","0","1",NA,"0"
"2054","0",NA,"1","0"
"2055","0","1",NA,"0"
