"","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33"
"76","1",-1.67600004985058,"1","0",-0.836685411089943,"0",-1.44486880020724,-0.425085236874554,"0","0","1","0",0.234543112929226,-1.54000887333713,"0",-0.648799714072016,-1.46835830691821,"0","1","0","0",-0.950870255800052,-1.07883422103961,-0.179709898849586,-2.37105965097355,"0","0","0",0.279517163442759,-1.10066749663703,-0.664500052246534,"0",-2.48724476466203
"77","0",-2.02668233903543,"1","0",0.411838763244011,"0",-4.08220963298136,-3.0725185818001,"0","0","1","1",0.701248259601933,-0.0867346037176365,"0",-0.5031136818637,-0.170530205857579,"0","1","1","1",1.32790797936707,0.125171626829595,-0.695725521601615,-1.39078948873885,"1","0","0",-2.13459572256483,-2.03240279044897,-0.77458557290674,"0",-2.01448817899706
"78","1",-0.450824630177478,"0","0",-0.870561414808457,"0",-2.73654666848283,-1.61618721512705,"0","0","1","1",-0.560363034507122,-2.22278639083778,"0",1.84977104609734,2.77641751267157,"0","0","0","1",1.54606448682419,2.03194370787676,-0.0829241731753148,3.52533379442172,"0","1","1",0.658644211057181,-0.0696474651221575,-1.19809370850532,"0",-1.67167057805361
"79","1",1.69847175518566,"1","0",-1.37748667146123,"0",-1.89364039107103,-2.04097715298891,"0","1","0","0",-0.614022245022589,-2.56268935571875,"0",0.931967936035458,-0.255185685714915,"0","0","0","0",-0.584375200990878,-1.21666762574568,-1.54895792362213,-2.76996422556073,"0","1","0",-1.2277185744823,-2.87236751744362,0.135981655233021,"0",-0.306900331032909
"80","1",-0.429966108317064,"1","0",0.104308006184734,"0",-1.07884066888093,-0.37557618445699,"0","0","1","0",0.476867114033215,-0.77107604972872,"0",-0.91214208709412,-1.10453273136282,"1","1","1","0",-1.57536642191203,-0.266021821964198,-2.12318099556605,-1.34963099830403,"0","0","0",-1.13679464369728,-2.05767270421135,0.884351080902696,"0",-0.725728594609997
"81","1",-0.398747129701911,"0","0",-2.08756292852708,"0",0.367564478800122,1.50071930291601,"1","1","1","0",0.231561267132339,-0.826366302436366,"0",0.226621203644951,0.0295894140473572,"0","1","1","1",-0.687991124998995,-1.3885912281885,-2.513430907598,-1.53422141493797,"0","0","0",-0.700516343320411,-3.09198350942202,-1.102386227518,"0",-0.366692258768028
"82","1",-0.65675055362988,"1","1",0.881443256168353,"0",-1.23234352556592,-0.867784814484041,"1","1","1","1",-0.161674220374601,-0.270444306615209,"0",0.204930994279103,1.07160649014708,"0","0","1","1",-1.14583412084196,0.547180435952923,-1.24538660423326,0.980676365923898,"0","1","0",-0.553671820218147,-2.09839545749407,-1.87780523951109,"0",-3.03125989934537
"83","0",-2.03246044177805,"0","0",0.729923901458707,"0",-2.55757559850029,-0.672615796845066,"0","0","0","0",-0.199715287578802,0.400034872122869,"0",0.137443302941197,0.906972207120028,"1","0","1","0",-3.50246020005691,-1.47637052031164,-3.25396417660442,-1.55216602030292,"1","0","0",1.40327150676374,1.72397043803913,-1.44148338128174,"0",-2.59090262363984
"84","0",-0.751375189204827,"1","1",-0.00316548160963648,"0",0.683188560736024,1.02069634538915,"1","1","1","0",1.56094477298517,1.88921493017727,"1",0.393960421973919,0.479124446214868,"0","1","1","1",-1.33725650031681,-1.3812328985831,-0.793678283656724,-3.00765772408047,"0","1","0",-0.351543434084238,-1.23699102208994,-1.98406234306422,"0",-2.41538992216727
"85","0",-0.526894530975483,"0","0",-0.133067829579897,"0",-3.94334284205094,-1.09204320553531,"1","0","0","1",-1.01449888846162,-1.47160299329065,"0",0.316337546851309,0.509581689865815,"1","1","1","1",0.648111264896942,-0.530944373598658,-1.63450922572234,-1.06946265519828,"1","1","1",-0.0865889501660654,0.982492968803799,0.89960905326153,"1",-0.809162649823516
"86","0",0.116044852285004,"1","1",-0.819108486746341,"0",-1.48171789960403,-0.143494274504371,"1","1","1","0",0.503712241450883,-1.59568886408703,"0",-1.03704915664498,-0.828438507143558,"0","0","1","0",-1.35512023948937,-3.09858156326975,-3.49933078351335,-2.93866975994414,"1","0","0",0.288414126921743,0.571119815428112,1.16519406660581,"1",-1.17254079664545
"87","1",-0.47641530153145,"1","1",-1.67234259197032,"0",-2.76758286116997,-0.741557984986709,"0","0","1","0",1.02450399559794,-0.747325141063895,"0",2.02050678963014,0.656059080139693,"0","0","0","1",-0.786163326732874,-0.273978013424946,-0.816054780307611,0.119097740479461,"0","1","0",0.571769490710455,-0.359958155431271,-1.40203786960297,"0",-2.46705211768161
"88","0",-1.08323058675625,"1","0",0.325766091694095,"0",-1.04605426571098,-0.387408767902709,"0","0","1","1",0.431709625628358,-0.391331745241975,"0",-0.040844355835374,-1.07905443447373,"0","1","0","1",0.172173917870203,0.211215082264085,-0.517557740097184,0.325901102176814,"0","1","1",0.0845787478464801,-0.779387239312057,0.975556744572702,"0",1.96062019914512
"89","0",-1.23756927933032,"1","1",0.414374348551179,"1",0.0581712385919857,1.28604733175045,"1","1","1","0",0.48331383175734,0.151969796144833,"0",-1.31279006551576,-2.78082923000616,"0","1","1","0",-1.96996160615197,-0.984316824389265,-1.48646847983136,-2.51707450988976,"0","1","1",0.260215705502483,-1.11867630850267,0.407579290769795,"0",-1.32504756900377
"90","1",0.152145068645061,"0","0",0.0112718142505186,"0",-2.54553093998397,-0.934859434080558,"1","0","1","1",0.627928913047634,-0.745734561214508,"0",-0.00272794114466983,0.881336409723558,"0","1","1","1",-0.240359510097452,0.346543758217477,-0.720361907135277,-0.614353553688291,"0","0","0",-0.0514014559970593,-1.15710208070877,-0.102816757933338,"0",-1.37926793958331
"91","0",-0.0586604589583855,"1","1",0.229967457353953,"0",-0.908446273983228,-0.896252669027708,"0","1","1","0",-0.966566579475306,-2.40888922778523,"0",-0.0450847113050507,0.0867853434212493,"0","1","1","0",-0.28199815482445,-2.74742993995017,-5.08514094912773,-5.39639842889164,"0","1","0",0.180097964435754,-1.54477235057457,-1.53290861504983,"0",-2.35666954115245
"92","1",0.943640590341203,"0","1",-0.154974533801631,"0",-4.45537329347454,-2.94852654854353,"0","1","1","0",1.42509947612102,0.706315545088513,"0",-0.294665022597483,-2.02484975126271,"1","0","0","0",-0.105042381571392,-0.062520644883117,-0.944827393465787,0.504456603315654,"0","0","0",1.47824194620674,1.25774080543245,0.537400337874692,"1",0.579983676314041
"93","0",-1.26978237513521,"1","0",0.848906631986688,"0",-0.664881074632436,-1.04700974478109,"0","0","0","0",-0.473505674457192,-2.27100601077694,"0",-1.05383322502036,0.494716327309658,"1","0","1","1",-0.303803485528158,-0.384940665883134,-1.02436122741657,0.850938994284817,"1","1","1",0.677725387689321,-1.65351622919581,-0.0923669104838583,"1",-0.0466131530920675
"94","0",-0.459724540554904,"1","0",-2.46211480869136,"0",-3.18261519177239,-2.19711739158059,"0","1","1","1",0.286338955004688,-0.8022462157357,"0",0.606745890948932,-2.66043231414327,"1","0","0","1",-0.743491946930009,-0.214698117812791,-0.218901464325257,-1.37173257088219,"0","1","1",0.577101735476352,-1.26577358192482,0.590567718686705,"1",0.624927655180753
"95","0",-0.611307328369742,"1","1",-1.5684096624695,"0",-3.08554590688905,0.153395661952104,"0","0","0","0",-0.0739221102103432,-2.36196716618556,"0",-0.290410797278429,-2.32076156320202,"1","0","0","0",-1.7207171689254,-1.83422770150209,-1.86865190227671,-2.30892797329666,"0","0","0",0.343258331413216,0.626162752375355,-0.0157787040157727,"0",0.21507929642243
"96","1",-1.36324233136979,"1","1",0.362470740555888,"0",-2.13415190854664,-0.403352330911864,"0","1","1","0",0.773014219960416,0.349106718237758,"0",0.663142394950128,0.29520800372584,"1","1","1","0",-0.812946708596504,0.282814038700593,0.161364390492876,-0.101464686100455,"0","1","1",-1.10448217564412,-3.08266858317655,-0.00407427871959789,"0",-0.536791436369026
"97","1",-0.478933985405261,"0","0",1.05245642011422,"1",-0.712748235814174,-0.0039742633260695,"1","1","1","0",-0.97495157952107,-1.46673230253142,"0",-0.0586833776306141,-2.4353857731416,"0","0","0","1",0.179485726132468,-0.62576214617015,-1.98192801866087,-0.0780866590589382,"0","1","1",-0.00982017304451892,-1.80250696390561,-0.690687998361078,"0",-3.15665849139269
"98","1",-1.54035240554084,"0","0",-2.23313763802541,"0",-1.43736389001925,-1.28182642415519,"1","1","1","1",-1.4996174692221,-2.40175412652978,"0",-0.604374027591285,-0.503510816108482,"1","1","1","1",0.994092710255857,-1.7963162448393,-4.20509662815782,-3.0821584861481,"0","1","0",-0.06017062927842,-0.511258516171087,0.531485038864031,"0",-1.87564650382695
"99","0",-1.30925818640679,"1","0",-1.80968112246827,"0",-0.334273497753275,-0.924323696513823,"0","0","0","0",0.741869958243116,-0.917588182223285,"0",0.0412468688795686,1.72856316833362,"1","0","1","0",-2.15230599859986,-1.09728637539052,-2.43224174911722,-2.69284167405479,"0","1","1",0.1779646820859,-0.646527475879582,-0.019972622649658,"0",-0.69878942912633
"100","0",-1.90014850896639,"0","0",-0.908827241276459,"0",-2.49296765312232,-1.45951393697864,"0","0","0","1",0.271826060438834,-2.10799134445742,"0",0.672634626615367,-0.144026488203341,"0","0","1","1",-0.632056368149195,1.31484835830493,-1.30777219653489,-1.12173432432814,"1","1","1",0.0771225267688393,0.287305819670659,-0.36783422597882,"1",-0.978508493330264
"101","1",1.19351722356843,"0","0",-1.47443659846647,"0",0.72225487865841,0.960205799843691,"0","0","1","1",-0.244005570147523,-0.0616125953935205,"1",-0.540646136868954,-2.64767183727905,"1","1","1","1",-0.524730456678075,-1.26005477380477,-2.71958757229052,-2.4648666855405,"0","0","0",0.903254548583965,3.32178075334673,-0.255313157441164,"0",-0.765790134954328
"102","1",-0.0915643103562754,"1","1",-0.93793980083713,"0",-1.03728674411517,-0.749686019324659,"1","1","1","0",-0.334984213887965,-1.35540870788297,"0",0.20591706216512,-1.39443006373072,"0","1","0","0",-1.20266692457829,-0.534978204636149,-2.04909098098588,-0.45138780570362,"1","0","0",-0.431756012065345,-0.504484252193716,-0.851306521185848,"0",-2.56100045986916
"103","0",-1.20391811999976,"1","1",0.583133514318684,"1",0.264323244924924,0.907045551598255,"1","1","1","0",-0.692668006594573,-1.84503179408082,"0",-0.0788705047247847,2.27493573177928,"1","1","1","0",-0.224665810147687,-2.70065864313475,-2.18684654111993,-3.50521173189357,"0","1","1",0.191275281354085,-1.62080282647,3.11167417177589,"1",2.49941176110813
"104","1",-0.276811099584499,"0","1",-0.0476292207677012,"0",-2.45746803906391,-1.82163461355173,"0","1","0","0",0.72327518893561,-0.558461638202258,"0",0.33330763800076,-1.08139859217885,"0","1","0","0",-2.45455313636375,-1.4229260902112,-5.16602497375426,-2.35683923225526,"0","0","1",0.587693985767381,-0.643690941331509,-0.0472492474825061,"0",-1.78151113050329
"105","0",0.592141790610275,"1","1",-0.9842077351276,"0",-2.83501787294834,-1.42369490942364,"0","0","1","1",0.018691659093076,-1.75550161793465,"0",-0.818415329687531,0.467618361668359,"1","1","1","1",0.425563041380869,0.439897649754777,-1.49134641262451,2.00990351631126,"1","0","0",0.342720375928768,-1.43564812785094,-0.297079005642349,"0",-3.21853202480044
"106","1",-0.540323425817649,"1","0",-1.17026328470691,"0",-2.52625277245217,-1.55684527120824,"0","1","0","0",-0.460318994304022,-0.320165506735945,"1",0.244836253375237,0.463327298008599,"0","0","1","0",-2.62279370228193,-2.67150948469051,-4.38633976220462,-2.13768838635068,"0","1","0",1.43674307005572,0.721824681312524,-1.54813479905445,"0",-4.26698507612407
"107","0",0.663878915780872,"0","0",0.51866349760569,"0",-2.74099831858676,-0.618713106275231,"0","0","1","0",1.81135448546861,0.337741095790198,"0",0.314060901143267,-0.925202820342106,"0","0","0","0",-0.348068800217791,-0.240045794019211,-0.342521948177305,-1.43744592658858,"0","1","1",-0.536868620773724,-1.94864454539862,-0.0909242169071812,"0",-1.65764622529208
"108","0",-0.226858647847875,"1","1",-0.707342679435544,"0",-2.31829287551204,-0.691446486361889,"1","1","1","1",-2.30435031406271,-4.70017743673351,"0",0.377582845207201,0.0505873705604065,"0","1","1","1",-1.53256119652334,-0.992780383667345,-2.34041461083558,-3.42661933722596,"0","1","0",-1.10051724498769,1.46780449909078,-0.352114261688418,"0",-0.777095843320516
"109","0",0.0894937875989261,"0","1",-2.15422642050075,"0",-1.63698383369558,-1.05153761444283,"0","0","1","1",-0.97146047914721,-2.14232469370512,"0",-0.372171237284085,1.03598860767938,"1","1","1","0",-1.56946326484337,-1.10565327473775,-1.67766539914867,-1.04173823930969,"1","0","0",-0.268707486880271,-0.43851091796277,-1.09201726051495,"0",-3.00340967036962
"110","0",-0.943319120471019,"0","1",-0.319000729570953,"0",-1.25325139237711,-2.11534807612864,"0","0","1","0",-0.35942476671346,-0.33546329369351,"0",-1.52422239586989,-2.19462513334025,"1","0","1","0",-1.73324009248295,-1.76214789231802,-3.30825133660948,-2.70665787959065,"1","1","1",1.4575452769391,1.56435982765706,0.76572363519562,"1",-0.794896351824133
"111","1",0.9397497482862,"0","0",-1.10901701251453,"0",-1.41939819314752,-1.06933946761585,"0","0","0","0",1.22702454336726,1.39562418989154,"1",-1.26174636505982,-1.24880079046562,"0","0","1","0",-0.374914458354511,0.337367221097516,-0.00699978894068132,0.140445773764023,"1","0","0",-0.697952803235413,-0.927326498213818,-0.964703297099269,"1",-2.99552636670692
"112","1",-0.145893176050147,"0","0",-1.64746671893,"0",-1.56220007553582,-0.56716713006054,"0","0","1","1",-0.854821025763582,-2.03085818704728,"0",0.859912226114349,0.907123565949569,"1","1","1","1",1.54025423575564,-1.30848129422985,-3.10969936575271,0.165911840799492,"0","1","0",0.570003948457445,-1.20540672796832,-0.79757056180555,"1",-3.26711456853957
"113","0",-0.108061614422856,"0","1",-3.41850711548754,"0",-1.36808863709104,0.41550337583292,"1","0","0","0",-1.02111587849514,-1.8489677851519,"1",-0.901235972959702,-0.608920372053734,"0","0","0","1",0.261196557966802,0.134532390196578,0.645130870865921,-1.00517955067973,"1","1","1",0.539535706524508,-0.329018777716147,-1.16300671301042,"0",-3.35761140633665
"114","1",-0.4857356047134,"1","0",0.366413859832535,"0",-0.331336789479495,-0.707298275349413,"0","0","1","1",-0.489382765128153,-0.240128252371093,"0",1.16105627270561,2.26828405514517,"1","1","1","1",-0.212674392388293,-0.134274867762344,-1.20115461649115,-0.401627985348231,"1","0","1",0.663722704475504,-0.918563933935063,-0.120472921785535,"1",-1.68072100595241
"115","1",-1.89486283091545,"1","0",-0.290096270885376,"1",2.79592352227366,1.81125264451194,"1","0","1","0",0.839095651996842,0.804081523221835,"0",0.216305335005959,0.00881933089223311,"0","1","1","1",-1.0906479717405,0.769328749255333,-0.320706600082154,-0.0563752151416489,"0","1","0",-0.2161144577989,-0.927526937184989,0.723266969042521,"0",0.685634605518002
"116","0",0.0838903545528198,"0","0",-0.960704777356934,"0",-0.119046233940239,0.634174179233684,"0","0","0","0",-1.10938225371457,-2.64923857994542,"0",-1.0756591969845,-2.87946214251114,"0","0","1","1",-0.665246263014744,0.0672076691991815,-2.00066384254886,0.698679524737052,"1","1","0",-0.217783390279727,0.317110572593068,-0.68182530071894,"0",-2.3017131929099
"117","0",-0.124004869910802,"1","0",1.12693578085233,"0",-3.30094607871291,-2.16898883976771,"1","0","0","0",0.59526417910622,-1.94615765296705,"0",0.900149910819952,-0.979743987201081,"0","0","0","0",-2.00742444361929,-0.577286617404878,-2.83803334949867,-2.40311736092096,"0","1","1",1.57895424636896,0.248977169214888,0.497305997210628,"0",-0.167963444325054
"118","0",-0.216254051499172,"0","1",0.689248610124928,"0",-2.21923117677784,-2.35984953648493,"0","0","1","1",0.792959764114812,0.853321056796543,"0",-1.51632953910391,-1.4085222985455,"1","1","1","1",1.06559611071273,0.776790910290604,0.650583415909349,0.50920003874923,"1","0","0",0.20320929487751,-0.154410239790504,0.201709855963651,"0",-1.66930010455916
"119","0",-0.500012156619735,"0","0",1.40454049176441,"0",-2.34481933068253,-0.996516074297411,"1","1","0","1",-1.24958654186807,-6.18350699527481,"0",0.0898528726685918,-1.12698112889717,"1","0","0","0",-1.09227763741653,-1.31419211313585,-2.7710810204545,-1.87849635494944,"0","1","1",2.20984053125499,2.70668411150276,-0.213224587664814,"0",-2.29903155513455
"120","0",-3.24084475427007,"0","0",-1.12350803009454,"0",-2.76342564556344,-1.21586079836768,"0","1","1","1",0.462951424082844,0.0109106645246463,"0",0.452081944248606,-1.40928290664347,"1","1","1","1",0.203586262164262,1.23022401388732,0.373683800550085,1.15432136464454,"1","0","1",0.243795131598531,-0.462404562569705,-0.017585248847083,"1",-0.670712444197709
"121","0",-1.04292639492613,"1","0",0.804221562748214,"0",-4.91614725074486,-1.76334356814896,"1","0","1","1",0.695098208609144,1.09027521944286,"1",-1.21885036552454,-1.94063332426205,"1","0","0","0",0.828756470393633,-1.46097595575197,-2.56304502207249,-0.734727087888652,"0","1","0",-1.58426381159756,-3.72767535591756,0.662745154443927,"0",2.08276911109034
"122","0",-0.364795032743279,"1","1",-1.69133032259401,"0",-2.13487339934911,-1.27024829595301,"0","0","0","1",-0.661451406392819,-3.14668152609589,"0",0.993966618927167,0.502744737939189,"0","1","0","1",-0.770445436237782,-0.699538936724809,-1.83854338185914,-0.563129473470065,"1","0","0",0.558808577898033,0.496106624399747,1.15649942912349,"1",-0.205568639027241
"123","1",0.560504485901429,"0","0",-0.551714467022975,"0",-3.09291008404365,-1.29735729081245,"0","1","1","0",1.80439083199756,0.135549864996981,"1",0.0899423268323529,0.025806566779695,"0","1","0","0",-2.81245371334064,-0.557394217928209,-1.88722043822123,-0.47229842065558,"0","1","0",0.56137811967058,-1.70545311252372,-1.91390957594667,"0",-2.92053255719347
"124","1",-2.62633367363731,"0","1",-1.21055858965256,"0",-1.41089729571905,-0.804434837279382,"0","1","0","0",0.326806123389149,-0.0555348933227757,"1",0.28061658382055,-1.59492457913899,"0","1","0","0",-0.830960836182984,-1.64021017727093,-1.35343430629402,-2.62415077202376,"0","1","0",-0.982724189340837,-1.78914984122941,-0.656106689234323,"0",-0.143198732873295
"125","0",-0.060802884778709,"0","1",-1.03659447623076,"0",-0.520165257137842,-0.216335794875617,"1","1","1","0",-0.440035213972687,-0.65775857102641,"0",0.826657401756213,0.441265866758942,"0","0","0","0",-0.81164628651682,-0.469813170852127,-1.37973357632099,-0.397386489442501,"0","0","0",-2.02414012172967,-1.67125396075177,-0.73318245577951,"0",-0.601074016011377
"126","1",-0.0134052091077212,"0","0",0.816611733489474,"0",-0.0557467193333556,-0.612542821593728,"0","0","1","1",-1.51831931321711,-2.26608404813587,"0",1.93153786538342,2.67178246374134,"1","0","1","0",-0.703041115505026,-2.1053716544241,-4.01415522299125,-5.00891883483301,"0","0","0",0.0815842470120418,-1.72302300385059,-0.783842566672491,"0",-2.16604943600748
"127","1",-0.550514862384329,"1","0",-3.26521462368824,"0",-0.799610150642903,-0.0441366377619081,"1","0","1","1",1.22270772052343,-0.179824944706848,"0",0.623530164588237,-0.86072830131322,"0","1","1","0",-1.94148575932149,0.524602677320646,1.46383031432163,1.35012416784809,"1","1","0",-0.423145763118765,-1.33534668718358,-0.809627292291673,"0",-0.744858131686349
"128","0",-2.80007506832499,"1","0",0.693283780463421,"1",-0.00181108656313267,-0.484266054829221,"0","0","0","1",0.697127790378031,-1.06903654174249,"0",-0.225549040770048,-0.675826288654813,"0","0","1","0",-1.10298540591647,-0.111715065887301,0.482280325303687,0.629898692618685,"1","0","1",-0.360225289668677,-0.0178804669409487,1.21059676635868,"1",0.048443480821312
"129","1",0.417139777499487,"1","1",-1.39364590014819,"0",-0.754682774445293,0.0137460159948255,"0","0","1","1",0.39588547851614,-0.42301902813843,"0",0.204652532051812,0.0801168381153619,"1","0","1","0",-3.44862487366822,0.0811508469245439,-1.40075500600783,0.0328557015721985,"1","1","0",1.05599186947808,0.0964974177040071,-0.241106017727892,"0",-1.42295197124972
"130","1",0.826808966679944,"0","0",-1.03333988973902,"0",-0.482507827783358,0.773562212327661,"1","1","1","1",0.864789567103125,-0.518632766795255,"0",-0.0751021376578189,0.324321185366889,"0","0","1","1",0.0347440204867975,0.530340943513155,-0.350325144913164,-1.3000546618002,"0","1","0",-1.07247293582856,-3.92629813946512,-1.49893136618405,"0",-2.60623369604705
"131","1",0.0622669924735794,"0","0",0.137249189226705,"0",-0.90028866760895,-1.43366794742005,"0","1","1","0",0.322816714192006,-1.15386802375572,"0",-2.71839471230155,-2.99687849407631,"0","0","0","1",-0.359714548215271,0.269187367656817,-0.375199419160307,0.626162248671296,"0","1","1",-0.189644220469937,-1.72609860698468,0.0585941631926594,"0",-1.00193348503596
"132","0",0.336469900749213,"0","0",0.976843048615584,"0",-2.33202739361117,-0.577486478943376,"1","1","0","0",0.896630782689479,-0.353769132092036,"0",-0.393064736809379,-1.65706265165984,"1","0","0","0",-1.94730631732606,-0.598333566930631,-1.85710099694654,-0.875056324699186,"0","0","0",0.382434329735536,-0.805040836024508,-0.0286380745314784,"1",-0.612701031166372
"133","0",-1.2917352609139,"1","0",-1.25894583826261,"0",1.64445972776117,0.983171402370383,"0","1","1","0",0.259788190899516,-1.73866431077073,"0",-0.768723881781451,-0.669026802471229,"1","1","1","0",-1.38093398514254,-0.231202937343543,0.134960667336709,-1.81396637381885,"0","1","1",-0.598682105985231,-1.57339553173438,1.2866333629052,"1",0.472778528592597
"134","1",-0.387641658914721,"0","0",-0.189614496536132,"0",-1.79538094588736,0.311681208330534,"1","0","1","1",0.413563832343456,-1.96373308210878,"0",-0.416614738026943,-0.272563633741494,"0","0","1","1",-0.150159599078755,-0.647137919539203,-3.06097539842234,-0.479903813987627,"1","0","0",-0.241819168281504,-1.82620152658357,0.215783100256155,"1",-1.94708650627069
"135","1",0.256701152612584,"1","0",-1.61221656626167,"1",0.180048159331299,-0.326986245444524,"1","1","1","0",1.01612587814576,-2.53046054518784,"0",0.267949789143019,-2.55383125890097,"0","0","0","0",-2.46990923569581,-1.3098583343257,-3.41694725760185,-1.25228340512064,"0","0","0",0.475916228325882,1.22633875937795,0.158941269254738,"1",0.05702484235674
"136","0",0.929408644813935,"1","1",-1.30477060406194,"0",-0.392367444405003,-1.69253943153336,"0","1","0","0",-0.159869315030194,-1.88282417209731,"0",-2.6230736788701,-2.74600192165633,"1","0","0","0",-1.73985050418858,-0.0670192477022772,-1.78311902549809,-3.0537446245072,"0","0","0",-0.212976055814814,-1.15076632600285,-2.39157573767384,"0",-2.13304133857295
"137","0",-0.603028039604989,"1","0",-1.86950113149377,"0",-1.0642286676957,-0.91836407673821,"0","1","1","0",-0.626693763233918,-1.01410236003772,"0",-0.295840254124786,0.292000239277871,"0","1","0","0",-0.79780448267525,-0.80352704805247,-2.06695583064009,-0.227483222225877,"0","1","1",1.36222748137894,2.59210855916821,-0.695682902311581,"0",-1.0050111500184
"138","0",-1.59195978894125,"1","0",-0.405331495329791,"0",-0.767689468678046,0.312283211856641,"1","0","1","0",-1.10276799173169,-2.92144375153907,"0",0.0605301543099046,0.856646284629416,"0","0","1","1",1.61681441225567,1.89273027386188,0.911047833088605,2.41053428383319,"1","1","0",-0.581484496722227,-2.54880750403124,0.21236726754624,"0",-1.5833090046364
"139","0",-1.04204348202399,"1","0",-0.453487406506021,"0",-3.05142171208812,-0.640663895945939,"0","0","0","0",-0.442344759945443,-2.33558821516215,"1",0.496160373340778,0.339145142396503,"1","0","1","1",0.467091217244867,-0.257303310408115,0.281580582461232,-1.49196020639644,"1","0","0",0.921972550776314,-0.669056347948613,0.271447647459872,"1",-0.414593919650721
"140","1",-1.17152505231657,"1","0",-1.26768453721241,"0",-0.55811554873275,-0.929143352500544,"0","0","1","0",-0.0182324530585568,-1.35507441443852,"0",1.87343127889144,0.649686518749206,"0","1","1","0",-0.598960821991054,-2.00829139179587,-2.92976416644674,-4.83303482749038,"0","1","1",-0.17992000884626,-1.14786365876239,0.489488328787417,"0",-0.943997670901002
"141","1",-0.772929589568383,"1","0",-2.94463585785648,"0",-1.74390128750125,-2.43956287006385,"0","1","0","1",0.99670678624853,-0.0587830607935272,"0",-1.22246647062827,-3.2215823509667,"0","0","0","0",-0.749528068197478,0.28960976322884,-0.558579097465977,-1.12464802275592,"0","0","1",1.44538896245376,-0.176802532684603,-0.235108045291441,"1",-1.45908630352177
"142","0",0.137467230675002,"0","0",-1.97626660710867,"0",-2.1784215347339,0.445379196416494,"0","1","1","0",0.874509143693893,0.74910148354121,"1",1.2541249938735,-1.03203924219687,"1","1","1","0",-0.994729124733829,-0.02596259925514,-1.51428823558401,-0.579058992020016,"1","0","0",1.3445182403342,-0.339038630917647,1.39178033855198,"1",0.156106232126468
"143","1",-1.31219831103421,"0","0",1.03074874055413,"0",-2.53905274554587,-1.40720250714081,"0","0","1","0",-0.950819352417463,-2.67186937512295,"0",1.55259988282116,1.71338827849179,"0","0","1","0",-1.60840549207135,-0.552056049887289,-0.0757991666334306,-2.30286958293907,"0","1","1",-1.24753994868559,-3.59552522943057,1.77287061562972,"0",2.31937715293857
"144","0",0.428869552992769,"1","0",-2.5716719022021,"0",-3.91406037531118,-2.3151180551389,"0","1","1","1",-1.624997676731,-2.6073595978386,"0",-1.03403598159318,-1.56722279891644,"0","0","0","0",-1.77454916111821,-1.67096508726082,-2.87935904906933,-3.4872279675483,"0","0","0",-0.249778821495227,0.324404081364371,-0.210144187798636,"0",-0.622782124836862
"145","0",-1.05764432760234,"1","0",-1.49859148119139,"0",-3.17367456966569,-0.414459856658192,"0","1","1","0",0.376588901979559,-2.98768105141485,"0",-0.260023915412667,-0.230698185288513,"1","1","1","1",0.167358338731106,-0.162029560047117,-1.02565205782548,-1.25673615595387,"1","1","1",0.639097912572527,-0.00425283589514397,0.428023045705436,"0",-0.154913815962962
"146","1",1.35814541168748,"0","0",-0.352903472341881,"0",-2.28217445608828,-1.90580435865509,"0","1","0","1",1.99040072137236,1.82440123956827,"1",-2.32846492053703,-3.20893892329723,"1","0","0","0",-0.0121780530526279,-1.0576421232534,-3.87997264221159,0.000941202590445833,"1","1","1",1.43278119089496,-0.197728903568551,-0.431921636827805,"1",-1.4364103266414
"147","0",-2.37223142400969,"1","0",-0.891710739667985,"0",-1.00732490033593,0.644251262378455,"1","0","0","0",0.272496974684606,0.160324233415827,"0",-1.55715573209233,-2.35657547822391,"0","0","0","0",-1.8262892692376,-2.34630069485989,-3.93074463422195,-1.37799054136818,"0","0","1",2.00869643027474,0.141528088045499,0.923561027521264,"1",0.892644832319623
"148","0",-1.47453297066117,"1","0",-1.09229737698577,"0",0.517904155101129,-0.405840831644012,"1","0","1","1",0.969204922353533,-1.76466341037424,"0",-1.23940642200394,-3.7916720375632,"1","0","0","0",-1.37459494627504,-1.55386162048734,-1.26965805157071,-1.25215418149635,"1","1","0",1.06019224887849,1.42343478454238,-0.607723894391899,"0",-0.570824141739323
"149","0",-1.65195743909309,"0","0",-0.600181744643199,"0",-2.07837964020949,-0.689437346208382,"1","0","0","1",1.2872803863734,0.262316096517125,"1",-0.777417824540369,-0.498369248802198,"1","0","1","1",-1.33598905833028,0.890998903275342,-0.52081920453296,0.92133672171087,"0","1","0",-1.39405896387054,-2.336783127481,-1.64058751155272,"0",-1.99367188899578
"150","0",-0.420008924162163,"1","1",-0.553405887733287,"0",-1.32534477610812,-0.0263692835101268,"0","0","1","1",0.368166621566864,-0.948796901342958,"0",-1.25761223296802,1.32369011784245,"1","1","1","1",0.481560647970071,-0.323799926591664,-1.37657145027057,-1.05950235104618,"1","1","1",0.494187014829854,0.0292294559301047,0.87424461047503,"1",0.148177493187342
