"","PC","PT","MS","HS","TAIL","Abscess","Pyaemia","EPcat","PDcat","plbinary","batch"
"13512","0","0","0","0","0","0","0","1","0","0","1403"
"13513","0","0","0","0","0","0","0","0","0","0","1403"
"13514","0","0","0","0","0","0","0","0","0","0","1403"
"13515","0","0","0","0","0","0","0","1","0","0","1403"
"13516","0","0","0","0","0","0","0","0","0","0","1403"
"13517","0","0","1","0","0","0","0","1","0","0","1403"
"13518","0","0","0","0","0","0","0","0","0","0","1403"
"13519","0","0","1","0","0","0","0","1","0","1","1403"
"13520","0","0","1","0","0","0","0","1","0","0","1403"
"13521","0","0","1","0","0","0","0","0","0","1","1403"
"13522","0","0","0","0","0","0","0","1","0","0","1403"
"13523","0","0","0","0","0","0","0","1","0","1","1403"
"13524","0","0","0","0","0","0","0","0","0","0","1403"
"13525","0","0","0","0","0","0","0","1","0","0","1403"
"13526","0","0","0","0","0","0","0","1","0","0","1403"
"13527","0","0","1","0","0","0","0","0","0","0","1403"
"13528","0","0","0","0","0","0","0","0","0","0","1403"
"13529","0","0","1","0","0","0","0","0","0","0","1403"
"13530","0","0","1","0","0","0","0","0","0","0","1403"
"13531","0","0","0","0","0","0","0","0","0","0","1403"
"13532","0","0","1","0","0","0","0","0","0","0","1403"
"13533","0","0","1","0","0","0","0","1","0","0","1403"
"13534","0","0","0","0","0","0","0","1","0","0","1403"
"13535","0","0","0","0","0","0","0","0","0","0","1403"
"13536","0","0","0","0","0","0","0","1","0","0","1403"
"13537","0","0","1","0","0","0","0","0","0","0","1403"
"13538","1","0","1","0","0","0","0","1","0","1","1403"
"13539","0","0","0","0","0","0","0","1","0","0","1403"
"13540","0","0","0","0","0","0","0","0","0","1","1403"
"13541","1","0","0","0","0","0","0","1","0","1","1403"
"13542","0","0","0","0","0","0","0","0","0","0","1403"
"13543","0","0","1","0","0","0","0","0","0","1","1403"
"13544","0","0","0","0","0","0","0","1","0","0","1403"
"13545","0","0","0","0","0","0","0","1","0","0","1403"
"13546","0","0","0","0","0","0","0","1","0","0","1403"
"13547","0","0","0","0","0","0","0","1","0","0","1403"
"13548","0","0","0","0","0","0","0","0","0","0","1403"
"13549","0","0","0","0","0","0","0","1","0","0","1403"
"13550","1","0","1","0","0","0","0","0","0","1","1403"
"13601","0","0","0","0","0","0","0","0","0","0","637"
"13602","0","0","0","0","0","0","0","0","0","0","637"
"13603","0","0","0","0","0","0","0","0","0","0","637"
"13604","0","0","0","0","0","0","0","1","0","0","637"
"13605","0","0","0","0","0","0","0","1","0","0","637"
"13606","0","0","0","0","0","0","0","0","0","0","637"
"13607","0","0","0","0","0","0","0","1","0","0","637"
"13608","0","0","0","0","0","0","0","0","0","0","637"
"13609","0","0","0","1","0","0","0","1","0","0","637"
"13610","0","0","0","0","0","0","0","0","0","0","637"
"13611","0","0","0","0","0","0","0","0","0","0","637"
"13612","0","0","0","0","0","0","0","0","0","0","637"
"13613","0","0","0","0","0","0","0","0","0","0","637"
"13614","1","0","0","0","0","0","0","0","0","1","637"
"13615","0","0","0","0","0","0","0","1","0","0","637"
"13616","0","0","0","0","0","0","0","1","0","0","637"
"13617","0","0","0","0","0","0","0","0","0","0","637"
"13618","0","0","0","0","0","0","0","1","0","0","637"
"13619","0","0","0","0","0","0","0","0","0","0","637"
"13620","0","0","0","0","0","0","0","0","0","0","637"
"13621","0","0","0","1","0","0","0","1","0","0","637"
"13622","0","0","0","0","0","0","0","0","0","0","637"
"13623","0","0","0","0","0","0","0","0","0","0","637"
"13624","0","0","0","0","0","0","0","0","0","0","637"
"13625","0","0","0","0","0","0","0","1","0","0","637"
"13626","0","0","0","0","0","0","0","0","0","0","637"
"13627","0","0","0","0","0","0","0","1","0","0","637"
"13628","0","0","0","0","0","0","0","1","0","0","637"
"13629","0","0","0","0","0","0","0","0","0","0","637"
"13630","0","0","0","0","0","0","0","1","0","0","637"
"13631","0","0","0","0","0","0","0","0","0","0","637"
"13632","0","0","0","1","0","0","0","0","0","0","637"
"13633","0","0","0","0","0","0","0","1","0","0","637"
"13634","0","0","0","0","0","0","0","0","0","0","637"
"13635","0","0","0","0","0","0","0","0","0","0","637"
"13636","0","0","0","1","0","0","0","0","0","0","637"
"13637","0","0","0","0","0","0","0","0","0","0","637"
"13638","0","0","0","0","0","0","0","0","0","0","637"
"13639","0","0","0","0","0","0","0","0","0","0","637"
"13640","0","0","0","0","0","0","0","0","0","0","637"
"13641","0","0","0","0","0","0","0","1","0","0","637"
"13642","0","0","0","1","0","0","0","0","0","0","637"
"13643","0","0","0","0","0","0","0","0","0","0","637"
"13644","0","0","0","0","0","0","0","0","0","0","637"
"13645","1","0","0","0","0","0","0","0","0","0","637"
"13646","0","0","0","0","0","0","0","1","0","0","637"
"13647","0","0","0","0","0","0","0","0","0","0","637"
"13648","0","0","0","0","0","0","0","1","0","0","637"
"13649","0","0","0","0","0","0","0","0","0","0","637"
"13650","0","0","0","1","0","0","0","1","0","0","637"
"13651","0","0","0","0","0","0","0","0","0","0","978"
"13652","0","0","0","0","0","0","0","0","0","0","978"
"13653","0","0","0","0","0","0","0","0","0","0","978"
"13654","0","0","0","0","0","0","0","0","0","0","978"
"13655","0","0","0","0","0","0","0","0","0","0","978"
"13656","0","0","0","0","0","0","0","0","0","0","978"
"13657","0","0","0","0","0","0","0","0","0","0","978"
"13658","0","0","0","0","0","0","0","0","0","0","978"
"13659","0","0","0","0","0","0","0","0","0","0","978"
"13660","0","0","0","0","0","0","0","0","0","0","978"
"13661","0","0","1","0","0","0","0","0","0","0","978"
"13662","0","0","0","0","0","0","0","0","0","0","978"
"13663","0","0","0","0","0","0","0","0","0","0","978"
"13664","0","0","0","1","0","0","0","0","0","0","978"
"13665","0","0","0","0","0","0","0","0","0","0","978"
"13666","0","0","0","0","0","0","0","0","0","0","978"
"13667","0","0","0","0","0","0","0","0","0","0","978"
"13668","0","0","1","0","0","0","0","0","0","0","978"
"13669","0","0","0","0","0","0","0","0","0","0","978"
"13670","0","0","0","1","0","0","0","0","0","0","978"
"13671","0","0","0","1","0","0","0","0","0","0","978"
"13672","0","0","0","0","0","0","0","0","0","0","978"
"13673","0","0","0","0","0","0","0","0","0","0","978"
"13674","0","0","0","0","0","0","0","0","0","0","978"
"13675","0","0","0","0","0","0","0","0","0","0","978"
"13676","0","0","0","0","0","0","0","0","0","0","978"
"13677","0","0","0","0","0","0","0","0","0","0","978"
"13678","0","0","0","0","0","0","0","0","0","0","978"
"13679","0","0","1","0","0","0","0","0","0","0","978"
"13680","0","0","1","0","0","0","0","0","0","0","978"
"13681","0","0","0","0","0","0","0","0","0","0","978"
"13682","0","0","1","0","0","0","0","0","0","1","978"
"13683","0","0","0","0","0","0","0","0","0","0","978"
"13684","0","0","1","0","0","0","0","0","0","1","978"
"13685","0","0","0","0","0","0","0","0","0","0","978"
"13686","0","0","1","0","0","0","0","0","0","0","978"
"13687","0","0","0","0","0","0","0","0","0","0","978"
"13688","0","0","0","1","0","0","0","0","0","0","978"
"13689","0","0","0","1","0","0","0","0","0","0","978"
"13690","0","0","0","1","0","0","0","0","0","0","978"
"13691","0","0","0","0","0","0","0","0","0","0","978"
"13692","0","0","0","0","0","0","0","0","0","0","978"
"13693","0","0","0","0","0","0","0","0","0","0","978"
"13694","0","0","1","0","0","0","0","0","0","0","978"
"13695","0","0","0","0","0","0","0","0","0","0","978"
"13696","0","0","0","0","0","0","0","0","0","0","978"
"13697","0","0","0","0","0","0","0","0","0","0","978"
"13698","0","0","0","0","0","0","0","0","0","0","978"
"13699","0","0","0","0","0","0","0","0","0","0","978"
"13700","0","0","0","1","0","0","0","0","0","0","978"
"13901","0","0","0","1","0","0","0","0","1","0","96"
"13902","0","0","0","0","0","0","0","0","1","0","96"
"13903","0","0","0","0","0","0","0","0","0","0","96"
"13904","0","0","0","0","0","0","0","0","0","0","96"
"13905","0","0","0","0","0","0","0","1","0","0","96"
"13906","0","0","0","0","0","0","0","0","0","0","96"
"13907","0","0","0","0","0","0","0","1","0","0","96"
"13908","0","0","0","0","0","0","0","0","0","0","96"
"13909","0","0","0","1","0","0","0","1","0","0","96"
"13910","0","0","0","0","0","0","0","0","0","0","96"
"13911","0","0","0","0","0","0","0","0","0","0","96"
"13912","0","0","0","1","0","0","0","0","0","1","96"
"13913","0","0","0","0","0","0","0","0","0","0","96"
"13914","0","0","0","0","0","0","0","0","0","0","96"
"13915","0","0","0","0","0","0","0","0","0","0","96"
"13916","0","0","0","0","0","0","0","0","0","0","96"
"13917","0","0","0","0","0","0","0","0","0","0","96"
"13918","0","0","0","0","0","0","0","0","0","0","96"
"13919","0","0","0","0","0","0","0","0","0","0","96"
"13920","0","0","0","0","0","0","0","0","0","0","96"
"13921","0","0","0","0","0","0","0","1","0","0","96"
"13922","0","0","0","0","0","0","0","0","0","0","96"
"13923","0","0","0","0","0","0","0","0","0","0","96"
"13924","0","0","0","1","0","0","0","0","0","0","96"
"13925","0","0","0","1","0","0","0","0","0","0","96"
"13926","0","0","0","1","0","0","0","0","0","0","96"
"13927","0","0","0","0","0","0","0","0","0","0","96"
"13928","1","0","0","0","0","0","0","1","0","0","96"
"13929","0","0","0","0","0","0","0","0","0","0","96"
"13930","0","0","0","0","0","0","0","0","0","0","96"
"13931","0","0","0","0","0","0","0","1","0","0","96"
"13932","0","0","0","0","0","0","0","0","0","0","96"
"13933","0","0","0","0","0","0","0","0","0","0","96"
"13934","0","0","0","0","0","0","0","0","0","0","96"
"13935","0","0","0","0","0","0","0","0","0","0","96"
"13936","0","0","0","0","0","0","0","0","0","0","96"
"13937","0","0","0","0","0","0","0","0","0","0","96"
"13938","0","0","0","0","0","0","0","0","0","0","96"
"13939","0","0","0","0","0","0","0","0","0","0","96"
"13940","0","0","0","0","0","0","0","0","0","0","96"
"13941","0","0","0","0","0","0","0","0","0","0","96"
"13942","0","0","0","0","0","0","0","0","0","0","96"
"13943","0","0","0","0","0","0","0","0","0","0","96"
"13944","0","0","0","0","0","0","0","0","0","0","96"
"13945","0","0","0","1","0","0","0","1","0","0","96"
"13946","1","0","0","1","0","0","0","0","0","0","96"
"13947","0","0","0","0","0","0","0","0","0","0","96"
"13948","0","0","0","1","0","0","0","0","0","0","96"
"13949","0","0","0","0","0","0","0","0","0","0","96"
"13950","0","0","0","1","0","0","0","0","0","0","96"
"14351","0","0","0","0","0","0","0","1","1","0","71"
"14352","0","0","0","1","0","0","0","0","0","0","71"
"14353","0","0","0","0","0","0","0","1","0","0","71"
"14354","0","0","0","0","0","0","0","1","0","0","71"
"14355","0","0","0","0","0","0","0","0","0","0","71"
"14356","0","0","0","0","0","0","0","0","0","0","71"
"14357","0","0","0","1","0","0","0","0","0","0","71"
"14358","0","0","0","0","0","0","0","0","0","0","71"
"14359","0","0","0","0","0","0","0","0","0","0","71"
"14360","0","0","0","0","0","0","0","0","0","0","71"
"14361","0","0","1","0","0","0","0","0","0","0","71"
"14362","0","0","0","0","0","0","0","0","1","0","71"
"14363","0","0","0","0","0","0","0","0","0","0","71"
"14364","0","0","0","0","0","0","0","0","0","0","71"
"14365","0","0","0","0","0","0","0","0","0","0","71"
"14366","0","0","0","1","0","0","0","0","0","0","71"
"14367","0","0","0","0","0","0","0","0","0","0","71"
"14368","0","0","0","1","0","0","0","0","0","0","71"
"14369","0","0","1","0","0","0","0","0","1","0","71"
"14370","0","0","0","0","0","0","0","0","1","0","71"
"14371","1","0","0","0","0","0","0","0","0","0","71"
"14372","0","0","0","0","0","0","0","0","0","0","71"
"14373","0","0","0","0","0","0","0","0","0","0","71"
"14374","0","0","0","0","0","0","0","0","0","0","71"
"14375","0","0","0","0","0","0","0","0","1","0","71"
"14376","0","0","0","0","0","0","0","0","0","0","71"
"14377","0","0","0","1","0","0","0","0","0","0","71"
"14378","0","0","0","0","0","0","0","0","0","0","71"
"14379","0","0","1","0","0","0","0","0","0","0","71"
"14380","0","0","1","0","0","0","0","0","0","0","71"
"14381","0","0","0","0","0","0","0","0","1","0","71"
"14382","0","0","0","0","0","0","0","0","0","0","71"
"14383","0","0","0","0","0","0","0","0","0","0","71"
"14384","0","0","0","0","0","0","0","0","0","0","71"
"14385","0","0","1","0","0","0","0","0","0","0","71"
"14386","0","0","1","0","0","0","0","0","0","0","71"
"14387","0","0","0","0","0","0","0","0","1","0","71"
"14388","0","0","0","0","0","0","0","0","0","0","71"
"14389","0","0","1","0","0","0","0","0","0","0","71"
"14390","0","0","1","0","0","0","0","0","0","0","71"
"14391","0","0","0","0","0","0","0","0","0","1","71"
"14392","0","0","1","0","0","0","0","0","0","0","71"
"14393","0","0","0","0","0","0","0","0","0","0","71"
"14394","0","0","1","0","0","0","0","0","0","0","71"
"14395","1","0","0","0","0","0","0","0","0","0","71"
"14396","0","0","0","0","0","0","0","0","0","0","71"
"14397","0","0","1","0","0","0","0","0","0","0","71"
"14398","0","0","1","0","0","0","0","0","0","0","71"
"14399","0","0","0","0","0","0","0","0","0","0","71"
"14400","0","0","0","0","0","0","0","0","0","0","71"
"14551","0","0","0","0","0","0","0","1","0","0","1778"
"14552","0","0","0","0","0","0","0","0","0","1","1778"
"14553","0","0","0","0","0","0","0","0","0","1","1778"
"14554","0","0","0","0","0","0","0","1","0","0","1778"
"14555","0","0","0","0","0","0","0","0","0","0","1778"
"14556","0","0","0","0","0","0","0","1","0","0","1778"
"14557","0","0","0","0","0","0","0","0","0","0","1778"
"14558","0","0","0","0","0","0","0","0","0","0","1778"
"14559","0","0","0","0","0","0","0","1","0","0","1778"
"14560","0","0","0","0","0","0","0","0","0","0","1778"
"14561","0","0","0","0","0","0","0","0","0","0","1778"
"14562","0","0","0","0","0","0","0","0","0","1","1778"
"14563","0","0","0","0","0","0","0","0","1","0","1778"
"14564","0","0","0","0","0","0","0","0","0","0","1778"
"14565","0","0","0","0","0","0","0","1","0","0","1778"
"14566","0","0","0","0","0","0","0","0","0","1","1778"
"14567","0","0","0","0","0","0","0","1","0","0","1778"
"14568","0","0","0","0","0","0","0","0","0","0","1778"
"14569","0","0","0","0","0","0","0","0","0","1","1778"
"14570","0","0","0","0","0","0","0","0","0","0","1778"
"14571","0","0","0","0","0","0","0","0","0","1","1778"
"14572","0","0","0","0","0","0","0","0","0","1","1778"
"14573","0","0","0","0","0","0","0","0","0","1","1778"
"14574","0","0","0","0","0","0","0","0","0","1","1778"
"14575","0","0","0","0","0","0","0","1","0","0","1778"
"14576","0","0","0","0","0","0","0","0","0","0","1778"
"14577","0","0","0","0","0","0","0","0","0","0","1778"
"14578","0","0","0","0","0","0","0","0","0","1","1778"
"14579","0","0","0","0","0","0","0","0","0","1","1778"
"14580","0","0","0","0","0","0","0","1","0","0","1778"
"14581","0","0","0","0","0","0","0","1","1","1","1778"
"14582","0","0","0","0","0","0","0","1","1","0","1778"
"14583","0","0","0","0","0","0","0","0","0","1","1778"
"14584","0","0","0","0","0","0","0","0","0","1","1778"
"14585","0","0","0","0","0","0","0","1","0","0","1778"
"14586","0","0","0","0","0","0","0","1","0","0","1778"
"14587","0","0","0","0","0","0","0","0","0","0","1778"
"14588","0","0","0","0","0","0","0","0","0","0","1778"
"14589","0","0","0","0","0","0","0","0","0","0","1778"
"14590","0","0","0","0","0","0","0","1","0","0","1778"
"14591","0","0","0","0","0","0","0","1","0","0","1778"
"14592","0","0","0","0","0","0","0","0","0","0","1778"
"14593","0","0","0","0","0","0","0","1","0","0","1778"
"14594","0","0","0","0","0","0","0","1","1","1","1778"
"14595","0","0","0","0","0","0","0","1","0","0","1778"
"14596","1","1","0","0","0","0","0","1","0","0","1778"
"14597","0","0","0","0","0","0","0","0","0","1","1778"
"14598","0","0","0","0","0","0","0","1","0","0","1778"
"14599","1","0","0","0","0","0","0","1","0","1","1778"
"14600","0","0","0","0","0","0","0","1","0","0","1778"
"14601","0","0","0","0","0","0","0","0","0","0","1337"
"14602","0","0","0","0","0","0","0","0","0","0","1337"
"14603","0","0","0","0","0","0","0","0","0","0","1337"
"14604","0","0","0","0","0","0","0","0","0","0","1337"
"14605","0","0","0","0","0","0","0","0","0","0","1337"
"14606","0","0","0","0","0","0","0","0","0","0","1337"
"14607","0","0","0","1","0","0","0","0","0","0","1337"
"14608","0","0","0","0","0","0","0","0","0","0","1337"
"14609","0","0","0","0","0","0","0","0","0","0","1337"
"14610","0","0","0","0","0","0","0","1","0","0","1337"
"14611","0","0","0","0","0","1","0","0","0","0","1337"
"14612","0","0","0","0","0","0","0","1","0","0","1337"
"14613","0","0","0","0","0","0","0","1","0","0","1337"
"14614","0","0","0","0","0","0","0","0","0","0","1337"
"14615","0","0","0","0","0","0","0","0","0","0","1337"
"14616","0","0","0","0","0","0","0","0","0","0","1337"
"14617","0","0","0","0","0","0","0","0","0","0","1337"
"14618","0","0","0","0","0","0","0","0","0","0","1337"
"14619","0","0","0","0","0","0","0","0","0","0","1337"
"14620","0","0","0","0","0","0","0","0","0","0","1337"
"14621","0","0","0","0","0","0","0","0","0","0","1337"
"14622","0","0","0","0","0","0","0","0","0","0","1337"
"14623","0","0","0","0","0","0","0","0","0","0","1337"
"14624","0","0","0","0","0","0","0","0","0","0","1337"
"14625","0","0","0","0","0","0","0","0","0","0","1337"
"14626","0","0","0","0","0","0","0","0","0","0","1337"
"14627","0","0","0","0","0","0","0","0","0","0","1337"
"14628","0","0","0","0","0","0","0","0","0","0","1337"
"14629","0","0","0","0","0","0","0","0","0","0","1337"
"14630","0","0","0","0","0","0","0","1","0","0","1337"
"14631","0","0","0","0","0","0","0","0","0","0","1337"
"14632","0","0","0","0","0","0","0","1","0","0","1337"
"14633","0","0","0","0","0","0","0","0","0","1","1337"
"14634","0","0","0","0","0","0","0","0","0","0","1337"
"14635","0","0","0","0","0","0","0","0","0","0","1337"
"14636","0","0","0","0","0","0","0","0","0","0","1337"
"14637","0","0","0","0","0","0","0","0","0","0","1337"
"14638","0","0","0","0","0","0","0","0","0","0","1337"
"14639","0","0","0","0","0","0","0","0","0","0","1337"
"14640","0","0","0","0","0","0","0","0","0","0","1337"
"14641","0","0","0","1","0","0","0","0","0","0","1337"
"14642","0","0","0","0","0","0","0","0","0","0","1337"
"14643","0","0","0","1","0","0","0","0","0","0","1337"
"14644","0","0","0","0","0","0","0","0","0","0","1337"
"14645","0","0","0","0","0","0","0","0","0","0","1337"
"14646","0","0","0","0","0","0","0","0","0","0","1337"
"14647","0","0","0","0","0","0","0","0","0","0","1337"
"14648","0","0","0","0","0","0","0","0","0","0","1337"
"14649","0","0","0","0","0","0","0","0","0","0","1337"
"14650","0","0","0","0","0","0","0","0","0","0","1337"
"14651","0","0","0","0","0","0","0","0","1","0","72"
"14652","0","0","0","1","0","0","0","1","0","0","72"
"14653","0","0","0","0","0","0","0","1","0","0","72"
"14654","0","0","0","0","0","0","0","0","1","0","72"
"14655","0","0","0","0","0","0","0","1","0","0","72"
"14656","0","0","0","0","0","0","0","1","1","0","72"
"14657","0","0","0","0","0","0","0","1","0","1","72"
"14658","0","0","1","0","0","0","0","1","0","0","72"
"14659","0","0","0","0","0","0","0","1","1","0","72"
"14660","0","0","0","0","0","0","0","1","0","0","72"
"14661","0","0","1","0","0","0","0","1","0","0","72"
"14662","0","0","0","0","0","0","0","1","0","1","72"
"14663","1","0","0","0","0","0","0","1","0","1","72"
"14664","0","0","0","0","0","0","0","1","0","0","72"
"14665","0","0","0","0","0","0","0","1","0","0","72"
"14666","0","0","0","0","0","0","0","0","0","0","72"
"14667","0","0","1","0","0","0","0","1","1","0","72"
"14668","0","0","1","0","0","0","0","0","0","0","72"
"14669","0","0","0","0","0","0","0","1","0","0","72"
"14670","0","0","1","0","0","0","0","1","0","0","72"
"14671","0","0","0","0","0","0","0","1","0","0","72"
"14672","0","0","0","0","0","0","0","1","0","0","72"
"14673","0","0","0","0","0","0","0","1","0","0","72"
"14674","0","0","0","0","0","0","0","1","0","0","72"
"14675","0","0","0","0","0","0","0","1","0","1","72"
"14676","0","0","1","0","0","0","0","1","0","0","72"
"14677","0","0","0","0","0","0","0","1","0","0","72"
"14678","0","0","0","0","0","0","0","1","0","0","72"
"14679","0","0","0","0","0","0","0","0","0","0","72"
"14680","0","0","0","0","0","0","0","1","0","0","72"
"14681","0","0","0","0","0","0","0","1","0","0","72"
"14682","0","0","0","0","0","0","0","0","0","1","72"
"14683","0","0","0","0","0","0","0","1","0","0","72"
"14684","0","0","0","0","0","0","0","0","0","0","72"
"14685","0","0","0","0","0","0","0","1","0","0","72"
"14686","0","0","0","0","0","0","0","1","0","0","72"
"14687","0","0","1","0","0","0","0","0","0","0","72"
"14688","0","0","0","0","0","0","0","1","0","0","72"
"14689","0","0","0","0","0","0","0","1","0","0","72"
"14690","0","0","0","1","0","0","0","1","0","0","72"
"14691","0","0","0","1","0","0","0","1","0","0","72"
"14692","0","0","0","0","0","0","0","1","0","0","72"
"14693","0","0","0","0","0","0","0","0","0","0","72"
"14694","0","0","0","0","0","0","0","1","0","0","72"
"14695","0","0","0","0","0","0","0","0","0","0","72"
"14696","0","0","0","0","0","0","0","1","0","0","72"
"14697","0","0","0","0","0","0","0","0","0","0","72"
"14698","0","0","0","0","0","0","0","1","0","0","72"
"14699","0","0","0","0","0","0","0","1","0","0","72"
"14700","0","0","0","1","0","0","0","1","0","0","72"
"14801","0","0","0","0","0","0","0","1","0","0","2177"
"14802","0","0","0","0","0","0","0","0","0","1","2177"
"14803","1","0","0","0","0","0","0","0","0","1","2177"
"14804","0","0","0","0","0","0","0","1","0","0","2177"
"14805","0","0","0","1","0","0","0","0","0","0","2177"
"14806","1","0","0","0","0","0","0","0","0","1","2177"
"14807","1","0","1","0","0","0","0","1","0","1","2177"
"14808","0","0","0","0","0","0","0","0","0","1","2177"
"14809","0","0","0","0","0","0","0","1","0","0","2177"
"14810","0","0","0","0","0","0","0","0","0","1","2177"
"14811","0","0","0","0","0","0","0","0","0","0","2177"
"14812","0","0","0","0","0","0","0","0","0","0","2177"
"14813","0","0","1","0","0","0","0","0","0","1","2177"
"14814","0","0","0","0","0","0","0","1","0","1","2177"
"14815","0","0","0","0","0","0","0","1","0","0","2177"
"14816","0","0","0","0","0","0","0","1","0","1","2177"
"14817","0","0","0","0","0","0","0","0","0","0","2177"
"14818","0","0","0","0","0","0","0","1","0","1","2177"
"14819","0","0","0","0","0","0","0","1","0","0","2177"
"14820","0","0","0","0","0","0","0","0","0","1","2177"
"14821","0","0","0","0","0","0","0","1","0","0","2177"
"14822","0","0","0","0","0","0","0","0","0","0","2177"
"14823","0","0","0","0","0","0","0","0","0","0","2177"
"14824","1","0","0","0","0","0","0","0","0","1","2177"
"14825","0","0","0","0","0","0","0","1","0","1","2177"
"14826","0","0","0","0","0","0","0","1","0","0","2177"
"14827","0","0","0","0","0","0","0","1","0","0","2177"
"14828","0","0","0","0","0","0","0","0","0","0","2177"
"14829","0","0","0","0","0","0","0","1","0","0","2177"
"14830","0","0","0","0","0","0","0","1","0","0","2177"
"14831","0","0","0","0","0","0","0","1","0","0","2177"
"14832","0","0","0","0","0","0","0","0","0","0","2177"
"14833","0","0","0","0","0","0","0","1","0","0","2177"
"14834","0","0","0","0","0","0","0","0","0","1","2177"
"14835","0","0","0","0","0","0","0","0","0","1","2177"
"14836","0","0","0","0","0","0","0","1","0","0","2177"
"14837","0","0","0","0","0","0","0","1","0","0","2177"
"14838","0","0","0","0","0","0","0","1","0","0","2177"
"14839","0","0","0","1","0","0","0","0","0","0","2177"
"14840","0","0","0","0","0","0","0","1","0","0","2177"
"14841","0","0","0","0","0","0","0","1","0","0","2177"
"14842","0","0","0","0","0","0","0","1","0","0","2177"
"14843","0","0","0","0","0","0","0","1","0","0","2177"
"14844","0","0","0","0","0","0","0","1","0","0","2177"
"14845","0","0","0","0","0","0","0","1","0","0","2177"
"14846","0","0","0","0","0","0","0","0","0","1","2177"
"14847","0","0","0","0","0","0","0","1","0","0","2177"
"14848","0","0","0","0","0","0","0","0","0","1","2177"
"14849","0","0","0","0","0","0","0","0","0","0","2177"
"14850","0","0","0","0","0","0","0","1","0","1","2177"
"15001","0","0","0","0","0","0","0","1","0","0","13"
"15002","0","0","0","0","0","0","0","1","0","0","13"
"15003","0","0","0","0","0","0","0","0","0","0","13"
"15004","0","0","0","0","0","0","0","0","0","0","13"
"15005","0","0","0","0","0","0","0","0","0","0","13"
"15006","1","0","0","0","0","0","0","0","0","0","13"
"15007","0","0","0","0","0","0","0","1","0","0","13"
"15008","0","0","0","0","0","0","0","0","0","0","13"
"15009","0","0","0","0","0","1","0","1","0","0","13"
"15010","0","0","0","0","0","0","0","0","0","0","13"
"15011","0","0","0","0","0","0","0","0","0","0","13"
"15012","0","0","0","0","0","0","0","1","0","0","13"
"15013","0","0","0","0","0","0","0","1","0","0","13"
"15014","0","0","0","1","0","0","0","0","0","0","13"
"15015","0","0","0","0","0","0","0","0","0","0","13"
"15016","0","0","0","1","0","0","0","1","0","0","13"
"15017","0","0","0","0","0","0","0","1","0","0","13"
"15018","0","0","0","0","0","0","0","1","0","0","13"
"15019","0","0","0","0","0","0","0","0","0","0","13"
"15020","0","0","0","0","0","0","0","1","0","0","13"
"15021","0","0","0","0","0","0","0","0","0","0","13"
"15022","0","0","0","1","1","0","0","0","0","0","13"
"15023","0","0","0","0","0","0","0","0","0","0","13"
"15024","0","0","0","0","0","0","0","1","0","0","13"
"15025","0","0","0","0","1","0","0","0","0","0","13"
"15026","0","0","0","0","0","0","0","1","0","0","13"
"15027","0","0","0","0","0","0","0","1","0","0","13"
"15028","0","0","0","0","0","0","0","0","0","0","13"
"15029","0","0","0","0","0","0","0","0","0","1","13"
"15030","0","0","0","0","0","0","0","0","0","0","13"
"15031","0","0","0","0","0","0","0","0","0","0","13"
"15032","0","0","0","0","0","0","0","1","0","0","13"
"15033","0","0","0","0","0","0","0","0","0","0","13"
"15034","0","0","0","0","0","0","0","1","0","0","13"
"15035","1","0","0","0","0","0","0","0","0","0","13"
"15036","0","0","0","0","0","0","0","1","0","0","13"
"15037","0","0","0","0","0","0","0","1","0","0","13"
"15038","0","0","0","0","0","0","0","1","0","0","13"
"15039","0","0","0","0","0","0","0","0","0","0","13"
"15040","0","0","0","0","0","0","0","0","0","0","13"
"15041","0","0","0","0","0","0","0","0","0","0","13"
"15042","0","0","0","0","0","0","0","1","0","0","13"
"15043","0","0","0","0","0","0","0","1","0","0","13"
"15044","0","0","0","0","0","0","0","1","0","0","13"
"15045","0","0","0","0","0","0","0","0","0","0","13"
"15046","0","0","0","0","0","0","0","0","0","0","13"
"15047","0","0","0","0","0","0","0","0","0","0","13"
"15048","0","0","0","0","0","0","0","1","0","0","13"
"15049","0","0","0","0","0","0","0","1","0","0","13"
"15050","0","0","0","0","0","0","0","1","0","0","13"
"15601","0","0","0","0","0","0","0","0","0","0","251"
"15602","0","0","0","0","0","0","0","1","0","0","251"
"15603","0","0","0","0","0","0","0","0","0","0","251"
"15604","0","0","0","0","0","0","0","1","0","0","251"
"15605","0","0","0","0","0","0","0","0","0","0","251"
"15606","0","0","0","0","0","0","0","0","0","0","251"
"15607","0","0","0","0","0","0","0","0","0","0","251"
"15608","0","0","0","0","0","0","0","0","0","0","251"
"15609","0","0","0","0","0","0","0","0","0","0","251"
"15610","0","0","0","0","0","0","0","0","0","0","251"
"15611","0","0","0","0","0","0","0","0","0","0","251"
"15612","0","0","0","0","0","0","0","0","0","0","251"
"15613","0","0","0","0","0","0","0","0","0","0","251"
"15614","0","0","0","0","0","0","0","0","0","0","251"
"15615","0","0","0","0","0","0","0","0","0","0","251"
"15616","0","0","0","0","0","0","0","0","0","0","251"
"15617","0","0","0","0","0","0","0","0","0","0","251"
"15618","0","0","0","0","0","0","0","0","0","0","251"
"15619","0","0","0","0","0","0","0","0","0","0","251"
"15620","0","0","0","0","0","0","0","0","0","0","251"
