"","Sex","Age","Married","Income","HoursWk","Race","USCitizen","HealthInsurance","Language"
"605",0,50,1,0,NA,"other",1,0,1
"606",1,38,1,80,40,"white",1,1,0
"607",0,16,0,0,NA,"white",1,1,0
"608",0,55,1,6,40,"white",1,1,0
"609",1,49,1,45.6,35,"white",1,1,0
"610",0,2,0,NA,NA,"white",1,1,0
"611",0,78,0,0,NA,"white",1,1,0
"612",1,6,0,NA,NA,"white",1,1,0
"613",0,52,1,16,15,"white",1,1,1
"614",0,37,1,13,40,"white",1,1,1
"615",1,58,1,36,40,"white",1,1,0
"616",0,3,0,NA,NA,"white",1,1,0
"617",0,69,1,0,NA,"asian",1,1,1
"618",0,66,1,48,40,"white",1,1,0
"619",0,53,1,55,40,"asian",1,1,1
"620",0,82,0,0,NA,"white",1,1,0
"621",0,5,0,NA,NA,"asian",1,1,0
"622",1,24,0,48,48,"other",1,1,1
"623",1,1,0,NA,NA,"black",1,1,0
"624",1,35,1,40,40,"white",1,0,0
"625",0,25,1,40,40,"white",1,1,0
"626",1,36,1,80,80,"other",1,1,0
"627",0,13,0,NA,NA,"white",1,1,0
"628",0,68,0,13,24,"white",1,1,0
"629",1,63,1,0,NA,"asian",0,1,1
"630",1,5,0,NA,NA,"black",1,1,0
"631",0,47,1,23.6,40,"white",1,1,0
"632",0,25,0,26.9,40,"white",1,1,0
"633",0,48,1,8.5,40,"white",1,1,0
"634",0,63,1,26,40,"asian",1,1,1
"635",0,3,0,NA,NA,"other",1,1,0
"636",1,6,0,NA,NA,"white",1,1,0
"637",0,41,1,0,NA,"white",0,0,1
"638",0,4,0,NA,NA,"white",1,1,0
"639",0,16,0,0,NA,"white",1,1,0
"640",0,25,0,15,60,"asian",1,1,1
"641",1,64,0,20,40,"white",1,1,0
"642",0,61,1,0,30,"white",1,0,0
"643",1,21,0,25,24,"asian",1,1,1
"644",0,29,0,40,40,"white",1,1,0
"645",0,0,0,NA,NA,"white",1,1,0
"646",1,72,1,0,NA,"white",1,1,0
"647",0,53,0,176,50,"white",1,1,0
"648",0,19,0,6.6,15,"black",1,1,0
"649",0,19,0,9.6,32,"white",1,1,0
"650",1,53,1,5,16,"asian",1,0,1
"651",1,38,1,0,NA,"white",1,0,0
"652",1,49,1,294,80,"white",1,1,0
"653",1,9,0,NA,NA,"white",1,1,0
"654",1,65,1,15,40,"other",0,1,1
"655",1,56,1,0,NA,"black",1,1,0
"656",0,41,1,12.5,25,"white",1,1,1
"657",1,53,1,83,40,"black",1,1,0
"658",1,80,1,0,NA,"white",1,1,0
"659",0,67,1,10,40,"white",1,1,0
"660",0,65,0,28,40,"white",1,1,0
"661",1,10,0,NA,NA,"white",1,1,0
"662",1,48,0,24,30,"asian",1,1,0
"663",0,64,0,40,40,"white",1,1,0
"664",1,11,0,NA,NA,"asian",1,1,1
"665",0,35,1,0,NA,"white",0,1,1
"666",1,37,0,1.5,25,"white",1,1,0
"667",0,5,0,NA,NA,"black",1,1,0
"668",0,9,0,NA,NA,"black",1,0,1
"669",0,41,1,0.85,5,"white",1,1,0
"670",1,41,1,55,40,"white",1,1,0
"671",0,18,0,5,37,"white",1,1,1
"672",1,66,1,0,NA,"white",1,1,0
"673",0,39,1,76,42,"white",1,1,0
"674",0,14,0,NA,NA,"white",1,1,1
"675",1,42,0,0,NA,"white",1,1,0
"676",0,77,0,0,NA,"black",1,1,0
"677",1,27,1,45,40,"white",1,1,0
"678",0,37,1,97,40,"asian",1,1,1
"679",1,38,1,6,60,"white",1,1,0
"680",1,23,0,17.5,40,"white",1,1,0
"681",0,56,1,32,45,"white",1,1,0
"682",0,56,1,3.2,20,"white",1,0,0
"683",0,49,1,30,32,"white",1,1,0
"684",1,82,0,0,NA,"white",1,1,0
"685",0,16,0,0,NA,"white",1,1,0
"686",0,38,1,20,30,"white",0,1,1
"687",1,42,1,27,60,"white",1,1,0
"688",0,70,1,0,NA,"white",1,1,0
"689",1,11,0,NA,NA,"white",1,1,0
"690",0,27,1,12,40,"white",0,0,1
"691",0,41,1,0,NA,"white",0,1,1
"692",1,27,1,24,40,"other",1,1,1
"693",1,49,1,93,40,"white",1,1,0
"694",0,41,0,18.5,40,"black",1,1,0
"695",0,73,0,0,NA,"white",1,1,0
"696",0,12,0,NA,NA,"white",1,0,0
"697",1,66,1,38.8,40,"white",1,1,0
"698",0,75,0,0,NA,"other",1,1,1
"699",0,24,0,18.7,40,"white",1,0,0
"700",0,22,0,5.8,30,"white",1,1,0
"701",0,67,1,0,NA,"white",1,1,0
"702",0,12,0,NA,NA,"white",1,1,0
"703",1,61,1,0,NA,"white",1,1,0
"704",1,49,1,71,40,"white",1,1,0
"705",0,45,0,0,NA,"white",1,1,0
"706",0,14,0,NA,NA,"black",1,1,0
"707",1,87,1,0,NA,"white",1,1,0
"708",0,25,0,10.8,30,"black",1,1,0
"709",0,78,1,0,NA,"white",1,1,1
"710",1,52,1,0,60,"black",1,1,0
"711",0,48,1,70,55,"white",1,1,0
"712",0,43,0,0,NA,"black",1,1,0
"713",0,52,1,0,NA,"asian",1,1,0
"714",0,8,0,NA,NA,"white",1,1,0
"715",1,61,0,0,NA,"white",1,1,1
"716",0,47,1,110,48,"white",1,1,0
"717",0,21,1,17,45,"black",1,1,0
"718",0,27,1,28,32,"other",1,0,1
"719",0,20,0,0.45,25,"white",1,1,0
"720",0,27,1,40,40,"asian",1,1,1
"721",1,49,1,24,45,"white",0,1,1
"722",0,45,0,2,23,"white",1,0,0
"723",1,18,0,0.96,16,"white",1,1,0
"724",1,14,0,NA,NA,"black",1,1,0
"725",1,20,0,12,22,"white",1,1,1
"726",0,47,1,12,40,"white",1,1,0
"727",0,32,1,40,45,"white",1,1,0
"728",0,12,0,NA,NA,"white",1,1,0
"729",0,30,0,0,NA,"white",1,1,0
"730",1,49,1,50,40,"white",1,1,0
"731",1,70,1,0,NA,"white",1,1,0
"732",0,18,0,17.5,32,"white",1,1,0
"733",1,58,1,0,NA,"white",1,1,0
"734",0,12,0,NA,NA,"white",1,1,0
"735",1,85,1,0,NA,"white",1,1,0
"736",0,26,0,95,60,"white",1,1,0
"737",1,44,0,75,40,"white",1,1,0
"738",1,44,1,1.8,20,"white",1,0,0
"739",1,43,1,50,40,"white",1,1,0
"740",1,63,0,72,44,"white",1,1,0
"741",0,52,0,0,NA,"white",1,1,0
"742",0,38,0,0,NA,"white",1,0,0
"743",1,18,0,0,NA,"white",1,1,0
"744",1,40,1,30,60,"white",1,1,0
"745",1,74,1,4.6,25,"white",1,1,0
"746",0,53,1,7.2,24,"white",1,1,0
"747",1,61,1,0,NA,"white",1,1,0
"748",0,34,1,0,40,"white",1,1,0
"749",1,57,1,60,40,"white",1,1,0
"750",0,35,1,0,NA,"other",0,0,1
"751",1,66,1,84,32,"white",1,1,0
"752",0,52,1,0,NA,"other",1,1,0
"753",1,21,0,0,NA,"black",1,0,0
"754",0,8,0,NA,NA,"white",1,1,0
"755",1,36,1,15,40,"black",0,0,1
"756",1,10,0,NA,NA,"black",1,0,0
"757",0,57,0,0,NA,"white",1,0,0
"758",1,4,0,NA,NA,"white",1,1,0
"759",0,79,1,0,NA,"white",1,1,0
"760",0,43,0,72,50,"white",1,1,0
"761",1,24,0,0,NA,"white",1,0,1
"762",1,68,1,0,NA,"black",1,1,0
"763",1,67,1,0,NA,"white",1,1,0
"764",0,74,0,1,10,"white",1,1,0
"765",1,19,0,0,NA,"other",1,1,1
"766",1,62,1,48,40,"white",1,1,0
"767",0,19,0,6,40,"white",1,1,0
"768",0,49,1,28.6,28,"white",1,0,0
"769",1,68,1,0,NA,"white",1,1,0
"770",0,5,0,NA,NA,"white",1,0,0
"771",0,36,0,18,20,"white",1,1,0
"772",0,32,1,0,NA,"asian",0,1,1
"773",0,34,1,0,NA,"white",1,1,0
"774",0,43,1,55,40,"white",1,1,1
"775",1,87,1,0,NA,"white",1,1,0
"776",0,79,0,0,NA,"white",1,1,0
"777",1,46,0,0,NA,"white",1,1,0
"778",1,31,1,200,40,"asian",0,1,0
"779",0,9,0,NA,NA,"black",1,1,0
"780",1,21,0,26,40,"white",1,1,0
"781",1,40,0,45,40,"white",1,1,0
"782",0,62,0,0,NA,"white",1,1,0
"783",1,64,0,30,42,"white",1,1,0
"784",1,33,1,0,NA,"white",1,1,0
"785",0,88,0,0,NA,"white",1,1,0
"786",0,59,1,30,40,"asian",1,1,0
"787",1,56,1,2.8,18,"white",1,1,0
"788",0,32,0,12,40,"white",1,0,0
"789",1,8,0,NA,NA,"white",1,1,0
"790",1,54,0,0,NA,"white",1,0,0
"791",0,5,0,NA,NA,"white",1,0,0
"792",0,46,0,0,NA,"other",0,1,1
"793",1,58,1,175,50,"white",1,1,0
"794",0,58,0,18,29,"white",1,0,0
"795",0,51,0,0,40,"white",1,1,0
"796",1,80,1,0,NA,"white",1,1,0
"797",1,66,0,25,50,"other",1,1,1
"798",0,50,1,40,40,"black",1,1,1
"799",0,63,1,0,NA,"white",1,1,0
"800",1,30,0,48.8,60,"white",1,0,0
"801",0,50,1,10,40,"white",1,0,0
"802",0,16,0,0,NA,"black",1,0,0
"803",1,59,0,24,40,"other",1,1,0
"804",0,48,1,68,40,"black",0,1,1
"805",0,54,0,1.1,4,"white",1,1,0
"806",0,29,1,48,40,"white",1,1,0
"807",0,28,1,0,12,"white",1,1,0
"808",0,11,0,NA,NA,"white",1,1,0
"809",0,14,0,NA,NA,"white",1,1,0
"810",1,16,0,0.5,12,"white",1,1,0
"811",0,6,0,NA,NA,"black",1,1,0
"812",1,43,0,382,50,"white",1,1,0
"813",1,38,0,60,45,"other",1,1,1
"814",0,4,0,NA,NA,"white",1,1,0
"815",0,0,0,NA,NA,"asian",1,1,0
"816",0,58,1,17,30,"white",1,1,0
"817",0,33,0,0,NA,"other",0,0,1
"818",1,17,0,10.8,30,"white",1,1,0
"819",1,33,1,53,45,"white",1,1,0
"820",1,39,0,0,NA,"black",1,0,0
"821",0,41,0,29,40,"white",1,1,0
"822",0,34,1,68,41,"white",1,1,0
"823",1,41,0,16,40,"other",1,1,0
"824",1,36,1,102,15,"white",1,1,0
"825",0,51,0,0,NA,"black",1,1,0
"826",0,61,0,80,40,"black",1,1,0
"827",1,94,0,0,NA,"white",1,1,0
"828",0,38,0,7.5,39,"white",1,1,0
"829",0,54,1,3,13,"white",1,1,0
"830",0,24,0,36,41,"white",1,1,0
"831",1,20,0,10,30,"other",1,0,1
"832",1,15,0,0,NA,"black",1,1,0
"833",0,49,1,40,40,"white",1,1,0
"834",1,18,0,0,NA,"white",1,1,0
"835",0,54,0,85,40,"white",1,1,0
"836",0,42,1,10,25,"white",1,1,0
"837",0,31,1,75,60,"white",0,1,0
"838",0,6,0,NA,NA,"other",1,1,1
"839",1,82,1,0,NA,"white",1,1,0
"840",0,88,0,0,NA,"white",1,1,0
"841",0,61,0,0,NA,"white",1,0,0
"842",0,24,0,9.5,20,"white",1,1,0
"843",0,15,0,0,NA,"other",1,1,1
"844",0,76,1,0,NA,"white",1,1,0
"845",0,64,0,0,NA,"white",1,1,0
"846",1,2,0,NA,NA,"white",1,1,0
"847",0,0,0,NA,NA,"white",1,1,0
"848",1,1,0,NA,NA,"white",1,1,0
"849",1,12,0,NA,NA,"white",1,1,0
"850",0,40,0,45,40,"white",0,0,1
"851",0,26,1,28,80,"white",1,1,0
"852",1,83,1,0,NA,"white",1,1,0
"853",0,54,1,12,24,"white",1,1,0
"854",0,22,0,12,40,"white",1,1,0
"855",1,53,1,86,40,"black",1,1,0
"856",1,54,1,0,NA,"white",1,1,0
"857",0,48,1,27.5,40,"white",1,1,0
"858",1,43,1,100,45,"white",1,1,0
"859",0,66,1,0,NA,"white",1,1,0
"860",1,58,1,70,40,"white",1,1,0
"861",1,75,1,0,NA,"white",1,1,0
"862",1,14,0,NA,NA,"white",1,1,0
"863",1,66,1,24.5,15,"white",1,1,0
"864",0,74,1,0,NA,"white",1,1,0
"865",0,74,0,13,35,"black",1,1,0
"866",1,38,1,0,60,"white",1,1,0
"867",1,69,1,0,NA,"white",1,1,0
"868",0,85,0,0,NA,"black",1,1,0
"869",0,61,1,108,40,"white",1,1,0
"870",0,33,1,0,NA,"white",1,1,0
"871",0,38,1,17.7,30,"other",0,0,1
"872",1,68,0,0,NA,"white",1,1,1
"873",1,21,1,2.5,30,"white",1,0,0
"874",1,26,0,0,60,"white",1,0,0
"875",0,17,0,0,NA,"white",1,1,0
"876",1,69,0,0,NA,"white",1,1,0
"877",0,36,1,97,40,"white",1,1,0
"878",0,28,0,80,45,"white",1,1,0
"879",0,44,1,0,NA,"white",1,0,0
"880",0,24,0,24,40,"other",1,1,1
"881",1,56,0,1.2,40,"black",1,0,0
"882",1,65,1,0,NA,"asian",1,1,1
"883",0,32,0,14.4,23,"black",1,0,0
"884",1,22,1,8.4,40,"white",1,1,0
"885",0,57,0,84,40,"white",1,1,0
"886",1,45,1,24,40,"white",1,1,0
"887",0,84,0,0,NA,"white",1,1,0
"888",1,43,1,18.7,40,"white",0,1,1
"889",0,42,1,4,10,"white",1,1,0
"890",0,82,0,0,NA,"white",1,1,0
"891",0,41,0,4.7,40,"other",1,1,0
"892",1,45,1,24,40,"white",1,1,0
"893",0,50,1,20.9,40,"white",0,1,1
"894",0,42,0,65,40,"white",1,1,0
"895",0,77,1,0,NA,"white",1,1,0
"896",0,93,1,0,NA,"black",1,1,0
"897",0,66,1,17.4,22,"white",1,1,0
"898",0,19,0,3.6,15,"asian",1,1,0
"899",1,15,0,0,NA,"other",1,1,1
"900",0,50,1,19.5,32,"white",1,1,0
"901",1,3,0,NA,NA,"black",1,1,0
"902",0,37,1,51,40,"asian",1,1,1
"903",1,40,1,50,40,"white",1,1,0
"904",0,53,1,12,40,"white",1,1,0
"905",0,67,1,0,NA,"white",1,1,0
"906",0,33,0,38,40,"white",1,1,0
"907",1,61,1,46,45,"white",1,1,0
"908",0,41,1,0,NA,"white",1,0,0
"909",0,50,0,54,40,"white",1,1,0
"910",1,44,1,12,60,"asian",0,0,1
"911",1,71,1,0,NA,"white",1,1,0
"912",1,29,1,66,53,"white",1,1,0
"913",0,57,1,0,NA,"white",0,1,1
"914",0,29,1,0,NA,"white",1,1,0
"915",0,89,1,0,NA,"white",1,1,0
"916",0,10,0,NA,NA,"black",1,1,0
"917",1,17,0,2,32,"white",1,1,0
"918",0,56,1,10.6,25,"white",1,1,0
"919",1,14,0,NA,NA,"white",1,1,0
"920",0,22,0,20,40,"white",1,1,0
"921",0,45,0,77,60,"white",1,1,0
"922",0,54,1,40,36,"asian",1,0,1
"923",1,9,0,NA,NA,"white",1,1,0
"924",1,43,1,35,50,"white",1,1,0
"925",1,27,0,160,50,"white",1,1,0
"926",1,9,0,NA,NA,"white",1,0,0
"927",1,2,0,NA,NA,"white",1,1,0
"928",0,43,0,36,40,"white",1,1,0
"929",0,4,0,NA,NA,"white",1,1,0
"930",1,61,0,0,NA,"white",1,1,0
"931",0,66,1,0,NA,"white",1,1,0
"932",1,24,0,20,20,"white",1,1,0
"933",1,37,0,103,40,"white",1,1,1
"934",0,59,1,0,NA,"other",1,1,0
"935",0,79,0,0,NA,"white",1,1,0
"936",1,5,0,NA,NA,"white",1,1,0
"937",1,69,1,0,NA,"black",1,1,0
"938",0,38,0,0,NA,"black",1,1,0
"939",1,76,1,0,NA,"white",1,1,0
"940",0,51,0,23,25,"white",1,1,0
"941",0,8,0,NA,NA,"black",1,1,0
"942",0,77,0,0,NA,"white",1,1,0
"943",0,50,0,0,NA,"asian",1,1,1
"944",0,64,1,0,NA,"white",0,0,1
"945",0,87,0,0,NA,"white",1,1,0
"946",0,70,1,0,NA,"white",1,1,0
"947",0,45,0,25,40,"white",1,1,0
"948",0,46,1,98,40,"white",1,1,0
"949",1,22,0,0,NA,"other",0,0,1
"950",0,78,1,0,NA,"white",1,1,0
"951",1,8,0,NA,NA,"black",1,1,0
"952",1,60,1,0,84,"white",1,1,0
"953",0,11,0,NA,NA,"black",1,1,0
"954",1,60,0,0,20,"white",1,1,0
"955",1,8,0,NA,NA,"black",1,0,0
"956",1,21,0,25,40,"white",1,1,0
"957",1,16,0,0,NA,"white",1,1,0
"958",0,69,0,0,NA,"black",1,1,0
"959",1,39,1,0,NA,"other",0,0,1
"960",1,18,0,3.8,40,"white",1,1,0
"961",1,58,1,0,NA,"black",1,1,0
"962",0,64,1,0,NA,"white",1,1,1
"963",0,12,0,NA,NA,"other",1,1,1
"964",0,40,1,0,NA,"white",1,1,1
"965",1,15,0,0,NA,"white",1,1,0
"966",1,35,0,70,50,"white",1,0,0
"967",0,55,1,0,NA,"white",1,1,0
"968",0,53,1,0,NA,"white",1,0,0
"969",0,33,1,0,NA,"white",1,1,0
"970",1,64,1,0,NA,"white",1,1,0
"971",0,38,1,18,24,"white",1,1,0
"972",1,8,0,NA,NA,"black",1,0,0
"973",0,2,0,NA,NA,"white",1,1,0
"974",1,68,1,15.6,40,"white",0,1,1
"975",1,61,1,0,NA,"white",1,1,0
"976",1,30,0,25,40,"other",0,0,1
"977",0,20,0,1,15,"white",1,0,1
"978",1,63,0,0,NA,"white",1,1,0
"979",1,53,0,49.4,60,"white",1,1,0
"980",1,13,0,NA,NA,"asian",1,1,0
"981",0,51,1,22,40,"white",1,1,0
"982",1,12,0,NA,NA,"white",1,1,0
"983",0,46,0,33,40,"white",1,1,0
"984",1,50,0,21.9,40,"white",1,1,0
"985",0,45,0,42,32,"white",1,1,0
"986",1,35,0,70,72,"white",1,1,0
"987",0,50,1,6,40,"white",1,0,0
"988",0,35,0,0,NA,"white",1,1,0
"989",1,5,0,NA,NA,"white",1,1,0
"990",1,30,0,74,37,"white",1,0,0
"991",0,3,0,NA,NA,"black",1,1,0
"992",1,35,0,111,40,"asian",1,1,0
"993",1,49,1,120,56,"white",1,1,0
"994",0,50,1,32,40,"white",1,1,0
"995",0,30,0,20,13,"white",1,0,1
"996",0,30,1,23.7,30,"white",0,0,1
"997",0,30,0,30,30,"black",1,1,0
"998",1,39,1,15,38,"white",1,0,0
"999",0,5,0,NA,NA,"white",1,1,0
"1000",0,20,0,3.2,24,"white",1,0,0
