"","Count","Phat"
"1498",104,0.52
"1499",107,0.535
"1500",88,0.44
"1501",101,0.505
"1502",102,0.51
"1503",110,0.55
"1504",109,0.545
"1505",92,0.46
"1506",111,0.555
"1507",98,0.49
"1508",107,0.535
"1509",101,0.505
"1510",107,0.535
"1511",103,0.515
"1512",105,0.525
"1513",105,0.525
"1514",100,0.5
"1515",109,0.545
"1516",96,0.48
"1517",102,0.51
"1518",106,0.53
"1519",103,0.515
"1520",91,0.455
"1521",105,0.525
"1522",95,0.475
"1523",103,0.515
"1524",103,0.515
"1525",108,0.54
"1526",110,0.55
"1527",104,0.52
"1528",96,0.48
"1529",99,0.495
"1530",111,0.555
"1531",103,0.515
"1532",102,0.51
"1533",102,0.51
"1534",111,0.555
"1535",110,0.55
"1536",104,0.52
"1537",98,0.49
"1538",101,0.505
"1539",96,0.48
"1540",108,0.54
"1541",94,0.47
"1542",107,0.535
"1543",95,0.475
"1544",94,0.47
"1545",98,0.49
"1546",102,0.51
"1547",103,0.515
"1548",100,0.5
"1549",110,0.55
"1550",101,0.505
"1551",95,0.475
"1552",104,0.52
"1553",108,0.54
"1554",115,0.575
"1555",113,0.565
"1556",98,0.49
"1557",110,0.55
"1558",98,0.49
"1559",89,0.445
"1560",96,0.48
"1561",105,0.525
"1562",106,0.53
"1563",107,0.535
"1564",107,0.535
"1565",93,0.465
"1566",104,0.52
"1567",89,0.445
"1568",92,0.46
"1569",104,0.52
"1570",102,0.51
"1571",99,0.495
"1572",108,0.54
"1573",93,0.465
"1574",96,0.48
"1575",98,0.49
"1576",110,0.55
"1577",105,0.525
"1578",108,0.54
"1579",102,0.51
"1580",94,0.47
"1581",106,0.53
"1582",98,0.49
"1583",115,0.575
"1584",87,0.435
"1585",96,0.48
"1586",100,0.5
"1587",97,0.485
"1588",101,0.505
"1589",103,0.515
"1590",88,0.44
"1591",100,0.5
"1592",103,0.515
"1593",101,0.505
"1594",110,0.55
"1595",96,0.48
"1596",92,0.46
"1597",97,0.485
"1598",107,0.535
"1599",103,0.515
"1600",90,0.45
"1601",105,0.525
"1602",86,0.43
"1603",94,0.47
"1604",106,0.53
"1605",116,0.58
"1606",96,0.48
"1607",107,0.535
"1608",103,0.515
"1609",98,0.49
"1610",111,0.555
"1611",104,0.52
"1612",102,0.51
"1613",99,0.495
"1614",98,0.49
"1615",106,0.53
"1616",108,0.54
"1617",107,0.535
"1618",96,0.48
"1619",94,0.47
"1620",100,0.5
"1621",97,0.485
"1622",97,0.485
"1623",95,0.475
"1624",106,0.53
"1625",105,0.525
"1626",80,0.4
"1627",90,0.45
"1628",107,0.535
"1629",110,0.55
"1630",108,0.54
"1631",87,0.435
"1632",97,0.485
"1633",88,0.44
"1634",99,0.495
"1635",95,0.475
"1636",90,0.45
"1637",99,0.495
"1638",85,0.425
"1639",112,0.56
"1640",98,0.49
"1641",99,0.495
"1642",100,0.5
"1643",106,0.53
"1644",97,0.485
"1645",98,0.49
"1646",102,0.51
"1647",89,0.445
"1648",103,0.515
"1649",108,0.54
"1650",107,0.535
"1651",108,0.54
"1652",106,0.53
"1653",96,0.48
"1654",108,0.54
"1655",100,0.5
"1656",110,0.55
"1657",111,0.555
"1658",104,0.52
"1659",110,0.55
"1660",101,0.505
"1661",117,0.585
"1662",89,0.445
"1663",93,0.465
"1664",108,0.54
"1665",100,0.5
"1666",96,0.48
"1667",90,0.45
"1668",93,0.465
"1669",92,0.46
"1670",95,0.475
"1671",103,0.515
"1672",96,0.48
"1673",96,0.48
"1674",104,0.52
"1675",97,0.485
"1676",95,0.475
"1677",90,0.45
"1678",106,0.53
"1679",100,0.5
"1680",107,0.535
"1681",96,0.48
"1682",92,0.46
"1683",102,0.51
"1684",113,0.565
"1685",93,0.465
"1686",103,0.515
"1687",114,0.57
"1688",103,0.515
"1689",93,0.465
"1690",93,0.465
"1691",99,0.495
"1692",103,0.515
"1693",105,0.525
"1694",108,0.54
"1695",99,0.495
"1696",96,0.48
"1697",101,0.505
"1698",95,0.475
"1699",106,0.53
"1700",88,0.44
"1701",100,0.5
"1702",113,0.565
"1703",88,0.44
"1704",101,0.505
"1705",95,0.475
"1706",90,0.45
"1707",107,0.535
"1708",112,0.56
"1709",108,0.54
"1710",104,0.52
"1711",102,0.51
"1712",92,0.46
"1713",104,0.52
"1714",112,0.56
"1715",90,0.45
"1716",101,0.505
"1717",111,0.555
"1718",95,0.475
"1719",98,0.49
"1720",102,0.51
"1721",100,0.5
"1722",100,0.5
"1723",99,0.495
"1724",102,0.51
"1725",109,0.545
"1726",93,0.465
"1727",103,0.515
"1728",98,0.49
"1729",103,0.515
"1730",100,0.5
"1731",99,0.495
"1732",105,0.525
"1733",104,0.52
"1734",97,0.485
"1735",110,0.55
"1736",100,0.5
"1737",105,0.525
"1738",104,0.52
"1739",101,0.505
"1740",109,0.545
"1741",94,0.47
"1742",103,0.515
"1743",112,0.56
"1744",103,0.515
"1745",95,0.475
"1746",99,0.495
"1747",104,0.52
"1748",104,0.52
"1749",98,0.49
"1750",97,0.485
"1751",91,0.455
"1752",92,0.46
"1753",104,0.52
"1754",92,0.46
"1755",91,0.455
"1756",114,0.57
"1757",104,0.52
"1758",99,0.495
"1759",94,0.47
"1760",105,0.525
"1761",99,0.495
"1762",96,0.48
"1763",105,0.525
"1764",97,0.485
"1765",94,0.47
"1766",108,0.54
"1767",97,0.485
"1768",90,0.45
"1769",101,0.505
"1770",97,0.485
"1771",94,0.47
"1772",102,0.51
"1773",109,0.545
"1774",107,0.535
"1775",100,0.5
"1776",100,0.5
"1777",86,0.43
"1778",102,0.51
"1779",103,0.515
"1780",101,0.505
"1781",114,0.57
"1782",108,0.54
"1783",106,0.53
"1784",90,0.45
"1785",96,0.48
"1786",92,0.46
"1787",111,0.555
"1788",103,0.515
"1789",101,0.505
"1790",102,0.51
"1791",110,0.55
"1792",104,0.52
"1793",91,0.455
"1794",100,0.5
"1795",104,0.52
"1796",102,0.51
"1797",90,0.45
"1798",96,0.48
"1799",97,0.485
"1800",95,0.475
"1801",107,0.535
"1802",95,0.475
"1803",94,0.47
"1804",102,0.51
"1805",104,0.52
"1806",85,0.425
"1807",103,0.515
"1808",89,0.445
"1809",102,0.51
"1810",94,0.47
"1811",109,0.545
"1812",114,0.57
"1813",100,0.5
"1814",95,0.475
"1815",90,0.45
"1816",100,0.5
"1817",99,0.495
"1818",98,0.49
"1819",108,0.54
"1820",94,0.47
"1821",92,0.46
"1822",94,0.47
"1823",100,0.5
"1824",105,0.525
"1825",109,0.545
"1826",104,0.52
"1827",112,0.56
"1828",95,0.475
"1829",97,0.485
"1830",102,0.51
"1831",94,0.47
"1832",94,0.47
"1833",102,0.51
"1834",107,0.535
"1835",100,0.5
"1836",100,0.5
"1837",90,0.45
"1838",92,0.46
"1839",99,0.495
"1840",87,0.435
"1841",94,0.47
"1842",94,0.47
"1843",93,0.465
"1844",90,0.45
"1845",90,0.45
"1846",101,0.505
"1847",107,0.535
"1848",106,0.53
"1849",98,0.49
"1850",103,0.515
"1851",107,0.535
"1852",93,0.465
"1853",94,0.47
"1854",101,0.505
"1855",111,0.555
"1856",96,0.48
"1857",94,0.47
"1858",95,0.475
"1859",91,0.455
"1860",111,0.555
"1861",97,0.485
"1862",99,0.495
"1863",97,0.485
"1864",103,0.515
"1865",101,0.505
"1866",103,0.515
"1867",101,0.505
"1868",95,0.475
"1869",108,0.54
"1870",98,0.49
"1871",102,0.51
"1872",99,0.495
"1873",93,0.465
"1874",97,0.485
"1875",101,0.505
"1876",95,0.475
"1877",108,0.54
"1878",102,0.51
"1879",105,0.525
"1880",106,0.53
"1881",102,0.51
"1882",108,0.54
"1883",86,0.43
"1884",112,0.56
"1885",98,0.49
"1886",95,0.475
"1887",106,0.53
"1888",106,0.53
"1889",89,0.445
"1890",88,0.44
"1891",93,0.465
"1892",109,0.545
"1893",95,0.475
"1894",94,0.47
"1895",88,0.44
"1896",101,0.505
"1897",94,0.47
"1898",107,0.535
"1899",93,0.465
"1900",96,0.48
"1901",102,0.51
"1902",113,0.565
"1903",108,0.54
"1904",101,0.505
"1905",100,0.5
"1906",100,0.5
"1907",97,0.485
"1908",98,0.49
"1909",101,0.505
"1910",95,0.475
"1911",107,0.535
"1912",112,0.56
"1913",105,0.525
"1914",107,0.535
"1915",96,0.48
"1916",102,0.51
"1917",104,0.52
"1918",92,0.46
"1919",96,0.48
"1920",101,0.505
"1921",100,0.5
"1922",98,0.49
"1923",110,0.55
"1924",106,0.53
"1925",88,0.44
"1926",107,0.535
"1927",102,0.51
"1928",93,0.465
"1929",109,0.545
"1930",103,0.515
"1931",105,0.525
"1932",105,0.525
"1933",95,0.475
"1934",98,0.49
"1935",99,0.495
"1936",103,0.515
"1937",96,0.48
"1938",117,0.585
"1939",106,0.53
"1940",95,0.475
"1941",109,0.545
"1942",96,0.48
"1943",98,0.49
"1944",97,0.485
"1945",99,0.495
"1946",101,0.505
"1947",102,0.51
"1948",92,0.46
"1949",88,0.44
"1950",88,0.44
"1951",104,0.52
"1952",111,0.555
"1953",91,0.455
"1954",105,0.525
"1955",92,0.46
"1956",100,0.5
"1957",102,0.51
"1958",109,0.545
"1959",100,0.5
"1960",93,0.465
"1961",83,0.415
"1962",105,0.525
"1963",94,0.47
"1964",108,0.54
"1965",108,0.54
"1966",79,0.395
"1967",93,0.465
"1968",105,0.525
"1969",94,0.47
"1970",99,0.495
"1971",103,0.515
"1972",84,0.42
"1973",100,0.5
"1974",98,0.49
"1975",87,0.435
"1976",94,0.47
"1977",94,0.47
"1978",93,0.465
"1979",89,0.445
"1980",102,0.51
"1981",94,0.47
"1982",108,0.54
"1983",106,0.53
"1984",90,0.45
"1985",93,0.465
"1986",103,0.515
"1987",101,0.505
"1988",98,0.49
"1989",91,0.455
"1990",106,0.53
"1991",98,0.49
"1992",96,0.48
"1993",104,0.52
"1994",95,0.475
"1995",104,0.52
"1996",83,0.415
"1997",102,0.51
"1998",102,0.51
"1999",100,0.5
"2000",86,0.43
"2001",94,0.47
"2002",102,0.51
"2003",97,0.485
"2004",113,0.565
"2005",102,0.51
"2006",104,0.52
"2007",107,0.535
"2008",95,0.475
"2009",99,0.495
"2010",104,0.52
"2011",93,0.465
"2012",96,0.48
"2013",111,0.555
"2014",96,0.48
"2015",99,0.495
"2016",108,0.54
"2017",104,0.52
"2018",96,0.48
"2019",94,0.47
"2020",94,0.47
"2021",110,0.55
"2022",111,0.555
"2023",94,0.47
"2024",101,0.505
"2025",99,0.495
"2026",99,0.495
"2027",114,0.57
"2028",106,0.53
"2029",109,0.545
"2030",106,0.53
"2031",99,0.495
"2032",113,0.565
"2033",89,0.445
"2034",93,0.465
"2035",99,0.495
"2036",103,0.515
"2037",94,0.47
"2038",92,0.46
"2039",100,0.5
"2040",104,0.52
"2041",108,0.54
"2042",97,0.485
"2043",100,0.5
"2044",102,0.51
"2045",91,0.455
"2046",98,0.49
"2047",101,0.505
"2048",101,0.505
"2049",103,0.515
"2050",99,0.495
"2051",95,0.475
"2052",106,0.53
"2053",91,0.455
"2054",94,0.47
"2055",114,0.57
"2056",108,0.54
"2057",103,0.515
"2058",95,0.475
"2059",102,0.51
"2060",87,0.435
"2061",96,0.48
"2062",96,0.48
"2063",100,0.5
"2064",96,0.48
"2065",101,0.505
"2066",119,0.595
"2067",112,0.56
"2068",108,0.54
"2069",102,0.51
"2070",96,0.48
"2071",104,0.52
"2072",98,0.49
"2073",93,0.465
"2074",102,0.51
"2075",107,0.535
"2076",108,0.54
"2077",101,0.505
"2078",105,0.525
"2079",109,0.545
"2080",97,0.485
"2081",110,0.55
"2082",83,0.415
"2083",102,0.51
"2084",102,0.51
"2085",83,0.415
"2086",110,0.55
"2087",110,0.55
"2088",97,0.485
"2089",97,0.485
"2090",96,0.48
"2091",99,0.495
"2092",97,0.485
"2093",104,0.52
"2094",106,0.53
"2095",91,0.455
"2096",106,0.53
"2097",100,0.5
"2098",92,0.46
"2099",104,0.52
"2100",104,0.52
"2101",107,0.535
"2102",95,0.475
"2103",111,0.555
"2104",89,0.445
"2105",105,0.525
"2106",107,0.535
"2107",100,0.5
"2108",87,0.435
"2109",95,0.475
"2110",93,0.465
"2111",89,0.445
"2112",96,0.48
"2113",106,0.53
"2114",108,0.54
"2115",107,0.535
"2116",90,0.45
"2117",95,0.475
"2118",101,0.505
"2119",96,0.48
"2120",96,0.48
"2121",105,0.525
"2122",106,0.53
"2123",110,0.55
"2124",97,0.485
"2125",100,0.5
"2126",107,0.535
"2127",99,0.495
"2128",93,0.465
"2129",110,0.55
"2130",101,0.505
"2131",114,0.57
"2132",94,0.47
"2133",87,0.435
"2134",101,0.505
"2135",101,0.505
"2136",101,0.505
"2137",101,0.505
"2138",90,0.45
"2139",102,0.51
"2140",93,0.465
"2141",111,0.555
"2142",115,0.575
"2143",98,0.49
"2144",106,0.53
"2145",95,0.475
"2146",113,0.565
"2147",114,0.57
"2148",105,0.525
"2149",99,0.495
"2150",104,0.52
"2151",87,0.435
"2152",98,0.49
"2153",102,0.51
"2154",101,0.505
"2155",108,0.54
"2156",100,0.5
"2157",91,0.455
"2158",95,0.475
"2159",101,0.505
"2160",101,0.505
"2161",91,0.455
"2162",100,0.5
"2163",96,0.48
"2164",104,0.52
"2165",90,0.45
"2166",91,0.455
"2167",86,0.43
"2168",89,0.445
"2169",101,0.505
"2170",101,0.505
"2171",97,0.485
"2172",96,0.48
"2173",110,0.55
"2174",93,0.465
"2175",82,0.41
"2176",95,0.475
"2177",104,0.52
"2178",92,0.46
"2179",107,0.535
"2180",108,0.54
"2181",98,0.49
"2182",104,0.52
"2183",99,0.495
"2184",98,0.49
"2185",105,0.525
"2186",110,0.55
"2187",89,0.445
"2188",110,0.55
"2189",98,0.49
"2190",103,0.515
"2191",100,0.5
"2192",102,0.51
"2193",98,0.49
"2194",92,0.46
"2195",111,0.555
"2196",103,0.515
"2197",95,0.475
"2198",98,0.49
"2199",112,0.56
"2200",92,0.46
"2201",91,0.455
"2202",102,0.51
"2203",94,0.47
"2204",103,0.515
"2205",100,0.5
"2206",113,0.565
"2207",94,0.47
"2208",103,0.515
"2209",110,0.55
"2210",93,0.465
"2211",102,0.51
"2212",95,0.475
"2213",99,0.495
"2214",88,0.44
"2215",105,0.525
"2216",95,0.475
"2217",103,0.515
"2218",101,0.505
"2219",101,0.505
"2220",104,0.52
"2221",98,0.49
"2222",103,0.515
"2223",101,0.505
"2224",101,0.505
"2225",90,0.45
"2226",99,0.495
"2227",102,0.51
"2228",109,0.545
"2229",93,0.465
"2230",91,0.455
"2231",105,0.525
"2232",107,0.535
"2233",98,0.49
"2234",87,0.435
"2235",96,0.48
"2236",98,0.49
"2237",90,0.45
"2238",92,0.46
"2239",99,0.495
"2240",93,0.465
"2241",113,0.565
"2242",101,0.505
"2243",94,0.47
"2244",98,0.49
"2245",93,0.465
"2246",118,0.59
"2247",88,0.44
"2248",100,0.5
"2249",104,0.52
"2250",107,0.535
"2251",97,0.485
"2252",98,0.49
"2253",98,0.49
"2254",101,0.505
"2255",108,0.54
"2256",103,0.515
"2257",81,0.405
"2258",103,0.515
"2259",100,0.5
"2260",96,0.48
"2261",95,0.475
"2262",95,0.475
"2263",91,0.455
"2264",109,0.545
"2265",106,0.53
"2266",104,0.52
"2267",112,0.56
"2268",96,0.48
"2269",101,0.505
"2270",92,0.46
"2271",97,0.485
"2272",80,0.4
"2273",89,0.445
"2274",99,0.495
"2275",102,0.51
"2276",94,0.47
"2277",100,0.5
"2278",94,0.47
"2279",82,0.41
"2280",104,0.52
"2281",94,0.47
"2282",101,0.505
"2283",101,0.505
"2284",103,0.515
"2285",100,0.5
"2286",105,0.525
"2287",97,0.485
"2288",108,0.54
"2289",97,0.485
"2290",99,0.495
"2291",104,0.52
"2292",93,0.465
"2293",109,0.545
"2294",103,0.515
"2295",89,0.445
"2296",100,0.5
"2297",92,0.46
"2298",94,0.47
"2299",108,0.54
"2300",116,0.58
"2301",104,0.52
"2302",89,0.445
"2303",103,0.515
"2304",93,0.465
"2305",103,0.515
"2306",104,0.52
"2307",97,0.485
"2308",98,0.49
"2309",91,0.455
"2310",90,0.45
"2311",110,0.55
"2312",92,0.46
"2313",99,0.495
"2314",106,0.53
"2315",102,0.51
"2316",107,0.535
"2317",101,0.505
"2318",112,0.56
"2319",101,0.505
"2320",91,0.455
"2321",102,0.51
"2322",90,0.45
"2323",97,0.485
"2324",93,0.465
"2325",95,0.475
"2326",103,0.515
"2327",98,0.49
"2328",108,0.54
"2329",95,0.475
"2330",103,0.515
"2331",108,0.54
"2332",97,0.485
"2333",98,0.49
"2334",102,0.51
"2335",96,0.48
"2336",100,0.5
"2337",93,0.465
"2338",102,0.51
"2339",101,0.505
"2340",100,0.5
"2341",99,0.495
"2342",104,0.52
"2343",100,0.5
"2344",99,0.495
"2345",93,0.465
"2346",102,0.51
"2347",111,0.555
"2348",95,0.475
"2349",108,0.54
"2350",98,0.49
"2351",99,0.495
"2352",91,0.455
"2353",93,0.465
"2354",104,0.52
"2355",107,0.535
"2356",101,0.505
"2357",99,0.495
"2358",107,0.535
"2359",89,0.445
"2360",99,0.495
"2361",107,0.535
"2362",98,0.49
"2363",114,0.57
"2364",100,0.5
"2365",91,0.455
"2366",97,0.485
"2367",99,0.495
"2368",92,0.46
"2369",98,0.49
"2370",99,0.495
"2371",94,0.47
"2372",100,0.5
"2373",94,0.47
"2374",94,0.47
"2375",96,0.48
"2376",105,0.525
"2377",100,0.5
"2378",105,0.525
"2379",94,0.47
"2380",101,0.505
"2381",99,0.495
"2382",102,0.51
"2383",95,0.475
"2384",94,0.47
"2385",101,0.505
"2386",95,0.475
"2387",90,0.45
"2388",98,0.49
"2389",92,0.46
"2390",95,0.475
"2391",87,0.435
"2392",107,0.535
"2393",98,0.49
"2394",91,0.455
"2395",88,0.44
"2396",97,0.485
"2397",112,0.56
"2398",95,0.475
"2399",95,0.475
"2400",117,0.585
"2401",92,0.46
"2402",104,0.52
"2403",106,0.53
"2404",111,0.555
"2405",93,0.465
"2406",97,0.485
"2407",88,0.44
"2408",83,0.415
"2409",96,0.48
"2410",102,0.51
"2411",118,0.59
"2412",100,0.5
"2413",100,0.5
"2414",108,0.54
"2415",114,0.57
"2416",107,0.535
"2417",108,0.54
"2418",98,0.49
"2419",96,0.48
"2420",107,0.535
"2421",99,0.495
"2422",88,0.44
"2423",97,0.485
"2424",93,0.465
"2425",99,0.495
"2426",101,0.505
"2427",96,0.48
"2428",93,0.465
"2429",93,0.465
"2430",104,0.52
"2431",85,0.425
"2432",96,0.48
"2433",96,0.48
"2434",87,0.435
"2435",101,0.505
"2436",98,0.49
"2437",101,0.505
"2438",112,0.56
"2439",93,0.465
"2440",108,0.54
"2441",89,0.445
"2442",97,0.485
"2443",105,0.525
"2444",106,0.53
"2445",117,0.585
"2446",113,0.565
"2447",90,0.45
"2448",103,0.515
"2449",97,0.485
"2450",105,0.525
"2451",102,0.51
"2452",95,0.475
"2453",93,0.465
"2454",100,0.5
"2455",94,0.47
"2456",94,0.47
"2457",110,0.55
"2458",103,0.515
"2459",102,0.51
"2460",111,0.555
"2461",110,0.55
"2462",90,0.45
"2463",96,0.48
"2464",99,0.495
"2465",91,0.455
"2466",101,0.505
"2467",106,0.53
"2468",88,0.44
"2469",100,0.5
"2470",100,0.5
"2471",100,0.5
"2472",98,0.49
"2473",108,0.54
"2474",104,0.52
"2475",96,0.48
"2476",95,0.475
"2477",100,0.5
"2478",96,0.48
"2479",98,0.49
"2480",94,0.47
"2481",93,0.465
"2482",99,0.495
"2483",88,0.44
"2484",97,0.485
"2485",107,0.535
"2486",91,0.455
"2487",109,0.545
"2488",108,0.54
"2489",100,0.5
"2490",107,0.535
"2491",106,0.53
"2492",119,0.595
"2493",98,0.49
"2494",110,0.55
"2495",107,0.535
"2496",106,0.53
"2497",92,0.46
"2498",85,0.425
"2499",112,0.56
"2500",93,0.465
"2501",91,0.455
"2502",108,0.54
"2503",105,0.525
"2504",110,0.55
"2505",96,0.48
"2506",96,0.48
"2507",95,0.475
"2508",99,0.495
"2509",104,0.52
"2510",106,0.53
"2511",100,0.5
"2512",102,0.51
"2513",101,0.505
"2514",105,0.525
"2515",108,0.54
"2516",108,0.54
"2517",105,0.525
"2518",88,0.44
"2519",115,0.575
"2520",105,0.525
"2521",104,0.52
"2522",106,0.53
"2523",105,0.525
"2524",89,0.445
"2525",103,0.515
"2526",96,0.48
"2527",111,0.555
"2528",81,0.405
"2529",107,0.535
"2530",107,0.535
"2531",114,0.57
"2532",95,0.475
"2533",100,0.5
"2534",102,0.51
"2535",110,0.55
"2536",97,0.485
"2537",100,0.5
"2538",116,0.58
"2539",96,0.48
"2540",92,0.46
"2541",95,0.475
"2542",96,0.48
"2543",98,0.49
"2544",98,0.49
"2545",98,0.49
"2546",99,0.495
"2547",108,0.54
"2548",109,0.545
"2549",102,0.51
"2550",93,0.465
"2551",113,0.565
"2552",100,0.5
"2553",109,0.545
"2554",97,0.485
"2555",98,0.49
"2556",98,0.49
"2557",98,0.49
"2558",98,0.49
"2559",113,0.565
"2560",91,0.455
"2561",91,0.455
"2562",99,0.495
"2563",96,0.48
"2564",99,0.495
"2565",94,0.47
"2566",98,0.49
"2567",96,0.48
"2568",99,0.495
"2569",83,0.415
"2570",106,0.53
"2571",86,0.43
"2572",108,0.54
"2573",102,0.51
"2574",103,0.515
"2575",94,0.47
"2576",89,0.445
"2577",108,0.54
"2578",96,0.48
"2579",92,0.46
"2580",97,0.485
"2581",103,0.515
"2582",96,0.48
"2583",92,0.46
"2584",95,0.475
"2585",119,0.595
"2586",90,0.45
"2587",99,0.495
"2588",95,0.475
"2589",99,0.495
"2590",104,0.52
"2591",111,0.555
"2592",101,0.505
"2593",85,0.425
"2594",105,0.525
"2595",105,0.525
"2596",110,0.55
"2597",108,0.54
"2598",95,0.475
"2599",92,0.46
"2600",88,0.44
"2601",91,0.455
"2602",99,0.495
"2603",100,0.5
"2604",103,0.515
"2605",100,0.5
"2606",108,0.54
"2607",98,0.49
"2608",100,0.5
"2609",95,0.475
"2610",91,0.455
"2611",92,0.46
"2612",104,0.52
"2613",93,0.465
"2614",90,0.45
"2615",95,0.475
"2616",101,0.505
"2617",93,0.465
"2618",96,0.48
"2619",115,0.575
"2620",97,0.485
"2621",102,0.51
"2622",119,0.595
"2623",107,0.535
"2624",111,0.555
"2625",91,0.455
"2626",100,0.5
"2627",101,0.505
"2628",107,0.535
"2629",108,0.54
"2630",97,0.485
"2631",104,0.52
"2632",107,0.535
"2633",100,0.5
"2634",91,0.455
"2635",110,0.55
"2636",101,0.505
"2637",99,0.495
"2638",103,0.515
"2639",94,0.47
"2640",94,0.47
"2641",98,0.49
"2642",95,0.475
"2643",110,0.55
"2644",104,0.52
"2645",95,0.475
"2646",91,0.455
"2647",100,0.5
"2648",110,0.55
"2649",109,0.545
"2650",102,0.51
"2651",104,0.52
"2652",94,0.47
"2653",97,0.485
"2654",99,0.495
"2655",89,0.445
"2656",105,0.525
"2657",114,0.57
"2658",98,0.49
"2659",106,0.53
"2660",105,0.525
"2661",103,0.515
"2662",105,0.525
"2663",97,0.485
"2664",98,0.49
"2665",96,0.48
"2666",100,0.5
"2667",110,0.55
"2668",97,0.485
"2669",103,0.515
"2670",107,0.535
"2671",107,0.535
"2672",102,0.51
"2673",87,0.435
"2674",94,0.47
"2675",88,0.44
"2676",92,0.46
"2677",80,0.4
"2678",107,0.535
"2679",98,0.49
"2680",87,0.435
"2681",97,0.485
"2682",103,0.515
"2683",101,0.505
"2684",102,0.51
"2685",109,0.545
"2686",110,0.55
"2687",115,0.575
"2688",108,0.54
"2689",101,0.505
"2690",107,0.535
"2691",102,0.51
"2692",98,0.49
"2693",92,0.46
"2694",106,0.53
"2695",105,0.525
"2696",92,0.46
"2697",108,0.54
"2698",104,0.52
"2699",88,0.44
"2700",89,0.445
"2701",108,0.54
"2702",101,0.505
"2703",103,0.515
"2704",96,0.48
"2705",109,0.545
"2706",100,0.5
"2707",108,0.54
"2708",99,0.495
"2709",91,0.455
"2710",100,0.5
"2711",111,0.555
"2712",112,0.56
"2713",110,0.55
"2714",92,0.46
"2715",108,0.54
"2716",94,0.47
"2717",97,0.485
"2718",85,0.425
"2719",101,0.505
"2720",99,0.495
"2721",96,0.48
"2722",90,0.45
"2723",92,0.46
"2724",95,0.475
"2725",107,0.535
"2726",98,0.49
"2727",101,0.505
"2728",90,0.45
"2729",100,0.5
"2730",101,0.505
"2731",103,0.515
"2732",93,0.465
"2733",103,0.515
"2734",110,0.55
"2735",99,0.495
"2736",109,0.545
"2737",95,0.475
"2738",98,0.49
"2739",93,0.465
"2740",103,0.515
"2741",107,0.535
"2742",102,0.51
"2743",102,0.51
"2744",98,0.49
"2745",106,0.53
"2746",105,0.525
"2747",99,0.495
"2748",94,0.47
"2749",111,0.555
"2750",104,0.52
"2751",96,0.48
"2752",114,0.57
"2753",95,0.475
"2754",92,0.46
"2755",102,0.51
"2756",106,0.53
"2757",95,0.475
"2758",116,0.58
"2759",115,0.575
"2760",94,0.47
"2761",95,0.475
"2762",108,0.54
"2763",98,0.49
"2764",95,0.475
"2765",108,0.54
"2766",88,0.44
"2767",101,0.505
"2768",78,0.39
"2769",101,0.505
"2770",110,0.55
"2771",105,0.525
"2772",106,0.53
"2773",98,0.49
"2774",98,0.49
"2775",105,0.525
"2776",90,0.45
"2777",103,0.515
"2778",93,0.465
"2779",104,0.52
"2780",103,0.515
"2781",109,0.545
"2782",105,0.525
"2783",112,0.56
"2784",91,0.455
"2785",105,0.525
"2786",104,0.52
"2787",103,0.515
"2788",106,0.53
"2789",86,0.43
"2790",99,0.495
"2791",98,0.49
"2792",104,0.52
"2793",103,0.515
"2794",103,0.515
"2795",83,0.415
"2796",104,0.52
"2797",105,0.525
"2798",104,0.52
"2799",104,0.52
"2800",101,0.505
"2801",86,0.43
"2802",103,0.515
"2803",117,0.585
"2804",103,0.515
"2805",90,0.45
"2806",99,0.495
"2807",99,0.495
"2808",100,0.5
"2809",99,0.495
"2810",99,0.495
"2811",100,0.5
"2812",99,0.495
"2813",104,0.52
"2814",107,0.535
"2815",92,0.46
"2816",113,0.565
"2817",106,0.53
"2818",104,0.52
"2819",101,0.505
"2820",109,0.545
"2821",109,0.545
"2822",101,0.505
"2823",103,0.515
"2824",97,0.485
"2825",102,0.51
"2826",98,0.49
"2827",106,0.53
"2828",84,0.42
"2829",95,0.475
"2830",90,0.45
"2831",93,0.465
"2832",103,0.515
"2833",105,0.525
"2834",88,0.44
"2835",110,0.55
"2836",105,0.525
"2837",98,0.49
"2838",108,0.54
"2839",88,0.44
"2840",103,0.515
"2841",104,0.52
"2842",92,0.46
"2843",95,0.475
"2844",92,0.46
"2845",99,0.495
"2846",107,0.535
"2847",94,0.47
"2848",101,0.505
"2849",85,0.425
"2850",94,0.47
"2851",92,0.46
"2852",106,0.53
"2853",101,0.505
"2854",102,0.51
"2855",93,0.465
"2856",104,0.52
"2857",104,0.52
"2858",96,0.48
"2859",99,0.495
"2860",102,0.51
"2861",108,0.54
"2862",104,0.52
"2863",115,0.575
"2864",98,0.49
"2865",95,0.475
"2866",90,0.45
"2867",105,0.525
"2868",103,0.515
"2869",116,0.58
"2870",90,0.45
"2871",97,0.485
"2872",114,0.57
"2873",94,0.47
"2874",83,0.415
"2875",90,0.45
"2876",98,0.49
"2877",114,0.57
"2878",102,0.51
"2879",92,0.46
"2880",87,0.435
"2881",92,0.46
"2882",104,0.52
"2883",103,0.515
"2884",109,0.545
"2885",104,0.52
"2886",99,0.495
"2887",112,0.56
"2888",101,0.505
"2889",110,0.55
"2890",102,0.51
"2891",100,0.5
"2892",95,0.475
"2893",102,0.51
"2894",99,0.495
"2895",96,0.48
"2896",109,0.545
