"","id","time1","time2","time3","time4","time5","time6","time7","time8","time9","time10","time11"
"516",516,1,1,1,1,1,1,1,1,1,1,1
"517",517,1,1,1,1,1,1,1,1,1,1,1
"518",518,1,1,1,1,3,2,2,2,3,2,3
"519",519,3,3,3,3,3,3,3,3,3,3,3
"520",520,3,3,3,3,3,3,3,3,3,3,3
"521",521,1,1,1,1,1,1,1,1,1,1,1
"522",522,1,1,1,1,1,1,1,1,1,1,1
"523",523,1,1,2,1,2,2,2,2,3,2,2
"524",524,1,1,1,1,1,1,1,1,1,1,1
"525",525,2,3,3,3,3,3,3,3,3,3,3
"526",526,1,2,2,3,3,3,3,3,3,2,2
"527",527,1,1,1,1,2,1,1,1,1,1,2
"528",528,1,1,1,2,1,1,1,1,1,1,2
"529",529,2,2,2,2,2,2,2,2,2,2,2
"530",530,1,1,1,1,1,1,1,1,1,1,1
"531",531,1,1,1,1,1,1,1,1,1,1,1
"532",532,3,3,3,3,3,3,3,3,3,3,3
"533",533,1,1,1,1,1,1,1,1,1,1,1
"534",534,1,1,1,1,1,1,1,1,1,1,1
"535",535,2,2,1,1,1,1,1,1,1,1,1
"536",536,3,3,3,3,3,3,3,3,3,3,3
"537",537,2,1,1,1,1,1,2,1,1,1,1
"538",538,3,3,3,3,3,3,3,3,3,3,3
"539",539,1,1,1,1,1,1,1,1,1,1,1
"540",540,2,2,1,1,1,1,1,1,1,1,1
"541",541,1,1,1,1,1,1,1,1,1,1,1
"542",542,1,1,1,1,1,1,1,1,1,1,1
"543",543,1,1,1,1,1,1,1,1,1,1,1
"544",544,3,3,3,3,3,2,3,3,3,3,3
"545",545,1,1,1,1,1,1,1,1,1,1,1
"546",546,1,1,1,1,1,1,1,1,1,1,1
"547",547,1,1,1,1,1,1,1,1,1,1,1
"548",548,1,1,1,1,1,1,1,1,1,1,1
"549",549,2,2,3,3,3,3,3,3,3,3,3
"550",550,1,1,1,1,1,1,1,1,1,1,1
"551",551,1,1,1,1,1,1,1,1,1,1,1
"552",552,1,1,1,1,1,1,1,1,1,1,1
"553",553,1,1,1,1,1,1,1,1,1,1,1
"554",554,1,1,2,2,3,3,3,3,3,3,3
"555",555,1,1,1,1,1,1,1,1,1,1,1
"556",556,1,1,1,1,1,1,1,1,1,1,1
"557",557,3,3,3,3,3,3,3,3,3,3,3
"558",558,1,1,1,1,1,1,1,1,1,1,1
"559",559,1,1,1,1,2,2,1,1,2,1,1
"560",560,1,1,1,1,1,1,1,1,1,1,1
"561",561,1,1,1,1,1,1,1,1,1,1,1
"562",562,1,1,1,1,1,1,1,1,1,1,1
"563",563,1,1,1,1,1,1,1,2,2,1,1
"564",564,1,1,1,2,2,3,3,3,3,3,3
"565",565,1,1,1,1,1,1,1,1,1,1,1
"566",566,1,1,1,1,1,1,1,1,1,1,1
"567",567,1,1,1,1,1,1,1,1,1,1,1
"568",568,1,1,1,1,2,1,2,2,3,3,3
"569",569,1,1,2,2,2,2,3,2,2,2,2
"570",570,3,3,3,3,3,3,3,3,3,3,3
"571",571,1,1,1,1,1,1,1,1,1,1,2
"572",572,1,1,1,1,1,1,1,1,1,1,1
"573",573,1,1,1,1,1,1,1,1,1,1,1
"574",574,3,3,3,3,3,3,3,3,3,3,3
"575",575,1,1,1,1,1,1,1,1,1,1,1
"576",576,2,2,2,1,2,1,1,1,2,3,2
"577",577,1,1,1,1,1,2,2,2,2,2,2
"578",578,2,2,2,2,2,2,2,2,2,2,2
"579",579,1,1,1,1,1,1,1,1,1,1,1
"580",580,1,1,1,1,1,1,1,1,1,1,1
"581",581,2,2,2,2,1,1,1,1,1,1,1
"582",582,3,3,3,3,3,3,3,3,3,3,3
"583",583,1,1,1,1,1,1,1,1,1,1,2
"584",584,1,1,1,1,1,1,1,1,1,1,1
"585",585,1,1,1,1,1,1,1,1,1,1,1
"586",586,1,1,1,1,1,1,1,1,1,1,1
"587",587,1,1,1,1,2,2,2,2,2,2,3
"588",588,1,1,1,1,1,1,1,1,1,1,1
"589",589,3,2,1,2,2,2,2,2,2,2,2
"590",590,1,1,1,1,1,1,1,1,1,1,1
"591",591,3,2,3,3,3,3,3,3,3,3,3
"592",592,3,3,2,1,1,2,2,1,1,1,1
"593",593,1,1,1,1,1,1,1,1,2,2,2
"594",594,1,1,1,1,1,1,1,1,1,1,1
"595",595,1,1,1,1,1,1,1,1,1,1,1
"596",596,1,1,1,1,1,1,1,1,1,1,1
"597",597,1,1,1,1,1,1,1,1,1,1,1
"598",598,1,1,1,1,1,1,1,1,1,1,1
"599",599,1,1,1,1,1,1,2,2,2,2,3
"600",600,1,1,1,1,1,1,1,1,1,1,1
"601",601,1,1,1,1,1,1,1,1,1,1,1
"602",602,1,1,1,1,1,1,1,1,1,1,1
"603",603,1,1,1,1,1,1,1,1,1,1,1
"604",604,1,1,1,1,1,1,1,1,1,1,2
"605",605,1,1,1,1,1,1,1,1,1,1,1
"606",606,1,1,1,1,1,1,1,1,1,1,1
"607",607,1,1,1,1,1,1,1,1,1,1,1
"608",608,3,3,3,3,3,3,3,3,3,3,3
"609",609,1,1,1,1,1,1,1,1,1,1,1
"610",610,1,1,1,1,1,1,2,2,2,2,2
"611",611,1,1,1,1,1,1,1,1,1,2,1
"612",612,3,3,3,3,3,3,3,3,3,3,3
"613",613,1,1,1,1,1,1,1,1,1,1,1
"614",614,1,1,1,1,1,1,1,1,1,1,1
"615",615,1,1,1,1,1,2,3,2,3,2,3
"616",616,2,2,3,3,3,3,3,3,3,3,3
"617",617,3,2,2,2,2,2,3,2,2,3,3
"618",618,2,2,3,2,1,2,2,3,3,2,2
"619",619,1,1,1,1,1,1,1,1,1,1,1
"620",620,1,1,1,1,1,1,1,1,1,1,1
"621",621,1,1,1,1,1,1,1,1,1,1,1
"622",622,2,2,2,2,1,2,1,2,2,2,2
"623",623,1,2,1,1,1,1,1,1,1,1,1
"624",624,1,1,1,1,1,1,1,1,1,1,1
"625",625,2,2,2,2,1,1,1,1,1,1,1
"626",626,1,1,1,1,1,1,1,1,1,1,1
"627",627,3,3,2,2,2,3,3,2,3,2,2
"628",628,1,1,1,1,1,1,1,1,1,1,1
"629",629,1,1,1,1,1,1,1,1,1,1,1
"630",630,1,1,1,1,1,1,1,1,1,1,1
"631",631,1,1,1,1,1,1,1,1,1,1,1
"632",632,1,1,1,1,1,1,1,1,1,1,1
"633",633,1,1,1,1,1,1,1,1,1,2,2
"634",634,1,1,1,1,1,2,2,2,2,2,1
"635",635,1,1,1,1,1,1,1,1,1,2,2
"636",636,1,1,1,1,1,1,1,1,1,1,1
"637",637,1,1,2,2,3,2,2,3,3,3,3
"638",638,1,1,1,1,1,1,1,1,1,1,1
"639",639,3,3,3,2,3,3,2,3,3,3,3
"640",640,2,2,2,2,2,1,2,2,2,3,3
"641",641,1,1,1,1,1,1,1,1,2,2,2
"642",642,1,1,1,1,1,1,1,1,1,1,1
"643",643,1,1,1,1,1,1,1,1,1,1,1
"644",644,1,1,1,1,1,1,1,1,1,1,1
"645",645,1,2,3,3,3,3,3,3,3,3,3
"646",646,1,1,1,1,1,1,1,1,1,1,1
"647",647,3,3,3,3,3,3,3,2,2,2,2
"648",648,1,1,1,1,1,1,1,1,1,1,1
"649",649,1,1,1,1,1,1,1,1,1,1,1
"650",650,1,1,1,1,1,1,1,1,1,1,1
"651",651,2,2,2,2,3,2,3,3,3,3,3
"652",652,1,1,1,1,1,1,1,1,1,1,1
"653",653,1,1,1,1,1,1,1,1,1,1,1
"654",654,2,2,2,2,2,3,3,3,3,3,3
"655",655,2,3,3,3,3,3,3,2,2,3,2
"656",656,1,1,1,1,1,1,1,1,1,1,1
"657",657,1,1,2,2,2,2,3,3,3,2,2
"658",658,1,1,1,1,1,1,1,1,1,1,1
"659",659,1,1,1,1,1,1,1,1,1,1,1
"660",660,1,1,1,1,1,1,1,1,1,1,1
"661",661,1,2,1,2,2,1,1,1,1,1,1
"662",662,1,1,1,1,2,2,2,2,2,2,2
"663",663,1,1,1,1,1,1,1,2,2,2,2
"664",664,2,2,2,2,2,2,2,2,2,1,2
"665",665,1,1,1,1,1,1,1,1,1,1,1
"666",666,1,1,1,1,1,1,1,1,1,1,1
"667",667,2,3,2,2,3,2,2,2,2,2,2
"668",668,1,1,1,1,1,1,1,1,1,1,1
"669",669,3,3,3,3,3,3,3,2,3,3,3
"670",670,3,3,3,3,3,3,3,3,3,3,3
"671",671,1,1,1,1,1,1,1,1,1,1,1
"672",672,3,3,3,3,3,2,3,2,3,3,3
"673",673,1,1,1,1,1,1,1,1,1,1,1
"674",674,1,1,1,1,1,1,1,1,1,1,1
"675",675,1,1,1,1,1,1,1,1,1,1,1
"676",676,1,1,1,1,1,1,1,1,1,1,1
"677",677,1,1,1,1,1,1,1,1,1,1,1
"678",678,1,1,1,1,1,1,1,1,1,1,1
"679",679,2,2,3,2,3,3,3,2,2,2,2
"680",680,1,1,1,1,1,1,1,1,1,1,1
"681",681,2,2,1,1,1,2,1,1,1,1,1
"682",682,2,1,2,2,2,2,3,2,2,2,2
"683",683,1,1,1,1,1,1,1,1,1,1,1
"684",684,1,1,1,1,1,1,1,2,1,1,1
"685",685,2,1,2,1,2,1,1,1,1,1,1
"686",686,1,1,1,1,1,1,1,1,1,1,1
"687",687,1,1,1,1,1,1,1,1,1,1,1
"688",688,1,1,1,1,1,1,1,1,1,1,1
"689",689,1,1,1,1,1,1,1,1,1,1,1
"690",690,1,1,1,1,1,1,1,1,1,1,1
"691",691,1,1,1,2,2,2,3,2,3,2,2
"692",692,1,1,1,1,1,1,1,1,1,1,1
"693",693,1,1,1,1,1,1,1,1,1,1,1
"694",694,1,1,2,1,1,1,2,2,3,3,3
"695",695,1,2,2,2,3,2,3,3,3,3,3
"696",696,2,2,2,2,1,1,1,1,1,1,1
"697",697,1,1,1,1,1,1,1,1,1,1,1
"698",698,1,1,1,1,1,1,1,1,1,1,1
"699",699,1,1,1,1,1,1,1,1,1,1,2
"700",700,1,1,1,1,1,1,1,1,1,1,1
"701",701,3,3,3,3,3,3,3,3,3,3,3
"702",702,1,1,1,1,1,1,1,1,1,1,1
"703",703,1,1,1,1,1,1,1,1,1,1,1
"704",704,1,1,1,1,1,1,1,1,1,1,1
"705",705,1,1,1,1,1,1,1,1,1,1,1
"706",706,1,1,1,1,1,1,1,1,1,1,1
"707",707,1,1,1,1,1,1,1,1,1,1,1
"708",708,1,2,2,1,2,1,1,1,1,1,1
"709",709,1,1,1,1,1,1,1,1,1,1,1
"710",710,1,1,1,1,1,1,1,1,1,1,1
"711",711,1,1,1,1,1,1,1,1,1,1,1
"712",712,1,1,1,1,1,1,1,1,1,1,1
"713",713,1,1,1,1,1,1,1,1,1,1,1
"714",714,1,1,1,1,1,1,1,1,1,1,1
"715",715,3,3,3,3,2,3,3,3,3,3,3
"716",716,1,1,1,1,1,1,1,1,1,1,1
"717",717,1,1,1,1,1,1,1,1,1,1,1
"718",718,1,1,1,1,1,2,2,2,2,2,2
"719",719,1,1,1,1,1,1,1,1,1,1,1
"720",720,1,1,1,1,1,1,1,1,1,1,1
"721",721,1,1,1,1,1,1,1,1,1,1,1
"722",722,1,1,1,1,1,1,1,1,1,1,1
"723",723,1,1,1,1,1,1,1,1,1,1,1
"724",724,1,1,1,1,1,1,2,1,2,1,2
"725",725,1,1,2,2,3,3,3,3,3,3,3
"726",726,1,1,1,1,1,1,1,1,1,1,1
"727",727,1,1,1,1,1,1,1,1,1,1,1
"728",728,1,1,1,1,1,1,2,2,2,2,2
"729",729,1,1,1,1,1,1,1,1,1,1,1
"730",730,1,1,1,1,1,1,1,1,1,1,1
"731",731,1,1,1,1,1,1,1,1,1,1,1
"732",732,1,1,1,2,1,1,1,1,1,1,1
"733",733,2,2,1,3,2,3,2,2,2,2,2
"734",734,1,1,1,1,1,1,1,1,1,1,1
"735",735,1,1,1,1,1,1,1,1,1,1,1
"736",736,2,3,3,2,2,3,3,2,2,3,3
"737",737,1,1,1,1,1,1,1,1,1,1,1
"738",738,1,1,1,1,1,1,1,1,1,1,1
"739",739,1,1,1,1,1,1,1,1,1,1,1
"740",740,1,2,2,1,1,1,1,1,1,1,1
"741",741,3,3,3,3,3,3,3,3,3,3,3
"742",742,1,1,1,1,1,1,1,2,1,1,1
"743",743,1,1,2,2,2,2,2,2,2,2,2
"744",744,3,3,3,3,3,3,3,3,3,3,3
"745",745,3,2,3,3,3,3,3,3,3,3,3
"746",746,2,2,2,2,2,2,2,2,2,2,2
"747",747,1,1,1,1,1,1,1,1,1,1,1
"748",748,1,1,1,1,1,1,1,1,1,1,1
"749",749,1,1,1,1,1,1,1,1,1,1,1
"750",750,1,1,1,1,1,1,1,1,1,1,1
"751",751,1,1,1,1,1,1,1,1,1,1,1
"752",752,1,1,2,1,2,2,2,2,1,1,1
"753",753,1,1,1,1,1,1,1,1,1,1,1
"754",754,1,1,1,1,1,1,1,1,1,1,1
"755",755,2,1,2,2,2,2,2,2,2,2,2
"756",756,2,2,2,1,1,1,2,1,2,2,2
"757",757,1,1,1,1,1,1,1,1,1,1,1
"758",758,1,1,1,1,1,1,1,1,1,1,1
"759",759,1,1,1,1,1,1,1,1,1,1,1
"760",760,1,1,1,1,1,1,1,1,1,1,2
"761",761,1,1,1,2,2,2,2,2,2,2,2
"762",762,1,2,1,1,2,2,1,2,2,2,2
"763",763,1,1,1,1,1,1,1,1,1,1,1
"764",764,1,2,2,2,1,1,1,1,1,1,1
"765",765,1,1,1,2,2,2,3,2,3,2,2
"766",766,1,1,1,1,1,1,1,1,1,1,1
"767",767,3,3,2,2,3,3,3,3,2,3,3
"768",768,1,1,1,1,1,1,1,1,1,1,1
"769",769,3,3,3,3,3,3,3,3,3,3,3
"770",770,1,1,1,1,1,1,1,1,1,1,1
"771",771,3,2,3,3,3,3,3,3,3,3,3
"772",772,1,2,1,1,2,1,2,2,2,2,2
"773",773,1,1,1,2,2,2,2,2,1,2,1
"774",774,1,1,1,1,1,1,1,1,1,1,1
"775",775,1,1,1,1,1,1,1,1,1,2,1
"776",776,2,1,2,1,2,2,1,1,1,1,1
"777",777,1,1,1,1,1,1,1,1,1,1,1
"778",778,2,1,2,2,2,2,1,1,2,1,1
"779",779,2,2,2,2,2,2,2,2,2,1,1
"780",780,3,2,2,2,3,2,2,2,3,2,2
"781",781,3,2,3,2,2,2,3,3,3,3,3
"782",782,1,1,1,1,1,1,1,1,1,1,1
"783",783,1,1,2,2,2,1,3,2,2,2,2
"784",784,1,1,1,1,1,1,1,1,1,1,1
"785",785,1,1,1,1,1,1,1,1,1,1,2
"786",786,1,1,1,1,1,1,1,1,1,1,1
"787",787,3,3,2,2,2,2,2,2,1,2,2
"788",788,1,1,1,1,1,1,1,1,1,1,1
"789",789,3,3,3,3,3,3,3,3,3,3,3
"790",790,1,1,1,1,1,1,1,1,1,1,1
"791",791,3,3,3,3,3,3,3,3,3,3,3
"792",792,1,1,1,1,1,1,1,1,1,1,1
"793",793,3,3,3,3,3,3,3,3,3,3,3
"794",794,1,1,1,1,1,1,1,1,1,1,1
"795",795,1,1,1,1,1,1,1,1,1,1,1
"796",796,2,2,3,2,2,3,3,2,2,3,2
"797",797,1,1,1,1,1,1,1,1,1,1,1
"798",798,1,1,1,1,1,1,1,1,1,1,1
"799",799,1,1,1,1,1,1,1,1,1,1,1
"800",800,2,3,3,2,2,2,2,2,3,2,2
"801",801,1,1,1,1,1,1,1,1,1,1,1
"802",802,3,3,3,3,3,3,3,3,3,3,3
"803",803,1,1,1,1,1,1,1,1,1,1,1
"804",804,1,1,1,1,1,1,1,1,1,1,1
"805",805,1,1,2,2,2,1,2,1,2,2,2
"806",806,1,1,1,1,1,1,1,1,1,1,1
"807",807,2,1,2,3,3,3,3,3,3,3,3
"808",808,1,1,1,1,1,1,1,1,1,1,1
"809",809,1,1,1,1,1,1,1,1,1,1,1
"810",810,2,2,2,2,2,2,3,2,2,2,2
"811",811,3,3,3,3,3,3,3,3,3,3,3
"812",812,1,1,1,1,1,1,1,1,1,1,1
"813",813,1,1,1,1,1,1,1,1,1,1,1
"814",814,1,1,1,1,1,1,1,1,1,1,1
"815",815,1,1,1,1,1,1,1,1,1,1,1
"816",816,1,1,1,1,1,1,1,1,1,2,1
"817",817,1,1,1,1,1,1,1,1,1,1,1
"818",818,1,1,1,1,1,1,1,1,2,2,2
"819",819,1,1,1,2,2,2,2,3,2,2,2
"820",820,1,1,1,1,1,1,1,1,1,1,1
"821",821,1,1,1,1,1,1,1,1,1,1,1
"822",822,1,1,1,1,1,1,1,1,1,1,1
"823",823,1,1,1,1,1,1,1,1,1,1,1
"824",824,1,1,1,1,1,1,1,1,1,1,1
"825",825,1,1,1,1,1,1,1,1,1,1,1
"826",826,1,1,1,1,1,1,1,1,1,2,1
"827",827,1,1,1,1,1,1,1,1,1,1,1
"828",828,1,1,1,1,1,1,1,1,1,1,1
"829",829,1,1,1,1,2,2,2,1,2,2,2
"830",830,1,1,1,1,1,1,1,1,1,1,1
"831",831,2,1,2,1,1,1,1,2,2,1,1
"832",832,1,1,1,1,1,1,1,1,1,1,1
"833",833,1,1,1,2,1,2,2,2,2,2,2
"834",834,2,2,1,1,1,1,1,1,1,1,1
"835",835,1,1,2,3,3,2,3,3,3,3,3
"836",836,1,1,1,1,1,1,1,1,1,1,1
"837",837,3,3,3,3,3,3,3,3,3,3,3
"838",838,2,2,2,2,1,2,2,2,2,2,2
"839",839,1,1,1,1,1,2,2,1,2,2,1
"840",840,1,2,1,2,2,1,1,1,1,1,1
"841",841,1,1,1,1,1,1,1,1,1,1,1
"842",842,2,2,3,2,1,1,1,1,1,1,1
"843",843,1,1,1,1,1,1,1,2,1,2,2
"844",844,1,1,1,1,1,1,1,1,1,1,1
"845",845,1,1,1,1,1,1,1,1,1,1,1
"846",846,1,1,1,1,1,1,1,1,1,1,1
"847",847,1,1,1,1,1,1,1,1,1,1,1
"848",848,1,1,1,1,1,1,1,1,1,1,1
"849",849,1,1,1,1,1,1,1,1,1,1,1
"850",850,1,1,2,1,2,1,1,1,1,1,1
"851",851,3,3,3,3,3,3,3,3,3,3,3
"852",852,1,1,1,1,1,1,1,1,1,1,1
"853",853,1,2,1,1,1,1,1,1,1,1,1
"854",854,1,1,1,1,1,1,1,1,1,1,1
"855",855,1,1,1,1,1,1,1,1,1,1,1
"856",856,2,2,2,2,3,3,2,2,2,2,2
"857",857,1,1,1,1,1,1,1,1,1,1,1
"858",858,2,2,3,3,3,3,3,3,3,3,3
"859",859,1,1,1,1,1,1,1,1,1,1,1
"860",860,1,1,1,1,1,1,1,1,1,1,1
"861",861,1,1,1,1,1,1,1,1,1,1,1
"862",862,1,1,1,1,1,1,1,1,1,1,1
"863",863,1,1,1,1,1,1,1,1,1,1,1
"864",864,1,1,1,1,1,1,1,1,1,1,1
"865",865,1,1,1,1,1,1,1,1,1,1,1
"866",866,1,1,1,1,1,1,1,1,1,1,1
"867",867,1,1,1,1,1,1,1,1,1,1,1
"868",868,1,1,2,2,2,2,2,2,2,2,1
"869",869,1,1,1,1,1,1,1,1,1,1,1
"870",870,2,2,2,2,2,2,2,2,2,1,1
"871",871,1,1,1,1,1,1,1,1,1,1,1
"872",872,1,1,1,1,1,2,2,2,2,2,2
"873",873,1,1,1,1,1,1,1,1,1,1,1
"874",874,1,1,1,1,1,1,1,1,1,1,1
"875",875,1,1,1,1,1,2,2,2,2,2,2
"876",876,3,3,3,3,3,3,3,3,3,3,3
"877",877,1,1,1,1,1,1,1,1,1,1,1
"878",878,2,2,2,1,2,2,2,1,2,1,2
"879",879,1,1,1,1,1,1,1,1,1,1,1
"880",880,1,1,2,2,2,2,1,1,2,1,2
"881",881,1,1,1,1,1,1,1,1,2,2,2
"882",882,1,2,1,1,1,1,1,1,1,1,1
"883",883,1,1,1,1,2,2,2,2,2,2,2
"884",884,1,1,1,1,1,1,1,1,1,1,1
"885",885,1,1,1,1,1,1,1,1,2,2,2
"886",886,1,1,1,1,1,1,1,1,1,1,1
"887",887,1,1,2,2,3,3,3,3,3,3,3
"888",888,1,1,1,1,2,1,1,1,1,1,1
"889",889,1,1,1,1,1,1,1,1,1,1,1
"890",890,1,1,1,1,1,1,1,1,1,1,1
"891",891,1,1,1,2,2,2,3,2,3,3,3
"892",892,2,2,1,2,2,2,2,1,1,2,1
"893",893,1,1,1,1,1,1,1,1,1,1,1
"894",894,3,3,3,1,3,3,3,3,3,3,3
"895",895,1,1,2,2,1,2,2,2,2,2,2
"896",896,3,3,3,3,3,2,3,3,3,3,3
"897",897,3,3,3,3,3,3,3,3,3,3,3
"898",898,1,1,1,1,1,1,1,1,1,1,1
"899",899,1,1,1,1,1,1,1,1,1,1,1
"900",900,1,1,1,1,1,1,1,1,1,1,1
"901",901,1,1,1,1,1,1,1,1,1,1,1
"902",902,1,1,1,1,1,1,1,1,1,1,1
"903",903,3,3,3,3,3,3,3,3,3,3,3
"904",904,1,1,1,1,1,1,1,1,1,1,1
"905",905,3,3,3,3,3,3,3,3,3,3,3
"906",906,1,1,1,1,1,1,1,1,1,1,1
"907",907,2,2,2,2,2,2,2,2,2,2,2
"908",908,1,1,1,2,1,1,1,1,1,1,1
"909",909,3,3,3,3,3,3,3,3,3,3,3
"910",910,2,1,2,1,2,2,2,2,2,2,3
"911",911,1,1,1,1,1,1,1,1,1,1,1
"912",912,1,1,1,1,1,1,1,1,2,2,2
"913",913,3,3,3,3,3,3,3,3,3,3,3
"914",914,1,1,1,1,1,1,1,1,1,1,1
"915",915,1,1,1,1,1,1,1,1,1,1,1
"916",916,1,1,1,1,2,1,1,1,1,1,1
"917",917,1,1,1,1,1,2,1,1,1,1,1
"918",918,1,2,1,1,1,2,2,1,1,2,2
"919",919,3,3,3,1,3,3,2,2,3,2,3
"920",920,1,1,1,1,2,2,2,1,1,1,1
"921",921,1,1,1,1,1,1,1,1,1,1,1
"922",922,3,2,1,1,1,1,2,1,1,1,1
"923",923,2,2,3,3,3,2,2,2,2,2,2
"924",924,2,1,2,2,2,2,3,2,2,2,1
"925",925,1,1,1,1,1,1,1,1,1,1,1
"926",926,1,1,1,1,1,1,1,1,1,1,1
"927",927,1,1,1,1,1,1,1,1,1,1,1
"928",928,1,2,1,1,1,1,1,1,1,1,1
"929",929,1,1,1,1,2,2,2,2,2,2,2
"930",930,1,1,1,1,1,1,1,1,1,1,1
"931",931,1,1,1,1,1,1,1,1,1,1,1
"932",932,1,1,1,1,1,1,1,1,1,1,1
"933",933,1,1,1,1,1,1,1,1,2,1,1
"934",934,2,1,2,2,2,2,2,2,3,3,3
"935",935,1,1,1,1,1,1,1,1,1,1,1
"936",936,1,1,1,1,1,1,1,1,1,1,1
"937",937,2,1,2,2,2,2,2,2,2,2,2
"938",938,3,2,3,2,3,3,2,2,2,2,2
"939",939,1,1,1,1,1,1,1,1,1,1,1
"940",940,1,1,1,1,1,1,1,1,1,1,1
"941",941,3,2,3,2,2,2,2,2,2,2,2
"942",942,1,1,1,2,3,3,2,2,2,2,3
"943",943,1,1,1,1,1,1,2,2,2,1,1
"944",944,2,2,1,1,1,1,1,2,2,2,2
"945",945,1,1,1,1,1,1,1,2,2,1,1
"946",946,1,1,1,1,1,1,1,1,1,1,1
"947",947,1,1,1,1,1,1,1,1,1,1,1
"948",948,1,1,1,1,1,1,2,1,1,1,1
"949",949,1,1,1,1,1,1,1,1,1,1,1
"950",950,1,1,1,1,1,1,1,1,1,1,1
"951",951,1,1,1,1,1,1,1,1,1,1,1
"952",952,2,2,1,2,2,2,2,2,2,3,3
"953",953,1,1,1,1,1,1,1,1,1,2,2
"954",954,2,2,2,1,1,1,1,1,1,1,1
"955",955,1,1,1,1,1,1,1,1,1,1,1
"956",956,2,2,2,2,2,2,1,2,2,2,2
"957",957,3,3,3,3,3,3,3,3,3,3,3
"958",958,1,1,1,1,1,1,1,1,1,1,1
"959",959,1,1,1,1,1,1,1,1,2,2,2
"960",960,1,1,1,1,1,1,1,1,1,1,1
"961",961,1,1,1,1,2,2,1,1,1,1,1
"962",962,1,1,1,1,1,1,1,1,2,2,2
"963",963,1,1,1,1,1,1,1,1,1,1,1
"964",964,1,1,1,1,1,1,1,1,1,1,1
"965",965,1,1,1,1,1,1,1,1,1,1,1
"966",966,1,1,1,1,2,1,2,2,2,2,2
"967",967,1,1,1,1,1,1,1,1,1,1,1
"968",968,1,1,1,1,1,1,1,1,2,2,2
"969",969,3,3,2,2,2,2,3,2,2,2,2
"970",970,1,1,1,1,1,1,1,1,1,1,1
"971",971,1,1,1,1,1,1,1,1,1,2,2
"972",972,1,1,1,1,1,1,1,1,1,1,1
"973",973,2,1,1,1,1,1,1,1,2,1,1
"974",974,1,1,1,1,1,1,1,1,1,1,1
"975",975,1,1,1,1,1,1,1,1,1,1,1
"976",976,2,2,3,3,3,3,3,3,3,3,3
"977",977,1,1,1,1,2,1,1,2,1,2,2
"978",978,1,1,1,1,1,1,1,1,1,1,1
"979",979,3,3,3,3,3,3,3,3,3,3,2
"980",980,2,2,3,3,3,3,3,3,3,3,2
"981",981,1,1,1,1,1,1,1,1,1,1,1
"982",982,1,1,1,1,1,1,1,1,1,1,1
"983",983,1,1,1,1,1,1,1,1,1,1,1
"984",984,1,1,1,1,1,1,1,1,2,1,2
"985",985,1,1,1,1,1,1,1,1,1,1,1
"986",986,1,1,1,1,1,1,1,1,1,1,1
"987",987,3,3,3,3,3,3,3,3,3,3,3
"988",988,1,1,1,1,1,1,1,1,1,1,1
"989",989,1,1,1,1,1,1,1,1,1,1,1
"990",990,1,1,1,1,1,1,1,1,1,1,1
"991",991,1,1,1,1,1,1,1,1,1,1,1
"992",992,1,1,1,1,1,1,1,2,2,2,2
"993",993,1,1,1,1,1,1,1,1,1,1,1
"994",994,1,1,1,1,1,1,1,1,1,1,1
"995",995,2,3,3,3,3,3,3,3,3,3,3
"996",996,1,1,1,1,1,1,2,2,2,2,2
"997",997,1,1,1,1,1,1,1,1,1,1,1
"998",998,3,2,3,3,3,2,3,3,2,2,2
"999",999,1,1,1,1,1,1,1,1,1,1,1
"1000",1000,3,3,3,3,3,3,3,3,3,3,3
