"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"55",0.5394,0.91029,1.03277,0.53284,0,0.3856,0.80278,0.37921,0.98114,0.90856,0.51335,0.82022,0.8015,0.97794,1.11304,0.77585,0.86803,1.0329,0.69986,0.74518,0.85821,0.85072,0.96158,0.9687,0.52319,0.8626,0.92423,0.7434,1.01301,0.37528,0.6931,0.72664,0.81588,0.82413,0.81675,0.73564,0.74182,0.75807,0.86896,0.59398,0.82428,0.79869,0.91591,0.98393,1.02239,0.51429,0.85861,0.49091,1.00038,0.813
"56",0.60976,1.00105,1.0914,0.57711,0.3856,0,0.91648,0.05734,1.03387,0.958,0.58983,0.89321,0.90795,1.02891,1.21435,0.83047,0.90499,1.15468,0.77306,0.82196,0.89236,0.92184,1.05674,1.04794,0.55547,0.95964,0.97564,0.80402,1.0896,0.0957,0.76828,0.80384,0.87794,0.89856,0.86539,0.79052,0.78337,0.83207,0.9119,0.6917,0.84619,0.85866,0.98816,1.05809,1.10996,0.59274,0.90379,0.63425,1.09326,0.8901
"57",0.89419,0.94293,1.02821,0.8558,0.80278,0.91648,0,0.89352,1.04105,0.94655,0.84984,0.87089,0.0137,1.08094,1.17652,0.76395,0.90044,1.18699,0.81006,0.84436,0.87141,0.94802,1.02017,1.04307,0.85782,0.93976,1.06147,0.84075,1.08314,0.89578,0.82533,0.83287,0.86065,0.8638,0.90638,0.83885,0.82552,0.77342,0.96049,0.97499,0.86677,0.90624,1.00055,1.04552,1.12294,0.85345,0.94717,1.03358,0.99513,0.88499
"58",0.60123,0.99246,1.07982,0.56631,0.37921,0.05734,0.89352,0,0.99364,0.94209,0.57677,0.88675,0.88988,1.01947,1.19992,0.82666,0.89721,1.1304,0.75049,0.80754,0.86925,0.90074,1.05343,1.03026,0.55132,0.92576,0.95582,0.78705,1.07856,0.093,0.75023,0.78892,0.86798,0.88525,0.8567,0.79578,0.76092,0.81392,0.90271,0.6729,0.83186,0.85619,0.98205,1.05033,1.12353,0.57157,0.90036,0.62367,1.04787,0.87833
"59",1.01588,1.13642,1.25381,1.02944,0.98114,1.03387,1.04105,0.99364,0,1.12063,1.03486,1.09463,1.03432,1.16922,1.42657,1.05383,1.1109,1.32625,0.9936,0.95466,1.07997,1.14056,1.22398,1.29881,1.01994,1.07807,1.18399,1.01093,1.23687,1.02357,1.00501,0.993,1.05534,1.07693,1.04537,0.98728,0.99837,1.03082,1.11069,1.10022,1.03879,1.0373,1.25428,1.23799,1.2903,1.03341,1.05903,1.16841,1.30938,1.03689
"60",0.9123,0.25934,1.10642,0.91614,0.90856,0.958,0.94655,0.94209,1.12063,0,0.91015,0.954,0.94167,1.08454,1.25691,0.91182,0.60448,0.85769,0.87748,0.90301,0.62185,1.0226,1.09305,0.77022,0.90012,1.04727,1.14004,0.89798,1.1498,0.93423,0.90443,0.92542,0.92899,0.94259,0.96455,0.90916,0.92077,0.94246,1.01064,0.99457,0.92711,0.94618,1.12196,1.10328,0.4261,0.93579,0.97852,1.12865,0.75811,0.96762
"61",0.49895,0.96042,1.05941,0.48956,0.51335,0.58983,0.84984,0.57677,1.03486,0.91015,0,0.86667,0.85048,1.02594,1.21772,0.82598,0.89509,1.16672,0.78063,0.81955,0.89085,0.89968,1.01572,1.0862,0.48296,0.94556,0.99568,0.78213,1.11451,0.56771,0.77809,0.77456,0.85427,0.86763,0.89693,0.77073,0.79757,0.82168,0.93862,0.27136,0.84838,0.85748,0.97253,1.09593,1.11927,0.23733,0.94692,0.75778,1.10214,0.86743
"62",0.8893,0.98105,0.92996,0.87136,0.82022,0.89321,0.87089,0.88675,1.09463,0.954,0.86667,0,0.86134,1.10613,1.02696,0.88717,0.93081,1.17588,0.8316,0.86957,0.92874,0.93928,0.46158,1.06496,0.86126,0.99471,1.08383,0.84445,0.88297,0.86366,0.80322,0.85208,0.54262,0.04112,0.92136,0.84336,0.82892,0.86406,0.99946,0.95912,0.69482,0.93564,0.99906,0.91983,1.16085,0.86924,0.98467,1.07928,1.01178,0.94087
"63",0.89392,0.94067,1.01744,0.87075,0.8015,0.90795,0.0137,0.88988,1.03432,0.94167,0.85048,0.86134,0,1.08478,1.17419,0.76106,0.89187,1.17497,0.81313,0.84963,0.86931,0.94943,1.01315,1.04053,0.87072,0.94614,1.05491,0.83858,1.07195,0.89425,0.82775,0.83105,0.85744,0.856,0.90317,0.83868,0.82542,0.77519,0.9583,0.98311,0.86529,0.90205,1.01461,1.03861,1.12398,0.85823,0.94749,1.0363,0.99454,0.88405
"64",1.0465,1.15683,1.28861,1.0288,0.97794,1.02891,1.08094,1.01947,1.16922,1.08454,1.02594,1.10613,1.08478,0,1.41462,1.05547,1.05128,1.30273,0.92073,1.03511,1.04172,0.77716,1.22643,1.23417,1.03456,1.14589,1.20289,0.94892,1.26049,0.99748,0.92747,0.99141,1.05952,1.08815,1.13376,0.65983,0.96058,1.01678,1.11995,1.13364,1.05291,0.95474,0.88145,1.2557,1.27781,1.03947,1.16372,1.17751,1.21172,1.00425
"65",1.18172,1.27003,1.24913,1.17868,1.11304,1.21435,1.17652,1.19992,1.42657,1.25691,1.21772,1.02696,1.17419,1.41462,0,1.1705,1.24677,1.45621,1.21287,1.19417,1.21944,1.19343,1.20161,1.31587,1.16472,1.32253,1.33361,1.15574,1.2492,1.19998,1.18098,1.175,1.014,1.03804,1.19083,1.13199,1.1555,1.17641,1.29973,1.29613,1.01376,1.20563,1.33813,1.16724,1.47914,1.19961,1.22615,1.35436,1.32923,1.27904
"66",0.83978,0.93248,1.02085,0.84599,0.77585,0.83047,0.76395,0.82666,1.05383,0.91182,0.82598,0.88717,0.76106,1.05547,1.1705,0,0.91653,1.11273,0.76713,0.84789,0.89706,0.93673,1.03588,1.02332,0.84043,0.98946,1.05482,0.81427,1.07162,0.82062,0.76982,0.84293,0.81292,0.89964,0.88352,0.80816,0.8026,0.52443,0.97663,0.91757,0.86326,0.87095,0.97149,1.03357,1.10005,0.81568,0.92912,1.03909,1.03939,0.91148
"67",0.91851,0.63816,1.07995,0.87694,0.86803,0.90499,0.90044,0.89721,1.1109,0.60448,0.89509,0.93081,0.89187,1.05128,1.24677,0.91653,0,0.77095,0.85293,0.87577,0.14796,0.99417,1.11209,0.70582,0.86021,0.97616,1.11766,0.90467,1.09272,0.87552,0.86001,0.88659,0.85693,0.92828,0.95234,0.88314,0.88909,0.90938,1.01759,0.984,0.89055,0.94824,1.09239,1.07158,0.81822,0.91585,1.00647,1.03525,0.66852,0.98595
"68",1.13137,0.90063,1.36666,1.13571,1.0329,1.15468,1.18699,1.1304,1.32625,0.85769,1.16672,1.17588,1.17497,1.30273,1.45621,1.11273,0.77095,0,1.09623,1.12531,0.76744,1.22894,1.24244,0.61903,1.13405,1.25535,1.34117,1.16499,1.32454,1.17091,1.09774,1.1204,1.15448,1.16145,1.18373,1.11042,1.17517,1.09607,1.26789,1.2364,1.11196,1.19292,1.28285,1.32263,1.03033,1.17647,1.22884,1.34136,0.60313,1.2024
"69",0.78277,0.89749,1.00268,0.76256,0.69986,0.77306,0.81006,0.75049,0.9936,0.87748,0.78063,0.8316,0.81313,0.92073,1.21287,0.76713,0.85293,1.09623,0,0.7571,0.84413,0.88002,0.95741,1.00572,0.75095,0.8987,0.72572,0.51993,1.02561,0.73766,0.13851,0.51168,0.79207,0.84309,0.80742,0.72014,0.52164,0.78582,0.65792,0.88617,0.81934,0.78225,0.89825,1.00877,1.04785,0.75416,0.88255,0.93008,0.99539,0.78561
"70",0.83468,0.9715,1.00799,0.81348,0.74518,0.82196,0.84436,0.80754,0.95466,0.90301,0.81955,0.86957,0.84963,1.03511,1.19417,0.84789,0.87577,1.12531,0.7571,0,0.86127,0.91372,0.97998,1.10113,0.81101,0.26115,0.96911,0.79039,1.02941,0.78568,0.75986,0.76821,0.85814,0.86116,0.59832,0.7707,0.77228,0.81649,0.90222,0.93029,0.84236,0.85085,0.9981,1.0591,1.09477,0.80637,0.67524,0.96188,1.0417,0.88171
"71",0.92247,0.6407,1.10178,0.88678,0.85821,0.89236,0.87141,0.86925,1.07997,0.62185,0.89085,0.92874,0.86931,1.04172,1.21944,0.89706,0.14796,0.76744,0.84413,0.86127,0,0.98431,1.10178,0.69475,0.86127,0.92593,1.09478,0.88093,1.0821,0.85784,0.85598,0.86533,0.87227,0.92157,0.92197,0.87629,0.86676,0.87462,0.98888,1.00222,0.88795,0.90093,1.07689,1.07374,0.81334,0.91741,0.96479,1.02587,0.6712,0.93199
"72",0.94032,1.04921,1.13075,0.90994,0.85072,0.92184,0.94802,0.90074,1.14056,1.0226,0.89968,0.93928,0.94943,0.77716,1.19343,0.93673,0.99417,1.22894,0.88002,0.91372,0.98431,0,1.08479,1.12533,0.89452,1.01663,1.06138,0.87183,1.12962,0.90536,0.86762,0.87041,0.92545,0.93775,0.98437,0.3131,0.8467,0.90883,1.0278,1.02179,0.9011,0.7983,0.63191,1.17949,1.18553,0.90023,1.0638,1.02703,1.12806,0.87577
"73",1.0659,1.11403,1.05842,1.01524,0.96158,1.05674,1.02017,1.05343,1.22398,1.09305,1.01572,0.46158,1.01315,1.22643,1.20161,1.03588,1.11209,1.24244,0.95741,0.97998,1.10178,1.08479,0,1.23151,1.01331,1.12535,1.19122,0.99118,1.01893,1.02062,0.96283,0.9589,0.67365,0.45764,1.05306,1.01048,0.97926,1.02386,1.14425,1.09126,0.85783,1.09843,1.18445,1.06548,1.25945,1.01126,1.12904,1.25007,1.18264,1.08434
"74",1.08897,0.80464,1.23878,1.05871,0.9687,1.04794,1.04307,1.03026,1.29881,0.77022,1.0862,1.06496,1.04053,1.23417,1.31587,1.02332,0.70582,0.61903,1.00572,1.10113,0.69475,1.12533,1.23151,0,1.02561,1.17889,1.19342,1.04407,1.26271,1.03335,1.01009,1.00043,1.02586,1.05536,1.13256,1.0175,1.06499,1.04957,1.19276,1.1413,1.04367,1.04387,1.19706,1.26974,0.97285,1.0507,1.16837,1.24623,0.29496,1.12248
"75",0.30848,0.91756,1.04664,0.06105,0.52319,0.55547,0.85782,0.55132,1.01994,0.90012,0.48296,0.86126,0.87072,1.03456,1.16472,0.84043,0.86021,1.13405,0.75095,0.81101,0.86127,0.89452,1.01331,1.02561,0,0.95519,0.95894,0.77059,1.07939,0.5446,0.75986,0.77573,0.84112,0.85764,0.86183,0.73988,0.77436,0.78856,0.88371,0.59391,0.83492,0.84858,0.95329,1.08349,1.04166,0.48672,0.94921,0.74024,1.03133,0.85331
"76",0.96906,1.09406,1.10998,0.9561,0.8626,0.95964,0.93976,0.92576,1.07807,1.04727,0.94556,0.99471,0.94614,1.14589,1.32253,0.98946,0.97616,1.25535,0.8987,0.26115,0.92593,1.01663,1.12535,1.17889,0.95519,0,1.08426,0.91074,1.13113,0.91686,0.87252,0.8925,0.97625,0.99794,0.7268,0.91188,0.89677,0.93613,1.05631,1.05391,0.93465,0.96886,1.12248,1.1647,1.24279,0.96092,0.78861,1.10809,1.1395,0.96336
"77",0.9938,1.17718,1.24822,0.95753,0.92423,0.97564,1.06147,0.95582,1.18399,1.14004,0.99568,1.08383,1.05491,1.20289,1.33361,1.05482,1.11766,1.34117,0.72572,0.96911,1.09478,1.06138,1.19122,1.19342,0.95894,1.08426,0,0.68788,1.24007,0.95951,0.73117,0.5794,1.07832,1.08454,1.08039,0.91517,0.69025,1.03131,0.85051,1.06861,1.07177,1.00523,1.1022,1.26636,1.38879,0.98315,1.0895,1.10307,1.15856,1.05779
"78",0.79731,0.94132,1.02947,0.77916,0.7434,0.80402,0.84075,0.78705,1.01093,0.89798,0.78213,0.84445,0.83858,0.94892,1.15574,0.81427,0.90467,1.16499,0.51993,0.79039,0.88093,0.87183,0.99118,1.04407,0.77059,0.91074,0.68788,0,1.08473,0.78049,0.52392,0.49197,0.8371,0.84147,0.8411,0.75065,0.14346,0.8124,0.6423,0.88761,0.84672,0.80572,0.95766,1.02097,1.11432,0.78827,0.8949,0.96191,0.99928,0.83276
"79",1.10426,1.16711,0.71611,1.07042,1.01301,1.0896,1.08314,1.07856,1.23687,1.1498,1.11451,0.88297,1.07195,1.26049,1.2492,1.07162,1.09272,1.32454,1.02561,1.02941,1.0821,1.12962,1.01893,1.26271,1.07939,1.13113,1.24007,1.08473,0,1.0634,1.02214,1.08387,0.85452,0.88168,1.14701,1.00544,1.06661,1.06969,1.2092,1.19575,0.63948,1.09765,1.22636,0.8534,1.31992,1.10823,1.19437,1.24603,1.26057,1.11505
"80",0.58839,0.97355,1.07542,0.5673,0.37528,0.0957,0.89578,0.093,1.02357,0.93423,0.56771,0.86366,0.89425,0.99748,1.19998,0.82062,0.87552,1.17091,0.73766,0.78568,0.85784,0.90536,1.02062,1.03335,0.5446,0.91686,0.95951,0.78049,1.0634,0,0.74819,0.78494,0.86104,0.8553,0.85542,0.78608,0.7545,0.80738,0.88167,0.67502,0.84037,0.83364,0.97742,1.0794,1.11694,0.56397,0.92164,0.62832,1.05807,0.86483
"81",0.76485,0.92335,0.99834,0.77004,0.6931,0.76828,0.82533,0.75023,1.00501,0.90443,0.77809,0.80322,0.82775,0.92747,1.18098,0.76982,0.86001,1.09774,0.13851,0.75986,0.85598,0.86762,0.96283,1.01009,0.75986,0.87252,0.73117,0.52392,1.02214,0.74819,0,0.51903,0.79934,0.81531,0.84006,0.70942,0.52896,0.79943,0.66776,0.86719,0.79806,0.78736,0.8979,1.01394,1.07219,0.75405,0.87824,0.9339,0.97593,0.80382
"82",0.783,0.97778,1.07263,0.77251,0.72664,0.80384,0.83287,0.78892,0.993,0.92542,0.77456,0.85208,0.83105,0.99141,1.175,0.84293,0.88659,1.1204,0.51168,0.76821,0.86533,0.87041,0.9589,1.00043,0.77573,0.8925,0.5794,0.49197,1.08387,0.78494,0.51903,0,0.83094,0.85293,0.84625,0.75385,0.47783,0.82169,0.61565,0.88223,0.81588,0.81758,0.96223,1.00279,1.1122,0.76639,0.88145,0.93329,0.99199,0.83107
"83",0.85756,0.91838,0.88482,0.85813,0.81588,0.87794,0.86065,0.86798,1.05534,0.92899,0.85427,0.54262,0.85744,1.05952,1.014,0.81292,0.85693,1.15448,0.79207,0.85814,0.87227,0.92545,0.67365,1.02586,0.84112,0.97625,1.07832,0.8371,0.85452,0.86104,0.79934,0.83094,0,0.5332,0.87265,0.80818,0.85736,0.837,0.98446,0.94555,0.66768,0.86486,0.99714,0.87423,1.0902,0.82668,0.95866,1.06154,1.02165,0.9062
"84",0.88294,0.97277,0.91447,0.87189,0.82413,0.89856,0.8638,0.88525,1.07693,0.94259,0.86763,0.04112,0.856,1.08815,1.03804,0.89964,0.92828,1.16145,0.84309,0.86116,0.92157,0.93775,0.45764,1.05536,0.85764,0.99794,1.08454,0.84147,0.88168,0.8553,0.81531,0.85293,0.5332,0,0.92209,0.84943,0.83676,0.88254,1.00246,0.95384,0.68589,0.93301,0.98831,0.90247,1.15685,0.86253,0.98259,1.08141,1.00658,0.93197
"85",0.90723,1.0193,1.08085,0.88292,0.81675,0.86539,0.90638,0.8567,1.04537,0.96455,0.89693,0.92136,0.90317,1.13376,1.19083,0.88352,0.95234,1.18373,0.80742,0.59832,0.92197,0.98437,1.05306,1.13256,0.86183,0.7268,1.08039,0.8411,1.14701,0.85542,0.84006,0.84625,0.87265,0.92209,0,0.81863,0.83119,0.85753,0.99433,0.98714,0.9119,0.88844,1.08152,1.06043,1.15355,0.91047,0.47763,1.02805,1.10481,0.94312
"86",0.81027,0.91825,0.98754,0.769,0.73564,0.79052,0.83885,0.79578,0.98728,0.90916,0.77073,0.84336,0.83868,0.65983,1.13199,0.80816,0.88314,1.11042,0.72014,0.7707,0.87629,0.3131,1.01048,1.0175,0.73988,0.91188,0.91517,0.75065,1.00544,0.78608,0.70942,0.75385,0.80818,0.84943,0.81863,0,0.73882,0.81355,0.89585,0.88636,0.81398,0.70991,0.51812,1.03563,1.05931,0.77143,0.92996,0.93187,1.00355,0.75084
"87",0.81349,0.95952,1.08444,0.78587,0.74182,0.78337,0.82552,0.76092,0.99837,0.92077,0.79757,0.82892,0.82542,0.96058,1.1555,0.8026,0.88909,1.17517,0.52164,0.77228,0.86676,0.8467,0.97926,1.06499,0.77436,0.89677,0.69025,0.14346,1.06661,0.7545,0.52896,0.47783,0.85736,0.83676,0.83119,0.73882,0,0.81917,0.6354,0.89295,0.85879,0.81501,0.95294,1.05803,1.11639,0.79891,0.90543,0.99318,1.0065,0.82229
"88",0.82194,0.94194,1.03904,0.79954,0.75807,0.83207,0.77342,0.81392,1.03082,0.94246,0.82168,0.86406,0.77519,1.01678,1.17641,0.52443,0.90938,1.09607,0.78582,0.81649,0.87462,0.90883,1.02386,1.04957,0.78856,0.93613,1.03131,0.8124,1.06969,0.80738,0.79943,0.82169,0.837,0.88254,0.85753,0.81355,0.81917,0,0.95981,0.95302,0.84911,0.85879,0.99344,1.08828,1.05839,0.80532,0.91808,0.99162,1.00965,0.85788
"89",0.92332,1.038,1.24219,0.89586,0.86896,0.9119,0.96049,0.90271,1.11069,1.01064,0.93862,0.99946,0.9583,1.11995,1.29973,0.97663,1.01759,1.26789,0.65792,0.90222,0.98888,1.0278,1.14425,1.19276,0.88371,1.05631,0.85051,0.6423,1.2092,0.88167,0.66776,0.61565,0.98446,1.00246,0.99433,0.89585,0.6354,0.95981,0,1.03441,0.99741,0.95148,1.09449,1.15015,1.21323,0.95476,1.07378,1.10465,1.15593,0.96486
"90",0.60819,1.05327,1.13675,0.59926,0.59398,0.6917,0.97499,0.6729,1.10022,0.99457,0.27136,0.95912,0.98311,1.13364,1.29613,0.91757,0.984,1.2364,0.88617,0.93029,1.00222,1.02179,1.09126,1.1413,0.59391,1.05391,1.06861,0.88761,1.19575,0.67502,0.86719,0.88223,0.94555,0.95384,0.98714,0.88636,0.89295,0.95302,1.03441,0,0.9036,0.98038,1.13944,1.12743,1.20816,0.33651,1.02251,0.82016,1.17224,1.00237
"91",0.87085,0.93057,0.65094,0.82821,0.82428,0.84619,0.86677,0.83186,1.03879,0.92711,0.84838,0.69482,0.86529,1.05291,1.01376,0.86326,0.89055,1.11196,0.81934,0.84236,0.88795,0.9011,0.85783,1.04367,0.83492,0.93465,1.07177,0.84672,0.63948,0.84037,0.79806,0.81588,0.66768,0.68589,0.9119,0.81398,0.85879,0.84911,0.99741,0.9036,0,0.91482,1.0119,0.67012,1.12544,0.81986,0.93665,1.04198,1.03113,0.92082
"92",0.85506,0.97873,1.10163,0.86857,0.79869,0.85866,0.90624,0.85619,1.0373,0.94618,0.85748,0.93564,0.90205,0.95474,1.20563,0.87095,0.94824,1.19292,0.78225,0.85085,0.90093,0.7983,1.09843,1.04387,0.84858,0.96886,1.00523,0.80572,1.09765,0.83364,0.78736,0.81758,0.86486,0.93301,0.88844,0.70991,0.81501,0.85879,0.95148,0.98038,0.91482,0,0.90588,1.1164,1.06711,0.86275,0.98592,1.0335,1.00703,0.23763
"93",0.98761,1.15034,1.23854,0.95863,0.91591,0.98816,1.00055,0.98205,1.25428,1.12196,0.97253,0.99906,1.01461,0.88145,1.33813,0.97149,1.09239,1.28285,0.89825,0.9981,1.07689,0.63191,1.18445,1.19706,0.95329,1.12248,1.1022,0.95766,1.22636,0.97742,0.8979,0.96223,0.99714,0.98831,1.08152,0.51812,0.95294,0.99344,1.09449,1.13944,1.0119,0.90588,0,1.23671,1.32514,0.97814,1.11881,1.1411,1.17119,0.95849
"94",1.09675,1.14391,0.85687,1.07548,0.98393,1.05809,1.04552,1.05033,1.23799,1.10328,1.09593,0.91983,1.03861,1.2557,1.16724,1.03357,1.07158,1.32263,1.00877,1.0591,1.07374,1.17949,1.06548,1.26974,1.08349,1.1647,1.26636,1.02097,0.8534,1.0794,1.01394,1.00279,0.87423,0.90247,1.06043,1.03563,1.05803,1.08828,1.15015,1.12743,0.67012,1.1164,1.23671,0,1.29694,1.0567,1.14076,1.23735,1.23285,1.1657
"95",1.12595,0.43007,1.32797,1.05794,1.02239,1.10996,1.12294,1.12353,1.2903,0.4261,1.11927,1.16085,1.12398,1.27781,1.47914,1.10005,0.81822,1.03033,1.04785,1.09477,0.81334,1.18553,1.25945,0.97285,1.04166,1.24279,1.38879,1.11432,1.31992,1.11694,1.07219,1.1122,1.0902,1.15685,1.15355,1.05931,1.11639,1.05839,1.21323,1.20816,1.12544,1.06711,1.32514,1.29694,0,1.11671,1.20163,1.24949,0.92982,1.1205
"96",0.51671,0.97122,1.05439,0.49146,0.51429,0.59274,0.85345,0.57157,1.03341,0.93579,0.23733,0.86924,0.85823,1.03947,1.19961,0.81568,0.91585,1.17647,0.75416,0.80637,0.91741,0.90023,1.01126,1.0507,0.48672,0.96092,0.98315,0.78827,1.10823,0.56397,0.75405,0.76639,0.82668,0.86253,0.91047,0.77143,0.79891,0.80532,0.95476,0.33651,0.81986,0.86275,0.97814,1.0567,1.11671,0,0.93119,0.75738,1.08235,0.86412
"97",0.93886,1.0396,1.15184,0.93815,0.85861,0.90379,0.94717,0.90036,1.05903,0.97852,0.94692,0.98467,0.94749,1.16372,1.22615,0.92912,1.00647,1.22884,0.88255,0.67524,0.96479,1.0638,1.12904,1.16837,0.94921,0.78861,1.0895,0.8949,1.19437,0.92164,0.87824,0.88145,0.95866,0.98259,0.47763,0.92996,0.90543,0.91808,1.07378,1.02251,0.93665,0.98592,1.11881,1.14076,1.20163,0.93119,0,1.12023,1.17046,1.02412
"98",0.7715,1.12546,1.21129,0.75275,0.49091,0.63425,1.03358,0.62367,1.16841,1.12865,0.75778,1.07928,1.0363,1.17751,1.35436,1.03909,1.03525,1.34136,0.93008,0.96188,1.02587,1.02703,1.25007,1.24623,0.74024,1.10809,1.10307,0.96191,1.24603,0.62832,0.9339,0.93329,1.06154,1.08141,1.02805,0.93187,0.99318,0.99162,1.10465,0.82016,1.04198,1.0335,1.1411,1.23735,1.24949,0.75738,1.12023,0,1.22092,1.06597
"99",1.06822,0.76868,1.21504,1.05891,1.00038,1.09326,0.99513,1.04787,1.30938,0.75811,1.10214,1.01178,0.99454,1.21172,1.32923,1.03939,0.66852,0.60313,0.99539,1.0417,0.6712,1.12806,1.18264,0.29496,1.03133,1.1395,1.15856,0.99928,1.26057,1.05807,0.97593,0.99199,1.02165,1.00658,1.10481,1.00355,1.0065,1.00965,1.15593,1.17224,1.03113,1.00703,1.17119,1.23285,0.92982,1.08235,1.17046,1.22092,0,1.06429
"100",0.87618,1.02029,1.08344,0.87541,0.813,0.8901,0.88499,0.87833,1.03689,0.96762,0.86743,0.94087,0.88405,1.00425,1.27904,0.91148,0.98595,1.2024,0.78561,0.88171,0.93199,0.87577,1.08434,1.12248,0.85331,0.96336,1.05779,0.83276,1.11505,0.86483,0.80382,0.83107,0.9062,0.93197,0.94312,0.75084,0.82229,0.85788,0.96486,1.00237,0.92082,0.23763,0.95849,1.1657,1.1205,0.86412,1.02412,1.06597,1.06429,0
"101",0,1.163,1.07643,0.74835,0.9796,0.85196,1.0124,1.00755,1.39211,0.83727,0.88342,1.02783,1.14771,1.17998,0.99351,0.20178,1.41123,0.82679,1.03457,0.92803,1.05797,1.14596,1.32893,1.01244,1.04248,0.86836,1.00853,0.97826,1.07459,1.26725,0.56518,1.29594,0.91177,1.03625,0.98548,0.79401,0.99153,0.81437,1.39394,0.98497,1.14031,0.84152,0.82601,1.01239,1.08831,1.3219,1.04495,0.93537,1.02665,0.91546
"102",1.163,0,1.21015,0.98267,1.13139,0.91834,0.71697,1.24692,1.53597,1.01463,1.08302,1.11505,1.19476,1.17596,0.77189,1.08507,1.3781,0.96883,0.80016,1.07928,0.32632,1.31435,1.1123,1.12928,0.79263,1.14776,0.68019,1.10475,1.19235,1.44501,1.24149,0.96872,0.96379,1.1867,1.20189,1.06978,1.03376,1.00915,1.3959,1.26602,1.15908,0.88435,1.01079,1.12629,1.25011,1.37551,1.1089,1.08235,1.11256,1.07434
"103",1.07643,1.21015,0,0.85615,1.00588,0.88652,1.09131,1.1114,1.47369,0.91976,0.87343,1.1043,1.2138,1.21164,1.0952,0.98303,1.37587,0.74775,1.06483,0.98104,1.15818,1.10363,1.42719,1.15346,1.10196,0.97623,1.02593,1.0125,1.16461,1.315,1.11531,1.36034,0.96088,1.18559,1.06201,0.92835,0.99716,0.47109,1.42611,1.14134,1.21403,0.90813,0.77201,1.16341,1.13978,1.39599,1.11047,0.99852,1.07288,1.00542
"104",0.74835,0.98267,0.85615,0,0.77568,0.65698,0.85329,0.58251,1.22898,0.65002,0.71249,0.85413,0.95259,0.96614,0.78207,0.65699,1.10066,0.62919,0.83022,0.7206,0.87294,0.94753,1.10632,0.86786,0.8399,0.44109,0.80844,0.78237,0.91081,1.10587,0.80385,1.19941,0.70142,0.92956,0.51657,0.37951,0.77144,0.64328,1.13666,0.50918,0.96917,0.64808,0.62422,0.87972,0.85463,1.18656,0.85059,0.76464,0.83072,0.71115
"105",0.9796,1.13139,1.00588,0.77568,0,0.78133,0.992,1.05707,1.3214,0.717,0.88916,0.98833,1.10735,1.08049,0.94679,0.87266,1.32888,0.79553,0.93847,0.87837,1.02267,1.11816,1.27216,0.97179,0.94489,0.94054,0.95418,0.1989,1.0955,1.26457,1.02052,1.30823,0.83235,1.03786,1.07389,0.86968,0.90571,0.80136,1.29078,1.11543,1.06938,0.76047,0.77983,1.02206,0.99412,1.26956,1.0182,0.92165,0.98842,0.79442
"106",0.85196,0.91834,0.88652,0.65698,0.78133,0,0.75657,0.98703,1.1803,0.62872,0.73206,0.65735,0.77649,0.9119,0.74539,0.74979,1.09231,0.69215,0.80829,0.74644,0.83061,1.03145,1.07384,0.8019,0.82286,0.79899,0.74054,0.76521,0.64147,1.03048,0.91865,1.04719,0.5484,0.81486,0.86289,0.72148,0.62332,0.67452,1.07787,0.86659,0.89534,0.58417,0.63124,0.79247,0.87461,1.09118,0.67826,0.7002,0.53731,0.73073
"107",1.0124,0.71697,1.09131,0.85329,0.992,0.75657,0,1.10344,1.35192,0.84573,0.90729,0.97572,1.07975,1.02703,0.64137,0.93396,1.22991,0.82657,0.66425,0.94625,0.6033,1.15691,0.93858,0.98605,0.67065,0.97868,0.4638,0.95659,1.06524,1.22952,1.10692,0.78817,0.82121,1.01282,1.02711,0.91065,0.89209,0.88528,1.25281,1.09773,0.99331,0.72284,0.83717,0.97283,1.09725,1.17553,0.99736,0.90649,0.93682,0.93653
"108",1.00755,1.24692,1.1114,0.58251,1.05707,0.98703,1.10344,0,1.46702,0.94672,0.95035,1.1385,1.20584,1.31198,1.10445,0.95634,1.43173,0.88453,1.14098,1.01714,1.17637,1.22465,1.4093,1.14743,1.15487,0.57291,1.08188,1.07772,1.22529,1.41016,1.0857,1.4244,1.01464,1.17973,0.8116,0.52939,1.09503,0.92719,1.35587,0.80937,1.25766,0.94434,0.89106,1.14972,1.18915,1.41905,1.15412,1.04604,1.11451,0.99103
"109",1.39211,1.53597,1.47369,1.22898,1.3214,1.1803,1.35192,1.46702,0,1.20481,1.32686,1.46787,1.47402,1.56326,1.35987,1.31385,1.77226,1.24639,1.39,1.29574,1.4203,1.62044,1.61976,1.52677,1.42229,1.36463,1.30746,1.28719,1.53185,1.64858,1.45487,1.53748,1.28178,1.54319,1.50965,1.28812,1.36572,1.2784,1.70185,1.50469,1.52093,1.21669,1.19251,1.51835,1.48296,1.71267,1.48614,1.30055,1.38141,1.29121
