"","id","y","sex","age"
"1070",214,2,"female","17"
"1071",215,1,"female","13"
"1072",215,1,"female","14"
"1073",215,2,"female","15"
"1074",215,2,"female","16"
"1075",215,2,"female","17"
"1076",216,1,"female","13"
"1077",216,1,"female","14"
"1078",216,2,"female","15"
"1079",216,2,"female","16"
"1080",216,2,"female","17"
"1081",217,1,"female","13"
"1082",217,1,"female","14"
"1083",217,2,"female","15"
"1084",217,2,"female","16"
"1085",217,2,"female","17"
"1086",218,1,"female","13"
"1087",218,1,"female","14"
"1088",218,2,"female","15"
"1089",218,2,"female","16"
"1090",218,2,"female","17"
"1091",219,1,"female","13"
"1092",219,1,"female","14"
"1093",219,2,"female","15"
"1094",219,2,"female","16"
"1095",219,3,"female","17"
"1096",220,1,"female","13"
"1097",220,1,"female","14"
"1098",220,2,"female","15"
"1099",220,3,"female","16"
"1100",220,3,"female","17"
"1101",221,1,"female","13"
"1102",221,2,"female","14"
"1103",221,1,"female","15"
"1104",221,1,"female","16"
"1105",221,1,"female","17"
"1106",222,1,"female","13"
"1107",222,2,"female","14"
"1108",222,1,"female","15"
"1109",222,1,"female","16"
"1110",222,2,"female","17"
"1111",223,1,"female","13"
"1112",223,2,"female","14"
"1113",223,1,"female","15"
"1114",223,1,"female","16"
"1115",223,2,"female","17"
"1116",224,1,"female","13"
"1117",224,2,"female","14"
"1118",224,2,"female","15"
"1119",224,1,"female","16"
"1120",224,2,"female","17"
"1121",225,1,"female","13"
"1122",225,2,"female","14"
"1123",225,2,"female","15"
"1124",225,2,"female","16"
"1125",225,1,"female","17"
"1126",226,1,"female","13"
"1127",226,2,"female","14"
"1128",226,2,"female","15"
"1129",226,3,"female","16"
"1130",226,3,"female","17"
"1131",227,1,"female","13"
"1132",227,2,"female","14"
"1133",227,2,"female","15"
"1134",227,3,"female","16"
"1135",227,3,"female","17"
"1136",228,1,"female","13"
"1137",228,2,"female","14"
"1138",228,3,"female","15"
"1139",228,1,"female","16"
"1140",228,2,"female","17"
"1141",229,1,"female","13"
"1142",229,2,"female","14"
"1143",229,3,"female","15"
"1144",229,3,"female","16"
"1145",229,2,"female","17"
"1146",230,1,"female","13"
"1147",230,2,"female","14"
"1148",230,3,"female","15"
"1149",230,3,"female","16"
"1150",230,3,"female","17"
"1151",231,1,"female","13"
"1152",231,3,"female","14"
"1153",231,3,"female","15"
"1154",231,2,"female","16"
"1155",231,2,"female","17"
"1156",232,2,"female","13"
"1157",232,1,"female","14"
"1158",232,1,"female","15"
"1159",232,3,"female","16"
"1160",232,3,"female","17"
"1161",233,2,"female","13"
"1162",233,1,"female","14"
"1163",233,2,"female","15"
"1164",233,2,"female","16"
"1165",233,2,"female","17"
"1166",234,2,"female","13"
"1167",234,1,"female","14"
"1168",234,3,"female","15"
"1169",234,3,"female","16"
"1170",234,3,"female","17"
"1171",235,2,"female","13"
"1172",235,3,"female","14"
"1173",235,3,"female","15"
"1174",235,3,"female","16"
"1175",235,3,"female","17"
"1176",236,2,"female","13"
"1177",236,3,"female","14"
"1178",236,3,"female","15"
"1179",236,3,"female","16"
"1180",236,2,"female","17"
"1181",237,3,"female","13"
"1182",237,3,"female","14"
"1183",237,3,"female","15"
"1184",237,2,"female","16"
"1185",237,3,"female","17"
