"","Chromosome","Genome.Order","gm05296","gm03563","gm01535","gm07081","gm01750","gm03134","gm13330","gm13031","gm01524"
"516",5,1927,-0.063297,-0.143625,-0.143625,-0.086511,0.029869,-0.102333,-0.11841,-0.112416,0.056131
"517",5,1928,0.013396,-0.054857,-0.054857,0.117625,-0.04482,0.006517,-0.049073,0.006106,0.101309
"518",5,1929,-0.081203,NA,NA,NA,-0.093937,0.03166,0.073864,-0.011146,0.069709
"519",5,1931,-0.112017,-0.032526,-0.032526,NA,0.245018,-0.089243,-0.041699,NA,0.056975
"520",5,1932,0.115526,-0.000475,-0.000475,0.046761,-0.036476,0.076799,0.032826,0.117468,0.096154
"521",5,1933,0.053082,-0.083846,-0.083846,0.072735,-0.031479,0.036046,-0.068845,0.069851,-0.010739
"522",5,1934,-0.048251,-0.061272,-0.061272,0.030377,-0.005228,-0.045493,-0.131685,-0.05817,-0.011664
"523",5,1935,-0.117882,-0.125625,-0.125625,0.096998,0.01842,-0.07699,-0.159585,0.02858,0.083004
"524",5,1936,0.03875,-0.016822,-0.016822,-0.051253,-0.116573,0.061859,-0.014482,-0.040373,0.159614
"525",5,1937,NA,NA,NA,NA,-0.122745,NA,NA,-0.072824,NA
"526",5,1938,0.025736,-0.173641,-0.173641,-0.034338,0.044503,-0.0192,-0.191433,-0.102541,-0.017891
"527",5,1939,0.0792,0.000371,0.000371,0.116024,0.06696,0.077779,-0.061547,0.101368,0.128094
"528",5,1940,0.037796,-0.039503,-0.039503,0.078002,-0.089376,0.028378,-0.022465,0.058645,0.076321
"529",5,1942,-0.080416,NA,NA,0.05996,-0.042753,-0.013971,-0.015952,-0.023595,0.03193
"530",5,1943,-0.009053,0.055218,0.055218,0.063037,0.040332,-0.104363,-0.028934,0.063498,0.033916
"531",5,1944,0.014784,-0.047422,-0.047422,0.006562,-0.137029,0.006284,-0.044452,-0.012119,0.060889
"532",5,1945,-0.110191,0.047413,0.047413,NA,-0.053461,NA,0.043036,-0.027566,NA
"533",5,1946,-0.122267,-0.201785,-0.201785,-0.142597,0.056952,-0.095125,-0.18044,-0.09651,-0.062011
"534",5,1947,-0.069071,-0.074533,-0.074533,0.005069,-0.039572,-0.040163,-0.072819,-0.019801,-0.00486
"535",5,1948,-0.056853,-0.043438,-0.043438,-0.036048,0.000854,-0.035034,-0.035828,0.018348,0.049457
"536",5,1949,-0.043392,0.024692,0.024692,0.146325,-0.144381,-0.025123,-0.02435,-0.063769,-0.10068
"537",5,1950,-0.018204,-0.040212,-0.040212,0.01063,0.061533,-0.029141,-0.109498,NA,0.104426
"538",5,1951,0.017997,-0.039559,-0.039559,0.002563,-0.011131,0.003851,-0.05313,0.074867,0.162775
"539",5,1953,-0.103804,-0.005198,-0.005198,0.058084,NA,-0.017615,0.003121,-0.015277,0.068747
"540",5,1954,-0.0849,NA,NA,NA,NA,-0.074609,NA,-0.116501,-0.019297
"541",5,1955,-0.087529,NA,NA,NA,0.117517,0.066611,0.026897,0.015337,NA
"542",5,1956,0.081309,NA,NA,NA,-0.101946,0.048263,NA,NA,NA
"543",5,1957,0.122336,0.112237,0.112237,NA,0.025288,0.056175,0.160714,-0.01893,0.02724
"544",5,1958,-0.058211,-0.190413,-0.190413,-0.048984,0.031238,-0.05457,-0.15715,-0.135441,-0.046363
"545",5,1959,-0.040976,-0.100992,-0.100992,-0.158247,NA,-0.020297,-0.079323,-0.016733,0.12936
"546",5,1960,NA,NA,NA,NA,-0.081026,NA,0.018243,0.056251,-0.092088
"547",5,1961,-0.073652,-0.032423,-0.032423,-0.065588,-0.105809,-0.082558,-0.046682,-0.123352,-0.107628
"548",5,1962,-0.098068,NA,NA,NA,-0.00406,0.007958,0.040498,-0.015722,0.021619
"549",5,1964,-0.011518,-0.053208,-0.053208,-0.034567,0.072897,-0.06048,-0.076153,-0.031502,-0.033937
"550",5,1965,0.012713,-0.014493,-0.014493,-0.043732,-0.014926,-0.035272,0.011497,0.034852,0.025976
"551",5,1966,-0.050271,-0.079441,-0.079441,-0.04634,-0.08978,-0.032995,-0.054302,-0.045498,0.017396
"552",5,1967,NA,NA,NA,NA,NA,NA,0.108347,0.018713,-0.039054
"553",5,1968,NA,NA,NA,NA,0.041859,0.028468,0.13552,NA,-0.076462
"554",5,1969,0.004976,NA,NA,0.089449,-0.049479,-0.031438,-0.18935,-0.053724,-0.03602
"555",5,1970,0.091037,-0.005784,-0.005784,-0.082453,-0.015007,0.052765,0.012218,0.030457,-0.127834
"556",5,1971,-0.13991,-0.207397,-0.207397,-0.016626,NA,-0.138608,-0.209751,-0.097813,-0.037147
"557",5,1972,-0.171812,NA,NA,NA,NA,-0.132482,NA,-0.160768,-0.016615
"558",5,1973,NA,0.342248,0.342248,NA,NA,NA,NA,NA,0.088931
"559",5,1975,0.172784,0.150024,0.150024,NA,-0.221751,0.005454,NA,0,NA
"560",5,1976,NA,NA,NA,NA,0.004628,NA,0.139106,-0.011078,-0.203055
"561",5,1977,0.006276,0.139424,0.139424,0.047099,-0.03944,0.082298,0.143699,0.093285,-0.029954
"562",5,1978,-0.063971,-0.068694,-0.068694,-0.021239,NA,-0.046193,-0.121361,-0.010761,0.055766
"563",5,1979,0.278151,0.128996,0.128996,0.171026,0.167226,NA,0.168493,0.085234,0.040676
"564",5,1980,0.051215,-0.038656,-0.038656,0.158432,0.007213,0.069692,-0.000171,0.149672,0.057289
"565",5,1981,0.002476,0.090023,0.090023,0.017254,-0.067038,0.037841,0.053405,0.137677,0.030435
"566",5,1982,-0.105417,NA,NA,NA,-0.073816,-0.052467,NA,-0.048005,0.004144
"567",5,1983,-0.086839,0.057219,0.057219,0.011999,-0.06761,-0.045962,0.122966,-0.017591,0.003146
"568",5,1984,-0.02341,0.021849,0.021849,0.011959,-0.11749,0.02197,-0.052244,-0.04671,-0.061767
"569",5,1986,-0.054548,0.057684,0.057684,NA,0.058943,0.02712,NA,0.008217,-0.154726
"570",5,1987,0.008788,0.071058,0.071058,0.036103,0.137046,0.039334,0.074942,0.066005,-0.011266
"571",5,1988,0.139912,0.072655,0.072655,0.1844,-0.123984,0.087947,0.062125,0.151911,0.079523
"572",5,1989,-0.01327,0.008188,0.008188,0.054554,-0.203561,0.035572,0.002923,-0.095368,0.016802
"573",5,1990,0.003887,-0.007334,-0.007334,0.073626,0.000522,0.007564,-0.049394,-0.028394,0.176041
"574",5,1991,-0.000346,-0.024238,-0.024238,0.018432,0.113676,-0.029093,-0.047748,0.030764,0.032982
"575",5,1992,0.149279,0.072295,0.072295,0.081469,0.098601,0.166152,0.122516,0.165576,-0.053793
"576",5,1993,0.205328,-0.095063,-0.095063,-0.130599,NA,-0.0799,0.133945,-0.043896,-0.203278
"577",5,1994,NA,NA,NA,NA,0.043884,0.025309,0.217731,0.017396,-0.292901
"578",5,1995,0.089847,-0.101526,-0.101526,0.029559,-0.057943,0.098383,NA,0.146622,0.062202
"579",5,1997,-0.143793,-0.062616,-0.062616,0.006589,NA,-0.042043,-0.044021,-0.102691,0.074358
"580",5,1998,-0.132043,-0.095909,-0.095909,0.032716,0.11391,-0.11521,-0.125885,-0.136211,-0.088272
"581",5,1999,0.003339,-0.111712,-0.111712,0.003233,-0.052442,-0.010337,-0.093195,-0.056853,0.092018
"582",5,2000,-0.079174,-0.055531,-0.055531,NA,-0.002317,-0.09318,-0.122879,-0.106812,-0.060642
"583",5,2001,0.051817,-0.082243,-0.082243,0.018371,-0.03194,-0.009771,-0.101691,0.001565,0.066546
"584",5,2002,-0.1133,0.117659,0.117659,-0.001694,0.007888,-0.026945,0.078312,-0.029503,NA
"585",5,2003,-0.035005,-0.009251,-0.009251,0.001065,-0.066211,-0.004768,NA,-0.020141,0.132961
"586",5,2004,-0.040338,-0.027437,-0.027437,-0.055475,-0.142731,-0.027704,-0.042892,-0.053952,0.053372
"587",5,2005,-0.077696,-0.083656,-0.083656,0.093598,-0.117295,-0.0723,NA,-0.063236,-0.016432
"588",5,2006,-0.02026,-0.125235,-0.125235,NA,0.096226,-0.128962,-0.186745,-0.148773,-0.171725
"589",5,2008,-0.070437,-0.179258,-0.179258,0.011281,-0.080207,-0.03077,-0.196349,-0.086833,-0.033715
"590",5,2009,-0.118404,-0.073378,-0.073378,0.003105,-0.10388,-0.093344,-0.095042,-0.138278,0.013565
"591",5,2010,-0.10849,NA,NA,-0.093235,-0.023725,-0.10789,NA,-0.179367,-0.07792
"592",5,2011,-0.020825,-0.101929,-0.101929,NA,0.111637,-0.038732,-0.075409,-0.066305,-0.058526
"593",5,2012,0.071609,0.00282,0.00282,0.107811,-0.057129,0.081702,-0.018715,0.0808,0.117129
"594",5,2013,-0.007951,0.068895,0.068895,NA,0.025862,0.006697,NA,NA,0.090452
"595",5,2014,0.046859,NA,NA,NA,0.126065,NA,NA,NA,NA
"596",5,2015,0.079033,NA,NA,NA,0.033957,0.194055,0.23077,0.096141,0.057781
"597",5,2016,0.034356,-0.055637,-0.055637,0.009301,-0.064101,0.043758,-0.030333,0.048408,0.007749
"598",5,2017,-0.076183,0.094455,0.094455,NA,NA,0.012526,0.123785,-0.003641,-0.022222
"599",5,2020,-0.044874,0.021287,0.021287,-0.009405,0.013281,-0.044072,NA,-0.068607,0.00372
"600",5,2021,0.108661,0.205936,0.205936,NA,-0.029307,NA,0.278687,NA,-0.051924
"601",5,2022,-0.014818,0.067736,0.067736,-0.027325,-0.083598,0.042428,0.073068,0.009664,0.108291
"602",5,2023,NA,0.015704,0.015704,-0.045855,-0.03134,-0.053641,-0.014377,-0.091239,-0.108047
"603",5,2024,-0.060113,0.07332,0.07332,-0.091137,-0.034801,-0.021254,0.10411,0.013214,-0.052746
"604",5,2025,-0.099358,0.002858,0.002858,-0.103466,-0.081198,-0.07694,0.016653,-0.033963,-0.162998
"605",5,2026,-0.095765,0.043666,0.043666,-0.056149,-0.031888,-0.040819,0.012376,-0.016693,-0.15224
"606",6,2027,-0.053016,0.080212,0.080212,-0.054281,-0.078567,-0.034433,-0.006852,0.032054,-0.085015
"607",6,2028,-0.048771,-0.008699,-0.008699,0.044994,0.004969,-0.02286,-0.016544,0.023415,0.002966
"608",6,2029,-0.03114,0.052327,0.052327,-0.001065,-0.082381,0.01772,0.01238,0.058833,0.092195
"609",6,2031,0.044412,0.073262,0.073262,0.059268,-0.003198,-0.021945,0.064688,0.067255,-0.027889
"610",6,2032,-0.001794,0.073164,0.073164,-0.048337,-0.020507,-0.005881,0.102012,-0.000279,0.08264
"611",6,2033,-0.0201,-0.014819,-0.014819,-0.006245,-0.027293,0.00722,-0.044694,-0.065743,0.039724
"612",6,2034,-0.080227,0.042391,0.042391,0.030982,-0.045104,-0.023091,-0.01707,-0.021235,0.034432
"613",6,2035,-0.040323,-0.035274,-0.035274,-0.032208,-0.004356,-0.027919,-0.02434,-0.005627,-0.008328
"614",6,2036,-0.004733,0.004846,0.004846,-0.009473,0.043442,0.004104,0.033405,0.027438,0.087527
"615",6,2037,0.00012,0.059511,0.059511,0.025147,0.034999,0.048117,0.067632,0.038563,0.032308
"616",6,2038,0.029377,-0.009117,-0.009117,0.032346,-0.066675,-0.006548,-0.011805,0.038467,0.056523
"617",6,2039,-0.062164,-0.055785,-0.055785,-0.070146,0.011797,-0.0829,-0.016299,-0.032501,-0.061743
"618",6,2040,0.003971,-0.072851,-0.072851,-0.012988,0.035993,0.024702,-0.077579,0.000561,0.00602
"619",6,2042,0.021999,-0.057069,-0.057069,-0.05696,0.031756,-0.032405,-0.087543,-0.053802,0.016127
"620",6,2043,0.039019,-0.002652,-0.002652,0.023022,0.01011,0.025346,-0.011447,0.029525,0.180585
"621",6,2044,-0.02658,-0.038739,-0.038739,0.039719,-0.075025,0.024611,-0.00334,0.054151,0.072076
"622",6,2045,-0.108018,-0.035935,-0.035935,-0.111748,0.002847,-0.066803,-0.04875,-0.071098,-0.062767
"623",6,2046,0.060714,0.005197,0.005197,-0.067063,0.092019,-0.014055,0.062719,-0.0382,-0.055352
"624",6,2047,0.012071,0.114519,0.114519,0.118696,-0.0141,0.144977,0.096838,0.065109,0.185361
"625",6,2048,-0.026519,-0.026956,-0.026956,-0.072767,0.048406,-0.067705,0.01805,-0.080687,0.078973
"626",6,2049,-0.019515,-0.137133,-0.137133,NA,-0.001386,-0.011049,-0.137758,0.095801,0.047068
"627",6,2050,-0.07289,-0.117642,-0.117642,-0.062512,NA,-0.089439,-0.104108,-0.021906,-0.111759
"628",6,2051,-0.087241,0.020922,0.020922,0.046249,-0.074188,-0.062145,0.046843,-0.011793,-0.002368
"629",6,2053,-0.117906,-0.041711,-0.041711,-0.067839,0.03278,NA,-0.071465,-0.067275,-0.056163
"630",6,2054,NA,0.190852,0.190852,NA,-0.028786,NA,0.22668,0.123352,-0.041806
"631",6,2055,0.133977,0.096771,0.096771,-0.051285,-0.021029,0.001644,0.136116,0.010125,-0.012052
"632",6,2056,0.038409,NA,NA,NA,0.064944,0.108016,NA,NA,0.328529
"633",6,2057,0.086123,0.131734,0.131734,0.002068,-0.076288,0.083497,0.112023,0.063823,-0.036029
"634",6,2058,-0.037989,0.079428,0.079428,-0.014282,0.00744,-0.011055,NA,0.002216,0.012543
"635",6,2059,0.068754,0.019632,0.019632,-0.04833,0.015935,-0.008747,NA,0.001445,-0.053157
"636",6,2060,0.009238,0.126556,0.126556,-0.040626,-0.02885,0.000275,0.151903,0.024358,-0.04491
"637",6,2061,-0.047429,0.025534,0.025534,NA,-0.000496,-0.00943,0.036532,NA,-0.01729
"638",6,2062,0.010065,0.125197,0.125197,-0.010896,-0.035033,0.044607,0.150148,0.039987,0.035135
"639",6,2064,-0.028523,0.186258,0.186258,NA,0.079737,0.044147,0.123576,0.06667,0.062345
"640",6,2065,0.060032,0.116665,0.116665,-0.002131,0.075446,0.053769,0.150129,0.071255,0.016187
"641",6,2066,0.020352,-0.025436,-0.025436,0.037124,0.086901,-0.008339,-0.036064,0.03267,-0.14614
"642",6,2067,0.077045,0.086188,0.086188,0.052068,0.082847,0.084036,0.098806,0.056694,0.032523
"643",6,2068,0.03651,-0.020398,-0.020398,-0.043958,0.18526,0.048509,0.019423,0.006194,-0.05464
"644",6,2069,0.216932,0.055515,0.055515,-0.012309,0.025817,0.076567,0.100907,0.023524,-0.0649
"645",6,2070,0.114913,0.043754,0.043754,-0.100687,0.068898,-0.017626,0.131211,0.015216,-0.067497
"646",6,2071,0.033721,0.074728,0.074728,0.060244,-0.09478,0.070343,0.014571,0.061773,0.023614
"647",6,2072,0.010543,0.051026,0.051026,NA,-0.044546,0.033175,0.003314,-0.013456,-0.059038
"648",6,2073,-0.031537,-0.148775,-0.148775,-0.047522,0.024548,-0.095359,-0.138081,-0.127032,-0.085539
"649",6,2075,-0.040887,-0.120914,-0.120914,0.116025,-0.001203,0.030085,-0.159472,0.031319,0.135213
"650",6,2076,-0.038698,0.147316,0.147316,NA,0.074131,NA,0.105665,0.079392,0.041558
"651",6,2077,0.034817,-0.043433,-0.043433,-0.044153,-0.115382,-0.009446,-0.041586,-0.028791,-0.057659
"652",6,2078,-0.058952,-0.197506,-0.197506,-0.151088,-0.108262,-0.145381,-0.181676,-0.214922,-0.185424
"653",6,2079,-0.143228,-0.136958,-0.136958,-0.063036,0.12643,-0.091496,-0.229427,-0.116225,-0.15929
"654",6,2080,0.007838,0.014057,0.014057,0.147699,-0.01673,0.076317,-0.039782,0.008333,NA
"655",6,2081,-0.066195,-0.19589,-0.19589,-0.110329,-0.170305,-0.070537,-0.18588,-0.163128,-0.115321
"656",6,2082,-0.184974,-0.118625,-0.118625,-0.151893,-0.016934,-0.18933,-0.120603,-0.167574,NA
"657",6,2083,0.125008,-0.082471,-0.082471,0.002684,-0.00342,-0.031423,-0.048444,-0.026077,-0.034587
"658",6,2084,0.000475,-0.052343,-0.052343,0.074709,-0.016403,0.018157,-0.032698,-0.016571,0.574891
"659",6,2086,-0.0166,-0.133581,-0.133581,-0.036515,-0.042448,-0.046639,-0.102759,-0.078931,0.584642
"660",6,2087,-0.042636,-0.164161,-0.164161,-0.056335,NA,-0.086076,-0.234028,-0.143906,0.3468
"661",6,2088,0.066697,0.094329,0.094329,NA,-0.139191,NA,0.007139,-0.007711,0.498057
"662",6,2089,-0.073777,0.059481,0.059481,NA,-0.074023,-0.046055,NA,-0.090379,0.426431
"663",6,2090,-0.099611,-0.160404,-0.160404,-0.087909,0.116337,-0.09923,-0.170615,-0.077594,0.507339
"664",6,2091,0.069345,-0.040348,-0.040348,0.027439,-0.066191,-0.009903,-0.036575,-0.069117,0.554316
"665",6,2092,NA,0.149493,0.149493,NA,-0.114874,0.137392,0.178476,NA,0.431077
"666",6,2093,-0.13265,-0.044892,-0.044892,-0.008453,0.073084,-0.087422,-0.018281,-0.056821,0.479099
"667",6,2094,0.042523,0.029583,0.029583,0.074249,0.014398,0.062832,0.032363,0.052579,0.715071
"668",6,2095,-0.04898,-0.103139,-0.103139,-0.04442,-0.016647,-0.042972,-0.12371,-0.009856,0.595133
"669",6,2097,-0.070554,NA,NA,-0.062269,0.023123,0.009456,0.00057,-0.029786,NA
"670",6,2098,-0.021259,NA,NA,0.105178,NA,0.018585,-0.009604,0.012372,0.698846
"671",6,2099,-0.083401,NA,NA,-0.084246,-0.035985,-0.018896,NA,-0.043265,NA
"672",6,2100,-0.016913,-0.001018,-0.001018,-0.041294,0.020855,-0.027977,NA,-0.030638,0.485577
"673",6,2101,0.06719,0.046095,0.046095,-0.01114,0.15322,-0.008308,0.077318,-0.00683,0.624458
"674",6,2102,0.07561,0.000361,0.000361,0.038635,NA,0.045285,0.00408,0.049844,0.660354
"675",6,2103,NA,0.10782,0.10782,NA,-0.085504,NA,0.245771,-0.050472,0.449631
"676",6,2104,-0.051298,0.079252,0.079252,NA,0.013251,NA,0.014618,-0.032975,0.50978
"677",6,2105,-0.024916,-0.090089,-0.090089,-0.00541,-0.047836,-0.048573,-0.105801,-0.041524,0.560317
"678",6,2106,-0.021454,-0.070094,-0.070094,-0.034423,-0.09383,-0.029364,-0.071825,0.001649,0.674425
"679",6,2108,-0.085419,-0.225506,-0.225506,0.013517,0.086515,-0.146214,-0.241713,-0.121364,0.360294
"680",6,2109,0.055175,0.018775,0.018775,0.083134,-0.120778,0.019745,-0.101389,-0.043374,0.544648
"681",6,2110,-0.031345,-0.077561,-0.077561,-0.002788,0.016409,-0.003202,-0.086344,-0.013546,0.616172
"682",6,2111,0.048201,-0.053371,-0.053371,-0.087201,0.013944,-0.001743,-0.017332,-0.097701,0.585235
"683",6,2112,0.015515,-0.014977,-0.014977,0.013548,-0.080951,0.03467,0.021338,-0.016084,0.078552
"684",6,2113,-0.114224,-0.143501,-0.143501,-0.067622,0.106969,-0.109693,-0.202668,-0.13221,0.044837
"685",6,2114,0.050597,0.040432,0.040432,0.063724,0.018753,0.016077,0.079338,0.119619,0.171911
"686",6,2115,0.048129,-0.009449,-0.009449,0.144821,-0.061638,0.033574,-0.005518,0.010893,0.141337
"687",6,2116,-0.034801,-0.059533,-0.059533,0.004012,NA,-0.019465,-0.013273,-0.000937,-0.111126
"688",6,2117,NA,-0.036818,-0.036818,0.0529,-0.062479,NA,-0.069571,-0.009691,0.053823
"689",6,2119,0.068586,-0.015981,-0.015981,-0.052377,0.018372,-0.086214,-0.007526,-0.054941,-0.091257
"690",6,2120,-0.042187,-0.023294,-0.023294,-0.254658,0.063117,-0.008324,0.008884,-0.015641,0.138843
"691",6,2121,0.100243,0.091771,0.091771,-0.001503,-0.232473,0.145582,0.089519,0.047663,0.042758
"692",6,2122,0.217592,-0.414956,-0.414956,0.14584,0.006212,0.296916,-0.115631,-0.36973,-0.027455
"693",6,2123,-0.120854,-0.032742,-0.032742,-0.095899,0.028825,-0.115202,-0.019458,-0.010934,-0.024924
"694",6,2124,-0.016932,-0.003967,-0.003967,-0.066968,-0.038647,0.012638,0.049152,-0.004752,0.095396
"695",7,2125,-0.030942,0.056815,0.056815,0.402099,0.037825,0.026808,0.032901,-0.036241,-0.09919
"696",7,2126,-0.03914,0.054084,0.054084,0.301768,-0.050943,0.019429,0.102176,0.021278,-0.108219
"697",7,2127,-0.013386,0.213205,0.213205,0.637371,-0.06063,0.143587,0.214167,0.041707,-0.083693
"698",7,2128,-0.106425,-0.030081,-0.030081,0.313164,-0.117218,-0.11157,-0.057283,-0.072974,-0.054574
"699",7,2131,-0.051973,0.00749,0.00749,0.16429,-0.017767,-0.102688,0.063018,-0.052224,-0.052519
"700",7,2132,0.005766,0.164236,0.164236,0.440337,-0.075288,0.042364,0.050761,-0.008158,-0.079843
"701",7,2133,0.019527,0.028457,0.028457,0.405527,0.007444,-0.015666,0.027106,-0.061703,-0.090658
"702",7,2134,0.042704,0.104981,0.104981,0.513567,0.050099,-0.023098,0.009292,-0.005189,0.013149
"703",7,2135,0.098788,-0.073863,-0.073863,0.401615,-0.053273,NA,-0.08398,0.074467,-0.062159
"704",7,2136,0.024101,-0.023043,-0.023043,0.385079,-0.040619,-0.024259,0.013804,-0.01411,-0.125133
"705",7,2137,-0.048581,0.115593,0.115593,0.364391,-0.064222,-0.042676,0.125002,-0.003858,-0.234014
"706",7,2138,0.008142,0.035126,0.035126,0.367347,NA,-0.030373,0.01366,-0.070171,-0.123546
"707",7,2139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",7,2140,NA,0.012759,0.012759,0.475083,0.08083,NA,0.002032,0.034191,0.048925
"709",7,2142,NA,0.139439,0.139439,NA,-0.13689,NA,NA,0.095924,-0.064689
"710",7,2143,-0.087973,-0.091838,-0.091838,-0.063453,-0.117368,-0.083664,-0.089433,-0.158994,-0.031552
"711",7,2144,-0.052879,-0.21694,-0.21694,0.606244,0.011859,-0.056976,-0.254174,-0.209139,-0.118453
"712",7,2145,-0.036088,-0.072658,-0.072658,0.491884,0.049633,-0.074656,-0.061622,-0.007192,0.009691
"713",7,2146,0.016246,0.021613,0.021613,0.597607,-0.104193,-0.070127,-0.075448,0.008042,-0.025811
"714",7,2147,0.111681,0.085553,0.085553,0.098807,0.040186,0.072891,-0.004437,-0.100609,0.022562
"715",7,2148,0.041377,0.105607,0.105607,0.491609,-0.0549,0.053597,-0.020589,-0.041218,-0.023073
"716",7,2149,-0.072514,-0.008626,-0.008626,0.409016,-0.012379,-0.037877,0.016485,-0.085731,-0.064548
"717",7,2150,-0.013778,-0.02431,-0.02431,0.448007,-0.086055,-0.049922,-0.026507,-0.046057,0.040062
"718",7,2151,-0.103019,-0.109018,-0.109018,0.387167,-0.051998,-0.077147,-0.144245,-0.144956,-0.125371
"719",7,2153,-0.084812,-0.097964,-0.097964,0.435937,-0.070753,-0.043611,-0.19356,-0.070205,-0.203795
"720",7,2154,-0.056986,-0.099204,-0.099204,NA,0.054982,0.10652,-0.140059,-0.147495,-0.020717
"721",7,2155,0.084667,0.052828,0.052828,0.65931,-0.051615,0.160946,0.092528,0.078347,0.095672
"722",7,2156,0.004784,0.024389,0.024389,0.438728,-0.010335,0.011241,0.022277,-0.062267,0.030663
"723",7,2157,0.086567,-0.032005,-0.032005,0.449946,-0.020876,-0.028851,0.012631,-0.03948,-0.012668
"724",7,2158,0.044971,0.068168,0.068168,0.574093,0.010871,-0.001682,-0.008116,-0.019895,-0.075712
"725",7,2159,0.021085,0.312333,0.312333,0.605343,0.090842,0.161239,0.316436,0.090532,0.019525
"726",7,2160,0.086833,0.059505,0.059505,0.583684,0.020168,0.112007,-0.032426,0.002642,0.120974
"727",7,2161,0.045757,0.144665,0.144665,0.660366,0.068295,0.088263,0.17359,0.119177,-0.017694
"728",7,2162,0.05685,0.039622,0.039622,0.583856,0.023398,0.080234,-0.02624,0.030495,0.091238
"729",7,2164,-0.003025,0.075327,0.075327,0.450509,0.020433,0.040195,0.070934,-0.021241,-0.005683
"730",7,2165,-0.035298,0.039137,0.039137,0.481813,-0.002515,0.040676,0.017131,0.022776,0.022985
"731",7,2166,0.012553,0.127156,0.127156,0.641982,0.010084,0.083014,0.080448,0.100142,0.019998
"732",7,2167,0.002769,0.159933,0.159933,0.508873,-0.10908,-0.051094,0.077999,-0.004319,-0.008024
"733",7,2168,-0.06994,0.025147,0.025147,NA,-0.000228,-0.038736,-0.031197,NA,-0.030577
"734",7,2169,-0.06231,0.00666,0.00666,0.508387,0.048355,-0.011814,0.055579,-0.080501,0.048666
"735",7,2170,-0.056916,0.200963,0.200963,0.536902,-0.016937,0.14067,-0.029487,0.043492,-0.050398
"736",7,2171,-0.016754,-0.010632,-0.010632,0.538689,0.049481,-0.029157,0.012447,-0.039678,0.030215
"737",7,2172,0.100855,-0.018662,-0.018662,0.417225,0.107503,0.034555,-0.018621,-0.040362,0.046267
"738",7,2173,0.19413,0.025781,0.025781,0.588303,-0.002312,0.167584,-0.040121,0.200026,0.081132
"739",7,2175,0.011886,0.036234,0.036234,0.391894,-0.067495,-0.014195,0.014332,-0.044781,0.027676
"740",7,2176,NA,0.015528,0.015528,0.259769,0.014144,-0.006268,0.028915,-0.056257,0.027207
"741",7,2177,-0.031995,0.028607,0.028607,0.494248,-0.049958,0.00321,0.04142,-0.006023,0.042689
"742",7,2178,NA,0.153838,0.153838,NA,0.006269,0.172982,0.071973,0.044336,0.011535
"743",7,2179,0.015313,-0.084021,-0.084021,0.072061,0.141216,-0.022491,-0.035143,-0.059223,-0.127364
"744",7,2180,0.24035,NA,NA,0.527994,-0.012625,0.24319,0.066573,0.065357,0.10708
"745",7,2181,-0.024697,0.048811,0.048811,0.20505,-0.046164,0.052906,-0.003993,0.022495,0.000507
"746",7,2182,-0.030347,-0.011295,-0.011295,0.366024,0.006452,-0.051133,-0.011878,-0.102216,0.043512
"747",7,2183,-0.014743,0.064396,0.064396,0.652183,0.095398,0.093782,0.077675,0.03297,0.074573
"748",7,2184,0.008411,-0.016205,-0.016205,0.498201,0.00077,-0.00512,0.048439,-0.044811,0.040503
"749",7,2186,0.067858,0.076279,0.076279,0.4655,0.071462,0.042853,0.09144,-0.02969,0.175888
"750",7,2187,-0.017144,0.168736,0.168736,0.547792,-0.027099,0.018541,0.0757,0.068027,-0.049988
"751",7,2188,0.030091,-0.095326,-0.095326,0.483159,-0.010695,-0.016948,-0.083325,-0.02753,0.036512
"752",7,2189,0.017797,0.05999,0.05999,0.518841,-0.02353,0.054341,0.029908,0.030698,0.046601
"753",7,2190,0.039828,0.045613,0.045613,0.512466,-0.003941,0.045103,0.103517,-0.01574,0.005603
"754",7,2191,-0.061615,-0.00297,-0.00297,0.382827,-0.02892,-0.016717,-0.040222,-0.032866,0.006617
"755",7,2192,-0.050507,-0.019807,-0.019807,0.479481,-0.102677,-0.070775,-0.045675,-0.00315,-0.146313
"756",7,2193,0.016378,0.043986,0.043986,0.326774,-0.04015,-0.021714,0.087502,-0.076077,-0.116428
"757",7,2194,-0.005149,0.006647,0.006647,0.490367,0.036076,-0.00678,-0.02266,-0.021912,0.066801
"758",7,2195,0.000528,0.118702,0.118702,0.566247,0.000828,-0.020502,-0.012215,0.026105,0.095529
"759",7,2197,-0.032143,-0.004414,-0.004414,NA,0.044343,0.058076,0.029489,-0.076972,NA
"760",7,2198,0.040595,0.059681,0.059681,0.524918,0.012131,0.003743,0.029231,-0.007856,0.033283
"761",7,2199,0.055089,-0.048563,-0.048563,0.385609,-0.069187,0.004956,-0.007308,0.001898,-0.016313
"762",7,2200,-0.034783,-0.075143,-0.075143,0.288607,-0.029062,NA,-0.215514,-0.110536,-0.133668
"763",7,2201,0.033591,-0.023268,-0.023268,0.410485,0.094763,0.138292,-0.220579,-0.063911,-0.108239
"764",7,2202,0.038299,0.043481,0.043481,0.609921,-0.096098,0.018611,0.016141,0.038421,-0.037074
"765",7,2203,-0.123872,-0.062531,-0.062531,NA,-0.013966,-0.07537,-0.063984,-0.168979,-0.033493
