"","id","reg","age","sex","hgt","wgt","hgt.z","wgt.z"
"1393",103970,"West",10.0068446269678,"boy",147.2,41.9,0.596,1.235
"1394",103971,"East",20.3039014373717,"boy",188.8,67.5,0.721,-0.741
"1395",103972,"East",14.2888432580424,"boy",163.7,45.5,-0.794,-1.07
"1396",103973,"East",12.5147159479808,"boy",172.6,56.4,1.968,1.33
"1397",103974,"North",14.0424366872005,"girl",163.8,51.5,-0.156,-0.161
"1398",103986,"West",13.6673511293634,"girl",173.2,59.3,1.431,0.839
"1399",103988,"South",12.1149897330595,"girl",176.1,66.5,2.95,2.027
"1400",103989,"City",14.8665297741273,"boy",177.6,63.7,0.503,0.548
"1401",103990,"North",13.0814510609172,"girl",159.6,49.4,-0.235,0.081
"1402",103991,"South",12.8514715947981,"girl",156.6,53.6,-0.508,0.648
"1403",103992,"West",19.2881587953457,"boy",189.5,77.4,0.87,0.482
"1404",104001,"City",12.7364818617385,"boy",155.4,48,-0.466,0.322
"1405",104010,"South",13.2402464065708,"girl",169.7,53.6,1.156,0.458
"1406",104011,"South",8.95277207392197,"girl",144.6,31.9,1.211,0.186
"1407",104023,"City",17.1690622861054,"girl",166.1,47.9,-0.501,-1.831
"1408",104024,"City",14.2696783025325,"boy",183.5,75.2,1.682,1.801
"1409",104025,"North",11.5208761122519,"boy",163.4,48.2,1.7,1.119
"1410",104026,"West",14.652977412731,"girl",165.2,57.6,-0.18,0.304
"1411",104027,"West",13.5906913073238,"girl",155.6,51,-1.148,-0.002
"1412",104028,"West",12.9993155373032,"boy",150.5,36.5,-1.318,-1.438
"1413",104029,"West",21.4346338124572,"girl",185.4,78.1,2.291,1.375
"1414",104031,"East",13.3716632443532,"boy",170.4,65.9,0.844,1.602
"1415",104033,"East",15.1321013004791,"boy",175.3,60.5,0.034,0.099
"1416",104034,"West",16.662559890486,"girl",169.6,63.9,0.079,0.494
"1417",104041,"North",14.6255989048597,"girl",179.4,59,1.969,0.465
"1418",104042,"West",11.3538672142368,"boy",145.2,30.9,-0.697,-1.392
"1419",104048,"City",15.0527036276523,"girl",167.3,NA,0.014,NA
"1420",104062,"City",16.539356605065,"girl",159.7,48,-1.428,-1.647
"1421",104067,"East",16.6023271731691,"boy",179.1,75.2,-0.177,0.85
"1422",104068,"West",19.6331279945243,"boy",183.3,82.8,-0.019,0.929
"1423",104071,"City",18.5681040383299,"boy",185.2,71,0.313,-0.023
"1424",104076,"South",13.6563997262149,"girl",159,56,-0.677,0.516
"1425",104077,"South",13.7467488021903,"girl",155,48,-1.32,-0.449
"1426",104078,"South",14.0068446269678,"girl",164.5,54,-0.037,0.147
"1427",104081,"City",10.9541409993155,"girl",152.4,40.5,0.52,0.295
"1428",104086,"South",5.56331279945243,"boy",119,21.5,0.406,0.092
"1429",104088,"West",13.3607118412047,"girl",170.3,52.7,1.17,0.303
"1430",104089,"East",19.4715947980835,"girl",178.5,80.2,1.259,1.637
"1431",104090,"West",15.8822724161533,"girl",165.7,61.7,-0.414,0.408
"1432",104091,"City",19.3182751540041,"girl",156.4,49,-2.145,-2.076
"1433",104092,"City",12.3805612594114,"girl",166.7,45.5,1.346,0.038
"1434",104101,"City",12.4024640657084,"girl",146,45,-1.702,-0.035
"1435",104104,"South",10.9158110882957,"girl",152.1,35.5,0.51,-0.384
"1436",104105,"South",10.9952087611225,"girl",147.6,33,-0.233,-0.843
"1437",104106,"South",11.0581793292266,"boy",152,40,0.49,0.379
"1438",104107,"South",10.7323750855578,"boy",144.4,33,-0.36,-0.582
"1439",104108,"South",11.3429158110883,"boy",146.5,38.5,-0.507,-0.016
"1440",104110,"South",10.8501026694045,"girl",145.3,54.8,-0.448,1.775
"1441",104111,"South",11.2662559890486,"girl",160.8,40.3,1.478,0.083
"1442",104112,"City",11.8713210130048,"girl",158.8,44.8,0.632,0.265
"1443",104117,"South",13.5605749486653,"girl",162.5,63,-0.107,1.213
"1444",104125,"South",10.5325119780972,"boy",134.5,36.5,-1.673,0.159
"1445",104126,"City",14.3080082135524,"girl",163,48.7,-0.384,-0.646
"1446",104127,"South",14.1629021218344,"girl",162.9,56.1,-0.34,0.319
"1447",104128,"South",14.5516769336071,"girl",164.3,44.5,-0.283,-1.397
"1448",104129,"South",14.0150581793292,"boy",151,37.8,-2.141,-1.977
"1449",104130,"South",14.9760438056126,"boy",179.8,71.3,0.703,1.149
"1450",104131,"South",13.5578370978782,"girl",171.5,52.8,1.232,0.218
"1451",104133,"South",14.4777549623546,"girl",161.6,43.1,-0.664,-1.586
"1452",104134,"South",13.6043805612594,"girl",170,49.6,0.986,-0.174
"1453",104137,"South",13.9082819986311,"girl",167,64.8,0.386,1.252
"1454",104139,"City",10.3436002737851,"boy",150.1,33.9,0.771,-0.182
"1455",104141,"South",14.5023956194387,"girl",160.5,54,-0.839,-0.058
"1456",104149,"South",11.2580424366872,"boy",153.7,45,0.568,0.908
"1457",104151,"South",10.8966461327858,"girl",138.3,33.2,-1.536,-0.75
"1458",104152,"City",6.42026009582478,"boy",116.8,22.2,-1.186,-0.414
"1459",104153,"City",13.9137577002053,"girl",167.1,50.3,0.398,-0.246
"1460",104155,"South",14.1683778234086,"girl",154.3,62.1,-1.631,0.926
"1461",104159,"South",13.6180698151951,"girl",164.6,62,0.176,1.105
"1462",104160,"South",14.8774811772758,"boy",181,65.8,0.925,0.732
"1463",104163,"South",11.0937713894593,"boy",152.6,58.9,0.546,2.329
"1464",104164,"South",13.4346338124572,"girl",164.2,60.6,0.219,1.048
"1465",104165,"South",13.5359342915811,"girl",173,58.2,1.466,0.784
"1466",104166,"South",14.444900752909,"girl",162.3,56.5,-0.545,0.254
"1467",104168,"South",14.5215605749487,"boy",165.8,51.7,-0.725,-0.475
"1468",104169,"South",13.555099247091,"boy",150.4,36.8,-1.815,-1.799
"1469",104171,"South",14.5352498288843,"girl",163.2,61,-0.443,0.699
"1470",104173,"South",14.1629021218344,"girl",162.7,52.8,-0.37,-0.057
"1471",104174,"South",13.7357973990418,"girl",161.1,51.6,-0.405,-0.001
"1472",104176,"South",13.7850787132101,"girl",163,57.8,-0.148,0.646
"1473",104177,"South",14.3436002737851,"boy",164.8,69.4,-0.703,1.32
"1474",104178,"South",13.9548254620123,"girl",165.4,54.5,0.123,0.226
"1475",104180,"South",14.0068446269678,"girl",155.7,52,-1.353,-0.086
"1476",104181,"South",14.0041067761807,"girl",150.2,54.6,-2.174,0.215
"1477",104183,"South",14.1629021218344,"girl",158.3,57,-1.029,0.416
"1478",104184,"South",13.990417522245,"boy",179,65.2,1.349,1.175
"1479",104185,"South",14.1464750171116,"girl",165.2,53.6,0.012,0.044
"1480",104186,"South",15.1868583162218,"boy",177.1,65,0.231,0.503
"1481",104194,"South",14.2258726899384,"girl",165.9,81.8,0.085,2.434
"1482",104196,"South",14.1300479123888,"girl",163.1,51.2,-0.296,-0.237
"1483",104198,"South",14.8501026694045,"girl",166.8,59.4,-0.001,0.435
"1484",104208,"West",14.2039698836413,"girl",173.9,60.4,1.293,0.75
"1485",104209,"North",13.0650239561944,"girl",169.5,54,1.236,0.582
"1486",104210,"North",12.4024640657084,"girl",154.1,42.3,-0.516,-0.373
"1487",104212,"West",14.9815195071869,"girl",167.5,65.9,0.063,1.043
"1488",104213,"West",14.2696783025325,"girl",162.4,50.2,-0.458,-0.428
"1489",104216,"South",4.8952772073922,"girl",112.5,23.4,0.328,1.524
"1490",104218,"South",13.82340862423,"girl",161.9,53.8,-0.332,0.208
"1491",104219,"South",15.4223134839151,"girl",170.6,53.4,0.423,-0.465
"1492",104220,"South",12.6406570841889,"girl",170.2,71.5,1.65,2.168
"1493",104222,"South",13.7494866529774,"girl",151,46.8,-1.918,-0.608
"1494",104223,"South",15.5044490075291,"boy",169.5,54.2,-0.946,-0.789
"1495",104227,"South",14.3134839151266,"girl",160,54.4,-0.836,0.068
"1496",104228,"South",14.9650924024641,"girl",163.7,54.8,-0.506,-0.132
"1497",104232,"North",15.9507186858316,"girl",182.8,74.1,2.18,1.546
"1498",104233,"West",14.6639288158795,"girl",173.2,73.5,1.023,1.761
"1499",104234,"West",11.6358658453114,"girl",140.4,33.3,-1.862,-1.203
"1500",104235,"East",18.4887063655031,"boy",179.7,65.5,-0.447,-0.601
"1501",104236,"West",15.3921971252567,"girl",169.9,55.2,0.324,-0.222
"1502",104237,"West",16.0903490759754,"girl",172.4,57,0.574,-0.188
"1503",104238,"East",14.6803559206023,"girl",169.2,53.6,0.415,-0.173
"1504",104239,"West",13.5386721423682,"boy",156,38,-1.104,-1.594
"1505",104241,"North",13.2758384668036,"girl",161,48.6,-0.153,-0.118
"1506",104242,"North",15.5482546201232,"girl",173.2,61.8,0.79,0.496
"1507",104243,"West",16.6872005475702,"girl",168.1,58,-0.153,-0.193
"1508",104245,"West",16.5119780971937,"girl",165.7,48,-0.505,-1.639
"1509",104246,"North",21.0732375085558,"girl",167.7,63.1,-0.447,-0.091
"1510",104247,"East",11.2470910335387,"girl",147.5,33.3,-0.474,-0.952
"1511",104248,"East",14.3846680355921,"girl",169.3,61.8,0.532,0.827
"1512",104249,"West",15.7563312799452,"girl",174.6,56,0.965,-0.227
"1513",104250,"North",19.8932238193018,"girl",174.3,61.7,0.595,-0.159
"1514",104251,"North",12.7529089664613,"girl",171.2,51,1.713,0.435
"1515",104252,"East",4.73921971252567,"boy",117,23,1.33,1.404
"1516",104253,"North",15.3949349760438,"girl",164.7,50.5,-0.465,-0.858
"1517",104255,"South",19.9479808350445,"girl",176.4,62.1,0.917,-0.114
"1518",104257,"North",18.6830937713895,"boy",182.5,69.9,-0.072,-0.161
"1519",104260,"West",18.0807665982204,"boy",180.4,68.6,-0.307,-0.169
"1520",104261,"City",10.7624914442163,"girl",145.5,34,-0.341,-0.535
"1521",104262,"City",12.5229295003422,"boy",153,39.8,-0.585,-0.593
"1522",104264,"City",10.2313483915127,"girl",147.9,31.2,0.501,-0.715
"1523",104266,"North",15.170431211499,"girl",170.7,62.5,0.5,0.666
"1524",104267,"West",14.5571526351814,"girl",165.7,53.4,-0.074,-0.151
"1525",104268,"North",13.3004791238877,"boy",160.9,42,-0.279,-0.831
"1526",104269,"West",17.3771389459274,"girl",169.3,51.8,-0.025,-1.214
"1527",104270,"West",17.3388090349076,"girl",163.2,50.1,-0.959,-1.486
"1528",104272,"West",16.4873374401095,"boy",178.5,70.1,-0.223,0.427
"1529",104273,"City",15.4031485284052,"boy",177.5,58,0.149,-0.306
"1530",104275,"West",19.0116358658453,"boy",189,82.6,0.814,0.997
"1531",104276,"West",20.3613963039014,"girl",169,64.8,-0.235,0.168
"1532",104277,"West",16.9199178644764,"girl",173.2,56.4,0.609,-0.446
"1533",104279,"West",18.3600273785079,"boy",194.8,76.6,1.666,0.566
"1534",104280,"West",17.6700889801506,"girl",158.7,57.2,-1.675,-0.471
"1535",104281,"West",18.6064339493498,"girl",171,52.2,0.152,-1.374
"1536",104283,"West",20.1697467488022,"boy",186.9,67.2,0.46,-0.75
"1537",104284,"West",18.6858316221766,"boy",174.9,93.2,-1.132,1.897
"1538",104285,"West",18.0944558521561,"boy",181.4,56.2,-0.169,-1.637
"1539",104286,"West",17.3634496919918,"girl",172.1,87,0.406,2.265
"1540",104289,"West",17.5852156057495,"girl",161.6,61,-1.223,0.024
"1541",104290,"West",20.7337440109514,"boy",179.8,70.4,-0.573,-0.487
"1542",104291,"East",10.3408624229979,"boy",159,49.8,2.098,1.939
"1543",104293,"West",13.4893908281999,"girl",165.1,44.5,0.317,-0.772
"1544",104294,"City",15.1348391512663,"boy",193.3,79.2,2.327,1.693
"1545",104296,"City",14.7871321013005,"boy",177.5,55.2,0.547,-0.252
"1546",104297,"West",19.315537303217,"girl",165.5,57,-0.74,-0.727
"1547",104298,"West",18.8446269678303,"girl",174.9,64,0.738,0.22
"1548",104299,"West",21.4209445585216,"boy",181,70.2,-0.419,-0.559
"1549",104300,"West",17.7330595482546,"girl",169.8,58.2,0.027,-0.347
"1550",104301,"West",19.7618069815195,"boy",197.5,84.2,1.971,1.037
"1551",104302,"West",17.4264202600958,"girl",174.5,71,0.77,1.077
"1552",104303,"West",19.2197125256674,"boy",184.7,72,0.2,-0.043
"1553",104304,"West",18.7460643394935,"boy",190.3,82.6,1.012,1.039
"1554",104305,"West",18.2121834360027,"boy",182.4,90.4,-0.043,1.748
"1555",104306,"West",17.4592744695414,"boy",179,81.4,-0.406,1.162
"1556",104307,"West",18.0807665982204,"boy",176.3,82.8,-0.875,1.161
"1557",104309,"West",18.299794661191,"boy",185.9,66.4,0.435,-0.455
"1558",104310,"West",17.2073921971253,"boy",176.3,67.8,-0.72,-0.022
"1559",104311,"City",9.71937029431896,"girl",149.1,38.5,1.164,0.739
"1560",104312,"City",11.088295687885,"girl",159.6,44,1.467,0.634
"1561",104313,"City",12.7583846680356,"girl",168.9,64.8,1.371,1.657
"1562",104314,"South",13.6454483230664,"girl",169.4,65,0.876,1.355
"1563",104315,"South",13.8042436687201,"girl",161.9,48.2,-0.322,-0.454
"1564",104317,"South",8.61054072553046,"girl",147.5,52.9,2.062,2.815
"1565",104318,"West",13.4017796030116,"boy",150.8,38,-1.632,-1.494
"1566",104320,"City",15.378507871321,"boy",180,82,0.486,1.803
"1567",104321,"West",19.1266255989049,"boy",185,73.6,0.248,0.137
"1568",104322,"West",17.4483230663929,"boy",171.1,69.6,-1.49,0.09
"1569",104323,"West",18.0205338809035,"boy",172.6,62.4,-1.382,-0.842
"1570",104324,"West",18.5872689938398,"boy",177.1,71.2,-0.817,-0.007
"1571",104326,"West",20.1013004791239,"boy",188.5,91.2,0.689,1.588
"1572",104327,"West",19.0718685831622,"girl",161.9,63.4,-1.281,0.128
"1573",104329,"West",19.3264887063655,"girl",163.6,62.2,-1.034,-0.04
"1574",104330,"West",17.8973305954825,"boy",182.5,60.6,0.008,-1.02
"1575",104332,"West",18.9869952087611,"boy",175.5,59,-1.074,-1.508
"1576",104334,"West",16.9308692676249,"girl",164.4,62.4,-0.743,0.285
"1577",104336,"West",17.4729637234771,"girl",165.9,72.2,-0.554,1.178
"1578",104337,"West",20.0903490759754,"girl",162.3,64.2,-1.264,0.124
"1579",104341,"West",18.984257357974,"boy",180.1,64.6,-0.43,-0.814
"1580",104342,"West",17.1937029431896,"girl",166.1,56.2,-0.502,-0.524
"1581",104343,"West",17.4757015742642,"girl",166.5,61.8,-0.462,0.134
"1582",104344,"West",16.6981519507187,"girl",162,67.6,-1.09,0.861
"1583",104345,"West",18.1930184804928,"boy",185.2,74.4,0.348,0.39
"1584",104346,"City",18.8747433264887,"boy",187.1,92.8,0.557,1.842
"1585",104347,"West",18.1273100616016,"boy",187.6,63.3,0.688,-0.764
"1586",104348,"West",18.0150581793292,"girl",159.2,53.2,-1.624,-1.112
"1587",104353,"West",19.791923340178,"girl",164.9,58.9,-0.853,-0.516
"1588",104354,"West",16.7501711156742,"girl",174.5,65.2,0.823,0.615
"1589",104355,"West",14.7624914442163,"girl",156.7,42.9,-1.496,-1.778
"1590",104356,"North",16.4380561259411,"boy",171.5,67.7,-1.142,0.217
"1591",104357,"East",11.6358658453114,"girl",155.6,43.1,0.373,0.209
"1592",104359,"City",9.10335386721424,"boy",153.1,45.1,2.286,2.121
"1593",104360,"City",10.2012320328542,"girl",154.6,49,1.56,1.622
"1594",104361,"City",10.7460643394935,"girl",143.5,39,-0.627,0.219
"1595",104362,"City",7.24435318275154,"girl",129,27.9,0.417,0.585
"1596",104365,"City",10.3655030800821,"boy",145.5,34.6,0.07,-0.068
"1597",104366,"West",17.7440109514031,"boy",188.4,66.2,0.847,-0.339
"1598",104367,"West",17.6290212183436,"boy",167.3,53.6,-2.048,-1.836
"1599",104369,"West",18.1574264202601,"boy",184.8,65,0.296,-0.577
"1600",104370,"West",17.5906913073238,"girl",170.4,66.4,0.129,0.619
"1601",104372,"West",16.9500342231348,"boy",185,83,0.524,1.401
"1602",104373,"West",18.1437371663244,"girl",163.2,58,-1.018,-0.434
"1603",104374,"West",17.138945927447,"girl",169.3,63.2,-0.007,0.342
"1604",104375,"West",17.5249828884326,"girl",169,67.2,-0.082,0.707
"1605",104376,"West",17.284052019165,"boy",169,61.6,-1.738,-0.714
"1606",104377,"West",17.8316221765914,"girl",169.3,56.4,-0.057,-0.606
"1607",104378,"West",20.1834360027378,"girl",153.5,75.4,-2.626,1.215
"1608",104379,"City",10.611909650924,"girl",143.2,34,-0.554,-0.443
"1609",104380,"City",11.2826830937714,"boy",157,41.3,1.012,0.423
"1610",104381,"City",10.5379876796715,"boy",148,39.7,0.312,0.643
"1611",104382,"City",14.4476386036961,"girl",169.5,49.8,0.537,-0.566
"1612",104384,"City",4.93634496919918,"boy",112,18.6,-0.147,-0.444
"1613",104385,"City",11.6303901437372,"boy",154.9,41.3,0.429,0.209
"1614",104386,"City",8.72279260780287,"boy",142.9,29,0.993,-0.213
"1615",104387,"City",15.9753593429158,"boy",188.5,72.2,1.299,0.799
"1616",104388,"City",11.3648186173854,"girl",147,55.5,-0.652,1.571
"1617",104390,"City",18.4613278576318,"boy",187.4,72.4,0.627,0.14
"1618",104391,"West",19.3127994524298,"girl",176.1,59.4,0.897,-0.394
"1619",104392,"West",18.0670773442847,"girl",169,63.8,-0.12,0.284
"1620",104393,"East",12.7310061601643,"girl",173.2,55.6,2.023,0.9
"1621",104394,"East",12.7748117727584,"girl",152.8,44.5,-1.006,-0.327
"1622",104395,"West",17.5879534565366,"girl",162.8,54.1,-1.039,-0.899
"1623",104399,"City",11.2498288843258,"boy",140.1,30.9,-1.339,-1.327
"1624",104400,"City",12.4654346338125,"girl",158.6,53.8,0.088,0.862
"1625",104403,"City",10.6064339493498,"girl",147.6,48,0.117,1.312
"1626",104404,"City",17.5085557837098,"boy",177.7,62,-0.595,-0.742
"1627",104405,"City",16.3997262149213,"boy",181.2,61.5,0.173,-0.402
"1628",104406,"City",5.34428473648186,"boy",121.1,22.1,1.203,0.505
"1629",104407,"City",14.2313483915127,"girl",157,40,-1.252,-1.96
"1630",104408,"City",10.1437371663244,"boy",140.5,31.5,-0.519,-0.53
"1631",104409,"City",11.9644079397673,"girl",136,28,-2.79,-2.487
"1632",104410,"City",20.5448323066393,"girl",168,55.5,-0.394,-1.101
"1633",104411,"City",9.98220396988364,"boy",149,38,0.888,0.708
"1634",104412,"City",11.5373032169747,"girl",156.5,42,0.594,0.136
"1635",104413,"City",12.1368925393566,"girl",155.4,38.6,-0.098,-0.703
"1636",104414,"City",11.2936344969199,"girl",151.2,49,0.032,1.038
"1637",104415,"City",19.0280629705681,"girl",172.2,58,0.31,-0.55
"1638",104417,"West",17.8343600273785,"boy",187.8,70.6,0.751,0.095
"1639",104419,"West",20.8952772073922,"girl",171.6,57.3,0.158,-0.867
"1640",104421,"City",8.62422997946612,"boy",130.1,25.4,-1.024,-1.069
"1641",104422,"City",10.0616016427105,"girl",139.5,36,-0.645,0.192
"1642",104424,"City",11.5427789185489,"boy",150.5,44.3,-0.103,0.655
"1643",104426,"City",20.4709103353867,"girl",187.4,77,2.609,1.321
"1644",104427,"City",17.223819301848,"boy",181,65,-0.081,-0.319
"1645",104428,"City",9.86173853524983,"boy",140.3,30.5,-0.347,-0.574
"1646",104430,"City",14.9705681040383,"boy",170,55,-0.535,-0.386
"1647",104431,"City",8.83230663928816,"boy",136.6,34,-0.133,0.727
"1648",104432,"City",11.8056125941136,"boy",141.7,36.9,-1.512,-0.564
"1649",104433,"City",12.3175906913073,"girl",145.8,32.5,-1.658,-1.842
"1650",104434,"City",12.829568788501,"girl",150.7,41,-1.358,-0.834
"1651",104435,"City",14.8720054757016,"boy",169.8,54.5,-0.486,-0.38
"1652",104436,"City",11.854893908282,"girl",165.4,53,1.614,1.106
"1653",104442,"City",6.43394934976044,"boy",119.3,22.3,-0.714,-0.391
"1654",104443,"City",13.8015058179329,"girl",170,65.6,0.888,1.355
"1655",104444,"City",14.9404517453799,"boy",170,51,-0.512,-0.824
"1656",104446,"South",13.8425735797399,"boy",177,61,1.234,0.901
"1657",104452,"City",9.39630390143737,"boy",129,24,-1.777,-1.989
"1658",104454,"City",8.66803559206023,"boy",135.9,27.5,-0.106,-0.537
"1659",104455,"City",12.1505817932923,"boy",143,33,-1.595,-1.484
"1660",104460,"City",13.5578370978782,"boy",161.5,45,-0.436,-0.615
"1661",104461,"City",16.3039014373717,"boy",187.3,65,1.024,0.003
"1662",104463,"City",18.9568788501027,"boy",193.8,75,1.489,0.305
"1663",104467,"City",10.2149212867899,"girl",147.6,35.6,0.47,0.042
"1664",104468,"City",11.2717316906229,"boy",159,40.6,1.302,0.333
"1665",104469,"City",14.154688569473,"girl",170.3,63.7,0.772,1.078
"1666",104471,"City",12.5366187542779,"girl",163.4,51,0.733,0.55
"1667",104476,"City",12.8980150581793,"boy",172.8,84,1.605,3.048
"1668",104479,"City",11.7535934291581,"boy",153.9,38.8,0.189,-0.232
"1669",104481,"City",12.5010266940452,"boy",162,50,0.605,0.705
"1670",104484,"City",12.6132785763176,"boy",147.5,33,-1.376,-1.797
"1671",104485,"City",14.2642026009582,"boy",166.5,50,-0.426,-0.498
"1672",104486,"City",13.7166324435318,"boy",161.5,48,-0.577,-0.357
"1673",104492,"City",17.9849418206708,"girl",173.7,60,0.609,-0.153
"1674",104499,"City",10.3326488706366,"girl",143.5,26.5,-0.264,-1.789
"1675",104500,"City",18.5735797399042,"boy",187,98.2,0.563,2.271
"1676",104514,"City",12.2628336755647,"boy",154.7,42.1,-0.139,-0.094
"1677",104519,"City",7.39219712525667,"boy",134.2,28,0.916,0.473
"1678",104520,"City",9.44010951403149,"girl",131.2,25,-1.419,-1.638
"1679",104521,"City",11.8713210130048,"boy",153.9,48.8,0.091,0.971
"1680",104523,"City",13.5523613963039,"boy",170,72,0.626,1.959
"1681",104531,"South",14.3545516769336,"boy",174,56.5,0.432,0.15
"1682",104533,"South",14.9377138945927,"boy",178.5,95,0.566,2.801
"1683",104535,"City",10.8774811772758,"boy",142.9,34,-0.679,-0.48
"1684",104536,"City",8.86516084873374,"boy",145.5,36,1.285,1.044
"1685",104540,"City",13.3442847364819,"boy",155.6,42,-0.982,-0.862
"1686",104543,"City",18.2121834360027,"boy",179.6,75,-0.431,0.443
"1687",104547,"South",14.8062970568104,"boy",165,45.5,-1.041,-1.431
"1688",104549,"City",6.05065023956194,"boy",126,26,1.129,1.04
"1689",104550,"City",10.5982203969884,"boy",151.5,43,0.779,1.047
"1690",104555,"City",19.7125256673511,"boy",179.8,65,-0.516,-0.918
"1691",104556,"City",10.2313483915127,"boy",140.5,35,-0.58,0.079
"1692",104557,"City",12.3039014373717,"boy",166.5,49,1.378,0.721
"1693",104564,"City",14.2477754962355,"boy",165.7,57,-0.512,0.268
"1694",104565,"City",11.9041752224504,"girl",151.5,60.7,-0.467,1.709
"1695",104566,"City",15.4305270362765,"boy",170,61,-0.834,-0.009
"1696",104568,"City",16.0328542094456,"boy",180,61,0.154,-0.299
"1697",104570,"South",13.8535249828884,"girl",155,47,-1.377,-0.64
"1698",104574,"City",9.12799452429843,"girl",136,30.5,-0.368,-0.184
"1699",104577,"City",10.8117727583847,"boy",148.5,39,0.176,0.379
"1700",104578,"City",13.864476386037,"boy",177.3,57.6,1.252,0.57
"1701",104579,"City",6.05338809034908,"boy",120.5,22.2,0.013,-0.104
"1702",104580,"City",10.3381245722108,"girl",145.9,30,0.098,-1.012
"1703",104581,"City",11.378507871321,"boy",146.1,30.4,-0.589,-1.516
"1704",104582,"City",10.5106091718001,"girl",141.3,32.5,-0.753,-0.637
"1705",104583,"City",12.5311430527036,"girl",167.3,44,1.308,-0.238
"1706",104584,"City",6.26420260095825,"girl",123.5,22.9,0.604,0.116
"1707",104597,"City",11.7152635181383,"boy",153.3,36,0.139,-0.656
"1708",104599,"City",9.7056810403833,"boy",142.8,34,0.153,0.206
"1709",104600,"City",6.85831622176591,"boy",123.5,20.8,-0.416,-1.272
"1710",104602,"City",10.4969199178645,"boy",139.4,32,-0.926,-0.636
"1711",104604,"City",13.637234770705,"boy",160.5,59,-0.631,0.849
"1712",104610,"City",13.927446954141,"boy",182.5,71.8,1.84,1.733
"1713",104611,"North",18.8911704312115,"boy",184.3,71.3,0.164,-0.055
"1714",104612,"City",13.9575633127995,"girl",155.8,49,-1.313,-0.433
"1715",104613,"City",11.3429158110883,"boy",149,35,-0.158,-0.589
"1716",104614,"City",16.9034907597536,"girl",166.5,55.8,-0.418,-0.524
"1717",104615,"City",13.6618754277892,"boy",172.6,59,0.851,0.833
"1718",104617,"City",11.1348391512663,"boy",149.9,34,0.13,-0.639
"1719",104618,"West",10.6255989048597,"girl",156.8,43,1.491,0.781
"1720",104619,"City",6.80082135523614,"boy",121.5,23,-0.726,-0.459
"1721",104620,"City",9.76591375770021,"boy",145.6,32.7,0.538,-0.07
"1722",104621,"City",9.35523613963039,"girl",144.5,34.8,0.786,0.422
"1723",104623,"City",11.5099247091034,"boy",166.8,48.4,2.181,1.148
"1724",104627,"City",5.64818617385353,"boy",108.1,19,-2.011,-0.954
"1725",104629,"West",4.94455852156057,"boy",112.4,19.5,-0.07,-0.075
"1726",104631,"West",11.6303901437372,"girl",147.4,35,-0.828,-0.913
"1727",104632,"West",8.89253935660506,"girl",129.2,27,-1.264,-0.784
"1728",104633,"City",10.0260095824778,"boy",144.1,38.2,0.111,0.713
"1729",104634,"City",13.8726899383984,"boy",166,56.3,-0.157,0.438
"1730",104637,"West",12.0301163586585,"girl",157.1,39.5,0.242,-0.502
"1731",104642,"South",17.3552361396304,"girl",170.7,66,0.192,0.608
"1732",104644,"City",11.2936344969199,"girl",141.2,31.7,-1.447,-1.269
"1733",104647,"City",10.6666666666667,"girl",144.4,35.2,-0.421,-0.284
"1734",104649,"City",11.6906228610541,"girl",148,39,-0.793,-0.354
"1735",104650,"West",10.6392881587953,"girl",145,30,-0.306,-1.191
"1736",104651,"City",11.1101984941821,"boy",152.7,51,0.547,1.637
"1737",104652,"North",15.4579055441478,"girl",161,63.4,-1.043,0.683
"1738",104653,"North",20.1724845995893,"boy",186.5,96.9,0.403,2.023
"1739",104655,"South",18.4859685147159,"boy",183.2,65.6,0.04,-0.589
"1740",104656,"South",16.6872005475702,"girl",165.4,57.8,-0.567,-0.218
"1741",104658,"North",17.9849418206708,"boy",179.1,59.8,-0.476,-1.144
"1742",104659,"North",16.3696098562628,"girl",169.1,76.2,0.034,1.649
"1743",104660,"South",14.4832306639288,"girl",164.9,58.8,-0.169,0.489
"1744",104661,"South",15.1950718685832,"boy",178.2,63.4,0.366,0.349
"1745",104662,"West",13.886379192334,"girl",166.5,67.5,0.323,1.486
"1746",104663,"South",15.5811088295688,"boy",170,68.3,-0.923,0.617
"1747",104664,"West",11.1047227926078,"girl",162.2,56,1.838,1.742
"1748",104665,"West",11.0116358658453,"boy",135.6,26,-1.814,-2.374
"1749",104666,"South",14.3162217659138,"girl",164.8,47.9,-0.117,-0.76
"1750",104667,"South",13.9137577002053,"girl",173.2,64,1.309,1.181
"1751",104668,"West",10.8199863107461,"girl",150.7,35.5,0.389,-0.328
"1752",104671,"West",12.0082135523614,"girl",168.4,53.5,1.915,1.07
"1753",104672,"West",10.4722792607803,"girl",145.5,30,-0.081,-1.088
"1754",104673,"West",10.4695414099932,"boy",141.2,33.5,-0.642,-0.328
"1755",104674,"City",11.5728952772074,"girl",151,36.6,-0.247,-0.624
"1756",104675,"City",9.20191649555099,"boy",131.9,32,-1.18,0.128
"1757",104676,"North",14.1273100616016,"girl",181.1,54.1,2.401,0.11
"1758",104677,"West",11.5071868583162,"boy",155.8,44.2,0.66,0.666
"1759",104679,"West",11.3237508555784,"girl",162.5,44.2,1.676,0.52
"1760",104681,"South",15.0581793292266,"girl",161.3,51.8,-0.894,-0.552
