"","Block","PID","Variety","Time","Perc"
"788",6,22,"S1","t6",57.23
"789",6,22,"S1","t6",59.84
"790",6,22,"S1","t6",NA
"791",6,22,"S1","t6",56.7
"792",6,22,"S1","t6",53.21
"793",6,23,"N","t1",50.13
"794",6,23,"N","t1",47.82
"795",6,23,"N","t1",48.71
"796",6,23,"N","t1",45.83
"797",6,23,"N","t1",47.35
"798",6,23,"N","t1",44.41
"799",6,23,"N","t2",52.21
"800",6,23,"N","t2",NA
"801",6,23,"N","t2",50.77
"802",6,23,"N","t2",50.09
"803",6,23,"N","t2",48.53
"804",6,23,"N","t2",53.01
"805",6,23,"N","t3",55.72
"806",6,23,"N","t3",54.55
"807",6,23,"N","t3",56.23
"808",6,23,"N","t3",53.83
"809",6,23,"N","t3",51.96
"810",6,23,"N","t3",52.99
"811",6,23,"N","t4",59.03
"812",6,23,"N","t4",58.26
"813",6,23,"N","t4",57.41
"814",6,23,"N","t4",58.11
"815",6,23,"N","t4",61.9
"816",6,23,"N","t4",57.97
"817",6,23,"N","t5",59.77
"818",6,23,"N","t5",56.41
"819",6,23,"N","t5",57.9
"820",6,23,"N","t5",58
"821",6,23,"N","t5",NA
"822",6,23,"N","t5",57.6
"823",6,23,"N","t6",61.33
"824",6,23,"N","t6",60.35
"825",6,23,"N","t6",57.89
"826",6,23,"N","t6",56.99
"827",6,23,"N","t6",58.03
"828",6,23,"N","t6",56.3
"829",6,24,"S3","t1",52.38
"830",6,24,"S3","t1",48.1
"831",6,24,"S3","t1",48.49
"832",6,24,"S3","t1",52.29
"833",6,24,"S3","t1",48.69
"834",6,24,"S3","t1",48.97
"835",6,24,"S3","t2",51.51
"836",6,24,"S3","t2",52.93
"837",6,24,"S3","t2",51.03
"838",6,24,"S3","t2",49.18
"839",6,24,"S3","t2",49.41
"840",6,24,"S3","t2",NA
"841",6,24,"S3","t3",50.8
"842",6,24,"S3","t3",54.24
"843",6,24,"S3","t3",56.58
"844",6,24,"S3","t3",53.06
"845",6,24,"S3","t3",52.97
"846",6,24,"S3","t3",49.58
"847",6,24,"S3","t4",55.33
"848",6,24,"S3","t4",53.66
"849",6,24,"S3","t4",57.37
"850",6,24,"S3","t4",50.78
"851",6,24,"S3","t4",56.64
"852",6,24,"S3","t4",54.82
"853",6,24,"S3","t5",57.98
"854",6,24,"S3","t5",56.65
"855",6,24,"S3","t5",60.42
"856",6,24,"S3","t5",57.37
"857",6,24,"S3","t5",57.17
"858",6,24,"S3","t5",60.68
"859",6,24,"S3","t6",61.6
"860",6,24,"S3","t6",58.31
"861",6,24,"S3","t6",57.36
"862",6,24,"S3","t6",57.64
"863",6,24,"S3","t6",58.44
"864",6,24,"S3","t6",59.91
"865",7,25,"N","t1",51.96
"866",7,25,"N","t1",51.67
"867",7,25,"N","t1",47.09
"868",7,25,"N","t1",49.69
"869",7,25,"N","t1",48.9
"870",7,25,"N","t1",49.18
"871",7,25,"N","t2",48.99
"872",7,25,"N","t2",52.26
"873",7,25,"N","t2",52.19
"874",7,25,"N","t2",55.17
"875",7,25,"N","t2",54.21
"876",7,25,"N","t2",54.14
"877",7,25,"N","t3",56.72
"878",7,25,"N","t3",57.21
"879",7,25,"N","t3",53.86
"880",7,25,"N","t3",55.68
"881",7,25,"N","t3",58.7
"882",7,25,"N","t3",54.49
"883",7,25,"N","t4",61.13
"884",7,25,"N","t4",61.71
"885",7,25,"N","t4",59.4
"886",7,25,"N","t4",60.14
"887",7,25,"N","t4",61.98
"888",7,25,"N","t4",61.17
"889",7,25,"N","t5",61.63
"890",7,25,"N","t5",58.54
"891",7,25,"N","t5",59.44
"892",7,25,"N","t5",62.58
"893",7,25,"N","t5",59.39
"894",7,25,"N","t5",61.53
"895",7,25,"N","t6",59.2
"896",7,25,"N","t6",60.77
"897",7,25,"N","t6",63.3
"898",7,25,"N","t6",61.91
"899",7,25,"N","t6",61.7
"900",7,25,"N","t6",58.64
"901",7,26,"S1","t1",51.93
"902",7,26,"S1","t1",50.26
"903",7,26,"S1","t1",52.53
"904",7,26,"S1","t1",52.29
"905",7,26,"S1","t1",55.66
"906",7,26,"S1","t1",51.47
"907",7,26,"S1","t2",54.41
"908",7,26,"S1","t2",57.13
"909",7,26,"S1","t2",58.21
"910",7,26,"S1","t2",53.99
"911",7,26,"S1","t2",54.55
"912",7,26,"S1","t2",55.04
"913",7,26,"S1","t3",56.5
"914",7,26,"S1","t3",55.52
"915",7,26,"S1","t3",59.49
"916",7,26,"S1","t3",57.08
"917",7,26,"S1","t3",59.09
"918",7,26,"S1","t3",58.72
"919",7,26,"S1","t4",61.42
"920",7,26,"S1","t4",59.88
"921",7,26,"S1","t4",58.86
"922",7,26,"S1","t4",59.44
"923",7,26,"S1","t4",58.64
"924",7,26,"S1","t4",60.94
"925",7,26,"S1","t5",63.23
"926",7,26,"S1","t5",60.13
"927",7,26,"S1","t5",61.39
"928",7,26,"S1","t5",60.08
"929",7,26,"S1","t5",62.83
"930",7,26,"S1","t5",59.16
"931",7,26,"S1","t6",62.74
"932",7,26,"S1","t6",60.81
"933",7,26,"S1","t6",59.19
"934",7,26,"S1","t6",62.97
"935",7,26,"S1","t6",64.29
"936",7,26,"S1","t6",66.81
"937",7,27,"S2","t1",50.32
"938",7,27,"S2","t1",50.3
"939",7,27,"S2","t1",51.46
"940",7,27,"S2","t1",53.48
"941",7,27,"S2","t1",51.47
"942",7,27,"S2","t1",52.39
"943",7,27,"S2","t2",51.32
"944",7,27,"S2","t2",53.53
"945",7,27,"S2","t2",49.77
"946",7,27,"S2","t2",53.46
"947",7,27,"S2","t2",52.16
"948",7,27,"S2","t2",53.3
"949",7,27,"S2","t3",54.61
"950",7,27,"S2","t3",57.02
"951",7,27,"S2","t3",53.59
"952",7,27,"S2","t3",54.35
"953",7,27,"S2","t3",53.74
"954",7,27,"S2","t3",55.88
"955",7,27,"S2","t4",61.98
"956",7,27,"S2","t4",61.52
"957",7,27,"S2","t4",61.08
"958",7,27,"S2","t4",NA
"959",7,27,"S2","t4",57.74
"960",7,27,"S2","t4",66.1
"961",7,27,"S2","t5",60.96
"962",7,27,"S2","t5",60.31
"963",7,27,"S2","t5",59.35
"964",7,27,"S2","t5",58.68
"965",7,27,"S2","t5",60.39
"966",7,27,"S2","t5",60.35
"967",7,27,"S2","t6",59.49
"968",7,27,"S2","t6",63.03
"969",7,27,"S2","t6",58.84
"970",7,27,"S2","t6",63.95
"971",7,27,"S2","t6",61.39
"972",7,27,"S2","t6",59.64
"973",7,28,"S3","t1",52.64
"974",7,28,"S3","t1",48.73
"975",7,28,"S3","t1",48.67
"976",7,28,"S3","t1",53.59
"977",7,28,"S3","t1",49.14
"978",7,28,"S3","t1",50.54
"979",7,28,"S3","t2",52.69
"980",7,28,"S3","t2",53.64
"981",7,28,"S3","t2",53.44
"982",7,28,"S3","t2",50.39
"983",7,28,"S3","t2",53.88
"984",7,28,"S3","t2",52.65
"985",7,28,"S3","t3",53.88
"986",7,28,"S3","t3",54.72
"987",7,28,"S3","t3",56.34
"988",7,28,"S3","t3",59.5
"989",7,28,"S3","t3",56.01
"990",7,28,"S3","t3",55.17
"991",7,28,"S3","t4",57.1
"992",7,28,"S3","t4",57.32
"993",7,28,"S3","t4",55.64
"994",7,28,"S3","t4",61.31
"995",7,28,"S3","t4",55.27
"996",7,28,"S3","t4",59.14
"997",7,28,"S3","t5",60.17
"998",7,28,"S3","t5",59.46
"999",7,28,"S3","t5",60.27
"1000",7,28,"S3","t5",64.4
"1001",7,28,"S3","t5",65.14
"1002",7,28,"S3","t5",60.05
"1003",7,28,"S3","t6",62.91
"1004",7,28,"S3","t6",58.53
"1005",7,28,"S3","t6",60.6
"1006",7,28,"S3","t6",63.97
"1007",7,28,"S3","t6",64.79
"1008",7,28,"S3","t6",65.29
"1009",8,29,"S1","t1",NA
"1010",8,29,"S1","t1",46.22
"1011",8,29,"S1","t1",48.22
"1012",8,29,"S1","t1",52.31
"1013",8,29,"S1","t1",43.21
"1014",8,29,"S1","t1",47.45
"1015",8,29,"S1","t2",55.22
"1016",8,29,"S1","t2",47.9
"1017",8,29,"S1","t2",50.87
"1018",8,29,"S1","t2",49.19
"1019",8,29,"S1","t2",50.74
"1020",8,29,"S1","t2",49.34
"1021",8,29,"S1","t3",51.31
"1022",8,29,"S1","t3",49.01
"1023",8,29,"S1","t3",54.39
"1024",8,29,"S1","t3",49.82
"1025",8,29,"S1","t3",53.13
"1026",8,29,"S1","t3",51.67
"1027",8,29,"S1","t4",51.87
"1028",8,29,"S1","t4",54.51
"1029",8,29,"S1","t4",50.23
"1030",8,29,"S1","t4",NA
"1031",8,29,"S1","t4",54.19
"1032",8,29,"S1","t4",55.34
"1033",8,29,"S1","t5",52.89
"1034",8,29,"S1","t5",55.5
"1035",8,29,"S1","t5",57.56
"1036",8,29,"S1","t5",57.76
"1037",8,29,"S1","t5",57.19
"1038",8,29,"S1","t5",57.78
"1039",8,29,"S1","t6",NA
"1040",8,29,"S1","t6",57.7
"1041",8,29,"S1","t6",55.9
"1042",8,29,"S1","t6",56.18
"1043",8,29,"S1","t6",57.82
"1044",8,29,"S1","t6",58.37
"1045",8,30,"S3","t1",47
"1046",8,30,"S3","t1",50.6
"1047",8,30,"S3","t1",49.85
"1048",8,30,"S3","t1",49.97
"1049",8,30,"S3","t1",48.99
"1050",8,30,"S3","t1",47.06
"1051",8,30,"S3","t2",48.15
"1052",8,30,"S3","t2",49.24
"1053",8,30,"S3","t2",50.44
"1054",8,30,"S3","t2",49.45
"1055",8,30,"S3","t2",49.69
"1056",8,30,"S3","t2",54.65
"1057",8,30,"S3","t3",56.21
"1058",8,30,"S3","t3",54.27
"1059",8,30,"S3","t3",52.34
"1060",8,30,"S3","t3",48.25
"1061",8,30,"S3","t3",50.96
"1062",8,30,"S3","t3",54.48
"1063",8,30,"S3","t4",54.05
"1064",8,30,"S3","t4",50.39
"1065",8,30,"S3","t4",57.07
"1066",8,30,"S3","t4",54.5
"1067",8,30,"S3","t4",50.75
"1068",8,30,"S3","t4",55.27
"1069",8,30,"S3","t5",56.96
"1070",8,30,"S3","t5",56.7
"1071",8,30,"S3","t5",55.3
"1072",8,30,"S3","t5",59.23
"1073",8,30,"S3","t5",53.24
"1074",8,30,"S3","t5",63.37
"1075",8,30,"S3","t6",58.04
"1076",8,30,"S3","t6",58.38
"1077",8,30,"S3","t6",57.96
"1078",8,30,"S3","t6",59.47
"1079",8,30,"S3","t6",63.67
"1080",8,30,"S3","t6",59
"1081",8,31,"S2","t1",53.96
"1082",8,31,"S2","t1",48.53
"1083",8,31,"S2","t1",52.66
"1084",8,31,"S2","t1",52.19
"1085",8,31,"S2","t1",51.19
"1086",8,31,"S2","t1",50.71
"1087",8,31,"S2","t2",57.98
"1088",8,31,"S2","t2",56.42
"1089",8,31,"S2","t2",59.88
"1090",8,31,"S2","t2",53.12
"1091",8,31,"S2","t2",54.42
"1092",8,31,"S2","t2",56.43
"1093",8,31,"S2","t3",58.45
"1094",8,31,"S2","t3",55.84
"1095",8,31,"S2","t3",56.58
"1096",8,31,"S2","t3",60.07
"1097",8,31,"S2","t3",58.36
"1098",8,31,"S2","t3",60.33
"1099",8,31,"S2","t4",61.48
"1100",8,31,"S2","t4",63.98
"1101",8,31,"S2","t4",60.31
"1102",8,31,"S2","t4",63.65
"1103",8,31,"S2","t4",62.96
"1104",8,31,"S2","t4",63.2
"1105",8,31,"S2","t5",65.41
"1106",8,31,"S2","t5",58.87
"1107",8,31,"S2","t5",63.13
"1108",8,31,"S2","t5",62.43
"1109",8,31,"S2","t5",62.61
"1110",8,31,"S2","t5",66.53
"1111",8,31,"S2","t6",63.89
"1112",8,31,"S2","t6",68.38
"1113",8,31,"S2","t6",63.33
"1114",8,31,"S2","t6",65.31
"1115",8,31,"S2","t6",63.1
"1116",8,31,"S2","t6",67.14
"1117",8,32,"N","t1",50.22
"1118",8,32,"N","t1",49.27
"1119",8,32,"N","t1",51.09
"1120",8,32,"N","t1",48.27
"1121",8,32,"N","t1",51.66
"1122",8,32,"N","t1",48.52
"1123",8,32,"N","t2",50.18
"1124",8,32,"N","t2",50.79
"1125",8,32,"N","t2",53.73
"1126",8,32,"N","t2",52.18
"1127",8,32,"N","t2",49.62
"1128",8,32,"N","t2",50.67
"1129",8,32,"N","t3",56.83
"1130",8,32,"N","t3",54.1
"1131",8,32,"N","t3",53.96
"1132",8,32,"N","t3",53.08
"1133",8,32,"N","t3",54.86
"1134",8,32,"N","t3",52.7
"1135",8,32,"N","t4",57.05
"1136",8,32,"N","t4",62.73
"1137",8,32,"N","t4",59.58
"1138",8,32,"N","t4",57.79
"1139",8,32,"N","t4",60.64
"1140",8,32,"N","t4",59.13
"1141",8,32,"N","t5",58.29
"1142",8,32,"N","t5",58.33
"1143",8,32,"N","t5",57.28
"1144",8,32,"N","t5",58.17
"1145",8,32,"N","t5",58.67
"1146",8,32,"N","t5",62.16
"1147",8,32,"N","t6",62.9
"1148",8,32,"N","t6",58.96
"1149",8,32,"N","t6",62.5
"1150",8,32,"N","t6",60.55
"1151",8,32,"N","t6",59.26
"1152",8,32,"N","t6",59.84
