"","sex","A","P","C","Y","upper"
"3610",1,4,1989,1984,13448.8333333333,1
"3611",1,5,1989,1984,13458.6666666667,0
"3612",1,5,1989,1983,13155.6666666667,1
"3613",1,6,1989,1983,13167.3333333333,0
"3614",1,6,1989,1982,13703,1
"3615",1,7,1989,1982,13711,0
"3616",1,7,1989,1981,13666.5,1
"3617",1,8,1989,1981,13676.5,0
"3618",1,8,1989,1980,14741,1
"3619",1,9,1989,1980,14755.5,0
"3620",1,9,1989,1979,15297.8333333333,1
"3621",1,10,1989,1979,15306.1666666667,0
"3622",1,10,1989,1978,16032.8333333333,1
"3623",1,11,1989,1978,16038.1666666667,0
"3624",1,11,1989,1977,15960.3333333333,1
"3625",1,12,1989,1977,15969.1666666667,0
"3626",1,12,1989,1976,16952.1666666667,1
"3627",1,13,1989,1976,16964.3333333333,0
"3628",1,13,1989,1975,18421,1
"3629",1,14,1989,1975,18424,0
"3630",1,14,1989,1974,18265.8333333333,1
"3631",1,15,1989,1974,18286.6666666667,0
"3632",1,15,1989,1973,18404.6666666667,1
"3633",1,16,1989,1973,18416.8333333333,0
"3634",1,16,1989,1972,19262.8333333333,1
"3635",1,17,1989,1972,19274.6666666667,0
"3636",1,17,1989,1971,19406.5,1
"3637",1,18,1989,1971,19415.5,0
"3638",1,18,1989,1970,18314.3333333333,1
"3639",1,19,1989,1970,18313.1666666667,0
"3640",1,19,1989,1969,18537.1666666667,1
"3641",1,20,1989,1969,18540.8333333333,0
"3642",1,20,1989,1968,19324.5,1
"3643",1,21,1989,1968,19328.5,0
"3644",1,21,1989,1967,20872.3333333333,1
"3645",1,22,1989,1967,20873.6666666667,0
"3646",1,22,1989,1966,22603.8333333333,1
"3647",1,23,1989,1966,22605.1666666667,0
"3648",1,23,1989,1965,21957.1666666667,1
"3649",1,24,1989,1965,21953.3333333333,0
"3650",1,24,1989,1964,21630.8333333333,1
"3651",1,25,1989,1964,21628.1666666667,0
"3652",1,25,1989,1963,21195.8333333333,1
"3653",1,26,1989,1963,21185.1666666667,0
"3654",1,26,1989,1962,20015.1666666667,1
"3655",1,27,1989,1962,20012.3333333333,0
"3656",1,27,1989,1961,19580.5,1
"3657",1,28,1989,1961,19566,0
"3658",1,28,1989,1960,19541.5,1
"3659",1,29,1989,1960,19539.5,0
"3660",1,29,1989,1959,18860.5,1
"3661",1,30,1989,1959,18840.5,0
"3662",1,30,1989,1958,19032.8333333333,1
"3663",1,31,1989,1958,19017.1666666667,0
"3664",1,31,1989,1957,19055.6666666667,1
"3665",1,32,1989,1957,19035.3333333333,0
"3666",1,32,1989,1956,19184.8333333333,1
"3667",1,33,1989,1956,19177.6666666667,0
"3668",1,33,1989,1955,19071,1
"3669",1,34,1989,1955,19064.5,0
"3670",1,34,1989,1954,18712.8333333333,1
"3671",1,35,1989,1954,18690.1666666667,0
"3672",1,35,1989,1953,19199.1666666667,1
"3673",1,36,1989,1953,19180.8333333333,0
"3674",1,36,1989,1952,18821.1666666667,1
"3675",1,37,1989,1952,18801.3333333333,0
"3676",1,37,1989,1951,18635.8333333333,1
"3677",1,38,1989,1951,18612.6666666667,0
"3678",1,38,1989,1950,19045.5,1
"3679",1,39,1989,1950,19034.5,0
"3680",1,39,1989,1949,19094,1
"3681",1,40,1989,1949,19079.5,0
"3682",1,40,1989,1948,20244.1666666667,1
"3683",1,41,1989,1948,20226.3333333333,0
"3684",1,41,1989,1947,21574.6666666667,1
"3685",1,42,1989,1947,21551.3333333333,0
"3686",1,42,1989,1946,22510.8333333333,1
"3687",1,43,1989,1946,22483.6666666667,0
"3688",1,43,1989,1945,21946.1666666667,1
"3689",1,44,1989,1945,21918.3333333333,0
"3690",1,44,1989,1944,20862.3333333333,1
"3691",1,45,1989,1944,20828.1666666667,0
"3692",1,45,1989,1943,19069.8333333333,1
"3693",1,46,1989,1943,19040.1666666667,0
"3694",1,46,1989,1942,18043.5,1
"3695",1,47,1989,1942,18015.5,0
"3696",1,47,1989,1941,16070,1
"3697",1,48,1989,1941,16044,0
"3698",1,48,1989,1940,15562.3333333333,1
"3699",1,49,1989,1940,15535.1666666667,0
"3700",1,49,1989,1939,15038,1
"3701",1,50,1989,1939,15007.5,0
"3702",1,50,1989,1938,14776.8333333333,1
"3703",1,51,1989,1938,14746.1666666667,0
"3704",1,51,1989,1937,14218.6666666667,1
"3705",1,52,1989,1937,14181.8333333333,0
"3706",1,52,1989,1936,13777.1666666667,1
"3707",1,53,1989,1936,13742.3333333333,0
"3708",1,53,1989,1935,13315.6666666667,1
"3709",1,54,1989,1935,13276.3333333333,0
"3710",1,54,1989,1934,13059.6666666667,1
"3711",1,55,1989,1934,13016.8333333333,0
"3712",1,55,1989,1933,12586.3333333333,1
"3713",1,56,1989,1933,12537.6666666667,0
"3714",1,56,1989,1932,12408.1666666667,1
"3715",1,57,1989,1932,12361.8333333333,0
"3716",1,57,1989,1931,12325.8333333333,1
"3717",1,58,1989,1931,12261.6666666667,0
"3718",1,58,1989,1930,12338.3333333333,1
"3719",1,59,1989,1930,12278.6666666667,0
"3720",1,59,1989,1929,11911.3333333333,1
"3721",1,60,1989,1929,11847.1666666667,0
"3722",1,60,1989,1928,12279.6666666667,1
"3723",1,61,1989,1928,12211.3333333333,0
"3724",1,61,1989,1927,11892.6666666667,1
"3725",1,62,1989,1927,11814.8333333333,0
"3726",1,62,1989,1926,11954.8333333333,1
"3727",1,63,1989,1926,11872.1666666667,0
"3728",1,63,1989,1925,11817.3333333333,1
"3729",1,64,1989,1925,11723.6666666667,0
"3730",1,64,1989,1924,11896.5,1
"3731",1,65,1989,1924,11799.5,0
"3732",1,65,1989,1923,11588.1666666667,1
"3733",1,66,1989,1923,11484.3333333333,0
"3734",1,66,1989,1922,11127.1666666667,1
"3735",1,67,1989,1922,11018.3333333333,0
"3736",1,67,1989,1921,11420.8333333333,1
"3737",1,68,1989,1921,11289.1666666667,0
"3738",1,68,1989,1920,11509.3333333333,1
"3739",1,69,1989,1920,11372.6666666667,0
"3740",1,69,1989,1919,9761.33333333333,1
"3741",1,70,1989,1919,9638.66666666667,0
"3742",1,70,1989,1918,9742.33333333333,1
"3743",1,71,1989,1918,9602.66666666667,0
"3744",1,71,1989,1917,8995.83333333333,1
"3745",1,72,1989,1917,8859.16666666667,0
"3746",1,72,1989,1916,8670.66666666667,1
"3747",1,73,1989,1916,8519.83333333333,0
"3748",1,73,1989,1915,8203.33333333333,1
"3749",1,74,1989,1915,8057.16666666667,0
"3750",1,74,1989,1914,8100.33333333333,1
"3751",1,75,1989,1914,7941.66666666667,0
"3752",1,75,1989,1913,7716.16666666667,1
"3753",1,76,1989,1913,7549.33333333333,0
"3754",1,76,1989,1912,7269,1
"3755",1,77,1989,1912,7083,0
"3756",1,77,1989,1911,6596.16666666667,1
"3757",1,78,1989,1911,6417.33333333333,0
"3758",1,78,1989,1910,6054.33333333333,1
"3759",1,79,1989,1910,5880.16666666667,0
"3760",1,79,1989,1909,5512.16666666667,1
"3761",1,80,1989,1909,5336.83333333333,0
"3762",1,80,1989,1908,4742.5,1
"3763",1,81,1989,1908,4580.5,0
"3764",1,81,1989,1907,4085.83333333333,1
"3765",1,82,1989,1907,3940.66666666667,0
"3766",1,82,1989,1906,3527.66666666667,1
"3767",1,83,1989,1906,3385.83333333333,0
"3768",1,83,1989,1905,3099.83333333333,1
"3769",1,84,1989,1905,2963.16666666667,0
"3770",1,84,1989,1904,2608.83333333333,1
"3771",1,85,1989,1904,2487.66666666667,0
"3772",1,85,1989,1903,2225.5,1
"3773",1,86,1989,1903,2113.5,0
"3774",1,86,1989,1902,1901.83333333333,1
"3775",1,87,1989,1902,1803.16666666667,0
"3776",1,87,1989,1901,1524,1
"3777",1,88,1989,1901,1436.5,0
"3778",1,88,1989,1900,1235.16666666667,1
"3779",1,89,1989,1900,1152.33333333333,0
"3780",1,89,1989,1899,926.833333333333,1
"3781",1,90,1989,1899,856.166666666667,0
"3782",1,90,1989,1898,766.666666666667,1
"3783",1,91,1989,1898,707.333333333333,0
"3784",1,91,1989,1897,586.833333333333,1
"3785",1,92,1989,1897,533.166666666667,0
"3786",1,92,1989,1896,440,1
"3787",1,93,1989,1896,398.5,0
"3788",1,93,1989,1895,315,1
"3789",1,94,1989,1895,283.5,0
"3790",1,94,1989,1894,236.166666666667,1
"3791",1,95,1989,1894,209.333333333333,0
"3792",1,95,1989,1893,158,1
"3793",1,96,1989,1893,140.5,0
"3794",1,96,1989,1892,103.166666666667,1
"3795",1,97,1989,1892,91.3333333333333,0
"3796",1,97,1989,1891,62.6666666666667,1
"3797",1,98,1989,1891,54.8333333333333,0
"3798",1,98,1989,1890,51.3333333333333,1
"3799",1,99,1989,1890,59.6666666666667,0
"3800",1,99,1989,1889,69.3333333333333,1
"3801",1,0,1990,1990,16283,0
"3802",1,0,1990,1989,15698.6666666667,1
"3803",1,1,1990,1989,15712.8333333333,0
"3804",1,1,1990,1988,15193.5,1
"3805",1,2,1990,1988,15210.5,0
"3806",1,2,1990,1987,14577.3333333333,1
"3807",1,3,1990,1987,14597.6666666667,0
"3808",1,3,1990,1986,14341.6666666667,1
"3809",1,4,1990,1986,14358.3333333333,0
"3810",1,4,1990,1985,13919.6666666667,1
"3811",1,5,1990,1985,13933.8333333333,0
"3812",1,5,1990,1984,13482.3333333333,1
"3813",1,6,1990,1984,13496.1666666667,0
"3814",1,6,1990,1983,13189.8333333333,1
"3815",1,7,1990,1983,13200.6666666667,0
"3816",1,7,1990,1982,13730,1
"3817",1,8,1990,1982,13741,0
"3818",1,8,1990,1981,13697.6666666667,1
"3819",1,9,1990,1981,13708.8333333333,0
"3820",1,9,1990,1980,14786,1
"3821",1,10,1990,1980,14802,0
"3822",1,10,1990,1979,15329.5,1
"3823",1,11,1990,1979,15344.5,0
"3824",1,11,1990,1978,16054.3333333333,1
"3825",1,12,1990,1978,16065.1666666667,0
"3826",1,12,1990,1977,15994.3333333333,1
"3827",1,13,1990,1977,16010.6666666667,0
"3828",1,13,1990,1976,16981.8333333333,1
"3829",1,14,1990,1976,16987.1666666667,0
"3830",1,14,1990,1975,18445.3333333333,1
"3831",1,15,1990,1975,18463.6666666667,0
"3832",1,15,1990,1974,18320.5,1
"3833",1,16,1990,1974,18333.5,0
"3834",1,16,1990,1973,18444.3333333333,1
"3835",1,17,1990,1973,18459.6666666667,0
"3836",1,17,1990,1972,19302.5,1
"3837",1,18,1990,1972,19318.5,0
"3838",1,18,1990,1971,19425.6666666667,1
"3839",1,19,1990,1971,19426.8333333333,0
"3840",1,19,1990,1970,18337.5,1
"3841",1,20,1990,1970,18363,0
"3842",1,20,1990,1969,18563.6666666667,1
"3843",1,21,1990,1969,18582.8333333333,0
"3844",1,21,1990,1968,19361,1
"3845",1,22,1990,1968,19389.5,0
"3846",1,22,1990,1967,20897.8333333333,1
"3847",1,23,1990,1967,20920.6666666667,0
"3848",1,23,1990,1966,22621.6666666667,1
"3849",1,24,1990,1966,22636.8333333333,0
"3850",1,24,1990,1965,21959.6666666667,1
"3851",1,25,1990,1965,21969.8333333333,0
"3852",1,25,1990,1964,21634.5,1
"3853",1,26,1990,1964,21643.5,0
"3854",1,26,1990,1963,21177.3333333333,1
"3855",1,27,1990,1963,21180.1666666667,0
"3856",1,27,1990,1962,20010.6666666667,1
"3857",1,28,1990,1962,20011.8333333333,0
"3858",1,28,1990,1961,19565.6666666667,1
"3859",1,29,1990,1961,19579.8333333333,0
"3860",1,29,1990,1960,19538.6666666667,1
"3861",1,30,1990,1960,19539.8333333333,0
"3862",1,30,1990,1959,18824.8333333333,1
"3863",1,31,1990,1959,18829.1666666667,0
"3864",1,31,1990,1958,19002,1
"3865",1,32,1990,1958,19002.5,0
"3866",1,32,1990,1957,19006.1666666667,1
"3867",1,33,1990,1957,18997.3333333333,0
"3868",1,33,1990,1956,19170.6666666667,1
"3869",1,34,1990,1956,19170.8333333333,0
"3870",1,34,1990,1955,19059.3333333333,1
"3871",1,35,1990,1955,19060.6666666667,0
"3872",1,35,1990,1954,18666.8333333333,1
"3873",1,36,1990,1954,18666.1666666667,0
"3874",1,36,1990,1953,19157,1
"3875",1,37,1990,1953,19151.5,0
"3876",1,37,1990,1952,18773.8333333333,1
"3877",1,38,1990,1952,18766.1666666667,0
"3878",1,38,1990,1951,18583.3333333333,1
"3879",1,39,1990,1951,18577.1666666667,0
"3880",1,39,1990,1950,19012.8333333333,1
"3881",1,40,1990,1950,19002.1666666667,0
"3882",1,40,1990,1949,19056.1666666667,1
"3883",1,41,1990,1949,19047.3333333333,0
"3884",1,41,1990,1948,20184.6666666667,1
"3885",1,42,1990,1948,20160.8333333333,0
"3886",1,42,1990,1947,21504,1
"3887",1,43,1990,1947,21480,0
"3888",1,43,1990,1946,22433.1666666667,1
"3889",1,44,1990,1946,22409.8333333333,0
"3890",1,44,1990,1945,21863.6666666667,1
"3891",1,45,1990,1945,21836.8333333333,0
"3892",1,45,1990,1944,20769.6666666667,1
"3893",1,46,1990,1944,20745.3333333333,0
"3894",1,46,1990,1943,18988.5,1
"3895",1,47,1990,1943,18966.5,0
"3896",1,47,1990,1942,17960.1666666667,1
"3897",1,48,1990,1942,17932.8333333333,0
"3898",1,48,1990,1941,15991.8333333333,1
"3899",1,49,1990,1941,15965.6666666667,0
"3900",1,49,1990,1940,15477.5,1
"3901",1,50,1990,1940,15447,0
"3902",1,50,1990,1939,14945.8333333333,1
"3903",1,51,1990,1939,14914.6666666667,0
"3904",1,51,1990,1938,14683.1666666667,1
"3905",1,52,1990,1938,14650.8333333333,0
"3906",1,52,1990,1937,14110.5,1
"3907",1,53,1990,1937,14076,0
"3908",1,53,1990,1936,13676.6666666667,1
"3909",1,54,1990,1936,13645.8333333333,0
"3910",1,54,1990,1935,13188.8333333333,1
"3911",1,55,1990,1935,13140.6666666667,0
"3912",1,55,1990,1934,12930.3333333333,1
"3913",1,56,1990,1934,12886.6666666667,0
"3914",1,56,1990,1933,12435.3333333333,1
"3915",1,57,1990,1933,12381.6666666667,0
"3916",1,57,1990,1932,12260.8333333333,1
"3917",1,58,1990,1932,12206.1666666667,0
"3918",1,58,1990,1931,12142.8333333333,1
"3919",1,59,1990,1931,12088.1666666667,0
"3920",1,59,1990,1930,12159.1666666667,1
"3921",1,60,1990,1930,12099.3333333333,0
"3922",1,60,1990,1929,11723.5,1
"3923",1,61,1990,1929,11664,0
"3924",1,61,1990,1928,12070.5,1
"3925",1,62,1990,1928,11998,0
"3926",1,62,1990,1927,11660.6666666667,1
"3927",1,63,1990,1927,11584.3333333333,0
"3928",1,63,1990,1926,11702.6666666667,1
"3929",1,64,1990,1926,11615.8333333333,0
"3930",1,64,1990,1925,11535.6666666667,1
"3931",1,65,1990,1925,11441.3333333333,0
"3932",1,65,1990,1924,11601.3333333333,1
"3933",1,66,1990,1924,11500.1666666667,0
"3934",1,66,1990,1923,11270.3333333333,1
"3935",1,67,1990,1923,11160.1666666667,0
"3936",1,67,1990,1922,10794.8333333333,1
"3937",1,68,1990,1922,10680.1666666667,0
"3938",1,68,1990,1921,11021.6666666667,1
"3939",1,69,1990,1921,10885.8333333333,0
"3940",1,69,1990,1920,11086.6666666667,1
"3941",1,70,1990,1920,10937.3333333333,0
"3942",1,70,1990,1919,9382.83333333333,1
"3943",1,71,1990,1919,9249.66666666667,0
"3944",1,71,1990,1918,9304.83333333333,1
"3945",1,72,1990,1918,9146.66666666667,0
"3946",1,72,1990,1917,8580.5,1
"3947",1,73,1990,1917,8438.5,0
"3948",1,73,1990,1916,8217.33333333333,1
"3949",1,74,1990,1916,8065.66666666667,0
"3950",1,74,1990,1915,7755.16666666667,1
"3951",1,75,1990,1915,7599.33333333333,0
"3952",1,75,1990,1914,7613.5,1
"3953",1,76,1990,1914,7444,0
"3954",1,76,1990,1913,7198.66666666667,1
"3955",1,77,1990,1913,7014.83333333333,0
"3956",1,77,1990,1912,6715.33333333333,1
"3957",1,78,1990,1912,6533.66666666667,0
"3958",1,78,1990,1911,6061.33333333333,1
"3959",1,79,1990,1911,5884.16666666667,0
"3960",1,79,1990,1910,5525.5,1
"3961",1,80,1990,1910,5345,0
"3962",1,80,1990,1909,4990.33333333333,1
"3963",1,81,1990,1909,4819.16666666667,0
"3964",1,81,1990,1908,4257,1
"3965",1,82,1990,1908,4095.5,0
"3966",1,82,1990,1907,3637.5,1
"3967",1,83,1990,1907,3479.5,0
"3968",1,83,1990,1906,3094.33333333333,1
"3969",1,84,1990,1906,2944.66666666667,0
"3970",1,84,1990,1905,2697.5,1
"3971",1,85,1990,1905,2568.5,0
"3972",1,85,1990,1904,2250.66666666667,1
"3973",1,86,1990,1904,2134.83333333333,0
"3974",1,86,1990,1903,1898.16666666667,1
"3975",1,87,1990,1903,1794.83333333333,0
"3976",1,87,1990,1902,1599.5,1
"3977",1,88,1990,1902,1494.5,0
"3978",1,88,1990,1901,1259.83333333333,1
"3979",1,89,1990,1901,1170.66666666667,0
"3980",1,89,1990,1900,997.166666666667,1
"3981",1,90,1990,1900,924.833333333333,0
"3982",1,90,1990,1899,729.333333333333,1
"3983",1,91,1990,1899,673.166666666667,0
"3984",1,91,1990,1898,594.833333333333,1
"3985",1,92,1990,1898,541.666666666667,0
"3986",1,92,1990,1897,437.5,1
"3987",1,93,1990,1897,395.5,0
"3988",1,93,1990,1896,328.166666666667,1
"3989",1,94,1990,1896,299.333333333333,0
"3990",1,94,1990,1895,228,1
"3991",1,95,1990,1895,204,0
"3992",1,95,1990,1894,160.166666666667,1
"3993",1,96,1990,1894,137.833333333333,0
"3994",1,96,1990,1893,110.333333333333,1
"3995",1,97,1990,1893,97.6666666666667,0
"3996",1,97,1990,1892,68.6666666666667,1
"3997",1,98,1990,1892,57.8333333333333,0
"3998",1,98,1990,1891,53.6666666666667,1
"3999",1,99,1990,1891,60.3333333333333,0
"4000",1,99,1990,1890,74.6666666666667,1
"4001",1,0,1991,1991,16473.5,0
"4002",1,0,1991,1990,16304,1
"4003",1,1,1991,1990,16325,0
"4004",1,1,1991,1989,15745.3333333333,1
"4005",1,2,1991,1989,15763.6666666667,0
"4006",1,2,1991,1988,15243.3333333333,1
"4007",1,3,1991,1988,15259.1666666667,0
"4008",1,3,1991,1987,14637.3333333333,1
"4009",1,4,1991,1987,14656.6666666667,0
"4010",1,4,1991,1986,14392.5,1
"4011",1,5,1991,1986,14410,0
"4012",1,5,1991,1985,13964,1
"4013",1,6,1991,1985,13980,0
"4014",1,6,1991,1984,13529.5,1
"4015",1,7,1991,1984,13549,0
"4016",1,7,1991,1983,13223.8333333333,1
"4017",1,8,1991,1983,13236.1666666667,0
"4018",1,8,1991,1982,13769.8333333333,1
"4019",1,9,1991,1982,13787.6666666667,0
"4020",1,9,1991,1981,13739.6666666667,1
"4021",1,10,1991,1981,13759.3333333333,0
"4022",1,10,1991,1980,14838.6666666667,1
"4023",1,11,1991,1980,14859.3333333333,0
"4024",1,11,1991,1979,15372.1666666667,1
"4025",1,12,1991,1979,15384.8333333333,0
"4026",1,12,1991,1978,16087.8333333333,1
"4027",1,13,1991,1978,16099.6666666667,0
"4028",1,13,1991,1977,16043,1
"4029",1,14,1991,1977,16059,0
"4030",1,14,1991,1976,17011.5,1
"4031",1,15,1991,1976,17030.5,0
"4032",1,15,1991,1975,18499.5,1
"4033",1,16,1991,1975,18517,0
"4034",1,16,1991,1974,18357.6666666667,1
"4035",1,17,1991,1974,18368.8333333333,0
"4036",1,17,1991,1973,18501.6666666667,1
"4037",1,18,1991,1973,18528.3333333333,0
"4038",1,18,1991,1972,19341.8333333333,1
"4039",1,19,1991,1972,19349.1666666667,0
"4040",1,19,1991,1971,19451.3333333333,1
"4041",1,20,1991,1971,19474.6666666667,0
"4042",1,20,1991,1970,18401.8333333333,1
"4043",1,21,1991,1970,18415.1666666667,0
"4044",1,21,1991,1969,18613,1
"4045",1,22,1991,1969,18624,0
"4046",1,22,1991,1968,19447.3333333333,1
"4047",1,23,1991,1968,19476.6666666667,0
"4048",1,23,1991,1967,20976.5,1
"4049",1,24,1991,1967,21009.5,0
"4050",1,24,1991,1966,22677,1
"4051",1,25,1991,1966,22702,0
"4052",1,25,1991,1965,21998.3333333333,1
"4053",1,26,1991,1965,22016.6666666667,0
"4054",1,26,1991,1964,21672.1666666667,1
"4055",1,27,1991,1964,21691.8333333333,0
"4056",1,27,1991,1963,21200.8333333333,1
"4057",1,28,1991,1963,21218.6666666667,0
"4058",1,28,1991,1962,20036.3333333333,1
"4059",1,29,1991,1962,20059.6666666667,0
"4060",1,29,1991,1961,19584.5,1
"4061",1,30,1991,1961,19575,0
"4062",1,30,1991,1960,19544.1666666667,1
"4063",1,31,1991,1960,19547.3333333333,0
"4064",1,31,1991,1959,18837.8333333333,1
"4065",1,32,1991,1959,18842.1666666667,0
"4066",1,32,1991,1958,18996.8333333333,1
"4067",1,33,1991,1958,18990.6666666667,0
"4068",1,33,1991,1957,18993.5,1
"4069",1,34,1991,1957,18998.5,0
"4070",1,34,1991,1956,19173.3333333333,1
"4071",1,35,1991,1956,19175.6666666667,0
"4072",1,35,1991,1955,19058.6666666667,1
"4073",1,36,1991,1955,19055.3333333333,0
"4074",1,36,1991,1954,18660.5,1
"4075",1,37,1991,1954,18655.5,0
"4076",1,37,1991,1953,19138.1666666667,1
"4077",1,38,1991,1953,19130.3333333333,0
"4078",1,38,1991,1952,18751.6666666667,1
"4079",1,39,1991,1952,18744.8333333333,0
"4080",1,39,1991,1951,18567,1
"4081",1,40,1991,1951,18563,0
"4082",1,40,1991,1950,18986,1
"4083",1,41,1991,1950,18980.5,0
"4084",1,41,1991,1949,19024.1666666667,1
"4085",1,42,1991,1949,19009.8333333333,0
"4086",1,42,1991,1948,20119.6666666667,1
"4087",1,43,1991,1948,20102.3333333333,0
"4088",1,43,1991,1947,21441.1666666667,1
"4089",1,44,1991,1947,21426.3333333333,0
"4090",1,44,1991,1946,22363.8333333333,1
"4091",1,45,1991,1946,22341.1666666667,0
"4092",1,45,1991,1945,21784.3333333333,1
"4093",1,46,1991,1945,21758.6666666667,0
"4094",1,46,1991,1944,20692.1666666667,1
"4095",1,47,1991,1944,20663.3333333333,0
"4096",1,47,1991,1943,18911,1
"4097",1,48,1991,1943,18877.5,0
"4098",1,48,1991,1942,17877.5,1
"4099",1,49,1991,1942,17849.5,0
"4100",1,49,1991,1941,15909.6666666667,1
"4101",1,50,1991,1941,15879.8333333333,0
"4102",1,50,1991,1940,15380,1
"4103",1,51,1991,1940,15343.5,0
"4104",1,51,1991,1939,14852.3333333333,1
"4105",1,52,1991,1939,14821.1666666667,0
"4106",1,52,1991,1938,14584,1
"4107",1,53,1991,1938,14549.5,0
"4108",1,53,1991,1937,14004.1666666667,1
"4109",1,54,1991,1937,13966.8333333333,0
"4110",1,54,1991,1936,13576,1
"4111",1,55,1991,1936,13537,0
"4112",1,55,1991,1935,13049.8333333333,1
"4113",1,56,1991,1935,13007.1666666667,0
"4114",1,56,1991,1934,12795.8333333333,1
"4115",1,57,1991,1934,12748.6666666667,0
"4116",1,57,1991,1933,12274.3333333333,1
"4117",1,58,1991,1933,12220.6666666667,0
"4118",1,58,1991,1932,12097.3333333333,1
"4119",1,59,1991,1932,12043.1666666667,0
"4120",1,59,1991,1931,11982.8333333333,1
"4121",1,60,1991,1931,11932.1666666667,0
"4122",1,60,1991,1930,11975.6666666667,1
"4123",1,61,1991,1930,11911.8333333333,0
"4124",1,61,1991,1929,11538.5,1
"4125",1,62,1991,1929,11472.5,0
"4126",1,62,1991,1928,11854.1666666667,1
"4127",1,63,1991,1928,11782.8333333333,0
"4128",1,63,1991,1927,11426.8333333333,1
"4129",1,64,1991,1927,11345.6666666667,0
"4130",1,64,1991,1926,11446.6666666667,1
"4131",1,65,1991,1926,11364.3333333333,0
"4132",1,65,1991,1925,11258.6666666667,1
"4133",1,66,1991,1925,11170.3333333333,0
"4134",1,66,1991,1924,11289.5,1
"4135",1,67,1991,1924,11180,0
"4136",1,67,1991,1923,10939.3333333333,1
"4137",1,68,1991,1923,10828.6666666667,0
"4138",1,68,1991,1922,10444.6666666667,1
"4139",1,69,1991,1922,10323.8333333333,0
"4140",1,69,1991,1921,10606.6666666667,1
"4141",1,70,1991,1921,10463.3333333333,0
"4142",1,70,1991,1920,10638.8333333333,1
"4143",1,71,1991,1920,10489.6666666667,0
"4144",1,71,1991,1919,8983.5,1
"4145",1,72,1991,1919,8850.5,0
"4146",1,72,1991,1918,8837.16666666667,1
"4147",1,73,1991,1918,8685.83333333333,0
"4148",1,73,1991,1917,8145.33333333333,1
"4149",1,74,1991,1917,7994.16666666667,0
"4150",1,74,1991,1916,7751.66666666667,1
"4151",1,75,1991,1916,7589.33333333333,0
"4152",1,75,1991,1915,7288.16666666667,1
"4153",1,76,1991,1915,7132.83333333333,0
"4154",1,76,1991,1914,7107.16666666667,1
"4155",1,77,1991,1914,6939.83333333333,0
"4156",1,77,1991,1913,6663.5,1
"4157",1,78,1991,1913,6496,0
"4158",1,78,1991,1912,6179,1
"4159",1,79,1991,1912,6006,0
"4160",1,79,1991,1911,5537,1
"4161",1,80,1991,1911,5367,0
"4162",1,80,1991,1910,4995,1
"4163",1,81,1991,1910,4825.5,0
"4164",1,81,1991,1909,4479.16666666667,1
"4165",1,82,1991,1909,4310.33333333333,0
"4166",1,82,1991,1908,3785.5,1
"4167",1,83,1991,1908,3637,0
"4168",1,83,1991,1907,3186,1
"4169",1,84,1991,1907,3050.5,0
"4170",1,84,1991,1906,2671,1
"4171",1,85,1991,1906,2547,0
"4172",1,85,1991,1905,2321.33333333333,1
"4173",1,86,1991,1905,2203.16666666667,0
"4174",1,86,1991,1904,1912.5,1
"4175",1,87,1991,1904,1806,0
"4176",1,87,1991,1903,1594.33333333333,1
"4177",1,88,1991,1903,1497.16666666667,0
"4178",1,88,1991,1902,1303.16666666667,1
"4179",1,89,1991,1902,1216.83333333333,0
"4180",1,89,1991,1901,1009.66666666667,1
"4181",1,90,1991,1901,937.833333333333,0
"4182",1,90,1991,1900,792.833333333333,1
"4183",1,91,1991,1900,733.166666666667,0
"4184",1,91,1991,1899,566.333333333333,1
"4185",1,92,1991,1899,515.666666666667,0
"4186",1,92,1991,1898,446,1
"4187",1,93,1991,1898,403.5,0
"4188",1,93,1991,1897,323.333333333333,1
"4189",1,94,1991,1897,293.166666666667,0
"4190",1,94,1991,1896,244.666666666667,1
"4191",1,95,1991,1896,218.833333333333,0
"4192",1,95,1991,1895,164.166666666667,1
"4193",1,96,1991,1895,148.333333333333,0
"4194",1,96,1991,1894,101.833333333333,1
"4195",1,97,1991,1894,88.1666666666667,0
"4196",1,97,1991,1893,76,1
"4197",1,98,1991,1893,67,0
"4198",1,98,1991,1892,55,1
"4199",1,99,1991,1892,63,0
"4200",1,99,1991,1891,75,1
"4201",1,0,1992,1992,17379,0
"4202",1,0,1992,1991,16500.5,1
"4203",1,1,1992,1991,16527.5,0
"4204",1,1,1992,1990,16367,1
"4205",1,2,1992,1990,16388,0
"4206",1,2,1992,1989,15800,1
"4207",1,3,1992,1989,15818,0
"4208",1,3,1992,1988,15290,1
"4209",1,4,1992,1988,15305,0
"4210",1,4,1992,1987,14690.1666666667,1
"4211",1,5,1992,1987,14704.3333333333,0
"4212",1,5,1992,1986,14447.3333333333,1
"4213",1,6,1992,1986,14467.1666666667,0
"4214",1,6,1992,1985,14020,1
"4215",1,7,1992,1985,14044,0
"4216",1,7,1992,1984,13577.1666666667,1
"4217",1,8,1992,1984,13585.8333333333,0
"4218",1,8,1992,1983,13266,1
"4219",1,9,1992,1983,13283.5,0
"4220",1,9,1992,1982,13825.6666666667,1
"4221",1,10,1992,1982,13845.8333333333,0
"4222",1,10,1992,1981,13796.1666666667,1
"4223",1,11,1992,1981,13813.3333333333,0
