"","A","sex","P","D","Y","rate"
"1283",16,1,1991,19,36874.6666666667,0.515258894995661
"1284",16,2,1991,11,35609.8333333333,0.308903439592996
"1285",16,1,1992,20,35656.6666666667,0.560904926614939
"1286",16,2,1992,7,34131.3333333333,0.205090142000508
"1287",16,1,1993,17,33304.1666666667,0.510446640810709
"1288",16,2,1993,4,31684.3333333333,0.126245357852987
"1289",16,1,1994,8,32467,0.246404041026273
"1290",16,2,1994,9,31059.8333333333,0.289763306306645
"1291",16,1,1995,11,31961,0.34416945652514
"1292",16,2,1995,5,30539.8333333333,0.163720605329651
"1293",16,1,1996,12,30909.1666666667,0.388234342562886
"1294",16,2,1996,6,29612.8333333333,0.20261485729723
"1295",16,1,1997,13,29361,0.442764211028235
"1296",16,2,1997,7,28308.5,0.24727555327905
"1297",16,1,1998,22,28399.5,0.774661525731087
"1298",16,2,1998,5,27239.8333333333,0.183554720721492
"1299",16,1,1999,5,28004.5,0.178542734203432
"1300",16,2,1999,3,26785.3333333333,0.112001592911544
"1301",16,1,2000,15,27823.1666666667,0.539119079424221
"1302",16,2,2000,7,26716.6666666667,0.262008733624454
"1303",16,1,2001,14,28728.5,0.48732095306055
"1304",16,2,2001,4,27541.8333333333,0.145233614320034
"1305",16,1,2002,11,29783.1666666667,0.369336146257114
"1306",16,2,2002,10,28425.3333333333,0.351798864862329
"1307",16,1,2003,9,30516.8333333333,0.294919197601324
"1308",16,2,2003,3,28829.6666666667,0.104059475771485
"1309",16,1,2004,14,31456.6666666667,0.445056691745258
"1310",16,2,2004,7,29643.3333333333,0.23614078488699
"1311",16,1,2005,16,32736.5,0.488751088234845
"1312",16,2,2005,4,30996,0.129048909536714
"1313",16,1,2006,10,33893.5,0.295041822178294
"1314",16,2,2006,7,32146.8333333333,0.217750841192238
"1315",16,1,2007,17,34568.1666666667,0.491781938102975
"1316",16,2,2007,7,32800.6666666667,0.213410296538688
"1317",16,1,2008,11,35561,0.309327634206012
"1318",16,2,2008,7,33729.1666666667,0.207535515750463
"1319",16,1,2009,14,36305.1666666667,0.385620044897191
"1320",16,2,2009,4,34394.3333333333,0.116298227421184
"1321",16,1,2010,5,36710,0.136202669572324
"1322",16,2,2010,7,34984.1666666667,0.200090517138706
"1323",16,1,2011,7,37333.3333333333,0.1875
"1324",16,2,2011,4,35505.6666666667,0.112658073359182
"1325",16,1,2012,11,36715.8333333333,0.299598265961552
"1326",16,2,2012,2,34743.6666666667,0.0575644481967937
"1327",17,1,1974,32,38308,0.835334655946539
"1328",17,2,1974,12,36128,0.33215234720992
"1329",17,1,1975,37,37907.1666666667,0.976068729308002
"1330",17,2,1975,11,35778.3333333333,0.307448642101831
"1331",17,1,1976,44,37462.3333333333,1.17451306645786
"1332",17,2,1976,16,35593.8333333333,0.449516067858196
"1333",17,1,1977,30,37724.3333333333,0.795242681558322
"1334",17,2,1977,10,36075.1666666667,0.277198996539632
"1335",17,1,1978,26,38295.3333333333,0.678933899691869
"1336",17,2,1978,18,36772.3333333333,0.489498445389197
"1337",17,1,1979,36,38729.5,0.929524006248467
"1338",17,2,1979,11,37189.3333333333,0.295783737272336
"1339",17,1,1980,26,40347,0.644409745458151
"1340",17,2,1980,20,38635.8333333333,0.517654163880681
"1341",17,1,1981,27,41951.8333333333,0.643595234217019
"1342",17,2,1981,14,39871.6666666667,0.351126530953476
"1343",17,1,1982,22,42828.5,0.513676640554771
"1344",17,2,1982,11,40610.5,0.270865909062927
"1345",17,1,1983,35,44050.1666666667,0.794548639619222
"1346",17,2,1983,11,41912,0.262454666921168
"1347",17,1,1984,32,43039.1666666667,0.743508819486127
"1348",17,2,1984,12,41112.5,0.291882031012466
"1349",17,1,1985,26,39782.1666666667,0.65355917433691
"1350",17,2,1985,12,37862.3333333333,0.316937677727205
"1351",17,1,1986,29,37626.3333333333,0.770736806669088
"1352",17,2,1986,10,35489,0.281777452168277
"1353",17,1,1987,26,36779.5,0.706915537187836
"1354",17,2,1987,10,34900.8333333333,0.286526109691746
"1355",17,1,1988,22,37686.3333333333,0.583765998284082
"1356",17,2,1988,7,35827.8333333333,0.195378825587183
"1357",17,1,1989,22,38681.1666666667,0.568752235153197
"1358",17,2,1989,9,36928.8333333333,0.243712004621502
"1359",17,1,1990,22,37762.1666666667,0.582593689451082
"1360",17,2,1990,12,36286.1666666667,0.330704538460479
"1361",17,1,1991,20,36870.5,0.54243907731113
"1362",17,2,1991,5,35400.3333333333,0.141241607894464
"1363",17,1,1992,20,37005,0.540467504391298
"1364",17,2,1992,8,35735.8333333333,0.223864934822657
"1365",17,1,1993,20,35795.8333333333,0.558724246304272
"1366",17,2,1993,8,34243.3333333333,0.233622116227003
"1367",17,1,1994,22,33426.3333333333,0.658163723212238
"1368",17,2,1994,8,31786.8333333333,0.251676532736301
"1369",17,1,1995,18,32642.8333333333,0.551422721679593
"1370",17,2,1995,8,31239.6666666667,0.256084678667079
"1371",17,1,1996,17,32181.1666666667,0.528259282085278
"1372",17,2,1996,6,30766.1666666667,0.195019420683976
"1373",17,1,1997,9,31068,0.289687137891078
"1374",17,2,1997,11,29804.6666666667,0.369069720625405
"1375",17,1,1998,11,29513.1666666667,0.372715002908306
"1376",17,2,1998,6,28484.1666666667,0.210643339867178
"1377",17,1,1999,19,28562.8333333333,0.665200114367739
"1378",17,2,1999,7,27425.6666666667,0.255235363467312
"1379",17,1,2000,22,28163,0.781166779107339
"1380",17,2,2000,12,26976,0.444839857651246
"1381",17,1,2001,15,28016,0.535408338092519
"1382",17,2,2001,4,26937.1666666667,0.148493716859605
"1383",17,1,2002,17,28939,0.587442551574
"1384",17,2,2002,7,27768.5,0.252084196121505
"1385",17,1,2003,18,29963.3333333333,0.600734230726443
"1386",17,2,2003,4,28625.3333333333,0.139736364059807
"1387",17,1,2004,9,30675.8333333333,0.29339056260357
"1388",17,2,2004,2,29008.8333333333,0.0689445169000247
"1389",17,1,2005,15,31591,0.474818777499921
"1390",17,2,2005,8,29799.5,0.268460880216111
"1391",17,1,2006,17,32854.8333333333,0.517427674264061
"1392",17,2,2006,12,31138.1666666667,0.385379143494854
"1393",17,1,2007,19,34025.3333333333,0.55840746110741
"1394",17,2,2007,6,32286.5,0.185836185402568
"1395",17,1,2008,11,34723.1666666667,0.316791383274375
"1396",17,2,2008,4,32979.1666666667,0.121288692356286
"1397",17,1,2009,14,35710,0.392047045645477
"1398",17,2,2009,8,33883,0.236106602130862
"1399",17,1,2010,12,36410.5,0.329575259883825
"1400",17,2,2010,5,34492.1666666667,0.144960449957237
"1401",17,1,2011,15,36827,0.407309854183072
"1402",17,2,2011,8,35089.3333333333,0.227989512482426
"1403",17,1,2012,4,37454.5,0.106796246111949
"1404",17,2,2012,4,35596.6666666667,0.11237007210413
"1405",18,1,1974,54,38615.5,1.39840219600937
"1406",18,2,1974,11,36313,0.302921818632446
"1407",18,1,1975,38,38259.8333333333,0.993208717584586
"1408",18,2,1975,13,36057.6666666667,0.360533589712775
"1409",18,1,1976,47,37869.1666666667,1.24111524327179
"1410",18,2,1976,12,35760.3333333333,0.335567341840587
"1411",18,1,1977,51,37521.8333333333,1.35920863852601
"1412",18,2,1977,13,35690.1666666667,0.364245987456863
"1413",18,1,1978,56,37834.1666666667,1.4801436091716
"1414",18,2,1978,13,36210,0.35901684617509
"1415",18,1,1979,53,38405.1666666667,1.38002265320204
"1416",18,2,1979,17,36896.6666666667,0.460746228204897
"1417",18,1,1980,48,38829.6666666667,1.2361682218922
"1418",18,2,1980,15,37276.1666666667,0.40240189218312
"1419",18,1,1981,43,40405.6666666667,1.06420716566158
"1420",18,2,1981,16,38631.3333333333,0.41417157057311
"1421",18,1,1982,45,42012.8333333333,1.0711012904787
"1422",18,2,1982,21,39855.5,0.526903438672203
"1423",18,1,1983,50,42883.1666666667,1.16595867065165
"1424",18,2,1983,13,40604,0.320165500935868
"1425",18,1,1984,45,44127.8333333333,1.01976454769665
"1426",18,2,1984,15,41922.3333333333,0.35780451151733
"1427",18,1,1985,44,43151,1.01967509443582
"1428",18,2,1985,15,41131.8333333333,0.36468104590524
"1429",18,1,1986,29,40017,0.724692005897494
"1430",18,2,1986,18,37948,0.474333298197533
"1431",18,1,1987,33,37825.8333333333,0.872419642660439
"1432",18,2,1987,10,35606.8333333333,0.28084496889642
"1433",18,1,1988,34,36851.6666666667,0.92261770159649
"1434",18,2,1988,14,34925.3333333333,0.400855157669695
"1435",18,1,1989,34,37729.8333333333,0.901143657318037
"1436",18,2,1989,13,35837.6666666667,0.362746830615833
"1437",18,1,1990,30,38744.1666666667,0.774310111199535
"1438",18,2,1990,13,36963.6666666667,0.351696711184857
"1439",18,1,1991,31,37870.1666666667,0.818586310244212
"1440",18,2,1991,10,36361.1666666667,0.275018678351905
"1441",18,1,1992,29,37019.8333333333,0.783363872518785
"1442",18,2,1992,14,35506.3333333333,0.394295853321943
"1443",18,1,1993,23,37158.5,0.618970087597723
"1444",18,2,1993,9,35852.3333333333,0.251029686584788
"1445",18,1,1994,28,35895.1666666667,0.78004931025997
"1446",18,2,1994,5,34340,0.145602795573675
"1447",18,1,1995,35,33584.1666666667,1.04215776283467
"1448",18,2,1995,12,31945.3333333333,0.375641721273843
"1449",18,1,1996,27,32841.6666666667,0.822126363867039
"1450",18,2,1996,13,31430.1666666667,0.413615369522911
"1451",18,1,1997,34,32309.8333333333,1.05231121588371
"1452",18,2,1997,9,30918,0.291092567436445
"1453",18,1,1998,34,31154.8333333333,1.09132344366043
"1454",18,2,1998,8,29937,0.267227845141464
"1455",18,1,1999,30,29582.1666666667,1.01412450068453
"1456",18,2,1999,8,28648.5,0.27924673194059
"1457",18,1,2000,22,28621.8333333333,0.768643983905061
"1458",18,2,2000,10,27569.6666666667,0.36271747935533
"1459",18,1,2001,22,28235.6666666667,0.779156386131016
"1460",18,2,2001,5,27112.8333333333,0.184414514651733
"1461",18,1,2002,25,28124.6666666667,0.888899423993173
"1462",18,2,2002,6,27047.5,0.221831962288566
"1463",18,1,2003,21,29015.1666666667,0.723759413180463
"1464",18,2,2003,2,27826.3333333333,0.0718743636124055
"1465",18,1,2004,27,30019,0.899430360771511
"1466",18,2,2004,9,28634.8333333333,0.314302510345791
"1467",18,1,2005,26,30723.1666666667,0.846266932119627
"1468",18,2,2005,9,29031.5,0.310008094655805
"1469",18,1,2006,20,31633,0.632251130148895
"1470",18,2,2006,6,29848.5,0.201015126388261
"1471",18,1,2007,23,32932.8333333333,0.698391169906426
"1472",18,2,2007,9,31231,0.288175210528001
"1473",18,1,2008,30,34152.1666666667,0.878421574033858
"1474",18,2,2008,5,32442.6666666667,0.154118033864869
"1475",18,1,2009,20,34884.3333333333,0.573323268324845
"1476",18,2,2009,12,33148.3333333333,0.362009150786867
"1477",18,1,2010,21,35867.1666666667,0.58549369664921
"1478",18,2,2010,6,34026.6666666667,0.176332288401254
"1479",18,1,2011,11,36584,0.300677891974634
"1480",18,2,2011,4,34666.1666666667,0.115386279609802
"1481",18,1,2012,16,37035.6666666667,0.43201598459143
"1482",18,2,2012,5,35280,0.14172335600907
"1483",19,1,1974,47,38374.1666666667,1.22478229711829
"1484",19,2,1974,12,36178,0.331693294267234
"1485",19,1,1975,43,38507.1666666667,1.11667525092732
"1486",19,2,1975,13,36241,0.358709748627245
"1487",19,1,1976,50,38217.3333333333,1.30830687646094
"1488",19,2,1976,18,36012.3333333333,0.499828762368448
"1489",19,1,1977,49,37916.8333333333,1.29230201185929
"1490",19,2,1977,15,35812.5,0.418848167539267
"1491",19,1,1978,53,37594,1.40979943608023
"1492",19,2,1978,16,35771.1666666667,0.447287619917345
"1493",19,1,1979,49,37923.8333333333,1.29206347811183
"1494",19,2,1979,14,36286.6666666667,0.385816645232409
"1495",19,1,1980,48,38479.1666666667,1.24742826204656
"1496",19,2,1980,14,36908.6666666667,0.379314704766721
"1497",19,1,1981,53,38835,1.36474829406463
"1498",19,2,1981,15,37181.3333333333,0.403428243563078
"1499",19,1,1982,46,40397.8333333333,1.13867492893596
"1500",19,2,1982,14,38484,0.363787548071926
"1501",19,1,1983,40,42031.5,0.951667201979468
"1502",19,2,1983,14,39721.3333333333,0.352455439562284
"1503",19,1,1984,43,42945.3333333333,1.00127293613586
"1504",19,2,1984,13,40466.1666666667,0.321256028698872
"1505",19,1,1985,55,44229.3333333333,1.24351863017002
"1506",19,2,1985,16,41811,0.382674415823587
"1507",19,1,1986,42,43369.3333333333,0.968426230516187
"1508",19,2,1986,18,41057,0.438414886621039
"1509",19,1,1987,44,40219,1.09401029364231
"1510",19,2,1987,7,37913,0.184633239258302
"1511",19,1,1988,46,37861.8333333333,1.21494380884884
"1512",19,2,1988,17,35413.5,0.480042921484745
"1513",19,1,1989,37,36850.3333333333,1.00406147388988
"1514",19,2,1989,11,34724.5,0.316779219283215
"1515",19,1,1990,27,37764.3333333333,0.714960324115347
"1516",19,2,1990,13,35661.3333333333,0.364540492036192
"1517",19,1,1991,33,38800.5,0.850504503807941
"1518",19,2,1991,16,36788.3333333333,0.434920491097721
"1519",19,1,1992,37,37932.1666666667,0.975425430483363
"1520",19,2,1992,18,36187.8333333333,0.497404744688592
"1521",19,1,1993,34,37069.3333333333,0.917200201424358
"1522",19,2,1993,19,35337,0.537680052070068
"1523",19,1,1994,30,37175.5,0.806983093704187
"1524",19,2,1994,9,35706.6666666667,0.252053771471247
"1525",19,1,1995,42,35988,1.16705568522841
"1526",19,2,1995,13,34289.5,0.379124804969451
"1527",19,1,1996,27,33728.1666666667,0.800517865878667
"1528",19,2,1996,9,31990.8333333333,0.281330589491782
"1529",19,1,1997,31,32937.3333333333,0.941181233048618
"1530",19,2,1997,15,31448.3333333333,0.476972812549685
"1531",19,1,1998,15,32368.5,0.463413503869503
"1532",19,2,1998,8,30926.5,0.258677832926455
"1533",19,1,1999,27,31227.8333333333,0.864613299033448
"1534",19,2,1999,8,29991.5,0.266742243635697
"1535",19,1,2000,26,29633.5,0.877385391533231
"1536",19,2,2000,8,28719.6666666667,0.278554765027449
"1537",19,1,2001,21,28696.3333333333,0.731800810788835
"1538",19,2,2001,7,27649,0.253173713335021
"1539",19,1,2002,24,28350.8333333333,0.846535963081626
"1540",19,2,2002,10,27217.5,0.367410673280059
"1541",19,1,2003,23,28228.3333333333,0.814784200271595
"1542",19,2,2003,3,27104,0.110684769775679
"1543",19,1,2004,15,29082.3333333333,0.515777046775247
"1544",19,2,2004,9,27813,0.323589688275267
"1545",19,1,2005,19,30112.3333333333,0.63097069860633
"1546",19,2,2005,7,28632.3333333333,0.244478852579252
"1547",19,1,2006,21,30838.8333333333,0.680959612609643
"1548",19,2,2006,4,29122,0.137353203763478
"1549",19,1,2007,16,31849.6666666667,0.502360045631038
"1550",19,2,2007,5,30099.1666666667,0.166117555857028
"1551",19,1,2008,25,33260.1666666667,0.751649871467872
"1552",19,2,2008,11,31606,0.348035183193065
"1553",19,1,2009,15,34569.5,0.4339085031603
"1554",19,2,2009,6,32860.6666666667,0.182589113631292
"1555",19,1,2010,18,35329.1666666667,0.509494044108975
"1556",19,2,2010,6,33568.6666666667,0.178738108950807
"1557",19,1,2011,19,36351.8333333333,0.522669649857183
"1558",19,2,2011,6,34547.3333333333,0.173674765056637
"1559",19,1,2012,14,37118.5,0.377170413675122
"1560",19,2,2012,3,35173.1666666667,0.0852922919460384
"1561",20,1,1974,53,38625.3333333333,1.37215644309434
"1562",20,2,1974,17,36596.3333333333,0.464527411671479
"1563",20,1,1975,46,38196.6666666667,1.2042935683742
"1564",20,2,1975,15,36184,0.414547866460314
"1565",20,1,1976,48,38421.6666666667,1.24929510258968
"1566",20,2,1976,10,36265,0.275747966358748
"1567",20,1,1977,46,38259.3333333333,1.20232100228267
"1568",20,2,1977,18,36145,0.497994190067783
"1569",20,1,1978,45,37944.3333333333,1.18594783586482
"1570",20,2,1978,15,35935.1666666667,0.417418406296525
"1571",20,1,1979,57,37638.3333333333,1.51441349687818
"1572",20,2,1979,17,35890.1666666667,0.473667346209036
"1573",20,1,1980,45,37935.6666666667,1.18621877388913
"1574",20,2,1980,9,36336,0.247688243064729
"1575",20,1,1981,42,38442.1666666667,1.09255028115828
"1576",20,2,1981,14,36909,0.37931127909182
"1577",20,1,1982,55,38794,1.41774501211528
"1578",20,2,1982,18,37170.3333333333,0.484257158486607
"1579",20,1,1983,44,40397.5,1.08917631041525
"1580",20,2,1983,15,38534,0.389266621684746
"1581",20,1,1984,38,42085.3333333333,0.902927385629198
"1582",20,2,1984,13,39811.3333333333,0.326540181187936
"1583",20,1,1985,44,43101.6666666667,1.02084219481072
"1584",20,2,1985,11,40622,0.270789227512186
"1585",20,1,1986,53,44482,1.19149318825592
"1586",20,2,1986,15,41992,0.357210897313774
"1587",20,1,1987,48,43590,1.10116999311769
"1588",20,2,1987,15,41209.8333333333,0.363990795077227
"1589",20,1,1988,43,40240.3333333333,1.06857961746506
"1590",20,2,1988,17,37919.5,0.448318147654901
"1591",20,1,1989,32,37865.3333333333,0.845100179583788
"1592",20,2,1989,17,35444.8333333333,0.479618562178785
"1593",20,1,1990,29,36926.6666666667,0.785340314136126
"1594",20,2,1990,8,34895.1666666667,0.229258111199736
"1595",20,1,1991,40,37876.5,1.05606378625269
"1596",20,2,1991,11,35857.6666666667,0.30676842702165
"1597",20,1,1992,34,38923.1666666667,0.873515772526216
"1598",20,2,1992,9,37039.8333333333,0.242981654885056
"1599",20,1,1993,37,38047.6666666667,0.972464364875638
"1600",20,2,1993,13,36467.8333333333,0.356478540448889
"1601",20,1,1994,37,37160,0.995694294940797
"1602",20,2,1994,19,35623.8333333333,0.533350799792274
"1603",20,1,1995,25,37322.3333333333,0.669840220779337
"1604",20,2,1995,17,36059.3333333333,0.471445210671301
"1605",20,1,1996,44,36165.8333333333,1.21661789442153
"1606",20,2,1996,10,34681,0.288342320002307
"1607",20,1,1997,18,33880.1666666667,0.53128428136422
"1608",20,2,1997,13,32310,0.402352212937171
"1609",20,1,1998,30,33074.5,0.907043190373248
"1610",20,2,1998,11,31719.8333333333,0.346786185299418
"1611",20,1,1999,34,32518.3333333333,1.0455640407975
"1612",20,2,1999,7,31213.3333333333,0.224263135412217
"1613",20,1,2000,26,31362.5,0.829015544041451
"1614",20,2,2000,11,30275.5,0.36333008538257
"1615",20,1,2001,23,29786,0.772174847243671
"1616",20,2,2001,4,28996.3333333333,0.137948476244123
"1617",20,1,2002,26,28889.3333333333,0.899986154059168
"1618",20,2,2002,6,27953.5,0.214642173609745
"1619",20,1,2003,17,28557.1666666667,0.595297152495287
"1620",20,2,2003,7,27496.6666666667,0.254576312280276
"1621",20,1,2004,20,28423.3333333333,0.70364723818459
"1622",20,2,2004,11,27365.5,0.401965979061227
"1623",20,1,2005,20,29328,0.681942171303873
"1624",20,2,2005,8,28112.6666666667,0.284569233323057
"1625",20,1,2006,25,30429.1666666667,0.821580172531836
"1626",20,2,2006,3,29061.8333333333,0.103228174409736
"1627",20,1,2007,19,31318.6666666667,0.606666950487462
"1628",20,2,2007,5,29743.1666666667,0.168105839436509
"1629",20,1,2008,23,32455.3333333333,0.708666269539675
"1630",20,2,2008,4,30834.1666666667,0.129726223615578
"1631",20,1,2009,15,33851.5,0.443111826654653
"1632",20,2,2009,4,32339.1666666667,0.12368902517587
"1633",20,1,2010,26,35124.1666666667,0.740231084960497
"1634",20,2,2010,8,33520.8333333333,0.238657551274083
"1635",20,1,2011,20,35944,0.556421099488093
"1636",20,2,2011,5,34411.3333333333,0.145300966735765
"1637",20,1,2012,17,36990.3333333333,0.459579529787062
"1638",20,2,2012,6,35362.8333333333,0.169669662593024
"1639",21,1,1974,46,38862.6666666667,1.18365526469276
"1640",21,2,1974,16,36883.1666666667,0.433802231370228
"1641",21,1,1975,55,38392.8333333333,1.43255902794358
"1642",21,2,1975,17,36603,0.464442805234544
"1643",21,1,1976,36,38072.8333333333,0.945556105184362
"1644",21,2,1976,12,36185.5,0.331624545743461
"1645",21,1,1977,39,38456.6666666667,1.01412845627113
"1646",21,2,1977,23,36414.3333333333,0.631619417262433
"1647",21,1,1978,52,38261.1666666667,1.35908035562603
"1648",21,2,1978,16,36293.3333333333,0.440852314474651
"1649",21,1,1979,46,37959.3333333333,1.21182317919177
"1650",21,2,1979,12,36123,0.332198322398472
"1651",21,1,1980,37,37594,0.984199606320157
"1652",21,2,1980,13,35996.1666666667,0.361149566852026
"1653",21,1,1981,46,37836.8333333333,1.21574656089084
"1654",21,2,1981,19,36389,0.522135810272335
"1655",21,1,1982,44,38358.6666666667,1.14706802460982
"1656",21,2,1982,8,36968.5,0.216400449030932
"1657",21,1,1983,51,38770.8333333333,1.31542181622783
"1658",21,2,1983,18,37283.6666666667,0.482785133794065
"1659",21,1,1984,50,40413.8333333333,1.23720013361761
"1660",21,2,1984,20,38683.8333333333,0.517011843879657
"1661",21,1,1985,33,42233,0.781379489972297
"1662",21,2,1985,16,40000.6666666667,0.399993333444443
"1663",21,1,1986,54,43357.8333333333,1.24544968806098
"1664",21,2,1986,12,40872.8333333333,0.293593544204178
"1665",21,1,1987,65,44647.5,1.45584859174646
"1666",21,2,1987,11,42224,0.260515346722243
"1667",21,1,1988,45,43538.6666666667,1.03356403503399
"1668",21,2,1988,11,41339.8333333333,0.266087187901903
"1669",21,1,1989,36,40200.8333333333,0.895503824547584
"1670",21,2,1989,13,38034.6666666667,0.341793451588025
"1671",21,1,1990,38,37943.8333333333,1.00148025810079
"1672",21,2,1990,10,35741.3333333333,0.279788107140192
"1673",21,1,1991,42,37028.1666666667,1.13427165806211
"1674",21,2,1991,13,35248.3333333333,0.368811764149605
"1675",21,1,1992,32,38005.3333333333,0.841987089531294
"1676",21,2,1992,12,36292.3333333333,0.330648346299035
"1677",21,1,1993,32,39066.6666666667,0.819112627986348
"1678",21,2,1993,6,37497.6666666667,0.160009956175051
"1679",21,1,1994,32,38182.6666666667,0.838076614170479
"1680",21,2,1994,10,36940.1666666667,0.270708036870435
"1681",21,1,1995,34,37366,0.909918107370337
"1682",21,2,1995,14,36168,0.387082503870825
"1683",21,1,1996,33,37554.8333333333,0.878715123219825
"1684",21,2,1996,8,36624.3333333333,0.218434010175384
"1685",21,1,1997,28,36340.1666666667,0.770497291793745
"1686",21,2,1997,10,35192.8333333333,0.284148761348191
"1687",21,1,1998,24,34079.5,0.704235684208982
"1688",21,2,1998,9,32791,0.274465554572901
"1689",21,1,1999,30,33268.5,0.901753911357591
"1690",21,2,1999,6,32243.3333333333,0.186084978806989
"1691",21,1,2000,36,32688.5,1.10130474019915
"1692",21,2,2000,8,31764.1666666667,0.251856127187344
"1693",21,1,2001,24,31533.8333333333,0.76108729777012
"1694",21,2,2001,9,30848.5,0.29174838322771
"1695",21,1,2002,15,30023,0.499616960330413
"1696",21,2,2002,8,29572.6666666667,0.270520074843887
"1697",21,1,2003,13,29178.3333333333,0.445536071285771
"1698",21,2,2003,9,28451,0.316333345049383
"1699",21,1,2004,25,28862.8333333333,0.866165830335437
"1700",21,2,2004,8,28009.5,0.285617379817562
"1701",21,1,2005,18,28778.5,0.625466928436159
"1702",21,2,2005,5,27955.5,0.178855681350718
"1703",21,1,2006,28,29754.8333333333,0.94102358720432
"1704",21,2,2006,6,28763.3333333333,0.208598910650133
"1705",21,1,2007,30,31043,0.966401443159489
"1706",21,2,2007,4,29852.1666666667,0.133993624136718
"1707",21,1,2008,24,32104.6666666667,0.747554872604191
"1708",21,2,2008,5,30625.8333333333,0.163260863649969
"1709",21,1,2009,13,33153.5,0.392115462922467
"1710",21,2,2009,8,31721,0.252198858800164
"1711",21,1,2010,18,34460.5,0.522337168642359
"1712",21,2,2010,10,33168.8333333333,0.301487842502751
"1713",21,1,2011,10,35768.6666666667,0.279574301530203
"1714",21,2,2011,13,34424.5,0.377638019433833
"1715",21,1,2012,17,36584.1666666667,0.464681897906654
"1716",21,2,2012,8,35293.5,0.226670633402751
"1717",22,1,1974,41,38514.5,1.06453413649405
"1718",22,2,1974,22,36374.5,0.604819310231068
"1719",22,1,1975,40,38639,1.0352234788685
"1720",22,2,1975,13,36827.8333333333,0.352993885964873
"1721",22,1,1976,45,38288.5,1.17528761899787
"1722",22,2,1976,14,36504,0.383519614288845
"1723",22,1,1977,56,38132,1.46858281758103
"1724",22,2,1977,18,36243.8333333333,0.496636209378147
"1725",22,1,1978,51,38494.3333333333,1.32487032723431
"1726",22,2,1978,16,36477.8333333333,0.438622542457291
"1727",22,1,1979,49,38271.6666666667,1.28032051561207
"1728",22,2,1979,18,36399.6666666667,0.494510022985559
"1729",22,1,1980,44,37913.1666666667,1.16054668782613
"1730",22,2,1980,30,36154.5,0.829772227523545
"1731",22,1,1981,39,37482.3333333333,1.04049018648786
"1732",22,2,1981,18,35976.1666666667,0.500331237810217
"1733",22,1,1982,43,37760.3333333333,1.13876113381767
"1734",22,2,1982,11,36394.6666666667,0.302242086752638
"1735",22,1,1983,35,38365.6666666667,0.912273994978149
"1736",22,2,1983,10,37015.8333333333,0.270154663544879
"1737",22,1,1984,37,38840,0.952626158599382
"1738",22,2,1984,10,37358.6666666667,0.267675505906706
"1739",22,1,1985,48,40640,1.18110236220472
"1740",22,2,1985,16,38785.5,0.412525299403127
"1741",22,1,1986,44,42574.3333333333,1.03348652944262
"1742",22,2,1986,9,40150.5,0.224156610752045
"1743",22,1,1987,37,43584,0.848935389133627
"1744",22,2,1987,10,40990.3333333333,0.243959958038887
"1745",22,1,1988,56,44618.6666666667,1.25508008606263
"1746",22,2,1988,23,42261.5,0.544230564461744
"1747",22,1,1989,40,43477.5,0.920016100281755
"1748",22,2,1989,4,41367.5,0.0966942648214178
"1749",22,1,1990,27,40287.3333333333,0.670185831775082
"1750",22,2,1990,18,38190.6666666667,0.471319345040673
"1751",22,1,1991,39,38071.3333333333,1.02439280648607
"1752",22,2,1991,14,35959.8333333333,0.389323272725587
"1753",22,1,1992,40,37158.1666666667,1.07647937420666
"1754",22,2,1992,19,35506.6666666667,0.535110777318813
"1755",22,1,1993,26,38184.3333333333,0.680907527520013
"1756",22,2,1993,16,36570.3333333333,0.437513102605937
"1757",22,1,1994,27,39193.5,0.688889739370049
"1758",22,2,1994,12,37788.1666666667,0.317559729897808
"1759",22,1,1995,40,38381.1666666667,1.04217780421821
"1760",22,2,1995,10,37312,0.268010291595197
"1761",22,1,1996,28,37593.5,0.744809608043944
"1762",22,2,1996,15,36592.6666666667,0.409918198546157
"1763",22,1,1997,26,37738.1666666667,0.68895768651542
"1764",22,2,1997,10,37001.3333333333,0.270260531152031
"1765",22,1,1998,12,36539.3333333333,0.328413216807459
"1766",22,2,1998,6,35587.8333333333,0.168596945585336
"1767",22,1,1999,24,34303.5,0.699637063273427
"1768",22,2,1999,9,33232.1666666667,0.270821944601867
"1769",22,1,2000,30,33475.1666666667,0.896186725483069
"1770",22,2,2000,5,32685.5,0.15297303085466
"1771",22,1,2001,24,32897.8333333333,0.729531326784439
"1772",22,2,2001,7,32232.5,0.2171721088963
"1773",22,1,2002,24,31762.3333333333,0.75561199324147
"1774",22,2,2002,11,31337.8333333333,0.351013418285672
"1775",22,1,2003,23,30291.8333333333,0.759280554164764
"1776",22,2,2003,12,29986.8333333333,0.400175632638769
"1777",22,1,2004,18,29480.5,0.610573090687064
"1778",22,2,2004,3,28841,0.104018584653791
"1779",22,1,2005,16,29244.5,0.547111422660671
"1780",22,2,2005,2,28499.1666666667,0.0701774905698997
"1781",22,1,2006,23,29232.5,0.786795518686394
"1782",22,2,2006,8,28514.5,0.280559013835066
"1783",22,1,2007,20,30369.6666666667,0.658551844493958
"1784",22,2,2007,7,29452.1666666667,0.237673515813777
"1785",22,1,2008,27,31830.1666666667,0.848251920348097
"1786",22,2,2008,3,30650.8333333333,0.0978766210815366
"1787",22,1,2009,26,32764.6666666667,0.793537754084685
