"","race","educatn","employm","SES","married","num.chld","military","pr.arrst","plea","sentence","defense","dp.sght","jdge.dec","pen.phse","did.appl","out.appl","vict.sex","pr.incrc","vict.age","vict.rel","vict.st1","vict.st2","specialA","methodA","num.kill","num.prps","def.age","aggrevat","bloody","fam.lov","insane","mitcir","num.depr","rape"
"318",0,2,1,1,0,1,0,1,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,3,1,2,3,1,1,0,0,1,2,0
"319",0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,9,1,2,0,0,0,9,1,3,1,2,2,1,1,0,0,0,4,0
"322",0,3,1,0,1,2,0,18,0,0,1,1,0,0,1,4,1,1,0,0,0,9,1,1,1,0,4,0,0,0,0,1,1,0
"323",1,2,1,1,1,2,1,6,0,0,1,2,0,1,0,9,1,2,0,0,0,9,1,1,1,0,4,0,0,0,0,1,1,0
"324",0,3,1,0,0,2,1,0,0,0,1,1,0,0,0,9,2,2,0,1,0,9,1,1,1,0,5,0,1,1,0,1,0,0
"326",0,3,1,0,1,5,0,0,0,0,1,1,0,0,1,4,1,2,0,1,1,9,0,1,2,0,4,0,0,1,0,1,0,0
"327",0,3,0,0,1,2,0,0,0,0,1,2,1,0,1,4,2,2,1,1,0,24,1,1,1,0,6,1,0,0,1,1,1,0
"329",0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1,2,0,0,0,9,1,1,1,0,2,0,0,0,0,0,0,0
"333",0,1,0,1,0,2,0,3,0,0,2,1,0,0,1,4,2,2,0,0,0,9,1,4,1,0,5,1,1,0,0,1,0,0
"339",1,1,1,1,0,2,1,2,0,0,2,1,0,0,0,9,2,2,0,1,1,9,1,1,1,0,4,0,0,1,0,1,0,0
"340",0,3,0,0,1,0,0,34,0,1,2,2,0,1,1,1,1,1,0,0,0,9,0,1,1,1,3,0,0,0,1,1,1,0
"345",0,3,1,0,1,2,1,0,0,0,1,1,0,0,1,4,1,2,0,0,0,22,0,1,1,0,6,0,0,0,0,1,0,0
"347",0,1,1,0,1,3,0,1,0,0,2,1,0,0,1,4,2,2,0,1,0,9,0,1,1,0,4,0,0,0,0,0,1,0
"348",1,1,1,0,0,3,0,13,0,0,2,2,0,1,1,4,1,2,0,0,1,18,0,1,2,3,4,0,0,0,0,0,0,0
"349",1,1,0,1,1,3,0,10,0,0,2,2,0,1,1,5,1,1,0,1,0,9,1,1,1,2,4,0,0,0,0,0,1,0
"350",0,3,1,1,0,0,0,0,0,0,1,2,0,1,1,4,1,2,1,0,0,24,1,4,1,0,3,0,0,0,0,1,0,0
"351",0,3,1,0,1,2,1,0,0,0,1,2,0,1,1,5,2,2,0,1,0,24,1,2,1,2,6,1,1,1,0,0,1,0
"353",0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,4,1,2,0,0,0,9,1,2,1,0,3,0,0,1,0,1,1,0
"355",0,1,0,0,0,0,0,2,0,0,1,1,1,0,1,4,1,2,0,1,0,9,0,1,2,1,1,0,0,0,1,1,1,0
"356",0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,9,1,2,0,0,0,9,1,1,1,1,1,0,0,0,0,1,2,0
"357",0,1,1,0,1,4,0,2,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,1,1,0,3,0,0,0,0,1,0,0
"358",1,2,0,1,1,2,1,3,0,0,2,1,1,0,0,9,1,2,0,0,1,9,0,1,1,3,3,0,0,0,0,0,1,0
"359",1,3,0,1,1,2,1,2,0,0,2,1,1,1,0,9,1,2,0,0,0,9,0,1,1,3,4,0,0,0,0,0,1,0
"360",1,2,0,1,1,2,0,1,0,0,2,2,0,1,1,4,1,2,0,0,0,9,0,1,1,3,3,0,0,0,0,0,1,0
"363",0,3,1,0,0,0,0,0,0,0,2,1,0,0,1,7,1,2,0,0,0,9,0,1,1,0,3,0,0,0,0,1,1,0
"367",0,2,1,1,0,2,1,0,0,0,1,1,0,0,0,9,1,2,0,0,0,9,1,1,1,0,2,0,0,1,0,1,0,0
"369",0,3,1,1,1,0,-1,16,0,0,2,2,0,1,1,4,1,1,0,0,0,9,0,1,1,2,4,0,0,0,0,0,0,0
"372",0,2,0,0,0,0,0,0,0,0,1,2,0,1,1,4,1,2,0,0,0,9,0,1,1,0,1,0,0,0,0,0,0,0
"373",0,2,1,0,0,3,1,0,0,0,1,1,0,0,1,4,1,2,0,0,0,9,1,1,1,0,6,0,1,1,0,1,1,0
"374",1,2,1,1,0,0,0,1,0,0,2,1,0,0,0,9,1,2,0,0,0,9,1,2,1,0,3,0,1,0,0,1,1,0
"377",0,2,0,1,0,1,0,0,0,0,1,2,0,1,1,4,1,2,0,0,0,9,0,1,1,0,3,0,0,0,0,1,0,0
"378",1,1,0,1,0,1,0,5,0,0,2,1,0,0,0,9,1,2,0,0,0,9,0,1,1,2,2,0,0,0,0,1,0,0
"379",1,2,0,0,0,0,0,0,0,1,2,2,1,1,1,3,1,1,0,0,0,9,0,1,1,1,2,0,1,0,0,0,3,0
"381",1,2,1,0,1,1,0,3,0,0,2,2,0,1,1,4,1,2,0,0,0,9,0,1,1,0,2,0,0,0,0,0,0,0
"389",1,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,1,0,0,0,9,0,1,1,0,2,1,1,0,0,1,2,1
"392",0,3,1,0,0,2,1,0,0,0,1,1,0,0,1,4,2,2,0,1,0,9,1,1,2,0,5,0,0,1,0,1,1,0
"393",1,2,1,1,0,0,0,2,0,1,2,2,0,1,1,2,2,1,0,0,0,9,1,2,1,0,4,0,0,0,1,0,1,0
"394",1,2,1,0,0,3,1,0,0,0,2,1,0,0,0,9,1,2,0,0,0,9,0,1,1,1,2,0,0,0,0,1,1,0
"395",1,2,1,1,0,2,0,0,0,0,2,2,0,1,0,9,1,2,0,0,0,9,0,1,1,0,2,0,0,0,0,0,0,0
"396",1,2,0,0,0,1,1,5,0,0,2,1,0,1,0,9,1,2,0,0,0,9,1,1,1,0,2,0,0,0,0,1,1,0
"397",0,2,1,0,1,2,0,2,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,2,1,2,5,0,1,0,0,0,0,0
"398",1,2,0,1,1,0,0,2,0,0,2,2,0,1,1,4,1,2,0,0,0,9,1,1,1,2,2,0,1,0,0,1,1,0
"402",0,2,1,1,0,2,1,1,0,0,2,1,0,0,1,4,1,2,0,0,0,9,0,1,1,0,5,0,0,0,0,1,0,0
"403",0,2,0,0,0,0,0,1,0,0,2,1,0,0,1,4,1,2,0,0,0,9,1,1,1,2,2,0,1,1,0,1,1,0
"404",0,2,0,0,0,0,1,1,0,0,2,1,0,0,1,4,1,2,0,0,0,9,0,1,1,2,2,0,1,1,0,1,1,0
"405",0,3,1,1,0,1,0,1,0,0,1,2,1,0,1,4,1,2,0,0,0,9,0,1,1,0,3,0,0,0,0,1,0,0
"406",1,1,0,0,0,0,0,1,0,1,2,2,0,1,1,1,1,2,0,0,0,9,0,2,1,0,2,0,1,0,0,0,3,0
"408",0,2,1,1,0,5,0,8,0,0,2,1,0,0,1,4,1,1,0,1,0,9,0,1,1,0,5,0,1,0,0,1,0,0
"411",1,2,0,0,0,3,-1,3,0,1,2,2,0,1,1,1,1,1,0,0,0,9,0,1,1,2,3,0,0,0,0,0,2,0
"413",1,2,0,0,0,0,0,0,0,0,1,2,1,0,1,4,2,2,0,0,0,9,1,4,2,2,1,0,0,0,0,0,0,0
"414",0,1,0,1,0,2,1,1,0,0,1,1,0,0,0,9,2,2,0,0,0,9,1,1,1,2,3,0,0,0,0,1,0,0
"415",0,3,1,1,1,2,1,1,0,0,1,1,0,0,1,4,1,1,0,0,0,24,1,1,1,3,4,0,1,0,0,1,0,0
"416",0,1,1,0,1,8,0,8,0,0,1,1,0,0,1,4,1,2,0,0,0,24,1,1,1,3,5,0,1,0,0,1,0,0
"417",0,1,1,1,0,1,1,2,0,0,2,1,0,1,1,4,1,2,1,1,0,9,1,4,1,1,3,0,0,0,0,1,2,0
"424",0,2,1,0,1,2,0,10,0,0,2,2,1,0,1,7,1,2,0,0,0,9,1,1,1,0,4,0,0,1,0,1,1,0
"425",0,2,0,1,0,3,1,0,0,0,2,2,0,1,1,4,1,2,0,0,0,9,1,4,2,3,4,1,0,0,0,0,2,0
"426",1,2,0,1,1,2,0,1,0,0,2,2,0,1,0,9,1,2,0,0,0,9,1,2,1,0,2,0,0,0,0,1,1,0
"428",1,1,1,1,0,0,0,1,0,0,2,1,0,0,1,4,1,1,0,0,0,9,1,1,1,0,4,1,0,0,0,1,2,0
"429",1,2,1,0,0,1,0,1,0,1,1,2,0,1,1,1,1,2,0,0,0,9,0,1,1,1,3,0,0,0,0,0,1,0
"430",1,3,0,0,0,0,0,13,1,1,2,2,0,1,1,1,1,2,0,0,0,24,1,1,1,2,3,0,0,0,0,0,1,0
"432",1,3,0,0,1,2,0,0,0,1,2,2,0,1,1,1,1,1,0,0,0,9,0,1,1,1,4,1,1,0,1,1,1,0
"433",0,3,0,0,1,3,0,16,0,1,2,2,0,1,1,1,1,1,1,0,0,9,1,1,1,1,4,0,0,0,1,0,2,0
"434",0,1,1,1,1,2,0,4,0,0,1,1,0,0,1,4,2,2,0,1,0,9,0,1,1,0,6,0,0,0,1,1,0,0
"435",1,2,0,1,0,1,0,0,0,1,2,2,0,1,1,2,1,2,0,0,0,9,0,1,1,3,3,0,0,0,0,0,0,0
"436",0,3,1,0,1,0,1,1,0,0,2,1,0,1,1,4,2,2,0,1,0,9,1,1,1,1,3,0,1,1,0,1,1,0
"437",0,2,0,1,0,0,1,9,0,0,2,1,0,1,1,4,1,1,0,0,0,9,1,4,1,0,6,1,0,0,0,1,3,0
"438",0,2,1,1,0,1,1,0,0,0,1,2,0,1,0,9,2,2,1,1,0,9,1,4,1,0,4,0,0,0,0,1,3,0
"439",1,2,0,1,0,0,1,0,0,0,2,1,0,0,1,4,1,2,0,0,0,9,0,1,1,2,2,0,0,0,0,0,0,0
"440",1,2,0,1,0,1,0,3,0,0,2,1,0,0,0,9,1,2,0,0,0,9,0,1,1,3,2,0,1,0,0,1,0,0
"444",1,2,0,0,0,2,1,3,0,1,2,2,0,1,1,4,1,1,0,0,1,9,0,1,1,2,3,0,0,0,0,0,1,0
"446",1,2,0,0,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0,0,0,9,1,1,1,0,2,0,1,0,0,0,1,0
"449",0,3,0,1,1,2,1,1,0,0,1,2,0,1,0,9,1,2,0,0,0,9,0,1,1,0,4,0,0,0,0,1,0,0
"451",0,1,0,0,0,3,1,0,0,1,1,2,0,1,1,2,2,2,0,0,0,9,1,1,1,0,2,1,0,0,1,0,3,0
"452",1,2,1,1,0,0,0,0,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,1,1,0,2,0,0,0,0,0,0,0
"453",0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,4,1,2,0,0,0,9,1,1,1,2,2,0,0,0,0,1,1,0
"455",1,2,0,0,1,1,1,8,0,0,1,2,1,0,1,4,1,2,0,0,0,9,1,1,1,3,3,0,0,0,1,0,4,0
"458",0,3,0,0,1,0,0,2,0,0,1,1,1,0,1,4,1,2,0,0,0,24,1,1,1,1,4,0,0,0,0,1,0,0
"460",0,1,0,1,0,3,1,0,0,0,2,1,0,0,1,4,1,2,0,0,0,9,0,2,1,0,6,1,1,0,0,0,1,0
"462",1,1,1,1,0,1,1,0,0,0,2,1,0,0,0,9,2,2,0,0,0,9,1,24,1,2,4,0,0,0,0,1,1,1
"467",0,1,1,1,1,1,0,4,0,0,2,1,0,0,1,4,2,2,0,1,0,9,1,3,1,0,5,1,0,1,0,1,2,0
"469",1,2,1,1,0,0,0,0,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,1,1,0,2,0,0,0,0,1,1,0
"471",0,1,1,1,1,3,0,0,0,1,1,2,0,1,1,1,1,2,0,0,0,9,1,1,2,2,5,0,1,0,0,0,0,0
"473",0,2,0,0,1,1,-1,0,0,1,2,2,0,1,1,1,2,2,0,0,0,9,1,2,1,2,3,1,1,0,0,1,4,1
"475",0,1,0,0,1,3,-1,3,0,1,1,2,0,1,1,1,1,2,1,0,0,24,1,4,2,0,3,1,0,0,0,1,2,0
"476",0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,4,1,2,0,0,0,9,1,1,1,0,5,0,0,0,0,1,0,0
"477",0,2,0,0,1,1,0,2,0,0,1,1,0,0,1,4,1,2,0,1,0,9,1,1,1,0,4,0,1,1,0,1,1,0
"479",1,2,0,0,0,0,0,1,0,0,2,1,1,0,1,4,1,2,0,0,0,9,1,1,1,3,2,0,0,0,0,0,4,0
"482",0,2,0,1,1,0,0,1,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,1,1,0,2,0,0,0,0,0,0,0
"483",0,2,1,1,1,3,0,1,0,0,2,1,0,0,1,4,2,2,0,1,0,24,1,1,2,0,4,0,0,1,1,1,1,0
"485",0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,4,1,2,0,1,0,9,1,2,1,0,3,0,0,1,0,1,0,0
"486",1,2,0,1,0,0,0,1,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,1,1,1,1,0,0,0,0,0,0,0
"490",1,3,1,0,0,1,0,0,0,0,2,1,0,0,1,4,1,1,0,0,0,9,1,1,1,2,2,0,0,0,0,1,3,0
"491",1,2,1,0,0,0,0,13,0,0,2,1,0,0,1,4,1,1,0,0,0,9,1,1,1,0,3,0,0,0,0,0,1,0
"492",1,2,0,0,0,2,0,1,0,1,2,2,0,1,1,1,2,2,0,0,0,9,1,3,3,0,2,1,1,0,1,0,3,0
"493",1,2,1,1,1,1,0,0,0,0,1,2,0,1,1,4,1,2,0,0,1,24,0,1,2,0,3,0,1,0,0,1,0,0
"494",1,2,0,0,1,3,0,1,0,1,1,2,0,1,1,3,2,1,0,0,0,24,1,1,2,0,3,0,0,0,0,0,1,0
"495",1,2,0,0,1,3,0,1,0,1,1,2,0,1,1,1,2,1,0,0,0,24,1,1,2,0,3,0,0,0,0,1,1,0
"496",0,1,0,0,1,6,1,3,0,1,2,2,0,1,0,9,2,2,0,0,0,9,1,14,1,1,4,1,0,0,0,0,2,0
"497",0,2,0,0,1,5,1,5,0,1,2,2,0,1,1,1,1,1,0,0,0,9,1,10,2,4,5,1,0,0,0,0,3,0
"498",0,2,1,0,1,1,-1,6,0,1,2,2,0,1,1,1,2,1,0,0,0,9,1,1,1,0,3,0,0,0,1,0,2,0
"499",0,3,0,0,0,1,1,1,0,1,1,2,0,1,1,1,2,2,0,1,0,9,1,2,1,0,5,1,1,1,1,1,3,0
"500",0,1,0,0,1,4,0,3,0,1,2,2,0,1,1,1,1,1,0,0,0,9,1,10,2,4,4,1,0,0,0,0,4,0
"501",1,2,0,1,0,4,0,2,0,0,2,2,0,1,1,4,1,1,0,0,1,15,0,1,1,2,3,0,0,0,0,1,0,0
"504",0,1,1,0,1,7,1,1,0,0,1,1,0,0,0,9,1,2,0,0,0,9,1,1,1,0,6,0,0,0,0,1,0,0
"505",1,1,0,0,0,0,-1,2,0,0,2,1,0,0,0,9,1,1,0,0,0,9,0,1,1,2,2,0,0,0,0,0,2,0
"512",0,2,0,0,0,0,1,2,0,0,2,1,0,0,1,4,1,2,0,0,0,9,1,1,1,0,6,0,0,0,0,1,0,0
"513",0,1,0,0,0,3,0,2,0,1,2,2,0,1,1,1,2,1,1,0,0,24,1,10,1,0,3,1,0,0,1,1,3,1
"514",0,1,0,1,1,1,0,8,0,0,2,2,1,0,1,4,1,2,0,0,0,9,0,1,1,2,2,1,1,0,0,0,2,0
"515",0,1,1,1,0,1,1,5,0,0,1,1,0,0,0,9,2,1,0,1,0,9,1,3,1,0,5,1,0,1,0,1,0,0
"517",0,3,1,0,0,5,1,0,0,0,1,1,0,0,0,9,2,2,0,1,0,9,1,1,2,0,5,0,0,1,0,1,0,0
"518",0,1,1,1,0,2,-1,1,0,0,2,2,1,0,1,4,1,2,0,0,0,9,0,1,1,3,3,0,0,0,0,0,0,0
"519",0,2,1,1,1,2,1,2,0,0,1,2,0,1,0,9,1,2,0,0,0,9,1,2,1,0,3,0,1,0,0,1,1,0
"520",0,2,1,0,0,9,0,1,0,0,2,1,0,0,1,4,1,2,0,0,0,9,0,1,3,2,2,1,1,0,0,1,2,0
"521",0,3,1,0,1,3,0,1,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,1,1,0,3,0,0,1,0,1,0,0
"522",0,1,0,1,0,4,0,0,0,0,2,2,1,0,1,4,1,2,0,0,0,9,1,1,1,0,4,0,0,0,0,1,0,0
"524",1,1,1,1,0,4,1,3,0,0,1,1,0,0,1,4,1,2,0,0,0,9,1,1,1,0,4,0,0,0,0,1,0,0
"525",1,2,0,0,0,2,0,1,0,0,2,1,0,0,0,9,1,2,0,0,0,9,1,2,1,1,3,0,1,0,0,0,1,0
"526",1,3,1,1,0,0,0,1,0,0,2,2,0,1,0,9,1,1,0,0,0,9,1,2,1,1,3,0,1,0,0,1,1,0
"528",1,2,0,1,0,2,0,10,0,0,2,2,0,1,1,4,1,2,0,0,0,9,0,1,1,2,3,0,0,0,0,0,0,0
"531",0,2,0,0,0,2,0,18,0,1,2,2,0,1,1,1,1,2,0,0,0,9,1,2,1,1,6,1,1,0,0,0,1,0
"533",0,1,1,1,0,2,1,9,0,0,2,2,0,1,1,7,2,1,0,0,0,9,1,2,2,0,5,0,1,1,0,1,1,0
"534",0,2,1,1,0,1,1,14,0,0,2,2,1,0,1,4,1,1,0,0,0,9,1,1,1,0,4,0,0,0,1,1,0,0
"535",1,2,0,0,0,0,0,1,0,1,2,2,0,1,1,1,1,2,0,0,0,9,0,21,1,1,2,1,1,0,0,0,3,0
"536",1,3,1,0,0,0,-1,1,0,1,2,2,0,1,1,1,1,2,0,0,0,9,0,1,1,1,2,1,1,0,1,0,3,0
"537",0,1,1,1,1,1,0,4,0,0,2,2,0,1,1,4,1,1,0,0,0,9,0,1,1,3,3,0,0,0,0,0,1,0
"538",0,1,1,0,1,0,1,4,0,0,1,1,0,0,0,9,1,1,0,0,1,9,0,1,1,3,6,0,0,0,0,1,0,0
"541",1,1,1,0,0,0,1,1,0,0,2,2,0,1,0,9,2,2,0,0,0,9,1,3,1,1,2,1,1,0,0,1,2,0
"542",0,1,0,1,0,0,0,4,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,1,2,1,2,1,1,0,0,0,2,0
"544",0,1,0,1,1,4,0,11,0,0,2,2,0,1,0,9,1,1,0,0,0,9,0,1,1,1,4,0,0,0,0,1,0,0
"546",0,3,1,0,1,1,0,1,0,1,2,2,0,1,1,2,2,2,0,0,0,9,1,2,4,1,2,0,1,0,0,0,4,1
"547",0,2,1,0,1,1,0,1,0,1,2,2,0,1,1,1,2,2,0,0,0,9,1,2,4,1,2,1,1,0,0,0,3,1
"548",0,1,0,0,0,0,1,1,0,1,2,2,0,1,1,2,2,2,0,0,0,9,1,2,1,1,4,0,1,0,1,0,3,1
"549",0,1,0,0,0,0,1,1,0,1,2,2,0,1,1,1,2,2,0,0,0,9,1,2,1,1,4,0,1,0,1,0,3,1
"552",0,3,0,0,0,0,1,4,0,0,1,1,0,0,1,4,1,1,0,0,0,9,1,1,1,2,5,0,0,0,0,1,0,0
"555",0,3,0,1,1,2,-1,18,0,1,1,2,0,1,1,2,1,1,0,0,0,9,0,1,1,1,5,0,0,0,0,0,0,0
"557",0,2,0,0,1,6,1,4,0,0,1,2,1,0,1,4,1,1,0,0,0,9,0,1,1,1,6,0,0,0,0,1,0,0
"558",0,3,1,0,0,0,1,17,0,0,1,2,0,1,1,4,1,2,0,0,0,9,0,1,1,3,4,0,0,0,0,0,2,0
"559",0,1,0,1,0,0,0,11,0,0,2,1,0,0,1,4,1,1,0,0,0,9,1,2,1,1,3,0,1,0,0,1,1,0
"561",0,1,0,1,0,0,0,8,0,0,2,2,1,0,1,4,1,1,0,0,0,9,0,2,1,2,4,1,1,0,0,1,1,0
"562",0,2,1,1,0,0,1,1,0,0,1,2,0,1,0,9,1,2,0,0,1,9,0,1,1,0,2,0,0,1,0,1,0,0
"566",1,1,0,0,0,1,1,2,0,0,2,1,0,0,1,4,1,2,0,0,0,9,1,1,1,1,6,0,1,0,0,1,1,0
"567",0,1,1,1,1,9,1,0,0,0,2,1,0,0,0,9,2,2,0,1,0,9,1,3,1,0,6,1,1,1,0,1,1,0
"568",0,3,1,1,1,1,0,0,0,0,1,2,1,0,1,4,1,2,1,1,0,9,1,3,1,0,2,1,0,0,0,1,0,0
"572",1,3,1,0,0,1,0,3,0,1,2,2,0,1,1,1,2,2,0,0,0,9,0,1,1,1,3,1,1,0,0,0,4,1
"574",1,2,1,1,0,0,0,1,0,0,2,2,0,1,1,4,1,2,0,0,0,9,0,1,1,2,4,0,0,0,0,1,0,0
"576",0,1,1,1,0,0,0,7,0,0,2,1,1,1,1,4,1,1,0,0,1,9,1,14,1,0,4,1,0,0,0,1,1,0
"578",0,1,0,1,0,3,0,5,0,0,2,1,0,0,1,4,1,2,0,0,0,9,1,1,1,0,5,0,0,0,0,1,0,0
"584",0,2,1,1,1,2,1,4,0,0,2,1,0,0,1,4,1,1,0,0,1,9,0,1,2,8,4,0,1,0,0,1,0,0
"589",1,3,0,0,0,0,1,2,0,0,1,2,0,1,1,4,1,2,0,0,1,9,0,1,1,0,3,0,0,0,0,0,0,0
"590",0,3,0,0,0,1,0,14,0,1,2,2,0,1,1,1,1,1,0,0,0,18,0,1,1,0,5,0,0,0,1,0,0,0
"591",1,2,1,0,1,1,1,0,0,0,1,1,0,0,0,9,1,2,0,0,0,9,0,1,1,4,1,0,0,0,0,1,0,0
"592",1,2,0,1,0,7,1,0,0,0,2,1,0,0,0,9,1,2,0,0,0,9,0,1,1,4,2,0,0,0,0,1,0,0
"593",1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,9,1,2,0,0,0,9,0,1,1,4,1,0,0,0,0,1,0,0
"594",1,2,1,1,0,1,0,0,0,0,2,1,0,0,0,9,1,2,0,0,0,9,0,1,1,4,1,0,0,0,0,1,0,0
"596",1,1,1,1,1,3,0,10,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,1,1,2,4,0,1,0,0,1,1,0
"597",0,3,0,1,0,1,0,5,0,0,2,1,0,0,0,9,1,2,0,0,0,9,1,1,1,0,2,0,0,0,0,1,1,0
"600",0,2,1,1,1,1,-1,12,0,0,1,1,1,0,1,4,1,2,0,0,0,9,1,1,1,1,5,0,0,0,0,1,0,0
"601",0,1,1,0,0,2,1,11,0,0,1,1,0,0,0,9,1,1,0,0,0,9,1,1,1,0,6,0,1,0,1,1,1,0
"605",0,2,0,1,0,3,1,0,0,0,1,1,0,0,0,9,1,2,0,0,0,9,1,1,1,0,3,0,0,0,0,1,0,0
"606",0,2,0,0,0,0,0,2,0,0,2,1,0,0,1,4,1,2,0,0,0,9,1,2,1,0,3,0,1,0,0,1,1,0
"607",0,3,1,0,0,2,1,1,0,0,1,1,0,0,0,9,1,2,0,1,0,9,0,1,1,0,4,0,1,0,0,1,1,0
"608",1,3,0,1,0,2,-1,2,0,0,2,2,0,1,0,9,1,2,0,0,0,9,0,1,1,1,4,0,0,0,0,1,0,0
"609",1,1,1,1,0,3,1,2,0,0,1,2,0,1,0,9,1,1,0,0,0,9,0,1,1,0,3,0,0,0,0,0,0,0
"610",0,1,0,0,0,6,1,0,0,0,2,1,0,0,0,9,1,2,0,1,0,9,1,3,1,1,5,1,0,0,0,1,0,0
"611",0,1,1,1,0,2,1,7,0,0,1,1,0,0,0,9,1,2,0,0,0,9,1,3,1,1,5,1,0,0,0,1,0,0
"612",0,3,0,1,0,0,0,2,0,0,2,1,0,0,1,4,2,2,0,1,0,9,1,4,1,0,3,1,0,0,1,0,1,0
"613",0,3,1,0,1,5,1,0,0,0,2,1,0,0,0,9,1,2,0,0,0,9,1,1,1,2,3,0,0,0,0,1,0,0
"614",0,2,1,1,1,0,0,0,0,0,2,2,0,1,0,9,1,2,0,0,0,9,1,1,1,2,2,0,0,0,0,1,0,0
"616",0,3,1,1,0,0,1,0,0,0,2,2,0,1,1,4,1,2,0,0,0,9,0,1,2,1,4,0,0,0,0,1,1,0
"617",1,3,1,1,0,1,0,2,0,0,1,1,0,0,1,4,1,2,0,0,0,9,1,1,1,2,4,0,0,0,0,1,0,0
"621",1,2,0,1,0,0,1,4,0,1,2,2,0,1,1,1,2,2,0,0,0,9,1,3,2,1,3,1,0,0,1,0,6,1
"622",0,3,1,1,0,3,1,2,0,0,2,1,0,0,1,4,1,1,0,0,0,9,1,1,1,0,4,0,0,0,0,1,0,0
"623",1,2,0,1,1,2,1,5,0,0,2,2,0,1,1,4,1,2,0,0,0,9,0,1,1,1,4,0,0,0,0,0,0,0
"624",0,3,1,1,0,0,1,0,0,0,1,1,0,0,1,4,1,2,0,0,0,9,0,1,1,0,6,0,0,0,0,1,0,0
"626",0,2,0,1,0,0,0,0,0,0,2,2,1,0,1,4,1,2,0,0,0,9,0,1,1,2,2,0,1,0,0,0,1,0
"628",1,1,0,0,1,3,0,3,0,1,2,2,0,1,1,1,2,2,0,0,0,19,0,1,4,1,2,0,1,0,0,0,4,1
"629",1,2,0,0,1,2,-1,3,0,1,2,2,0,1,1,1,2,2,0,0,0,19,0,1,3,1,2,0,1,0,0,0,4,1
"630",1,1,0,0,1,2,0,4,0,1,1,2,0,1,1,2,1,2,0,0,1,14,0,1,1,2,5,1,0,0,0,1,2,0
"631",1,1,0,0,1,2,0,4,0,1,1,2,0,1,1,1,1,2,0,0,1,14,0,1,1,2,5,1,0,0,0,1,2,0
"633",1,2,0,0,0,0,0,0,0,0,2,2,1,0,1,4,2,2,0,0,0,24,1,4,1,1,2,0,0,0,0,1,3,1
"634",0,3,1,1,0,4,-1,11,0,0,2,1,0,0,1,4,2,1,0,0,0,9,1,1,1,0,5,0,0,0,0,1,0,0
"635",1,3,1,1,1,2,1,0,0,0,1,1,0,0,0,9,1,2,0,0,0,9,0,1,1,3,3,0,0,0,0,1,0,0
"637",1,1,1,1,0,2,1,5,0,0,2,2,0,1,0,9,1,1,0,0,0,9,0,3,1,0,4,1,0,0,0,1,1,0
"639",1,2,1,1,0,0,1,1,0,0,2,2,0,1,0,9,1,2,0,0,0,9,0,1,1,0,3,0,0,0,0,1,0,0
"641",0,2,0,1,1,1,1,0,0,0,1,1,0,0,0,9,2,2,0,0,0,9,1,1,1,3,2,0,1,0,0,1,1,0
"643",0,1,1,1,0,2,1,0,0,0,2,1,0,0,0,9,2,2,0,1,0,9,1,1,1,0,6,0,0,1,0,1,1,0
"644",0,1,0,0,0,1,1,3,0,1,2,2,0,1,1,4,1,1,0,0,0,9,1,1,1,2,4,1,1,0,0,1,5,0
"645",0,1,1,1,0,1,0,0,0,1,2,2,0,1,1,1,1,2,0,0,0,9,1,1,1,3,4,0,1,0,0,1,5,0
"650",1,2,0,1,1,3,0,15,0,0,2,1,0,0,0,9,1,2,0,1,0,9,1,3,1,3,4,1,0,0,0,0,0,0
"651",0,2,0,0,0,3,1,0,0,0,1,1,0,0,0,9,1,2,0,1,0,9,1,1,1,0,1,0,1,1,0,1,0,0
"653",0,3,1,0,0,3,1,0,0,0,1,1,0,0,0,9,1,2,0,1,0,9,1,1,1,0,4,0,0,1,0,1,0,0
"654",1,1,1,1,0,1,0,0,0,0,2,1,0,0,1,4,1,2,0,0,1,9,0,1,1,1,3,0,0,0,0,1,0,0
"655",0,1,1,1,0,1,-1,10,0,0,2,1,0,0,1,4,1,2,0,0,0,9,1,2,1,0,4,0,1,0,0,1,1,0
"656",0,3,1,0,1,0,0,0,0,0,2,1,0,0,0,9,1,2,0,0,0,9,0,3,1,4,3,1,1,0,0,1,1,0
