"","time","camp"
"1499",-1937,35
"1500",-1936,46
"1501",-1935,41
"1502",-1934,48
"1503",-1933,46
"1504",-1932,43
"1505",-1931,52
"1506",-1930,41
"1507",-1929,42
"1508",-1928,48
"1509",-1927,43
"1510",-1926,41
"1511",-1925,42
"1512",-1924,45
"1513",-1923,48
"1514",-1922,42
"1515",-1921,37
"1516",-1920,33
"1517",-1919,48
"1518",-1918,34
"1519",-1917,45
"1520",-1916,39
"1521",-1915,32
"1522",-1914,49
"1523",-1913,40
"1524",-1912,32
"1525",-1911,40
"1526",-1910,48
"1527",-1909,46
"1528",-1908,25
"1529",-1907,45
"1530",-1906,51
"1531",-1905,47
"1532",-1904,51
"1533",-1903,45
"1534",-1902,44
"1535",-1901,36
"1536",-1900,47
"1537",-1899,46
"1538",-1898,45
"1539",-1897,48
"1540",-1896,47
"1541",-1895,47
"1542",-1894,51
"1543",-1893,57
"1544",-1892,58
"1545",-1891,62
"1546",-1890,58
"1547",-1889,57
"1548",-1888,53
"1549",-1887,51
"1550",-1886,56
"1551",-1885,60
"1552",-1884,63
"1553",-1883,47
"1554",-1882,52
"1555",-1881,51
"1556",-1880,50
"1557",-1879,40
"1558",-1878,44
"1559",-1877,50
"1560",-1876,46
"1561",-1875,47
"1562",-1874,43
"1563",-1873,45
"1564",-1872,43
"1565",-1871,43
"1566",-1870,47
"1567",-1869,41
"1568",-1868,40
"1569",-1867,40
"1570",-1866,36
"1571",-1865,43
"1572",-1864,42
"1573",-1863,41
"1574",-1862,44
"1575",-1861,39
"1576",-1860,37
"1577",-1859,44
"1578",-1858,43
"1579",-1857,33
"1580",-1856,32
"1581",-1855,38
"1582",-1854,29
"1583",-1853,44
"1584",-1852,42
"1585",-1851,43
"1586",-1850,42
"1587",-1849,38
"1588",-1848,42
"1589",-1847,40
"1590",-1846,34
"1591",-1845,46
"1592",-1844,49
"1593",-1843,50
"1594",-1842,48
"1595",-1841,42
"1596",-1840,45
"1597",-1839,34
"1598",-1838,41
"1599",-1837,42
"1600",-1836,42
"1601",-1835,47
"1602",-1834,51
"1603",-1833,44
"1604",-1832,48
"1605",-1831,36
"1606",-1830,52
"1607",-1829,52
"1608",-1828,45
"1609",-1827,48
"1610",-1826,46
"1611",-1825,40
"1612",-1824,46
"1613",-1823,50
"1614",-1822,38
"1615",-1821,43
"1616",-1820,49
"1617",-1819,41
"1618",-1818,33
"1619",-1817,42
"1620",-1816,47
"1621",-1815,46
"1622",-1814,37
"1623",-1813,45
"1624",-1812,52
"1625",-1811,44
"1626",-1810,47
"1627",-1809,50
"1628",-1808,45
"1629",-1807,41
"1630",-1806,45
"1631",-1805,42
"1632",-1804,51
"1633",-1803,56
"1634",-1802,44
"1635",-1801,59
"1636",-1800,49
"1637",-1799,54
"1638",-1798,50
"1639",-1797,48
"1640",-1796,50
"1641",-1795,28
"1642",-1794,20
"1643",-1793,47
"1644",-1792,52
"1645",-1791,36
"1646",-1790,44
"1647",-1789,48
"1648",-1788,38
"1649",-1787,35
"1650",-1786,43
"1651",-1785,40
"1652",-1784,51
"1653",-1783,59
"1654",-1782,53
"1655",-1781,52
"1656",-1780,35
"1657",-1779,49
"1658",-1778,41
"1659",-1777,46
"1660",-1776,39
"1661",-1775,37
"1662",-1774,48
"1663",-1773,39
"1664",-1772,40
"1665",-1771,32
"1666",-1770,32
"1667",-1769,14
"1668",-1768,31
"1669",-1767,44
"1670",-1766,39
"1671",-1765,42
"1672",-1764,37
"1673",-1763,38
"1674",-1762,43
"1675",-1761,37
"1676",-1760,21
"1677",-1759,41
"1678",-1758,42
"1679",-1757,43
"1680",-1756,51
"1681",-1755,48
"1682",-1754,48
"1683",-1753,52
"1684",-1752,51
"1685",-1751,50
"1686",-1750,63
"1687",-1749,53
"1688",-1748,59
"1689",-1747,66
"1690",-1746,57
"1691",-1745,52
"1692",-1744,53
"1693",-1743,60
"1694",-1742,47
"1695",-1741,43
"1696",-1740,40
"1697",-1739,36
"1698",-1738,44
"1699",-1737,46
"1700",-1736,42
"1701",-1735,56
"1702",-1734,51
"1703",-1733,42
"1704",-1732,43
"1705",-1731,45
"1706",-1730,19
"1707",-1729,31
"1708",-1728,41
"1709",-1727,51
"1710",-1726,47
"1711",-1725,43
"1712",-1724,42
"1713",-1723,51
"1714",-1722,44
"1715",-1721,45
"1716",-1720,49
"1717",-1719,48
"1718",-1718,47
"1719",-1717,48
"1720",-1716,59
"1721",-1715,55
"1722",-1714,44
"1723",-1713,50
"1724",-1712,69
"1725",-1711,59
"1726",-1710,45
"1727",-1709,45
"1728",-1708,31
"1729",-1707,40
"1730",-1706,49
"1731",-1705,34
"1732",-1704,42
"1733",-1703,44
"1734",-1702,40
"1735",-1701,46
"1736",-1700,40
"1737",-1699,40
"1738",-1698,46
"1739",-1697,53
"1740",-1696,51
"1741",-1695,52
"1742",-1694,55
"1743",-1693,31
"1744",-1692,13
"1745",-1691,32
"1746",-1690,41
"1747",-1689,50
"1748",-1688,49
"1749",-1687,50
"1750",-1686,47
"1751",-1685,49
"1752",-1684,57
"1753",-1683,50
"1754",-1682,52
"1755",-1681,56
"1756",-1680,59
"1757",-1679,49
"1758",-1678,59
"1759",-1677,58
"1760",-1676,58
"1761",-1675,44
"1762",-1674,32
"1763",-1673,43
"1764",-1672,49
"1765",-1671,49
"1766",-1670,53
"1767",-1669,49
"1768",-1668,53
"1769",-1667,48
"1770",-1666,29
"1771",-1665,43
"1772",-1664,46
"1773",-1663,41
"1774",-1662,35
"1775",-1661,44
"1776",-1660,46
"1777",-1659,39
"1778",-1658,49
"1779",-1657,42
"1780",-1656,48
"1781",-1655,42
"1782",-1654,43
"1783",-1653,39
"1784",-1652,16
"1785",-1651,47
"1786",-1650,37
"1787",-1649,31
"1788",-1648,39
"1789",-1647,32
"1790",-1646,32
"1791",-1645,39
"1792",-1644,42
"1793",-1643,36
"1794",-1642,37
"1795",-1641,21
"1796",-1640,28
"1797",-1639,38
"1798",-1638,40
"1799",-1637,38
"1800",-1636,26
"1801",-1635,35
"1802",-1634,41
"1803",-1633,45
"1804",-1632,52
"1805",-1631,49
"1806",-1630,47
"1807",-1629,46
"1808",-1628,41
"1809",-1627,38
"1810",-1626,24
"1811",-1625,50
"1812",-1624,52
"1813",-1623,43
"1814",-1622,36
"1815",-1621,45
"1816",-1620,49
"1817",-1619,33
"1818",-1618,37
"1819",-1617,37
"1820",-1616,51
"1821",-1615,47
"1822",-1614,45
"1823",-1613,43
"1824",-1612,47
"1825",-1611,40
"1826",-1610,42
"1827",-1609,36
"1828",-1608,42
"1829",-1607,31
"1830",-1606,42
"1831",-1605,38
"1832",-1604,47
"1833",-1603,48
"1834",-1602,34
"1835",-1601,44
"1836",-1600,34
"1837",-1599,30
"1838",-1598,41
"1839",-1597,23
"1840",-1596,33
"1841",-1595,29
"1842",-1594,41
"1843",-1593,40
"1844",-1592,44
"1845",-1591,51
"1846",-1590,52
"1847",-1589,48
"1848",-1588,54
"1849",-1587,33
"1850",-1586,43
"1851",-1585,48
"1852",-1584,42
"1853",-1583,49
"1854",-1582,42
"1855",-1581,42
"1856",-1580,39
"1857",-1579,47
"1858",-1578,48
"1859",-1577,45
"1860",-1576,51
"1861",-1575,55
"1862",-1574,54
"1863",-1573,46
"1864",-1572,48
"1865",-1571,28
"1866",-1570,46
"1867",-1569,52
"1868",-1568,55
"1869",-1567,49
"1870",-1566,47
"1871",-1565,54
"1872",-1564,50
"1873",-1563,42
"1874",-1562,46
"1875",-1561,46
"1876",-1560,43
"1877",-1559,46
"1878",-1558,23
"1879",-1557,44
"1880",-1556,36
"1881",-1555,50
"1882",-1554,45
"1883",-1553,50
"1884",-1552,54
"1885",-1551,45
"1886",-1550,42
"1887",-1549,34
"1888",-1548,33
"1889",-1547,40
"1890",-1546,41
"1891",-1545,38
"1892",-1544,24
"1893",-1543,53
"1894",-1542,46
"1895",-1541,48
"1896",-1540,55
"1897",-1539,59
"1898",-1538,47
"1899",-1537,53
"1900",-1536,46
"1901",-1535,50
"1902",-1534,63
"1903",-1533,66
"1904",-1532,55
"1905",-1531,68
"1906",-1530,62
"1907",-1529,55
"1908",-1528,44
"1909",-1527,68
"1910",-1526,60
"1911",-1525,55
"1912",-1524,42
"1913",-1523,60
"1914",-1522,57
"1915",-1521,60
"1916",-1520,44
"1917",-1519,48
"1918",-1518,54
"1919",-1517,37
"1920",-1516,38
"1921",-1515,61
"1922",-1514,62
"1923",-1513,50
"1924",-1512,49
"1925",-1511,62
"1926",-1510,51
"1927",-1509,57
"1928",-1508,62
"1929",-1507,66
"1930",-1506,63
"1931",-1505,64
"1932",-1504,34
"1933",-1503,37
"1934",-1502,59
"1935",-1501,52
"1936",-1500,60
"1937",-1499,14
"1938",-1498,66
"1939",-1497,81
"1940",-1496,66
"1941",-1495,79
"1942",-1494,66
"1943",-1493,60
"1944",-1492,73
"1945",-1491,67
"1946",-1490,54
"1947",-1489,57
"1948",-1488,55
"1949",-1487,46
"1950",-1486,21
"1951",-1485,40
"1952",-1484,54
"1953",-1483,53
"1954",-1482,57
"1955",-1481,56
"1956",-1480,59
"1957",-1479,48
"1958",-1478,56
"1959",-1477,58
"1960",-1476,59
"1961",-1475,59
"1962",-1474,51
"1963",-1473,62
"1964",-1472,51
"1965",-1471,59
"1966",-1470,47
"1967",-1469,39
"1968",-1468,44
"1969",-1467,51
"1970",-1466,53
"1971",-1465,56
"1972",-1464,54
"1973",-1463,48
"1974",-1462,46
"1975",-1461,36
"1976",-1460,34
"1977",-1459,42
"1978",-1458,44
"1979",-1457,48
"1980",-1456,50
"1981",-1455,55
"1982",-1454,60
"1983",-1453,62
"1984",-1452,26
"1985",-1451,55
"1986",-1450,57
"1987",-1449,46
"1988",-1448,52
"1989",-1447,61
"1990",-1446,53
"1991",-1445,51
"1992",-1444,41
"1993",-1443,56
"1994",-1442,54
"1995",-1441,52
"1996",-1440,59
"1997",-1439,57
"1998",-1438,60
"1999",-1437,57
"2000",-1436,45
"2001",-1435,48
"2002",-1434,45
"2003",-1433,55
"2004",-1432,65
"2005",-1431,59
"2006",-1430,62
"2007",-1429,46
"2008",-1428,48
"2009",-1427,57
"2010",-1426,65
"2011",-1425,56
"2012",-1424,58
"2013",-1423,52
"2014",-1422,55
"2015",-1421,59
"2016",-1420,48
"2017",-1419,61
"2018",-1418,23
"2019",-1417,56
"2020",-1416,57
"2021",-1415,61
"2022",-1414,62
"2023",-1413,64
"2024",-1412,59
"2025",-1411,55
"2026",-1410,46
"2027",-1409,45
"2028",-1408,48
"2029",-1407,45
"2030",-1406,52
"2031",-1405,52
"2032",-1404,46
"2033",-1403,45
"2034",-1402,50
"2035",-1401,50
"2036",-1400,50
"2037",-1399,42
"2038",-1398,43
"2039",-1397,41
"2040",-1396,44
"2041",-1395,40
"2042",-1394,36
"2043",-1393,38
"2044",-1392,39
"2045",-1391,42
"2046",-1390,41
"2047",-1389,44
"2048",-1388,45
"2049",-1387,52
"2050",-1386,35
"2051",-1385,21
"2052",-1384,44
"2053",-1383,47
"2054",-1382,39
"2055",-1381,48
"2056",-1380,48
"2057",-1379,52
"2058",-1378,49
"2059",-1377,48
"2060",-1376,60
"2061",-1375,57
"2062",-1374,59
"2063",-1373,48
"2064",-1372,57
"2065",-1371,60
"2066",-1370,53
"2067",-1369,53
"2068",-1368,47
"2069",-1367,56
"2070",-1366,49
"2071",-1365,61
"2072",-1364,53
"2073",-1363,59
"2074",-1362,53
"2075",-1361,56
"2076",-1360,53
"2077",-1359,50
"2078",-1358,42
"2079",-1357,52
"2080",-1356,55
"2081",-1355,58
"2082",-1354,56
"2083",-1353,57
"2084",-1352,37
"2085",-1351,50
"2086",-1350,44
"2087",-1349,55
"2088",-1348,43
"2089",-1347,52
"2090",-1346,58
"2091",-1345,62
"2092",-1344,64
"2093",-1343,62
"2094",-1342,52
"2095",-1341,52
"2096",-1340,54
"2097",-1339,48
"2098",-1338,43
"2099",-1337,50
"2100",-1336,60
"2101",-1335,41
"2102",-1334,52
"2103",-1333,62
"2104",-1332,57
"2105",-1331,68
"2106",-1330,79
"2107",-1329,50
"2108",-1328,70
"2109",-1327,57
"2110",-1326,61
"2111",-1325,44
"2112",-1324,47
"2113",-1323,59
"2114",-1322,40
"2115",-1321,50
"2116",-1320,55
"2117",-1319,56
"2118",-1318,52
"2119",-1317,50
"2120",-1316,44
"2121",-1315,52
"2122",-1314,44
"2123",-1313,48
"2124",-1312,48
"2125",-1311,50
"2126",-1310,51
"2127",-1309,49
"2128",-1308,41
"2129",-1307,58
"2130",-1306,57
"2131",-1305,64
"2132",-1304,59
"2133",-1303,67
"2134",-1302,64
"2135",-1301,53
"2136",-1300,59
"2137",-1299,70
"2138",-1298,68
"2139",-1297,62
"2140",-1296,70
"2141",-1295,64
"2142",-1294,60
"2143",-1293,29
"2144",-1292,47
"2145",-1291,59
"2146",-1290,64
"2147",-1289,69
"2148",-1288,59
"2149",-1287,64
"2150",-1286,52
"2151",-1285,66
"2152",-1284,57
"2153",-1283,71
"2154",-1282,46
"2155",-1281,56
"2156",-1280,52
"2157",-1279,65
"2158",-1278,65
"2159",-1277,70
"2160",-1276,68
"2161",-1275,63
"2162",-1274,38
"2163",-1273,71
"2164",-1272,60
"2165",-1271,56
"2166",-1270,28
"2167",-1269,59
"2168",-1268,63
"2169",-1267,52
"2170",-1266,57
"2171",-1265,58
"2172",-1264,51
"2173",-1263,45
"2174",-1262,63
"2175",-1261,61
"2176",-1260,46
"2177",-1259,40
"2178",-1258,50
"2179",-1257,48
"2180",-1256,53
"2181",-1255,20
"2182",-1254,57
"2183",-1253,36
"2184",-1252,45
"2185",-1251,33
"2186",-1250,46
"2187",-1249,40
"2188",-1248,47
"2189",-1247,49
"2190",-1246,43
"2191",-1245,44
"2192",-1244,38
"2193",-1243,46
"2194",-1242,43
"2195",-1241,40
"2196",-1240,32
"2197",-1239,44
"2198",-1238,43
"2199",-1237,43
"2200",-1236,46
"2201",-1235,49
"2202",-1234,44
"2203",-1233,46
"2204",-1232,42
"2205",-1231,44
"2206",-1230,48
"2207",-1229,40
"2208",-1228,46
"2209",-1227,41
"2210",-1226,45
"2211",-1225,51
"2212",-1224,45
"2213",-1223,44
"2214",-1222,55
"2215",-1221,54
"2216",-1220,34
"2217",-1219,38
"2218",-1218,52
"2219",-1217,43
"2220",-1216,53
"2221",-1215,35
"2222",-1214,41
"2223",-1213,46
"2224",-1212,30
"2225",-1211,43
"2226",-1210,46
"2227",-1209,38
"2228",-1208,42
"2229",-1207,48
"2230",-1206,39
"2231",-1205,48
"2232",-1204,42
"2233",-1203,27
"2234",-1202,44
"2235",-1201,45
"2236",-1200,35
"2237",-1199,37
"2238",-1198,47
"2239",-1197,44
"2240",-1196,51
"2241",-1195,37
"2242",-1194,32
"2243",-1193,39
"2244",-1192,41
"2245",-1191,41
"2246",-1190,27
"2247",-1189,31
"2248",-1188,34
"2249",-1187,38
"2250",-1186,35
"2251",-1185,40
"2252",-1184,46
"2253",-1183,44
"2254",-1182,37
"2255",-1181,32
"2256",-1180,31
"2257",-1179,26
"2258",-1178,37
"2259",-1177,35
"2260",-1176,33
"2261",-1175,36
"2262",-1174,35
"2263",-1173,41
"2264",-1172,25
"2265",-1171,39
"2266",-1170,33
"2267",-1169,41
"2268",-1168,40
"2269",-1167,44
"2270",-1166,35
"2271",-1165,42
"2272",-1164,40
"2273",-1163,36
"2274",-1162,34
"2275",-1161,27
"2276",-1160,28
"2277",-1159,35
"2278",-1158,37
"2279",-1157,41
"2280",-1156,43
"2281",-1155,35
"2282",-1154,35
"2283",-1153,38
"2284",-1152,33
"2285",-1151,35
"2286",-1150,29
"2287",-1149,38
"2288",-1148,35
"2289",-1147,28
"2290",-1146,23
"2291",-1145,42
"2292",-1144,31
"2293",-1143,40
"2294",-1142,38
"2295",-1141,32
"2296",-1140,33
"2297",-1139,37
"2298",-1138,40
"2299",-1137,40
"2300",-1136,35
"2301",-1135,32
"2302",-1134,33
"2303",-1133,37
"2304",-1132,36
"2305",-1131,33
"2306",-1130,38
"2307",-1129,40
"2308",-1128,37
"2309",-1127,39
"2310",-1126,43
"2311",-1125,37
"2312",-1124,35
"2313",-1123,37
"2314",-1122,31
"2315",-1121,41
"2316",-1120,34
"2317",-1119,39
"2318",-1118,39
"2319",-1117,39
"2320",-1116,42
"2321",-1115,43
"2322",-1114,39
"2323",-1113,39
"2324",-1112,37
"2325",-1111,41
"2326",-1110,39
"2327",-1109,38
"2328",-1108,36
"2329",-1107,37
"2330",-1106,32
"2331",-1105,31
"2332",-1104,33
"2333",-1103,30
"2334",-1102,33
"2335",-1101,36
"2336",-1100,38
"2337",-1099,39
"2338",-1098,34
"2339",-1097,32
"2340",-1096,33
"2341",-1095,32
"2342",-1094,32
"2343",-1093,44
"2344",-1092,33
"2345",-1091,26
"2346",-1090,25
"2347",-1089,33
"2348",-1088,39
"2349",-1087,35
"2350",-1086,34
"2351",-1085,26
"2352",-1084,34
"2353",-1083,27
"2354",-1082,33
"2355",-1081,35
"2356",-1080,37
"2357",-1079,32
"2358",-1078,34
"2359",-1077,38
"2360",-1076,42
"2361",-1075,36
"2362",-1074,30
"2363",-1073,34
"2364",-1072,33
"2365",-1071,23
"2366",-1070,34
"2367",-1069,39
"2368",-1068,34
"2369",-1067,30
"2370",-1066,36
"2371",-1065,39
"2372",-1064,39
"2373",-1063,42
"2374",-1062,39
"2375",-1061,22
"2376",-1060,40
"2377",-1059,36
"2378",-1058,42
"2379",-1057,40
"2380",-1056,28
"2381",-1055,27
"2382",-1054,25
"2383",-1053,25
"2384",-1052,26
"2385",-1051,25
"2386",-1050,33
"2387",-1049,37
"2388",-1048,39
"2389",-1047,33
"2390",-1046,24
"2391",-1045,35
"2392",-1044,35
"2393",-1043,32
"2394",-1042,37
"2395",-1041,24
"2396",-1040,32
"2397",-1039,34
"2398",-1038,29
"2399",-1037,38
"2400",-1036,37
"2401",-1035,31
"2402",-1034,39
"2403",-1033,33
"2404",-1032,35
"2405",-1031,47
"2406",-1030,23
"2407",-1029,33
"2408",-1028,25
"2409",-1027,24
"2410",-1026,32
"2411",-1025,34
"2412",-1024,36
"2413",-1023,28
"2414",-1022,30
"2415",-1021,41
"2416",-1020,36
"2417",-1019,38
"2418",-1018,29
"2419",-1017,36
"2420",-1016,38
"2421",-1015,36
"2422",-1014,36
"2423",-1013,39
"2424",-1012,38
"2425",-1011,37
"2426",-1010,37
"2427",-1009,31
"2428",-1008,31
"2429",-1007,29
"2430",-1006,34
"2431",-1005,40
"2432",-1004,34
"2433",-1003,34
"2434",-1002,38
"2435",-1001,39
"2436",-1000,41
"2437",-999,35
"2438",-998,44
"2439",-997,42
"2440",-996,46
"2441",-995,47
"2442",-994,40
"2443",-993,32
"2444",-992,30
"2445",-991,40
"2446",-990,37
"2447",-989,35
"2448",-988,38
"2449",-987,37
"2450",-986,38
"2451",-985,37
"2452",-984,36
"2453",-983,40
"2454",-982,40
"2455",-981,36
"2456",-980,32
"2457",-979,34
"2458",-978,38
"2459",-977,33
"2460",-976,35
"2461",-975,33
"2462",-974,31
"2463",-973,38
"2464",-972,35
"2465",-971,38
"2466",-970,38
"2467",-969,29
"2468",-968,25
"2469",-967,28
"2470",-966,28
"2471",-965,28
"2472",-964,30
"2473",-963,26
"2474",-962,26
"2475",-961,29
"2476",-960,27
"2477",-959,26
"2478",-958,31
"2479",-957,10
"2480",-956,22
"2481",-955,30
"2482",-954,26
"2483",-953,20
"2484",-952,30
"2485",-951,34
"2486",-950,34
"2487",-949,30
"2488",-948,30
"2489",-947,32
"2490",-946,28
"2491",-945,28
"2492",-944,24
"2493",-943,28
"2494",-942,25
"2495",-941,31
"2496",-940,33
"2497",-939,31
"2498",-938,34
"2499",-937,29
"2500",-936,34
"2501",-935,28
"2502",-934,31
"2503",-933,34
"2504",-932,35
"2505",-931,29
"2506",-930,31
"2507",-929,26
"2508",-928,31
"2509",-927,32
"2510",-926,37
"2511",-925,33
"2512",-924,35
"2513",-923,35
"2514",-922,39
"2515",-921,30
"2516",-920,41
"2517",-919,40
"2518",-918,38
"2519",-917,37
"2520",-916,18
"2521",-915,42
"2522",-914,51
"2523",-913,56
"2524",-912,42
"2525",-911,42
"2526",-910,48
"2527",-909,42
"2528",-908,40
"2529",-907,46
"2530",-906,45
"2531",-905,39
"2532",-904,39
"2533",-903,38
"2534",-902,37
"2535",-901,38
"2536",-900,39
"2537",-899,53
"2538",-898,44
"2539",-897,41
"2540",-896,41
"2541",-895,16
"2542",-894,43
"2543",-893,33
"2544",-892,42
"2545",-891,46
"2546",-890,19
"2547",-889,29
"2548",-888,40
"2549",-887,34
"2550",-886,41
"2551",-885,44
"2552",-884,34
"2553",-883,41
"2554",-882,34
"2555",-881,37
"2556",-880,40
"2557",-879,35
"2558",-878,50
"2559",-877,45
"2560",-876,20
"2561",-875,30
"2562",-874,33
"2563",-873,38
"2564",-872,39
"2565",-871,34
"2566",-870,38
"2567",-869,28
"2568",-868,34
"2569",-867,32
"2570",-866,37
"2571",-865,50
"2572",-864,35
"2573",-863,39
"2574",-862,39
"2575",-861,36
"2576",-860,41
"2577",-859,47
"2578",-858,43
"2579",-857,46
"2580",-856,47
"2581",-855,17
"2582",-854,31
"2583",-853,52
"2584",-852,22
"2585",-851,41
"2586",-850,58
"2587",-849,54
"2588",-848,59
"2589",-847,54
"2590",-846,49
"2591",-845,61
"2592",-844,49
"2593",-843,56
"2594",-842,57
"2595",-841,43
"2596",-840,55
"2597",-839,36
"2598",-838,40
"2599",-837,36
"2600",-836,44
"2601",-835,32
"2602",-834,47
"2603",-833,42
"2604",-832,36
"2605",-831,39
"2606",-830,39
"2607",-829,30
"2608",-828,26
"2609",-827,30
"2610",-826,31
"2611",-825,35
"2612",-824,34
"2613",-823,38
"2614",-822,37
"2615",-821,42
"2616",-820,42
"2617",-819,42
"2618",-818,35
"2619",-817,29
"2620",-816,38
"2621",-815,23
"2622",-814,31
"2623",-813,40
"2624",-812,36
"2625",-811,38
"2626",-810,40
"2627",-809,35
"2628",-808,26
"2629",-807,37
"2630",-806,31
"2631",-805,34
"2632",-804,34
"2633",-803,36
"2634",-802,34
"2635",-801,35
"2636",-800,36
"2637",-799,35
"2638",-798,44
"2639",-797,44
"2640",-796,38
"2641",-795,24
"2642",-794,27
"2643",-793,37
"2644",-792,36
"2645",-791,37
"2646",-790,42
"2647",-789,35
"2648",-788,41
"2649",-787,43
"2650",-786,43
"2651",-785,46
"2652",-784,39
"2653",-783,37
"2654",-782,33
"2655",-781,32
"2656",-780,34
"2657",-779,36
"2658",-778,27
"2659",-777,15
"2660",-776,24
"2661",-775,29
"2662",-774,27
"2663",-773,27
"2664",-772,35
"2665",-771,34
"2666",-770,28
"2667",-769,29
"2668",-768,28
"2669",-767,34
"2670",-766,36
"2671",-765,40
"2672",-764,42
"2673",-763,45
"2674",-762,47
"2675",-761,49
"2676",-760,48
"2677",-759,35
"2678",-758,22
"2679",-757,37
"2680",-756,37
"2681",-755,36
"2682",-754,50
"2683",-753,46
"2684",-752,44
"2685",-751,51
"2686",-750,43
"2687",-749,35
"2688",-748,48
"2689",-747,46
"2690",-746,53
"2691",-745,37
"2692",-744,45
"2693",-743,50
"2694",-742,43
"2695",-741,46
"2696",-740,38
"2697",-739,16
"2698",-738,36
"2699",-737,45
"2700",-736,38
"2701",-735,39
"2702",-734,39
"2703",-733,41
"2704",-732,48
"2705",-731,43
"2706",-730,44
"2707",-729,46
"2708",-728,51
"2709",-727,44
"2710",-726,10
"2711",-725,35
"2712",-724,41
"2713",-723,36
"2714",-722,51
"2715",-721,34
"2716",-720,43
"2717",-719,46
"2718",-718,44
"2719",-717,36
"2720",-716,37
"2721",-715,35
"2722",-714,43
"2723",-713,26
"2724",-712,43
"2725",-711,44
"2726",-710,43
"2727",-709,34
"2728",-708,41
"2729",-707,41
"2730",-706,41
"2731",-705,42
"2732",-704,41
"2733",-703,38
"2734",-702,44
"2735",-701,31
"2736",-700,27
"2737",-699,23
"2738",-698,26
"2739",-697,40
"2740",-696,38
"2741",-695,39
"2742",-694,33
"2743",-693,31
"2744",-692,39
"2745",-691,42
"2746",-690,29
"2747",-689,27
"2748",-688,26
"2749",-687,35
"2750",-686,36
"2751",-685,47
"2752",-684,40
"2753",-683,34
"2754",-682,34
"2755",-681,41
"2756",-680,42
"2757",-679,39
"2758",-678,42
"2759",-677,40
"2760",-676,36
"2761",-675,30
"2762",-674,23
"2763",-673,37
"2764",-672,40
"2765",-671,38
"2766",-670,29
"2767",-669,43
"2768",-668,23
"2769",-667,33
"2770",-666,42
"2771",-665,39
"2772",-664,40
"2773",-663,44
"2774",-662,44
"2775",-661,41
"2776",-660,31
"2777",-659,31
"2778",-658,40
"2779",-657,37
"2780",-656,40
"2781",-655,36
"2782",-654,32
"2783",-653,37
"2784",-652,22
"2785",-651,37
"2786",-650,33
"2787",-649,45
"2788",-648,42
"2789",-647,47
"2790",-646,47
"2791",-645,46
"2792",-644,43
"2793",-643,46
"2794",-642,43
"2795",-641,42
"2796",-640,41
"2797",-639,40
"2798",-638,24
"2799",-637,9
"2800",-636,31
"2801",-635,30
"2802",-634,26
"2803",-633,32
"2804",-632,33
"2805",-631,41
"2806",-630,34
"2807",-629,37
"2808",-628,39
"2809",-627,39
"2810",-626,38
"2811",-625,15
"2812",-624,17
"2813",-623,25
"2814",-622,32
"2815",-621,26
"2816",-620,24
"2817",-619,30
"2818",-618,25
"2819",-617,38
"2820",-616,40
"2821",-615,36
"2822",-614,39
"2823",-613,40
"2824",-612,33
"2825",-611,24
"2826",-610,32
"2827",-609,32
"2828",-608,35
"2829",-607,37
"2830",-606,43
"2831",-605,53
"2832",-604,37
"2833",-603,16
"2834",-602,36
"2835",-601,35
"2836",-600,31
"2837",-599,40
"2838",-598,25
"2839",-597,32
"2840",-596,37
"2841",-595,33
"2842",-594,44
"2843",-593,39
"2844",-592,31
"2845",-591,31
"2846",-590,34
"2847",-589,22
"2848",-588,35
"2849",-587,34
"2850",-586,20
"2851",-585,35
"2852",-584,25
"2853",-583,28
"2854",-582,39
"2855",-581,34
"2856",-580,38
"2857",-579,36
"2858",-578,34
"2859",-577,31
"2860",-576,31
"2861",-575,31
"2862",-574,27
"2863",-573,41
"2864",-572,37
"2865",-571,34
"2866",-570,30
"2867",-569,30
"2868",-568,33
"2869",-567,23
"2870",-566,31
"2871",-565,30
"2872",-564,33
"2873",-563,22
"2874",-562,33
"2875",-561,12
"2876",-560,32
"2877",-559,26
"2878",-558,19
"2879",-557,33
"2880",-556,40
"2881",-555,37
"2882",-554,35
"2883",-553,41
"2884",-552,21
"2885",-551,37
"2886",-550,27
"2887",-549,40
"2888",-548,39
"2889",-547,36
"2890",-546,37
"2891",-545,37
"2892",-544,31
"2893",-543,32
"2894",-542,32
"2895",-541,34
"2896",-540,31
"2897",-539,24
"2898",-538,17
"2899",-537,9
"2900",-536,26
"2901",-535,16
"2902",-534,32
"2903",-533,22
"2904",-532,31
"2905",-531,32
"2906",-530,34
"2907",-529,36
"2908",-528,34
"2909",-527,38
"2910",-526,39
"2911",-525,33
"2912",-524,37
"2913",-523,35
"2914",-522,25
"2915",-521,36
"2916",-520,28
"2917",-519,38
"2918",-518,40
"2919",-517,42
"2920",-516,40
"2921",-515,30
"2922",-514,26
"2923",-513,21
"2924",-512,33
"2925",-511,29
"2926",-510,35
"2927",-509,17
"2928",-508,35
"2929",-507,30
"2930",-506,17
"2931",-505,13
"2932",-504,38
"2933",-503,36
"2934",-502,42
"2935",-501,38
"2936",-500,40
"2937",-499,34
"2938",-498,36
"2939",-497,35
"2940",-496,33
"2941",-495,35
"2942",-494,30
"2943",-493,30
"2944",-492,35
"2945",-491,31
"2946",-490,33
"2947",-489,37
"2948",-488,33
