"","substance","dose","unit","response","ok"
"545","MSO2P",15.625,"microM",0.920436,"ok"
"546","MSO2P",7.8125,"microM",0.930245,"ok"
"547","MSO2P",3.90625,"microM",0.874659,"ok"
"548","MSO2P",1000,"microM",0.691553,"ok"
"549","MSO2P",500,"microM",0.884469,"ok"
"550","MSO2P",250,"microM",0.851771,"ok"
"551","MSO2P",125,"microM",0.887738,"ok"
"552","MSO2P",62.5,"microM",0.799455,"ok"
"553","MSO2P",31.25,"microM",0.900817,"ok"
"554","MSO2P",15.625,"microM",0.86485,"ok"
"555","MSO2P",7.8125,"microM",0.881199,"ok"
"556","MSO2P",3.90625,"microM",0.926975,"ok"
"557","MSO2P",1000,"microM",0.492098,"ok"
"558","MSO2P",500,"microM",0.701362,"ok"
"559","MSO2P",250,"microM",0.792916,"ok"
"560","MSO2P",125,"microM",0.86485,"ok"
"561","MSO2P",62.5,"microM",0.802725,"ok"
"562","MSO2P",31.25,"microM",0.838692,"ok"
"563","MSO2P",15.625,"microM",0.812534,"ok"
"564","MSO2P",7.8125,"microM",0.933515,"ok"
"565","MSO2P",3.90625,"microM",0.841962,"ok"
"566","MSO2P",5,"microM",0.923706,"ok"
"567","MSO2P",2.5,"microM",0.881199,"ok"
"568","MSO2P",1.25,"microM",0.894278,"ok"
"569","MSO2P",0.625,"microM",0.881199,"ok"
"570","MSO2P",0.3125,"microM",0.855041,"ok"
"571","MSO2P",0.15625,"microM",0.877929,"ok"
"572","MSO2P",0.078125,"microM",0.740599,"ok"
"573","MSO2P",0.0390625,"microM",0.845232,"ok"
"574","MSO2P",0.0195312,"microM",0.841962,"ok"
"575","MSO2P",5,"microM",0.87139,"ok"
"576","MSO2P",2.5,"microM",0.917166,"ok"
"577","MSO2P",1.25,"microM",0.894278,"ok"
"578","MSO2P",0.625,"microM",0.887738,"ok"
"579","MSO2P",0.3125,"microM",0.838692,"ok"
"580","MSO2P",0.15625,"microM",0.910627,"ok"
"581","MSO2P",0.078125,"microM",0.874659,"ok"
"582","MSO2P",0.0390625,"microM",0.874659,"ok"
"583","MSO2P",0.0195312,"microM",0.979292,"ok"
"584","MSO2P",5,"microM",0.86158,"ok"
"585","MSO2P",2.5,"microM",0.894278,"ok"
"586","MSO2P",1.25,"microM",0.949864,"ok"
"587","MSO2P",0.625,"microM",0.877929,"ok"
"588","MSO2P",0.3125,"microM",0.881199,"ok"
"589","MSO2P",0.15625,"microM",0.851771,"ok"
"590","MSO2P",0.078125,"microM",0.936785,"ok"
"591","MSO2P",0.0390625,"microM",0.923706,"ok"
"592","MSO2P",0.0195312,"microM",0.828883,"ok"
"593","TBT",250,"microM",-0.00510856,"ok"
"594","TBT",125,"microM",0.0536398,"ok"
"595","TBT",62.5,"microM",0.0383142,"ok"
"596","TBT",31.25,"microM",0.0408685,"ok"
"597","TBT",15.625,"microM",0.0153257,"ok"
"598","TBT",7.8125,"microM",0.00510856,"ok"
"599","TBT",3.90625,"microM",0.0408685,"ok"
"600","TBT",1.95312,"microM",0.0561941,"ok"
"601","TBT",0.976562,"microM",0.712644,"ok"
"602","TBT",250,"microM",0.0306513,"ok"
"603","TBT",125,"microM",0.0510856,"ok"
"604","TBT",62.5,"microM",0.0306513,"ok"
"605","TBT",31.25,"microM",0.0485313,"ok"
"606","TBT",15.625,"microM",0.0306513,"ok"
"607","TBT",7.8125,"microM",0.0383142,"ok"
"608","TBT",3.90625,"microM",0.0383142,"ok"
"609","TBT",1.95312,"microM",0.0485313,"ok"
"610","TBT",0.976562,"microM",0.88378,"ok"
"611","TBT",250,"microM",0.0510856,"ok"
"612","TBT",125,"microM",0.0383142,"ok"
"613","TBT",62.5,"microM",0.045977,"ok"
"614","TBT",31.25,"microM",0.0357599,"ok"
"615","TBT",15.625,"microM",0.0255428,"ok"
"616","TBT",7.8125,"microM",0.0255428,"ok"
"617","TBT",3.90625,"microM",0.0715198,"ok"
"618","TBT",1.95312,"microM",0.0536398,"ok"
"619","TBT",0.976562,"microM",1.02427,"ok"
"620","TBT",2,"microM",-0.0214462,"ok"
"621","TBT",1,"microM",0.638438,"ok"
"622","TBT",0.5,"microM",0.955183,"ok"
"623","TBT",0.25,"microM",0.951883,"ok"
"624","TBT",0.125,"microM",1.05417,"ok"
"625","TBT",0.0625,"microM",1.03107,"ok"
"626","TBT",0.03125,"microM",1.09046,"ok"
"627","TBT",0.015625,"microM",1.00797,"ok"
"628","TBT",0.0078125,"microM",1.02777,"ok"
"629","TBT",2,"microM",-0.0412428,"ok"
"630","TBT",1,"microM",0.625241,"ok"
"631","TBT",0.5,"microM",0.852901,"ok"
"632","TBT",0.25,"microM",0.899093,"ok"
"633","TBT",0.125,"microM",1.06076,"ok"
"634","TBT",0.0625,"microM",0.981578,"ok"
"635","TBT",0.03125,"microM",0.991476,"ok"
"636","TBT",0.015625,"microM",0.988177,"ok"
"637","TBT",0.0078125,"microM",1.04427,"ok"
"638","TBT",2,"microM",-0.0247457,"ok"
"639","TBT",1,"microM",0.757217,"ok"
"640","TBT",0.5,"microM",0.862799,"ok"
"641","TBT",0.25,"microM",0.892494,"ok"
"642","TBT",0.125,"microM",0.965081,"ok"
"643","TBT",0.0625,"microM",1.06076,"ok"
"644","TBT",0.03125,"microM",1.02777,"ok"
"645","TBT",0.015625,"microM",1.00467,"ok"
"646","TBT",0.0078125,"microM",0.978279,"ok"
"647","NaJ",1000,"microM",0.851496,"ok"
"648","NaJ",500,"microM",0.885375,"ok"
"649","NaJ",250,"microM",0.922643,"ok"
"650","NaJ",125,"microM",0.932806,"ok"
"651","NaJ",62.5,"microM",0.881988,"ok"
"652","NaJ",31.25,"microM",0.854884,"ok"
"653","NaJ",15.625,"microM",0.919255,"ok"
"654","NaJ",7.8125,"microM",0.915867,"ok"
"655","NaJ",3.90625,"microM",0.909091,"ok"
"656","NaJ",1000,"microM",0.848108,"ok"
"657","NaJ",500,"microM",0.905703,"ok"
"658","NaJ",250,"microM",0.949746,"ok"
"659","NaJ",125,"microM",0.915867,"ok"
"660","NaJ",62.5,"microM",0.929418,"ok"
"661","NaJ",31.25,"microM",0.848108,"ok"
"662","NaJ",15.625,"microM",0.834557,"ok"
"663","NaJ",7.8125,"microM",0.865048,"ok"
"664","NaJ",3.90625,"microM",0.912479,"ok"
"665","NaJ",1000,"microM",0.787126,"ok"
"666","NaJ",500,"microM",0.936194,"ok"
"667","NaJ",250,"microM",1.1022,"ok"
"668","NaJ",125,"microM",0.983625,"ok"
"669","NaJ",62.5,"microM",0.851496,"ok"
"670","NaJ",31.25,"microM",0.746471,"ok"
"671","NaJ",15.625,"microM",0.909091,"ok"
"672","NaJ",7.8125,"microM",0.898927,"ok"
"673","NaJ",3.90625,"microM",0.895539,"ok"
"674","TBT",0.00273437,"microM",0.869304,"ok"
"675","TBT",0.00546875,"microM",0.793997,"ok"
"676","TBT",0.0109375,"microM",0.80382,"ok"
"677","TBT",0.021875,"microM",0.826739,"ok"
"678","TBT",0.04375,"microM",0.807094,"ok"
"679","TBT",0.0875,"microM",0.80382,"ok"
"680","TBT",0.175,"microM",0.797271,"ok"
"681","TBT",0.35,"microM",0.414188,"ok"
"682","TBT",0.7,"microM",-0.00491132,"ok"
"683","TBT",0.00195312,"microM",1.01664,"ok"
"684","TBT",0.00390625,"microM",0.921692,"ok"
"685","TBT",0.0078125,"microM",0.967531,"ok"
"686","TBT",0.015625,"microM",0.964256,"ok"
"687","TBT",0.03125,"microM",0.892224,"ok"
"688","TBT",0.0625,"microM",0.902046,"ok"
"689","TBT",0.125,"microM",0.86603,"ok"
"690","TBT",0.25,"microM",0.564802,"ok"
"691","TBT",0.5,"microM",0.0376535,"ok"
"692","TBT",0.00195312,"microM",1.01664,"ok"
"693","TBT",0.00390625,"microM",0.983902,"ok"
"694","TBT",0.0078125,"microM",1.01664,"ok"
"695","TBT",0.015625,"microM",0.875853,"ok"
"696","TBT",0.03125,"microM",0.892224,"ok"
"697","TBT",0.0625,"microM",0.983902,"ok"
"698","TBT",0.125,"microM",0.816917,"ok"
"699","TBT",0.25,"microM",0.486221,"ok"
"700","TBT",0.5,"microM",-0.0180082,"ok"
"701","TBT",0.7,"microM",0.014734,"ok"
"702","TBT",0.35,"microM",0.410914,"ok"
"703","TBT",0.175,"microM",0.757981,"ok"
"704","TBT",0.0875,"microM",0.879127,"ok"
"705","TBT",0.04375,"microM",0.892224,"ok"
"706","TBT",0.021875,"microM",0.846385,"ok"
"707","TBT",0.0109375,"microM",0.960982,"ok"
"708","TBT",0.00546875,"microM",0.879127,"ok"
"709","TBT",0.00273437,"microM",0.911869,"ok"
"710","TBT",0.9,"microM",0.0114598,"ok"
"711","TBT",0.45,"microM",0.361801,"ok"
"712","TBT",0.225,"microM",0.689222,"ok"
"713","TBT",0.1125,"microM",0.843111,"ok"
"714","TBT",0.05625,"microM",0.843111,"ok"
"715","TBT",0.028125,"microM",0.924966,"ok"
"716","TBT",0.0140625,"microM",0.967531,"ok"
"717","TBT",0.00703125,"microM",0.970805,"ok"
"718","TBT",0.00351562,"microM",0.99045,"ok"
"719","TBT",0.9,"microM",0.014734,"ok"
"720","TBT",0.45,"microM",0.329059,"ok"
"721","TBT",0.225,"microM",0.764529,"ok"
"722","TBT",0.1125,"microM",0.941337,"ok"
"723","TBT",0.05625,"microM",0.885675,"ok"
"724","TBT",0.028125,"microM",0.80382,"ok"
"725","TBT",0.0140625,"microM",0.924966,"ok"
"726","TBT",0.00703125,"microM",1.01992,"ok"
"727","TBT",0.00351562,"microM",0.872578,"ok"
"728","MSO2P",9.76562,"microM",0.879279,"ok"
"729","MSO2P",19.5312,"microM",0.925653,"ok"
"730","MSO2P",39.0625,"microM",0.921237,"ok"
"731","MSO2P",78.125,"microM",0.888112,"ok"
"732","MSO2P",156.25,"microM",0.907987,"ok"
"733","MSO2P",312.5,"microM",0.994111,"ok"
"734","MSO2P",625,"microM",0.987486,"ok"
"735","MSO2P",1250,"microM",0.923445,"ok"
"736","MSO2P",2500,"microM",0.914612,"ok"
"737","MSO2P",9.76562,"microM",0.892529,"ok"
"738","MSO2P",19.5312,"microM",0.87707,"ok"
"739","MSO2P",39.0625,"microM",0.954361,"ok"
"740","MSO2P",78.125,"microM",0.963195,"ok"
"741","MSO2P",156.25,"microM",0.914612,"ok"
"742","MSO2P",312.5,"microM",0.985278,"ok"
"743","MSO2P",625,"microM",0.958778,"ok"
"744","MSO2P",1250,"microM",1.00957,"ok"
"745","MSO2P",2500,"microM",1.05153,"ok"
"746","MSO2P",9.76562,"microM",0.872654,"ok"
"747","MSO2P",19.5312,"microM",0.899153,"ok"
"748","MSO2P",39.0625,"microM",0.901362,"ok"
"749","MSO2P",78.125,"microM",0.828487,"ok"
"750","MSO2P",156.25,"microM",0.896945,"ok"
"751","MSO2P",312.5,"microM",0.941112,"ok"
"752","MSO2P",625,"microM",0.967611,"ok"
"753","MSO2P",1250,"microM",0.978653,"ok"
"754","MSO2P",2500,"microM",0.879279,"ok"
"755","Pyridin",1000,"microM",0.779612,"ok"
"756","Pyridin",500,"microM",0.805732,"ok"
"757","Pyridin",250,"microM",0.860149,"ok"
"758","Pyridin",125,"microM",0.842735,"ok"
"759","Pyridin",62.5,"microM",0.740432,"ok"
"760","Pyridin",31.25,"microM",0.797025,"ok"
"761","Pyridin",15.625,"microM",0.918919,"ok"
"762","Pyridin",7.8125,"microM",0.875385,"ok"
"763","Pyridin",3.90625,"microM",0.890622,"ok"
"764","Pyridin",1000,"microM",0.307274,"ok"
"765","Pyridin",500,"microM",0.766552,"ok"
"766","Pyridin",125,"microM",0.862325,"ok"
"767","Pyridin",62.5,"microM",0.794849,"ok"
"768","Pyridin",31.25,"microM",0.783965,"ok"
"769","Pyridin",15.625,"microM",0.855795,"ok"
"770","Pyridin",7.8125,"microM",0.777435,"ok"
"771","Pyridin",3.90625,"microM",0.888445,"ok"
"772","Pyridin",1000,"microM",0.725195,"ok"
"773","Pyridin",500,"microM",0.801379,"ok"
"774","Pyridin",250,"microM",0.773082,"ok"
"775","Pyridin",125,"microM",0.788319,"ok"
"776","Pyridin",62.5,"microM",0.692545,"ok"
"777","Pyridin",31.25,"microM",0.816615,"ok"
"778","Pyridin",15.625,"microM",0.831852,"ok"
"779","Pyridin",7.8125,"microM",0.831852,"ok"
"780","Pyridin",3.90625,"microM",0.860149,"ok"
"781","Pyridin",1000,"microM",0.794849,"ok"
"782","Pyridin",500,"microM",0.814439,"ok"
"783","Pyridin",250,"microM",0.838382,"ok"
"784","Pyridin",125,"microM",1.13006,"ok"
"785","Pyridin",62.5,"microM",0.855795,"ok"
"786","Pyridin",31.25,"microM",0.692545,"ok"
"787","Pyridin",15.625,"microM",0.790495,"ok"
"788","Pyridin",7.8125,"microM",0.744785,"ok"
"789","Pyridin",3.90625,"microM",0.770905,"ok"
"790","Pyridin",1000,"microM",0.714312,"ok"
"791","Pyridin",500,"microM",0.842735,"ok"
"792","Pyridin",250,"microM",0.827499,"ok"
"793","Pyridin",125,"microM",0.749138,"ok"
"794","Pyridin",62.5,"microM",0.831852,"ok"
"795","Pyridin",31.25,"microM",0.766552,"ok"
"796","Pyridin",15.625,"microM",0.844912,"ok"
"797","Pyridin",7.8125,"microM",0.847089,"ok"
"798","Pyridin",3.90625,"microM",0.799202,"ok"
"799","Pyridin",1000,"microM",0.838382,"ok"
"800","Pyridin",500,"microM",0.892799,"ok"
"801","Pyridin",250,"microM",0.949392,"ok"
"802","Pyridin",125,"microM",0.849265,"ok"
"803","Pyridin",62.5,"microM",0.875385,"ok"
"804","Pyridin",31.25,"microM",0.786142,"ok"
"805","Pyridin",15.625,"microM",0.884092,"ok"
"806","Pyridin",7.8125,"microM",0.903682,"ok"
"807","Pyridin",3.90625,"microM",0.801379,"ok"
"808","PyNO",1000,"microM",0.807744,"ok"
"809","PyNO",500,"microM",0.832058,"ok"
"810","PyNO",250,"microM",0.918505,"ok"
"811","PyNO",125,"microM",0.902296,"ok"
"812","PyNO",62.5,"microM",0.856371,"ok"
"813","PyNO",31.25,"microM",0.832058,"ok"
"814","PyNO",15.625,"microM",0.948222,"ok"
"815","PyNO",7.8125,"microM",0.932013,"ok"
"816","PyNO",3.90625,"microM",1.00765,"ok"
"817","PyNO",1000,"microM",0.756416,"ok"
"818","PyNO",500,"microM",0.813147,"ok"
"819","PyNO",250,"microM",0.894192,"ok"
"820","PyNO",125,"microM",0.89149,"ok"
"821","PyNO",62.5,"microM",0.986042,"ok"
"822","PyNO",31.25,"microM",0.867177,"ok"
"823","PyNO",15.625,"microM",0.775326,"ok"
"824","PyNO",7.8125,"microM",1.0833,"ok"
"825","PyNO",3.90625,"microM",0.896893,"ok"
"826","PyNO",1000,"microM",1.00495,"ok"
"827","PyNO",500,"microM",0.761819,"ok"
"828","PyNO",250,"microM",0.894192,"ok"
"829","PyNO",125,"microM",0.907699,"ok"
"830","PyNO",62.5,"microM",0.751013,"ok"
"831","PyNO",31.25,"microM",0.769923,"ok"
"832","PyNO",15.625,"microM",0.921207,"ok"
"833","PyNO",7.8125,"microM",0.794237,"ok"
"834","PyNO",3.90625,"microM",0.937416,"ok"
"835","MSPHI",1000,"microM",1.18325,"ok"
"836","MSPHI",500,"microM",1.06709,"ok"
"837","MSPHI",250,"microM",1.01036,"ok"
"838","MSPHI",125,"microM",0.880684,"ok"
"839","MSPHI",62.5,"microM",0.904998,"ok"
"840","MSPHI",31.25,"microM",0.821252,"ok"
"841","MSPHI",15.625,"microM",0.856371,"ok"
"842","MSPHI",7.8125,"microM",0.805043,"ok"
"843","MSPHI",3.90625,"microM",0.79964,"ok"
"844","MSPHI",1000,"microM",1.04277,"ok"
"845","MSPHI",500,"microM",1.30482,"ok"
"846","MSPHI",250,"microM",1.16974,"ok"
"847","MSPHI",125,"microM",1.03467,"ok"
"848","MSPHI",62.5,"microM",0.921207,"ok"
"849","MSPHI",31.25,"microM",0.877983,"ok"
"850","MSPHI",15.625,"microM",0.921207,"ok"
"851","MSPHI",7.8125,"microM",0.94552,"ok"
"852","MSPHI",3.90625,"microM",0.856371,"ok"
"853","MSPHI",1000,"microM",1.22377,"ok"
"854","MSPHI",500,"microM",1.16974,"ok"
"855","MSPHI",250,"microM",1.10491,"ok"
"856","MSPHI",125,"microM",1.07519,"ok"
"857","MSPHI",62.5,"microM",0.932013,"ok"
"858","MSPHI",31.25,"microM",0.940117,"ok"
"859","MSPHI",15.625,"microM",1.06709,"ok"
"860","MSPHI",7.8125,"microM",1.00225,"ok"
"861","MSPHI",3.90625,"microM",0.969833,"ok"
"862","MSPHI",2500,"microM",0.907195,"ok"
"863","MSPHI",1250,"microM",0.849635,"ok"
"864","MSPHI",625,"microM",0.862148,"ok"
"865","MSPHI",312.5,"microM",0.859645,"ok"
"866","MSPHI",156.25,"microM",0.904692,"ok"
"867","MSPHI",78.125,"microM",0.814599,"ok"
"868","MSPHI",39.0625,"microM",0.79708,"ok"
"869","MSPHI",19.5312,"microM",0.862148,"ok"
"870","MSPHI",9.76562,"microM",0.869656,"ok"
"871","MSPHI",2500,"microM",0.719499,"ok"
"872","MSPHI",1250,"microM",0.759541,"ok"
"873","MSPHI",625,"microM",0.894682,"ok"
"874","MSPHI",312.5,"microM",0.964755,"ok"
"875","MSPHI",156.25,"microM",0.829614,"ok"
"876","MSPHI",78.125,"microM",0.924713,"ok"
"877","MSPHI",39.0625,"microM",0.952242,"ok"
"878","MSPHI",19.5312,"microM",0.867153,"ok"
"879","MSPHI",9.76562,"microM",0.85464,"ok"
"880","MSPHI",2500,"microM",0.879666,"ok"
"881","MSPHI",1250,"microM",0.814599,"ok"
"882","MSPHI",625,"microM",0.997289,"ok"
"883","MSPHI",312.5,"microM",0.879666,"ok"
"884","MSPHI",156.25,"microM",0.839625,"ok"
"885","MSPHI",78.125,"microM",0.952242,"ok"
"886","MSPHI",39.0625,"microM",0.922211,"ok"
"887","MSPHI",19.5312,"microM",0.894682,"ok"
"888","MSPHI",9.76562,"microM",0.809593,"ok"
"889","PyNO",2500,"microM",0.306569,"ok"
"890","PyNO",1250,"microM",0.897185,"ok"
"891","PyNO",625,"microM",0.937226,"ok"
"892","PyNO",312.5,"microM",0.932221,"ok"
"893","PyNO",156.25,"microM",0.879666,"ok"
"894","PyNO",78.125,"microM",0.869656,"ok"
"895","PyNO",39.0625,"microM",0.839625,"ok"
"896","PyNO",19.5312,"microM",0.889677,"ok"
"897","PyNO",9.76562,"microM",0.792075,"ok"
"898","PyNO",2500,"microM",0.889677,"ok"
"899","PyNO",1250,"microM",0.904692,"ok"
"900","PyNO",625,"microM",0.897185,"ok"
"901","PyNO",312.5,"microM",0.924713,"ok"
"902","PyNO",156.25,"microM",0.814599,"ok"
"903","PyNO",78.125,"microM",0.887174,"ok"
"904","PyNO",39.0625,"microM",0.924713,"ok"
"905","PyNO",19.5312,"microM",0.907195,"ok"
"906","PyNO",9.76562,"microM",0.937226,"ok"
"907","PyNO",2500,"microM",0.804588,"ok"
"908","PyNO",1250,"microM",0.882169,"ok"
"909","PyNO",625,"microM",0.939729,"ok"
"910","PyNO",312.5,"microM",0.924713,"ok"
"911","PyNO",156.25,"microM",0.802086,"ok"
"912","PyNO",78.125,"microM",0.832117,"ok"
"913","PyNO",39.0625,"microM",0.887174,"ok"
"914","PyNO",19.5312,"microM",0.932221,"ok"
"915","PyNO",9.76562,"microM",0.812096,"ok"
"916","MSPT",1000,"microM",0.00441599,"ok"
"917","MSPT",500,"microM",0.00176639,"ok"
"918","MSPT",250,"microM",0.0362111,"ok"
"919","MSPT",125,"microM",1.08015,"ok"
"920","MSPT",62.5,"microM",0.88673,"ok"
"921","MSPT",31.25,"microM",0.897328,"ok"
"922","MSPT",15.625,"microM",0.960919,"ok"
"923","MSPT",7.8125,"microM",0.88938,"ok"
"924","MSPT",3.90625,"microM",0.915875,"ok"
"925","MSPT",1000,"microM",0.0150144,"ok"
"926","MSPT",500,"microM",0.0335615,"ok"
"927","MSPT",250,"microM",0.0547582,"ok"
"928","MSPT",125,"microM",1.0987,"ok"
"929","MSPT",62.5,"microM",1.09605,"ok"
"930","MSPT",31.25,"microM",0.719806,"ok"
"931","MSPT",15.625,"microM",0.587326,"ok"
"932","MSPT",7.8125,"microM",0.793994,"ok"
"933","MSPT",3.90625,"microM",0.939722,"ok"
"934","MSPT",1000,"microM",-0.00618238,"ok"
"935","MSPT",500,"microM",0.0123648,"ok"
"936","MSPT",250,"microM",0.062707,"ok"
"937","MSPT",125,"microM",1.16229,"ok"
"938","MSPT",62.5,"microM",0.929123,"ok"
"939","MSPT",31.25,"microM",0.793994,"ok"
"940","MSPT",15.625,"microM",0.868183,"ok"
"941","MSPT",7.8125,"microM",0.910576,"ok"
"942","MSPT",3.90625,"microM",0.778097,"ok"
"943","Pyridin",2000,"microM",0.901796,"ok"
"944","Pyridin",1000,"microM",0.908982,"ok"
"945","Pyridin",500,"microM",0.930539,"ok"
"946","Pyridin",250,"microM",0.863473,"ok"
"947","Pyridin",125,"microM",0.916168,"ok"
"948","Pyridin",62.5,"microM",0.906587,"ok"
"949","Pyridin",31.25,"microM",0.899401,"ok"
"950","Pyridin",15.625,"microM",0.920958,"ok"
"951","Pyridin",7.8125,"microM",0.956886,"ok"
"952","Pyridin",2000,"microM",0.779641,"ok"
"953","Pyridin",1000,"microM",0.925749,"ok"
"954","Pyridin",500,"microM",0.873054,"ok"
"955","Pyridin",250,"microM",0.952096,"ok"
"956","Pyridin",125,"microM",0.923353,"ok"
"957","Pyridin",62.5,"microM",0.961677,"ok"
"958","Pyridin",31.25,"microM",0.815569,"ok"
"959","Pyridin",15.625,"microM",0.904192,"ok"
"960","Pyridin",7.8125,"microM",0.805988,"ok"
"961","Pyridin",2000,"microM",0.856287,"ok"
"962","Pyridin",1000,"microM",0.901796,"ok"
"963","Pyridin",500,"microM",0.913772,"ok"
"964","Pyridin",250,"microM",0.937725,"ok"
"965","Pyridin",125,"microM",0.863473,"ok"
"966","Pyridin",62.5,"microM",0.861078,"ok"
"967","Pyridin",31.25,"microM",0.990419,"ok"
"968","Pyridin",15.625,"microM",0.897006,"ok"
"969","Pyridin",7.8125,"microM",0.937725,"ok"
"970","Pyridin",2000,"microM",0.887425,"ok"
"971","Pyridin",1000,"microM",0.992814,"ok"
"972","Pyridin",500,"microM",0.873054,"ok"
"973","Pyridin",250,"microM",0.937725,"ok"
"974","Pyridin",125,"microM",0.928144,"ok"
"975","Pyridin",62.5,"microM",0.949701,"ok"
"976","Pyridin",31.25,"microM",0.937725,"ok"
"977","Pyridin",15.625,"microM",0.904192,"ok"
"978","Pyridin",7.8125,"microM",0.937725,"ok"
"979","Pyridin",2000,"microM",0.911377,"ok"
"980","Pyridin",1000,"microM",0.937725,"ok"
"981","Pyridin",500,"microM",0.954491,"ok"
"982","Pyridin",250,"microM",0.959281,"ok"
"983","Pyridin",125,"microM",1.01916,"ok"
"984","Pyridin",62.5,"microM",0.976048,"ok"
"985","Pyridin",31.25,"microM",0.961677,"ok"
"986","Pyridin",15.625,"microM",0.942515,"ok"
"987","Pyridin",7.8125,"microM",0.964072,"ok"
"988","Pyridin",2000,"microM",0.937725,"ok"
"989","Pyridin",1000,"microM",0.918563,"ok"
"990","Pyridin",500,"microM",0.949701,"ok"
"991","Pyridin",250,"microM",1.02874,"ok"
"992","Pyridin",125,"microM",0.961677,"ok"
"993","Pyridin",62.5,"microM",0.928144,"ok"
"994","Pyridin",31.25,"microM",0.925749,"ok"
"995","Pyridin",15.625,"microM",0.964072,"ok"
"996","Pyridin",7.8125,"microM",0.949701,"ok"
"997","PyNO",5000,"microM",0.215148,"ok"
"998","PyNO",2500,"microM",0.818045,"ok"
"999","PyNO",1250,"microM",0.796319,"ok"
"1000","PyNO",625,"microM",0.899517,"ok"
"1001","PyNO",312.5,"microM",0.854255,"ok"
"1002","PyNO",156.25,"microM",0.83796,"ok"
"1003","PyNO",78.125,"microM",0.885033,"ok"
"1004","PyNO",39.0625,"microM",0.917622,"ok"
"1005","PyNO",19.5312,"microM",0.892275,"ok"
"1006","PyNO",5000,"microM",0.589922,"ok"
"1007","PyNO",2500,"microM",0.830718,"ok"
"1008","PyNO",1250,"microM",0.812613,"ok"
"1009","PyNO",625,"microM",0.856065,"ok"
"1010","PyNO",312.5,"microM",0.774593,"ok"
"1011","PyNO",156.25,"microM",0.823476,"ok"
"1012","PyNO",78.125,"microM",0.818045,"ok"
"1013","PyNO",39.0625,"microM",0.848823,"ok"
"1014","PyNO",19.5312,"microM",0.901328,"ok"
"1015","PyNO",5000,"microM",0.571817,"ok"
"1016","PyNO",2500,"microM",0.781835,"ok"
"1017","PyNO",1250,"microM",0.865118,"ok"
"1018","PyNO",625,"microM",0.83615,"ok"
"1019","PyNO",312.5,"microM",0.828908,"ok"
"1020","PyNO",156.25,"microM",0.749246,"ok"
"1021","PyNO",78.125,"microM",0.901328,"ok"
"1022","PyNO",39.0625,"microM",0.865118,"ok"
"1023","PyNO",19.5312,"microM",0.870549,"ok"
"1024","MSPHI",5000,"microM",0.493965,"ok"
"1025","MSPHI",2500,"microM",0.680447,"ok"
"1026","MSPHI",1250,"microM",0.776403,"ok"
"1027","MSPHI",625,"microM",0.865118,"ok"
"1028","MSPHI",312.5,"microM",0.812613,"ok"
"1029","MSPHI",156.25,"microM",0.749246,"ok"
"1030","MSPHI",78.125,"microM",0.901328,"ok"
"1031","MSPHI",39.0625,"microM",0.921243,"ok"
"1032","MSPHI",19.5312,"microM",0.881412,"ok"
"1033","MSPHI",5000,"microM",0.372661,"ok"
"1034","MSPHI",2500,"microM",0.611648,"ok"
"1035","MSPHI",1250,"microM",0.760109,"ok"
"1036","MSPHI",625,"microM",0.861497,"ok"
"1037","MSPHI",312.5,"microM",0.816234,"ok"
"1038","MSPHI",156.25,"microM",0.866928,"ok"
"1039","MSPHI",78.125,"microM",0.885033,"ok"
"1040","MSPHI",39.0625,"microM",0.888654,"ok"
"1041","MSPHI",19.5312,"microM",0.894086,"ok"
"1042","MSPHI",5000,"microM",0.47767,"ok"
"1043","MSPHI",2500,"microM",0.72933,"ok"
"1044","MSPHI",1250,"microM",0.857876,"ok"
"1045","MSPHI",625,"microM",0.917622,"ok"
"1046","MSPHI",312.5,"microM",0.903138,"ok"
"1047","MSPHI",156.25,"microM",0.87417,"ok"
"1048","MSPHI",78.125,"microM",0.915812,"ok"
"1049","MSPHI",39.0625,"microM",0.952022,"ok"
"1050","MSPHI",19.5312,"microM",0.948401,"ok"
"1051","Pyridin",5000,"microM",0.760326,"ok"
"1052","Pyridin",2500,"microM",0.834489,"ok"
"1053","Pyridin",1250,"microM",0.919506,"ok"
"1054","Pyridin",625,"microM",0.957492,"ok"
"1055","Pyridin",312.5,"microM",0.950256,"ok"
"1056","Pyridin",156.25,"microM",0.926741,"ok"
"1057","Pyridin",78.125,"microM",0.966536,"ok"
"1058","Pyridin",39.0625,"microM",0.937594,"ok"
"1059","Pyridin",19.5312,"microM",0.885137,"ok"
"1060","Pyridin",5000,"microM",0.883328,"ok"
"1061","Pyridin",2500,"microM",0.908652,"ok"
"1062","Pyridin",1250,"microM",0.930359,"ok"
"1063","Pyridin",625,"microM",1.02804,"ok"
"1064","Pyridin",312.5,"microM",0.854387,"ok"
"1065","Pyridin",156.25,"microM",0.94483,"ok"
"1066","Pyridin",78.125,"microM",0.906844,"ok"
"1067","Pyridin",39.0625,"microM",0.964727,"ok"
"1068","Pyridin",19.5312,"microM",0.961109,"ok"
"1069","Pyridin",5000,"microM",0.268315,"ok"
"1070","Pyridin",2500,"microM",0.868857,"ok"
"1071","Pyridin",1250,"microM",1.00452,"ok"
"1072","Pyridin",625,"microM",0.847151,"ok"
"1073","Pyridin",312.5,"microM",0.881519,"ok"
"1074","Pyridin",156.25,"microM",0.789267,"ok"
