"","woman","district","user","living.children","age_mean","urban","constant"
"700",700,20,0,4,17.44,0,1
"701",701,20,1,1,-12.56,0,1
"702",702,20,1,1,-10.559,0,1
"703",703,20,0,3,-5.5599,0,1
"704",704,20,0,4,11.44,0,1
"705",705,20,0,1,-12.56,0,1
"706",706,20,0,1,-13.559,0,1
"707",707,20,0,1,8.44,0,1
"708",708,20,0,1,-13.559,0,1
"709",709,20,1,4,12.44,0,1
"710",710,20,1,4,-1.5599,0,1
"711",711,21,0,4,18.44,1,1
"712",712,21,0,4,19.44,1,1
"713",713,21,1,1,-12.559,1,1
"714",714,21,0,1,-13.56,1,1
"715",715,21,0,4,-3.5599,1,1
"716",716,21,0,4,14.44,1,1
"717",717,21,0,4,12.44,1,1
"718",718,21,0,2,-6.5599,1,1
"719",719,21,0,3,7.44,0,1
"720",720,21,1,1,1.44,0,1
"721",721,21,0,2,-7.5599,0,1
"722",722,21,1,3,-1.5599,0,1
"723",723,21,0,3,-2.5599,0,1
"724",724,21,1,2,-4.5599,0,1
"725",725,21,1,1,2.44,0,1
"726",726,21,1,2,-0.5599,0,1
"727",727,21,1,1,-7.5599,0,1
"728",728,21,0,1,-10.559,0,1
"729",729,22,0,2,4.44,0,1
"730",730,22,1,3,-5.5599,0,1
"731",731,22,0,1,19.44,0,1
"732",732,22,0,4,-1.5599,0,1
"733",733,22,0,1,-10.559,0,1
"734",734,22,0,4,-4.5599,0,1
"735",735,22,0,4,17.44,0,1
"736",736,22,1,2,-3.5599,0,1
"737",737,22,0,3,-3.56,0,1
"738",738,22,0,3,3.44,0,1
"739",739,22,0,2,-8.5599,0,1
"740",740,22,0,3,-1.56,0,1
"741",741,22,0,4,5.44,0,1
"742",742,22,0,1,-11.559,0,1
"743",743,22,0,4,17.44,0,1
"744",744,22,0,4,6.44,0,1
"745",745,22,0,4,0.44,0,1
"746",746,22,0,4,0.44,0,1
"747",747,22,1,3,-4.5599,0,1
"748",748,22,1,2,-1.5599,0,1
"749",749,23,0,3,-4.5599,0,1
"750",750,23,0,1,-8.5599,0,1
"751",751,23,1,3,-1.5599,0,1
"752",752,23,0,3,-2.5599,0,1
"753",753,23,0,4,16.44,0,1
"754",754,23,0,4,-1.5599,0,1
"755",755,23,0,3,-5.56,0,1
"756",756,23,0,2,10.44,0,1
"757",757,23,1,4,10.44,0,1
"758",758,23,0,1,-11.559,0,1
"759",759,23,0,4,8.44,0,1
"760",760,23,1,4,7.44,0,1
"761",761,23,0,1,-11.559,0,1
"762",762,23,1,3,5.44,0,1
"763",763,23,0,4,8.44,0,1
"764",764,24,0,1,-8.5599,0,1
"765",765,24,0,4,-3.5599,0,1
"766",766,24,0,2,-6.5599,0,1
"767",767,24,0,4,17.44,0,1
"768",768,24,0,1,-11.559,0,1
"769",769,24,0,1,-10.559,0,1
"770",770,24,0,4,5.44,0,1
"771",771,24,0,4,9.44,0,1
"772",772,24,0,4,4.44,0,1
"773",773,24,0,1,6.44,0,1
"774",774,24,1,4,6.44,0,1
"775",775,24,0,1,-13.56,0,1
"776",776,24,0,2,-4.5599,0,1
"777",777,24,0,4,15.44,0,1
"778",778,25,0,1,-8.5599,1,1
"779",779,25,1,3,-5.5599,1,1
"780",780,25,0,1,-3.5599,1,1
"781",781,25,1,4,1.44,1,1
"782",782,25,0,1,-1.5599,1,1
"783",783,25,1,2,9.44,1,1
"784",784,25,1,4,8.44,1,1
"785",785,25,1,2,-0.5599,1,1
"786",786,25,0,4,-5.56,1,1
"787",787,25,0,1,0.44,1,1
"788",788,25,1,4,-1.5599,1,1
"789",789,25,0,1,-11.559,1,1
"790",790,25,0,1,-11.559,1,1
"791",791,25,1,4,4.44,1,1
"792",792,25,0,1,-9.5599,1,1
"793",793,25,0,1,-10.559,1,1
"794",794,25,0,2,2.44,1,1
"795",795,25,1,2,-7.5599,1,1
"796",796,25,1,4,18.44,0,1
"797",797,25,0,2,-6.5599,0,1
"798",798,25,0,4,-2.5599,0,1
"799",799,25,1,2,-3.5599,0,1
"800",800,25,1,2,-8.5599,0,1
"801",801,25,1,3,6.44,0,1
"802",802,25,0,1,-13.56,0,1
"803",803,25,0,4,3.44,0,1
"804",804,25,0,4,3.44,0,1
"805",805,25,0,4,1.44,0,1
"806",806,25,0,1,-8.5599,0,1
"807",807,25,1,4,0.44,0,1
"808",808,25,1,4,4.44,0,1
"809",809,25,0,3,-5.5599,0,1
"810",810,25,1,4,5.44,0,1
"811",811,25,1,2,-10.559,0,1
"812",812,25,1,4,-9.5599,0,1
"813",813,25,0,4,4.44,0,1
"814",814,25,1,3,1.44,0,1
"815",815,25,0,1,-12.56,0,1
"816",816,25,0,3,-6.5599,0,1
"817",817,25,0,2,-4.5599,0,1
"818",818,25,0,1,-1.5599,0,1
"819",819,25,1,3,5.44,0,1
"820",820,25,1,4,5.44,0,1
"821",821,25,0,3,2.44,0,1
"822",822,25,1,4,10.44,0,1
"823",823,25,0,1,-11.56,0,1
"824",824,25,1,4,4.44,0,1
"825",825,25,0,4,7.44,0,1
"826",826,25,1,2,-6.5599,0,1
"827",827,25,1,4,0.44,0,1
"828",828,25,1,4,-1.5599,0,1
"829",829,25,0,2,-5.5599,0,1
"830",830,25,0,2,-2.5599,0,1
"831",831,25,1,4,14.44,0,1
"832",832,25,0,1,-5.5599,0,1
"833",833,25,1,2,-11.559,0,1
"834",834,25,1,4,1.44,0,1
"835",835,25,0,3,-0.56,0,1
"836",836,25,0,4,18.44,0,1
"837",837,25,0,2,-1.5599,0,1
"838",838,25,0,1,-11.56,0,1
"839",839,25,0,2,-5.5599,0,1
"840",840,25,0,3,-1.5599,0,1
"841",841,25,1,4,-2.5599,0,1
"842",842,25,1,4,4.44,0,1
"843",843,25,0,1,-12.56,0,1
"844",844,25,0,4,5.44,0,1
"845",845,26,1,4,5.44,0,1
"846",846,26,0,4,5.44,0,1
"847",847,26,0,4,3.44,0,1
"848",848,26,0,4,7.44,0,1
"849",849,26,0,2,-8.5599,0,1
"850",850,26,0,2,-9.5599,0,1
"851",851,26,0,1,-9.5599,0,1
"852",852,26,1,3,7.44,0,1
"853",853,26,0,2,-5.5599,0,1
"854",854,26,1,2,-2.5599,0,1
"855",855,26,0,3,15.44,0,1
"856",856,26,1,3,7.44,0,1
"857",857,26,1,3,-2.5599,0,1
"858",858,27,0,4,1.44,1,1
"859",859,27,0,1,-2.5599,1,1
"860",860,27,0,4,4.44,1,1
"861",861,27,1,1,-9.5599,1,1
"862",862,27,1,4,14.44,1,1
"863",863,27,0,2,-6.56,0,1
"864",864,27,0,1,-12.559,0,1
"865",865,27,0,4,15.44,0,1
"866",866,27,0,4,10.44,0,1
"867",867,27,0,2,2.44,0,1
"868",868,27,0,4,14.44,0,1
"869",869,27,0,4,19.44,0,1
"870",870,27,0,3,6.44,0,1
"871",871,27,0,4,10.44,0,1
"872",872,27,1,1,-5.5599,0,1
"873",873,27,0,4,19.44,0,1
"874",874,27,0,1,0.44,0,1
"875",875,27,0,1,-12.559,0,1
"876",876,27,0,1,-12.559,0,1
"877",877,27,0,1,-7.56,0,1
"878",878,27,0,1,-1.5599,0,1
"879",879,27,1,3,9.44,0,1
"880",880,27,1,4,14.44,0,1
"881",881,27,0,2,-4.5599,0,1
"882",882,27,0,1,-10.559,0,1
"883",883,27,0,3,-5.56,0,1
"884",884,27,0,4,17.44,0,1
"885",885,27,1,1,-5.5599,0,1
"886",886,27,1,4,2.44,0,1
"887",887,27,0,1,-13.559,0,1
"888",888,27,0,1,-12.559,0,1
"889",889,27,1,3,-0.5599,0,1
"890",890,27,0,4,8.44,0,1
"891",891,27,0,2,-2.5599,0,1
"892",892,27,0,1,-11.559,0,1
"893",893,27,0,2,-5.5599,0,1
"894",894,27,0,2,4.44,0,1
"895",895,27,0,1,-9.5599,0,1
"896",896,27,0,4,14.44,0,1
"897",897,27,0,4,9.44,0,1
"898",898,27,0,4,11.44,0,1
"899",899,27,0,4,18.44,0,1
"900",900,27,0,4,11.44,0,1
"901",901,27,0,4,6.44,0,1
"902",902,28,0,4,10.44,1,1
"903",903,28,0,4,-1.5599,1,1
"904",904,28,0,4,9.44,1,1
"905",905,28,1,4,4.44,1,1
"906",906,28,1,2,-9.5599,0,1
"907",907,28,1,3,-2.5599,0,1
"908",908,28,0,2,-1.56,0,1
"909",909,28,0,4,18.44,0,1
"910",910,28,1,4,9.44,0,1
"911",911,28,0,4,18.44,0,1
"912",912,28,1,4,10.44,0,1
"913",913,28,1,4,-1.5599,0,1
"914",914,28,0,4,9.44,0,1
"915",915,28,1,4,9.44,0,1
"916",916,28,0,4,19.44,0,1
"917",917,28,0,1,-7.56,0,1
"918",918,28,1,1,-13.56,0,1
"919",919,28,0,4,18.44,0,1
"920",920,28,0,1,-12.559,0,1
"921",921,28,0,3,-0.5599,0,1
"922",922,28,1,4,11.44,0,1
"923",923,28,0,1,-12.559,0,1
"924",924,28,0,1,-13.56,0,1
"925",925,28,0,1,-9.5599,0,1
"926",926,28,0,1,-11.559,0,1
"927",927,28,1,4,5.44,0,1
"928",928,28,0,2,-7.56,0,1
"929",929,28,0,1,-7.56,0,1
"930",930,28,0,4,16.44,0,1
"931",931,28,1,4,1.44,0,1
"932",932,28,1,3,-2.5599,0,1
"933",933,28,0,4,1.44,0,1
"934",934,28,0,4,18.44,0,1
"935",935,28,0,2,-2.5599,0,1
"936",936,28,0,4,3.44,0,1
"937",937,28,0,4,19.44,0,1
"938",938,28,0,2,-9.5599,0,1
"939",939,28,0,2,-6.56,0,1
"940",940,28,0,3,-2.5599,0,1
"941",941,28,0,1,-7.56,0,1
"942",942,28,0,1,-10.559,0,1
"943",943,28,0,3,8.44,0,1
"944",944,28,0,4,6.44,0,1
"945",945,28,0,4,10.44,0,1
"946",946,28,0,3,-9.5599,0,1
"947",947,28,0,1,-12.559,0,1
"948",948,28,0,4,8.44,0,1
"949",949,28,0,2,0.44,0,1
"950",950,28,0,2,-0.5599,0,1
"951",951,29,0,4,9.44,1,1
"952",952,29,0,1,-5.5599,1,1
"953",953,29,1,4,12.44,1,1
"954",954,29,1,4,7.44,1,1
"955",955,29,0,1,-0.5599,1,1
"956",956,29,1,3,0.44,1,1
"957",957,29,1,1,10.44,1,1
"958",958,29,0,1,-8.5599,0,1
"959",959,29,0,1,-13.559,0,1
"960",960,29,0,1,-10.559,0,1
"961",961,29,0,1,-7.56,0,1
"962",962,29,0,4,-1.5599,0,1
"963",963,29,0,3,-0.5599,0,1
"964",964,29,0,4,11.44,0,1
"965",965,29,0,1,4.44,0,1
"966",966,29,0,4,10.44,0,1
"967",967,29,0,1,-4.5599,0,1
"968",968,29,0,1,-9.5599,0,1
"969",969,29,1,1,-12.559,0,1
"970",970,29,0,1,-9.5599,0,1
"971",971,29,1,4,8.44,0,1
"972",972,29,0,4,19.44,0,1
"973",973,29,0,3,18.44,0,1
"974",974,29,0,1,-9.5599,0,1
"975",975,29,0,1,-7.56,0,1
"976",976,29,1,4,2.44,0,1
"977",977,29,0,1,-11.559,0,1
"978",978,29,1,2,-8.5599,0,1
"979",979,29,0,2,-5.5599,0,1
"980",980,29,0,2,-9.5599,0,1
"981",981,29,0,3,-5.5599,0,1
"982",982,29,1,4,0.44,0,1
"983",983,30,1,2,-0.5599,1,1
"984",984,30,1,3,5.44,1,1
"985",985,30,1,2,-0.5599,1,1
"986",986,30,1,4,5.44,1,1
"987",987,30,1,4,8.44,1,1
"988",988,30,0,2,-6.5599,1,1
"989",989,30,0,3,-3.56,1,1
"990",990,30,1,4,19.4399,1,1
"991",991,30,1,3,0.44,1,1
"992",992,30,1,4,19.4399,1,1
"993",993,30,0,1,-8.5599,1,1
"994",994,30,1,2,-2.5599,1,1
"995",995,30,1,2,-8.5599,1,1
"996",996,30,1,2,-2.5599,1,1
"997",997,30,0,1,-10.559,1,1
"998",998,30,1,2,5.44,1,1
"999",999,30,1,4,11.44,0,1
"1000",1000,30,0,1,4.44,0,1
"1001",1001,30,1,2,-4.5599,0,1
"1002",1002,30,0,1,3.44,0,1
"1003",1003,30,0,1,-9.5599,0,1
"1004",1004,30,1,4,6.44,0,1
"1005",1005,30,0,1,-11.559,0,1
"1006",1006,30,1,4,8.44,0,1
"1007",1007,30,1,4,-6.5599,0,1
"1008",1008,30,1,4,9.44,0,1
"1009",1009,30,0,1,-13.559,0,1
"1010",1010,30,1,1,-10.559,0,1
"1011",1011,30,0,2,-7.5599,0,1
"1012",1012,30,0,4,6.44,0,1
"1013",1013,30,1,2,-1.5599,0,1
"1014",1014,30,0,4,15.44,0,1
"1015",1015,30,0,1,-6.5599,0,1
"1016",1016,30,1,2,-4.5599,0,1
"1017",1017,30,0,1,-11.559,0,1
"1018",1018,30,1,2,-4.5599,0,1
"1019",1019,30,1,4,9.44,0,1
"1020",1020,30,0,1,-11.559,0,1
"1021",1021,30,0,2,-8.5599,0,1
"1022",1022,30,1,4,17.44,0,1
"1023",1023,30,0,2,-6.5599,0,1
"1024",1024,30,0,2,-0.5599,0,1
"1025",1025,30,1,4,7.44,0,1
"1026",1026,30,1,4,2.44,0,1
"1027",1027,30,1,4,7.44,0,1
"1028",1028,30,1,2,8.44,0,1
"1029",1029,30,0,1,-9.5599,0,1
"1030",1030,30,0,4,8.44,0,1
"1031",1031,30,0,1,-11.559,0,1
"1032",1032,30,0,1,12.44,0,1
"1033",1033,30,0,3,0.44,0,1
"1034",1034,30,0,1,-10.559,0,1
"1035",1035,30,1,2,2.44,0,1
"1036",1036,30,0,1,-9.5599,0,1
"1037",1037,30,0,3,0.44,0,1
"1038",1038,30,0,1,-10.559,0,1
"1039",1039,30,0,1,-10.559,0,1
"1040",1040,30,0,4,9.44,0,1
"1041",1041,30,0,4,17.44,0,1
"1042",1042,30,1,3,-0.5599,0,1
"1043",1043,30,0,2,-8.5599,0,1
"1044",1044,31,0,4,15.44,1,1
"1045",1045,31,1,1,-6.5599,1,1
"1046",1046,31,1,4,0.44,1,1
"1047",1047,31,1,4,2.44,1,1
"1048",1048,31,0,4,16.44,1,1
"1049",1049,31,0,1,-11.559,1,1
"1050",1050,31,0,4,17.44,0,1
"1051",1051,31,1,4,18.44,0,1
"1052",1052,31,1,4,14.44,0,1
"1053",1053,31,1,3,-7.5599,0,1
"1054",1054,31,0,2,17.44,0,1
"1055",1055,31,1,2,-0.5599,0,1
"1056",1056,31,0,1,-9.5599,0,1
"1057",1057,31,0,1,-9.5599,0,1
"1058",1058,31,1,4,2.44,0,1
"1059",1059,31,0,2,-2.56,0,1
"1060",1060,31,1,4,3.44,0,1
"1061",1061,31,0,4,0.44,0,1
"1062",1062,31,0,1,-13.559,0,1
"1063",1063,31,0,1,-11.559,0,1
"1064",1064,31,0,4,10.44,0,1
"1065",1065,31,0,4,14.44,0,1
"1066",1066,31,1,3,-0.5599,0,1
"1067",1067,31,0,4,8.44,0,1
"1068",1068,31,0,1,-10.559,0,1
"1069",1069,31,1,2,-7.5599,0,1
"1070",1070,31,1,4,6.44,0,1
"1071",1071,31,1,2,-0.5599,0,1
"1072",1072,31,0,4,18.44,0,1
"1073",1073,31,1,1,-10.559,0,1
"1074",1074,31,1,2,-9.5599,0,1
"1075",1075,31,0,4,0.44,0,1
"1076",1076,31,0,1,-11.559,0,1
"1077",1077,32,1,4,10.44,0,1
"1078",1078,32,0,1,-2.5599,0,1
"1079",1079,32,0,4,0.44,0,1
"1080",1080,32,0,3,-2.5599,0,1
"1081",1081,32,0,3,-3.5599,0,1
"1082",1082,32,0,4,13.44,0,1
"1083",1083,32,1,4,-3.5599,0,1
"1084",1084,32,0,4,12.44,0,1
"1085",1085,32,0,4,1.44,0,1
"1086",1086,32,0,1,-9.5599,0,1
"1087",1087,32,1,4,-2.5599,0,1
"1088",1088,32,0,4,1.44,0,1
"1089",1089,32,1,4,-2.5599,0,1
"1090",1090,32,0,4,8.44,0,1
"1091",1091,32,1,1,-11.559,0,1
"1092",1092,32,0,2,-11.56,0,1
"1093",1093,32,0,4,-0.5599,0,1
"1094",1094,32,0,1,-11.559,0,1
"1095",1095,32,0,3,4.44,0,1
"1096",1096,32,0,4,1.44,0,1
"1097",1097,32,0,4,5.44,0,1
"1098",1098,32,0,4,2.44,0,1
"1099",1099,32,0,2,-9.5599,0,1
"1100",1100,32,0,4,4.44,0,1
"1101",1101,33,0,3,4.44,1,1
"1102",1102,33,1,4,1.44,1,1
"1103",1103,33,1,4,2.44,1,1
"1104",1104,33,1,2,-1.5599,1,1
"1105",1105,33,0,2,-7.5599,1,1
"1106",1106,33,1,4,5.44,1,1
"1107",1107,33,1,4,6.44,1,1
"1108",1108,33,0,2,-10.56,0,1
"1109",1109,33,1,4,0.44,0,1
"1110",1110,33,0,3,19.44,0,1
"1111",1111,33,0,3,-2.5599,0,1
"1112",1112,33,0,2,-4.5599,0,1
"1113",1113,33,0,4,18.44,0,1
"1114",1114,33,0,3,6.44,0,1
"1115",1115,34,1,3,13.44,1,1
"1116",1116,34,0,4,8.44,1,1
"1117",1117,34,1,1,-9.5599,1,1
"1118",1118,34,0,1,4.44,1,1
"1119",1119,34,0,4,10.44,1,1
"1120",1120,34,1,1,-1.5599,1,1
"1121",1121,34,0,3,10.44,1,1
"1122",1122,34,0,4,11.44,1,1
"1123",1123,34,0,4,-2.5599,1,1
"1124",1124,34,1,1,-11.559,0,1
"1125",1125,34,1,2,3.44,0,1
"1126",1126,34,1,3,4.44,0,1
"1127",1127,34,1,4,-3.56,0,1
"1128",1128,34,1,1,-8.5599,0,1
"1129",1129,34,0,3,8.44,0,1
"1130",1130,34,1,4,8.44,0,1
"1131",1131,34,1,4,4.44,0,1
"1132",1132,34,1,3,-3.5599,0,1
"1133",1133,34,1,4,8.44,0,1
"1134",1134,34,0,3,-3.5599,0,1
"1135",1135,34,0,2,-9.5599,0,1
"1136",1136,34,1,4,-2.5599,0,1
"1137",1137,34,1,4,2.44,0,1
"1138",1138,34,1,3,0.44,0,1
"1139",1139,34,0,2,4.44,0,1
"1140",1140,34,1,3,-7.5599,0,1
"1141",1141,34,1,4,11.44,0,1
"1142",1142,34,0,1,-12.559,0,1
"1143",1143,34,0,4,9.44,0,1
"1144",1144,34,1,2,-2.5599,0,1
"1145",1145,34,1,4,-2.5599,0,1
"1146",1146,34,1,3,13.44,0,1
"1147",1147,34,1,4,11.44,0,1
"1148",1148,34,1,3,0.44,0,1
"1149",1149,34,1,4,12.44,0,1
"1150",1150,35,1,1,0.44,1,1
"1151",1151,35,0,2,-10.559,1,1
"1152",1152,35,0,1,-6.5599,1,1
"1153",1153,35,1,2,-12.559,1,1
"1154",1154,35,0,1,-11.559,1,1
"1155",1155,35,0,2,-9.5599,1,1
"1156",1156,35,0,3,-10.559,1,1
"1157",1157,35,0,3,6.44,1,1
"1158",1158,35,1,1,-6.5599,1,1
"1159",1159,35,1,4,-5.5599,1,1
"1160",1160,35,1,4,-0.5599,1,1
"1161",1161,35,0,4,17.44,1,1
"1162",1162,35,1,2,-0.5599,1,1
"1163",1163,35,1,2,-0.5599,1,1
"1164",1164,35,1,1,2.44,1,1
"1165",1165,35,0,2,6.44,1,1
"1166",1166,35,1,3,-6.5599,1,1
"1167",1167,35,1,3,9.44,1,1
"1168",1168,35,1,4,4.44,1,1
"1169",1169,35,0,1,-13.559,1,1
"1170",1170,35,0,4,5.44,0,1
"1171",1171,35,0,3,-7.5599,0,1
"1172",1172,35,0,4,3.44,0,1
"1173",1173,35,0,3,-6.5599,0,1
"1174",1174,35,0,2,-13.559,0,1
"1175",1175,35,0,4,-0.5599,0,1
"1176",1176,35,0,4,6.44,0,1
"1177",1177,35,1,4,18.44,0,1
"1178",1178,35,1,4,3.44,0,1
"1179",1179,35,1,1,-7.5599,0,1
"1180",1180,35,1,4,-2.5599,0,1
"1181",1181,35,1,2,-2.56,0,1
"1182",1182,35,1,4,-8.5599,0,1
"1183",1183,35,1,3,-0.5599,0,1
"1184",1184,35,0,3,4.44,0,1
"1185",1185,35,1,4,1.44,0,1
"1186",1186,35,1,3,12.44,0,1
"1187",1187,35,0,2,-6.5599,0,1
"1188",1188,35,1,3,10.44,0,1
"1189",1189,35,0,1,-11.559,0,1
"1190",1190,35,1,3,-6.5599,0,1
"1191",1191,35,0,4,5.44,0,1
"1192",1192,35,1,4,10.44,0,1
"1193",1193,35,0,4,2.44,0,1
"1194",1194,35,1,4,14.44,0,1
"1195",1195,35,0,2,-9.5599,0,1
"1196",1196,35,0,4,16.44,0,1
"1197",1197,35,0,1,16.44,0,1
"1198",1198,36,0,4,12.44,1,1
"1199",1199,36,1,3,-4.5599,1,1
"1200",1200,36,0,1,-10.559,1,1
"1201",1201,36,0,1,-8.5599,0,1
"1202",1202,36,0,3,-0.5599,0,1
"1203",1203,36,1,3,-2.5599,0,1
"1204",1204,36,1,3,-3.5599,0,1
"1205",1205,36,0,2,5.44,0,1
"1206",1206,36,0,4,19.44,0,1
"1207",1207,36,0,4,1.44,0,1
"1208",1208,36,1,4,3.44,0,1
"1209",1209,36,0,4,1.44,0,1
"1210",1210,36,0,4,2.44,0,1
"1211",1211,36,0,2,-9.5599,0,1
"1212",1212,36,0,2,-7.5599,0,1
"1213",1213,36,1,2,4.44,0,1
"1214",1214,36,1,2,-5.5599,0,1
"1215",1215,37,1,2,1.44,0,1
"1216",1216,37,0,4,5.44,0,1
"1217",1217,37,1,3,-4.5599,0,1
"1218",1218,37,1,4,18.44,0,1
"1219",1219,37,1,3,-2.5599,0,1
"1220",1220,37,1,3,-3.5599,0,1
"1221",1221,37,1,1,-9.5599,0,1
"1222",1222,37,1,4,9.44,0,1
"1223",1223,37,0,2,-6.5599,0,1
"1224",1224,37,0,1,-13.559,0,1
"1225",1225,37,0,4,3.44,0,1
"1226",1226,37,0,4,16.44,0,1
"1227",1227,37,0,4,10.44,0,1
"1228",1228,38,1,4,8.44,1,1
"1229",1229,38,0,4,15.44,1,1
"1230",1230,38,1,4,-1.5599,1,1
"1231",1231,38,1,4,15.44,1,1
"1232",1232,38,1,4,9.44,1,1
"1233",1233,38,0,1,-6.5599,1,1
"1234",1234,38,0,2,19.44,1,1
"1235",1235,38,0,4,19.44,0,1
"1236",1236,38,0,4,0.44,0,1
"1237",1237,38,0,1,-12.559,0,1
"1238",1238,38,0,4,16.44,0,1
"1239",1239,38,0,4,17.44,0,1
"1240",1240,38,0,4,16.44,0,1
"1241",1241,38,0,1,-9.5599,0,1
"1242",1242,39,0,4,4.44,1,1
"1243",1243,39,1,2,-10.559,1,1
"1244",1244,39,0,4,8.44,0,1
"1245",1245,39,0,4,14.44,0,1
"1246",1246,39,1,1,-1.5599,0,1
"1247",1247,39,1,1,-10.56,0,1
"1248",1248,39,1,3,-1.5599,0,1
"1249",1249,39,1,1,-7.5599,0,1
"1250",1250,39,1,2,-0.5599,0,1
"1251",1251,39,1,3,-1.5599,0,1
"1252",1252,39,0,1,-6.56,0,1
"1253",1253,39,1,4,10.44,0,1
"1254",1254,39,0,4,5.44,0,1
"1255",1255,39,0,1,-4.5599,0,1
"1256",1256,39,0,1,-11.559,0,1
"1257",1257,39,1,1,-10.56,0,1
"1258",1258,39,0,4,13.44,0,1
"1259",1259,39,0,4,8.44,0,1
"1260",1260,39,1,3,12.44,0,1
"1261",1261,39,0,1,-13.559,0,1
"1262",1262,39,0,4,-7.5599,0,1
"1263",1263,39,1,4,-8.5599,0,1
"1264",1264,39,0,1,-7.5599,0,1
"1265",1265,39,0,4,19.44,0,1
"1266",1266,39,1,1,3.44,0,1
"1267",1267,39,1,4,7.44,0,1
"1268",1268,40,0,3,2.44,1,1
"1269",1269,40,0,4,2.44,1,1
"1270",1270,40,0,4,1.44,1,1
"1271",1271,40,0,1,-12.559,1,1
"1272",1272,40,1,1,-4.5599,1,1
"1273",1273,40,1,1,-3.5599,1,1
"1274",1274,40,0,1,-10.559,1,1
"1275",1275,40,1,4,10.44,1,1
"1276",1276,40,0,1,-7.5599,1,1
"1277",1277,40,1,4,3.44,1,1
"1278",1278,40,1,2,-3.5599,1,1
"1279",1279,40,0,1,-9.5599,1,1
"1280",1280,40,1,1,0.44,1,1
"1281",1281,40,1,3,5.44,1,1
"1282",1282,40,1,4,1.44,1,1
"1283",1283,40,0,4,10.44,1,1
"1284",1284,40,0,4,11.44,1,1
"1285",1285,40,1,1,-8.5599,1,1
"1286",1286,40,1,4,4.44,1,1
"1287",1287,40,0,1,5.44,1,1
"1288",1288,40,1,2,-1.5599,1,1
"1289",1289,40,1,1,12.44,1,1
"1290",1290,40,0,2,-8.5599,1,1
"1291",1291,40,0,1,4.44,1,1
"1292",1292,40,0,1,-11.559,1,1
"1293",1293,40,1,3,-1.5599,1,1
"1294",1294,40,0,2,11.44,1,1
"1295",1295,40,0,4,15.44,1,1
"1296",1296,40,1,2,-5.5599,1,1
"1297",1297,40,0,4,4.44,0,1
"1298",1298,40,1,4,5.44,0,1
"1299",1299,40,1,4,0.44,0,1
"1300",1300,40,0,4,19.44,0,1
"1301",1301,40,1,4,0.44,0,1
"1302",1302,40,0,1,-4.5599,0,1
"1303",1303,40,0,4,13.44,0,1
"1304",1304,40,0,4,14.44,0,1
"1305",1305,40,1,4,17.44,0,1
"1306",1306,40,1,1,-10.559,0,1
"1307",1307,40,0,4,-4.5599,0,1
"1308",1308,40,0,4,12.44,0,1
"1309",1309,41,0,4,6.44,1,1
"1310",1310,41,0,4,6.44,1,1
"1311",1311,41,0,1,6.44,1,1
"1312",1312,41,0,2,1.44,0,1
"1313",1313,41,1,4,13.44,0,1
"1314",1314,41,1,4,10.44,0,1
"1315",1315,41,1,3,-4.5599,0,1
"1316",1316,41,1,1,-8.5599,0,1
"1317",1317,41,1,4,0.44,0,1
"1318",1318,41,0,4,2.44,0,1
"1319",1319,41,0,4,-0.5599,0,1
"1320",1320,41,1,4,7.44,0,1
"1321",1321,41,0,4,12.44,0,1
"1322",1322,41,0,3,-7.5599,0,1
"1323",1323,41,1,2,-1.5599,0,1
"1324",1324,41,0,2,11.44,0,1
"1325",1325,41,1,3,-2.5599,0,1
"1326",1326,41,1,1,-3.5599,0,1
"1327",1327,41,0,1,-12.559,0,1
"1328",1328,41,1,3,-0.5599,0,1
"1329",1329,41,0,2,-5.5599,0,1
"1330",1330,41,0,3,-1.5599,0,1
"1331",1331,41,1,2,5.44,0,1
"1332",1332,41,0,2,-6.5599,0,1
"1333",1333,41,1,4,8.44,0,1
"1334",1334,41,1,2,-9.5599,0,1
"1335",1335,42,0,2,-7.5599,1,1
"1336",1336,42,1,2,-2.5599,1,1
"1337",1337,42,0,1,-13.559,1,1
"1338",1338,42,0,2,0.44,1,1
"1339",1339,42,0,2,-0.5599,1,1
"1340",1340,42,0,1,-10.56,0,1
"1341",1341,42,1,3,9.44,0,1
"1342",1342,42,1,4,11.44,0,1
"1343",1343,42,1,2,1.44,0,1
"1344",1344,42,1,4,16.44,0,1
"1345",1345,42,1,2,-1.5599,0,1
"1346",1346,43,0,1,1.44,1,1
"1347",1347,43,1,1,-6.5599,1,1
"1348",1348,43,1,2,-0.5599,1,1
"1349",1349,43,0,3,3.44,1,1
"1350",1350,43,0,4,0.44,1,1
"1351",1351,43,1,3,5.44,1,1
"1352",1352,43,0,1,6.44,1,1
"1353",1353,43,1,3,2.44,1,1
"1354",1354,43,1,3,-2.5599,1,1
"1355",1355,43,0,2,-0.5599,1,1
"1356",1356,43,1,1,-11.559,1,1
"1357",1357,43,0,4,17.44,1,1
"1358",1358,43,1,2,2.44,1,1
"1359",1359,43,0,3,-8.5599,1,1
"1360",1360,43,1,2,-0.5599,1,1
"1361",1361,43,1,4,11.44,1,1
"1362",1362,43,1,1,-12.559,1,1
"1363",1363,43,1,2,0.44,0,1
"1364",1364,43,1,2,-3.5599,0,1
"1365",1365,43,0,1,0.44,0,1
"1366",1366,43,0,1,-13.56,0,1
