"","crosstype","yearcross","flat","row","posi","varb","resp","id","root"
"288.lds3","Wi","2000","2","13",-0.315,"lds3",1,288,1
"289.lds3","Wi","2000","3","11",-0.295,"lds3",1,289,1
"290.lds3","Wr","2000","3","10",-0.344999999999999,"lds3",1,290,1
"291.lds3","Wr","2000","1","12",-0.174999999999999,"lds3",1,291,1
"292.lds3","Wr","2000","1","13",-0.135,"lds3",1,292,1
"293.lds3","Br","2000","1","12",-0.0949999999999989,"lds3",1,293,1
"294.lds3","Br","2000","1","13",0.345000000000001,"lds3",1,294,1
"295.lds3","Br","2000","1","12",-0.0399999999999991,"lds3",1,295,1
"296.lds3","Br","2000","1","13",-0.35,"lds3",1,296,1
"297.lds3","Wi","2000","3","13",-0.305,"lds3",1,297,1
"298.lds3","Wi","2000","2","0",0,"lds3",0,298,1
"299.lds3","Wi","2000","1","11",-0.0749999999999993,"lds3",1,299,1
"300.lds3","Br","2000","1","11",0.25,"lds3",1,300,1
"301.lds3","Wi","2000","1","12",0.315000000000001,"lds3",1,301,1
"302.lds3","Wi","2000","2","10",-0.104999999999999,"lds3",1,302,1
"303.lds3","Wi","2000","1","0",0,"lds3",0,303,1
"304.lds3","Wi","2000","3","11",0.0300000000000011,"lds3",1,304,1
"305.lds3","Wi","2000","2","10",-0.184999999999999,"lds3",1,305,1
"306.lds3","Wi","2000","2","10",0.215,"lds3",1,306,1
"307.lds3","Wi","2000","1","12",-0.215,"lds3",1,307,1
"308.lds3","Wi","2000","3","11",-0.279999999999999,"lds3",1,308,1
"309.lds3","Wi","2000","2","12",0.0150000000000006,"lds3",1,309,1
"310.lds3","Br","2000","3","0",0,"lds3",0,310,1
"311.lds3","Br","2000","1","11",-0.205,"lds3",1,311,1
"312.lds3","Br","2000","3","11",0.295,"lds3",1,312,1
"313.lds3","Wi","2000","3","12",0.295,"lds3",1,313,1
"314.lds3","Wi","2000","3","12",-0.0599999999999987,"lds3",1,314,1
"315.lds3","Br","2000","2","0",0,"lds3",0,315,1
"316.lds3","Br","2000","1","12",-0.0800000000000001,"lds3",1,316,1
"317.lds3","Wr","2000","1","12",0.345000000000001,"lds3",1,317,1
"318.lds3","Wr","2000","3","0",0,"lds3",0,318,1
"319.lds3","Wr","2000","1","11",0.140000000000001,"lds3",1,319,1
"320.lds3","Wr","2000","3","10",0.0449999999999999,"lds3",1,320,1
"321.lds3","Wr","2000","3","11",-0.0449999999999999,"lds3",1,321,1
"322.lds3","Wr","2000","2","13",-0.00499999999999901,"lds3",1,322,1
"323.lds3","Wr","2000","3","10",-0.35,"lds3",1,323,1
"324.lds3","Wr","2000","2","11",-0.35,"lds3",1,324,1
"325.lds3","Wr","2000","2","12",-0.0350000000000001,"lds3",1,325,1
"326.lds3","Br","2000","3","12",0.0800000000000001,"lds3",1,326,1
"327.lds3","Br","2000","2","10",0.0250000000000004,"lds3",1,327,1
"328.lds3","Br","2000","2","13",0.17,"lds3",1,328,1
"329.lds3","Br","2000","3","12",0.210000000000001,"lds3",1,329,1
"330.lds3","Br","2000","1","11",0.225000000000001,"lds3",1,330,1
"331.lds3","Br","2000","1","12",-0.295,"lds3",1,331,1
"332.lds3","Br","2000","1","13",-0.17,"lds3",1,332,1
"333.lds3","Br","2000","2","12",-0.0499999999999989,"lds3",1,333,1
"334.lds3","Br","2000","3","10",-0.319999999999999,"lds3",1,334,1
"335.lds3","Br","2000","1","11",0.32,"lds3",1,335,1
"336.lds3","Br","2000","2","12",0.0950000000000006,"lds3",1,336,1
"337.lds3","Br","2000","1","10",0.115,"lds3",1,337,1
"338.lds3","Br","2000","2","0",0,"lds3",0,338,1
"339.lds3","Br","2000","2","12",0.16,"lds3",1,339,1
"340.lds3","Br","2000","3","12",0.145000000000001,"lds3",1,340,1
"341.lds3","Wr","2000","2","13",0.195,"lds3",1,341,1
"342.lds3","Wr","2000","1","11",0.205,"lds3",1,342,1
"343.lds3","Wr","2000","2","10",0.0350000000000001,"lds3",1,343,1
"344.lds3","Wr","2000","2","12",0.255000000000001,"lds3",1,344,1
"345.lds3","Br","2000","3","12",0.0100000000000016,"lds3",1,345,1
"346.lds3","Br","2000","2","11",-0.0549999999999997,"lds3",1,346,1
"347.lds3","Br","2000","1","13",-0.0350000000000001,"lds3",1,347,1
"348.lds3","Br","2000","1","10",0.305000000000001,"lds3",1,348,1
"349.lds3","Wr","2000","3","12",0.25,"lds3",1,349,1
"350.lds3","Wr","2000","3","0",0,"lds3",0,350,1
"351.lds3","Wr","2000","3","11",-0.129999999999999,"lds3",1,351,1
"352.lds3","Wr","2000","2","10",-0.164999999999999,"lds3",1,352,1
"353.lds3","Wr","2000","3","10",0.00500000000000078,"lds3",1,353,1
"354.lds3","Br","2000","1","0",0,"lds3",0,354,1
"355.lds3","Br","2000","2","0",0,"lds3",0,355,1
"356.lds3","Wr","2000","1","13",0.0650000000000013,"lds3",1,356,1
"357.lds3","Wr","2000","1","11",-0.145,"lds3",1,357,1
"358.lds3","Br","2000","2","11",0.335000000000001,"lds3",1,358,1
"359.lds3","Br","2000","2","13",0.100000000000001,"lds3",1,359,1
"360.lds3","Br","2000","3","13",0.180000000000001,"lds3",1,360,1
"361.lds3","Br","2000","2","13",0.130000000000001,"lds3",1,361,1
"362.lds3","Br","2000","1","10",0.165000000000001,"lds3",1,362,1
"363.lds3","Br","2000","2","13",0.350000000000001,"lds3",1,363,1
"364.lds3","Br","2000","1","11",-0.0199999999999996,"lds3",1,364,1
"365.lds3","Br","2000","3","11",0.305000000000001,"lds3",1,365,1
"366.lds3","Br","2000","3","13",-0.125,"lds3",1,366,1
"367.lds3","Br","2000","2","13",-0.0649999999999995,"lds3",1,367,1
"368.lds3","Br","2000","2","10",-0.18,"lds3",1,368,1
"369.lds3","Br","2000","3","10",-0.225,"lds3",1,369,1
"370.lds3","Br","2000","3","11",-0.254999999999999,"lds3",1,370,1
"371.lds3","Wi","2000","1","12",0.235000000000001,"lds3",1,371,1
"372.lds3","Wi","2000","1","12",0.280000000000001,"lds3",1,372,1
"373.lds3","Wi","2000","3","13",-0.164999999999999,"lds3",1,373,1
"374.lds3","Wi","2000","3","10",-0.0350000000000001,"lds3",1,374,1
"375.lds3","Wi","2000","1","13",0.260000000000002,"lds3",1,375,1
"376.lds3","Wi","2000","2","11",-0.27,"lds3",1,376,1
"377.lds3","Wi","2000","3","11",0.0449999999999999,"lds3",1,377,1
"378.lds3","Br","2000","2","13",-0.209999999999999,"lds3",1,378,1
"379.lds3","Br","2000","2","10",0.225000000000001,"lds3",1,379,1
"380.lds3","Wi","2000","1","13",0.235000000000001,"lds3",1,380,1
"381.lds3","Wi","2000","3","10",-0.295,"lds3",1,381,1
"382.lds3","Wi","2000","2","11",-0.0849999999999991,"lds3",1,382,1
"383.lds3","Br","2000","1","0",0,"lds3",0,383,1
"384.lds3","Br","2000","2","0",0,"lds3",0,384,1
"385.lds3","Br","2000","1","13",0.0600000000000005,"lds3",1,385,1
"386.lds3","Br","2000","1","13",0.0350000000000001,"lds3",1,386,1
"387.lds3","Br","2000","2","10",-0.139999999999999,"lds3",1,387,1
"388.lds3","Wi","2000","2","12",0.155000000000001,"lds3",1,388,1
"389.lds3","Br","2000","1","12",0.165000000000001,"lds3",1,389,1
"390.lds3","Wi","2000","1","0",0,"lds3",0,390,1
"391.lds3","Wi","2000","3","10",0.31,"lds3",1,391,1
"392.lds3","Wi","2000","2","12",-0.27,"lds3",1,392,1
"393.lds3","Wi","2000","2","0",0,"lds3",0,393,1
"394.lds3","Br","2000","1","10",-0.114999999999998,"lds3",1,394,1
"395.lds3","Br","2000","2","11",0.290000000000001,"lds3",1,395,1
"396.lds3","Br","2000","3","10",-0.229999999999999,"lds3",1,396,1
"397.lds3","Br","2000","2","10",-0.0149999999999988,"lds3",1,397,1
"398.lds3","Br","2000","1","11",0.0950000000000006,"lds3",1,398,1
"399.lds3","Br","2000","2","11",-0.00999999999999979,"lds3",1,399,1
"400.lds3","Br","2000","1","13",0.325000000000001,"lds3",1,400,1
"401.lds3","Br","2000","2","12",-0.139999999999999,"lds3",1,401,1
"402.lds3","Br","2000","2","0",0,"lds3",0,402,1
"403.lds3","Br","2000","2","10",-0.129999999999999,"lds3",1,403,1
"404.lds3","Br","2000","1","11",0.17,"lds3",1,404,1
"405.lds3","Br","2000","2","10",-0.289999999999999,"lds3",1,405,1
"406.lds3","Br","2000","2","11",0.155000000000001,"lds3",1,406,1
"407.lds3","Br","2000","2","10",-0.205,"lds3",1,407,1
"408.lds3","Br","2000","1","10",-0.0249999999999986,"lds3",1,408,1
"409.lds3","Br","2000","1","11",-0.0299999999999994,"lds3",1,409,1
"410.lds3","Br","2000","2","13",-0.0949999999999989,"lds3",1,410,1
"411.lds3","Br","2000","1","12",0.0899999999999999,"lds3",1,411,1
"412.lds3","Br","2000","2","13",-0.215,"lds3",1,412,1
"413.lds3","Br","2000","3","13",-0.279999999999999,"lds3",1,413,1
"414.lds3","Wi","2000","2","13",0.135000000000002,"lds3",1,414,1
"415.lds3","Wi","2000","1","10",0.285,"lds3",1,415,1
"416.lds3","Wi","2000","3","11",-0.149999999999999,"lds3",1,416,1
"417.lds3","Wi","2000","3","0",0,"lds3",0,417,1
"418.lds3","Wi","2000","3","13",0.185,"lds3",1,418,1
"419.lds3","Wr","1999","1","12",-0.0149999999999988,"lds3",1,419,1
"420.lds3","Wr","1999","3","11",0.145000000000001,"lds3",1,420,1
"421.lds3","Wr","1999","1","10",-0.299999999999999,"lds3",1,421,1
"422.lds3","Wr","1999","3","11",-0.0499999999999989,"lds3",1,422,1
"423.lds3","Wr","1999","1","12",0.33,"lds3",1,423,1
"424.lds3","Wr","1999","3","12",0.270000000000001,"lds3",1,424,1
"425.lds3","Wr","1999","3","11",-0.334999999999999,"lds3",1,425,1
"426.lds3","Wr","1999","2","13",0.0800000000000001,"lds3",1,426,1
"427.lds3","Wr","1999","2","11",0.200000000000001,"lds3",1,427,1
"428.lds3","Wr","1999","3","11",0.0350000000000001,"lds3",1,428,1
"429.lds3","Wr","1999","2","10",0.15,"lds3",1,429,1
"430.lds3","Wr","1999","2","12",-0.0999999999999996,"lds3",1,430,1
"431.lds3","Wr","1999","3","12",-0.154999999999999,"lds3",1,431,1
"432.lds3","Wr","1999","2","11",0.135000000000002,"lds3",1,432,1
"433.lds3","Br","1999","3","11",0.110000000000001,"lds3",1,433,1
"434.lds3","Br","1999","3","10",-0.0699999999999985,"lds3",1,434,1
"435.lds3","Br","1999","2","10",-0.0949999999999989,"lds3",1,435,1
"436.lds3","Br","1999","2","10",0.0500000000000007,"lds3",1,436,1
"437.lds3","Wr","1999","3","13",0.140000000000001,"lds3",1,437,1
"438.lds3","Br","1999","2","13",0.275,"lds3",1,438,1
"439.lds3","Wr","1999","2","13",-0.0299999999999994,"lds3",1,439,1
"440.lds3","Wr","1999","3","13",0.305000000000001,"lds3",1,440,1
"441.lds3","Wr","1999","2","13",-0.0999999999999996,"lds3",1,441,1
"442.lds3","Wr","1999","1","12",0.325000000000001,"lds3",1,442,1
"443.lds3","Wr","1999","3","12",-0.199999999999999,"lds3",1,443,1
"444.lds3","Wr","1999","3","12",0.0350000000000001,"lds3",1,444,1
"445.lds3","Wr","1999","2","12",0.305000000000001,"lds3",1,445,1
"446.lds3","Wr","1999","2","0",0,"lds3",0,446,1
"447.lds3","Wr","1999","1","12",-0.26,"lds3",1,447,1
"448.lds3","Br","1999","3","13",-0.00999999999999979,"lds3",1,448,1
"449.lds3","Br","1999","1","10",0.255000000000001,"lds3",1,449,1
"450.lds3","Br","1999","1","10",-0.239999999999998,"lds3",1,450,1
"451.lds3","Br","1999","2","11",0.0800000000000001,"lds3",1,451,1
"452.lds3","Br","1999","1","13",-0.25,"lds3",1,452,1
"453.lds3","Br","1999","3","11",-0.18,"lds3",1,453,1
"454.lds3","Br","1999","1","12",-0.104999999999999,"lds3",1,454,1
"455.lds3","Br","1999","3","12",0.190000000000001,"lds3",1,455,1
"456.lds3","Br","1999","2","12",0.110000000000001,"lds3",1,456,1
"457.lds3","Br","1999","2","10",-0.25,"lds3",1,457,1
"458.lds3","Wr","1999","2","12",-0.239999999999998,"lds3",1,458,1
"459.lds3","Wr","1999","1","12",-0.274999999999999,"lds3",1,459,1
"460.lds3","Wr","1999","1","12",0.140000000000001,"lds3",1,460,1
"461.lds3","Br","1999","1","13",-0.33,"lds3",1,461,1
"462.lds3","Br","1999","1","11",-0.25,"lds3",1,462,1
"463.lds3","Br","1999","2","11",-0.229999999999999,"lds3",1,463,1
"464.lds3","Br","1999","1","12",-0.285,"lds3",1,464,1
"465.lds3","Br","1999","2","12",0.0500000000000007,"lds3",1,465,1
"466.lds3","Br","1999","3","11",0.0400000000000009,"lds3",1,466,1
"467.lds3","Br","1999","2","12",-0.305,"lds3",1,467,1
"468.lds3","Br","1999","3","12",0.260000000000002,"lds3",1,468,1
"469.lds3","Br","1999","3","10",-0.149999999999999,"lds3",1,469,1
"470.lds3","Br","1999","3","11",-0.33,"lds3",1,470,1
"471.lds3","Br","1999","3","10",0.120000000000001,"lds3",1,471,1
"472.lds3","Br","1999","3","12",-0.0649999999999995,"lds3",1,472,1
"473.lds3","Br","1999","1","13",-0.344999999999999,"lds3",1,473,1
"474.lds3","Br","1999","3","13",-0.285,"lds3",1,474,1
"475.lds3","Br","1999","2","13",0.300000000000001,"lds3",1,475,1
"476.lds3","Br","1999","3","11",0.245000000000001,"lds3",1,476,1
"477.lds3","Br","1999","1","10",0.125,"lds3",1,477,1
"478.lds3","Br","1999","3","10",-0.19,"lds3",1,478,1
"479.lds3","Br","1999","1","10",-0.219999999999999,"lds3",1,479,1
"480.lds3","Br","1999","1","10",0.300000000000001,"lds3",1,480,1
"481.lds3","Br","1999","2","10",0.0550000000000015,"lds3",1,481,1
"482.lds3","Br","1999","1","10",0.145000000000001,"lds3",1,482,1
"483.lds3","Br","1999","3","13",-0.34,"lds3",1,483,1
"484.lds3","Br","1999","2","13",0.290000000000001,"lds3",1,484,1
"485.lds3","Br","1999","2","13",-0.274999999999999,"lds3",1,485,1
"486.lds3","Br","1999","2","10",-0.264999999999999,"lds3",1,486,1
"487.lds3","Br","1999","1","11",-0.0649999999999995,"lds3",1,487,1
"488.lds3","Br","1999","1","13",0.225000000000001,"lds3",1,488,1
"489.lds3","Br","1999","3","10",-0.26,"lds3",1,489,1
"490.lds3","Br","1999","3","10",0.135000000000002,"lds3",1,490,1
"491.lds3","Br","1999","3","11",0.190000000000001,"lds3",1,491,1
"492.lds3","Br","1999","1","11",-0.289999999999999,"lds3",1,492,1
"493.lds3","Br","1999","3","12",-0.19,"lds3",1,493,1
"494.lds3","Br","1999","2","12",-0.254999999999999,"lds3",1,494,1
"495.lds3","Br","1999","3","13",-0.0249999999999986,"lds3",1,495,1
"496.lds3","Br","1999","3","13",0.175000000000001,"lds3",1,496,1
"497.lds3","Br","1999","1","12",0.175000000000001,"lds3",1,497,1
"498.lds3","Wr","1999","1","12",0.195,"lds3",1,498,1
"499.lds3","Wr","1999","3","10",-0.174999999999999,"lds3",1,499,1
"500.lds3","Wr","1999","3","12",-0.0699999999999985,"lds3",1,500,1
"501.lds3","Br","1999","1","11",0.285,"lds3",1,501,1
"502.lds3","Br","1999","3","13",0.31,"lds3",1,502,1
"503.lds3","Br","1999","3","11",0.125,"lds3",1,503,1
"504.lds3","Br","1999","3","10",-0.33,"lds3",1,504,1
"505.lds3","Br","1999","3","13",-0.199999999999999,"lds3",1,505,1
"506.lds3","Br","1999","1","10",-0.0899999999999999,"lds3",1,506,1
"507.lds3","Br","1999","1","12",-0.319999999999999,"lds3",1,507,1
"508.lds3","Br","1999","3","12",-0.315,"lds3",1,508,1
"509.lds3","Br","1999","1","13",-0.0899999999999999,"lds3",1,509,1
"510.lds3","Br","1999","1","13",-0.0699999999999985,"lds3",1,510,1
"511.lds3","Br","1999","1","10",-0.109999999999999,"lds3",1,511,1
"512.lds3","Br","1999","3","10",0.0600000000000005,"lds3",1,512,1
"513.lds3","Br","1999","3","10",0.175000000000001,"lds3",1,513,1
"514.lds3","Br","1999","3","12",-0.209999999999999,"lds3",1,514,1
"515.lds3","Br","1999","3","11",0.0750000000000011,"lds3",1,515,1
"516.lds3","Br","1999","1","11",-0.0350000000000001,"lds3",1,516,1
"517.lds3","Br","1999","1","11",-0.215,"lds3",1,517,1
"518.lds3","Br","1999","1","11",-0.234999999999999,"lds3",1,518,1
"519.lds3","Br","1999","2","10",-0.244999999999999,"lds3",1,519,1
"520.lds3","Br","1999","1","10",-0.34,"lds3",1,520,1
"521.lds3","Br","1999","3","10",0.0750000000000011,"lds3",1,521,1
"522.lds3","Wr","1999","2","10",0.270000000000001,"lds3",1,522,1
"523.lds3","Wr","1999","3","10",-0.209999999999999,"lds3",1,523,1
"524.lds3","Wr","1999","3","11",-0.264999999999999,"lds3",1,524,1
"525.lds3","Wr","1999","3","13",0.32,"lds3",1,525,1
"526.lds3","Br","1999","1","13",-0.299999999999999,"lds3",1,526,1
"527.lds3","Br","1999","3","12",-0.219999999999999,"lds3",1,527,1
"528.lds3","Br","1999","2","13",0.0550000000000015,"lds3",1,528,1
"529.lds3","Br","1999","2","0",0,"lds3",0,529,1
"530.lds3","Br","1999","1","12",0.0550000000000015,"lds3",1,530,1
"531.lds3","Br","1999","2","12",0.0250000000000004,"lds3",1,531,1
"532.lds3","Br","1999","3","11",0.275,"lds3",1,532,1
"533.lds3","Br","1999","1","11",-0.154999999999999,"lds3",1,533,1
"534.lds3","Br","1999","2","11",-0.26,"lds3",1,534,1
"535.lds3","Br","1999","3","12",-0.135,"lds3",1,535,1
"536.lds3","Br","1999","3","10",-0.234999999999999,"lds3",1,536,1
"537.lds3","Wi","1999","2","11",-0.125,"lds3",1,537,1
"538.lds3","Wi","1999","3","0",0,"lds3",0,538,1
"539.lds3","Wi","1999","2","13",0.245000000000001,"lds3",1,539,1
"540.lds3","Wi","1999","3","0",0,"lds3",0,540,1
"541.lds3","Wr","1999","2","11",-0.194999999999999,"lds3",1,541,1
"542.lds3","Wr","1999","2","12",0.220000000000001,"lds3",1,542,1
"543.lds3","Wr","1999","3","11",-0.199999999999999,"lds3",1,543,1
"544.lds3","Wr","1999","3","11",-0.00499999999999901,"lds3",1,544,1
"545.lds3","Br","1999","3","13",-0.104999999999999,"lds3",1,545,1
"546.lds3","Br","1999","2","12",0.125,"lds3",1,546,1
"547.lds3","Br","1999","3","11",0.105,"lds3",1,547,1
"548.lds3","Br","1999","1","11",0.0100000000000016,"lds3",1,548,1
"549.lds3","Br","1999","3","13",0.0850000000000009,"lds3",1,549,1
"550.lds3","Br","1999","1","13",0.315000000000001,"lds3",1,550,1
"551.lds3","Br","1999","2","13",0.33,"lds3",1,551,1
"552.lds3","Br","1999","1","10",-0.0749999999999993,"lds3",1,552,1
"553.lds3","Wr","1999","2","11",-0.344999999999999,"lds3",1,553,1
"554.lds3","Wi","1999","1","13",-0.334999999999999,"lds3",1,554,1
"555.lds3","Wi","1999","2","0",0,"lds3",0,555,1
"556.lds3","Wi","1999","3","11",0.24,"lds3",1,556,1
"557.lds3","Wi","1999","3","10",0.0300000000000011,"lds3",1,557,1
"1.ld01","Wr","2000","3","11",-0.324999999999999,"ld01",1,1,1
"2.ld01","Wr","2000","1","12",-0.344999999999999,"ld01",1,2,1
"3.ld01","Wr","2000","2","10",-0.154999999999999,"ld01",1,3,1
"4.ld01","Wr","2000","3","12",0.275,"ld01",1,4,1
"5.ld01","Br","2000","1","11",0.0250000000000004,"ld01",1,5,1
"6.ld01","Br","2000","1","12",0.120000000000001,"ld01",1,6,1
"7.ld01","Br","2000","2","10",0.205,"ld01",1,7,1
"8.ld01","Br","2000","2","12",-0.194999999999999,"ld01",1,8,1
"9.ld01","Br","2000","2","13",-0.324999999999999,"ld01",1,9,1
"10.ld01","Br","2000","3","13",-0.129999999999999,"ld01",1,10,1
"11.ld01","Br","2000","3","13",-0.145,"ld01",1,11,1
"12.ld01","Br","2000","1","11",-0.299999999999999,"ld01",1,12,1
"13.ld01","Br","2000","2","12",-0.25,"ld01",1,13,1
"14.ld01","Br","2000","1","11",-0.114999999999998,"ld01",1,14,1
"15.ld01","Br","2000","3","12",0.100000000000001,"ld01",1,15,1
"16.ld01","Br","2000","2","0",0,"ld01",0,16,1
"17.ld01","Br","2000","2","11",-0.315,"ld01",1,17,1
"18.ld01","Br","2000","3","13",0.0150000000000006,"ld01",1,18,1
"19.ld01","Br","2000","1","11",-0.274999999999999,"ld01",1,19,1
"20.ld01","Br","2000","3","10",0.23,"ld01",1,20,1
"21.ld01","Wi","2000","2","13",0.34,"ld01",1,21,1
"22.ld01","Wi","2000","1","12",0.105,"ld01",1,22,1
"23.ld01","Wi","2000","1","10",-0.285,"ld01",1,23,1
"24.ld01","Wi","2000","3","10",0.265000000000001,"ld01",1,24,1
"25.ld01","Wi","2000","1","12",0.335000000000001,"ld01",1,25,1
"26.ld01","Wi","2000","2","13",0.360000000000001,"ld01",1,26,1
"27.ld01","Wi","2000","1","10",-0.0599999999999987,"ld01",1,27,1
"28.ld01","Wi","2000","1","12",-0.129999999999999,"ld01",1,28,1
"29.ld01","Wi","2000","2","13",0.365,"ld01",1,29,1
"30.ld01","Wi","2000","2","11",-0.0249999999999986,"ld01",1,30,1
"31.ld01","Wi","2000","1","10",0.0950000000000006,"ld01",1,31,1
"32.ld01","Wi","2000","3","12",0.0850000000000009,"ld01",1,32,1
"33.ld01","Br","2000","3","10",-0.119999999999999,"ld01",1,33,1
"34.ld01","Br","2000","1","10",0.220000000000001,"ld01",1,34,1
"35.ld01","Br","2000","2","10",0,"ld01",1,35,1
"36.ld01","Br","2000","2","13",0.155000000000001,"ld01",1,36,1
"37.ld01","Br","2000","3","13",-0.119999999999999,"ld01",1,37,1
"38.ld01","Wi","2000","1","10",-0.135,"ld01",1,38,1
"39.ld01","Wi","2000","1","11",-0.34,"ld01",0,39,1
"40.ld01","Wi","2000","1","10",-0.0549999999999997,"ld01",1,40,1
"41.ld01","Wi","2000","1","12",0.265000000000001,"ld01",1,41,1
"42.ld01","Br","2000","3","11",0.0600000000000005,"ld01",1,42,1
"43.ld01","Br","2000","2","10",0.105,"ld01",1,43,1
"44.ld01","Br","2000","1","10",-0.0649999999999995,"ld01",1,44,1
"45.ld01","Br","2000","3","12",-0.35,"ld01",1,45,1
"46.ld01","Wr","2000","1","12",0.285,"ld01",1,46,1
"47.ld01","Wr","2000","1","13",0.115,"ld01",1,47,1
"48.ld01","Wr","2000","1","13",-0.194999999999999,"ld01",1,48,1
"49.ld01","Wr","2000","1","13",0.15,"ld01",1,49,1
"50.ld01","Wr","2000","3","0",0,"ld01",0,50,1
"51.ld01","Br","2000","1","12",-0.324999999999999,"ld01",1,51,1
"52.ld01","Br","2000","2","10",0.17,"ld01",1,52,1
"53.ld01","Br","2000","2","13",0.00500000000000078,"ld01",1,53,1
"54.ld01","Br","2000","2","0",0,"ld01",0,54,1
"55.ld01","Wi","2000","2","12",0.34,"ld01",1,55,1
"56.ld01","Wi","2000","1","13",0.335000000000001,"ld01",1,56,1
"57.ld01","Wi","2000","2","11",0.195,"ld01",0,57,1
"58.ld01","Wi","2000","2","0",0,"ld01",0,58,1
"59.ld01","Wi","2000","2","11",-0.0899999999999999,"ld01",1,59,1
"60.ld01","Wi","2000","3","11",0.100000000000001,"ld01",1,60,1
"61.ld01","Wi","2000","1","11",-0.0999999999999996,"ld01",1,61,1
"62.ld01","Wi","2000","1","0",0,"ld01",0,62,1
"63.ld01","Wi","2000","1","11",-0.135,"ld01",1,63,1
"64.ld01","Wi","2000","2","13",-0.289999999999999,"ld01",1,64,1
"65.ld01","Wi","2000","3","10",0.195,"ld01",1,65,1
"66.ld01","Br","2000","2","11",0,"ld01",1,66,1
"67.ld01","Br","2000","2","0",0,"ld01",0,67,1
"68.ld01","Br","2000","3","12",0.115,"ld01",1,68,1
"69.ld01","Wi","2000","1","11",-0.109999999999999,"ld01",1,69,1
"70.ld01","Wi","2000","2","11",-0.209999999999999,"ld01",1,70,1
"71.ld01","Wi","2000","1","0",0,"ld01",0,71,1
"72.ld01","Wi","2000","1","10",0.155000000000001,"ld01",1,72,1
"73.ld01","Wi","2000","2","0",0,"ld01",0,73,1
"74.ld01","Wi","2000","1","0",0,"ld01",0,74,1
"75.ld01","Br","2000","2","10",0.100000000000001,"ld01",1,75,1
"76.ld01","Br","2000","2","10",-0.324999999999999,"ld01",1,76,1
"77.ld01","Br","2000","2","11",0.00500000000000078,"ld01",1,77,1
"78.ld01","Br","2000","1","13",-0.0499999999999989,"ld01",1,78,1
"79.ld01","Br","2000","3","12",0.0600000000000005,"ld01",1,79,1
"80.ld01","Br","2000","3","11",-0.174999999999999,"ld01",1,80,1
"81.ld01","Wr","2000","3","12",-0.229999999999999,"ld01",1,81,1
"82.ld01","Wr","2000","2","13",-0.18,"ld01",1,82,1
"83.ld01","Wr","2000","1","12",0.185,"ld01",0,83,1
"84.ld01","Wr","2000","1","0",0,"ld01",0,84,1
"85.ld01","Wr","2000","1","11",0.0500000000000007,"ld01",1,85,1
"86.ld01","Br","2000","2","12",-0.0899999999999999,"ld01",1,86,1
"87.ld01","Br","2000","2","0",0,"ld01",0,87,1
"88.ld01","Br","2000","1","13",-0.0149999999999988,"ld01",1,88,1
"89.ld01","Br","2000","2","13",-0.219999999999999,"ld01",1,89,1
"90.ld01","Wi","2000","2","12",-0.289999999999999,"ld01",1,90,1
"91.ld01","Wi","2000","2","0",0,"ld01",0,91,1
"92.ld01","Br","2000","1","13",0.105,"ld01",1,92,1
"93.ld01","Br","2000","1","13",0.0300000000000011,"ld01",1,93,1
"94.ld01","Br","2000","2","10",-0.315,"ld01",1,94,1
"95.ld01","Wi","2000","1","0",0,"ld01",0,95,1
"96.ld01","Wr","2000","1","13",-0.139999999999999,"ld01",0,96,1
"97.ld01","Br","2000","3","13",-0.0549999999999997,"ld01",1,97,1
"98.ld01","Br","2000","1","11",0.15,"ld01",1,98,1
"99.ld01","Br","2000","2","10",-0.215,"ld01",1,99,1
"100.ld01","Br","2000","3","13",-0.309999999999999,"ld01",1,100,1
"101.ld01","Br","2000","2","10",0.0800000000000001,"ld01",1,101,1
"102.ld01","Br","2000","1","10",0.25,"ld01",1,102,1
"103.ld01","Br","2000","2","12",0.0300000000000011,"ld01",1,103,1
"104.ld01","Wi","2000","1","12",0.290000000000001,"ld01",1,104,1
"105.ld01","Wi","2000","3","13",0.0449999999999999,"ld01",1,105,1
"106.ld01","Wi","2000","1","0",0,"ld01",0,106,1
"107.ld01","Wi","2000","1","12",-0.00999999999999979,"ld01",1,107,1
"108.ld01","Wi","2000","3","13",0.0899999999999999,"ld01",1,108,1
"109.ld01","Wi","2000","3","10",0.0100000000000016,"ld01",1,109,1
"110.ld01","Wi","2000","1","11",0.315000000000001,"ld01",1,110,1
"111.ld01","Wi","2000","2","13",-0.26,"ld01",1,111,1
"112.ld01","Wi","2000","3","11",-0.225,"ld01",1,112,1
"113.ld01","Wi","2000","2","11",-0.139999999999999,"ld01",0,113,1
"114.ld01","Wi","2000","1","0",0,"ld01",0,114,1
"115.ld01","Wi","2000","2","0",0,"ld01",0,115,1
"116.ld01","Wi","2000","3","10",0.0850000000000009,"ld01",1,116,1
"117.ld01","Wi","2000","2","0",0,"ld01",0,117,1
"118.ld01","Br","2000","1","11",0.130000000000001,"ld01",1,118,1
"119.ld01","Br","2000","1","11",-0.244999999999999,"ld01",1,119,1
"120.ld01","Br","2000","3","12",-0.234999999999999,"ld01",1,120,1
"121.ld01","Br","2000","3","12",-0.0849999999999991,"ld01",1,121,1
"122.ld01","Wi","2000","3","11",0.31,"ld01",1,122,1
"123.ld01","Br","2000","3","11",0.120000000000001,"ld01",1,123,1
