"","Site","Block","Region","Pop","varb","resp","id","root","varbFlowering","varbFlowers","fit"
"35.Flowers","Riverside","2","N","SEARANCH","Flowers",0,35,1,0,1,0
"36.Flowers","Riverside","3","N","SEARANCH","Flowers",201,36,1,0,1,0
"37.Flowers","Riverside","3","N","SEARANCH","Flowers",1409,37,1,0,1,0
"38.Flowers","Riverside","3","N","SEARANCH","Flowers",0,38,1,0,1,0
"39.Flowers","Riverside","3","N","SEARANCH","Flowers",862,39,1,0,1,0
"40.Flowers","Riverside","3","N","SEARANCH","Flowers",0,40,1,0,1,0
"41.Flowers","Riverside","4","N","SEARANCH","Flowers",2352,41,1,0,1,0
"42.Flowers","Riverside","4","N","SEARANCH","Flowers",507,42,1,0,1,0
"43.Flowers","Riverside","4","N","SEARANCH","Flowers",0,43,1,0,1,0
"44.Flowers","Riverside","4","N","SEARANCH","Flowers",132,44,1,0,1,0
"45.Flowers","Riverside","4","N","SEARANCH","Flowers",265,45,1,0,1,0
"46.Flowers","Riverside","5","N","SEARANCH","Flowers",2233,46,1,0,1,0
"47.Flowers","Riverside","5","N","SEARANCH","Flowers",762,47,1,0,1,0
"48.Flowers","Riverside","5","N","SEARANCH","Flowers",353,48,1,0,1,0
"49.Flowers","Riverside","5","N","SEARANCH","Flowers",1064,49,1,0,1,0
"50.Flowers","Riverside","5","N","SEARANCH","Flowers",44,50,1,0,1,0
"51.Flowers","Riverside","1","N","STYSITE","Flowers",0,51,1,0,1,0
"52.Flowers","Riverside","1","N","STYSITE","Flowers",0,52,1,0,1,0
"53.Flowers","Riverside","1","N","STYSITE","Flowers",13,53,1,0,1,0
"54.Flowers","Riverside","1","N","STYSITE","Flowers",0,54,1,0,1,0
"55.Flowers","Riverside","2","N","STYSITE","Flowers",114,55,1,0,1,0
"56.Flowers","Riverside","2","N","STYSITE","Flowers",519,56,1,0,1,0
"57.Flowers","Riverside","2","N","STYSITE","Flowers",0,57,1,0,1,0
"58.Flowers","Riverside","2","N","STYSITE","Flowers",139,58,1,0,1,0
"59.Flowers","Riverside","2","N","STYSITE","Flowers",0,59,1,0,1,0
"60.Flowers","Riverside","3","N","STYSITE","Flowers",863,60,1,0,1,0
"61.Flowers","Riverside","3","N","STYSITE","Flowers",0,61,1,0,1,0
"62.Flowers","Riverside","3","N","STYSITE","Flowers",636,62,1,0,1,0
"63.Flowers","Riverside","3","N","STYSITE","Flowers",754,63,1,0,1,0
"64.Flowers","Riverside","4","N","STYSITE","Flowers",0,64,1,0,1,0
"65.Flowers","Riverside","4","N","STYSITE","Flowers",1608,65,1,0,1,0
"66.Flowers","Riverside","4","N","STYSITE","Flowers",1740,66,1,0,1,0
"67.Flowers","Riverside","4","N","STYSITE","Flowers",0,67,1,0,1,0
"68.Flowers","Riverside","4","N","STYSITE","Flowers",68,68,1,0,1,0
"69.Flowers","Riverside","5","N","STYSITE","Flowers",0,69,1,0,1,0
"70.Flowers","Riverside","5","N","STYSITE","Flowers",1295,70,1,0,1,0
"71.Flowers","Riverside","5","N","STYSITE","Flowers",509,71,1,0,1,0
"72.Flowers","Riverside","5","N","STYSITE","Flowers",2984,72,1,0,1,0
"73.Flowers","Riverside","5","N","STYSITE","Flowers",1618,73,1,0,1,0
"74.Flowers","Riverside","1","S","JHNSNRCH","Flowers",0,74,1,0,1,0
"75.Flowers","Riverside","1","S","JHNSNRCH","Flowers",28,75,1,0,1,0
"76.Flowers","Riverside","1","S","JHNSNRCH","Flowers",40,76,1,0,1,0
"77.Flowers","Riverside","1","S","JHNSNRCH","Flowers",89,77,1,0,1,0
"78.Flowers","Riverside","2","S","JHNSNRCH","Flowers",166,78,1,0,1,0
"79.Flowers","Riverside","2","S","JHNSNRCH","Flowers",173,79,1,0,1,0
"80.Flowers","Riverside","2","S","JHNSNRCH","Flowers",346,80,1,0,1,0
"81.Flowers","Riverside","2","S","JHNSNRCH","Flowers",184,81,1,0,1,0
"82.Flowers","Riverside","2","S","JHNSNRCH","Flowers",152,82,1,0,1,0
"83.Flowers","Riverside","3","S","JHNSNRCH","Flowers",0,83,1,0,1,0
"84.Flowers","Riverside","3","S","JHNSNRCH","Flowers",2652,84,1,0,1,0
"85.Flowers","Riverside","3","S","JHNSNRCH","Flowers",505,85,1,0,1,0
"86.Flowers","Riverside","3","S","JHNSNRCH","Flowers",343,86,1,0,1,0
"87.Flowers","Riverside","3","S","JHNSNRCH","Flowers",957,87,1,0,1,0
"88.Flowers","Riverside","4","S","JHNSNRCH","Flowers",120,88,1,0,1,0
"89.Flowers","Riverside","4","S","JHNSNRCH","Flowers",3514,89,1,0,1,0
"90.Flowers","Riverside","4","S","JHNSNRCH","Flowers",1055,90,1,0,1,0
"91.Flowers","Riverside","4","S","JHNSNRCH","Flowers",522,91,1,0,1,0
"92.Flowers","Riverside","4","S","JHNSNRCH","Flowers",415,92,1,0,1,0
"93.Flowers","Riverside","5","S","JHNSNRCH","Flowers",161,93,1,0,1,0
"94.Flowers","Riverside","5","S","JHNSNRCH","Flowers",320,94,1,0,1,0
"95.Flowers","Riverside","5","S","JHNSNRCH","Flowers",1077,95,1,0,1,0
"96.Flowers","Riverside","5","S","JHNSNRCH","Flowers",963,96,1,0,1,0
"97.Flowers","Riverside","5","S","JHNSNRCH","Flowers",3025,97,1,0,1,0
"98.Flowers","Riverside","1","S","NEWSW33HMT","Flowers",0,98,1,0,1,0
"99.Flowers","Riverside","1","S","NEWSW33HMT","Flowers",0,99,1,0,1,0
"100.Flowers","Riverside","1","S","NEWSW33HMT","Flowers",4,100,1,0,1,0
"101.Flowers","Riverside","1","S","NEWSW33HMT","Flowers",245,101,1,0,1,0
"102.Flowers","Riverside","1","S","NEWSW33HMT","Flowers",87,102,1,0,1,0
"103.Flowers","Riverside","2","S","NEWSW33HMT","Flowers",896,103,1,0,1,0
"104.Flowers","Riverside","2","S","NEWSW33HMT","Flowers",328,104,1,0,1,0
"105.Flowers","Riverside","2","S","NEWSW33HMT","Flowers",11,105,1,0,1,0
"106.Flowers","Riverside","2","S","NEWSW33HMT","Flowers",192,106,1,0,1,0
"107.Flowers","Riverside","2","S","NEWSW33HMT","Flowers",10,107,1,0,1,0
"108.Flowers","Riverside","3","S","NEWSW33HMT","Flowers",1581,108,1,0,1,0
"109.Flowers","Riverside","3","S","NEWSW33HMT","Flowers",50,109,1,0,1,0
"110.Flowers","Riverside","3","S","NEWSW33HMT","Flowers",223,110,1,0,1,0
"111.Flowers","Riverside","3","S","NEWSW33HMT","Flowers",83,111,1,0,1,0
"112.Flowers","Riverside","3","S","NEWSW33HMT","Flowers",403,112,1,0,1,0
"113.Flowers","Riverside","4","S","NEWSW33HMT","Flowers",526,113,1,0,1,0
"114.Flowers","Riverside","4","S","NEWSW33HMT","Flowers",1535,114,1,0,1,0
"115.Flowers","Riverside","4","S","NEWSW33HMT","Flowers",280,115,1,0,1,0
"116.Flowers","Riverside","4","S","NEWSW33HMT","Flowers",784,116,1,0,1,0
"117.Flowers","Riverside","4","S","NEWSW33HMT","Flowers",3608,117,1,0,1,0
"118.Flowers","Riverside","5","S","NEWSW33HMT","Flowers",1486,118,1,0,1,0
"119.Flowers","Riverside","5","S","NEWSW33HMT","Flowers",641,119,1,0,1,0
"120.Flowers","Riverside","5","S","NEWSW33HMT","Flowers",146,120,1,0,1,0
"121.Flowers","Riverside","5","S","NEWSW33HMT","Flowers",3834,121,1,0,1,0
"122.Flowers","Riverside","5","S","NEWSW33HMT","Flowers",136,122,1,0,1,0
"123.Flowers","Riverside","1","S","WATKINSUCR","Flowers",26,123,1,0,1,0
"124.Flowers","Riverside","1","S","WATKINSUCR","Flowers",96,124,1,0,1,0
"125.Flowers","Riverside","1","S","WATKINSUCR","Flowers",368,125,1,0,1,0
"126.Flowers","Riverside","1","S","WATKINSUCR","Flowers",0,126,1,0,1,0
"127.Flowers","Riverside","1","S","WATKINSUCR","Flowers",54,127,1,0,1,0
"128.Flowers","Riverside","2","S","WATKINSUCR","Flowers",630,128,1,0,1,0
"129.Flowers","Riverside","2","S","WATKINSUCR","Flowers",100,129,1,0,1,0
"130.Flowers","Riverside","2","S","WATKINSUCR","Flowers",117,130,1,0,1,0
"131.Flowers","Riverside","2","S","WATKINSUCR","Flowers",17,131,1,0,1,0
"132.Flowers","Riverside","2","S","WATKINSUCR","Flowers",1233,132,1,0,1,0
"133.Flowers","Riverside","3","S","WATKINSUCR","Flowers",4685,133,1,0,1,0
"134.Flowers","Riverside","3","S","WATKINSUCR","Flowers",443,134,1,0,1,0
"135.Flowers","Riverside","3","S","WATKINSUCR","Flowers",0,135,1,0,1,0
"136.Flowers","Riverside","3","S","WATKINSUCR","Flowers",792,136,1,0,1,0
"137.Flowers","Riverside","3","S","WATKINSUCR","Flowers",624,137,1,0,1,0
"138.Flowers","Riverside","4","S","WATKINSUCR","Flowers",3603,138,1,0,1,0
"139.Flowers","Riverside","4","S","WATKINSUCR","Flowers",386,139,1,0,1,0
"140.Flowers","Riverside","4","S","WATKINSUCR","Flowers",364,140,1,0,1,0
"141.Flowers","Riverside","4","S","WATKINSUCR","Flowers",31,141,1,0,1,0
"142.Flowers","Riverside","4","S","WATKINSUCR","Flowers",73,142,1,0,1,0
"143.Flowers","Riverside","5","S","WATKINSUCR","Flowers",249,143,1,0,1,0
"144.Flowers","Riverside","5","S","WATKINSUCR","Flowers",621,144,1,0,1,0
"145.Flowers","Riverside","5","S","WATKINSUCR","Flowers",2758,145,1,0,1,0
"146.Flowers","Riverside","5","S","WATKINSUCR","Flowers",1666,146,1,0,1,0
"147.Flowers","Riverside","5","S","WATKINSUCR","Flowers",669,147,1,0,1,0
"148.Flowers","Point Reyes","6","N","HLFMNGRVST","Flowers",560,148,1,0,1,0
"149.Flowers","Point Reyes","6","N","HLFMNGRVST","Flowers",178,149,1,0,1,0
"150.Flowers","Point Reyes","6","N","HLFMNGRVST","Flowers",704,150,1,0,1,0
"151.Flowers","Point Reyes","6","N","HLFMNGRVST","Flowers",311,151,1,0,1,0
"152.Flowers","Point Reyes","6","N","HLFMNGRVST","Flowers",1198,152,1,0,1,0
"153.Flowers","Point Reyes","7","N","HLFMNGRVST","Flowers",412,153,1,0,1,0
"154.Flowers","Point Reyes","7","N","HLFMNGRVST","Flowers",168,154,1,0,1,0
"155.Flowers","Point Reyes","7","N","HLFMNGRVST","Flowers",141,155,1,0,1,0
"156.Flowers","Point Reyes","8","N","HLFMNGRVST","Flowers",164,156,1,0,1,0
"157.Flowers","Point Reyes","8","N","HLFMNGRVST","Flowers",352,157,1,0,1,0
"158.Flowers","Point Reyes","8","N","HLFMNGRVST","Flowers",97,158,1,0,1,0
"159.Flowers","Point Reyes","8","N","HLFMNGRVST","Flowers",165,159,1,0,1,0
"160.Flowers","Point Reyes","9","N","HLFMNGRVST","Flowers",182,160,1,0,1,0
"161.Flowers","Point Reyes","9","N","HLFMNGRVST","Flowers",1621,161,1,0,1,0
"162.Flowers","Point Reyes","9","N","HLFMNGRVST","Flowers",14,162,1,0,1,0
"163.Flowers","Point Reyes","9","N","HLFMNGRVST","Flowers",389,163,1,0,1,0
"164.Flowers","Point Reyes","9","N","HLFMNGRVST","Flowers",53,164,1,0,1,0
"165.Flowers","Point Reyes","10","N","HLFMNGRVST","Flowers",121,165,1,0,1,0
"166.Flowers","Point Reyes","10","N","HLFMNGRVST","Flowers",215,166,1,0,1,0
"167.Flowers","Point Reyes","10","N","HLFMNGRVST","Flowers",197,167,1,0,1,0
"168.Flowers","Point Reyes","10","N","HLFMNGRVST","Flowers",120,168,1,0,1,0
"169.Flowers","Point Reyes","6","N","SEARANCH","Flowers",529,169,1,0,1,0
"170.Flowers","Point Reyes","6","N","SEARANCH","Flowers",1915,170,1,0,1,0
"171.Flowers","Point Reyes","6","N","SEARANCH","Flowers",1150,171,1,0,1,0
"172.Flowers","Point Reyes","6","N","SEARANCH","Flowers",476,172,1,0,1,0
"173.Flowers","Point Reyes","6","N","SEARANCH","Flowers",443,173,1,0,1,0
"174.Flowers","Point Reyes","7","N","SEARANCH","Flowers",1645,174,1,0,1,0
"175.Flowers","Point Reyes","7","N","SEARANCH","Flowers",217,175,1,0,1,0
"176.Flowers","Point Reyes","7","N","SEARANCH","Flowers",58,176,1,0,1,0
"177.Flowers","Point Reyes","7","N","SEARANCH","Flowers",164,177,1,0,1,0
"178.Flowers","Point Reyes","7","N","SEARANCH","Flowers",312,178,1,0,1,0
"179.Flowers","Point Reyes","8","N","SEARANCH","Flowers",1043,179,1,0,1,0
"180.Flowers","Point Reyes","8","N","SEARANCH","Flowers",1052,180,1,0,1,0
"181.Flowers","Point Reyes","8","N","SEARANCH","Flowers",45,181,1,0,1,0
"182.Flowers","Point Reyes","8","N","SEARANCH","Flowers",97,182,1,0,1,0
"183.Flowers","Point Reyes","9","N","SEARANCH","Flowers",16,183,1,0,1,0
"184.Flowers","Point Reyes","9","N","SEARANCH","Flowers",192,184,1,0,1,0
"185.Flowers","Point Reyes","9","N","SEARANCH","Flowers",114,185,1,0,1,0
"186.Flowers","Point Reyes","9","N","SEARANCH","Flowers",2255,186,1,0,1,0
"187.Flowers","Point Reyes","10","N","SEARANCH","Flowers",279,187,1,0,1,0
"188.Flowers","Point Reyes","10","N","SEARANCH","Flowers",204,188,1,0,1,0
"189.Flowers","Point Reyes","10","N","SEARANCH","Flowers",0,189,1,0,1,0
"190.Flowers","Point Reyes","10","N","SEARANCH","Flowers",25,190,1,0,1,0
"191.Flowers","Point Reyes","6","N","STYSITE","Flowers",498,191,1,0,1,0
"192.Flowers","Point Reyes","6","N","STYSITE","Flowers",112,192,1,0,1,0
"193.Flowers","Point Reyes","6","N","STYSITE","Flowers",0,193,1,0,1,0
"194.Flowers","Point Reyes","6","N","STYSITE","Flowers",180,194,1,0,1,0
"195.Flowers","Point Reyes","6","N","STYSITE","Flowers",914,195,1,0,1,0
"196.Flowers","Point Reyes","7","N","STYSITE","Flowers",144,196,1,0,1,0
"197.Flowers","Point Reyes","7","N","STYSITE","Flowers",498,197,1,0,1,0
"198.Flowers","Point Reyes","7","N","STYSITE","Flowers",0,198,1,0,1,0
"199.Flowers","Point Reyes","7","N","STYSITE","Flowers",152,199,1,0,1,0
"200.Flowers","Point Reyes","8","N","STYSITE","Flowers",0,200,1,0,1,0
"201.Flowers","Point Reyes","8","N","STYSITE","Flowers",305,201,1,0,1,0
"202.Flowers","Point Reyes","8","N","STYSITE","Flowers",54,202,1,0,1,0
"203.Flowers","Point Reyes","8","N","STYSITE","Flowers",352,203,1,0,1,0
"204.Flowers","Point Reyes","8","N","STYSITE","Flowers",0,204,1,0,1,0
"205.Flowers","Point Reyes","9","N","STYSITE","Flowers",133,205,1,0,1,0
"206.Flowers","Point Reyes","9","N","STYSITE","Flowers",73,206,1,0,1,0
"207.Flowers","Point Reyes","9","N","STYSITE","Flowers",51,207,1,0,1,0
"208.Flowers","Point Reyes","9","N","STYSITE","Flowers",260,208,1,0,1,0
"209.Flowers","Point Reyes","9","N","STYSITE","Flowers",36,209,1,0,1,0
"210.Flowers","Point Reyes","10","N","STYSITE","Flowers",17,210,1,0,1,0
"211.Flowers","Point Reyes","10","N","STYSITE","Flowers",0,211,1,0,1,0
"212.Flowers","Point Reyes","10","N","STYSITE","Flowers",0,212,1,0,1,0
"213.Flowers","Point Reyes","10","N","STYSITE","Flowers",0,213,1,0,1,0
"214.Flowers","Point Reyes","6","S","JHNSNRCH","Flowers",188,214,1,0,1,0
"215.Flowers","Point Reyes","6","S","JHNSNRCH","Flowers",351,215,1,0,1,0
"216.Flowers","Point Reyes","6","S","JHNSNRCH","Flowers",1051,216,1,0,1,0
"217.Flowers","Point Reyes","6","S","JHNSNRCH","Flowers",282,217,1,0,1,0
"218.Flowers","Point Reyes","6","S","JHNSNRCH","Flowers",201,218,1,0,1,0
"219.Flowers","Point Reyes","7","S","JHNSNRCH","Flowers",427,219,1,0,1,0
"220.Flowers","Point Reyes","7","S","JHNSNRCH","Flowers",621,220,1,0,1,0
"221.Flowers","Point Reyes","7","S","JHNSNRCH","Flowers",252,221,1,0,1,0
"222.Flowers","Point Reyes","7","S","JHNSNRCH","Flowers",77,222,1,0,1,0
"223.Flowers","Point Reyes","7","S","JHNSNRCH","Flowers",308,223,1,0,1,0
"224.Flowers","Point Reyes","8","S","JHNSNRCH","Flowers",1000,224,1,0,1,0
"225.Flowers","Point Reyes","8","S","JHNSNRCH","Flowers",489,225,1,0,1,0
"226.Flowers","Point Reyes","8","S","JHNSNRCH","Flowers",556,226,1,0,1,0
"227.Flowers","Point Reyes","8","S","JHNSNRCH","Flowers",64,227,1,0,1,0
"228.Flowers","Point Reyes","8","S","JHNSNRCH","Flowers",225,228,1,0,1,0
"229.Flowers","Point Reyes","9","S","JHNSNRCH","Flowers",69,229,1,0,1,0
"230.Flowers","Point Reyes","9","S","JHNSNRCH","Flowers",387,230,1,0,1,0
"231.Flowers","Point Reyes","9","S","JHNSNRCH","Flowers",190,231,1,0,1,0
"232.Flowers","Point Reyes","9","S","JHNSNRCH","Flowers",763,232,1,0,1,0
"233.Flowers","Point Reyes","9","S","JHNSNRCH","Flowers",72,233,1,0,1,0
"234.Flowers","Point Reyes","10","S","JHNSNRCH","Flowers",11,234,1,0,1,0
"235.Flowers","Point Reyes","10","S","JHNSNRCH","Flowers",378,235,1,0,1,0
"236.Flowers","Point Reyes","10","S","JHNSNRCH","Flowers",480,236,1,0,1,0
"237.Flowers","Point Reyes","10","S","JHNSNRCH","Flowers",165,237,1,0,1,0
"238.Flowers","Point Reyes","10","S","JHNSNRCH","Flowers",0,238,1,0,1,0
"239.Flowers","Point Reyes","6","S","NEWSW33HMT","Flowers",283,239,1,0,1,0
"240.Flowers","Point Reyes","6","S","NEWSW33HMT","Flowers",214,240,1,0,1,0
"241.Flowers","Point Reyes","6","S","NEWSW33HMT","Flowers",326,241,1,0,1,0
"242.Flowers","Point Reyes","6","S","NEWSW33HMT","Flowers",43,242,1,0,1,0
"243.Flowers","Point Reyes","6","S","NEWSW33HMT","Flowers",0,243,1,0,1,0
"244.Flowers","Point Reyes","7","S","NEWSW33HMT","Flowers",94,244,1,0,1,0
"245.Flowers","Point Reyes","7","S","NEWSW33HMT","Flowers",162,245,1,0,1,0
"246.Flowers","Point Reyes","7","S","NEWSW33HMT","Flowers",172,246,1,0,1,0
"247.Flowers","Point Reyes","7","S","NEWSW33HMT","Flowers",27,247,1,0,1,0
"248.Flowers","Point Reyes","8","S","NEWSW33HMT","Flowers",28,248,1,0,1,0
"249.Flowers","Point Reyes","8","S","NEWSW33HMT","Flowers",120,249,1,0,1,0
"250.Flowers","Point Reyes","8","S","NEWSW33HMT","Flowers",67,250,1,0,1,0
"251.Flowers","Point Reyes","8","S","NEWSW33HMT","Flowers",393,251,1,0,1,0
"252.Flowers","Point Reyes","9","S","NEWSW33HMT","Flowers",306,252,1,0,1,0
"253.Flowers","Point Reyes","9","S","NEWSW33HMT","Flowers",27,253,1,0,1,0
"254.Flowers","Point Reyes","9","S","NEWSW33HMT","Flowers",20,254,1,0,1,0
"255.Flowers","Point Reyes","9","S","NEWSW33HMT","Flowers",29,255,1,0,1,0
"256.Flowers","Point Reyes","9","S","NEWSW33HMT","Flowers",37,256,1,0,1,0
"257.Flowers","Point Reyes","10","S","NEWSW33HMT","Flowers",11,257,1,0,1,0
"258.Flowers","Point Reyes","10","S","NEWSW33HMT","Flowers",41,258,1,0,1,0
"259.Flowers","Point Reyes","10","S","NEWSW33HMT","Flowers",0,259,1,0,1,0
"260.Flowers","Point Reyes","10","S","NEWSW33HMT","Flowers",37,260,1,0,1,0
"261.Flowers","Point Reyes","10","S","NEWSW33HMT","Flowers",83,261,1,0,1,0
"262.Flowers","Point Reyes","6","S","WATKINSUCR","Flowers",296,262,1,0,1,0
"263.Flowers","Point Reyes","6","S","WATKINSUCR","Flowers",0,263,1,0,1,0
"264.Flowers","Point Reyes","6","S","WATKINSUCR","Flowers",135,264,1,0,1,0
"265.Flowers","Point Reyes","6","S","WATKINSUCR","Flowers",153,265,1,0,1,0
"266.Flowers","Point Reyes","6","S","WATKINSUCR","Flowers",0,266,1,0,1,0
"267.Flowers","Point Reyes","7","S","WATKINSUCR","Flowers",192,267,1,0,1,0
"268.Flowers","Point Reyes","7","S","WATKINSUCR","Flowers",467,268,1,0,1,0
"269.Flowers","Point Reyes","7","S","WATKINSUCR","Flowers",166,269,1,0,1,0
"270.Flowers","Point Reyes","7","S","WATKINSUCR","Flowers",138,270,1,0,1,0
"271.Flowers","Point Reyes","7","S","WATKINSUCR","Flowers",709,271,1,0,1,0
"272.Flowers","Point Reyes","8","S","WATKINSUCR","Flowers",604,272,1,0,1,0
"273.Flowers","Point Reyes","8","S","WATKINSUCR","Flowers",466,273,1,0,1,0
"274.Flowers","Point Reyes","8","S","WATKINSUCR","Flowers",94,274,1,0,1,0
"275.Flowers","Point Reyes","8","S","WATKINSUCR","Flowers",225,275,1,0,1,0
"276.Flowers","Point Reyes","8","S","WATKINSUCR","Flowers",109,276,1,0,1,0
"277.Flowers","Point Reyes","9","S","WATKINSUCR","Flowers",228,277,1,0,1,0
"278.Flowers","Point Reyes","9","S","WATKINSUCR","Flowers",206,278,1,0,1,0
"279.Flowers","Point Reyes","9","S","WATKINSUCR","Flowers",10,279,1,0,1,0
"280.Flowers","Point Reyes","9","S","WATKINSUCR","Flowers",25,280,1,0,1,0
"281.Flowers","Point Reyes","9","S","WATKINSUCR","Flowers",375,281,1,0,1,0
"282.Flowers","Point Reyes","10","S","WATKINSUCR","Flowers",962,282,1,0,1,0
"283.Flowers","Point Reyes","10","S","WATKINSUCR","Flowers",416,283,1,0,1,0
"284.Flowers","Point Reyes","10","S","WATKINSUCR","Flowers",0,284,1,0,1,0
"285.Flowers","Point Reyes","10","S","WATKINSUCR","Flowers",11,285,1,0,1,0
"286.Flowers","Point Reyes","10","S","WATKINSUCR","Flowers",143,286,1,0,1,0
"1.Fruits","Riverside","1","N","HLFMNGRVST","Fruits",0,1,1,0,0,1
"2.Fruits","Riverside","1","N","HLFMNGRVST","Fruits",0,2,1,0,0,1
"3.Fruits","Riverside","1","N","HLFMNGRVST","Fruits",0,3,1,0,0,1
"4.Fruits","Riverside","1","N","HLFMNGRVST","Fruits",0,4,1,0,0,1
"5.Fruits","Riverside","1","N","HLFMNGRVST","Fruits",0,5,1,0,0,1
"6.Fruits","Riverside","2","N","HLFMNGRVST","Fruits",0,6,1,0,0,1
"7.Fruits","Riverside","2","N","HLFMNGRVST","Fruits",0,7,1,0,0,1
"8.Fruits","Riverside","2","N","HLFMNGRVST","Fruits",444,8,1,0,0,1
"9.Fruits","Riverside","2","N","HLFMNGRVST","Fruits",0,9,1,0,0,1
"10.Fruits","Riverside","2","N","HLFMNGRVST","Fruits",0,10,1,0,0,1
"11.Fruits","Riverside","3","N","HLFMNGRVST","Fruits",210,11,1,0,0,1
"12.Fruits","Riverside","3","N","HLFMNGRVST","Fruits",356,12,1,0,0,1
"13.Fruits","Riverside","3","N","HLFMNGRVST","Fruits",0,13,1,0,0,1
"14.Fruits","Riverside","3","N","HLFMNGRVST","Fruits",0,14,1,0,0,1
"15.Fruits","Riverside","3","N","HLFMNGRVST","Fruits",0,15,1,0,0,1
"16.Fruits","Riverside","4","N","HLFMNGRVST","Fruits",0,16,1,0,0,1
"17.Fruits","Riverside","4","N","HLFMNGRVST","Fruits",2,17,1,0,0,1
"18.Fruits","Riverside","4","N","HLFMNGRVST","Fruits",61,18,1,0,0,1
"19.Fruits","Riverside","4","N","HLFMNGRVST","Fruits",0,19,1,0,0,1
"20.Fruits","Riverside","4","N","HLFMNGRVST","Fruits",0,20,1,0,0,1
"21.Fruits","Riverside","5","N","HLFMNGRVST","Fruits",174,21,1,0,0,1
"22.Fruits","Riverside","5","N","HLFMNGRVST","Fruits",1398,22,1,0,0,1
"23.Fruits","Riverside","5","N","HLFMNGRVST","Fruits",243,23,1,0,0,1
"24.Fruits","Riverside","5","N","HLFMNGRVST","Fruits",501,24,1,0,0,1
"25.Fruits","Riverside","5","N","HLFMNGRVST","Fruits",300,25,1,0,0,1
"26.Fruits","Riverside","1","N","SEARANCH","Fruits",0,26,1,0,0,1
"27.Fruits","Riverside","1","N","SEARANCH","Fruits",0,27,1,0,0,1
"28.Fruits","Riverside","1","N","SEARANCH","Fruits",0,28,1,0,0,1
"29.Fruits","Riverside","1","N","SEARANCH","Fruits",0,29,1,0,0,1
"30.Fruits","Riverside","1","N","SEARANCH","Fruits",0,30,1,0,0,1
"31.Fruits","Riverside","2","N","SEARANCH","Fruits",0,31,1,0,0,1
"32.Fruits","Riverside","2","N","SEARANCH","Fruits",0,32,1,0,0,1
"33.Fruits","Riverside","2","N","SEARANCH","Fruits",0,33,1,0,0,1
"34.Fruits","Riverside","2","N","SEARANCH","Fruits",4,34,1,0,0,1
"35.Fruits","Riverside","2","N","SEARANCH","Fruits",0,35,1,0,0,1
"36.Fruits","Riverside","3","N","SEARANCH","Fruits",50,36,1,0,0,1
"37.Fruits","Riverside","3","N","SEARANCH","Fruits",404,37,1,0,0,1
"38.Fruits","Riverside","3","N","SEARANCH","Fruits",0,38,1,0,0,1
"39.Fruits","Riverside","3","N","SEARANCH","Fruits",416,39,1,0,0,1
"40.Fruits","Riverside","3","N","SEARANCH","Fruits",0,40,1,0,0,1
"41.Fruits","Riverside","4","N","SEARANCH","Fruits",1049,41,1,0,0,1
"42.Fruits","Riverside","4","N","SEARANCH","Fruits",210,42,1,0,0,1
"43.Fruits","Riverside","4","N","SEARANCH","Fruits",0,43,1,0,0,1
"44.Fruits","Riverside","4","N","SEARANCH","Fruits",37,44,1,0,0,1
"45.Fruits","Riverside","4","N","SEARANCH","Fruits",71,45,1,0,0,1
"46.Fruits","Riverside","5","N","SEARANCH","Fruits",682,46,1,0,0,1
"47.Fruits","Riverside","5","N","SEARANCH","Fruits",197,47,1,0,0,1
"48.Fruits","Riverside","5","N","SEARANCH","Fruits",129,48,1,0,0,1
"49.Fruits","Riverside","5","N","SEARANCH","Fruits",599,49,1,0,0,1
"50.Fruits","Riverside","5","N","SEARANCH","Fruits",3,50,1,0,0,1
"51.Fruits","Riverside","1","N","STYSITE","Fruits",0,51,1,0,0,1
"52.Fruits","Riverside","1","N","STYSITE","Fruits",0,52,1,0,0,1
"53.Fruits","Riverside","1","N","STYSITE","Fruits",0,53,1,0,0,1
"54.Fruits","Riverside","1","N","STYSITE","Fruits",0,54,1,0,0,1
"55.Fruits","Riverside","2","N","STYSITE","Fruits",21,55,1,0,0,1
"56.Fruits","Riverside","2","N","STYSITE","Fruits",141,56,1,0,0,1
"57.Fruits","Riverside","2","N","STYSITE","Fruits",0,57,1,0,0,1
"58.Fruits","Riverside","2","N","STYSITE","Fruits",10,58,1,0,0,1
"59.Fruits","Riverside","2","N","STYSITE","Fruits",0,59,1,0,0,1
"60.Fruits","Riverside","3","N","STYSITE","Fruits",114,60,1,0,0,1
"61.Fruits","Riverside","3","N","STYSITE","Fruits",0,61,1,0,0,1
"62.Fruits","Riverside","3","N","STYSITE","Fruits",183,62,1,0,0,1
"63.Fruits","Riverside","3","N","STYSITE","Fruits",331,63,1,0,0,1
"64.Fruits","Riverside","4","N","STYSITE","Fruits",0,64,1,0,0,1
"65.Fruits","Riverside","4","N","STYSITE","Fruits",336,65,1,0,0,1
"66.Fruits","Riverside","4","N","STYSITE","Fruits",910,66,1,0,0,1
"67.Fruits","Riverside","4","N","STYSITE","Fruits",0,67,1,0,0,1
"68.Fruits","Riverside","4","N","STYSITE","Fruits",0,68,1,0,0,1
"69.Fruits","Riverside","5","N","STYSITE","Fruits",0,69,1,0,0,1
"70.Fruits","Riverside","5","N","STYSITE","Fruits",726,70,1,0,0,1
