"","varb","resp","id","root","STG1N","LOGLVS","LOGSLA","BLK"
"1026.fecund","fecund",1,1026,1,3,2.10037054511756,-0.610487879555266,"2"
"1027.fecund","fecund",1,1027,1,3,2.77158748088126,-0.863089762850827,"2"
"1028.fecund","fecund",1,1028,1,2,2.4983105537896,-0.723178858898875,"2"
"1029.fecund","fecund",1,1029,1,3,2.32014628611105,-0.871582250272727,"2"
"1030.fecund","fecund",1,1030,1,2,2.46834733041216,-0.729369078116394,"2"
"1031.fecund","fecund",1,1031,1,1,2.53402610605613,-0.763165438954475,"2"
"1032.fecund","fecund",1,1032,1,3,2.48287358360875,-0.667903635150262,"2"
"1033.fecund","fecund",1,1033,1,2,2.46089784275655,-0.734658029713452,"2"
"1034.fecund","fecund",1,1034,1,1,2.47275644931721,-0.782366273242135,"2"
"1035.fecund","fecund",1,1035,1,3,2.64345267648619,-0.643939326437458,"2"
"1036.fecund","fecund",1,1036,1,1,2.50514997831991,-0.735618983144363,"2"
"1037.fecund","fecund",1,1037,1,3,2.58092497567562,-0.871328644199357,"2"
"1038.fecund","fecund",1,1038,1,3,2.15228834438306,-0.784219335874829,"2"
"1039.fecund","fecund",1,1039,1,3,2.28555730900777,-0.535136640965612,"2"
"1040.fecund","fecund",1,1040,1,2,2.62428209583567,-0.772445007819412,"2"
"1041.fecund","fecund",1,1041,1,1,2.55630250076729,-0.730872392220899,"2"
"1042.fecund","fecund",1,1042,1,3,2.4345689040342,-0.848981632645143,"2"
"1043.fecund","fecund",1,1043,1,2,2.48287358360875,-0.663651664009805,"2"
"1044.fecund","fecund",1,1044,1,1,2.35218251811136,-0.740086078583854,"2"
"1045.fecund","fecund",1,1045,1,1,2.60530504614111,-0.850188783642984,"2"
"1046.fecund","fecund",1,1046,1,2,2.55990662503611,-0.769044742116498,"2"
"1047.fecund","fecund",1,1047,1,1,2.62117628177503,-0.779645845707779,"2"
"1048.fecund","fecund",1,1048,1,1,2.37839790094814,-0.803404681360238,"2"
"1049.fecund","fecund",1,1049,1,2,2.53907609879278,-0.765265108855523,"2"
"1050.fecund","fecund",1,1050,1,1,2.74973631556906,-0.791420974232261,"2"
"1051.fecund","fecund",1,1051,1,1,2.71850168886727,-0.665185347002574,"2"
"1052.fecund","fecund",1,1052,1,1,2.11058971029925,-0.698860734117326,"2"
"1053.fecund","fecund",1,1053,1,3,2.72263392253381,-0.791049396120742,"2"
"1054.fecund","fecund",1,1054,1,1,2.41329976408125,-0.771814056773939,"2"
"1055.fecund","fecund",1,1055,1,3,2.28555730900777,-0.758774305043139,"2"
"1056.fecund","fecund",1,1056,1,1,2.65801139665711,-0.748449524756402,"2"
"1057.fecund","fecund",1,1057,1,1,2.84385542262316,-0.713901950679261,"2"
"1058.fecund","fecund",1,1058,1,1,2.86153441085904,-0.777472134558157,"2"
"1059.fecund","fecund",1,1059,1,2,2.26951294421792,-0.730000160270107,"2"
"1060.fecund","fecund",1,1060,1,1,2.72672720902657,-0.706611225480373,"2"
"1061.fecund","fecund",1,1061,1,1,2.40823996531185,-0.745902119198465,"2"
"1062.fecund","fecund",1,1062,1,1,2.82151352840477,-0.750109066339818,"2"
"1063.fecund","fecund",0,1063,1,1,2.42160392686983,-0.692535894330609,"2"
"1064.fecund","fecund",1,1064,1,1,2.75434833571102,-0.854578836769547,"2"
"1065.fecund","fecund",1,1065,1,1,2.48429983934679,-0.785403460083674,"2"
"1066.fecund","fecund",1,1066,1,1,2.75511226639507,-0.734057233477997,"2"
"1067.fecund","fecund",1,1067,1,3,2.46686762035411,-0.884631623505342,"2"
"1068.fecund","fecund",1,1068,1,1,2.69284691927723,-0.686933159102534,"2"
"1069.fecund","fecund",1,1069,1,1,2.83058866868514,-0.776104881508182,"2"
"1070.fecund","fecund",1,1070,1,1,2.67117284271508,-0.726015048055009,"2"
"1071.fecund","fecund",1,1071,1,1,2.56466606425209,-0.74910954915276,"2"
"1072.fecund","fecund",1,1072,1,1,2.7701152947871,-0.778487469709799,"2"
"1073.fecund","fecund",1,1073,1,3,2.51719589794997,-0.790427208495168,"2"
"1074.fecund","fecund",1,1074,1,1,2.46538285144842,-0.826256503204936,"2"
"1075.fecund","fecund",1,1075,1,3,2.8234742291703,-0.731344508422866,"2"
"1076.fecund","fecund",1,1076,1,1,2.54654266347813,-0.913734992507235,"2"
"1077.fecund","fecund",1,1077,1,1,2.69196510276736,-0.741953656855925,"2"
"1078.fecund","fecund",1,1078,1,3,2.53019969820308,-0.750778234729877,"2"
"1079.fecund","fecund",0,1079,1,1,2.54530711646582,-0.728565998449934,"2"
"1080.fecund","fecund",1,1080,1,1,2.66464197555613,-0.760659346881016,"2"
"1081.fecund","fecund",1,1081,1,1,2.83695673705955,-0.744192199932748,"2"
"1082.fecund","fecund",1,1082,1,3,2.58206336291171,-0.710822274342865,"2"
"1083.fecund","fecund",1,1083,1,1,2.4345689040342,-0.718982386800819,"2"
"1084.fecund","fecund",1,1084,1,3,2.57518784492766,-0.704286975922836,"2"
"1085.fecund","fecund",1,1085,1,1,2.7701152947871,-0.734300046627196,"2"
"1086.fecund","fecund",1,1086,1,1,2.77451696572855,-0.803870926524794,"2"
"1087.fecund","fecund",1,1087,1,1,2.73239375982297,-0.737566024985811,"2"
"1088.fecund","fecund",1,1088,1,1,2.72835378202123,-0.783013761495239,"2"
"1089.fecund","fecund",1,1089,1,3,2.4983105537896,-0.788124806297994,"2"
"1090.fecund","fecund",1,1090,1,1,2.66931688056611,-0.828803062675368,"2"
"1091.fecund","fecund",1,1091,1,1,2.51188336097887,-0.745658775020689,"2"
"1092.fecund","fecund",1,1092,1,3,2.44090908206522,-0.843953830721268,"2"
"1093.fecund","fecund",1,1093,1,3,2.45636603312904,-0.680136258051339,"2"
"1094.fecund","fecund",1,1094,1,1,2.65991620006985,-0.715631993050478,"2"
"1095.fecund","fecund",1,1095,1,3,2.32221929473392,-0.675955640913903,"2"
"1096.fecund","fecund",1,1096,1,1,2.58206336291171,-0.704686088154061,"2"
"1097.fecund","fecund",1,1097,1,1,2.75127910398334,-0.739977335004095,"2"
"1098.fecund","fecund",1,1098,1,3,2.30535136944662,-0.766913311213042,"2"
"1099.fecund","fecund",1,1099,1,3,2.42488163663107,-0.773249141571741,"2"
"1100.fecund","fecund",1,1100,1,1,2.89542254603941,-0.798430120000739,"2"
"1101.fecund","fecund",1,1101,1,3,2.50379068305718,-0.741246642706605,"2"
"1102.fecund","fecund",1,1102,1,1,2.57634135020579,-0.888059609463939,"2"
"1103.fecund","fecund",1,1103,1,1,2.7427251313047,-0.652716035319556,"2"
"1104.fecund","fecund",1,1104,1,1,2.02530586526477,-0.80621251881375,"2"
"1105.fecund","fecund",1,1105,1,1,2.52633927738984,-0.794759149636741,"2"
"1106.fecund","fecund",1,1106,1,1,2.8494194137969,-0.658292039304619,"2"
"1107.fecund","fecund",1,1107,1,3,2.33243845991561,-0.705750866810637,"2"
"1108.fecund","fecund",1,1108,1,1,2.77451696572855,-0.805003177761995,"2"
"1109.fecund","fecund",1,1109,1,1,2.69284691927723,-0.658772243337127,"2"
"1110.fecund","fecund",1,1110,1,3,2.56584781867352,-0.805322377564661,"2"
"1111.fecund","fecund",1,1111,1,3,2.45331834004704,-0.874976679793828,"2"
"1112.fecund","fecund",1,1112,1,1,2.8998205024271,-0.814435696181796,"2"
"1113.fecund","fecund",1,1113,1,2,2.59659709562646,-0.765261502281534,"2"
"1114.fecund","fecund",1,1114,1,1,2.71767050300226,-0.757317099910468,"2"
"1115.fecund","fecund",1,1115,1,1,2.64640372622307,-0.960684707874426,"2"
"1116.fecund","fecund",1,1116,1,3,2.71349054309394,-0.667962803335899,"2"
"1117.fecund","fecund",1,1117,1,1,2.59659709562646,-0.789342042779249,"2"
"1118.fecund","fecund",1,1118,1,3,2.23044892137827,-0.794046354475987,"2"
"1119.fecund","fecund",1,1119,1,1,2.69897000433602,-0.739605935404228,"2"
"1120.fecund","fecund",1,1120,1,3,2.38201704257487,-0.814610406542138,"2"
"1121.fecund","fecund",1,1121,1,3,2.54157924394658,-0.731339980101002,"2"
"1122.fecund","fecund",1,1122,1,1,2.53781909507327,-0.775924233589692,"2"
"1123.fecund","fecund",1,1123,1,1,2.74507479158206,-0.776870083832515,"2"
"1124.fecund","fecund",1,1124,1,3,2.52504480703685,-0.796404734298288,"2"
"1125.fecund","fecund",1,1125,1,1,2.59549622182557,-0.817883151560404,"2"
"1126.fecund","fecund",1,1126,1,1,2.9566485792052,-0.794219953267574,"2"
"1127.fecund","fecund",1,1127,1,3,2.68484536164441,-0.748904684729721,"2"
"1128.fecund","fecund",1,1128,1,2,2.77597433112937,-0.788900700887322,"2"
"1129.fecund","fecund",1,1129,1,1,2.82542611776782,-0.685448914262841,"2"
"1130.fecund","fecund",1,1130,1,1,2.91222205653242,-0.656789812024388,"2"
"1131.fecund","fecund",1,1131,1,1,2.55750720190566,-0.68680992441168,"2"
"1132.fecund","fecund",0,1132,1,3,2.90848501887865,-0.58560705704017,"2"
"1133.fecund","fecund",1,1133,1,1,2.44715803134222,-0.683222812593937,"2"
"1134.fecund","fecund",1,1134,1,3,1.94939000664491,-0.838711768988449,"2"
"1135.fecund","fecund",1,1135,1,1,2.30749603791321,-0.765162913629674,"2"
"1136.fecund","fecund",1,1136,1,1,2.35793484700045,-0.669006780958576,"2"
"1137.fecund","fecund",1,1137,1,1,2.7481880270062,-0.76949125432493,"2"
"1138.fecund","fecund",1,1138,1,1,2.79169064902012,-0.707197578129302,"2"
"1139.fecund","fecund",1,1139,1,3,2.37106786227174,-0.508173684520466,"2"
"1140.fecund","fecund",1,1140,1,1,2.55266821611219,-0.777366211726161,"2"
"1141.fecund","fecund",1,1141,1,1,2.22530928172586,-0.613070047492467,"2"
"1142.fecund","fecund",1,1142,1,1,2.25767857486918,-0.777656891215974,"2"
"1143.fecund","fecund",1,1143,1,1,2.46089784275655,-0.763291717105887,"2"
"1144.fecund","fecund",1,1144,1,1,2.68394713075151,-0.677769336151775,"2"
"1145.fecund","fecund",1,1145,1,1,2.61804809671209,-0.639215814030948,"2"
"1146.fecund","fecund",1,1146,1,1,2.4345689040342,-0.752772875813771,"2"
"1147.fecund","fecund",1,1147,1,1,2.75358305889291,-0.817754667578542,"2"
"1148.fecund","fecund",1,1148,1,3,2.33041377334919,-0.781956702831697,"2"
"1149.fecund","fecund",0,1149,1,3,1.81291335664286,-0.552898735468123,"2"
"1150.fecund","fecund",1,1150,1,1,2.33645973384853,-0.568302034607204,"2"
"1151.fecund","fecund",1,1151,1,3,2.50650503240487,-0.718581086905216,"2"
"1152.fecund","fecund",1,1152,1,3,2.6159500516564,-0.730237329684694,"2"
"1153.fecund","fecund",1,1153,1,1,2.75739602879302,-0.663247300187099,"2"
"1154.fecund","fecund",1,1154,1,3,2.41497334797082,-0.552980477503446,"2"
"1155.fecund","fecund",0,1155,1,3,2.53781909507327,-0.709915752145982,"2"
"1156.fecund","fecund",1,1156,1,1,2.85491302230786,-0.654253315870822,"2"
"1157.fecund","fecund",1,1157,1,1,2.63042787502502,-0.662048531156823,"2"
"1158.fecund","fecund",1,1158,1,1,2.8488047010518,-0.796866791912574,"2"
"1159.fecund","fecund",1,1159,1,1,2.63447727016073,-0.675801007172245,"2"
"1160.fecund","fecund",1,1160,1,3,2.88536122003151,-0.784776505447903,"2"
"1161.fecund","fecund",1,1161,1,1,2.85064623518307,-0.70322187238596,"2"
"1162.fecund","fecund",1,1162,1,3,2.19865708695442,-0.590883065875489,"2"
"1163.fecund","fecund",1,1163,1,3,2.68124123737559,-0.756860679135477,"2"
"1164.fecund","fecund",1,1164,1,3,2.40483371661994,-0.702194180108663,"2"
"1165.fecund","fecund",1,1165,1,1,2.58092497567562,-0.711315633025979,"2"
"1166.fecund","fecund",1,1166,1,3,2.37106786227174,-0.81826107296825,"2"
"1167.fecund","fecund",1,1167,1,2,2.77959649125782,-0.677034099240036,"2"
"1168.fecund","fecund",1,1168,1,1,2.93851972517649,-0.633877043908306,"2"
"1169.fecund","fecund",1,1169,1,2,2.61489721603313,-0.763585131102363,"2"
"1170.fecund","fecund",1,1170,1,1,2.62634036737504,-0.666652556562941,"2"
"1171.fecund","fecund",1,1171,1,1,2.3654879848909,-0.688911184174394,"2"
"1172.fecund","fecund",1,1172,1,1,2.54406804435028,-0.667052496907774,"2"
"1173.fecund","fecund",1,1173,1,2,2.66086547800387,-0.798779293348828,"2"
"1174.fecund","fecund",1,1174,1,1,2.50785587169583,-0.730540964854516,"2"
"1175.fecund","fecund",1,1175,1,3,2.53907609879278,-0.712480168380452,"2"
"1176.fecund","fecund",0,1176,1,3,2.01703333929878,-0.499355710897452,"2"
"1177.fecund","fecund",1,1177,1,2,2.70070371714502,-0.810899795723026,"2"
"1178.fecund","fecund",1,1178,1,2,1.97772360528885,-0.620258012231296,"2"
"1179.fecund","fecund",1,1179,1,1,2.55990662503611,-0.61637597587157,"2"
"1180.fecund","fecund",1,1180,1,1,2.60205999132796,-0.750116771832636,"2"
"1181.fecund","fecund",1,1181,1,1,2.65417654187796,-0.60542888343174,"2"
"1182.fecund","fecund",1,1182,1,3,2.56110138364906,-0.71781485446081,"2"
"1183.fecund","fecund",1,1183,1,3,2.1846914308176,-0.745118795278524,"2"
"1184.fecund","fecund",1,1184,1,2,2.72345567203519,-0.618843088913162,"2"
"1185.fecund","fecund",1,1185,1,1,2.84509804001426,-0.678462262911903,"2"
"1186.fecund","fecund",1,1186,1,1,2.62013605497376,-0.669078252115143,"2"
"1187.fecund","fecund",1,1187,1,1,2.28780172993023,-0.682705975633861,"2"
"1188.fecund","fecund",0,1188,1,3,2.19312459835446,-0.581971058918531,"2"
"1189.fecund","fecund",1,1189,1,1,2.52762990087134,-0.707728706664363,"2"
"1190.fecund","fecund",1,1190,1,1,2.77597433112937,-0.770099638100877,"2"
"1191.fecund","fecund",1,1191,1,3,2.24551266781415,-0.623640451838051,"2"
"1192.fecund","fecund",1,1192,1,1,2.67394199863409,-0.780902135159222,"2"
"1193.fecund","fecund",1,1193,1,1,2.67577834167409,-0.677010471568891,"2"
"1194.fecund","fecund",1,1194,1,3,2.53907609879278,-0.82579288481887,"2"
"1195.fecund","fecund",1,1195,1,1,2.84198480459011,-0.74930387530272,"2"
"1196.fecund","fecund",1,1196,1,1,2.79657433321043,-0.568732563773514,"2"
"1197.fecund","fecund",1,1197,1,1,2.80277372529198,-0.62986517128597,"2"
"1198.fecund","fecund",1,1198,1,3,2.56937390961505,-0.755256642782473,"2"
"1199.fecund","fecund",1,1199,1,2,2.62736585659273,-0.784565716778423,"2"
"1200.fecund","fecund",1,1200,1,2,2.85125834871908,-0.714617401554407,"2"
"1201.fecund","fecund",1,1201,1,1,2.94200805302231,-0.776994112893733,"2"
"1202.fecund","fecund",1,1202,1,1,2.39967372148104,-0.62610087307811,"2"
"1203.fecund","fecund",1,1203,1,1,2.57287160220048,-0.852778071837498,"2"
"1204.fecund","fecund",1,1204,1,3,2.56466606425209,-0.674624624501109,"2"
"1205.fecund","fecund",1,1205,1,1,2.62634036737504,-0.704845716384583,"2"
"1206.fecund","fecund",1,1206,1,3,2.41497334797082,-0.680759846805069,"2"
"1207.fecund","fecund",1,1207,1,1,2.88930170250631,-0.81128155480777,"2"
"1208.fecund","fecund",1,1208,1,3,2.56820172406699,-0.744626484434114,"2"
"1209.fecund","fecund",1,1209,1,3,2.48429983934679,-0.854881157005485,"2"
"1210.fecund","fecund",1,1210,1,3,2.53907609879278,-0.748493893056969,"2"
"1211.fecund","fecund",1,1211,1,1,2.68214507637383,-0.730191844520878,"2"
"1212.fecund","fecund",1,1212,1,1,2.90417436828416,-0.820776432610768,"2"
"1213.fecund","fecund",1,1213,1,3,2.54654266347813,-0.648484363679496,"2"
"1214.fecund","fecund",1,1214,1,1,2.61278385671974,-0.713087175230329,"2"
"1215.fecund","fecund",1,1215,1,3,2.63748972951251,-0.900306761768664,"2"
"1216.fecund","fecund",1,1216,1,2,2.27875360095283,-0.777846503699395,"2"
"1217.fecund","fecund",1,1217,1,3,1.64345267648619,-0.538509591999361,"2"
"1218.fecund","fecund",1,1218,1,3,2.45484486000851,-0.827888908573063,"2"
"1219.fecund","fecund",0,1219,1,2,2.81888541459401,-0.714482170514266,"2"
"1220.fecund","fecund",1,1220,1,1,2.50785587169583,-0.564670048623411,"2"
"1221.fecund","fecund",1,1221,1,3,1.84509804001426,-0.812478409704245,"2"
"1222.fecund","fecund",1,1222,1,3,2.63346845557959,-0.657147258533298,"2"
"1223.fecund","fecund",1,1223,1,3,2.31175386105575,-0.722913558414634,"2"
"1224.fecund","fecund",1,1224,1,3,2.30535136944662,-0.787632298046708,"2"
"1225.fecund","fecund",1,1225,1,1,2.69108149212297,-0.634974504900577,"2"
"1226.fecund","fecund",1,1226,1,3,2.31806333496276,-0.638292868827678,"2"
"1227.fecund","fecund",0,1227,1,1,2.36172783601759,-0.650430348707089,"2"
"1228.fecund","fecund",1,1228,1,3,1.76342799356294,-0.719850526655016,"2"
"1229.fecund","fecund",1,1229,1,1,2.56229286445647,-0.783557963290319,"2"
"1230.fecund","fecund",1,1230,1,3,2.36921585741014,-0.684497104634082,"2"
"1231.fecund","fecund",1,1231,1,3,2.38201704257487,-0.67556109054882,"2"
"1232.fecund","fecund",1,1232,1,1,2.43933269383026,-0.731637679134433,"2"
"1233.fecund","fecund",1,1233,1,3,2.04139268515822,-0.739481826880246,"2"
"1234.fecund","fecund",1,1234,1,2,2.2718416065365,-0.784647637412227,"2"
"1235.fecund","fecund",1,1235,1,2,2.33645973384853,-0.705966546471792,"2"
"1236.fecund","fecund",0,1236,1,1,2.33041377334919,-0.75610110964057,"2"
"1237.fecund","fecund",1,1237,1,1,2.17026171539496,-0.707068970639073,"2"
"1238.fecund","fecund",1,1238,1,1,2.6159500516564,-0.714633019589039,"2"
"1239.fecund","fecund",1,1239,1,1,2.51851393987789,-0.893930537153659,"2"
"1240.fecund","fecund",1,1240,1,3,2.37839790094814,-0.706616730090614,"2"
"1241.fecund","fecund",1,1241,1,1,2.46089784275655,-0.681447000386333,"2"
"1242.fecund","fecund",1,1242,1,1,2.77597433112937,-0.631014124359759,"2"
"1243.fecund","fecund",1,1243,1,3,2.16136800223497,-0.574666827481256,"2"
"1244.fecund","fecund",1,1244,1,1,2.46089784275655,-0.631048230191741,"2"
"1245.fecund","fecund",1,1245,1,3,2.51321760006794,-0.664765889078163,"2"
"1246.fecund","fecund",1,1246,1,1,2.45636603312904,-0.764902173501267,"2"
"1247.fecund","fecund",1,1247,1,3,2.17026171539496,-0.764744608418581,"2"
"1248.fecund","fecund",1,1248,1,3,2.83442070368153,-0.813944585544382,"2"
"1249.fecund","fecund",1,1249,1,3,2.53147891704225,-0.69397805877852,"2"
"1250.fecund","fecund",1,1250,1,2,2.71767050300226,-0.793297550356335,"2"
"1251.fecund","fecund",0,1251,1,2,2.30535136944662,-0.882434789103025,"2"
"1252.fecund","fecund",1,1252,1,3,2.68033551341456,-0.654791768177037,"2"
"1253.fecund","fecund",1,1253,1,3,2.45939248775923,-0.701376074101897,"2"
"1254.fecund","fecund",1,1254,1,1,3.08098704691089,-0.719847422256537,"2"
"1255.fecund","fecund",1,1255,1,1,2.22788670461367,-0.655398920338401,"2"
"1256.fecund","fecund",1,1256,1,3,2.71767050300226,-0.74522106089509,"2"
"1257.fecund","fecund",1,1257,1,3,2.44404479591808,-0.610381289766563,"2"
"1258.fecund","fecund",1,1258,1,1,2.56466606425209,-0.705408500024731,"2"
"1259.fecund","fecund",1,1259,1,3,2.26245108973043,-0.695707961481294,"2"
"1260.fecund","fecund",1,1260,1,1,2.56466606425209,-0.769069332058847,"2"
"1261.fecund","fecund",1,1261,1,3,1.99563519459755,-0.69333604477313,"2"
"1262.fecund","fecund",1,1262,1,1,2.69897000433602,-0.708552667093803,"2"
"1263.fecund","fecund",1,1263,1,3,2.39794000867204,-0.705813983105049,"2"
"1264.fecund","fecund",1,1264,1,1,2.74663419893758,-0.825694009619084,"2"
"1265.fecund","fecund",1,1265,1,2,2.58771096501891,-0.682699418315376,"2"
"1266.fecund","fecund",1,1266,1,3,2.75891189239797,-0.775770098919334,"2"
"1267.fecund","fecund",0,1267,1,1,2.63245729218472,-0.795310626432888,"2"
"1268.fecund","fecund",1,1268,1,1,2.5910646070265,-0.695030144644482,"2"
"1269.fecund","fecund",1,1269,1,3,2.27415784926368,-0.694643565865163,"2"
"1270.fecund","fecund",0,1270,1,1,1.95424250943933,-0.661524623616119,"2"
"1271.fecund","fecund",1,1271,1,3,2.34635297445064,-0.673244951433199,"2"
"1272.fecund","fecund",1,1272,1,1,2.83884909073726,-0.730846710662008,"2"
"1273.fecund","fecund",1,1273,1,1,2.2405492482826,-0.698395667269414,"2"
"1274.fecund","fecund",1,1274,1,1,2.987219229908,-0.646470471662812,"2"
"1275.fecund","fecund",1,1275,1,1,2.72181061521255,-0.808997485550004,"2"
"1276.fecund","fecund",1,1276,1,1,2.65127801399814,-0.598473173144515,"2"
"1277.fecund","fecund",1,1277,1,1,2.50105926221775,-0.744867480474062,"2"
"1278.fecund","fecund",1,1278,1,3,2.4345689040342,-0.561281439406985,"2"
"1279.fecund","fecund",1,1279,1,1,2.54406804435028,-0.725738597985512,"2"
"1280.fecund","fecund",1,1280,1,1,2.50650503240487,-0.76706953381236,"2"
"1281.fecund","fecund",1,1281,1,3,1.94939000664491,-0.7675431326855,"2"
"1282.fecund","fecund",1,1282,1,3,2.39794000867204,-0.67817108235475,"2"
"1283.fecund","fecund",1,1283,1,1,2.41830129131975,-0.70269126804774,"2"
"1284.fecund","fecund",1,1284,1,3,1.86332286012046,-0.638527802661763,"2"
"1285.fecund","fecund",1,1285,1,1,2.63245729218472,-0.629925169649714,"2"
"1286.fecund","fecund",1,1286,1,1,2.69635638873333,-0.724421759315939,"2"
"1287.fecund","fecund",1,1287,1,1,2.6954816764902,-0.788529212246428,"2"
"1288.fecund","fecund",1,1288,1,1,2.52504480703685,-0.720517448996922,"2"
"1289.fecund","fecund",1,1289,1,1,2.65801139665711,-0.727083225958185,"2"
"1290.fecund","fecund",1,1290,1,1,2.51321760006794,-0.759113756222147,"2"
"1291.fecund","fecund",1,1291,1,1,2.46089784275655,-0.725555321072068,"2"
"1292.fecund","fecund",1,1292,1,3,2.26951294421792,-0.772843258595268,"2"
"1293.fecund","fecund",1,1293,1,3,2.3096301674259,-0.787269589059998,"2"
"1294.fecund","fecund",1,1294,1,3,2.60097289568675,-0.765465344360592,"2"
"1295.fecund","fecund",1,1295,1,3,2.36361197989214,-0.622436385187415,"2"
"1296.fecund","fecund",1,1296,1,1,2.64640372622307,-0.702408172323224,"2"
"1297.fecund","fecund",1,1297,1,3,2.47567118832443,-0.66703601207488,"2"
"1298.fecund","fecund",1,1298,1,1,2.91434315711944,-0.825061979869825,"2"
"1299.fecund","fecund",1,1299,1,1,2.71767050300226,-0.600600931094055,"2"
"1300.fecund","fecund",1,1300,1,1,2.79657433321043,-0.703701664172703,"2"
"1301.fecund","fecund",1,1301,1,2,2.22788670461367,-0.74975385995318,"2"
"1302.fecund","fecund",1,1302,1,3,2.77524625974024,-0.710680772661234,"2"
"1303.fecund","fecund",1,1303,1,1,1.94448267215017,-0.517226242729326,"2"
"1304.fecund","fecund",1,1304,1,1,2.48855071650044,-0.757175870790173,"2"
"1305.fecund","fecund",1,1305,1,1,2.37657695705651,-0.712472474739666,"2"
"1306.fecund","fecund",1,1306,1,1,2.69897000433602,-0.718861668513914,"2"
"1307.fecund","fecund",1,1307,1,3,2.4996870826184,-0.7893111090222,"2"
"1308.fecund","fecund",1,1308,1,3,2.79239168949825,-0.718139572643908,"2"
"1309.fecund","fecund",1,1309,1,1,2.45024910831936,-0.795644331243373,"2"
"1310.fecund","fecund",1,1310,1,1,2.48000694295715,-0.778283314998286,"2"
"1311.fecund","fecund",1,1311,1,1,2.4345689040342,-0.727363528026509,"2"
"1312.fecund","fecund",1,1312,1,1,2.26245108973043,-0.63765388042588,"2"
"1313.fecund","fecund",1,1313,1,1,2.41329976408125,-0.757165638247121,"2"
"1314.fecund","fecund",1,1314,1,1,2.05690485133647,-0.635920291798037,"2"
"1315.fecund","fecund",1,1315,1,3,2.27646180417324,-0.682501889877331,"2"
"1316.fecund","fecund",1,1316,1,1,2.44404479591808,-0.689433799637748,"2"
"1317.fecund","fecund",1,1317,1,3,2.29446622616159,-0.777519549207683,"2"
"1318.fecund","fecund",1,1318,1,1,2.35793484700045,-0.727176099587453,"2"
"1319.fecund","fecund",1,1319,1,1,2.19312459835446,-0.722621045201173,"2"
"1320.fecund","fecund",1,1320,1,1,2.48000694295715,-0.670001728660411,"2"
"1321.fecund","fecund",1,1321,1,2,2.51054501020661,-0.871944240774398,"2"
"1322.fecund","fecund",1,1322,1,3,2.48572142648158,-0.770617381669754,"2"
"1323.fecund","fecund",1,1323,1,1,2.49276038902684,-0.627676738218188,"2"
"1324.fecund","fecund",1,1324,1,1,2.7419390777292,-0.824811238337028,"2"
"1325.fecund","fecund",1,1325,1,3,2.80753502806885,-0.748276146004556,"2"
"1326.fecund","fecund",1,1326,1,3,2.39967372148104,-0.801607634606547,"2"
"1327.fecund","fecund",1,1327,1,1,2.67577834167409,-0.70573167616344,"2"
"1328.fecund","fecund",1,1328,1,3,2.29666519026153,-0.849158686610029,"2"
"1329.fecund","fecund",1,1329,1,3,2.25285303097989,-0.665251448989367,"2"
"1330.fecund","fecund",1,1330,1,1,2.58771096501891,-0.856433580575054,"2"
"1331.fecund","fecund",1,1331,1,1,2.67851837904011,-0.717848390377305,"2"
"1332.fecund","fecund",1,1332,1,3,2.40312052117582,-0.736286644063527,"2"
"1333.fecund","fecund",1,1333,1,1,2.31597034545692,-0.683089489049507,"2"
"1334.fecund","fecund",1,1334,1,1,2.71096311899528,-0.653762222070464,"2"
"1335.fecund","fecund",1,1335,1,3,2.23044892137827,-0.754979370981433,"2"
"1336.fecund","fecund",1,1336,1,2,2.51719589794997,-0.801509768055129,"2"
"1337.fecund","fecund",1,1337,1,3,2.35602585719312,-0.700290203707564,"2"
"1338.fecund","fecund",1,1338,1,3,2.29225607135648,-0.764341041245361,"2"
"1339.fecund","fecund",1,1339,1,3,2.27646180417324,-0.778690277984059,"2"
"1340.fecund","fecund",1,1340,1,1,1.88081359228079,-0.616851452384363,"2"
"1341.fecund","fecund",1,1341,1,1,2.7041505168398,-0.691188572077773,"2"
"1342.fecund","fecund",1,1342,1,1,2.70156798505593,-0.72846050811774,"2"
"1343.fecund","fecund",1,1343,1,1,2.53147891704225,-0.752928795016264,"2"
"1344.fecund","fecund",1,1344,1,1,2.54900326202579,-0.704114327140857,"2"
"1345.fecund","fecund",1,1345,1,1,2.59988307207369,-0.703464748670104,"2"
"1346.fecund","fecund",0,1346,1,1,2.91803033678488,-0.759227291726927,"2"
"1347.fecund","fecund",1,1347,1,1,2.33243845991561,-0.62113196827243,"2"
"1348.fecund","fecund",1,1348,1,1,2.48572142648158,-0.780479912702226,"2"
"1349.fecund","fecund",1,1349,1,1,2.47856649559384,-0.80127850612242,"2"
"1350.fecund","fecund",1,1350,1,1,2.95133751879592,-0.724515051477634,"2"
"1351.fecund","fecund",1,1351,1,3,2.50379068305718,-0.676930275207735,"2"
"1352.fecund","fecund",1,1352,1,1,2.7664128471124,-0.66691766378869,"2"
"1353.fecund","fecund",1,1353,1,1,2.52374646681156,-0.698538085372618,"2"
"1354.fecund","fecund",1,1354,1,1,2.82216807936802,-0.714593295376974,"2"
"1355.fecund","fecund",1,1355,1,3,2.6222140229663,-0.748250988005934,"2"
"1356.fecund","fecund",1,1356,1,1,2.73639650227664,-0.688425710781372,"2"
"1357.fecund","fecund",1,1357,1,1,2.50514997831991,-0.664152332306637,"2"
