"","Income","Sex","Marital","Age","Edu","Occupation","Lived","Dual_Income","Household","Householdu18","Status","Home_Type","Ethnic","Language"
"2462",9,1,1,6,5,1,5,2,2,0,1,1,7,1
"2463",8,1,1,6,6,1,5,3,2,0,1,1,7,1
"2464",9,2,1,4,5,1,4,2,4,0,1,1,7,1
"2465",8,1,1,6,4,8,5,3,2,0,1,1,7,1
"2466",8,2,1,7,4,8,5,3,2,0,1,NA,7,1
"2467",9,2,1,6,6,2,5,3,3,0,1,1,7,1
"2468",6,1,1,3,5,1,3,3,3,1,1,1,5,1
"2469",1,1,5,3,5,8,NA,1,1,0,2,3,7,1
"2470",4,1,5,2,4,3,5,1,6,0,3,1,2,1
"2471",5,1,5,2,4,2,5,1,4,0,2,1,3,NA
"2472",2,2,3,3,4,1,2,1,NA,0,2,3,7,1
"2473",7,1,1,3,5,1,3,3,4,2,2,3,8,3
"2474",6,1,1,3,4,1,5,2,2,0,2,3,7,1
"2475",4,1,5,3,3,9,5,1,1,0,2,3,7,1
"2476",3,1,2,2,2,2,5,1,5,0,2,4,7,1
"2477",7,1,5,3,6,1,3,1,1,0,2,3,7,3
"2478",3,1,2,3,5,1,5,1,3,0,2,5,7,NA
"2479",7,2,1,3,5,5,3,3,3,1,1,1,7,1
"2480",6,2,1,3,3,4,2,2,2,0,2,3,7,1
"2481",1,2,3,5,4,9,5,1,3,0,3,1,7,1
"2482",6,2,5,3,6,1,3,1,1,0,2,3,3,1
"2483",6,2,5,5,4,4,NA,1,3,0,2,1,7,1
"2484",4,2,2,2,5,1,2,2,2,0,2,5,7,1
"2485",3,2,3,4,3,1,5,1,2,1,2,5,8,1
"2486",3,1,1,6,NA,8,NA,3,2,0,2,NA,1,1
"2487",9,2,1,6,5,4,NA,2,3,0,1,1,7,1
"2488",8,2,2,3,4,1,5,1,2,0,1,2,7,1
"2489",8,2,1,3,6,1,4,2,2,0,1,1,7,1
"2490",9,1,1,6,5,1,5,2,2,0,1,1,7,1
"2491",8,1,2,3,4,1,5,2,2,0,1,2,7,1
"2492",8,1,1,3,6,1,4,2,3,1,1,1,7,1
"2493",5,2,1,4,5,1,3,2,2,0,1,1,7,1
"2494",9,1,1,4,4,2,5,2,3,1,1,1,1,1
"2495",9,2,1,4,6,1,5,2,4,2,1,1,2,1
"2496",8,1,5,2,4,6,5,1,3,0,3,1,2,1
"2497",8,1,1,5,6,1,4,2,3,1,2,1,2,1
"2498",9,1,1,4,5,1,5,2,3,0,1,1,7,1
"2499",8,1,1,5,4,1,5,3,3,1,1,1,7,1
"2500",8,1,1,5,4,1,2,2,3,0,2,2,7,1
"2501",8,1,5,4,6,1,2,1,1,0,1,2,7,1
"2502",9,1,5,2,4,2,5,1,4,0,3,1,7,1
"2503",9,1,5,2,4,6,5,1,5,0,3,1,7,1
"2504",8,2,1,5,3,3,5,2,3,1,1,1,7,1
"2505",8,2,1,5,3,4,2,2,3,0,2,2,7,1
"2506",9,2,1,4,4,1,5,2,4,2,2,2,7,1
"2507",8,2,1,4,6,1,3,2,2,0,1,2,7,1
"2508",9,1,1,6,6,8,5,3,2,0,1,1,7,1
"2509",9,1,1,6,5,1,4,3,2,0,1,1,7,1
"2510",9,1,1,6,6,1,2,2,2,0,1,2,7,1
"2511",9,2,1,6,5,4,2,2,2,0,1,2,7,NA
"2512",5,1,1,2,5,1,2,2,3,1,2,1,7,1
"2513",6,2,2,2,3,3,5,2,2,0,2,5,7,1
"2514",6,2,1,3,5,1,5,2,3,1,1,1,7,1
"2515",7,2,3,4,6,7,NA,1,1,0,1,2,7,1
"2516",7,2,5,2,3,2,3,1,5,2,3,1,2,1
"2517",2,1,5,2,3,2,5,1,4,1,3,1,2,1
"2518",5,1,2,2,3,3,5,2,2,0,2,2,5,1
"2519",6,1,5,2,4,2,5,1,3,0,2,1,7,1
"2520",6,1,1,4,4,3,5,3,3,1,1,5,7,1
"2521",6,1,5,3,5,1,2,1,1,0,2,3,7,1
"2522",6,1,5,2,5,1,2,1,2,0,2,3,7,1
"2523",6,1,2,4,4,1,2,1,2,0,2,3,7,1
"2524",6,1,1,3,3,1,5,3,3,1,2,2,7,1
"2525",1,2,5,2,3,2,5,1,3,0,3,1,7,1
"2526",2,2,3,3,4,4,5,1,2,0,1,2,7,1
"2527",3,2,5,2,5,1,2,1,1,0,2,3,7,1
"2528",6,2,1,3,4,1,5,2,3,1,2,1,7,NA
"2529",6,2,3,4,4,1,5,1,2,1,1,2,7,1
"2530",6,2,2,3,3,2,2,1,2,0,2,3,7,1
"2531",2,2,5,2,4,2,NA,1,4,0,3,1,7,1
"2532",6,2,5,2,4,2,5,1,2,0,1,1,7,1
"2533",7,2,5,2,3,6,5,1,4,0,3,1,7,1
"2534",4,2,2,2,3,1,5,1,2,0,2,2,7,1
"2535",3,2,2,2,4,4,5,2,3,0,2,3,7,1
"2536",7,2,1,3,4,1,5,2,3,1,2,1,7,1
"2537",7,1,1,4,4,1,5,2,4,2,1,1,3,1
"2538",5,2,5,3,3,2,NA,1,3,0,2,2,5,1
"2539",6,2,3,4,4,1,5,1,3,2,2,3,5,1
"2540",7,2,1,6,6,1,5,3,2,0,1,1,7,1
"2541",2,2,1,7,3,5,5,3,2,0,1,1,7,1
"2542",6,2,1,7,4,8,5,3,5,0,1,1,7,1
"2543",2,2,5,6,6,8,5,1,1,0,2,3,7,1
"2544",2,2,3,6,4,4,5,1,2,0,1,2,7,1
"2545",1,2,4,7,3,4,5,1,2,0,2,3,7,1
"2546",7,1,5,3,4,1,5,1,1,0,2,3,7,1
"2547",3,1,5,2,4,3,5,1,2,0,2,3,7,1
"2548",2,1,3,3,4,4,5,1,1,0,3,1,7,1
"2549",4,2,3,3,4,3,5,1,2,1,2,3,7,1
"2550",4,2,5,3,5,1,4,1,1,0,2,3,3,1
"2551",3,2,3,4,4,4,5,1,1,0,2,3,7,1
"2552",1,2,5,4,6,6,5,1,2,0,2,1,7,1
"2553",6,2,3,3,4,1,5,1,1,0,3,1,7,1
"2554",7,1,5,3,4,1,5,1,1,0,1,2,7,1
"2555",6,1,5,3,4,2,4,1,1,0,2,3,7,1
"2556",7,2,5,2,5,1,5,1,1,0,2,3,7,1
"2557",7,1,5,3,5,1,2,1,8,2,3,1,2,1
"2558",4,2,2,3,3,4,3,2,2,0,2,3,2,1
"2559",6,2,5,3,4,NA,4,1,2,0,2,5,2,1
"2560",2,2,5,3,4,5,2,1,3,1,3,1,7,1
"2561",7,2,5,2,4,1,3,1,1,1,2,3,1,1
"2562",5,2,5,2,3,1,4,1,2,0,3,1,7,1
"2563",4,2,1,7,3,8,5,3,2,0,1,1,7,1
"2564",7,1,3,6,5,1,5,1,3,0,2,5,8,1
"2565",3,1,4,6,3,8,5,1,3,0,1,1,7,1
"2566",7,2,5,6,3,4,5,1,1,0,2,3,7,1
"2567",3,1,5,2,4,3,5,1,3,0,3,1,7,1
"2568",6,1,1,6,4,1,NA,2,2,0,1,1,7,1
"2569",4,2,2,3,5,4,3,1,2,0,2,3,7,1
"2570",4,2,4,5,3,4,5,1,2,1,1,1,7,1
"2571",6,1,1,3,6,1,NA,2,2,0,2,3,7,1
"2572",5,2,5,3,5,1,5,1,3,0,2,1,8,1
"2573",6,2,5,2,4,6,5,1,3,0,3,1,7,1
"2574",2,2,5,2,3,4,NA,1,1,0,2,3,7,1
"2575",5,1,1,4,4,3,5,2,2,0,1,1,7,1
"2576",5,2,5,3,5,1,3,1,4,0,1,1,2,1
"2577",8,2,1,4,4,3,4,2,2,0,1,1,7,1
"2578",8,2,NA,4,5,1,5,1,4,1,1,1,5,2
"2579",9,2,2,4,5,1,5,1,2,0,1,1,7,1
"2580",9,1,2,4,4,1,5,2,2,0,1,1,7,1
"2581",8,2,1,4,4,1,NA,2,4,1,1,1,2,1
"2582",9,1,1,5,5,1,5,3,2,0,1,1,7,1
"2583",9,2,1,5,4,5,5,3,2,0,1,1,7,1
"2584",8,2,1,4,4,4,4,2,2,0,1,1,2,1
"2585",8,2,5,2,5,1,5,1,4,0,3,1,8,1
"2586",9,2,1,4,3,4,3,2,3,0,1,5,7,1
"2587",8,2,1,5,4,1,5,2,3,0,1,1,7,1
"2588",8,2,4,5,4,1,5,1,1,0,1,1,7,1
"2589",9,2,1,5,4,1,5,2,3,0,1,1,7,1
"2590",8,2,5,2,2,6,5,1,4,1,3,1,7,1
"2591",9,1,1,5,5,1,5,2,3,1,1,1,2,1
"2592",9,1,5,3,4,3,5,1,5,0,3,1,7,1
"2593",9,1,1,4,5,1,5,2,3,0,1,1,7,1
"2594",8,2,5,2,3,2,5,1,4,1,3,1,7,1
"2595",8,2,2,3,6,1,1,1,2,0,2,3,5,1
"2596",9,1,1,4,4,1,5,2,3,0,1,5,7,1
"2597",9,1,1,5,6,1,5,2,4,2,1,1,7,1
"2598",9,1,1,3,6,1,4,3,3,1,1,1,7,NA
"2599",8,1,5,3,5,1,3,1,7,2,2,1,2,3
"2600",9,1,1,5,5,8,5,3,3,0,1,1,7,1
"2601",8,2,1,5,4,1,3,2,2,0,1,2,7,1
"2602",8,1,1,5,5,2,3,2,2,0,1,2,7,1
"2603",7,1,1,5,4,1,5,3,4,0,1,1,2,3
"2604",3,2,5,3,4,4,5,1,1,0,2,3,8,1
"2605",6,2,5,3,6,1,3,1,3,0,2,1,2,1
"2606",7,2,5,2,4,6,5,1,3,0,3,1,7,1
"2607",1,2,5,2,4,9,5,1,4,1,3,1,2,1
"2608",7,2,1,3,4,1,5,2,2,0,1,4,7,1
"2609",7,2,1,3,3,5,5,3,4,2,2,2,7,1
"2610",7,1,5,2,2,3,5,1,2,0,2,3,5,1
"2611",7,2,2,2,4,4,5,1,2,0,2,3,7,1
"2612",9,1,1,3,5,2,2,2,2,0,1,2,7,1
"2613",9,1,1,5,6,1,NA,2,2,0,1,NA,7,1
"2614",3,1,5,2,4,6,5,1,3,0,3,2,5,2
"2615",4,2,3,5,1,3,5,1,3,0,1,2,5,2
"2616",6,1,1,3,4,2,5,2,4,2,2,3,7,1
"2617",5,1,5,2,4,1,2,1,1,0,2,1,7,1
"2618",6,1,5,3,6,1,2,1,1,0,2,3,7,1
"2619",9,2,5,2,5,9,5,1,5,2,3,1,7,1
"2620",9,2,1,3,4,1,NA,2,2,0,1,1,7,1
"2621",4,1,5,2,5,1,5,1,NA,0,2,3,7,1
"2622",8,2,5,3,5,1,NA,1,1,0,2,3,7,1
"2623",7,2,1,3,3,4,5,2,2,0,2,3,7,1
"2624",5,1,1,7,4,8,4,3,2,0,1,1,7,1
"2625",5,2,1,6,4,8,5,3,3,0,1,NA,7,1
"2626",7,1,1,3,5,4,3,2,2,0,2,3,3,1
"2627",4,1,2,5,4,5,NA,3,4,0,1,1,1,1
"2628",7,1,1,4,4,1,3,2,2,0,1,2,7,1
"2629",6,2,5,3,4,2,5,1,1,0,2,3,7,1
"2630",8,1,2,3,5,1,3,2,2,0,2,3,7,1
"2631",9,1,5,2,4,6,2,1,5,0,2,5,7,1
"2632",9,1,5,2,4,6,2,1,4,0,3,1,6,1
"2633",9,1,5,2,NA,6,5,1,1,0,2,3,5,NA
"2634",1,2,5,2,4,2,5,1,2,2,1,1,7,1
"2635",6,2,5,2,5,1,NA,1,1,0,2,1,7,1
"2636",5,2,5,4,5,1,5,1,2,0,1,1,7,1
"2637",8,1,1,3,6,1,NA,3,3,1,1,1,7,1
"2638",8,2,1,4,4,5,NA,3,3,1,1,1,7,1
"2639",6,2,5,4,4,4,5,1,2,1,2,NA,7,1
"2640",9,1,1,7,5,8,5,3,2,0,1,1,7,1
"2641",8,2,1,3,6,5,4,3,4,2,1,1,7,1
"2642",7,1,1,3,5,1,1,2,2,0,2,3,7,NA
"2643",6,1,1,3,4,1,5,2,NA,0,2,3,2,3
"2644",7,2,1,5,5,1,5,2,6,3,1,1,7,1
"2645",9,2,1,6,5,5,5,3,2,0,1,1,7,1
"2646",8,2,3,4,4,2,5,1,2,1,1,1,7,1
"2647",6,2,1,3,4,6,1,2,2,0,2,3,7,1
"2648",6,2,3,4,4,1,5,1,3,2,1,2,7,1
"2649",9,2,1,4,6,1,5,2,3,1,1,1,7,1
"2650",9,2,5,2,3,9,2,1,5,2,3,1,7,1
"2651",1,2,5,2,5,1,NA,1,1,0,2,3,7,1
"2652",1,2,5,2,4,6,2,1,4,0,2,3,8,1
"2653",5,2,3,5,4,4,5,1,1,0,1,2,7,1
"2654",9,2,1,3,5,5,3,3,3,1,1,5,7,1
"2655",8,2,5,4,6,1,4,1,1,0,1,5,7,1
"2656",7,2,3,4,4,1,5,1,2,0,1,2,8,NA
"2657",4,2,1,6,4,4,5,3,2,0,1,1,7,1
"2658",5,2,1,5,4,1,5,2,2,0,1,1,7,1
"2659",8,2,1,4,6,1,5,2,2,0,1,1,7,1
"2660",5,2,1,6,3,5,5,3,2,0,1,1,7,1
"2661",4,2,5,3,5,1,2,1,2,0,2,5,7,1
"2662",3,2,5,3,5,6,4,1,1,0,2,3,7,1
"2663",7,2,5,2,3,6,5,1,6,3,3,1,7,1
"2664",8,1,5,3,5,1,5,1,2,0,1,1,7,1
"2665",8,1,1,5,5,1,NA,3,4,2,1,1,7,1
"2666",8,1,1,5,4,1,4,2,3,0,1,1,7,1
"2667",8,1,3,4,5,1,5,1,1,0,1,2,7,1
"2668",7,1,3,4,6,1,4,1,4,1,2,1,7,1
"2669",7,1,3,3,4,2,5,1,1,0,2,3,5,1
"2670",8,1,1,5,6,1,5,2,3,1,1,1,7,1
"2671",9,1,1,4,5,1,5,2,3,1,1,1,7,1
"2672",8,1,1,5,6,2,5,2,2,0,1,1,7,1
"2673",6,1,5,6,4,1,5,1,1,0,1,1,8,1
"2674",5,1,1,3,4,7,2,2,2,0,2,3,7,1
"2675",1,1,5,2,4,6,2,1,5,0,2,3,7,1
"2676",6,1,1,5,5,8,5,1,2,0,1,1,5,1
"2677",9,1,1,5,5,1,5,2,2,0,1,1,6,1
"2678",9,1,1,4,5,1,5,2,2,0,1,1,7,1
"2679",2,1,3,7,3,8,5,1,1,0,2,5,7,1
"2680",8,1,1,3,4,1,3,2,2,0,2,1,2,3
"2681",5,1,1,7,4,8,5,3,2,0,1,1,7,1
"2682",1,2,5,1,1,6,5,1,3,1,3,3,7,1
"2683",9,2,1,5,5,1,5,2,4,2,1,1,7,1
"2684",7,2,1,5,5,4,4,2,2,0,1,1,6,NA
"2685",8,1,1,3,5,1,5,3,2,0,1,1,8,1
"2686",8,2,1,3,5,2,5,2,2,0,1,1,7,1
"2687",9,2,1,4,5,1,4,2,4,2,1,NA,2,1
"2688",4,1,2,3,2,3,5,2,2,0,2,3,7,1
"2689",9,2,1,5,4,1,5,2,6,2,1,1,7,1
"2690",1,2,5,2,3,6,3,1,5,3,3,1,7,1
"2691",3,1,5,2,3,3,5,1,2,0,2,1,7,1
"2692",8,2,5,2,3,6,5,1,5,5,3,1,6,1
"2693",9,2,1,4,5,5,5,3,4,2,1,1,7,1
"2694",8,2,5,5,5,8,5,1,1,0,1,1,7,1
"2695",3,1,5,2,4,3,5,1,1,0,2,3,7,1
"2696",1,2,5,2,4,6,2,1,NA,0,2,NA,7,1
"2697",5,1,4,7,3,8,5,1,1,0,1,1,7,1
"2698",1,2,5,2,4,6,4,1,4,1,3,1,7,1
"2699",2,2,4,7,3,8,5,1,1,0,1,5,7,1
"2700",1,2,5,2,4,6,2,1,3,0,3,1,8,1
"2701",8,2,1,7,3,5,5,3,2,0,1,1,7,1
"2702",7,2,1,3,4,5,5,3,4,2,1,1,7,1
"2703",8,2,1,6,3,5,5,3,2,0,1,1,7,1
"2704",1,1,5,2,4,6,4,1,4,0,2,3,7,1
"2705",7,2,3,5,4,1,5,1,2,0,1,1,7,1
"2706",7,1,1,7,5,1,5,3,2,0,1,1,7,1
"2707",8,2,1,3,4,5,3,3,2,0,1,5,7,1
"2708",8,2,5,2,4,1,5,1,2,0,3,1,7,1
"2709",4,1,5,2,4,3,5,1,1,0,2,3,5,1
"2710",2,2,5,2,4,6,4,1,4,0,3,1,1,1
"2711",5,1,4,7,3,1,5,1,1,0,1,1,7,1
"2712",6,1,1,3,4,1,5,2,4,2,1,1,7,1
"2713",2,2,5,2,4,2,5,1,4,0,3,1,5,2
"2714",4,1,1,4,5,1,4,2,2,0,2,3,7,1
"2715",7,1,1,6,4,8,5,3,2,0,1,1,7,1
"2716",1,2,4,7,3,8,5,1,1,0,1,1,7,1
"2717",8,1,1,6,4,1,5,3,2,0,1,1,7,1
"2718",1,2,5,2,4,2,5,1,1,0,2,1,7,1
"2719",3,2,4,7,4,8,5,1,1,0,1,1,7,1
"2720",8,2,1,3,3,1,5,2,2,0,1,2,6,1
"2721",5,1,1,4,5,3,2,3,4,2,2,3,7,1
"2722",3,1,2,2,4,6,5,1,2,0,2,3,7,1
"2723",3,2,2,2,4,6,5,1,2,0,2,3,7,1
"2724",1,1,5,2,3,6,5,1,4,1,3,1,7,1
"2725",1,2,5,2,4,6,5,1,3,0,1,1,7,1
"2726",9,1,1,4,5,1,5,2,4,1,1,1,7,1
"2727",6,2,1,7,3,8,5,3,2,0,1,1,7,1
"2728",8,2,5,2,6,1,5,1,3,0,3,1,5,NA
"2729",9,1,1,4,4,2,5,2,4,2,2,1,7,1
"2730",4,1,5,3,4,1,2,1,3,0,2,1,2,1
"2731",5,1,2,3,5,1,5,1,2,0,2,3,7,1
"2732",8,1,5,2,4,1,5,1,5,1,3,1,7,1
"2733",5,2,1,7,4,8,5,3,2,0,1,1,7,1
"2734",3,2,5,3,4,4,5,1,5,2,3,1,2,1
"2735",9,1,1,5,6,8,3,3,9,2,1,1,7,1
"2736",5,1,5,2,4,6,5,1,4,1,3,1,2,1
"2737",6,1,1,4,3,5,2,2,3,1,1,1,2,1
"2738",2,2,4,7,4,8,5,1,1,0,1,1,7,1
"2739",6,1,5,4,4,1,5,1,1,0,2,NA,5,1
"2740",2,2,5,2,5,4,3,1,5,1,2,1,6,1
"2741",7,2,5,2,3,2,5,1,3,0,3,1,7,1
"2742",9,2,5,2,4,6,2,1,2,0,1,3,7,3
"2743",7,1,3,4,4,1,5,1,1,0,1,1,8,1
"2744",6,1,5,2,4,3,4,1,1,0,1,2,5,1
"2745",9,1,1,4,6,1,5,2,4,2,1,1,3,1
"2746",8,1,5,4,4,1,5,1,3,0,2,1,7,1
"2747",4,1,5,5,4,4,5,1,1,0,2,3,7,1
"2748",1,1,3,3,4,9,5,1,3,0,3,1,7,1
"2749",7,2,3,4,5,1,5,1,3,2,1,1,7,1
"2750",7,2,4,7,3,4,5,1,1,0,1,2,7,1
"2751",9,1,1,4,4,1,5,2,2,1,1,1,2,3
"2752",6,1,1,3,4,1,5,3,3,1,1,1,7,1
"2753",6,1,1,7,3,NA,NA,3,2,0,1,1,7,1
"2754",6,2,1,6,4,8,5,3,2,0,1,1,7,1
"2755",9,2,1,4,4,4,5,2,4,2,1,1,7,1
"2756",7,1,1,4,4,2,5,2,6,2,1,1,5,1
"2757",9,1,1,4,5,NA,NA,2,3,0,1,1,7,1
"2758",8,1,3,4,6,1,5,1,NA,0,2,3,7,1
"2759",7,2,4,7,5,8,5,1,1,0,1,2,7,1
"2760",6,2,1,6,4,8,5,3,2,0,1,NA,7,1
"2761",8,2,1,7,4,5,5,3,2,0,1,NA,7,1
"2762",9,2,1,5,4,2,5,3,2,0,1,1,7,1
"2763",7,2,1,4,4,1,5,2,4,2,2,1,7,1
"2764",4,2,3,4,3,4,2,1,1,0,2,3,3,1
"2765",9,2,1,4,4,1,4,2,3,1,2,1,7,1
"2766",6,2,1,6,5,1,5,3,2,0,1,1,7,1
"2767",1,2,5,2,4,6,5,1,5,1,3,1,7,3
"2768",1,1,5,1,2,6,5,1,5,1,3,1,7,1
"2769",6,2,5,4,3,1,3,1,1,0,2,3,7,1
"2770",9,1,1,5,6,1,5,2,3,1,1,1,7,1
"2771",9,2,1,6,4,2,5,2,3,0,1,1,7,1
"2772",7,1,5,3,5,1,5,1,1,0,2,3,7,1
"2773",6,2,1,6,3,4,5,3,2,0,1,1,7,1
"2774",4,2,5,2,3,1,5,1,3,0,3,1,2,1
"2775",8,1,1,3,4,3,5,2,2,0,3,1,5,1
"2776",9,1,1,5,5,1,5,2,3,0,1,1,7,1
"2777",1,2,5,2,4,6,2,1,NA,0,NA,NA,3,1
"2778",8,2,2,4,4,1,5,1,2,0,1,1,7,1
"2779",8,2,1,7,4,1,5,3,2,0,1,1,7,1
"2780",9,1,5,2,4,6,5,1,8,4,3,1,7,1
"2781",9,1,1,5,4,1,5,3,2,0,1,1,7,1
"2782",9,1,5,2,4,6,5,1,5,2,3,1,7,1
"2783",3,1,5,3,4,1,5,1,1,0,2,1,7,1
"2784",5,1,5,3,4,1,5,1,1,0,2,3,7,3
"2785",5,1,2,3,4,1,5,1,2,0,2,3,5,1
"2786",1,2,1,3,3,1,NA,2,2,0,2,5,7,1
"2787",9,2,1,6,4,1,5,3,2,0,1,1,7,1
"2788",6,2,5,3,5,1,5,1,1,0,2,3,7,1
"2789",5,2,3,6,4,1,5,1,2,0,1,1,7,1
"2790",4,2,2,2,4,2,2,2,2,0,2,2,7,1
"2791",7,1,1,3,4,3,5,2,3,1,2,1,5,1
"2792",7,2,1,6,4,4,5,3,3,0,1,1,7,1
"2793",7,1,1,7,6,8,5,3,3,0,1,1,7,1
"2794",7,1,1,7,3,8,5,3,2,0,1,1,7,1
"2795",6,2,1,6,3,3,5,3,4,0,1,1,5,1
"2796",5,1,1,7,4,8,5,3,2,0,1,1,7,1
"2797",4,1,1,7,5,8,5,3,2,0,3,1,7,1
"2798",6,1,1,7,4,8,5,3,2,0,1,NA,7,1
"2799",4,1,5,6,5,8,5,1,5,0,NA,5,7,1
"2800",8,2,3,5,4,1,5,1,2,0,1,1,7,1
"2801",9,1,1,4,6,1,NA,3,5,3,1,1,7,1
"2802",4,2,NA,6,NA,8,5,3,NA,0,3,NA,7,1
"2803",2,1,4,7,4,8,5,1,1,0,1,1,7,1
"2804",9,1,1,7,4,1,5,2,2,0,2,3,7,1
"2805",8,2,1,6,5,8,5,3,2,0,1,1,7,1
"2806",9,2,1,6,6,1,5,2,2,0,1,1,7,1
"2807",8,1,1,7,6,8,5,3,2,0,1,1,7,1
"2808",8,2,1,6,5,5,5,3,2,0,1,5,7,1
"2809",9,2,1,6,6,1,5,3,2,0,1,1,7,1
"2810",1,1,5,1,2,8,2,1,1,1,NA,NA,7,1
"2811",1,1,5,1,2,6,3,1,5,3,3,1,2,3
"2812",1,2,5,1,2,9,5,1,2,1,3,2,7,1
"2813",1,1,5,1,1,6,3,1,5,3,3,1,2,3
"2814",3,1,5,2,4,6,1,1,3,0,3,1,7,1
"2815",4,2,1,3,4,1,5,2,2,0,1,1,1,1
"2816",1,2,5,2,4,6,5,1,3,2,3,1,7,1
"2817",4,1,5,5,6,1,5,1,1,0,2,1,7,1
"2818",7,2,1,3,5,2,1,3,2,0,2,3,7,1
"2819",6,1,5,3,6,2,4,1,1,0,1,1,2,3
"2820",3,1,5,2,3,6,5,1,3,0,3,1,7,1
"2821",6,2,5,3,4,1,5,1,4,2,1,1,7,1
"2822",2,1,5,2,3,2,5,1,4,0,2,1,7,1
"2823",5,1,5,3,5,1,5,1,1,0,1,NA,7,1
"2824",1,1,5,2,4,6,5,1,3,0,2,1,7,1
"2825",1,2,5,2,4,6,2,1,2,2,2,5,7,1
"2826",1,2,5,2,4,2,1,1,4,1,3,1,7,1
"2827",6,2,2,3,4,1,5,1,2,0,2,3,8,1
"2828",2,2,5,2,4,2,4,1,2,0,2,1,7,1
"2829",7,1,3,5,5,7,5,1,1,0,1,1,2,1
"2830",1,1,5,3,6,6,2,1,4,0,3,1,2,1
"2831",4,2,1,2,3,1,2,3,6,2,2,1,2,3
"2832",1,2,5,2,4,6,5,1,2,0,2,3,3,1
"2833",3,1,5,3,5,1,5,1,1,0,2,3,3,1
"2834",6,2,4,5,6,1,5,1,1,0,1,2,3,1
"2835",3,1,5,4,4,9,5,1,5,0,3,1,7,3
"2836",1,1,5,2,2,2,5,1,3,0,2,1,7,1
"2837",9,1,1,3,6,1,4,2,2,0,1,1,7,1
"2838",8,2,1,3,5,1,5,2,2,0,1,1,7,1
"2839",8,1,1,3,5,2,5,2,2,0,1,1,7,1
"2840",8,1,5,2,2,2,5,1,4,0,3,1,7,1
"2841",9,2,1,3,5,1,2,3,2,0,1,1,7,1
"2842",8,2,5,2,3,6,1,1,4,0,3,1,7,1
"2843",1,2,3,4,5,9,2,1,3,1,2,2,7,1
"2844",4,1,5,5,3,3,NA,1,1,0,2,4,7,1
"2845",5,2,1,3,5,1,1,2,2,0,2,3,7,1
"2846",8,2,2,5,6,1,5,1,1,0,1,1,7,1
"2847",8,2,1,4,5,1,NA,2,3,1,1,1,7,1
"2848",8,1,5,2,2,6,5,1,4,1,3,1,7,1
"2849",8,2,1,3,4,5,5,3,3,1,1,1,7,1
"2850",8,2,5,2,4,2,5,1,3,0,3,1,7,1
"2851",9,2,5,2,4,6,NA,1,3,1,3,1,7,1
"2852",8,1,5,2,4,6,3,1,NA,0,3,1,7,1
"2853",8,1,5,3,5,1,3,1,2,0,2,1,7,1
"2854",9,1,1,5,4,1,5,2,2,0,1,1,7,1
"2855",9,2,1,4,6,1,3,2,3,1,1,2,7,1
"2856",8,2,2,3,4,1,5,1,2,0,2,3,7,1
"2857",9,2,3,4,6,1,5,1,1,0,1,1,7,1
"2858",9,2,1,5,6,1,5,2,2,0,1,5,7,1
"2859",9,2,1,4,4,5,2,3,4,2,2,1,7,1
"2860",9,1,5,2,5,9,5,1,3,0,3,NA,2,1
"2861",8,2,1,5,6,1,5,2,3,0,1,1,7,1
"2862",9,1,1,4,6,1,5,3,2,0,1,2,3,1
"2863",8,2,1,4,3,1,4,2,4,2,1,1,8,1
"2864",8,1,1,4,4,2,5,2,4,2,1,1,7,1
"2865",7,1,5,6,5,1,5,1,2,0,1,1,2,1
"2866",5,2,3,3,3,4,5,1,4,2,2,3,7,1
"2867",1,2,5,3,3,9,5,1,2,0,2,1,7,1
"2868",5,2,5,2,3,6,5,1,4,2,2,3,7,1
"2869",7,2,1,5,5,1,5,2,2,0,2,2,7,1
"2870",8,1,1,3,5,1,4,2,2,0,1,1,7,1
"2871",5,1,3,3,4,4,5,1,1,0,2,1,7,NA
"2872",1,2,5,1,2,6,3,1,3,1,3,1,7,1
"2873",1,2,5,2,4,6,2,1,3,0,3,1,7,1
"2874",9,1,1,4,4,1,5,2,2,0,1,1,7,1
"2875",9,1,1,4,6,1,4,3,4,2,1,1,2,1
"2876",8,2,5,2,3,4,NA,1,3,0,3,1,7,1
"2877",1,2,5,2,3,4,5,1,7,2,1,1,5,1
"2878",9,1,3,4,3,1,3,1,5,2,1,2,7,1
"2879",8,1,1,7,4,8,5,3,2,0,1,1,7,1
"2880",8,1,5,2,4,6,5,1,5,2,3,1,5,1
"2881",8,1,5,3,6,1,2,1,1,0,2,3,7,1
"2882",5,2,5,2,3,2,4,1,4,1,3,2,7,1
"2883",7,2,5,1,5,9,5,1,6,2,1,1,5,2
"2884",1,2,5,2,3,6,5,1,1,0,2,3,7,1
"2885",1,2,5,2,2,6,5,1,4,0,3,1,7,1
"2886",5,2,5,2,5,1,5,1,4,0,3,1,7,1
"2887",4,2,5,3,5,1,1,1,NA,0,2,3,7,1
"2888",6,2,3,7,4,8,5,1,1,0,2,3,7,1
"2889",9,1,1,4,6,1,5,2,2,0,1,5,7,1
"2890",9,2,1,4,4,1,5,2,2,0,1,5,7,1
"2891",7,1,1,7,4,8,5,3,2,0,1,1,7,1
"2892",9,2,5,2,4,2,5,1,4,0,3,1,7,1
"2893",5,2,1,4,4,2,5,2,3,1,1,1,3,NA
"2894",7,2,5,2,3,2,5,1,3,1,3,2,7,1
