"","row","col","yield"
"1275",15,36,4.8
"1276",16,36,4.3
"1277",17,36,5.2
"1278",18,36,3.6
"1279",19,36,4
"1280",20,36,3.8
"1281",21,36,5.1
"1282",22,36,4.4
"1283",23,36,5.5
"1284",24,36,4.1
"1285",25,36,4.1
"1286",26,36,4.9
"1287",27,36,4
"1288",28,36,4.1
"1289",29,36,6
"1290",30,36,3.8
"1291",31,36,4.7
"1292",32,36,3.6
"1293",33,36,3.9
"1294",34,36,5.6
"1295",35,36,4.7
"1296",36,36,4.5
