"","row","col","yield"
"1273",13,36,5.3
"1274",14,36,5
"1275",15,36,3.5
"1276",16,36,4.4
"1277",17,36,4.5
"1278",18,36,4.8
"1279",19,36,4.2
"1280",20,36,4.5
"1281",21,36,4.7
"1282",22,36,4.8
"1283",23,36,5.1
"1284",24,36,5.1
"1285",25,36,4
"1286",26,36,4.6
"1287",27,36,4.5
"1288",28,36,3.7
"1289",29,36,4.7
"1290",30,36,5.9
"1291",31,36,4.1
"1292",32,36,4.5
"1293",33,36,4
"1294",34,36,4.9
"1295",35,36,4.3
"1296",36,36,3.3
