"","row","col","yield"
"1252",28,35,1.12
"1253",29,35,1.19
"1254",30,35,1.04
"1255",31,35,0.91
"1256",32,35,1.26
"1257",33,35,1.25
"1258",34,35,1.06
"1259",35,35,1.57
"1260",36,35,1.06
"1261",1,36,2.63
"1262",2,36,3.06
"1263",3,36,2.7
"1264",4,36,2.61
"1265",5,36,2.25
"1266",6,36,2.6
"1267",7,36,1.66
"1268",8,36,1.2
"1269",9,36,2.03
"1270",10,36,1.83
"1271",11,36,1.85
"1272",12,36,2.45
"1273",13,36,1.85
"1274",14,36,2.08
"1275",15,36,2.38
"1276",16,36,2.3
"1277",17,36,2
"1278",18,36,1.14
"1279",19,36,1.27
"1280",20,36,1.47
"1281",21,36,1.31
"1282",22,36,1.08
"1283",23,36,1.3
"1284",24,36,1.49
"1285",25,36,0.88
"1286",26,36,1.43
"1287",27,36,1.71
"1288",28,36,1.67
"1289",29,36,1.13
"1290",30,36,1.28
"1291",31,36,1.49
"1292",32,36,1.5
"1293",33,36,1.05
"1294",34,36,1.13
"1295",35,36,1.47
"1296",36,36,1.21
