"","study","latent","nearestGene","H4K12ac"
"1956","Central","Unexpressed",0,6.20253551718792
"1957","Active","Expressed",0,6.21260609575152
"1958","Resting","Unexpressed",0,6.21260609575152
"1959","Resting","Unexpressed",0,6.21460809842219
"1960","Central","Expressed",0,6.18208490671663
"1961","Central","Expressed",0,6.18208490671663
"1962","Central","Expressed",0,6.17170059741091
"1963","Resting","Expressed",0,6.16751649088834
"1964","Central","Expressed",0,6.15060276844628
"1965","Bcl-2","Unexpressed",0,6.15697898558556
"1966","Central","Unexpressed",0,6.14203740558736
"1967","Resting","Unexpressed",0,6.12686918411419
"1968","Resting","Expressed",0,6.10479323241498
"1969","Central","Unexpressed",0,6.07304453410041
"1970","Active","Unexpressed",0,6.01615715969835
"1971","Active","Expressed",0,5.98896141688986
"1972","Central","Expressed",0,5.97888576490112
"1973","Resting","Unexpressed",0,5.98896141688986
"1974","Active","Unexpressed",0,5.98645200528444
"1975","Active","Unexpressed",0,5.98645200528444
"1976","Active","Unexpressed",0,5.96614673912369
"1977","Resting","Unexpressed",0,5.96614673912369
"1978","Central","Expressed",0,5.85793315448346
"1979","Central","Unexpressed",0,5.8348107370626
"1980","Resting","Unexpressed",0,5.82008293035236
"1981","Central","Expressed",0,5.75890177387728
"1982","Central","Expressed",6686,4.80402104473326
"1983","Bcl-2","Unexpressed",3867,4.56434819146784
"1984","Resting","Unexpressed",0,5.13579843705026
"1985","Jurkat","Unexpressed",0,5.54517744447956
"1986","Resting","Unexpressed",0,5.64544689764324
"1987","Resting","Expressed",0,5.63121178182137
"1988","Central","Expressed",0,5.63121178182137
"1989","Central","Expressed",0,5.58724865840025
"1990","Central","Expressed",0,5.57972982598622
"1991","Jurkat","Unexpressed",0,5.57215403217776
"1992","Jurkat","Unexpressed",0,5.57215403217776
"1993","Active","Expressed",0,5.55682806169954
"1994","Jurkat","Expressed",0,5.55295958492162
"1995","Jurkat","Expressed",0,5.42934562895444
"1996","Jurkat","Expressed",0,4.92725368515721
"1997","Central","Expressed",0,5.48893772615669
"1998","Central","Unexpressed",0,5.54907608489522
"1999","Active","Expressed",0,5.70711026474888
"2000","Active","Unexpressed",0,5.6937321388027
"2001","Resting","Unexpressed",0,5.68697535633982
"2002","Central","Expressed",0,5.71042701737487
"2003","Active","Expressed",0,5.76832099579377
"2004","Central","Unexpressed",0,5.82894561761021
"2005","Central","Expressed",0,5.82600010738045
"2006","Jurkat","Expressed",0,5.82600010738045
"2007","Bcl-2","Unexpressed",0,5.82304589548302
"2008","Central","Expressed",0,5.83188247728352
"2009","Resting","Expressed",0,5.8406416573734
"2010","Resting","Unexpressed",0,5.82008293035236
"2011","Resting","Unexpressed",0,5.82008293035236
"2012","Central","Expressed",0,5.85220247977447
"2013","Bcl-2","Expressed",0,5.89164421182577
"2014","Active","Unexpressed",0,5.90536184805457
"2015","Bcl-2","Unexpressed",0,5.90536184805457
"2016","Active","Unexpressed",0,5.90808293816893
"2017","Active","Expressed",0,5.91350300563827
"2018","Central","Expressed",0,5.89715386763674
"2019","Central","Expressed",0,5.89715386763674
"2020","Resting","Unexpressed",0,5.84643877505772
"2021","Central","Expressed",0,5.84643877505772
"2022","Central","Unexpressed",0,5.8636311755981
"2023","Central","Expressed",0,5.89440283426485
"2024","Jurkat","Unexpressed",0,5.90808293816893
"2025","Active","Expressed",0,5.91620206260743
"2026","Jurkat","Expressed",0,5.91620206260743
"2027","Resting","Unexpressed",0,5.91620206260743
"2028","Resting","Unexpressed",0,5.91350300563827
"2029","Central","Unexpressed",0,5.90536184805457
"2030","Resting","Unexpressed",0,5.76205138278018
"2031","Central","Expressed",0,5.66642668811243
"2032","Resting","Unexpressed",0,5.66642668811243
"2033","Active","Unexpressed",0,5.65948221575962
"2034","Central","Expressed",0,5.605802066296
"2035","Jurkat","Expressed",0,5.37063802812766
"2036","Active","Unexpressed",0,5.51342874616498
"2037","Bcl-2","Expressed",0,5.40717177146012
"2038","Bcl-2","Unexpressed",0,5.38449506278909
"2039","Resting","Expressed",0,5.36129216570943
"2040","Resting","Expressed",0,5.36129216570943
"2041","Central","Expressed",0,5.36597601502185
"2042","Active","Expressed",0,5.02388052084628
"2043","Bcl-2","Expressed",0,5.01063529409626
"2044","Central","Unexpressed",36641,3.73766961828337
"2045","Central","Unexpressed",0,5.25749537202778
"2046","Central","Expressed",0,4.91998092582813
"2047","Central","Expressed",0,5.05624580534831
"2048","Bcl-2","Unexpressed",0,5.66642668811243
"2049","Central","Expressed",0,5.66642668811243
"2050","Central","Expressed",0,5.85793315448346
"2051","Jurkat","Unexpressed",0,5.8805329864007
"2052","Central","Expressed",0,5.97380961186926
"2053","Bcl-2","Expressed",0,6.01615715969835
"2054","Resting","Unexpressed",0,6.05443934626937
"2055","Central","Unexpressed",0,6.11809719804135
"2056","Jurkat","Unexpressed",0,6.21860011969173
"2057","Resting","Unexpressed",0,6.26909628370626
"2058","Resting","Unexpressed",0,6.19644412779452
"2059","Active","Unexpressed",5354,4.57471097850338
"2060","Central","Expressed",0,5.06259503302697
"2061","Jurkat","Unexpressed",0,5.01063529409626
"2062","Central","Expressed",0,4.39444915467244
"2063","Resting","Unexpressed",56764,4.27666611901606
"2064","Central","Unexpressed",87994,4.40671924726425
"2065","Central","Expressed",0,5.13579843705026
"2066","Central","Unexpressed",0,5.19849703126583
"2067","Resting","Unexpressed",0,6.18208490671663
"2068","Central","Unexpressed",0,6.11809719804135
"2069","Jurkat","Expressed",0,6.10479323241498
"2070","Bcl-2","Unexpressed",0,6.08677472691231
"2071","Central","Unexpressed",0,5.86078622346587
"2072","Central","Unexpressed",8078,5.33271879326537
"2073","Active","Unexpressed",4092,4.71849887129509
"2074","Central","Expressed",0,5.38449506278909
"2075","Central","Expressed",0,5.29330482472449
"2076","Central","Unexpressed",0,4.93447393313069
"2077","Central","Expressed",0,4.93447393313069
"2078","Central","Expressed",0,5.54126354515843
"2079","Central","Expressed",0,5.4249500174814
"2080","Active","Expressed",0,5.4249500174814
"2081","Active","Expressed",0,5.4249500174814
"2082","Jurkat","Expressed",0,5.59098698051086
"2083","Central","Expressed",0,5.57215403217776
"2084","Active","Expressed",0,5.55295958492162
"2085","Resting","Expressed",0,5.65248918026865
"2086","Active","Unexpressed",0,5.62040086571715
"2087","Active","Expressed",0,5.61312810638807
"2088","Central","Expressed",0,5.605802066296
"2089","Central","Unexpressed",0,5.63478960316925
"2090","Active","Expressed",0,5.65248918026865
"2091","Central","Unexpressed",0,5.68697535633982
"2092","Central","Unexpressed",0,5.69035945432406
"2093","Resting","Expressed",0,5.69035945432406
"2094","Central","Expressed",0,5.64190707093811
"2095","Resting","Unexpressed",0,5.65948221575962
"2096","Bcl-2","Expressed",0,5.67332326717149
"2097","Active","Expressed",0,5.73979291217923
"2098","Jurkat","Expressed",0,5.77144112313002
"2099","Central","Unexpressed",0,5.8348107370626
"2100","Active","Expressed",0,5.83188247728352
"2101","Active","Expressed",0,5.83188247728352
"2102","Resting","Unexpressed",0,5.8171111599632
"2103","Central","Expressed",0,5.79605775076537
"2104","Bcl-2","Expressed",0,5.75890177387728
"2105","Central","Expressed",0,5.72358510195238
"2106","Central","Unexpressed",0,5.31320597904179
"2107","Central","Expressed",0,5.41610040220442
"2108","Resting","Expressed",0,5.4249500174814
"2109","Bcl-2","Expressed",0,5.2040066870768
"2110","Central","Expressed",0,5.60947179518496
"2111","Jurkat","Expressed",0,5.54126354515843
"2112","Resting","Expressed",0,5.54907608489522
"2113","Resting","Unexpressed",0,5.52942908751142
"2114","Active","Expressed",0,5.605802066296
"2115","Central","Unexpressed",3350,5.39816270151775
"2116","Bcl-2","Expressed",0,5.48479693349065
"2117","Central","Expressed",4436,5.76205138278018
"2118","Central","Expressed",7573,5.76832099579377
"2119","Central","Expressed",0,5.3890717298165
"2120","Central","Expressed",0,5.42053499927229
"2121","Central","Expressed",0,5.4380793089232
"2122","Central","Expressed",0,5.37063802812766
"2123","Active","Unexpressed",0,5.00394630594546
"2124","Central","Unexpressed",9612,4.77912349311153
"2125","Central","Expressed",2654,5.4510384535657
"2126","Central","Expressed",0,5.7037824746562
"2127","Resting","Unexpressed",0,5.77455154554441
"2128","Jurkat","Expressed",0,5.78382518232974
"2129","Resting","Unexpressed",0,5.78996017089725
"2130","Resting","Unexpressed",0,5.49306144334055
"2131","Active","Expressed",0,5.47646355193151
"2132","Resting","Expressed",0,5.61312810638807
"2133","Central","Unexpressed",0,5.28320372873799
"2134","Resting","Expressed",0,5.13579843705026
"2135","Resting","Expressed",0,5.17048399503815
"2136","Central","Expressed",0,5.15329159449778
"2137","Central","Expressed",0,5.17614973257383
"2138","Central","Unexpressed",0,5.17614973257383
"2139","Resting","Unexpressed",0,5.40717177146012
"2140","Active","Expressed",0,5.41610040220442
"2141","Central","Unexpressed",0,5.58724865840025
"2142","Central","Expressed",0,4.97673374242057
"2143","Resting","Unexpressed",0,4.77068462446567
"2144","Resting","Unexpressed",0,5.22035582507832
"2145","Central","Unexpressed",0,5.98393628068719
"2146","Active","Unexpressed",0,5.02388052084628
"2147","Resting","Unexpressed",0,5.27811465923052
"2148","Central","Unexpressed",0,5.4249500174814
"2149","Resting","Unexpressed",888180,4.45434729625351
"2150","Resting","Unexpressed",811825,4.26267987704132
"2151","Jurkat","Unexpressed",0,4.76217393479776
"2152","Active","Unexpressed",0,5.80211837537706
"2153","Jurkat","Expressed",0,5.76832099579377
"2154","Jurkat","Expressed",0,4.34380542185368
"2155","Resting","Expressed",0,5.53733426701854
"2156","Central","Expressed",0,5.53733426701854
"2157","Central","Expressed",0,5.5834963087817
"2158","Active","Unexpressed",0,6.39526159811545
"2159","Bcl-2","Unexpressed",0,5.79605775076537
"2160","Active","Unexpressed",0,5.86929691313377
"2161","Active","Expressed",0,5.86078622346587
"2162","Central","Expressed",0,5.89440283426485
"2163","Jurkat","Unexpressed",0,5.32787616878958
"2164","Central","Unexpressed",0,5.01727983681492
"2165","Active","Expressed",0,5.01063529409626
"2166","Jurkat","Unexpressed",0,5.08140436498446
"2167","Central","Expressed",390882,3.95124371858143
"2168","Central","Expressed",33907,5.49306144334055
"2169","Jurkat","Unexpressed",0,4.39444915467244
"2170","Central","Expressed",345373,4.15888308335967
"2171","Central","Expressed",98185,4.52178857704904
"2172","Central","Unexpressed",0,4.48863636973214
"2173","Jurkat","Expressed",0,4.46590811865458
"2174","Central","Expressed",0,5.06890420222023
"2175","Central","Unexpressed",30723,4.21950770517611
"2176","Central","Expressed",0,5.52942908751142
"2177","Active","Expressed",0,5.56068163101553
"2178","Central","Expressed",2782,4.11087386417331
"2179","Active","Unexpressed",0,5.66642668811243
"2180","Resting","Expressed",0,6.02344759296103
"2181","Central","Expressed",0,6.07304453410041
"2182","Central","Unexpressed",34176,5.28826703069454
"2183","Central","Expressed",179480,4.97673374242057
"2184","Central","Expressed",124056,5.40267738187228
"2185","Central","Expressed",106800,5.5834963087817
"2186","Central","Expressed",97297,5.62762111369064
"2187","Active","Unexpressed",25712,5.66988092298052
"2188","Central","Expressed",0,5.59098698051086
"2189","Resting","Unexpressed",0,5.66642668811243
"2190","Central","Expressed",0,5.82008293035236
"2191","Central","Unexpressed",0,6.00635315960173
"2192","Resting","Unexpressed",0,6.18414889093748
"2193","Central","Expressed",0,6.43615036836943
"2194","Central","Unexpressed",0,6.40687998606931
"2195","Resting","Unexpressed",0,5.93753620508243
"2196","Central","Expressed",0,5.87773578177964
"2197","Central","Expressed",57759,4.4188406077966
"2198","Central","Unexpressed",967879,4.20469261939097
"2199","Central","Expressed",0,4.39444915467244
"2200","Resting","Unexpressed",0,4.17438726989564
"2201","Jurkat","Expressed",35215,4.11087386417331
"2202","Bcl-2","Unexpressed",0,6.19847871649231
"2203","Resting","Expressed",12486,5.6021188208797
"2204","Central","Expressed",21037,5.11799381241676
"2205","Active","Unexpressed",0,4.90527477843843
"2206","Active","Unexpressed",0,4.36944785246702
"2207","Resting","Unexpressed",186377,4.47733681447821
"2208","Jurkat","Unexpressed",209408,4.43081679884331
"2209","Resting","Unexpressed",204811,5.34710753071747
"2210","Central","Expressed",198851,5.34710753071747
"2211","Active","Unexpressed",0,5.76832099579377
"2212","Central","Unexpressed",0,5.70711026474888
"2213","Jurkat","Expressed",0,5.50938833662798
"2214","Central","Expressed",0,5.31811999384422
"2215","Jurkat","Unexpressed",111010,4.24849524204936
"2216","Resting","Unexpressed",116261,4.24849524204936
"2217","Active","Unexpressed",28249,4.30406509320417
"2218","Jurkat","Expressed",0,5.62040086571715
"2219","Active","Unexpressed",0,5.50938833662798
"2220","Resting","Expressed",0,6.32435896238131
"2221","Central","Expressed",0,6.30809844150953
"2222","Resting","Unexpressed",0,6.30809844150953
"2223","Active","Unexpressed",0,6.29710931993394
"2224","Central","Unexpressed",0,6.31535800152233
"2225","Central","Expressed",0,6.44571981938558
"2226","Active","Unexpressed",0,5.36597601502185
"2227","Central","Expressed",229532,4.53259949315326
"2228","Central","Expressed",0,4.47733681447821
"2229","Jurkat","Unexpressed",0,5.36129216570943
"2230","Active","Expressed",0,5.35658627467201
"2231","Central","Expressed",0,5.50938833662798
"2232","Active","Expressed",142264,4.51085950651685
"2233","Active","Unexpressed",196644,4.74493212836325
"2234","Central","Expressed",0,4.99721227376411
"2235","Central","Expressed",0,5.52942908751142
"2236","Central","Unexpressed",0,5.14166355650266
"2237","Central","Unexpressed",0,5.50125821054473
"2238","Jurkat","Unexpressed",0,5.51342874616498
"2239","Central","Expressed",0,5.31320597904179
"2240","Jurkat","Expressed",0,5.29831736654804
"2241","Central","Expressed",319469,4.72738781871234
"2242","Central","Expressed",0,5.33753807970132
"2243","Central","Expressed",12908,4.4188406077966
"2244","Central","Expressed",0,6.03787091992214
"2245","Resting","Expressed",0,6.06610809010375
"2246","Jurkat","Expressed",0,6.04500531403601
"2247","Active","Unexpressed",0,5.98645200528444
"2248","Central","Expressed",0,5.89164421182577
"2249","Central","Expressed",0,5.88887795833288
"2250","Resting","Expressed",0,5.61677109766657
"2251","Central","Expressed",0,5.41610040220442
"2252","Active","Expressed",0,5.36597601502185
"2253","Central","Unexpressed",0,5.51745289646471
"2254","Central","Unexpressed",0,5.44673737166631
"2255","Central","Unexpressed",0,4.56434819146784
"2256","Resting","Unexpressed",0,5.01727983681492
"2257","Active","Unexpressed",27545,5.98645200528444
"2258","Central","Expressed",24993,6.01615715969835
"2259","Central","Unexpressed",22683,6.03787091992214
"2260","Resting","Unexpressed",18311,6.06842558824411
"2261","Active","Expressed",17378,6.07073772800249
"2262","Central","Expressed",0,6.0913098820777
"2263","Active","Unexpressed",0,6.07534603108868
"2264","Central","Expressed",0,5.95324333428778
"2265","Central","Expressed",0,5.85793315448346
"2266","Central","Expressed",0,5.84932477994686
"2267","Central","Unexpressed",0,5.83188247728352
"2268","Central","Expressed",0,5.82894561761021
"2269","Central","Unexpressed",0,5.82600010738045
"2270","Active","Unexpressed",0,5.83188247728352
"2271","Active","Unexpressed",0,5.8406416573734
"2272","Active","Expressed",0,5.84932477994686
"2273","Bcl-2","Unexpressed",0,5.85793315448346
"2274","Central","Unexpressed",0,5.85793315448346
"2275","Central","Expressed",0,5.86929691313377
"2276","Resting","Unexpressed",0,5.92425579741453
"2277","Bcl-2","Unexpressed",0,5.9427993751267
"2278","Jurkat","Expressed",19343,5.87493073085203
"2279","Active","Expressed",0,6.0137151560428
"2280","Resting","Unexpressed",0,6.01615715969835
"2281","Active","Unexpressed",8139,6.13122648948314
"2282","Active","Expressed",10168,6.15485809401642
"2283","Active","Expressed",5795,6.18208490671663
"2284","Central","Expressed",0,6.25958146406492
"2285","Bcl-2","Unexpressed",0,6.09582456243222
"2286","Jurkat","Unexpressed",0,6.05443934626937
"2287","Resting","Unexpressed",0,6.01859321449623
"2288","Central","Unexpressed",0,6.00388706710654
"2289","Resting","Expressed",0,6.0330862217988
"2290","Active","Unexpressed",0,6.10924758276437
"2291","Active","Unexpressed",0,6.10479323241498
"2292","Resting","Unexpressed",0,6.18414889093748
"2293","Central","Unexpressed",0,6.19031540585315
"2294","Jurkat","Unexpressed",0,6.20859002609663
"2295","Resting","Unexpressed",0,6.25575004175337
"2296","Resting","Expressed",0,5.55295958492162
"2297","Active","Expressed",0,5.54126354515843
"2298","Active","Unexpressed",0,5.62401750618734
"2299","Jurkat","Expressed",0,5.65599181081985
"2300","Active","Unexpressed",0,5.65948221575962
"2301","Resting","Unexpressed",25490,5.33271879326537
"2302","Resting","Expressed",34838,5.30330490805908
"2303","Resting","Unexpressed",16469,5.54907608489522
"2304","Active","Expressed",0,5.32787616878958
"2305","Active","Unexpressed",0,5.60947179518496
"2306","Jurkat","Expressed",0,5.65948221575962
"2307","Active","Unexpressed",0,5.70711026474888
"2308","Jurkat","Expressed",0,5.70711026474888
"2309","Resting","Expressed",0,5.72358510195238
"2310","Central","Expressed",0,5.74620319054015
"2311","Active","Unexpressed",0,5.75574221358691
"2312","Active","Unexpressed",0,5.75890177387728
"2313","Resting","Unexpressed",0,5.79301360838414
"2314","Active","Unexpressed",0,5.83773044716594
"2315","Central","Expressed",0,5.8406416573734
"2316","Central","Unexpressed",0,5.84932477994686
"2317","Resting","Unexpressed",0,5.82008293035236
"2318","Central","Unexpressed",0,5.76519110278484
"2319","Central","Unexpressed",0,5.76832099579377
"2320","Central","Expressed",0,5.61677109766657
"2321","Central","Expressed",0,4.67282883446191
"2322","Jurkat","Unexpressed",0,4.90527477843843
"2323","Active","Unexpressed",0,4.70953020131233
"2324","Central","Unexpressed",0,6.29710931993394
"2325","Central","Expressed",0,6.32076829425058
"2326","Resting","Expressed",0,6.32256523992728
"2327","Central","Expressed",0,6.3491389913798
"2328","Resting","Unexpressed",0,6.4150969591716
"2329","Active","Unexpressed",0,6.43133108193348
"2330","Central","Expressed",0,6.33327962813969
"2331","Active","Unexpressed",0,5.99645208861902
"2332","Resting","Unexpressed",0,5.36597601502185
"2333","Central","Expressed",75327,4.99043258677874
"2334","Central","Expressed",58425,4.83628190695148
"2335","Central","Expressed",46244,4.97673374242057
"2336","Active","Unexpressed",28723,5.11198778835654
"2337","Resting","Unexpressed",18807,4.12713438504509
"2338","Central","Unexpressed",0,4.89783979995091
"2339","Resting","Unexpressed",0,4.54329478227
"2340","Central","Expressed",0,5.43372200355424
"2341","Central","Unexpressed",0,5.8348107370626
"2342","Central","Expressed",0,4.31748811353631
"2343","Active","Unexpressed",26047,4.39444915467244
"2344","Active","Unexpressed",540387,4.4188406077966
"2345","Active","Unexpressed",399944,5.66296048013595
"2346","Active","Expressed",75502,5.54907608489522
"2347","Central","Expressed",45055,5.69035945432406
"2348","Jurkat","Unexpressed",32095,6.0137151560428
"2349","Resting","Unexpressed",28415,6.06842558824411
"2350","Active","Unexpressed",0,6.56244409369372
"2351","Resting","Unexpressed",0,6.55961523749324
"2352","Central","Expressed",0,6.56103066589657
"2353","Resting","Expressed",0,6.60800062529609
"2354","Active","Expressed",0,6.61472560020376
"2355","Active","Unexpressed",0,6.65801104587075
"2356","Resting","Unexpressed",0,6.52209279817015
"2357","Central","Expressed",0,6.26909628370626
"2358","Central","Expressed",0,6.49677499018586
"2359","Central","Unexpressed",0,6.53378883793334
"2360","Central","Expressed",0,6.54391184556479
"2361","Jurkat","Expressed",73741,4.56434819146784
"2362","Resting","Unexpressed",23068,5.12989871492307
"2363","Central","Expressed",0,4.91265488573605
"2364","Central","Expressed",0,4.91265488573605
"2365","Central","Unexpressed",0,5.47227067367148
"2366","Central","Unexpressed",0,4.12713438504509
"2367","Central","Unexpressed",4663,5.03695260241363
"2368","Jurkat","Expressed",190518,4.51085950651685
"2369","Central","Expressed",0,5.93489419561959
"2370","Resting","Unexpressed",0,5.89715386763674
"2371","Central","Expressed",0,5.90263333340137
"2372","Resting","Expressed",0,5.42934562895444
"2373","Active","Unexpressed",10406,5.29831736654804
"2374","Central","Expressed",0,5.91079664404053
"2375","Central","Unexpressed",0,5.93224518744801
"2376","Active","Unexpressed",0,6.08221891037645
"2377","Central","Expressed",0,6.09582456243222
"2378","Active","Expressed",0,6.14203740558736
"2379","Jurkat","Unexpressed",0,6.13988455222626
"2380","Active","Expressed",0,6.16120732169508
"2381","Central","Expressed",0,6.16751649088834
"2382","Central","Unexpressed",0,6.1779441140506
"2383","Central","Expressed",0,6.18414889093748
"2384","Resting","Unexpressed",0,6.18826412308259
"2385","Resting","Unexpressed",0,6.18620862390049
"2386","Active","Unexpressed",0,6.20859002609663
"2387","Central","Expressed",0,6.40357419793482
"2388","Central","Expressed",0,6.45519856334012
"2389","Central","Expressed",0,6.45519856334012
"2390","Resting","Unexpressed",0,6.46302945692067
"2391","Active","Expressed",0,6.46614472423762
"2392","Central","Unexpressed",0,6.4831073514572
"2393","Active","Expressed",0,6.35262939631957
"2394","Central","Expressed",0,5.17048399503815
"2395","Central","Expressed",0,5.15329159449778
"2396","Central","Unexpressed",0,5.25227342804663
"2397","Resting","Unexpressed",0,5.50533153593236
"2398","Central","Unexpressed",0,5.65948221575962
"2399","Central","Expressed",0,5.4380793089232
"2400","Resting","Unexpressed",0,4.54329478227
"2401","Active","Unexpressed",0,5.35658627467201
"2402","Active","Unexpressed",0,5.55295958492162
"2403","Active","Unexpressed",0,5.88610403145016
"2404","Active","Unexpressed",0,5.84643877505772
"2405","Resting","Unexpressed",23185,5.75257263882563
"2406","Resting","Expressed",111198,5.59842195899838
"2407","Central","Expressed",139589,5.48063892334199
"2408","Bcl-2","Expressed",88575,5.39362754635236
"2409","Central","Expressed",54793,4.86753445045558
"2410","Central","Expressed",8578,5.87493073085203
"2411","Central","Expressed",0,5.31320597904179
"2412","Bcl-2","Unexpressed",0,5.38449506278909
"2413","Central","Expressed",0,5.28826703069454
"2414","Central","Expressed",0,5.06890420222023
"2415","Central","Unexpressed",13785,4.90527477843843
"2416","Central","Expressed",16074,5.54907608489522
"2417","Central","Expressed",1859,5.4553211153577
"2418","Active","Unexpressed",0,5.4553211153577
"2419","Central","Expressed",0,5.55682806169954
"2420","Resting","Unexpressed",0,5.57972982598622
"2421","Bcl-2","Unexpressed",0,5.77765232322266
"2422","Central","Unexpressed",0,5.73979291217923
"2423","Resting","Unexpressed",0,5.73009978297357
"2424","Bcl-2","Expressed",0,5.71702770140622
"2425","Central","Unexpressed",0,5.41164605185504
"2426","Bcl-2","Unexpressed",0,5.27299955856375
"2427","Active","Expressed",0,5.57215403217776
"2428","Bcl-2","Unexpressed",0,5.56068163101553
"2429","Central","Expressed",0,5.56068163101553
"2430","Resting","Unexpressed",0,5.46383180502561
"2431","Central","Expressed",0,5.37063802812766
"2432","Jurkat","Unexpressed",0,5.36129216570943
"2433","Jurkat","Expressed",0,5.87493073085203
"2434","Central","Unexpressed",1130,5.88332238848828
"2435","Active","Unexpressed",0,5.76519110278484
"2436","Central","Expressed",0,5.74300318780948
"2437","Central","Expressed",0,5.24174701505964
"2438","Central","Expressed",25025,3.58351893845611
"2439","Central","Unexpressed",4663,5.94017125272043
"2440","Central","Expressed",0,5.96100533962327
"2441","Resting","Unexpressed",0,5.8805329864007
"2442","Resting","Expressed",0,5.62762111369064
"2443","Active","Expressed",0,5.62762111369064
"2444","Resting","Expressed",14717,5.27299955856375
"2445","Jurkat","Expressed",7682,3.97029191355212
"2446","Jurkat","Unexpressed",0,4.86753445045558
"2447","Active","Expressed",0,6.21260609575152
"2448","Active","Expressed",0,6.21460809842219
"2449","Central","Expressed",0,6.22257626807137
"2450","Resting","Unexpressed",0,6.21060007702465
"2451","Resting","Unexpressed",0,6.20859002609663
"2452","Resting","Expressed",0,6.21860011969173
"2453","Active","Unexpressed",861,6.22851100359118
"2454","Central","Expressed",4402,6.24804287450843
"2455","Central","Expressed",2232,6.24997524225948
"2456","Central","Expressed",2225,6.24997524225948
"2457","Jurkat","Expressed",0,6.25190388316589
"2458","Resting","Unexpressed",0,6.25958146406492
"2459","Resting","Expressed",0,6.25958146406492
"2460","Active","Unexpressed",0,6.04263283368238
"2461","Jurkat","Unexpressed",0,6.04263283368238
"2462","Central","Unexpressed",0,5.64190707093811
"2463","Central","Expressed",0,5.64544689764324
"2464","Resting","Expressed",4832,5.57594910314632
"2465","Central","Expressed",9069,5.53733426701854
"2466","Central","Unexpressed",25077,5.50938833662798
"2467","Active","Expressed",26091,5.51342874616498
"2468","Central","Expressed",26134,5.51745289646471
"2469","Jurkat","Expressed",0,5.52942908751142
"2470","Central","Unexpressed",0,5.53338948872752
"2471","Central","Expressed",12243,5.46806014113513
"2472","Central","Unexpressed",0,4.68213122712422
"2473","Jurkat","Expressed",0,4.74493212836325
"2474","Central","Unexpressed",0,5.35185813347607
"2475","Jurkat","Expressed",0,5.26269018890489
"2476","Bcl-2","Unexpressed",0,5.14749447681345
"2477","Resting","Unexpressed",22013,4.94875989037817
"2478","Resting","Expressed",0,5.99645208861902
"2479","Bcl-2","Expressed",0,6.03068526026126
"2480","Active","Unexpressed",0,5.73009978297357
"2481","Resting","Expressed",0,5.67675380226828
"2482","Active","Expressed",0,5.65948221575962
"2483","Resting","Unexpressed",0,5.6937321388027
"2484","Active","Unexpressed",0,5.72358510195238
"2485","Resting","Unexpressed",0,5.77455154554441
"2486","Active","Unexpressed",0,5.73334127689775
"2487","Active","Expressed",0,5.62401750618734
"2488","Active","Unexpressed",0,5.61312810638807
"2489","Central","Unexpressed",0,5.4510384535657
"2490","Active","Expressed",0,5.69035945432406
"2491","Central","Expressed",18557,5.19849703126583
"2492","Central","Unexpressed",0,5.05624580534831
"2493","Central","Expressed",0,5.89164421182577
"2494","Resting","Expressed",0,5.91889385427315
"2495","Central","Expressed",0,5.91889385427315
"2496","Central","Expressed",0,6.16331480403464
"2497","Active","Unexpressed",0,6.24222326545517
"2498","Central","Expressed",0,6.34035930372775
"2499","Central","Expressed",0,6.34738920965601
"2500","Active","Expressed",0,6.38519439899773
"2501","Active","Expressed",0,6.38350663488401
"2502","Resting","Unexpressed",0,6.44094654063292
"2503","Jurkat","Expressed",0,6.3578422665081
"2504","Active","Expressed",0,6.35610766069589
"2505","Resting","Unexpressed",0,6.35610766069589
"2506","Central","Expressed",0,6.27287700654617
"2507","Active","Expressed",0,6.21860011969173
"2508","Active","Unexpressed",0,5.52545293913178
"2509","Central","Expressed",406,5.75890177387728
"2510","Active","Unexpressed",0,5.63478960316925
"2511","Central","Expressed",0,5.52942908751142
"2512","Bcl-2","Unexpressed",0,6.14203740558736
"2513","Central","Expressed",627,6.00881318544259
"2514","Resting","Expressed",0,5.65248918026865
"2515","Central","Unexpressed",0,4.63472898822964
"2516","Central","Expressed",0,5.59842195899838
"2517","Central","Expressed",0,5.23110861685459
"2518","Resting","Unexpressed",105483,4.38202663467388
"2519","Jurkat","Expressed",163630,4.02535169073515
"2520","Central","Expressed",101908,4.17438726989564
"2521","Central","Unexpressed",68650,4.14313472639153
"2522","Resting","Expressed",0,4.24849524204936
"2523","Central","Expressed",0,4.36944785246702
"2524","Central","Unexpressed",28971,5.13579843705026
"2525","Jurkat","Unexpressed",0,5.8664680569333
"2526","Active","Expressed",0,5.8636311755981
"2527","Central","Expressed",141377,4.18965474202643
"2528","Bcl-2","Expressed",0,6.16961073249146
"2529","Central","Expressed",0,5.23644196282995
"2530","Central","Expressed",0,5.97126183979046
"2531","Active","Expressed",0,5.38449506278909
"2532","Resting","Unexpressed",0,5.85793315448346
"2533","Resting","Unexpressed",0,5.85793315448346
"2534","Central","Expressed",0,5.8636311755981
"2535","Central","Expressed",0,4.30406509320417
"2536","Central","Expressed",0,4.35670882668959
"2537","Jurkat","Unexpressed",0,5.2040066870768
"2538","Central","Expressed",0,5.2040066870768
"2539","Central","Expressed",0,4.52178857704904
"2540","Resting","Unexpressed",0,5.4249500174814
"2541","Active","Unexpressed",0,5.4380793089232
