"","age","length"
"1666",3515,120
"1667",4975,130
"1668",3880,125
"1669",2425,115
"1670",3885,115
"1671",3885,123
"1672",4615,121
"1673",2060,114
"1674",3520,115
"1675",2790,118
"1676",3885,123
"1677",3155,127
"1678",3885,115
"1679",3885,128
"1680",5345,127
"1681",2790,123
"1682",1695,114
"1683",3520,120
"1684",3155,125
"1685",2060,122
"1686",4250,117
"1687",3520,128
"1688",4250,125
"1689",4981,121
"1690",3156,117
"1691",2426,124
"1692",3521,123
"1693",5346,128
"1694",5345,134
"1695",6440,136
"1696",4250,128
"1697",4250,126
"1698",4615,127
"1699",4980,123
"1700",1695,114
"1701",2061,109
"1702",3886,134
"1703",5711,125
"1704",1696,120
"1705",2791,120
"1706",4616,123
"1707",2792,120
"1708",2792,122
"1709",4982,128
"1710",3887,118
"1711",1697,113
"1712",3887,121
"1713",5712,123
"1714",2427,124
"1715",1697,115
"1716",2427,113
"1717",4982,125
"1718",3157,118
"1719",2427,117
"1720",4252,123
"1721",3161,119
"1722",3526,112
"1723",5351,126
"1724",2431,124
"1725",4989,123
"1726",4989,125
"1727",4259,135
"1728",4259,124
"1729",2800,113
"1730",2799,116
"1731",4989,125
"1732",4260,122
"1733",3165,126
"1734",3895,124
"1735",4260,127
"1736",2435,112
"1737",3895,117
"1738",3529,124
"1739",1704,111
"1740",2434,121
"1741",4624,130
"1742",2799,130
"1743",3895,118
"1744",4625,127
"1745",3165,121
"1746",2435,117
"1747",3530,128
"1748",2070,119
"1749",2435,119
"1750",3165,124
"1751",3895,131
"1752",2070,121
"1753",3165,126
"1754",3166,119
"1755",3896,141
"1756",3896,123
"1757",3896,128
"1758",4630,132
"1759",2076,121
"1760",1711,113
"1761",4996,129
"1762",4632,127
"1763",5395,122
"1764",2840,126
"1765",4665,130
"1766",6491,137
"1767",3937,126
"1768",5397,132
"1769",4302,131
"1770",2842,125
"1771",5032,128
"1772",2112,120
"1773",3937,124
"1774",2478,119
"1775",5744,126
"1776",2459,114
"1777",3554,129
"1778",2459,114
"1779",6474,126
"1780",2094,121
"1781",2460,118
"1782",4650,133
"1783",5380,116
"1784",3920,127
"1785",1730,114
"1786",4285,125
"1787",2460,121
"1788",1730,123
"1789",5746,126
"1790",4286,123
"1791",3191,125
"1792",3574,127
"1793",3209,124
"1794",3209,127
"1795",1384,112
"1796",3209,129
"1797",2839,120
"1798",5394,131
"1799",4664,127
"1800",2109,113
"1801",4664,124
"1802",4299,130
"1803",2839,118
"1804",5029,127
"1805",3204,113
"1806",1744,122
"1807",3934,131
"1808",2839,120
"1809",2114,120
"1810",2479,119
"1811",1749,111
"1812",2114,125
"1813",3209,126
"1814",3209,119
"1815",5399,129
"1816",2478,122
"1817",3938,143
"1818",1748,121
"1819",3573,125
"1820",2113,122
"1821",2849,120
"1822",2119,120
"1823",3214,127
"1824",2484,120
"1825",3944,131
"1826",3947,110
"1827",3217,126
"1828",3217,122
"1829",3217,128
"1830",4677,127
"1831",2487,115
"1832",5407,127
"1833",3217,124
"1834",4678,121
"1835",2488,115
"1836",3218,129
"1837",3218,123
"1838",2854,124
"1839",2490,122
"1840",3585,122
"1841",2855,129
"1842",2855,126
"1843",2856,127
"1844",4682,123
"1845",4682,124
"1846",5412,117
"1847",3172,123
"1848",4632,133
"1849",2807,119
"1850",3538,120
"1851",4633,120
"1852",3903,118
"1853",4268,121
"1854",2445,120
"1855",4635,132
"1856",3175,121
"1857",2445,113
"1858",4270,124
"1859",3905,128
"1860",3540,127
"1861",5366,134
"1862",4271,120
"1863",2447,124
"1864",2447,121
"1865",5002,127
"1866",2448,121
"1867",4273,123
"1868",2448,120
"1869",5369,132
"1870",2814,123
"1871",2814,124
"1872",2084,121
"1873",2814,119
"1874",4274,126
"1875",5000,117
"1876",2812,119
"1877",2448,122
"1878",2083,117
"1879",2813,128
"1880",1719,115
"1881",3544,121
"1882",2445,113
"1883",2812,109
"1884",2812,116
"1885",3907,129
"1886",2812,126
"1887",5368,127
"1888",3909,115
"1889",2084,117
"1890",2449,121
"1891",2820,115
"1892",3915,123
"1893",2090,119
"1894",4646,121
"1895",2821,124
"1896",2449,107
"1897",3544,122
"1898",1719,112
"1899",3909,120
"1900",2084,122
"1901",3916,122
"1902",3551,120
"1903",3552,126
"1904",2458,123
"1905",4280,112
"1906",3550,119
"1907",3188,125
"1908",5013,119
"1909",3553,126
"1910",2093,115
"1911",1728,120
"1912",2458,117
"1913",3188,118
"1914",1728,122
"1915",6108,132
"1916",2459,111
"1917",5744,122
"1918",4649,134
"1919",2094,118
"1920",3189,118
"1921",4284,130
"1922",2424,113
"1923",2789,120
"1924",1694,112
"1925",4620,127
"1926",4256,118
"1927",3528,114
"1928",1703,114
"1929",4258,129
"1930",4988,129
"1931",5726,133
"1932",5365,121
"1933",3905,127
"1934",2080,120
"1935",3175,128
"1936",2445,134
"1937",3905,121
"1938",4270,120
"1939",4271,130
"1940",2811,118
"1941",2811,127
"1942",2446,115
"1943",3541,121
"1944",3541,120
"1945",6096,122
"1946",4273,130
"1947",5003,127
"1948",4638,127
"1949",4638,122
"1950",5003,130
"1951",2083,119
"1952",2813,127
"1953",4276,127
"1954",5371,127
"1955",2816,117
"1956",5736,124
"1957",4276,129
"1958",2086,116
"1959",3546,114
"1960",4276,127
"1961",6101,125
"1962",5736,127
"1963",3181,126
"1964",3181,126
"1965",4276,118
"1966",1721,106
"1967",3546,121
"1968",2086,120
"1969",3181,121
"1970",5371,121
"1971",3911,132
"1972",5006,132
"1973",3546,122
"1974",5006,124
"1975",2816,130
"1976",3546,129
"1977",3546,126
"1978",4280,131
"1979",3550,136
"1980",4645,131
"1981",4645,123
"1982",1726,118
"1983",4281,130
"1984",2456,118
"1985",5376,126
"1986",3551,131
"1987",4282,130
"1988",5742,138
"1989",4282,140
"1990",4282,132
"1991",5378,132
"1992",5013,131
"1993",5378,128
"1994",2093,115
"1995",4648,131
"1996",4649,133
"1997",4285,122
"1998",6110,137
"1999",4285,134
"2000",5015,121
"2001",2095,114
"2002",6111,132
"2003",3556,128
"2004",2840,117
"2005",2476,126
"2006",2111,120
"2007",2111,118
"2008",5398,129
"2009",2113,107
"2010",2843,132
"2011",5398,140
"2012",2114,121
"2013",3209,136
"2014",2488,119
"2015",2488,123
"2016",3948,132
"2017",2124,119
"2018",5044,134
"2019",4680,126
"2020",4315,120
"2021",5775,130
"2022",4315,130
"2023",4680,130
"2024",3221,122
"2025",3222,139
"2026",2138,126
"2027",4329,128
"2028",4332,127
"2029",3964,118
"2030",2504,119
"2031",3964,124
"2032",4332,127
"2033",3599,119
"2034",3599,133
"2035",4329,131
"2036",5789,134
"2037",5059,137
"2038",3599,131
"2039",2504,118
"2040",4332,141
"2041",5427,137
"2042",3603,134
"2043",5793,127
"2044",2874,127
"2045",3605,130
"2046",2875,118
"2047",2145,113
"2048",2145,128
"2049",2875,128
"2050",3970,137
"2051",2145,123
"2052",2146,112
"2053",2512,122
"2054",4701,125
"2055",2876,127
"2056",4337,130
"2057",5067,143
"2058",5797,131
"2059",6169,135
"2060",3249,123
"2061",4710,127
"2062",5431,134
"2063",2876,133
"2064",6535,132
"2065",4710,134
"2066",3980,127
"2067",4345,135
"2068",3615,134
"2069",4710,131
"2070",3980,133
"2071",5440,128
"2072",2520,129
"2073",3251,132
"2074",3981,128
"2075",3981,129
"2076",3616,123
"2077",5806,143
"2078",3981,126
"2079",2156,121
"2080",3616,127
"2081",2886,123
"2082",2886,124
"2083",2521,124
"2084",1791,125
"2085",2521,123
"2086",4711,133
"2087",2156,119
"2088",3251,126
"2089",5076,135
"2090",5441,128
"2091",4346,124
"2092",4346,131
"2093",5076,134
"2094",5441,132
"2095",3251,126
"2096",2156,126
"2097",3616,133
"2098",3616,131
"2099",4711,129
"2100",2521,130
"2101",3616,127
"2102",3981,132
"2103",5441,134
"2104",4346,131
"2105",5806,127
"2106",2886,133
"2107",2521,125
"2108",4711,131
"2109",2886,113
"2110",4711,127
"2111",3251,127
"2112",4346,134
"2113",2886,126
"2114",1791,113
"2115",2886,127
"2116",2886,127
"2117",2156,120
"2118",5076,136
"2119",2156,113
"2120",2521,119
"2121",2886,128
"2122",2521,119
"2123",3981,122
"2124",3252,130
"2125",2887,130
"2126",6537,132
"2127",5807,128
"2128",2522,124
"2129",2887,132
"2130",2887,127
"2131",2887,129
"2132",4348,130
"2133",2523,128
"2134",4713,136
"2135",6903,134
"2136",2888,133
"2137",3618,125
"2138",2523,122
"2139",4348,131
"2140",2888,129
"2141",3253,131
"2142",5078,139
"2143",3983,140
"2144",4348,126
"2145",3984,128
"2146",2889,128
"2147",2889,123
"2148",2159,130
"2149",4714,135
"2150",5079,134
"2151",2159,125
"2152",2159,115
"2153",5809,127
"2154",2524,131
"2155",3254,121
"2156",2159,124
"2157",2159,120
"2158",2524,129
"2159",4715,135
"2160",2896,129
"2161",3992,140
"2162",5087,137
"2163",5087,137
"2164",2532,122
"2165",2167,125
"2166",3992,125
"2167",2167,124
"2168",5087,133
"2169",5087,132
"2170",2532,123
"2171",3262,129
"2172",2167,114
"2173",5087,136
"2174",3627,133
"2175",1802,126
"2176",3627,134
"2177",3632,134
"2178",5093,135
"2179",3998,131
"2180",3998,131
"2181",4728,131
"2182",4728,132
"2183",4728,130
"2184",3633,134
"2185",3633,125
"2186",3268,126
"2187",5093,128
"2188",4363,129
"2189",2903,126
"2190",2538,121
"2191",3268,131
"2192",2903,120
"2193",2538,123
"2194",2538,126
"2195",6188,138
"2196",2903,121
"2197",3998,127
"2198",2173,119
"2199",5458,130
"2200",3268,126
"2201",4728,132
"2202",2538,126
"2203",2538,122
"2204",3268,119
"2205",2538,130
"2206",2904,123
"2207",4728,124
"2208",2539,126
"2209",5093,132
"2210",4728,122
"2211",3998,128
"2212",3268,125
"2213",3268,131
"2214",2906,125
"2215",4363,133
"2216",3268,127
"2217",6067,131
"2218",3878,119
"2219",3513,124
"2220",4609,127
"2221",7166,126
"2222",4976,123
"2223",5341,128
"2224",6438,130
"2225",3521,117
"2226",4251,140
"2227",4981,127
"2228",4251,127
"2229",4981,123
"2230",4981,128
"2231",4981,134
"2232",5711,119
"2233",5711,131
"2234",5346,124
"2235",4251,130
"2236",4616,118
"2237",4251,131
"2238",5347,120
"2239",1699,114
"2240",3524,129
"2241",3526,128
"2242",5717,132
"2243",4257,131
"2244",4624,114
"2245",4624,114
"2246",4259,128
"2247",4989,121
"2248",4624,140
"2249",3894,130
"2250",5354,126
"2251",5354,127
"2252",4624,131
"2253",4624,136
"2254",4992,127
"2255",4994,120
"2256",4630,121
"2257",4630,117
"2258",6455,132
"2259",3535,123
"2260",4265,129
"2261",4630,125
"2262",2434,121
"2263",4630,123
"2264",4630,127
"2265",4995,134
"2266",4265,116
"2267",4630,129
"2268",4266,140
"2269",5361,135
"2270",5726,138
"2271",6092,123
"2272",5727,125
"2273",5727,127
"2274",4267,123
"2275",4267,126
"2276",3537,123
"2277",3172,121
"2278",6092,130
"2279",6092,130
"2280",3902,122
"2281",4267,123
"2282",5727,131
"2283",6457,131
"2284",6457,139
"2285",6092,130
"2286",5362,128
"2287",5727,127
"2288",2807,126
"2289",4267,123
"2290",6094,127
"2291",6094,133
"2292",4999,125
"2293",4634,126
"2294",4632,127
"2295",5362,129
"2296",5362,131
"2297",5727,122
"2298",4632,131
"2299",6824,127
"2300",5729,129
"2301",5727,128
"2302",3904,130
"2303",4999,130
"2304",5729,129
"2305",4999,132
"2306",5729,131
"2307",4269,139
"2308",5366,134
"2309",5731,115
"2310",6096,138
"2311",6096,128
"2312",7557,134
"2313",6097,127
"2314",3907,122
"2315",6462,135
"2316",5367,130
"2317",6828,124
"2318",5369,128
"2319",5734,134
"2320",5734,135
"2321",3544,123
"2322",5373,127
"2323",5738,128
"2324",5008,128
"2325",5008,131
"2326",5373,124
"2327",6833,127
"2328",5008,129
"2329",5373,127
"2330",6103,131
"2331",5373,124
"2332",5738,136
"2333",4643,127
"2334",5008,124
"2335",5008,118
"2336",3913,119
"2337",5738,125
"2338",6468,132
"2339",4643,124
"2340",4643,135
"2341",5738,128
"2342",4290,131
"2343",4290,129
"2344",5386,130
"2345",2832,118
"2346",3197,129
"2347",3563,121
"2348",4658,113
"2349",2836,131
"2350",5036,124
"2351",4306,138
"2352",4671,134
"2353",5771,125
"2354",3216,122
"2355",3217,134
"2356",4677,142
"2357",3220,125
"2358",3950,131
"2359",5410,126
"2360",4315,131
"2361",5410,127
"2362",3950,127
"2363",4315,127
"2364",2125,115
"2365",2857,129
"2366",5779,132
"2367",5049,133
"2368",2495,125
"2369",4320,130
"2370",4320,140
"2371",3955,128
"2372",5415,135
"2373",4321,131
"2374",5416,133
"2375",4686,128
"2376",4325,138
"2377",2136,132
"2378",4326,134
"2379",3961,131
"2380",2866,125
"2381",3961,137
"2382",3597,132
"2383",5057,138
"2384",3962,127
"2385",4692,130
"2386",3597,134
"2387",2867,121
"2388",4692,120
"2389",3962,128
"2390",3232,132
"2391",2867,126
"2392",5057,126
"2393",2502,111
"2394",3962,132
"2395",3962,130
"2396",2502,123
"2397",3962,128
"2398",2867,121
"2399",4327,133
"2400",4327,139
"2401",3597,125
"2402",2137,126
"2403",5787,139
"2404",5057,129
"2405",4692,137
"2406",3232,130
"2407",3597,124
"2408",4692,132
"2409",2137,129
"2410",2137,115
"2411",2502,130
"2412",5057,129
"2413",3597,126
"2414",3232,131
"2415",2867,123
"2416",4327,132
"2417",3962,128
"2418",4327,137
"2419",3962,127
"2420",3962,130
"2421",4692,129
"2422",4692,132
"2423",4328,138
"2424",4327,133
"2425",2503,132
"2426",2503,125
"2427",5058,143
"2428",3963,127
"2429",2868,128
"2430",3598,137
"2431",4328,134
"2432",2868,123
"2433",4693,127
"2434",2868,129
"2435",3963,132
"2436",3963,124
"2437",6153,134
"2438",3598,137
"2439",4693,132
"2440",5058,127
"2441",5058,129
"2442",5423,135
"2443",4693,138
"2444",4329,136
"2445",4329,128
"2446",4329,133
"2447",4694,131
"2448",2139,121
"2449",5059,126
"2450",3599,132
"2451",5424,131
"2452",3234,136
"2453",5059,130
"2454",3599,121
"2455",3964,129
"2456",2504,129
"2457",3234,128
"2458",2504,127
"2459",3964,129
"2460",3599,134
"2461",2869,133
"2462",4694,135
"2463",4329,136
"2464",6519,144
"2465",4329,129
"2466",4329,131
"2467",2139,130
"2468",4329,134
"2469",2510,130
"2470",2875,127
"2471",2869,131
"2472",5424,134
"2473",3599,135
"2474",5059,146
"2475",3964,132
"2476",1780,120
"2477",2875,130
"2478",2145,118
"2479",2146,128
"2480",2875,131
"2481",4335,132
"2482",3605,146
"2483",3240,125
"2484",3605,128
"2485",3606,134
"2486",2876,127
"2487",2146,130
"2488",4702,134
"2489",4702,141
"2490",2512,124
"2491",5797,137
"2492",4337,128
"2493",2512,127
"2494",5432,125
"2495",2512,124
"2496",4337,122
"2497",3972,132
"2498",2877,122
"2499",2877,137
"2500",5067,145
"2501",3242,130
"2502",4706,135
"2503",3614,127
"2504",3249,135
"2505",1789,120
"2506",1789,124
"2507",5805,129
"2508",6170,122
"2509",3981,139
"2510",3981,132
"2511",5076,138
"2512",4346,118
"2513",5076,134
"2514",2156,126
"2515",3981,140
"2516",3981,134
"2517",2521,127
"2518",4346,141
"2519",3251,134
"2520",2521,126
"2521",3981,129
"2522",3981,135
"2523",3981,131
"2524",5441,129
"2525",2156,121
"2526",3251,135
"2527",3981,136
"2528",2521,122
"2529",2521,132
"2530",5076,140
"2531",4711,126
"2532",4711,138
"2533",4346,134
"2534",3251,127
"2535",2521,120
"2536",2156,132
"2537",5806,145
"2538",2886,133
"2539",4711,129
"2540",3616,137
"2541",4346,140
"2542",2156,127
"2543",2887,122
"2544",2157,121
"2545",2887,131
"2546",1792,115
"2547",4347,135
"2548",2157,126
"2549",3257,134
"2550",3987,136
"2551",3987,124
"2552",4717,122
"2553",4352,135
"2554",3622,132
"2555",3258,132
"2556",2528,128
"2557",4352,141
"2558",3626,132
"2559",5086,131
"2560",5451,136
"2561",3627,128
"2562",2897,129
"2563",3270,131
"2564",1810,109
"2565",2905,120
"2566",3635,130
"2567",4000,136
"2568",5095,134
"2569",2175,117
"2570",6555,125
"2571",4365,124
"2572",4365,130
"2573",2175,126
"2574",4000,124
"2575",2540,123
"2576",4000,129
"2577",4730,138
"2578",4365,127
"2579",2175,132
"2580",1810,124
"2581",5461,122
"2582",4001,127
"2583",2030,119
"2584",7507,121
"2585",2762,117
"2586",2762,112
"2587",2762,120
"2588",2397,124
"2589",2397,122
"2590",1667,118
"2591",2763,118
"2592",4223,125
"2593",2033,120
"2594",5318,130
"2595",3493,123
"2596",4955,118
"2597",4955,126
"2598",3495,130
"2599",2765,118
"2600",5320,129
"2601",2400,109
"2602",2035,123
"2603",2035,123
"2604",2400,126
"2605",5685,128
"2606",4592,125
"2607",2402,127
"2608",2402,124
"2609",3132,122
"2610",2037,115
"2611",5322,130
"2612",2769,120
"2613",3134,130
"2614",2404,120
"2615",2404,118
"2616",2404,118
"2617",2769,133
"2618",2405,130
"2619",1675,123
"2620",3500,123
"2621",3865,128
"2622",3500,117
"2623",4595,131
"2624",2040,120
"2625",1675,122
"2626",1675,121
"2627",1675,121
"2628",4231,119
"2629",2406,114
"2630",6421,136
"2631",2771,120
"2632",2041,124
"2633",3136,114
"2634",3501,123
"2635",3136,123
"2636",5691,134
"2637",3501,126
"2638",5691,133
"2639",3501,129
"2640",1676,124
"2641",5326,130
"2642",2406,114
"2643",2042,124
"2644",2042,119
"2645",3867,127
"2646",3137,117
"2647",2042,122
"2648",2407,113
"2649",1677,113
"2650",1677,116
"2651",5693,127
"2652",2043,117
"2653",3138,131
"2654",1316,118
"2655",5331,131
"2656",2776,130
"2657",6426,139
"2658",1681,117
"2659",1681,122
"2660",3506,112
"2661",2776,119
"2662",3141,124
"2663",1681,117
"2664",2411,118
"2665",2411,125
"2666",4967,122
"2667",6427,129
"2668",5337,126
"2669",2417,124
"2670",3883,118
"2671",2789,125
"2672",3519,121
"2673",2059,130
"2674",4979,138
"2675",3884,128
"2676",2789,126
"2677",4249,132
"2678",4249,132
"2679",2789,123
"2680",2789,127
"2681",1694,122
"2682",3519,125
"2683",2059,125
"2684",3154,123
"2685",3519,126
"2686",2424,128
"2687",2789,129
"2688",1694,117
"2689",2790,122
"2690",1330,112
"2691",2060,123
"2692",2425,120
"2693",2425,118
"2694",1695,117
"2695",4615,125
"2696",2425,123
"2697",4980,124
"2698",3520,133
"2699",5712,125
"2700",1697,127
"2701",2427,129
"2702",2062,131
"2703",2062,119
"2704",2427,125
"2705",3887,128
"2706",3160,131
"2707",5350,135
"2708",2430,122
"2709",2065,116
"2710",4620,127
"2711",2795,123
"2712",1703,117
"2713",3895,122
"2714",2072,125
"2715",7547,133
"2716",3897,133
"2717",2072,120
"2718",2803,131
"2719",2803,130
"2720",5723,137
"2721",2073,121
"2722",7552,134
"2723",2083,112
"2724",5733,131
"2725",3178,127
"2726",3543,125
"2727",6463,126
"2728",2083,120
"2729",2084,120
"2730",2449,120
"2731",3179,120
"2732",4639,125
"2733",2449,123
"2734",2814,126
"2735",2449,124
"2736",5004,136
"2737",2084,121
"2738",4274,135
"2739",2449,132
"2740",6464,142
"2741",3179,137
"2742",5734,123
"2743",5734,135
"2744",6102,126
"2745",3184,131
"2746",2089,118
"2747",2819,122
"2748",2089,118
"2749",2089,126
"2750",2455,129
"2751",3550,128
"2752",5010,129
"2753",2820,116
"2754",3915,129
"2755",3185,133
"2756",2090,120
"2757",1725,118
"2758",3552,125
"2759",5742,130
"2760",3193,124
"2761",6113,133
"2762",1734,116
"2763",4654,130
"2764",5019,133
"2765",2099,129
"2766",1734,124
"2767",2100,117
"2768",2465,119
"2769",2100,124
"2770",3925,122
"2771",3925,135
"2772",5385,137
"2773",1735,127
"2774",6115,135
"2775",3195,131
"2776",3925,139
"2777",5385,138
"2778",1735,123
"2779",2465,127
"2780",4655,134
"2781",4290,131
"2782",2466,125
"2783",3926,124
"2784",3926,118
"2785",2101,121
"2786",2466,122
"2787",2466,129
"2788",1736,112
"2789",5751,128
"2790",3926,134
"2791",2832,127
"2792",3197,120
"2793",2832,113
"2794",5022,134
"2795",2832,128
"2796",2102,123
"2797",3197,121
"2798",6847,128
"2799",3927,126
"2800",6117,130
"2801",2102,116
"2802",3927,122
"2803",3562,129
"2804",5022,117
"2805",3197,126
"2806",3197,127
"2807",4292,134
"2808",5023,122
"2809",1738,116
"2810",5388,130
"2811",6483,130
"2812",3563,122
"2813",2835,126
"2814",3201,126
"2815",4296,132
"2816",4296,131
"2817",5026,127
"2818",5391,139
"2819",4296,139
"2820",3931,121
"2821",5756,134
"2822",5391,137
"2823",3201,128
"2824",2836,124
"2825",2837,117
"2826",5398,123
"2827",2759,105
"2828",3854,125
"2829",5315,121
"2830",5315,121
"2831",5680,120
"2832",6411,130
"2833",6411,127
"2834",5316,129
"2835",4222,127
"2836",5317,128
"2837",5317,129
"2838",5682,126
"2839",5682,117
"2840",5682,129
"2841",2762,115
"2842",6777,124
"2843",6777,126
"2844",3492,133
"2845",3127,130
"2846",2762,124
"2847",3857,124
"2848",3135,111
"2849",3500,119
"2850",4960,124
"2851",2405,113
"2852",2770,121
"2853",4962,116
"2854",5327,130
"2855",1677,110
"2856",4962,116
"2857",6057,125
"2858",3867,126
"2859",3502,132
"2860",3867,117
"2861",2772,123
"2862",3137,120
"2863",5692,126
"2864",2042,119
"2865",5327,125
"2866",3137,130
"2867",3503,127
"2868",3503,125
"2869",2043,125
"2870",3138,123
"2871",3868,123
"2872",2408,122
"2873",4963,127
"2874",3503,128
"2875",2408,126
"2876",3868,122
"2877",4963,125
"2878",2773,127
"2879",3868,129
"2880",4963,122
"2881",2408,122
"2882",3138,125
"2883",1678,121
"2884",4233,129
"2885",3503,117
"2886",1679,112
"2887",2409,119
"2888",2044,123
"2889",2774,118
"2890",3869,126
"2891",5329,126
"2892",6424,130
"2893",2774,124
"2894",5329,129
"2895",3139,116
"2896",4964,128
"2897",2409,117
"2898",3139,120
"2899",4599,123
"2900",3869,135
"2901",6424,133
"2902",4234,124
"2903",4235,128
"2904",4965,125
"2905",3140,119
"2906",2775,106
"2907",1680,122
"2908",1680,123
"2909",2775,119
"2910",5695,129
"2911",2775,116
"2912",2775,124
"2913",4235,129
"2914",1680,111
"2915",3505,123
"2916",2045,118
"2917",2775,126
"2918",4600,122
"2919",1680,122
"2920",3870,127
"2921",5695,128
"2922",2775,117
"2923",4235,133
"2924",3505,122
"2925",7885,136
"2926",6060,128
"2927",6060,124
"2928",3505,126
"2929",2775,123
"2930",2775,128
"2931",5695,131
"2932",1680,122
"2933",2410,129
"2934",2045,111
"2935",3141,127
"2936",3141,118
"2937",2776,123
"2938",5696,125
"2939",2411,128
"2940",3506,131
"2941",2411,126
"2942",3141,115
"2943",3146,124
"2944",3511,127
"2945",2416,112
"2946",3511,124
"2947",4241,119
"2948",2781,127
"2949",2417,118
"2950",4242,121
"2951",3147,122
"2952",2052,119
"2953",3512,124
"2954",2052,108
"2955",4607,122
"2956",2782,119
"2957",3877,117
"2958",2782,115
"2959",3147,123
"2960",2782,112
"2961",5337,125
"2962",2782,118
"2963",2052,118
"2964",4972,129
"2965",2052,110
"2966",3147,118
"2967",5337,128
"2968",3147,116
"2969",3877,116
"2970",3512,123
"2971",2052,113
"2972",4607,119
"2973",3147,122
"2974",2417,117
"2975",4242,124
"2976",4972,126
"2977",4607,119
"2978",2782,118
"2979",4242,133
"2980",3877,120
"2981",5337,123
"2982",2417,117
"2983",3512,123
"2984",3147,127
"2985",4242,124
"2986",5702,117
"2987",2417,121
"2988",5337,131
"2989",2052,118
"2990",4607,124
"2991",4607,124
"2992",3147,122
"2993",5702,123
"2994",6068,127
"2995",2783,122
"2996",6803,132
"2997",1693,123
"2998",3153,123
"2999",3518,126
"3000",6073,123
"3001",4248,125
"3002",2423,119
"3003",3518,122
"3004",3153,121
"3005",4978,138
"3006",3883,132
"3007",2423,125
"3008",4980,126
"3009",5345,137
"3010",2790,120
"3011",3885,129
"3012",2425,122
"3013",2790,121
"3014",2790,123
"3015",3155,122
"3016",4980,136
"3017",2791,123
"3018",3521,124
"3019",2791,114
"3020",3156,113
"3021",3886,124
"3022",4981,123
"3023",2426,122
"3024",3521,126
"3025",3886,127
"3026",3886,126
"3027",2061,117
"3028",5346,129
"3029",2791,129
"3030",6076,128
"3031",4251,132
"3032",5346,129
"3033",2061,126
"3034",1331,115
"3035",3886,118
"3036",2426,124
"3037",3887,120
"3038",4252,121
"3039",1697,117
"3040",3522,121
"3041",5347,133
"3042",5347,123
"3043",2062,110
"3044",4252,133
"3045",3522,125
"3046",2427,118
"3047",2792,120
"3048",2427,125
"3049",2062,118
"3050",2062,120
"3051",3157,118
"3052",1697,117
"3053",2792,127
"3054",4617,122
"3055",2062,117
"3056",2792,118
"3057",3523,122
"3058",2428,117
"3059",2793,129
"3060",5348,135
"3061",1703,123
"3062",4258,131
"3063",2433,120
"3064",4988,132
"3065",5356,136
"3066",4268,125
"3067",1713,112
"3068",2443,117
"3069",3903,127
"3070",2443,111
"3071",1348,109
"3072",1713,110
"3073",2078,127
"3074",2078,116
"3075",3173,122
"3076",4998,123
"3077",2443,115
"3078",2443,117
"3079",3178,121
"3080",3908,127
"3081",5003,130
"3082",2448,122
"3083",3178,130
"3084",4639,140
"3085",5734,136
"3086",4274,132
"3087",3181,120
"3088",4276,134
"3089",5020,133
"3090",3560,127
"3091",2100,125
"3092",3195,113
"3093",6115,126
"3094",4655,124
"3095",5385,128
"3096",6845,137
"3097",2830,125
"3098",3196,133
"3099",2831,122
"3100",6481,138
"3101",3926,137
"3102",6846,136
"3103",5386,136
"3104",4656,120
"3105",2832,120
"3106",3562,115
"3107",3197,120
"3108",2832,119
"3109",1737,119
"3110",2832,118
"3111",2832,119
"3112",2832,111
"3113",5752,130
"3114",4292,129
"3115",2833,125
"3116",2107,108
"3117",3567,128
"3118",4662,128
"3119",5392,132
"3120",5757,138
"3121",4298,110
"3122",4298,121
"3123",3203,136
"3124",5758,135
"3125",2474,119
"3126",5759,129
"3127",4304,123
"3128",2845,117
"3129",3940,129
"3130",5765,132
"3131",3941,132
"3132",3576,114
"3133",3941,118
"3134",3211,125
"3135",4306,128
"3136",6496,120
"3137",3942,132
"3138",5037,125
"3139",2847,122
"3140",2847,125
"3141",5402,132
"3142",4672,131
"3143",5767,124
"3144",3943,119
"3145",3578,124
"3146",4308,121
"3147",4308,131
"3148",2484,118
"3149",3214,123
"3150",3579,127
"3151",1754,124
"3152",2484,119
"3153",2852,129
"3154",4677,126
"3155",4312,135
"3156",3217,122
"3157",2852,133
"3158",2853,122
"3159",2488,123
"3160",4678,127
"3161",2854,123
"3162",2391,114
"3163",2759,117
"3164",5315,118
"3165",4585,127
"3166",2395,117
"3167",5315,130
"3168",5315,126
"3169",4585,122
"3170",4220,120
"3171",2760,114
"3172",6045,122
"3173",4950,137
"3174",3490,122
"3175",5315,124
"3176",1665,108
"3177",4950,120
"3178",3490,123
"3179",5315,129
"3180",6045,118
"3181",3855,119
"3182",3490,118
"3183",5316,137
"3184",5316,123
"3185",6411,122
"3186",3491,125
"3187",3491,130
"3188",6046,133
"3189",5316,126
"3190",4586,126
"3191",3856,122
"3192",6046,132
"3193",4952,125
"3194",4222,127
"3195",4952,125
"3196",2032,113
"3197",4587,123
"3198",4587,119
"3199",6420,129
"3200",4230,119
"3201",5325,127
"3202",4230,124
"3203",4595,120
"3204",2770,116
"3205",3865,118
"3206",3865,117
"3207",2040,117
"3208",3500,120
"3209",3135,122
"3210",2040,111
"3211",2040,122
"3212",2405,119
"3213",2770,115
"3214",1675,117
"3215",1312,119
"3216",5327,131
"3217",2772,121
"3218",3137,128
"3219",4962,117
