"","gene.length"
"4858",2700
"4859",3653
"4860",1569
"4861",1490
"4862",1204
"4863",4130
"4864",3350
"4865",2337
"4866",2063
"4867",2993
"4868",2855
"4869",1324
"4870",1673
"4871",1908
"4872",1892
"4873",3893
"4874",1007
"4875",2628
"4876",1683
"4877",3765
"4878",1534
"4879",1233
"4880",5607
"4881",1278
"4882",2314
"4883",1866
"4884",4126
"4885",2031
"4886",4436
"4887",3949
"4888",1623
"4889",3206
"4890",1620
"4891",2030
"4892",10383
"4893",1961
"4894",3407
"4895",2674
"4896",1354
"4897",1855
"4898",3067
"4899",3492
"4900",1670
"4901",3187
"4902",1415
"4903",2170
"4904",2910
"4905",3723
"4906",5020
"4907",1559
"4908",2776
"4909",1361
"4910",2980
"4911",2149
"4912",4087
"4913",1712
"4914",1786
"4915",2875
"4916",2130
"4917",3184
"4918",3315
"4919",891
"4920",1682
"4921",2797
"4922",8576
"4923",10192
"4924",1719
"4925",2590
"4926",2841
"4927",1571
"4928",3099
"4929",2393
"4930",5957
"4931",3286
"4932",2938
"4933",1168
"4934",2452
"4935",17124
"4936",2120
"4937",1372
"4938",6064
"4939",1242
"4940",2780
"4941",847
"4942",14320
"4943",1795
"4944",1816
"4945",2166
"4946",897
"4947",2943
"4948",4282
"4949",1610
"4950",270
"4951",489
"4952",4947
"4953",1078
"4954",2881
"4955",7349
"4956",2504
"4957",606
"4958",1536
"4959",397
"4960",4999
"4961",6660
"4962",2986
"4963",1917
"4964",2417
"4965",627
"4966",3890
"4967",498
"4968",1771
"4969",2537
"4970",2808
"4971",6717
"4972",1379
"4973",3057
"4974",2960
"4975",4620
"4976",6094
"4977",917
"4978",1835
"4979",231
"4980",1419
"4981",1499
"4982",3327
"4983",4670
"4984",336
"4985",6947
"4986",1200
"4987",462
"4988",3076
"4989",4755
"4990",4373
"4991",4548
"4992",2799
"4993",1205
"4994",3672
"4995",2541
"4996",2368
"4997",2128
"4998",1471
"4999",2280
"5000",3190
"5001",3923
"5002",3371
"5003",1279
"5004",3540
"5005",1451
"5006",2537
"5007",2507
"5008",670
"5009",3649
"5010",959
"5011",3287
"5012",3239
"5013",454
"5014",2484
"5015",3390
"5016",2674
"5017",3214
"5018",5055
"5019",2718
"5020",1582
"5021",2407
"5022",1871
"5023",1520
"5024",2190
"5025",5121
"5026",1907
"5027",6238
"5028",6332
"5029",336
"5030",10885
"5031",408
"5032",841
"5033",3413
"5034",2376
"5035",2855
"5036",6950
"5037",6480
"5038",3018
"5039",468
"5040",1332
"5041",3745
"5042",804
"5043",12405
"5044",2091
"5045",701
"5046",3306
"5047",4998
"5048",2631
"5049",8437
"5050",5429
"5051",4863
"5052",4601
"5053",781
"5054",1412
"5055",2246
"5056",2700
"5057",2772
"5058",1793
"5059",3748
"5060",2166
"5061",6666
"5062",3210
"5063",2943
"5064",4263
"5065",2490
"5066",2116
"5067",1755
"5068",873
"5069",2824
"5070",3089
"5071",4089
"5072",7433
"5073",3140
"5074",1939
"5075",4111
"5076",2578
"5077",2331
"5078",1531
"5079",841
"5080",1737
"5081",2588
"5082",2398
"5083",3210
"5084",2285
"5085",6381
"5086",3880
"5087",1746
"5088",4796
"5089",2966
"5090",2848
"5091",2288
"5092",3317
"5093",1656
"5094",547
"5095",2350
"5096",6381
"5097",2506
"5098",1110
"5099",2988
"5100",2398
"5101",1881
"5102",467
"5103",2379
"5104",5491
"5105",605
"5106",816
"5107",896
"5108",402
"5109",2295
"5110",2391
"5111",1774
"5112",8553
"5113",5405
"5114",4703
"5115",4683
"5116",3629
"5117",2888
"5118",2810
"5119",3868
"5120",2580
"5121",2012
"5122",392
"5123",3030
"5124",2171
"5125",1523
"5126",1503
"5127",1505
"5128",3808
"5129",1596
"5130",2434
"5131",2127
"5132",1623
"5133",2869
"5134",4060
"5135",4385
"5136",2976
"5137",5579
"5138",446
"5139",2254
"5140",2181
"5141",2745
"5142",1940
"5143",399
"5144",657
"5145",4006
"5146",3491
"5147",1657
"5148",5948
"5149",1239
"5150",1545
"5151",3273
"5152",1684
"5153",7284
"5154",5257
"5155",990
"5156",1306
"5157",381
"5158",1953
"5159",1977
"5160",1416
"5161",6378
"5162",1330
"5163",2565
"5164",2025
"5165",4780
"5166",3465
"5167",2018
"5168",2334
"5169",2984
"5170",1113
"5171",2710
"5172",2174
"5173",1394
"5174",4724
"5175",2728
"5176",2588
"5177",3196
"5178",1942
"5179",1739
"5180",1469
"5181",1993
"5182",4718
"5183",1823
"5184",5297
"5185",1835
"5186",1363
"5187",1308
"5188",2642
"5189",1007
"5190",2016
"5191",3359
"5192",2176
"5193",4312
"5194",2063
"5195",2712
"5196",1023
"5197",6525
"5198",706
"5199",643
"5200",1524
"5201",1538
"5202",570
"5203",570
"5204",570
"5205",3826
"5206",3846
"5207",3590
"5208",3578
"5209",5235
"5210",1645
"5211",6110
"5212",1078
"5213",1808
"5214",2142
"5215",824
"5216",2543
"5217",5533
"5218",2592
"5219",3274
"5220",2992
"5221",3406
"5222",906
"5223",5008
"5224",1081
"5225",2026
"5226",1961
"5227",5209
"5228",2186
"5229",960
"5230",1453
"5231",2020
"5232",2074
"5233",6049
"5234",2897
"5235",2223
"5236",2652
"5237",2966
"5238",1218
"5239",1572
"5240",3295
"5241",3917
"5242",2921
"5243",3084
"5244",5583
"5245",786
"5246",591
"5247",774
"5248",5167
"5249",2594
"5250",4048
"5251",5538
"5252",2283
"5253",1105
"5254",2932
"5255",2199
"5256",2854
"5257",309
"5258",4681
"5259",1075
"5260",5168
"5261",2549
"5262",2366
"5263",3484
"5264",2208
"5265",3665
"5266",2055
"5267",1127
"5268",854
"5269",3656
"5270",2745
"5271",4124
"5272",1814
"5273",1447
"5274",2256
"5275",6814
"5276",3136
"5277",3421
"5278",3639
"5279",4611
"5280",2343
"5281",8994
"5282",3175
"5283",692
"5284",1877
"5285",1763
"5286",2210
"5287",3482
"5288",5071
"5289",855
"5290",7184
"5291",3395
"5292",2841
"5293",4139
"5294",2782
"5295",4093
"5296",2666
"5297",2281
"5298",2186
"5299",4611
"5300",2130
"5301",2023
"5302",691
"5303",3140
"5304",4216
"5305",3684
"5306",1642
"5307",2607
"5308",2573
"5309",4059
"5310",1481
"5311",13506
"5312",2734
"5313",2148
"5314",649
"5315",3801
"5316",2624
"5317",2429
"5318",1919
"5319",1642
"5320",3378
"5321",1192
"5322",2470
"5323",682
"5324",753
"5325",4929
"5326",2360
"5327",2791
"5328",5002
"5329",4959
"5330",941
"5331",3413
"5332",4590
"5333",3726
"5334",6139
"5335",2600
"5336",3718
"5337",2644
"5338",930
"5339",1932
"5340",924
"5341",912
"5342",913
"5343",3150
"5344",1462
"5345",2381
"5346",957
"5347",954
"5348",2039
"5349",939
"5350",240
"5351",1642
"5352",3985
"5353",3386
"5354",2579
"5355",2451
"5356",4161
"5357",2060
"5358",1870
"5359",3550
"5360",4333
"5361",6469
"5362",1752
"5363",451
"5364",2711
"5365",1679
"5366",2344
"5367",3576
"5368",2720
"5369",3361
"5370",1365
"5371",4065
"5372",3049
"5373",4129
"5374",1704
"5375",1992
"5376",2279
"5377",4345
"5378",1817
"5379",1902
"5380",1938
"5381",1308
"5382",3212
"5383",5399
"5384",1564
"5385",1602
"5386",723
"5387",2685
"5388",2087
"5389",1770
"5390",2273
"5391",1625
"5392",765
"5393",1101
"5394",1758
"5395",1458
"5396",4220
"5397",258
"5398",3426
"5399",6735
"5400",1872
"5401",1726
"5402",3724
"5403",993
"5404",3995
"5405",13108
"5406",1405
"5407",2997
"5408",2241
"5409",4696
"5410",2783
"5411",2836
"5412",1071
"5413",4132
"5414",2370
"5415",4075
"5416",5962
"5417",3496
"5418",550
"5419",2088
"5420",1371
"5421",1543
"5422",3788
"5423",315
"5424",3575
"5425",4538
"5426",2025
"5427",2623
"5428",5161
"5429",811
"5430",741
"5431",1444
"5432",2248
"5433",336
"5434",2926
"5435",1531
"5436",255
"5437",1708
"5438",2732
"5439",2825
"5440",4803
"5441",2461
"5442",2368
"5443",2734
"5444",6834
"5445",3844
"5446",679
"5447",351
"5448",3948
"5449",1648
"5450",2742
"5451",4223
"5452",2284
"5453",2547
"5454",1686
"5455",2015
"5456",923
"5457",1014
"5458",4307
"5459",3448
"5460",1507
"5461",3129
"5462",1294
"5463",1187
"5464",5612
"5465",3236
"5466",3026
"5467",2408
"5468",2732
"5469",3997
"5470",2770
"5471",5089
"5472",483
"5473",582
"5474",2315
"5475",4653
"5476",4283
"5477",204
"5478",3140
"5479",2865
"5480",1851
"5481",3261
"5482",762
"5483",553
"5484",3747
"5485",1063
"5486",315
"5487",1826
"5488",3426
"5489",1611
"5490",3162
"5491",2312
"5492",2571
"5493",1312
"5494",2508
"5495",1495
"5496",1715
"5497",1891
"5498",894
"5499",1151
"5500",4412
"5501",367
"5502",960
"5503",5481
"5504",3596
"5505",5847
"5506",2520
"5507",3065
"5508",2037
"5509",6395
"5510",3997
"5511",1482
"5512",5215
"5513",2692
"5514",495
"5515",968
"5516",2133
"5517",1167
"5518",2319
"5519",1252
"5520",6963
"5521",1763
"5522",570
"5523",897
"5524",2979
"5525",2200
"5526",2736
"5527",2542
"5528",1832
"5529",4217
"5530",2679
"5531",4422
"5532",8576
"5533",2823
"5534",1845
"5535",2181
"5536",414
"5537",4380
"5538",9528
"5539",2904
"5540",3139
"5541",1378
"5542",3621
"5543",2674
"5544",1413
"5545",4952
"5546",3362
"5547",1914
"5548",935
"5549",1493
"5550",3079
"5551",909
"5552",3178
"5553",1128
"5554",1784
"5555",1131
"5556",1148
"5557",3053
"5558",909
"5559",6638
"5560",6409
"5561",2749
"5562",6111
"5563",1559
"5564",2464
"5565",3105
"5566",348
"5567",1550
"5568",1045
"5569",1481
"5570",2653
"5571",3884
"5572",3833
"5573",601
"5574",3094
"5575",833
"5576",3511
"5577",3174
"5578",2395
"5579",2289
"5580",14886
"5581",2016
"5582",1423
"5583",1645
"5584",849
"5585",4396
"5586",1570
"5587",3198
"5588",2761
"5589",2441
"5590",405
"5591",3340
"5592",2760
"5593",1756
"5594",4942
"5595",2495
"5596",1371
"5597",3266
"5598",3413
"5599",621
"5600",695
"5601",5314
"5602",3023
"5603",1878
"5604",1828
"5605",378
"5606",3766
"5607",8070
"5608",2999
"5609",1468
"5610",1798
"5611",1041
"5612",606
"5613",1351
"5614",4557
"5615",1420
"5616",1422
"5617",3246
"5618",7985
"5619",5772
"5620",6252
"5621",980
"5622",865
"5623",159
"5624",5384
"5625",3933
"5626",1543
"5627",1658
"5628",985
"5629",2253
"5630",3101
"5631",2232
"5632",1113
"5633",2511
"5634",1425
"5635",4109
"5636",3498
"5637",4228
"5638",2426
"5639",1143
"5640",612
"5641",2257
"5642",4360
"5643",2999
"5644",2263
"5645",1423
"5646",1045
"5647",5382
"5648",1085
"5649",3840
"5650",1538
"5651",1084
"5652",1948
"5653",3559
"5654",636
"5655",2985
"5656",595
"5657",629
"5658",3170
"5659",598
"5660",1000
"5661",2183
"5662",6633
"5663",4538
"5664",6042
"5665",723
"5666",2610
"5667",4516
"5668",3380
"5669",1982
"5670",2282
"5671",3126
"5672",3671
"5673",1119
"5674",438
"5675",10389
"5676",5205
"5677",2682
"5678",3729
"5679",2242
"5680",447
"5681",5860
"5682",7205
"5683",5186
"5684",2653
"5685",3559
"5686",2841
"5687",8642
"5688",5600
"5689",3497
"5690",4297
"5691",1690
"5692",2458
"5693",4883
"5694",3261
"5695",4912
"5696",2465
"5697",1014
"5698",2641
"5699",2489
"5700",1410
"5701",755
"5702",414
"5703",1143
"5704",1244
"5705",1049
"5706",2688
"5707",2191
"5708",1269
"5709",1500
"5710",3270
"5711",2402
"5712",1901
"5713",2127
"5714",4680
"5715",2651
"5716",2153
"5717",2278
"5718",2402
"5719",1535
"5720",822
"5721",6279
"5722",1403
"5723",2483
"5724",1026
"5725",375
"5726",3805
"5727",5216
"5728",3941
"5729",2030
"5730",2717
"5731",1467
"5732",1577
"5733",3896
"5734",1690
"5735",1281
"5736",1050
"5737",1829
"5738",8174
"5739",5308
"5740",1439
"5741",3834
"5742",3878
"5743",4384
"5744",4232
"5745",3561
"5746",2336
"5747",312
"5748",1993
"5749",2651
"5750",282
"5751",1168
"5752",1085
"5753",1954
"5754",2902
"5755",715
"5756",1745
"5757",1548
"5758",2036
"5759",5296
"5760",5088
"5761",666
"5762",297
"5763",3410
"5764",1515
"5765",2872
"5766",1316
"5767",3026
"5768",2986
"5769",4059
"5770",648
"5771",996
"5772",592
"5773",2962
"5774",381
"5775",2479
"5776",870
"5777",611
"5778",249
"5779",1363
"5780",942
"5781",2137
"5782",1894
"5783",1957
"5784",1236
"5785",411
"5786",1186
"5787",1879
"5788",1067
"5789",13869
"5790",920
"5791",963
"5792",868
"5793",1905
"5794",4144
"5795",2261
"5796",4876
"5797",1993
"5798",3897
"5799",1511
"5800",7548
"5801",3236
"5802",2475
"5803",2054
"5804",5321
"5805",1152
"5806",10601
"5807",5687
"5808",2830
"5809",1036
"5810",1798
"5811",1612
"5812",1518
"5813",1778
"5814",2357
"5815",3655
"5816",420
"5817",1968
"5818",270
"5819",4041
"5820",1518
"5821",4628
"5822",1265
"5823",5926
"5824",437
"5825",518
"5826",8886
"5827",1081
"5828",1545
"5829",618
"5830",2367
"5831",5829
"5832",8428
"5833",1406
"5834",2960
"5835",401
"5836",400
"5837",2839
"5838",2383
"5839",2682
"5840",3378
"5841",1690
"5842",2602
"5843",3602
"5844",4349
"5845",3777
"5846",5832
"5847",4317
"5848",831
"5849",2391
"5850",2673
"5851",1504
"5852",2044
"5853",2381
"5854",1032
"5855",4684
"5856",3426
"5857",453
"5858",835
"5859",1671
"5860",1997
"5861",2379
"5862",717
"5863",4833
"5864",2304
"5865",3926
"5866",1694
"5867",6036
"5868",5315
"5869",2135
"5870",1371
"5871",3873
"5872",2126
"5873",2120
"5874",1651
"5875",1408
"5876",940
"5877",2439
"5878",2669
"5879",3137
"5880",3522
"5881",3285
"5882",1907
"5883",1691
"5884",2922
"5885",2529
"5886",1516
"5887",3367
"5888",333
"5889",1281
"5890",2278
"5891",1002
"5892",1109
"5893",678
"5894",776
"5895",1498
"5896",1558
"5897",771
"5898",673
"5899",2526
"5900",2582
"5901",5969
"5902",2781
"5903",4747
"5904",3415
"5905",471
"5906",2284
"5907",1110
"5908",1149
"5909",1632
"5910",3147
"5911",4446
"5912",5809
"5913",500
"5914",2762
"5915",2577
"5916",913
"5917",5073
"5918",2315
"5919",2118
"5920",1866
"5921",1474
"5922",3775
"5923",2250
"5924",745
"5925",2276
"5926",2246
"5927",2204
"5928",4036
"5929",5444
"5930",1454
"5931",1959
"5932",2615
"5933",423
"5934",413
"5935",2242
"5936",2786
"5937",6699
"5938",4740
"5939",1323
"5940",3790
"5941",890
"5942",1065
"5943",1800
"5944",3235
"5945",2071
"5946",1344
"5947",796
"5948",2775
"5949",6140
"5950",553
"5951",6010
"5952",1024
"5953",1858
"5954",1832
"5955",4327
"5956",2023
"5957",2699
"5958",4723
"5959",2263
"5960",4745
"5961",1517
"5962",2528
"5963",2166
"5964",1571
"5965",1776
"5966",1281
"5967",2160
"5968",2672
"5969",3661
"5970",1123
"5971",1466
"5972",1477
"5973",3698
"5974",596
"5975",1720
"5976",1617
"5977",126
"5978",1952
"5979",1038
"5980",672
"5981",474
"5982",1564
"5983",3557
"5984",1179
"5985",2681
"5986",4070
"5987",1546
"5988",2818
"5989",2940
"5990",540
"5991",2383
"5992",4165
"5993",1993
"5994",1222
"5995",1573
"5996",1508
"5997",339
"5998",1034
"5999",6621
"6000",1439
"6001",1068
"6002",1371
"6003",476
"6004",855
"6005",3046
"6006",1727
"6007",8347
"6008",897
"6009",5641
"6010",1084
"6011",1726
"6012",5912
"6013",6888
"6014",2095
"6015",844
"6016",3550
"6017",1289
"6018",2449
"6019",1599
"6020",3411
"6021",2293
"6022",2504
"6023",3892
"6024",3410
"6025",1515
"6026",1870
"6027",1548
"6028",537
"6029",2774
"6030",1194
"6031",1479
"6032",1155
"6033",1041
"6034",1649
"6035",547
"6036",2325
"6037",2664
"6038",993
"6039",509
"6040",903
"6041",557
"6042",1642
"6043",2439
"6044",2170
"6045",2766
"6046",3664
"6047",883
"6048",1854
"6049",1594
"6050",1432
"6051",983
"6052",1223
"6053",4305
"6054",3918
"6055",1833
"6056",3368
"6057",1357
"6058",1605
"6059",354
"6060",1140
"6061",984
"6062",557
"6063",536
"6064",3944
"6065",3859
"6066",2112
"6067",3128
"6068",6733
"6069",2217
"6070",4466
"6071",2504
"6072",663
"6073",654
"6074",1481
"6075",2640
"6076",833
"6077",6548
"6078",3089
"6079",991
"6080",1253
"6081",709
"6082",1695
"6083",2828
"6084",948
"6085",2650
"6086",4686
"6087",4635
"6088",1376
"6089",1905
"6090",3070
"6091",1381
"6092",2461
"6093",2824
"6094",5272
"6095",3323
"6096",4403
"6097",4609
"6098",2440
"6099",3297
"6100",1563
"6101",1765
"6102",3356
"6103",3388
"6104",3935
"6105",6642
"6106",993
"6107",1804
"6108",2124
"6109",1731
"6110",2220
"6111",2129
"6112",2041
"6113",2062
"6114",1184
"6115",2363
"6116",1676
"6117",4171
"6118",2122
"6119",1531
"6120",3024
"6121",2866
"6122",2255
"6123",4952
"6124",2231
"6125",8464
"6126",1431
"6127",1189
"6128",2475
"6129",7809
"6130",431
"6131",2432
"6132",2041
"6133",1512
"6134",4067
"6135",3070
"6136",1065
"6137",360
"6138",3368
"6139",1987
"6140",1162
"6141",1130
"6142",2875
"6143",3494
"6144",6329
"6145",3616
"6146",1384
"6147",954
"6148",6496
"6149",951
"6150",900
"6151",900
"6152",722
"6153",1568
"6154",1872
"6155",2952
"6156",2185
"6157",3220
"6158",1772
"6159",2061
"6160",996
"6161",1871
"6162",4237
"6163",1032
"6164",15552
"6165",3913
"6166",6771
"6167",930
"6168",3721
"6169",2774
"6170",1647
"6171",960
"6172",963
"6173",4838
"6174",1259
"6175",2475
"6176",2343
"6177",2028
"6178",2103
"6179",2028
"6180",3165
"6181",3411
"6182",4087
"6183",949
"6184",1302
"6185",19271
"6186",378
"6187",5777
"6188",5593
"6189",2676
"6190",4677
"6191",1968
"6192",693
"6193",652
"6194",972
"6195",3292
"6196",2046
"6197",2690
"6198",1767
"6199",3604
"6200",4265
"6201",3583
"6202",1326
"6203",1680
"6204",12462
"6205",681
"6206",869
"6207",494
"6208",533
"6209",7239
"6210",3410
"6211",2445
"6212",1512
"6213",1415
"6214",2317
"6215",3312
"6216",1337
"6217",1068
"6218",4343
"6219",1979
"6220",1649
"6221",1715
"6222",3816
"6223",3573
"6224",3170
"6225",1745
"6226",2272
"6227",601
"6228",1961
"6229",3304
"6230",5832
"6231",3743
"6232",5607
"6233",4048
"6234",1156
"6235",4465
"6236",1884
"6237",603
"6238",841
"6239",1717
"6240",1748
"6241",1496
"6242",1492
"6243",483
"6244",5013
"6245",3345
"6246",2327
"6247",2492
"6248",2022
"6249",2019
"6250",1963
"6251",2129
"6252",3627
"6253",2368
"6254",1896
"6255",2095
"6256",2116
"6257",1157
"6258",1750
"6259",1438
"6260",901
"6261",2686
"6262",1471
"6263",3872
"6264",618
"6265",1562
"6266",1348
"6267",1958
"6268",2629
"6269",1395
"6270",4838
"6271",1010
"6272",3080
"6273",3639
"6274",2791
"6275",5892
"6276",2383
"6277",876
"6278",691
"6279",1172
"6280",3477
"6281",585
"6282",3427
"6283",2568
"6284",5814
"6285",2524
"6286",5086
"6287",2364
"6288",11135
"6289",2371
"6290",9041
"6291",3707
"6292",3316
"6293",4168
"6294",3733
"6295",2856
"6296",507
"6297",2002
"6298",4453
"6299",1550
"6300",1323
"6301",1101
"6302",1200
"6303",4825
"6304",1975
"6305",2299
"6306",1275
"6307",4443
"6308",2314
"6309",3588
"6310",1957
"6311",2008
"6312",1568
"6313",2089
"6314",1552
"6315",1463
"6316",1461
"6317",15285
"6318",1751
"6319",1684
"6320",3664
"6321",1936
"6322",2786
"6323",5664
"6324",4928
"6325",6825
"6326",6213
"6327",7210
"6328",2916
"6329",5619
"6330",2335
"6331",1923
"6332",6224
"6333",3705
"6334",2055
"6335",4092
"6336",1897
"6337",2216
"6338",1489
"6339",1170
"6340",1508
"6341",2208
"6342",5289
"6343",13271
"6344",3891
"6345",2320
"6346",2027
"6347",2348
"6348",2224
"6349",1840
"6350",2470
"6351",3480
"6352",1210
"6353",2005
"6354",5761
"6355",1530
"6356",1584
"6357",1757
"6358",1542
"6359",1570
"6360",1401
"6361",1353
"6362",3713
"6363",1831
"6364",1394
"6365",1489
"6366",448
"6367",7971
"6368",1209
"6369",3457
"6370",2096
"6371",1724
"6372",727
"6373",3332
"6374",2338
"6375",6217
"6376",1400
"6377",2464
"6378",667
"6379",1614
"6380",3237
"6381",1580
"6382",2568
"6383",3937
"6384",3658
"6385",1312
"6386",6058
"6387",3374
"6388",1756
"6389",1398
"6390",660
"6391",6378
"6392",1459
"6393",1689
"6394",1583
"6395",1438
"6396",2181
"6397",1870
"6398",3415
"6399",2311
"6400",3540
"6401",4236
"6402",2665
"6403",1865
"6404",5498
"6405",3105
"6406",3017
"6407",1321
"6408",2722
"6409",4567
"6410",2102
"6411",901
"6412",1164
"6413",606
"6414",683
"6415",354
"6416",9849
"6417",198
"6418",2641
"6419",2065
"6420",1563
"6421",3093
"6422",147
"6423",2231
"6424",5357
"6425",2629
"6426",2674
"6427",3581
"6428",1004
"6429",5267
"6430",2998
"6431",2374
"6432",2435
"6433",2157
"6434",1312
"6435",1944
"6436",1563
"6437",1732
"6438",910
"6439",861
"6440",910
"6441",549
"6442",549
"6443",1626
"6444",1960
"6445",2858
"6446",1133
"6447",2529
"6448",1738
"6449",4164
"6450",2391
"6451",2784
"6452",462
"6453",1548
"6454",1823
"6455",2612
"6456",786
"6457",4265
"6458",1057
"6459",2098
"6460",2070
"6461",1565
"6462",1594
"6463",2135
"6464",2865
"6465",2186
"6466",255
"6467",408
"6468",4864
"6469",4017
"6470",2165
"6471",1045
"6472",4241
"6473",2357
"6474",5229
"6475",3170
"6476",6362
"6477",1632
"6478",3499
"6479",970
"6480",1040
"6481",1012
"6482",2262
"6483",1586
"6484",2203
"6485",2463
"6486",2257
"6487",1719
"6488",1950
"6489",1179
"6490",1679
"6491",1761
"6492",612
"6493",1058
"6494",2254
"6495",318
"6496",4402
"6497",3743
"6498",3393
"6499",1679
"6500",2666
"6501",1225
"6502",3142
"6503",397
"6504",5118
"6505",2565
"6506",6286
"6507",916
"6508",8864
"6509",2650
"6510",2290
"6511",1008
"6512",3553
"6513",1672
"6514",2410
"6515",3593
"6516",940
"6517",968
"6518",1032
"6519",595
"6520",11114
"6521",4200
"6522",1666
"6523",3224
"6524",900
"6525",2175
"6526",1136
"6527",2700
"6528",1931
"6529",1125
"6530",1179
"6531",6586
"6532",3893
"6533",2707
"6534",1525
"6535",1328
"6536",1498
"6537",1848
"6538",4087
"6539",3079
"6540",5204
"6541",3276
"6542",2080
"6543",929
"6544",6807
"6545",1693
"6546",1201
"6547",707
"6548",3878
"6549",1104
"6550",1044
"6551",2365
"6552",4053
"6553",948
"6554",2561
"6555",2664
"6556",1436
"6557",2783
"6558",6192
"6559",1866
"6560",1416
"6561",4376
"6562",9085
"6563",2176
"6564",1591
"6565",1036
"6566",736
"6567",2090
"6568",2511
"6569",6492
"6570",2706
"6571",2893
"6572",914
"6573",1667
"6574",4581
"6575",589
"6576",5735
"6577",2054
"6578",3192
"6579",1008
"6580",796
"6581",3928
"6582",4627
"6583",2594
"6584",2793
"6585",11444
"6586",3971
"6587",1403
"6588",1571
"6589",2492
"6590",1984
"6591",3258
"6592",2164
"6593",3178
"6594",6639
"6595",907
"6596",1515
"6597",2959
"6598",964
"6599",1502
"6600",1949
"6601",2624
"6602",662
"6603",6117
"6604",2093
"6605",576
"6606",3428
"6607",2809
"6608",2648
"6609",3482
"6610",1602
"6611",601
"6612",1825
"6613",2357
"6614",5835
"6615",3023
"6616",4414
"6617",4056
"6618",1662
"6619",1112
"6620",1902
"6621",1958
"6622",5448
"6623",2302
"6624",3917
"6625",2143
"6626",2561
"6627",6030
"6628",2424
"6629",2000
"6630",2839
"6631",8203
"6632",1946
"6633",2519
"6634",2073
"6635",2500
"6636",5485
"6637",4406
"6638",6762
"6639",1134
"6640",2108
"6641",1752
"6642",1302
"6643",1570
"6644",4469
"6645",3556
"6646",1418
"6647",2908
"6648",5520
"6649",2042
"6650",1501
"6651",1501
"6652",2467
"6653",1344
"6654",6597
"6655",27652
"6656",735
"6657",3434
"6658",2536
"6659",2783
"6660",2411
"6661",2536
"6662",1052
"6663",2860
"6664",684
"6665",1173
"6666",3661
"6667",273
"6668",2772
"6669",1135
"6670",2931
"6671",3413
"6672",5412
"6673",1499
"6674",3035
"6675",1048
"6676",618
"6677",1330
"6678",2276
"6679",3052
"6680",1386
"6681",1286
"6682",2819
"6683",891
"6684",802
"6685",1910
"6686",7393
"6687",779
"6688",1179
"6689",2428
"6690",1826
"6691",446
"6692",2572
"6693",2046
"6694",1478
"6695",4723
"6696",1566
"6697",3224
"6698",2602
"6699",2327
"6700",5674
"6701",3374
"6702",855
"6703",2383
"6704",1707
"6705",1375
"6706",3187
"6707",4565
"6708",2769
"6709",1964
"6710",6609
"6711",4367
"6712",3001
"6713",3277
"6714",6674
"6715",5679
"6716",3964
"6717",3176
"6718",1391
"6719",1341
"6720",1995
"6721",1266
"6722",2259
"6723",2097
"6724",3097
"6725",3037
"6726",1606
"6727",3210
"6728",484
"6729",1396
"6730",4023
"6731",4348
"6732",1100
"6733",780
"6734",2662
"6735",3096
"6736",585
"6737",8319
"6738",4687
"6739",2533
"6740",2864
"6741",288
"6742",288
"6743",4185
"6744",1997
"6745",5319
"6746",676
"6747",2365
"6748",4473
"6749",5217
"6750",1848
"6751",1974
"6752",1353
"6753",3666
"6754",1525
"6755",1272
"6756",1316
"6757",3967
"6758",9372
"6759",1297
"6760",4006
"6761",4138
"6762",1598
"6763",4605
"6764",1730
"6765",1597
"6766",4013
"6767",5926
"6768",2053
"6769",2906
"6770",1835
"6771",1954
"6772",2965
"6773",1610
"6774",2324
"6775",2901
"6776",5418
"6777",2860
"6778",1649
"6779",390
"6780",1472
"6781",2377
"6782",2335
"6783",4315
"6784",1920
"6785",3030
"6786",3284
"6787",1292
"6788",4545
"6789",1057
"6790",4161
"6791",1160
"6792",3456
"6793",2166
"6794",3500
"6795",2098
"6796",2298
"6797",4915
"6798",234
"6799",1585
"6800",1708
"6801",2907
"6802",1936
"6803",2164
"6804",2233
"6805",4339
"6806",1729
"6807",4329
"6808",2317
"6809",2420
"6810",2271
"6811",3580
"6812",1327
"6813",1521
"6814",351
"6815",1916
"6816",1739
"6817",3184
"6818",2283
"6819",2709
"6820",1799
"6821",9985
"6822",3861
"6823",3181
"6824",1991
"6825",1854
"6826",7197
"6827",2344
"6828",1522
"6829",1774
"6830",252
"6831",4009
"6832",2369
"6833",4214
"6834",2578
"6835",2777
"6836",4015
"6837",2807
"6838",6466
"6839",4504
"6840",1412
"6841",5285
"6842",1482
"6843",6704
"6844",2697
"6845",2774
"6846",3266
"6847",1454
"6848",6220
"6849",800
"6850",1342
"6851",5377
"6852",1657
"6853",468
"6854",5121
"6855",4219
"6856",3578
"6857",5242
"6858",2982
"6859",4521
"6860",2794
"6861",1548
"6862",2596
"6863",2174
"6864",4925
"6865",1732
"6866",1335
"6867",2663
"6868",1852
"6869",450
"6870",4353
"6871",3588
"6872",1936
"6873",552
"6874",2623
"6875",3429
"6876",899
"6877",9252
"6878",2035
"6879",5918
"6880",1856
"6881",2703
"6882",3839
"6883",2261
"6884",2842
"6885",3510
"6886",1335
"6887",6322
"6888",1718
"6889",2289
"6890",3622
"6891",5185
"6892",3622
"6893",3978
"6894",1006
"6895",14093
"6896",4029
