"","date_time","v1_40m_avg","v1_40m_max","v1_40m_min","v1_40m_std","v2_30m_avg","v2_30m_max","v2_30m_min","v2_30m_std","v3_20m_avg","v3_20m_max","v3_20m_min","v3_20m_std","dir1_40m_avg","dir1_40m_std","dir2_30m_avg","dir2_30m_std"
"6791","22.06.2009 15:10",8.17,12.51,4.92,1.39,7.92,12.88,4.14,1.33,7.5,11.38,3.79,1.31,2.64,16.94,1.45,19.1
"6792","22.06.2009 15:20",8.77,12.51,5.3,1.54,8.65,12.5,5.28,1.51,8.03,11.38,4.92,1.37,356.91,12.84,357.53,18.5
"6793","22.06.2009 15:30",9.14,12.89,5.3,1.57,8.86,13.26,4.9,1.7,8.17,12.51,4.17,1.7,0.55,14.69,2.22,20.98
"6794","22.06.2009 15:40",10.5,13.27,6.44,1.47,10.18,13.26,6.42,1.45,9.29,13.27,5.68,1.53,355.69,8.27,356.67,16.47
"6795","22.06.2009 15:50",9.6,13.27,5.68,1.61,9.6,13.64,5.28,1.79,9.03,13.65,4.92,1.74,359.91,15.82,359.67,21.33
"6796","22.06.2009 16:00",9.66,14.03,5.68,1.61,9.27,13.64,5.28,1.67,8.36,12.13,4.92,1.47,358.97,14.02,0.19,20.16
"6797","22.06.2009 16:10",9.1,12.51,5.3,1.44,8.93,12.12,5.28,1.58,8.35,12.13,4.92,1.61,359.47,12.81,359.04,17.53
"6798","22.06.2009 16:20",8.51,12.51,5.3,1.42,8.03,12.5,4.52,1.69,7.41,11.76,3.41,1.54,1.2,16.24,1.76,19.75
"6799","22.06.2009 16:30",6.67,9.86,4.54,1.09,6.35,10.22,3.38,1.11,5.9,9.1,3.03,1.1,2.21,16.67,2.05,20.97
"6800","22.06.2009 16:40",7.77,11,4.92,1.51,7.47,10.98,4.14,1.53,6.63,10.62,3.41,1.48,358.53,13.92,358.57,17.96
"6801","22.06.2009 16:50",7.65,10.62,4.92,1.2,7.02,10.98,4.14,1.18,6.61,9.86,3.79,1.18,1.33,14.97,1.92,20.38
"6802","22.06.2009 17:00",7.96,11.38,4.92,1.49,7.6,12.12,4.52,1.44,7.05,11.38,3.79,1.35,0.95,16.84,359.41,17.27
"6803","22.06.2009 17:10",8.33,12.13,4.92,1.46,8.2,12.5,4.9,1.54,7.84,11.76,4.54,1.54,0.54,14.34,358.51,18.99
"6804","22.06.2009 17:20",7.64,11.38,5.3,1.19,7.12,10.22,4.14,1.24,6.69,10.62,4.17,1.37,4.12,16.17,3.53,19.31
"6805","22.06.2009 17:30",8.3,11.76,4.92,1.28,7.57,11.36,4.9,1.14,7.44,11,4.17,1.22,4.65,16.71,5.52,20.93
"6806","22.06.2009 17:40",8.52,12.89,4.92,1.47,7.85,12.5,4.9,1.28,7.54,11.38,3.79,1.37,5.74,14.92,7.01,21.39
"6807","22.06.2009 17:50",7.98,11.76,4.92,1.37,7.14,10.98,3.38,1.3,6.57,10.24,2.65,1.43,3.16,15.67,4.39,21.3
"6808","22.06.2009 18:00",7.47,11.38,3.79,1.57,6.99,11.36,4.14,1.49,6.18,10.24,3.41,1.54,358.37,15.43,359.53,21.05
"6809","22.06.2009 18:10",6.29,10.62,3.03,1.4,5.85,9.84,2.62,1.47,5.07,9.1,1.51,1.37,357.71,14.52,358.27,22.98
"6810","22.06.2009 18:20",5.3,9.1,2.27,1.27,4.88,7.94,1.86,1.15,4.35,8.34,1.13,1.33,358.11,14.18,359.29,22.35
"6811","22.06.2009 18:30",4.62,7.96,2.27,0.91,4.15,6.8,2.24,0.9,3.58,6.44,1.51,0.95,356.16,17.16,355.67,23.98
"6812","22.06.2009 18:40",3.87,7.2,1.13,1.24,3.81,6.42,1.48,1.08,3.43,5.68,1.13,0.91,353.7,15.51,351.32,19.13
"6813","22.06.2009 18:50",5.59,8.34,3.03,1.15,4.94,7.56,1.86,1.14,4.08,7.58,0.37,1.19,0.82,13.71,2.13,19.71
"6814","22.06.2009 19:00",6.29,10.24,3.41,1.32,5.91,10.6,3,1.35,5.38,9.86,2.27,1.27,357.46,12.7,357.56,19.72
"6815","22.06.2009 19:10",7.45,11.76,4.17,1.4,7.02,11.36,4.14,1.39,6.36,10.62,3.03,1.46,0.84,15.68,2.47,23.86
"6816","22.06.2009 19:20",7.38,11,4.54,1.19,6.86,10.6,4.14,1.18,6.35,10.62,3.41,1.24,3.23,16.72,3.73,23.25
"6817","22.06.2009 19:30",6.82,10.62,4.17,1.29,6.53,10.6,3.38,1.38,6.03,10.24,3.03,1.37,359.46,13.8,359.84,20.59
"6818","22.06.2009 19:40",5.59,8.72,3.41,1.04,5.31,8.32,2.62,0.98,4.72,7.58,2.27,1.02,357,15.01,357.69,20.33
"6819","22.06.2009 19:50",5.93,8.72,3.03,1.11,5.82,8.32,3,1.03,5.14,7.58,2.65,1.03,355.41,10.98,353.97,15.68
"6820","22.06.2009 20:00",5.77,9.1,2.65,1.35,5.42,8.32,2.24,1.25,4.76,7.96,1.89,1.25,355.95,15.54,355.56,19.04
"6821","22.06.2009 20:10",5.74,9.1,3.41,1.05,5.29,7.94,3,0.87,4.55,7.2,2.27,0.94,355.47,13.44,354.87,21.1
"6822","22.06.2009 20:20",5.4,7.96,3.03,1.06,5.05,7.56,2.62,0.97,4.29,7.2,1.51,1.01,354.81,11.79,356.08,20.68
"6823","22.06.2009 20:30",6.34,9.48,3.79,1.13,5.85,9.08,3,1,4.91,7.96,2.27,1.16,352.06,10.47,352.17,11.47
"6824","22.06.2009 20:40",5.92,8.72,3.41,0.9,5.56,8.32,3.38,0.88,4.87,7.96,2.27,0.92,352.04,13.18,349.14,13.42
"6825","22.06.2009 20:50",6.34,9.1,3.79,1.09,5.86,8.32,3,1.02,5.28,7.96,2.27,1.12,351.9,10.88,351.2,15.75
"6826","22.06.2009 21:00",5.83,8.72,3.03,1.13,5.34,8.7,2.62,1.17,4.51,7.58,2.27,1.08,349.35,13.56,348.74,16.17
"6827","22.06.2009 21:10",5.84,8.34,3.41,1.06,5.45,8.32,3.38,1.07,4.42,7.2,2.27,1.1,348.04,12.83,346.51,15.55
"6828","22.06.2009 21:20",5.17,7.96,2.27,1.23,4.8,8.32,2.24,1.13,4.11,7.58,1.89,1.1,348.2,12.36,345.2,16.51
"6829","22.06.2009 21:30",4.63,7.58,2.27,1.1,4.21,7.18,1.86,1.07,3.6,7.2,1.13,1.07,348.89,14.82,348.05,18.13
"6830","22.06.2009 21:40",4.01,6.06,1.51,0.89,3.56,6.42,1.48,1,2.94,6.44,0.37,1.07,352.79,17.19,353.82,19.22
"6831","22.06.2009 21:50",4.08,6.44,2.27,0.93,3.87,7.18,1.86,1.06,3.27,6.82,0.37,1.25,356.09,12.99,354.47,16.6
"6832","22.06.2009 22:00",4.94,9.48,2.65,1.15,4.45,9.08,2.24,1.14,3.92,6.82,1.51,1.1,358.12,12.82,358.9,21.17
"6833","22.06.2009 22:10",6.79,11.38,3.79,1.29,6.13,10.22,3.38,1.24,5.59,9.1,2.65,1.17,0.9,13.33,3.27,19.33
"6834","22.06.2009 22:20",7.12,11,3.79,1.21,6.31,9.46,3.38,1.09,5.72,9.1,3.03,1.11,2.18,13.45,4.18,18.19
"6835","22.06.2009 22:30",7.54,11,3.41,1.38,6.73,9.84,3.38,1.18,6.32,10.24,3.41,1.14,3.77,13.7,4.77,20.91
"6836","22.06.2009 22:40",8.01,12.89,4.54,1.52,7.33,12.12,4.14,1.42,6.85,11,3.79,1.3,1.34,12.6,2.85,18.65
"6837","22.06.2009 22:50",9.5,13.65,6.06,1.33,8.67,13.64,5.28,1.38,8.42,13.65,5.3,1.48,4.83,14.45,6.32,21.86
"6838","22.06.2009 23:00",8.15,12.51,4.92,1.46,7.4,11.74,4.14,1.33,7.02,11.76,4.17,1.51,3.26,14.16,3.79,19.13
"6839","22.06.2009 23:10",7.42,10.24,4.54,1.2,6.76,10.22,3.76,1.2,6.44,10.62,3.79,1.14,0.95,13.91,1.13,19.53
"6840","22.06.2009 23:20",7.25,10.62,4.17,1.22,6.93,11.36,4.52,1.17,6.38,10.24,3.41,1.2,1.04,13.52,0.09,16.87
"6841","22.06.2009 23:30",7.43,11,4.54,1.22,6.82,10.22,4.14,1.13,6.43,10.24,3.41,1.23,0.35,12.89,1.72,21.03
"6842","22.06.2009 23:40",7.39,11.76,4.17,1.45,6.71,11.74,4.14,1.27,6.3,11.38,3.41,1.41,2.7,14.14,3.41,19.88
"6843","22.06.2009 23:50",6.24,9.86,3.79,1.1,5.9,8.7,3.38,1.08,5.33,8.34,2.65,1.12,355.76,11.66,355.4,18.54
"6844","23.06.2009 00:00",6.74,9.48,4.17,1.11,6.55,9.84,4.14,0.96,5.96,8.72,3.03,0.99,352.64,10.06,349.49,15.27
"6845","23.06.2009 00:10",6.21,9.48,3.03,1.23,6,9.46,3.38,1.22,5.28,9.48,2.65,1.24,353.56,11.9,352.29,17.45
"6846","23.06.2009 00:20",5.01,9.48,1.89,1.23,4.73,7.94,2.24,1.03,4.35,7.2,1.51,1.07,351.86,12.73,350.82,17.99
"6847","23.06.2009 00:30",5.44,8.34,3.03,0.95,5.04,7.56,2.62,0.88,4.58,7.2,1.89,1.04,351.19,13.1,349.32,18.18
"6848","23.06.2009 00:40",4.74,9.86,2.27,1.7,4.57,9.08,1.48,1.76,4.2,8.72,1.13,1.56,351.86,14.28,348.67,18.6
"6849","23.06.2009 00:50",7.4,11,3.41,1.56,7,10.6,3.38,1.36,6.25,9.48,2.65,1.32,351.34,9.84,349.92,12.87
"6850","23.06.2009 01:00",6.16,9.48,3.03,1.2,5.93,9.46,2.62,1.19,5.38,8.34,2.65,1.16,349.25,11.79,345.89,16.49
"6851","23.06.2009 01:10",4.73,8.34,1.89,1.2,4.53,8.32,2.24,1.06,4.08,7.58,1.89,1.07,352.02,12.85,351.18,17.01
"6852","23.06.2009 01:20",4.6,7.96,2.27,1.08,4.41,7.56,2.24,1.17,4.06,7.2,1.51,1.1,353.34,12.82,353.3,18.89
"6853","23.06.2009 01:30",4.97,9.48,1.89,1.42,4.73,9.08,1.86,1.37,4.21,8.72,1.51,1.25,350.99,10.38,350.46,15.8
"6854","23.06.2009 01:40",4.8,7.58,2.27,1.1,4.51,7.56,2.24,1.05,3.9,6.44,1.51,0.94,351.5,12.46,352.06,20.17
"6855","23.06.2009 01:50",4.21,7.2,2.27,1.01,4.16,7.18,2.24,0.94,3.7,6.44,1.89,0.87,352.75,12.54,351.89,17.82
"6856","23.06.2009 02:00",4.34,6.82,1.89,0.85,4.12,6.8,2.24,0.79,3.81,6.44,1.51,0.76,353.02,11.36,351.7,18.61
"6857","23.06.2009 02:10",4.44,6.82,2.27,0.79,4.32,6.42,2.24,0.7,3.73,5.68,1.51,0.73,346.32,9.39,343.82,12.55
"6858","23.06.2009 02:20",4.32,6.82,1.89,0.98,4,7.18,1.86,0.94,3.46,6.06,0.37,1.02,344.12,13.29,340.22,15.72
"6859","23.06.2009 02:30",4.06,6.82,1.89,0.91,3.85,6.42,2.24,0.85,3.4,6.06,1.51,0.93,343.41,14.16,341.98,18.26
"6860","23.06.2009 02:40",3.67,6.06,1.89,0.79,3.56,6.42,1.86,0.74,3.07,5.3,1.51,0.75,329.38,13.59,327.65,13.78
"6861","23.06.2009 02:50",4.04,6.82,2.27,0.77,3.97,6.42,2.24,0.75,3.36,6.06,1.51,0.81,326.89,13.4,325.7,14.1
"6862","23.06.2009 03:00",4.44,7.2,1.51,1.01,4.13,6.04,1.86,0.85,3.57,6.06,0.37,0.83,339.27,14.33,334.33,16.46
"6863","23.06.2009 03:10",4.04,6.44,1.89,0.99,3.76,6.42,1.86,0.82,3.39,6.44,1.89,0.67,333.39,15.29,328.16,15.29
"6864","23.06.2009 03:20",4.02,6.82,1.51,0.86,3.8,6.42,1.48,0.8,3.39,5.68,1.51,0.73,340.93,13.41,336.69,13.27
"6865","23.06.2009 03:30",4.67,7.58,2.65,1.02,4.44,7.18,2.24,0.99,3.9,7.2,1.13,1.06,345.45,11.42,341.96,13.64
"6866","23.06.2009 03:40",4.69,7.58,2.27,0.99,4.4,6.8,2.24,0.94,3.78,6.44,1.13,0.99,347.28,12.53,346.01,13.17
"6867","23.06.2009 03:50",4.58,8.34,2.27,1.15,4.25,7.18,1.86,1.07,3.67,6.44,1.13,1.1,355.54,12.1,355,16.68
"6868","23.06.2009 04:00",5.18,10.62,2.27,1.31,4.89,9.84,2.24,1.34,4.06,8.34,0.37,1.3,358.57,13.84,358.41,18.15
"6869","23.06.2009 04:10",5.28,10.24,2.27,1.41,4.96,9.84,2.24,1.37,4.7,9.1,2.27,1.22,358.47,15.53,359.65,20.5
"6870","23.06.2009 04:20",4.94,8.34,2.27,1.13,4.44,7.94,2.24,1.05,3.82,6.44,1.13,1.1,1.66,13.91,1.98,19.64
"6871","23.06.2009 04:30",4.65,8.34,1.89,1.28,4.32,7.94,2.24,1.11,3.72,7.58,1.51,1.12,351.62,14.62,352.28,18.2
"6872","23.06.2009 04:40",5.83,9.86,1.51,1.65,5.48,9.46,1.48,1.55,4.75,8.72,1.13,1.8,354.22,15.07,355.7,20.82
"6873","23.06.2009 04:50",6.13,11.38,1.51,1.58,5.78,10.98,1.86,1.49,5.22,10.24,1.51,1.44,352.12,15.26,351.88,17.78
"6874","23.06.2009 05:00",5.22,11,1.89,1.63,4.98,10.22,1.86,1.7,4.56,9.1,1.13,1.82,351.06,13.87,349.79,13.71
"6875","23.06.2009 05:10",3.65,6.44,1.51,0.97,3.52,6.04,1.48,1.01,3.11,7.2,1.13,0.97,347.07,14.26,346.46,14.81
"6876","23.06.2009 05:20",5.17,9.1,2.27,1.48,4.79,8.32,1.86,1.5,4.27,7.96,1.13,1.5,351.19,14.65,350.7,20.8
"6877","23.06.2009 05:30",6.29,10.24,3.03,1.4,6.07,9.46,3.38,1.23,5.51,9.48,2.65,1.12,353.45,11.67,352.65,17.96
"6878","23.06.2009 05:40",7.44,11,4.17,1.28,7.14,10.22,4.52,1.25,6.54,10.24,3.03,1.22,351.17,11.85,350.26,15.23
"6879","23.06.2009 05:50",7.09,10.62,3.79,1.41,6.85,10.6,3,1.44,6.18,9.86,2.65,1.49,350.85,10.02,350.65,15.81
"6880","23.06.2009 06:00",5.31,9.1,2.65,1.03,4.9,8.7,1.86,1.2,4.53,8.34,1.89,1.07,345.04,11.35,343.23,16.75
"6881","23.06.2009 06:10",5.61,9.1,2.65,1.46,5.42,9.46,2.24,1.45,4.74,8.34,0.75,1.41,341.55,12.35,342.15,15.14
"6882","23.06.2009 06:20",6.35,10.24,3.41,1.36,6.4,9.84,3,1.39,5.91,10.62,3.03,1.23,341.86,10.73,340.25,13.1
"6883","23.06.2009 06:30",6.52,10.62,3.41,1.39,6.36,11.74,3.38,1.35,5.66,9.48,2.27,1.27,348.69,14.21,347.65,17.61
"6884","23.06.2009 06:40",7.15,10.62,3.41,1.29,6.84,9.84,3.38,1.21,6.22,10.24,3.03,1.21,351.63,11.83,350.96,15.31
"6885","23.06.2009 06:50",7.6,11.38,3.79,1.4,7.33,10.98,4.14,1.37,6.67,10.24,3.41,1.35,346.8,12.03,345.26,13.48
"6886","23.06.2009 07:00",7.92,12.13,4.54,1.57,7.71,12.12,4.14,1.43,7.18,12.13,3.41,1.48,344.95,10.05,343.71,13.28
"6887","23.06.2009 07:10",7.46,11.38,3.79,1.64,7.36,11.36,3.76,1.68,6.77,11.76,3.03,1.67,350.55,12.08,347.53,15.06
"6888","23.06.2009 07:20",6.83,11,3.41,1.52,6.6,10.22,3,1.4,5.96,10.24,2.27,1.43,350.29,13.25,350.25,16.42
"6889","23.06.2009 07:30",5.99,11.38,2.27,1.58,5.73,9.84,2.62,1.4,5.23,9.1,1.89,1.3,349.37,13.6,346.9,15.65
"6890","23.06.2009 07:40",5.64,9.86,3.03,1.34,5.35,9.08,2.62,1.29,4.76,8.72,2.65,1.21,344.89,14.52,340.89,18.52
"6891","23.06.2009 07:50",6.45,11,3.79,1.48,6.24,10.22,2.62,1.49,5.52,9.86,2.27,1.37,344.79,13.43,341.56,14.77
"6892","23.06.2009 08:00",5.22,9.86,1.51,1.73,4.9,9.08,1.86,1.52,4.43,8.34,1.13,1.32,349.14,15.17,345.95,19.24
"6893","23.06.2009 08:10",4.58,9.1,1.51,1.24,4.29,8.7,1.86,1.09,3.75,8.72,1.13,1.2,349.75,15.59,347.12,20.07
"6894","23.06.2009 08:20",5.35,8.72,1.89,1.54,5.09,9.46,2.24,1.55,4.5,8.72,0.37,1.66,352.2,14.86,349.3,19.63
"6895","23.06.2009 08:30",5.83,9.48,2.65,1.39,5.58,9.08,2.24,1.36,5.08,9.86,2.27,1.28,347.99,16.53,344.35,16.07
"6896","23.06.2009 08:40",5.42,8.72,2.65,1.24,5.31,9.08,1.48,1.28,5.05,9.1,1.89,1.37,344.14,16.34,341.04,19.64
"6897","23.06.2009 08:50",6.72,11,3.03,1.83,6.4,10.98,3,1.72,5.83,9.48,1.89,1.58,346.51,13.94,346.05,18.03
"6898","23.06.2009 09:00",6.96,11.76,3.41,1.88,6.79,11.74,3,1.87,6.26,10.62,1.89,1.72,344.7,14.87,341.79,17.29
"6899","23.06.2009 09:10",6.74,10.62,3.03,1.3,6.63,9.84,3,1.29,6.09,9.86,2.27,1.38,340.97,13.17,335.85,14.83
"6900","23.06.2009 09:20",7.13,11.38,3.79,1.27,7.03,10.22,3,1.2,6.63,9.86,3.41,1.24,346.29,16.22,344.71,18.18
"6901","23.06.2009 09:30",8.49,12.51,3.41,1.71,8.04,11.74,3.38,1.65,7.15,11.76,3.41,1.59,351.38,11.03,351.67,15.79
"6902","23.06.2009 09:40",5.94,13.65,2.65,1.55,5.68,11.36,3,1.24,5.13,9.48,2.27,1.14,351.53,15.51,351.83,20.72
"6903","23.06.2009 09:50",6.05,11.76,2.65,1.76,5.78,12.5,2.24,1.8,5.21,12.13,1.13,1.77,341.55,17.12,339.87,18.43
"6904","23.06.2009 10:00",7.58,11.38,4.54,1.27,7.75,11.74,3.76,1.43,7.39,12.13,4.17,1.46,341.45,12.59,338.94,14.61
"6905","23.06.2009 10:10",9.86,14.79,4.92,1.91,9.3,15.16,4.14,1.99,8.41,14.79,4.17,1.88,348.03,11.75,347.4,15.6
"6906","23.06.2009 10:20",9.75,14.03,5.68,1.77,9.65,14.02,4.52,1.82,8.93,13.27,5.3,1.76,353.05,14.1,352.11,15.01
"6907","23.06.2009 10:30",9.19,15.17,4.92,1.78,9.2,14.78,4.9,1.8,8.78,14.03,3.79,1.79,348.13,11.89,345.95,14.37
"6908","23.06.2009 10:40",10.96,14.41,6.44,1.6,10.73,15.16,6.04,1.63,9.93,14.03,4.92,1.73,345.74,11.09,344.63,14.36
"6909","23.06.2009 10:50",11.3,17.07,5.68,2.65,11.26,17.44,4.9,2.7,10.67,16.69,5.68,2.54,342.24,9.04,339.96,9.99
"6910","23.06.2009 11:00",11.89,17.07,7.2,2.05,11.56,17.44,7.56,2,10.64,15.93,6.44,1.74,349.12,11.12,347.65,15.39
"6911","23.06.2009 11:10",10.73,16.31,5.68,2.13,10.57,15.54,5.66,2.08,9.97,15.17,5.3,1.92,347.5,12.29,346.83,14.31
"6912","23.06.2009 11:20",9.53,13.65,5.68,1.42,9.48,13.64,5.66,1.44,8.76,13.27,4.17,1.45,341.87,11.99,339.36,14.08
"6913","23.06.2009 11:30",8.95,12.51,5.3,1.44,8.87,12.88,5.28,1.4,8.3,13.27,4.17,1.41,342.26,11.55,340.46,14.03
"6914","23.06.2009 11:40",7.91,12.13,3.79,1.69,7.85,12.88,3.38,1.91,7.31,11.76,3.03,1.78,341.87,14.43,339.68,15.44
"6915","23.06.2009 11:50",8.77,12.51,4.92,1.44,8.51,11.74,4.9,1.43,7.71,11.76,4.17,1.41,349.8,14.6,349.08,16.15
"6916","23.06.2009 12:00",7.88,12.13,3.79,1.5,7.68,11.36,4.14,1.37,7.24,11.38,3.79,1.49,352.04,13.28,350.26,18.02
"6917","23.06.2009 12:10",7.55,10.62,4.54,1.26,7.5,11.36,4.14,1.3,6.84,11,3.41,1.34,343.49,12,341.31,14.16
"6918","23.06.2009 12:20",6.9,11.38,3.41,1.5,6.56,9.84,3.38,1.46,6.11,9.86,3.03,1.3,355.81,15.6,353.5,17.31
"6919","23.06.2009 12:30",8.85,12.13,4.92,1.32,8.81,12.88,5.28,1.39,8.36,11,4.92,1.22,340.1,9.62,337.32,12.27
"6920","23.06.2009 12:40",7.82,11.76,3.79,1.44,7.62,12.12,4.14,1.55,7.33,11.76,3.41,1.64,355.56,13.49,353.69,18.39
"6921","23.06.2009 12:50",7.82,12.89,3.03,1.78,7.67,13.26,4.14,1.73,7.2,12.51,3.41,1.62,348.46,12.78,348.29,16.8
"6922","23.06.2009 13:00",8.56,12.89,4.17,1.73,8.48,12.5,4.52,1.44,8.03,12.51,4.54,1.34,345.72,10.13,342.84,12.78
"6923","23.06.2009 13:10",8.37,11.76,4.54,1.56,8.18,11.36,3.76,1.57,7.65,11.76,4.17,1.5,344.46,9.74,342.9,11.91
"6924","23.06.2009 13:20",7.05,10.24,3.41,1.33,6.98,10.6,3.38,1.32,6.7,9.86,3.41,1.2,345.24,14.99,342.92,15.47
"6925","23.06.2009 13:30",7.59,12.51,3.41,1.62,7.52,12.12,3.38,1.64,7.22,11,4.17,1.44,340.85,12.18,338.42,11.36
"6926","23.06.2009 13:40",7.31,10.24,4.54,1.14,7.49,10.6,3.76,1.22,7.17,12.13,3.79,1.21,335.3,14.39,332.52,16.59
"6927","23.06.2009 13:50",7.31,11,3.79,1.27,7.38,11.36,4.14,1.37,6.93,11.38,3.41,1.4,347.78,14.51,345.85,15.35
"6928","23.06.2009 14:00",6.08,9.1,3.03,1.21,6.08,9.08,3,1.24,5.79,9.1,3.03,1.13,346.04,14.85,344.09,16.11
"6929","23.06.2009 14:10",5.9,8.72,3.41,1.07,5.73,8.32,3,1.09,5.34,8.72,2.65,1.2,338.12,10.06,336.24,10.61
"6930","23.06.2009 14:20",7.08,11.38,3.41,1.59,7.08,10.98,3.38,1.53,6.61,10.62,2.65,1.61,342.66,11.35,341.43,13.91
"6931","23.06.2009 14:30",8.04,11.76,3.41,1.8,7.92,11.36,4.14,1.77,7.43,12.13,3.41,1.66,344.77,12.17,343.22,12.8
"6932","23.06.2009 14:40",7.07,11.38,3.79,1.36,6.99,9.84,4.14,1.28,6.49,9.48,3.41,1.26,343.38,12.75,340.1,13.61
"6933","23.06.2009 14:50",6.47,9.86,3.03,1.23,6.27,9.46,3,1.14,5.7,9.48,3.03,1.18,354.87,14.1,355.34,18.03
"6934","23.06.2009 15:00",5.89,9.86,3.03,1.17,5.9,8.7,2.62,1.2,5.48,9.1,2.65,1.2,345.87,11.9,345.96,17.82
"6935","23.06.2009 15:10",7.05,10.24,4.17,1.17,6.89,10.22,4.14,1.22,6.4,9.48,3.41,1.17,340.61,10.53,338.37,12.83
"6936","23.06.2009 15:20",7.57,11.76,3.79,1.41,7.36,11.74,3.38,1.5,6.72,11,2.65,1.59,342.78,10.46,340.8,13.29
"6937","23.06.2009 15:30",9.28,12.89,5.68,1.42,9.15,12.88,5.28,1.48,8.55,12.13,4.92,1.37,332.95,11.06,330.79,12.4
"6938","23.06.2009 15:40",7.39,11,4.54,1.32,7.37,11.36,4.52,1.37,6.77,10.62,3.79,1.52,340.45,15.27,338.68,17.78
"6939","23.06.2009 15:50",7.21,11.38,3.79,1.39,7.22,10.98,4.14,1.41,6.71,10.62,4.17,1.24,342.13,10.13,340,11.4
"6940","23.06.2009 16:00",8.25,11.76,5.68,1.16,8.15,11.36,4.9,1.27,7.62,11.38,4.17,1.28,332.93,10.01,329.88,10.75
"6941","23.06.2009 16:10",7.32,11.76,4.17,1.55,7.33,11.74,4.14,1.43,6.78,10.62,3.41,1.42,342.76,14.19,340.68,19.15
"6942","23.06.2009 16:20",7.55,11.38,4.17,1.34,7.39,10.98,4.14,1.43,6.84,10.24,3.41,1.47,341.55,11.97,339.08,16.69
"6943","23.06.2009 16:30",7.85,11.38,4.54,1.36,7.97,11.74,4.9,1.49,7.55,11,3.79,1.5,337.33,9.03,335.13,11.31
"6944","23.06.2009 16:40",8.39,11.76,4.92,1.49,8.3,12.5,4.14,1.51,7.78,11,3.41,1.43,340.24,7.68,338.83,8.94
"6945","23.06.2009 16:50",7.46,11.38,4.17,1.41,7.21,10.6,3.38,1.36,6.66,10.24,3.03,1.34,351.79,12.03,351.12,15.46
"6946","23.06.2009 17:00",7.66,11.38,3.79,1.34,7.26,12.12,4.14,1.37,6.69,11.38,3.41,1.5,357.2,15.68,354.61,16.12
"6947","23.06.2009 17:10",7.06,12.51,3.79,1.49,6.57,10.98,4.14,1.4,5.78,11,3.03,1.46,357.58,15.01,357.09,19.46
"6948","23.06.2009 17:20",7.07,12.51,4.17,1.54,6.74,13.26,3.76,1.46,6.4,12.13,3.03,1.58,356.08,15.66,355.27,16.86
"6949","23.06.2009 17:30",6.75,12.51,3.03,1.61,6.46,12.12,3,1.56,6.19,11.38,1.89,1.67,356.15,14.67,355,20.76
"6950","23.06.2009 17:40",8.69,12.51,4.54,1.54,8.27,12.5,4.52,1.65,7.67,11.76,4.17,1.53,355.31,13.8,354.72,17.34
"6951","23.06.2009 17:50",8.89,12.13,5.3,1.35,8.51,12.5,5.28,1.41,7.92,12.13,4.17,1.35,359.1,16.07,358.44,19.98
"6952","23.06.2009 18:00",8.6,13.27,4.92,1.58,8.21,13.26,5.28,1.53,7.69,11.76,3.79,1.52,358.14,13.91,359.13,20.46
"6953","23.06.2009 18:10",8.75,11.76,4.54,1.34,8.22,12.12,4.52,1.37,7.61,11,4.92,1.3,358.79,14.08,358.47,20
"6954","23.06.2009 18:20",7.41,11.38,4.17,1.63,7.45,10.98,4.14,1.49,6.92,10.62,3.03,1.39,354.91,11.39,354.04,16.6
"6955","23.06.2009 18:30",7.75,12.51,3.79,1.55,7.34,11.36,4.14,1.52,6.6,9.86,3.41,1.44,356.44,11.71,357.2,17.95
"6956","23.06.2009 18:40",7.57,10.24,4.92,1.08,7.35,10.6,4.9,0.99,6.82,9.86,4.17,1.05,350.82,10.2,349.59,13.93
"6957","23.06.2009 18:50",9.21,13.27,4.54,1.76,8.94,12.88,4.9,1.72,8.04,12.51,3.79,1.54,357.22,13.1,358.19,18.95
"6958","23.06.2009 19:00",10.51,14.03,6.44,1.51,10.11,14.02,6.42,1.51,9.27,12.51,5.68,1.43,356.88,13.14,356.59,16.99
"6959","23.06.2009 19:10",9.04,13.27,5.68,1.58,8.76,13.26,5.28,1.52,7.98,12.51,4.54,1.44,358.4,13.27,358.82,19.91
"6960","23.06.2009 19:20",8.63,12.51,5.68,1.43,8.33,12.88,5.28,1.44,7.49,11.76,4.54,1.39,359.89,14.44,359.85,22.7
"6961","23.06.2009 19:30",8.51,12.13,5.3,1.43,8.17,12.12,4.9,1.43,7.36,11,4.17,1.36,358.22,11.22,358.66,16.82
"6962","23.06.2009 19:40",8.95,12.89,5.68,1.29,8.48,12.12,4.52,1.28,7.46,11.76,4.54,1.2,355.09,8.54,356.42,14.97
"6963","23.06.2009 19:50",9.64,12.89,5.68,1.26,9.25,12.12,6.04,1.23,8.21,11.76,4.54,1.31,353.18,9.72,354.24,12.65
"6964","23.06.2009 20:00",10.02,14.03,6.06,1.7,9.43,13.26,5.66,1.7,8.28,13.27,4.92,1.57,355.02,9.87,356.71,15.42
"6965","23.06.2009 20:10",9.69,13.27,5.68,1.56,9.06,12.88,5.28,1.56,8.02,12.51,4.54,1.41,357.23,11.59,357.66,16.08
"6966","23.06.2009 20:20",9.48,12.13,6.06,1.21,8.9,12.12,4.9,1.21,7.83,11,4.54,1.25,354.88,8,355.96,14.32
