"","year","home","favorite","underdog","spread","favorite.name","underdog.name","week"
"554",1984,0,30,24,1,"SEA","GB",8
"555",1984,0,16,17,4.5,"PIT","IND",8
"556",1984,1,28,7,2,"NYJ","KC",8
"557",1984,0,44,37,3,"LAA","SD",8
"558",1984,0,34,21,10,"SF","HOU",8
"559",1984,1,30,27,6,"DAL","NO",8
"560",1984,1,10,24,1,"ATL","LAN",8
"561",1984,0,31,13,4,"CIN","HOU",9
"562",1984,1,22,3,10,"DAL","IND",9
"563",1984,1,30,20,3,"NE","NYJ",9
"564",1984,1,24,20,6,"KC","TB",9
"565",1984,1,14,16,1.5,"CLE","NO",9
"566",1984,1,16,7,7,"CHI","MIN",9
"567",1984,0,34,14,3.5,"PHX","PHA",9
"568",1984,1,41,9,2.5,"GB","DET",9
"569",1984,1,19,22,6,"LAA","DEN",9
"570",1984,1,35,10,3,"PIT","ATL",9
"571",1984,0,33,0,3.5,"SF","LAN",9
"572",1984,0,13,37,6,"WAS","NYG",9
"573",1984,1,38,7,18,"MIA","BUF",9
"574",1984,0,24,0,0,"SEA","SD",9
"575",1984,1,35,7,13.5,"PIT","HOU",10
"576",1984,1,13,23,2,"NO","GB",10
"577",1984,1,7,19,7,"DAL","NYG",10
"578",1984,1,23,23,3,"DET","PHA",10
"579",1984,0,6,17,2,"LAA","CHI",10
"580",1984,0,38,10,4.5,"SD","IND",10
"581",1984,0,13,10,1.5,"CLE","BUF",10
"582",1984,1,27,24,2,"MIN","TB",10
"583",1984,1,45,0,5.5,"SEA","KC",10
"584",1984,1,13,16,6,"PHX","LAN",10
"585",1984,1,26,19,5,"DEN","NE",10
"586",1984,0,31,17,7,"MIA","NYJ",10
"587",1984,1,23,17,10,"SF","CIN",10
"588",1984,1,27,14,10.5,"WAS","ATL",10
"589",1984,1,38,10,13.5,"NE","BUF",11
"590",1984,1,5,9,9,"NYJ","IND",11
"591",1984,1,28,14,10,"WAS","DET",11
"592",1984,1,16,17,13.5,"KC","HOU",11
"593",1984,1,45,17,6.5,"GB","MIN",11
"594",1984,1,13,17,1,"ATL","NO",11
"595",1984,1,24,23,15,"MIA","PHA",11
"596",1984,0,20,22,1,"PIT","CIN",11
"597",1984,0,41,7,6.5,"SF","CLE",11
"598",1984,1,17,24,4.5,"PHX","DAL",11
"599",1984,1,29,13,3,"LAN","CHI",11
"600",1984,0,16,13,0,"DEN","SD",11
"601",1984,0,17,20,3,"NYG","TB",11
"602",1984,1,17,14,3.5,"SEA","LAA",11
"603",1984,1,24,17,12,"SF","TB",12
"604",1984,0,50,17,7,"NE","IND",12
"605",1984,1,31,6,3,"GB","LAN",12
"606",1984,0,3,14,9.5,"DAL","BUF",12
"607",1984,1,7,23,3,"ATL","CLE",12
"608",1984,0,10,16,1,"PHX","NYG",12
"609",1984,0,26,6,4,"SEA","CIN",12
"610",1984,0,10,16,7,"WAS","PHA",12
"611",1984,1,16,14,7,"CHI","DET",12
"612",1984,1,42,21,9.5,"DEN","MIN",12
"613",1984,0,20,31,4.5,"NYJ","HOU",12
"614",1984,0,28,34,7.5,"MIA","SD",12
"615",1984,1,17,7,9.5,"LAA","KC",12
"616",1984,1,27,24,1,"NO","PIT",12
"617",1984,0,28,31,4,"GB","DET",13
"618",1984,1,20,17,2,"DAL","NE",13
"619",1984,1,35,14,6.5,"CIN","ATL",13
"620",1984,1,41,14,13.5,"WAS","BUF",13
"621",1984,1,27,10,6.5,"CLE","HOU",13
"622",1984,1,28,27,7,"NYG","KC",13
"623",1984,0,34,33,3,"LAN","TB",13
"624",1984,1,17,16,4.5,"PHX","PHA",13
"625",1984,1,52,24,2.5,"PIT","SD",13
"626",1984,0,34,3,4,"CHI","MIN",13
"627",1984,1,21,7,14.5,"LAA","IND",13
"628",1984,0,35,3,7.5,"SF","NO",13
"629",1984,1,24,27,2.5,"DEN","SEA",13
"630",1984,1,28,17,14,"MIA","NYJ",13
"631",1984,0,31,17,10,"WAS","MIN",14
"632",1984,0,35,17,13,"SF","ATL",14
"633",1984,1,17,20,0,"CLE","CIN",14
"634",1984,1,21,15,3,"BUF","IND",14
"635",1984,0,20,10,3.5,"NYG","NYJ",14
"636",1984,0,20,23,7,"PIT","HOU",14
"637",1984,0,26,10,4,"DAL","PHA",14
"638",1984,1,27,14,6,"GB","TB",14
"639",1984,0,13,16,4.5,"DEN","KC",14
"640",1984,1,10,33,4.5,"NE","PHX",14
"641",1984,1,38,17,11,"SEA","DET",14
"642",1984,1,34,45,3.5,"MIA","LAA",14
"643",1984,1,34,21,7,"LAN","NO",14
"644",1984,1,20,7,1,"SD","CHI",14
"645",1984,1,21,17,7,"NYJ","BUF",15
"646",1984,1,51,7,16.5,"SF","MIN",15
"647",1984,1,23,20,7,"PIT","CLE",15
"648",1984,1,23,6,7.5,"TB","ATL",15
"649",1984,0,35,17,14,"MIA","IND",15
"650",1984,0,24,21,2.5,"CIN","NO",15
"651",1984,1,31,21,4,"PHX","NYG",15
"652",1984,0,20,14,0,"GB","CHI",15
"653",1984,0,7,34,4.5,"SEA","KC",15
"654",1984,0,17,27,3,"NE","PHA",15
"655",1984,1,27,16,11.5,"LAN","HOU",15
"656",1984,0,30,28,1,"WAS","DAL",15
"657",1984,1,16,13,7,"DEN","SD",15
"658",1984,0,24,3,7,"LAA","DET",15
"659",1984,1,19,16,6.5,"SF","LAN",16
"660",1984,1,3,10,9,"NYG","NO",16
"661",1984,1,14,31,4,"SEA","DEN",16
"662",1984,1,41,21,4,"TB","NYJ",16
"663",1984,1,16,10,10,"NE","IND",16
"664",1984,1,20,27,2,"HOU","CLE",16
"665",1984,1,29,27,6.5,"WAS","PHX",16
"666",1984,0,38,14,7.5,"GB","MIN",16
"667",1984,1,52,21,13.5,"CIN","BUF",16
"668",1984,1,13,30,0,"DET","CHI",16
"669",1984,1,21,42,2.5,"SD","KC",16
"670",1984,0,10,26,3,"PHA","ATL",16
"671",1984,1,7,13,6,"LAA","PIT",16
"672",1984,1,28,21,6.5,"MIA","DAL",16
