"","SurveyYear","RouteNumStopNum","JulianDate","Pcru","MinAfterSunset","Temperature"
"6957",2001,"470302_7",122,3,174,16
"6958",2001,"470302_8",122,3,181,16
"6959",2001,"470302_9",122,3,189,16
"6960",2001,"470302_10",122,3,197,16
"6961",2001,"470302_1",156,0,146,14
"6962",2001,"470302_2",156,0,154,14
"6963",2001,"470302_3",156,1,163,16
"6964",2001,"470302_4",156,1,170,16
"6965",2001,"470302_5",156,0,177,16
"6966",2001,"470302_6",156,0,184,16
"6967",2001,"470302_7",156,0,192,16
"6968",2001,"470302_8",156,0,199,16
"6969",2001,"470302_9",156,0,206,16
"6970",2001,"470302_10",156,1,214,15
"6971",2001,"470302_1",186,0,60,17
"6972",2001,"470302_2",186,0,68,17
"6973",2001,"470302_3",186,0,76,17
"6974",2001,"470302_4",186,0,83,17
"6975",2001,"470302_5",186,0,91,17
"6976",2001,"470302_6",186,0,98,17
"6977",2001,"470302_7",186,0,107,16
"6978",2001,"470302_8",186,0,114,17
"6979",2001,"470302_9",186,0,122,17
"6980",2001,"470302_10",186,0,129,16
"6981",2001,"470401_1",138,3,215,12
"6982",2001,"470401_2",138,3,223,11
"6983",2001,"470401_3",138,3,238,11
"6984",2001,"470401_4",138,3,245,11
"6985",2001,"470401_5",138,3,260,11
"6986",2001,"470401_6",138,3,270,11
"6987",2001,"470401_7",138,2,277,11
"6988",2001,"470401_8",138,3,284,11
"6989",2001,"470401_9",138,0,295,11
"6990",2001,"470401_10",138,3,301,11
"6991",2001,"470401_1",165,1,122,19
"6992",2001,"470401_2",165,1,133,18
"6993",2001,"470401_3",165,1,161,17
"6994",2001,"470401_4",165,1,169,17
"6995",2001,"470401_5",165,0,176,17
"6996",2001,"470401_6",165,2,183,17
"6997",2001,"470401_7",165,1,191,17
"6998",2001,"470401_8",165,1,199,18
"6999",2001,"470401_9",165,0,212,17
"7000",2001,"470401_10",165,3,222,16
"7001",2001,"470401_1",198,0,193,12
"7002",2001,"470401_2",198,0,202,12
"7003",2001,"470401_3",198,0,209,12
"7004",2001,"470401_4",198,0,217,12
"7005",2001,"470401_5",198,0,225,11
"7006",2001,"470401_6",198,0,235,11
"7007",2001,"470401_7",198,0,244,11
"7008",2001,"470401_8",198,0,251,12
"7009",2001,"470401_9",198,0,258,12
"7010",2001,"470401_10",198,0,265,12
"7011",2001,"470402_1",121,3,73,16
"7012",2001,"470402_2",121,3,83,17
"7013",2001,"470402_3",121,3,93,17
"7014",2001,"470402_4",121,2,101,18
"7015",2001,"470402_5",121,0,110,16
"7016",2001,"470402_6",121,3,120,12
"7017",2001,"470402_7",121,2,130,14
"7018",2001,"470402_8",121,1,138,17
"7019",2001,"470402_9",121,0,146,14
"7020",2001,"470402_10",121,0,153,14
"7021",2001,"470402_1",145,1,68,15
"7022",2001,"470402_2",145,3,80,14
"7023",2001,"470402_3",145,3,88,15
"7024",2001,"470402_4",145,3,96,12
"7025",2001,"470402_5",145,1,105,13
"7026",2001,"470402_6",145,3,112,12
"7027",2001,"470402_7",145,3,121,14
"7028",2001,"470402_8",145,2,128,13
"7029",2001,"470402_9",145,1,136,13
"7030",2001,"470402_10",145,0,145,12
"7031",2001,"470402_1",165,3,90,20
"7032",2001,"470402_2",165,3,100,21
"7033",2001,"470402_3",165,0,108,19
"7034",2001,"470402_4",165,1,117,20
"7035",2001,"470402_5",165,2,127,18
"7036",2001,"470402_6",165,3,134,19
"7037",2001,"470402_7",165,1,144,20
"7038",2001,"470402_8",165,0,155,20
"7039",2001,"470402_9",165,0,163,19
"7040",2001,"470402_10",165,0,172,19
"7041",2001,"470402_1",193,0,76,16
"7042",2001,"470402_2",193,0,84,16
"7043",2001,"470402_3",193,0,92,16
"7044",2001,"470402_4",193,0,102,17
"7045",2001,"470402_5",193,0,110,16
"7046",2001,"470402_6",193,0,117,14
"7047",2001,"470402_7",193,0,127,14
"7048",2001,"470402_8",193,0,134,14
"7049",2001,"470402_9",193,0,141,14
"7050",2001,"470402_10",193,0,151,15
"7051",2001,"470503_1",103,2,78,10
"7052",2001,"470503_2",103,3,87,10
"7053",2001,"470503_3",103,3,94,10
"7054",2001,"470503_4",103,0,106,10
"7055",2001,"470503_5",103,3,114,10
"7056",2001,"470503_6",103,0,123,4
"7057",2001,"470503_7",103,3,132,4
"7058",2001,"470503_8",103,3,140,4
"7059",2001,"470503_9",103,0,147,4
"7060",2001,"470503_10",103,0,154,4
"7061",2001,"470503_1",124,2,67,26
"7062",2001,"470503_2",124,3,77,26
"7063",2001,"470503_3",124,3,85,22
"7064",2001,"470503_4",124,0,95,23
"7065",2001,"470503_5",124,2,104,22
"7066",2001,"470503_6",124,0,112,24
"7067",2001,"470503_7",124,2,120,23
"7068",2001,"470503_8",124,3,128,24
"7069",2001,"470503_9",124,1,135,23
"7070",2001,"470503_10",124,0,147,25
"7071",2001,"470503_1",162,0,-4,21
"7072",2001,"470503_2",162,0,4,18
"7073",2001,"470503_3",162,1,13,18
"7074",2001,"470503_4",162,0,22,19
"7075",2001,"470503_5",162,0,29,20
"7076",2001,"470503_6",162,0,38,19
"7077",2001,"470503_7",162,0,47,NA
"7078",2001,"470503_8",162,0,36,NA
"7079",2001,"470503_9",162,0,41,NA
"7080",2001,"470503_10",162,0,46,NA
"7081",2001,"470503_1",180,0,59,23
"7082",2001,"470503_2",180,0,66,23
"7083",2001,"470503_3",180,0,74,24
"7084",2001,"470503_4",180,0,85,23
"7085",2001,"470503_5",180,0,92,23
"7086",2001,"470503_6",180,0,100,23
"7087",2001,"470503_7",180,0,110,23
"7088",2001,"470503_8",180,0,116,23
"7089",2001,"470503_9",180,0,124,23
"7090",2001,"470503_10",180,0,131,23
"7091",2001,"470602_1",121,3,89,21
"7092",2001,"470602_2",121,3,98,20
"7093",2001,"470602_3",121,3,108,18
"7094",2001,"470602_4",121,3,118,18
"7095",2001,"470602_5",121,3,140,13
"7096",2001,"470602_6",121,3,151,16
"7097",2001,"470602_7",121,2,167,18
"7098",2001,"470602_8",121,3,179,17
"7099",2001,"470602_9",121,3,189,11
"7100",2001,"470602_10",121,0,199,12
"7101",2001,"470602_1",140,3,102,17
"7102",2001,"470602_2",140,3,113,15
"7103",2001,"470602_3",140,0,121,14
"7104",2001,"470602_4",140,3,130,13
"7105",2001,"470602_5",140,3,153,13
"7106",2001,"470602_6",140,3,163,13
"7107",2001,"470602_7",140,1,171,13
"7108",2001,"470602_8",140,3,183,12
"7109",2001,"470602_9",140,3,191,12
"7110",2001,"470602_10",140,0,199,12
"7111",2001,"470602_1",164,3,98,22
"7112",2001,"470602_2",164,3,112,21
"7113",2001,"470602_3",164,0,136,21
"7114",2001,"470602_4",164,3,145,19
"7115",2001,"470602_5",164,1,164,18
"7116",2001,"470602_6",164,1,176,19
"7117",2001,"470602_7",164,0,185,19
"7118",2001,"470602_8",164,1,205,20
"7119",2001,"470602_9",164,3,217,19
"7120",2001,"470602_10",164,0,227,19
"7121",2001,"470602_1",188,0,104,17
"7122",2001,"470602_2",188,1,115,17
"7123",2001,"470602_3",188,0,124,17
"7124",2001,"470602_4",188,0,132,18
"7125",2001,"470602_5",188,0,153,17
"7126",2001,"470602_6",188,0,169,17
"7127",2001,"470602_7",188,0,182,17
"7128",2001,"470602_8",188,0,203,18
"7129",2001,"470602_9",188,0,210,18
"7130",2001,"470602_10",188,0,224,18
"7131",2001,"470604_1",106,3,88,4
"7132",2001,"470604_2",106,2,96,3
"7133",2001,"470604_3",106,3,104,3
"7134",2001,"470604_4",106,1,111,3
"7135",2001,"470604_5",106,1,120,2
"7136",2001,"470604_6",106,2,128,2
"7137",2001,"470604_7",106,2,136,2
"7138",2001,"470604_8",106,3,145,2
"7139",2001,"470604_9",106,2,153,3
"7140",2001,"470604_10",106,3,163,2
"7141",2001,"470604_1",122,3,126,20
"7142",2001,"470604_2",122,3,138,20
"7143",2001,"470604_3",122,3,147,20
"7144",2001,"470604_4",122,2,155,19
"7145",2001,"470604_5",122,2,163,19
"7146",2001,"470604_6",122,2,176,19
"7147",2001,"470604_7",122,2,186,18
"7148",2001,"470604_8",122,1,197,18
"7149",2001,"470604_9",122,2,205,17
"7150",2001,"470604_10",122,2,217,19
"7151",2001,"470604_1",157,1,74,12
"7152",2001,"470604_2",157,0,83,12
"7153",2001,"470604_3",157,0,91,12
"7154",2001,"470604_4",157,0,98,13
"7155",2001,"470604_5",157,0,106,12
"7156",2001,"470604_6",157,0,113,12
"7157",2001,"470604_8",157,0,128,12
"7158",2001,"470604_9",157,0,137,11
"7159",2001,"470604_10",157,0,146,11
"7160",2001,"470604_1",190,0,81,19
"7161",2001,"470604_2",190,0,90,18
"7162",2001,"470604_3",190,0,99,18
"7163",2001,"470604_4",190,0,107,18
"7164",2001,"470604_5",190,0,115,18
"7165",2001,"470604_6",190,0,123,18
"7166",2001,"470604_7",190,0,131,17
"7167",2001,"470604_8",190,0,139,17
"7168",2001,"470604_9",190,0,147,17
"7169",2001,"470604_10",190,0,154,16
"7170",2001,"470702_1",122,3,150,15
"7171",2001,"470702_2",122,3,160,16
"7172",2001,"470702_3",122,3,170,16
"7173",2001,"470702_4",122,3,188,17
"7174",2001,"470702_5",122,3,200,17
"7175",2001,"470702_6",122,2,210,17
"7176",2001,"470702_7",122,1,219,17
"7177",2001,"470702_8",122,1,229,17
"7178",2001,"470702_9",122,2,237,17
"7179",2001,"470702_10",122,3,246,17
"7180",2001,"470702_1",127,3,198,22
"7181",2001,"470702_2",127,0,213,21
"7182",2001,"470702_3",127,3,223,21
"7183",2001,"470702_4",127,0,232,21
"7184",2001,"470702_5",127,1,245,21
"7185",2001,"470702_6",127,1,253,20
"7186",2001,"470702_7",127,0,261,20
"7187",2001,"470702_8",127,0,271,19
"7188",2001,"470702_9",127,2,279,19
"7189",2001,"470702_10",127,3,287,19
"7190",2001,"470702_1",194,0,125,20
"7191",2001,"470702_2",194,0,136,20
"7192",2001,"470702_3",194,0,146,20
"7193",2001,"470702_4",194,0,158,19
"7194",2001,"470702_5",194,0,169,18
"7195",2001,"470702_6",194,0,178,18
"7196",2001,"470702_7",194,0,189,17
"7197",2001,"470702_8",194,0,197,17
"7198",2001,"470702_9",194,0,205,16
"7199",2001,"470702_10",194,0,213,16
"7200",2005,"470402_1",115,3,41,6
"7201",2005,"470402_2",115,0,50,5
"7202",2005,"470402_3",115,3,57,6
"7203",2005,"470402_4",115,2,65,5
"7204",2005,"470402_5",115,0,71,4
"7205",2005,"470402_6",115,3,79,4
"7206",2005,"470402_7",115,0,86,5
"7207",2005,"470402_8",115,2,93,5
"7208",2005,"470402_9",115,0,100,4
"7209",2005,"470402_10",115,0,107,5
"7210",2005,"470402_1",140,3,24,9
"7211",2005,"470402_2",140,3,34,10
"7212",2005,"470402_3",140,3,41,11
"7213",2005,"470402_4",140,3,50,9
"7214",2005,"470402_5",140,3,57,10
"7215",2005,"470402_6",140,3,65,7
"7216",2005,"470402_7",140,2,73,8
"7217",2005,"470402_8",140,2,80,10
"7218",2005,"470402_9",140,1,88,8
"7219",2005,"470402_10",140,0,96,10
"7220",2005,"470402_1",171,3,32,13
"7221",2005,"470402_2",171,0,42,14
"7222",2005,"470402_3",171,1,53,14
"7223",2005,"470402_4",171,1,63,15
"7224",2005,"470402_5",171,0,72,14
"7225",2005,"470402_6",171,2,84,16
"7226",2005,"470402_7",171,0,96,16
"7227",2005,"470402_8",171,1,107,16
"7228",2005,"470402_9",171,0,117,17
"7229",2005,"470402_10",171,0,127,17
"7230",2005,"470302_1",131,3,89,17
"7231",2005,"470302_2",131,3,97,17
"7232",2005,"470302_3",131,3,105,16
"7233",2005,"470302_4",131,3,113,17
"7234",2005,"470302_5",131,3,120,17
"7235",2005,"470302_6",131,3,128,16
"7236",2005,"470302_7",131,3,137,16
"7237",2005,"470302_8",131,3,144,15
"7238",2005,"470302_9",131,3,152,16
"7239",2005,"470302_10",131,3,160,15
"7240",2005,"470302_1",156,0,87,19
"7241",2005,"470302_2",156,0,94,19
"7242",2005,"470302_3",156,1,103,19
"7243",2005,"470302_4",156,1,111,18
"7244",2005,"470302_5",156,0,118,19
"7245",2005,"470302_6",156,3,125,19
"7246",2005,"470302_7",156,1,135,18
"7247",2005,"470302_8",156,1,142,18
"7248",2005,"470302_9",156,0,149,19
"7249",2005,"470302_10",156,2,157,18
"7250",2005,"470302_1",194,0,83,22
"7251",2005,"470302_2",194,0,91,21
"7252",2005,"470302_3",194,0,99,21
"7253",2005,"470302_4",194,0,106,21
"7254",2005,"470302_5",194,0,113,21
"7255",2005,"470302_6",194,0,120,20
"7256",2005,"470302_7",194,0,129,21
"7257",2005,"470302_8",194,0,136,21
"7258",2005,"470302_9",194,0,144,21
"7259",2005,"470302_10",194,0,151,21
"7310",2001,"470802_1",112,3,112,19
"7311",2001,"470802_2",112,3,122,NA
"7312",2001,"470802_3",112,NA,132,NA
"7313",2001,"470802_4",112,3,142,NA
"7314",2001,"470802_5",112,3,152,NA
"7315",2001,"470802_6",112,3,160,NA
"7316",2001,"470802_7",112,3,167,NA
"7317",2001,"470802_8",112,3,174,NA
"7318",2001,"470802_9",112,3,182,NA
"7319",2001,"470802_10",112,2,194,15
"7320",2001,"470802_1",129,3,93,17
"7321",2001,"470802_2",129,3,103,NA
"7322",2001,"470802_3",129,0,113,NA
"7323",2001,"470802_4",129,1,122,NA
"7324",2001,"470802_5",129,0,129,NA
"7325",2001,"470802_6",129,2,137,NA
"7326",2001,"470802_7",129,3,145,NA
"7327",2001,"470802_8",129,3,153,NA
"7328",2001,"470802_9",129,0,160,NA
"7329",2001,"470802_10",129,2,168,14
"7330",2001,"470802_1",159,0,150,15
"7331",2001,"470802_2",159,0,157,NA
"7332",2001,"470802_3",159,0,165,NA
"7333",2001,"470802_4",159,1,173,NA
"7334",2001,"470802_5",159,0,185,NA
"7335",2001,"470802_6",159,0,194,NA
"7336",2001,"470802_7",159,0,202,NA
"7337",2001,"470802_8",159,1,209,NA
"7338",2001,"470802_9",159,1,221,NA
"7339",2001,"470802_10",159,0,228,12
"7341",2001,"470802_1",185,0,91,21
"7342",2001,"470802_2",185,0,100,NA
"7343",2001,"470802_3",185,0,108,NA
"7344",2001,"470802_4",185,0,116,NA
"7345",2001,"470802_5",185,0,124,NA
"7346",2001,"470802_6",185,0,132,NA
"7347",2001,"470802_7",185,0,142,NA
"7348",2001,"470802_8",185,0,150,NA
"7349",2001,"470802_9",185,0,161,NA
"7350",2001,"470802_10",185,0,169,21
"7351",2002,"470802_1",100,3,95,13
"7352",2002,"470802_2",100,3,120,NA
"7353",2002,"470802_3",100,1,135,NA
"7354",2002,"470802_4",100,2,149,NA
"7355",2002,"470802_5",100,2,160,NA
"7356",2002,"470802_6",100,2,172,NA
"7357",2002,"470802_7",100,3,180,NA
"7358",2002,"470802_8",100,3,189,NA
"7359",2002,"470802_9",100,3,197,NA
"7360",2002,"470802_10",100,3,205,11
"7361",2002,"470802_1",125,3,92,16
"7362",2002,"470802_2",125,3,102,NA
"7363",2002,"470802_3",125,1,112,NA
"7364",2002,"470802_4",125,3,122,NA
"7365",2002,"470802_5",125,3,147,NA
"7366",2002,"470802_6",125,3,157,NA
"7367",2002,"470802_7",125,3,165,NA
"7368",2002,"470802_8",125,3,172,NA
"7369",2002,"470802_9",125,3,182,NA
"7370",2002,"470802_10",125,3,191,11
"7371",2003,"470802_1",115,3,98,11
"7372",2003,"470802_2",115,3,106,NA
"7373",2003,"470802_3",115,0,114,NA
"7374",2003,"470802_4",115,2,122,NA
"7375",2003,"470802_5",115,2,130,NA
"7376",2003,"470802_6",115,3,137,NA
"7377",2003,"470802_7",115,3,144,NA
"7378",2003,"470802_8",115,3,151,NA
"7379",2003,"470802_9",115,1,158,NA
"7380",2003,"470802_10",115,3,165,10
"7381",2003,"470802_1",127,3,135,16
"7382",2003,"470802_2",127,3,144,NA
"7383",2003,"470802_3",127,0,152,NA
"7384",2003,"470802_4",127,2,163,NA
"7385",2003,"470802_5",127,2,169,NA
"7386",2003,"470802_6",127,3,176,NA
"7387",2003,"470802_7",127,3,183,NA
"7388",2003,"470802_8",127,3,189,NA
"7389",2003,"470802_9",127,2,195,NA
"7390",2003,"470802_10",127,2,201,15
"7391",2005,"470802_1",100,3,170,10
"7392",2005,"470802_2",100,3,179,NA
"7393",2005,"470802_4",100,2,195,NA
"7394",2005,"470802_5",100,0,209,NA
"7395",2005,"470802_6",100,2,215,NA
"7396",2005,"470802_7",100,3,222,NA
"7397",2005,"470802_8",100,3,229,NA
"7398",2005,"470802_9",100,0,236,NA
"7399",2005,"470802_10",100,3,242,11
"7400",2005,"470802_1",134,2,148,14
"7401",2005,"470802_2",134,2,155,NA
"7402",2005,"470802_3",134,0,162,NA
"7403",2005,"470802_4",134,1,169,NA
"7404",2005,"470802_5",134,0,176,NA
"7405",2005,"470802_6",134,2,183,NA
"7406",2005,"470802_7",134,3,190,NA
"7407",2005,"470802_8",134,2,197,NA
"7408",2005,"470802_9",134,1,204,NA
"7409",2005,"470802_10",134,1,211,14
"7410",2005,"470802_1",158,2,117,22
"7411",2005,"470802_2",158,2,125,NA
"7412",2005,"470802_3",158,0,132,NA
"7413",2005,"470802_4",158,1,140,NA
"7414",2005,"470802_5",158,0,149,NA
"7415",2005,"470802_6",158,0,156,NA
"7416",2005,"470802_7",158,0,164,NA
"7417",2005,"470802_8",158,0,171,NA
"7418",2005,"470802_9",158,0,178,NA
"7419",2005,"470802_10",158,0,186,18
"7480",2001,"470204_1",174,0,35,27
"7481",2001,"470204_2",174,0,60,26
"7482",2001,"470204_3",174,0,71,24
"7483",2001,"470204_4",174,0,76,24
"7484",2001,"470204_5",174,0,85,24
"7485",2001,"470204_6",174,0,95,24
"7486",2001,"470204_7",174,0,107,23
"7487",2001,"470204_8",174,0,118,24
"7488",2001,"470204_9",174,0,135,24
"7489",2001,"470204_10",174,0,147,23
"7510",2003,"470202_1",195,1,123,15
"7511",2003,"470202_2",195,0,131,15
"7512",2003,"470202_3",195,0,139,16
"7513",2003,"470202_4",195,0,147,15
"7514",2003,"470202_5",195,0,156,17
"7515",2003,"470202_6",195,0,163,13
"7516",2003,"470202_7",195,0,172,14
"7517",2003,"470202_8",195,0,181,13
"7518",2003,"470202_9",195,0,189,13
"7519",2003,"470202_10",195,0,197,13
"8553",2006,"470503_1",96,0,9,11
"8555",2006,"470503_2",96,2,25,9
"8556",2006,"470503_3",96,3,33,8
"8557",2006,"470503_4",96,0,41,7
"8558",2006,"470503_5",96,2,49,7
"8559",2006,"470503_6",96,2,57,9
"8560",2006,"470503_7",96,0,65,8
"8561",2006,"470503_8",96,3,73,8
"8562",2006,"470503_9",96,0,81,8
"8563",2006,"470503_10",96,0,82,8
"8624",2006,"470102_1",105,3,64,14
"8625",2006,"470102_2",105,1,86,13
"8626",2006,"470102_3",105,3,92,13
"8627",2006,"470102_4",105,3,100,13
"8628",2006,"470102_5",105,3,109,12
"8629",2006,"470102_6",105,3,110,12
"8630",2006,"470102_7",105,3,129,12
"8631",2006,"470102_8",105,2,137,12
"8632",2006,"470102_9",105,3,149,11
"8633",2006,"470102_10",105,3,156,11
"8715",2006,"470401_1",111,3,31,11
"8716",2006,"470401_2",111,3,40,10
"8717",2006,"470401_3",111,3,47,8
"8718",2006,"470401_4",111,3,56,9
"8719",2006,"470401_5",111,3,65,8
"8720",2006,"470401_6",111,3,74,8
"8721",2006,"470401_7",111,3,84,9
"8722",2006,"470401_8",111,3,93,8
"8723",2006,"470401_9",111,0,101,8
"8724",2006,"470401_10",111,3,109,8
"8867",2006,"470503_1",128,1,23,17
"8868",2006,"470503_2",128,2,31,15
"8869",2006,"470503_3",128,2,39,13
"8870",2006,"470503_4",128,2,48,13
"8871",2006,"470503_5",128,2,56,13
"8872",2006,"470503_6",128,2,64,13
"8873",2006,"470503_7",128,1,72,13
"8874",2006,"470503_8",128,3,79,12
"8875",2006,"470503_9",128,1,87,12
"8876",2006,"470503_10",128,0,97,11
"8877",2006,"470102_1",128,3,69,14
"8878",2006,"470102_2",128,0,84,13
"8879",2006,"470102_3",128,0,94,12
"8880",2006,"470102_4",128,2,102,12
"8881",2006,"470102_5",128,3,109,12
"8882",2006,"470102_6",128,3,119,12
"8883",2006,"470102_7",128,3,127,12
"8884",2006,"470102_8",128,1,137,11
"8885",2006,"470102_9",128,0,148,11
"8886",2006,"470102_10",128,3,156,11
"9208",2006,"470401_1",146,3,29,16
"9209",2006,"470401_2",146,3,37,16
"9210",2006,"470401_3",146,3,47,16
"9211",2006,"470401_4",146,0,55,16
"9212",2006,"470401_5",146,3,62,16
"9213",2006,"470401_6",146,3,69,15
"9214",2006,"470401_7",146,1,78,16
"9215",2006,"470401_8",146,3,87,16
"9217",2006,"470401_9",146,1,91,16
"9218",2006,"470401_10",146,3,104,15
"11107",2002,"470102_8",147,2,102,18
"11108",2002,"470102_9",147,2,110,17
"11160",2006,"470401_1",172,0,27,17
"11161",2006,"470401_2",172,0,36,16
"11162",2006,"470401_3",172,0,44,16
"11163",2006,"470401_4",172,0,52,15
"11164",2006,"470401_5",172,0,59,15
"11165",2006,"470401_6",172,0,67,15
"11166",2006,"470401_7",172,0,77,16
"11167",2006,"470401_8",172,0,85,16
"11168",2006,"470401_9",172,0,94,16
"11169",2006,"470401_10",172,3,102,15
"12105",2006,"470503_1",165,0,4,23
"12106",2006,"470503_2",165,0,11,23
"12107",2006,"470503_3",165,0,18,20
"12108",2006,"470503_4",165,0,27,20
"12109",2006,"470503_5",165,0,34,21
"12110",2006,"470503_6",165,0,43,20
"12111",2006,"470503_7",165,0,50,21
"12112",2006,"470503_8",165,1,60,20
"12113",2006,"470503_9",165,0,68,20
"12114",2006,"470503_10",165,0,77,21
"12115",2006,"470503_1",188,0,29,24
"12116",2006,"470503_2",188,0,37,27
"12117",2006,"470503_3",188,0,46,26
"12118",2006,"470503_4",188,0,55,24
"12119",2006,"470503_5",188,0,63,23
"12120",2006,"470503_6",188,0,71,23
"12121",2006,"470503_7",188,0,80,23
"12122",2006,"470503_8",188,0,89,23
"12123",2006,"470503_9",188,0,97,25
"12124",2006,"470503_10",188,0,106,25
"12125",2006,"470803_1",102,2,119,14
"12126",2006,"470803_2",102,3,127,14
"12127",2006,"470803_3",102,3,135,14
"12128",2006,"470803_4",102,3,142,14
"12129",2006,"470803_5",102,3,149,14
"12130",2006,"470803_6",102,3,156,15
"12131",2006,"470803_7",102,3,163,16
"12132",2006,"470803_8",102,3,170,16
"12133",2006,"470803_9",102,3,177,16
"12134",2006,"470803_10",102,3,183,16
"12135",2006,"470803_1",125,2,116,18
"12136",2006,"470803_2",125,1,124,19
"12137",2006,"470803_3",125,0,132,19
"12138",2006,"470803_4",125,3,138,19
"12139",2006,"470803_5",125,3,145,19
"12140",2006,"470803_6",125,2,153,19
"12141",2006,"470803_7",125,3,159,19
"12142",2006,"470803_8",125,2,166,19
"12143",2006,"470803_9",125,3,173,19
"12144",2006,"470803_10",125,3,180,19
"12145",2006,"470803_1",157,0,93,16
"12146",2006,"470803_2",157,1,100,17
"12147",2006,"470803_3",157,0,108,17
"12148",2006,"470803_4",157,1,116,17
"12149",2006,"470803_5",157,0,123,17
"12150",2006,"470803_6",157,0,130,17
"12151",2006,"470803_7",157,0,137,17
"12152",2006,"470803_8",157,0,143,17
"12153",2006,"470803_9",157,0,149,17
"12154",2006,"470803_10",157,0,156,17
"12155",2006,"470803_1",179,0,45,24
"12156",2006,"470803_2",179,1,52,24
"12157",2006,"470803_3",179,0,60,24
"12158",2006,"470803_4",179,0,66,24
"12159",2006,"470803_5",179,0,74,24
"12160",2006,"470803_6",179,0,80,25
"12161",2006,"470803_7",179,0,87,26
"12162",2006,"470803_8",179,0,94,26
"12163",2006,"470803_9",179,0,101,26
"12164",2006,"470803_10",179,0,107,25
"12607",2006,"470102_1",190,0,77,21
"12608",2006,"470102_2",190,0,87,21
"12609",2006,"470102_3",190,0,95,21
"12610",2006,"470102_4",190,0,104,21
"12611",2006,"470102_5",190,0,117,21
"12612",2006,"470102_6",190,0,127,21
"12613",2006,"470102_7",190,0,137,21
"12614",2006,"470102_8",190,0,147,21
"12615",2006,"470102_9",190,0,157,18
"12616",2006,"470102_10",190,0,167,19
"12788",2006,"470401_1",201,0,33,21
"12789",2006,"470401_2",201,0,41,20
"12790",2006,"470401_3",201,0,49,20
"12791",2006,"470401_4",201,0,56,20
"12792",2006,"470401_5",201,0,65,20
"12793",2006,"470401_6",201,0,73,20
"12794",2006,"470401_7",201,0,84,20
"12795",2006,"470401_8",201,0,91,20
"12796",2006,"470401_9",201,0,98,21
"12797",2006,"470401_10",201,0,106,21
"12963",2007,"470204_7",158,0,111,18
"14037",2006,"470302_1",102,3,73,13
"14038",2006,"470302_2",102,3,80,13
"14039",2006,"470302_3",102,0,88,13
"14040",2006,"470302_4",102,3,95,13
"14041",2006,"470302_5",102,3,103,12
"14042",2006,"470302_6",102,3,111,13
"14043",2006,"470302_7",102,3,118,13
"14044",2006,"470302_8",102,3,125,13
"14045",2006,"470302_9",102,3,133,13
"14046",2006,"470302_10",102,3,140,13
"14047",2006,"470302_1",125,3,85,13
"14048",2006,"470302_2",125,3,93,13
"14049",2006,"470302_3",125,3,101,16
"14050",2006,"470302_4",125,3,109,16
"14051",2006,"470302_5",125,2,116,16
"14052",2006,"470302_6",125,3,123,16
"14053",2006,"470302_7",125,3,132,16
"14054",2006,"470302_8",125,3,139,16
"14055",2006,"470302_9",125,0,147,16
"14056",2006,"470302_10",125,3,154,13
"14057",2006,"470302_1",157,0,124,15
"14058",2006,"470302_2",157,0,134,15
"14059",2006,"470302_3",157,1,141,14
"14060",2006,"470302_4",157,1,148,14
"14061",2006,"470302_5",157,0,155,14
"14062",2006,"470302_6",157,2,164,14
"14063",2006,"470302_7",157,1,172,13
"14064",2006,"470302_8",157,0,179,13
"14065",2006,"470302_9",157,0,187,14
"14066",2006,"470302_10",157,1,196,13
"14067",2006,"470302_1",182,0,98,21
"14068",2006,"470302_2",182,0,106,19
"14069",2006,"470302_3",182,0,113,19
"14070",2006,"470302_4",182,0,120,21
"14071",2006,"470302_5",182,0,129,21
"14072",2006,"470302_6",182,0,136,19
"14073",2006,"470302_7",182,0,145,19
"14074",2006,"470302_8",182,0,152,19
"14075",2006,"470302_9",182,0,160,20
"14076",2006,"470302_10",182,0,169,19
"14548",2006,"470104_1",91,2,230,12
"14549",2006,"470104_2",91,2,239,12
"14550",2006,"470104_3",91,1,252,12
"14551",2006,"470104_4",91,1,266,12
"14552",2006,"470104_5",91,2,278,12
"14553",2006,"470104_6",91,2,290,12
"14554",2006,"470104_7",91,1,302,12
"14555",2006,"470104_8",91,0,317,12
"14556",2006,"470104_9",91,0,327,13
"14557",2006,"470104_10",91,0,342,12
"14558",2006,"470104_1",182,0,64,21
"14559",2006,"470104_2",182,0,74,20
"14560",2006,"470104_3",182,0,85,20
"14561",2006,"470104_4",182,0,100,20
"14562",2006,"470104_5",182,0,114,20
"14563",2006,"470104_6",182,0,129,20
"14564",2006,"470104_7",182,0,144,19
"14565",2006,"470104_8",182,0,169,20
"14566",2006,"470104_9",182,0,191,20
"14567",2006,"470104_10",182,0,204,20
"14648",2006,"470103_1",187,0,35,18
"14649",2006,"470103_2",187,0,45,19
"14650",2006,"470103_3",187,0,54,18
"14651",2006,"470103_4",187,0,61,18
"14652",2006,"470103_5",187,0,74,18
"14653",2006,"470103_6",187,0,82,17
"14654",2006,"470103_7",187,0,90,17
"14655",2006,"470103_8",187,0,98,17
"14656",2006,"470103_9",187,0,106,16
"14657",2006,"470103_10",187,0,113,16
"14810",2006,"470402_1",114,3,41,7
"14811",2006,"470402_2",114,0,53,7
"14812",2006,"470402_3",114,1,61,7
"14813",2006,"470402_4",114,1,69,7
"14814",2006,"470402_5",114,0,76,7
