"","time","kobe"
"1587",1587,15513
"1588",1588,20075
"1589",1589,21666
"1590",1590,19950
"1591",1591,16717
"1592",1592,14487
"1593",1593,13901
"1594",1594,12651
"1595",1595,7675
"1596",1596,-141
"1597",1597,-5344
"1598",1598,-4726
"1599",1599,-2210
"1600",1600,-3617
"1601",1601,-8173
"1602",1602,-9735
"1603",1603,-5118
"1604",1604,2285
"1605",1605,5486
"1606",1606,1259
"1607",1607,-5143
"1608",1608,-6696
"1609",1609,-3113
"1610",1610,1441
"1611",1611,3027
"1612",1612,-489
"1613",1613,-5541
"1614",1614,-4587
"1615",1615,3214
"1616",1616,10563
"1617",1617,11981
"1618",1618,8139
"1619",1619,4329
"1620",1620,6814
"1621",1621,13999
"1622",1622,15790
"1623",1623,8134
"1624",1624,-700
"1625",1625,-2403
"1626",1626,1149
"1627",1627,1969
"1628",1628,-3941
"1629",1629,-11191
"1630",1630,-11289
"1631",1631,-4600
"1632",1632,-198
"1633",1633,-2723
"1634",1634,-6813
"1635",1635,-5735
"1636",1636,437
"1637",1637,6285
"1638",1638,7912
"1639",1639,6225
"1640",1640,4335
"1641",1641,4644
"1642",1642,7449
"1643",1643,10313
"1644",1644,11313
"1645",1645,11692
"1646",1646,11616
"1647",1647,9379
"1648",1648,7604
"1649",1649,10578
"1650",1650,15553
"1651",1651,16126
"1652",1652,12282
"1653",1653,9764
"1654",1654,11070
"1655",1655,13226
"1656",1656,13811
"1657",1657,12054
"1658",1658,6385
"1659",1659,-1061
"1660",1660,-3852
"1661",1661,-1259
"1662",1662,345
"1663",1663,-1297
"1664",1664,-1444
"1665",1665,1409
"1666",1666,2009
"1667",1667,-845
"1668",1668,-1615
"1669",1669,836
"1670",1670,1979
"1671",1671,-260
"1672",1672,-4077
"1673",1673,-7024
"1674",1674,-8398
"1675",1675,-8582
"1676",1676,-8138
"1677",1677,-8646
"1678",1678,-9881
"1679",1679,-8423
"1680",1680,-3456
"1681",1681,1840
"1682",1682,5081
"1683",1683,5462
"1684",1684,4381
"1685",1685,5865
"1686",1686,10224
"1687",1687,11421
"1688",1688,6260
"1689",1689,-268
"1690",1690,-2865
"1691",1691,-2431
"1692",1692,-2189
"1693",1693,-3335
"1694",1694,-5122
"1695",1695,-5742
"1696",1696,-3723
"1697",1697,-159
"1698",1698,964
"1699",1699,-2844
"1700",1700,-7637
"1701",1701,-7026
"1702",1702,-2320
"1703",1703,-960
"1704",1704,-3636
"1705",1705,-3493
"1706",1706,2088
"1707",1707,8686
"1708",1708,12709
"1709",1709,15372
"1710",1710,18296
"1711",1711,19710
"1712",1712,17595
"1713",1713,13190
"1714",1714,8821
"1715",1715,5543
"1716",1716,3284
"1717",1717,125
"1718",1718,-5282
"1719",1719,-9051
"1720",1720,-6885
"1721",1721,-2505
"1722",1722,-2351
"1723",1723,-5898
"1724",1724,-8783
"1725",1725,-9261
"1726",1726,-7149
"1727",1727,-2401
"1728",1728,3098
"1729",1729,6031
"1730",1730,5056
"1731",1731,2868
"1732",1732,4509
"1733",1733,11331
"1734",1734,17656
"1735",1735,18539
"1736",1736,17141
"1737",1737,19048
"1738",1738,24170
"1739",1739,27920
"1740",1740,27465
"1741",1741,24061
"1742",1742,20506
"1743",1743,17843
"1744",1744,13991
"1745",1745,7301
"1746",1746,1275
"1747",1747,460
"1748",1748,3214
"1749",1749,4907
"1750",1750,4141
"1751",1751,220
"1752",1752,-6811
"1753",1753,-10032
"1754",1754,-3595
"1755",1755,3594
"1756",1756,-731
"1757",1757,-11909
"1758",1758,-16165
"1759",1759,-11566
"1760",1760,-6822
"1761",1761,-6835
"1762",1762,-10099
"1763",1763,-12563
"1764",1764,-9406
"1765",1765,-310
"1766",1766,7694
"1767",1767,9350
"1768",1768,8979
"1769",1769,12028
"1770",1770,15492
"1771",1771,14594
"1772",1772,11763
"1773",1773,11305
"1774",1774,10314
"1775",1775,3397
"1776",1776,-6025
"1777",1777,-8423
"1778",1778,-1999
"1779",1779,4280
"1780",1780,3493
"1781",1781,518
"1782",1782,2962
"1783",1783,9553
"1784",1784,14886
"1785",1785,16100
"1786",1786,11696
"1787",1787,4192
"1788",1788,922
"1789",1789,3632
"1790",1790,4616
"1791",1791,-1246
"1792",1792,-9948
"1793",1793,-16045
"1794",1794,-17196
"1795",1795,-12808
"1796",1796,-7236
"1797",1797,-9190
"1798",1798,-18803
"1799",1799,-23537
"1800",1800,-16119
"1801",1801,-5309
"1802",1802,-1367
"1803",1803,-2868
"1804",1804,-3798
"1805",1805,-2582
"1806",1806,1330
"1807",1807,8983
"1808",1808,16227
"1809",1809,16881
"1810",1810,12635
"1811",1811,11907
"1812",1812,18837
"1813",1813,26669
"1814",1814,25417
"1815",1815,17511
"1816",1816,14244
"1817",1817,15171
"1818",1818,10332
"1819",1819,309
"1820",1820,-6509
"1821",1821,-10127
"1822",1822,-16002
"1823",1823,-23307
"1824",1824,-26413
"1825",1825,-23649
"1826",1826,-19465
"1827",1827,-17826
"1828",1828,-16640
"1829",1829,-11710
"1830",1830,-3043
"1831",1831,4380
"1832",1832,5990
"1833",1833,5367
"1834",1834,9942
"1835",1835,16926
"1836",1836,17739
"1837",1837,14286
"1838",1838,13097
"1839",1839,12472
"1840",1840,11314
"1841",1841,14312
"1842",1842,18771
"1843",1843,16194
"1844",1844,8899
"1845",1845,7325
"1846",1846,12204
"1847",1847,13578
"1848",1848,7187
"1849",1849,-328
"1850",1850,-3027
"1851",1851,-2805
"1852",1852,-4447
"1853",1853,-8677
"1854",1854,-12822
"1855",1855,-16216
"1856",1856,-18676
"1857",1857,-17585
"1858",1858,-13398
"1859",1859,-11341
"1860",1860,-13354
"1861",1861,-14334
"1862",1862,-8503
"1863",1863,3071
"1864",1864,13480
"1865",1865,17342
"1866",1866,16639
"1867",1867,20274
"1868",1868,32369
"1869",1869,42428
"1870",1870,39731
"1871",1871,30752
"1872",1872,26888
"1873",1873,26947
"1874",1874,24025
"1875",1875,15991
"1876",1876,4185
"1877",1877,-7606
"1878",1878,-14912
"1879",1879,-18245
"1880",1880,-21953
"1881",1881,-26598
"1882",1882,-28860
"1883",1883,-27381
"1884",1884,-22001
"1885",1885,-12254
"1886",1886,-3103
"1887",1887,-1491
"1888",1888,-2291
"1889",1889,5685
"1890",1890,18624
"1891",1891,22556
"1892",1892,16504
"1893",1893,12316
"1894",1894,15471
"1895",1895,20100
"1896",1896,19914
"1897",1897,15051
"1898",1898,9543
"1899",1899,6742
"1900",1900,7170
"1901",1901,8463
"1902",1902,7284
"1903",1903,2770
"1904",1904,-1758
"1905",1905,-2066
"1906",1906,1510
"1907",1907,3603
"1908",1908,1070
"1909",1909,-2320
"1910",1910,-2388
"1911",1911,-969
"1912",1912,-2089
"1913",1913,-5693
"1914",1914,-7368
"1915",1915,-5352
"1916",1916,-4210
"1917",1917,-5629
"1918",1918,-3951
"1919",1919,2233
"1920",1920,5929
"1921",1921,4088
"1922",1922,2701
"1923",1923,5824
"1924",1924,9520
"1925",1925,10636
"1926",1926,11500
"1927",1927,13187
"1928",1928,13003
"1929",1929,10224
"1930",1930,8532
"1931",1931,9991
"1932",1932,11311
"1933",1933,9563
"1934",1934,5604
"1935",1935,1126
"1936",1936,-1863
"1937",1937,-1942
"1938",1938,-1108
"1939",1939,-1483
"1940",1940,-1661
"1941",1941,-1247
"1942",1942,-2178
"1943",1943,-3493
"1944",1944,-2434
"1945",1945,-261
"1946",1946,-915
"1947",1947,-4748
"1948",1948,-8190
"1949",1949,-8965
"1950",1950,-7503
"1951",1951,-4247
"1952",1952,21
"1953",1953,3478
"1954",1954,5946
"1955",1955,8601
"1956",1956,11462
"1957",1957,14620
"1958",1958,17792
"1959",1959,17534
"1960",1960,11461
"1961",1961,4123
"1962",1962,1436
"1963",1963,1986
"1964",1964,689
"1965",1965,-3005
"1966",1966,-5958
"1967",1967,-6776
"1968",1968,-7865
"1969",1969,-10728
"1970",1970,-10705
"1971",1971,-4515
"1972",1972,1130
"1973",1973,1097
"1974",1974,2338
"1975",1975,9907
"1976",1976,16845
"1977",1977,16542
"1978",1978,11488
"1979",1979,8574
"1980",1980,11073
"1981",1981,13379
"1982",1982,8811
"1983",1983,1116
"1984",1984,-1972
"1985",1985,-503
"1986",1986,596
"1987",1987,-1041
"1988",1988,-4114
"1989",1989,-6189
"1990",1990,-6827
"1991",1991,-7677
"1992",1992,-9252
"1993",1993,-10672
"1994",1994,-11446
"1995",1995,-9937
"1996",1996,-4024
"1997",1997,2695
"1998",1998,4480
"1999",1999,5283
"2000",2000,12470
"2001",2001,21457
"2002",2002,23265
"2003",2003,20413
"2004",2004,19888
"2005",2005,19782
"2006",2006,16225
"2007",2007,12509
"2008",2008,11405
"2009",2009,8811
"2010",2010,877
"2011",2011,-9150
"2012",2012,-14409
"2013",2013,-13079
"2014",2014,-10654
"2015",2015,-12361
"2016",2016,-17081
"2017",2017,-20790
"2018",2018,-21085
"2019",2019,-17096
"2020",2020,-9495
"2021",2021,-1287
"2022",2022,3401
"2023",2023,3794
"2024",2024,5221
"2025",2025,11872
"2026",2026,20658
"2027",2027,28231
"2028",2028,33499
"2029",2029,32637
"2030",2030,25100
"2031",2031,18718
"2032",2032,18530
"2033",2033,18452
"2034",2034,9928
"2035",2035,-5503
"2036",2036,-17744
"2037",2037,-22162
"2038",2038,-23702
"2039",2039,-25907
"2040",2040,-26320
"2041",2041,-23176
"2042",2042,-18167
"2043",2043,-13234
"2044",2044,-8161
"2045",2045,-489
"2046",2046,10733
"2047",2047,20746
"2048",2048,23736
"2049",2049,21715
"2050",2050,22229
"2051",2051,27166
"2052",2052,30162
"2053",2053,25901
"2054",2054,17937
"2055",2055,13098
"2056",2056,11068
"2057",2057,6876
"2058",2058,-636
"2059",2059,-9468
"2060",2060,-17779
"2061",2061,-22556
"2062",2062,-21864
"2063",2063,-20424
"2064",2064,-24064
"2065",2065,-28087
"2066",2066,-22730
"2067",2067,-8775
"2068",2068,3789
"2069",2069,10126
"2070",2070,14630
"2071",2071,21432
"2072",2072,28700
"2073",2073,34505
"2074",2074,38691
"2075",2075,37853
"2076",2076,29144
"2077",2077,16518
"2078",2078,5621
"2079",2079,-2101
"2080",2080,-7628
"2081",2081,-12971
"2082",2082,-20938
"2083",2083,-30459
"2084",2084,-34522
"2085",2085,-28498
"2086",2086,-17225
"2087",2087,-8847
"2088",2088,-5821
"2089",2089,-4530
"2090",2090,337
"2091",2091,11347
"2092",2092,24659
"2093",2093,31771
"2094",2094,29220
"2095",2095,24173
"2096",2096,24699
"2097",2097,27937
"2098",2098,24909
"2099",2099,14493
"2100",2100,4632
"2101",2101,460
"2102",2102,-1814
"2103",2103,-7757
"2104",2104,-15938
"2105",2105,-20710
"2106",2106,-20959
"2107",2107,-20505
"2108",2108,-21626
"2109",2109,-22101
"2110",2110,-18014
"2111",2111,-8665
"2112",2112,1314
"2113",2113,8009
"2114",2114,14647
"2115",2115,24433
"2116",2116,32246
"2117",2117,32528
"2118",2118,28844
"2119",2119,27790
"2120",2120,27963
"2121",2121,22446
"2122",2122,10229
"2123",2123,-2541
"2124",2124,-10833
"2125",2125,-15130
"2126",2126,-19662
"2127",2127,-27025
"2128",2128,-33417
"2129",2129,-32356
"2130",2130,-23454
"2131",2131,-12261
"2132",2132,-2600
"2133",2133,4685
"2134",2134,10067
"2135",2135,16690
"2136",2136,25784
"2137",2137,32870
"2138",2138,34741
"2139",2139,32482
"2140",2140,26873
"2141",2141,19036
"2142",2142,10874
"2143",2143,1442
"2144",2144,-9179
"2145",2145,-16010
"2146",2146,-17661
"2147",2147,-20036
"2148",2148,-24174
"2149",2149,-22496
"2150",2150,-12587
"2151",2151,-1771
"2152",2152,4199
"2153",2153,6867
"2154",2154,9841
"2155",2155,14113
"2156",2156,18739
"2157",2157,21787
"2158",2158,20857
"2159",2159,16351
"2160",2160,11777
"2161",2161,8546
"2162",2162,4630
"2163",2163,-1768
"2164",2164,-10072
"2165",2165,-17024
"2166",2166,-18902
"2167",2167,-15705
"2168",2168,-11390
"2169",2169,-9385
"2170",2170,-8366
"2171",2171,-3198
"2172",2172,7451
"2173",2173,17175
"2174",2174,20864
"2175",2175,21997
"2176",2176,24532
"2177",2177,25441
"2178",2178,21316
"2179",2179,14966
"2180",2180,9702
"2181",2181,3092
"2182",2182,-6118
"2183",2183,-12199
"2184",2184,-12559
"2185",2185,-13662
"2186",2186,-19115
"2187",2187,-22449
"2188",2188,-17907
"2189",2189,-8436
"2190",2190,1078
"2191",2191,8480
"2192",2192,12195
"2193",2193,13505
"2194",2194,17449
"2195",2195,24172
"2196",2196,25911
"2197",2197,18947
"2198",2198,9764
"2199",2199,3831
"2200",2200,-543
"2201",2201,-4168
"2202",2202,-5396
"2203",2203,-6721
"2204",2204,-10653
"2205",2205,-12379
"2206",2206,-8285
"2207",2207,-4670
"2208",2208,-6480
"2209",2209,-6832
"2210",2210,493
"2211",2211,8671
"2212",2212,9984
"2213",2213,8391
"2214",2214,9187
"2215",2215,10415
"2216",2216,12307
"2217",2217,17072
"2218",2218,17410
"2219",2219,7683
"2220",2220,-715
"2221",2221,2151
"2222",2222,7472
"2223",2223,5003
"2224",2224,-2143
"2225",2225,-7055
"2226",2226,-7709
"2227",2227,-5542
"2228",2228,-3202
"2229",2229,-3000
"2230",2230,-4975
"2231",2231,-6267
"2232",2232,-3795
"2233",2233,1154
"2234",2234,3510
"2235",2235,2116
"2236",2236,2465
"2237",2237,7652
"2238",2238,12576
"2239",2239,12673
"2240",2240,10547
"2241",2241,9531
"2242",2242,9694
"2243",2243,10470
"2244",2244,9714
"2245",2245,4620
"2246",2246,-2213
"2247",2247,-4904
"2248",2248,-3381
"2249",2249,-2909
"2250",2250,-5892
"2251",2251,-9498
"2252",2252,-9870
"2253",2253,-6552
"2254",2254,-2516
"2255",2255,-55
"2256",2256,1282
"2257",2257,2618
"2258",2258,4634
"2259",2259,8262
"2260",2260,12640
"2261",2261,14167
"2262",2262,11933
"2263",2263,9680
"2264",2264,10460
"2265",2265,13623
"2266",2266,14507
"2267",2267,8105
"2268",2268,-2115
"2269",2269,-6531
"2270",2270,-3782
"2271",2271,-2227
"2272",2272,-6864
"2273",2273,-13372
"2274",2274,-14684
"2275",2275,-8812
"2276",2276,-321
"2277",2277,4007
"2278",2278,2325
"2279",2279,639
"2280",2280,5525
"2281",2281,15688
"2282",2282,23151
"2283",2283,21711
"2284",2284,14052
"2285",2285,8360
"2286",2286,7549
"2287",2287,7614
"2288",2288,4755
"2289",2289,-2517
"2290",2290,-12867
"2291",2291,-19894
"2292",2292,-18243
"2293",2293,-11713
"2294",2294,-7278
"2295",2295,-4820
"2296",2296,-341
"2297",2297,6766
"2298",2298,15209
"2299",2299,23140
"2300",2300,25791
"2301",2301,20585
"2302",2302,12983
"2303",2303,8700
"2304",2304,6429
"2305",2305,2504
"2306",2306,-4447
"2307",2307,-12486
"2308",2308,-16732
"2309",2309,-14122
"2310",2310,-7427
"2311",2311,-2569
"2312",2312,-1342
"2313",2313,232
"2314",2314,4390
"2315",2315,9066
"2316",2316,12987
"2317",2317,14575
"2318",2318,10892
"2319",2319,4446
"2320",2320,1609
"2321",2321,3359
"2322",2322,5786
"2323",2323,5586
"2324",2324,2644
"2325",2325,364
"2326",2326,1453
"2327",2327,4080
"2328",2328,4339
"2329",2329,1660
"2330",2330,-77
"2331",2331,379
"2332",2332,-863
"2333",2333,-3074
"2334",2334,-869
"2335",2335,2861
"2336",2336,975
"2337",2337,-3401
"2338",2338,-2454
"2339",2339,2854
"2340",2340,5848
"2341",2341,3940
"2342",2342,3
"2343",2343,-1320
"2344",2344,2764
"2345",2345,9534
"2346",2346,11942
"2347",2347,7818
"2348",2348,4473
"2349",2349,8381
"2350",2350,14551
"2351",2351,13762
"2352",2352,6038
"2353",2353,-964
"2354",2354,-3086
"2355",2355,-1969
"2356",2356,-817
"2357",2357,-3366
"2358",2358,-10234
"2359",2359,-14071
"2360",2360,-8264
"2361",2361,704
"2362",2362,1540
"2363",2363,-3505
"2364",2364,-1888
"2365",2365,8939
"2366",2366,18138
"2367",2367,17908
"2368",2368,12157
"2369",2369,9526
"2370",2370,12875
"2371",2371,14989
"2372",2372,8207
"2373",2373,-2677
"2374",2374,-7747
"2375",2375,-7977
"2376",2376,-10149
"2377",2377,-12810
"2378",2378,-10904
"2379",2379,-6309
"2380",2380,-2461
"2381",2381,3046
"2382",2382,11487
"2383",2383,17458
"2384",2384,17691
"2385",2385,16546
"2386",2386,16681
"2387",2387,14065
"2388",2388,7224
"2389",2389,802
"2390",2390,-2580
"2391",2391,-5111
"2392",2392,-8299
"2393",2393,-11053
"2394",2394,-12256
"2395",2395,-10711
"2396",2396,-5653
"2397",2397,-175
"2398",2398,1655
"2399",2399,1485
"2400",2400,4317
"2401",2401,11055
"2402",2402,17505
"2403",2403,19049
"2404",2404,15650
"2405",2405,12262
"2406",2406,11669
"2407",2407,9367
"2408",2408,1791
"2409",2409,-5911
"2410",2410,-8704
"2411",2411,-9974
"2412",2412,-13396
"2413",2413,-15347
"2414",2414,-11761
"2415",2415,-4856
"2416",2416,1504
"2417",2417,6091
"2418",2418,8712
"2419",2419,10741
"2420",2420,14265
"2421",2421,17069
"2422",2422,15469
"2423",2423,11377
"2424",2424,8199
"2425",2425,4716
"2426",2426,-261
"2427",2427,-3845
"2428",2428,-4780
"2429",2429,-6712
"2430",2430,-10670
"2431",2431,-10992
"2432",2432,-4340
"2433",2433,4030
"2434",2434,7446
"2435",2435,6224
"2436",2436,7117
"2437",2437,14513
"2438",2438,21759
"2439",2439,17789
"2440",2440,4813
"2441",2441,-2485
"2442",2442,1565
"2443",2443,6156
"2444",2444,853
"2445",2445,-10191
"2446",2446,-14887
"2447",2447,-9469
"2448",2448,-2048
"2449",2449,-115
"2450",2450,-2168
"2451",2451,-2749
"2452",2452,911
"2453",2453,7491
"2454",2454,13150
"2455",2455,14754
"2456",2456,13062
"2457",2457,11240
"2458",2458,10026
"2459",2459,8249
"2460",2460,5527
"2461",2461,1811
"2462",2462,-1707
"2463",2463,-2678
"2464",2464,-1509
"2465",2465,-497
"2466",2466,812
"2467",2467,2907
"2468",2468,3549
"2469",2469,1965
"2470",2470,-343
"2471",2471,-2300
"2472",2472,-3264
"2473",2473,-3577
"2474",2474,-4426
"2475",2475,-5073
"2476",2476,-4338
"2477",2477,-3004
"2478",2478,-59
"2479",2479,6597
"2480",2480,13409
"2481",2481,14597
"2482",2482,11781
"2483",2483,10742
"2484",2484,12111
"2485",2485,12611
"2486",2486,10331
"2487",2487,5409
"2488",2488,137
"2489",2489,-2399
"2490",2490,-2604
"2491",2491,-3517
"2492",2492,-4924
"2493",2493,-4430
"2494",2494,-2968
"2495",2495,-3151
"2496",2496,-3887
"2497",2497,-1864
"2498",2498,2547
"2499",2499,5455
"2500",2500,5185
"2501",2501,4468
"2502",2502,5963
"2503",2503,8080
"2504",2504,7911
"2505",2505,5970
"2506",2506,3977
"2507",2507,1306
"2508",2508,-1791
"2509",2509,-2001
"2510",2510,1612
"2511",2511,4828
"2512",2512,4627
"2513",2513,3176
"2514",2514,3975
"2515",2515,7491
"2516",2516,9757
"2517",2517,6459
"2518",2518,35
"2519",2519,-2772
"2520",2520,-609
"2521",2521,1511
"2522",2522,486
"2523",2523,-1321
"2524",2524,-1340
"2525",2525,-54
"2526",2526,1905
"2527",2527,4565
"2528",2528,6501
"2529",2529,5354
"2530",2530,834
"2531",2531,-2932
"2532",2532,-840
"2533",2533,4953
"2534",2534,6714
"2535",2535,2527
"2536",2536,-1579
"2537",2537,-60
"2538",2538,6456
"2539",2539,11991
"2540",2540,10992
"2541",2541,4997
"2542",2542,1352
"2543",2543,3840
"2544",2544,8102
"2545",2545,7658
"2546",2546,1330
"2547",2547,-5740
"2548",2548,-7121
"2549",2549,-1989
"2550",2550,2685
"2551",2551,63
"2552",2552,-6818
"2553",2553,-8291
"2554",2554,-564
"2555",2555,9209
"2556",2556,11294
"2557",2557,5702
"2558",2558,2066
"2559",2559,5520
"2560",2560,10610
"2561",2561,11517
"2562",2562,7899
"2563",2563,1627
"2564",2564,-3722
"2565",2565,-4796
"2566",2566,-2380
"2567",2567,368
"2568",2568,737
"2569",2569,-1800
"2570",2570,-3003
"2571",2571,1618
"2572",2572,9103
"2573",2573,12476
"2574",2574,10423
"2575",2575,7465
"2576",2576,6427
"2577",2577,6532
"2578",2578,5831
"2579",2579,1947
"2580",2580,-3968
"2581",2581,-5980
"2582",2582,-2848
"2583",2583,-1670
"2584",2584,-6213
"2585",2585,-9759
"2586",2586,-4812
"2587",2587,5645
"2588",2588,11629
"2589",2589,9156
"2590",2590,5366
"2591",2591,8329
"2592",2592,15285
"2593",2593,16676
"2594",2594,10590
"2595",2595,4787
"2596",2596,2989
"2597",2597,574
"2598",2598,-3825
"2599",2599,-5941
"2600",2600,-5952
"2601",2601,-7571
"2602",2602,-9150
"2603",2603,-6718
"2604",2604,-1640
"2605",2605,2107
"2606",2606,4535
"2607",2607,8471
"2608",2608,13399
"2609",2609,14998
"2610",2610,11753
"2611",2611,7915
"2612",2612,6985
"2613",2613,6293
"2614",2614,1926
"2615",2615,-4976
"2616",2616,-9711
"2617",2617,-9440
"2618",2618,-5962
"2619",2619,-2604
"2620",2620,-558
"2621",2621,346
"2622",2622,2180
"2623",2623,7911
"2624",2624,14366
"2625",2625,14985
"2626",2626,11442
"2627",2627,9646
"2628",2628,8700
"2629",2629,5981
"2630",2630,2692
"2631",2631,-1888
"2632",2632,-8387
"2633",2633,-11228
"2634",2634,-6652
"2635",2635,-753
"2636",2636,-548
"2637",2637,-3409
"2638",2638,-1552
"2639",2639,6655
"2640",2640,13546
"2641",2641,11944
"2642",2642,5947
"2643",2643,4646
"2644",2644,7961
"2645",2645,8793
"2646",2646,4609
"2647",2647,-1055
"2648",2648,-4292
"2649",2649,-4317
"2650",2650,-3075
"2651",2651,-2569
"2652",2652,-2762
"2653",2653,-1428
"2654",2654,2801
"2655",2655,6615
"2656",2656,6381
"2657",2657,5910
"2658",2658,10164
"2659",2659,14348
"2660",2660,11627
"2661",2661,5401
"2662",2662,2193
"2663",2663,1027
"2664",2664,-1536
"2665",2665,-4946
"2666",2666,-6776
"2667",2667,-5864
"2668",2668,-4229
"2669",2669,-4365
"2670",2670,-3602
"2671",2671,1307
"2672",2672,7243
"2673",2673,10015
"2674",2674,9807
"2675",2675,8535
"2676",2676,8319
"2677",2677,10076
"2678",2678,10493
"2679",2679,5732
"2680",2680,-595
"2681",2681,-979
"2682",2682,3612
"2683",2683,4596
"2684",2684,48
"2685",2685,-3118
"2686",2686,-1821
"2687",2687,103
"2688",2688,311
"2689",2689,-108
"2690",2690,-731
"2691",2691,-1160
"2692",2692,888
"2693",2693,5674
"2694",2694,8330
"2695",2695,5643
"2696",2696,3137
"2697",2697,6679
"2698",2698,10986
"2699",2699,8108
"2700",2700,969
"2701",2701,-1979
"2702",2702,1003
"2703",2703,4622
"2704",2704,3357
"2705",2705,-2249
"2706",2706,-5346
"2707",2707,-2534
"2708",2708,863
"2709",2709,526
"2710",2710,-475
"2711",2711,1423
"2712",2712,4857
"2713",2713,6201
"2714",2714,5051
"2715",2715,5551
"2716",2716,8848
"2717",2717,10539
"2718",2718,9050
"2719",2719,6288
"2720",2720,2183
"2721",2721,-2378
"2722",2722,-4211
"2723",2723,-3813
"2724",2724,-5260
"2725",2725,-9296
"2726",2726,-11305
"2727",2727,-6945
"2728",2728,1950
"2729",2729,8520
"2730",2730,9168
"2731",2731,8884
"2732",2732,13257
"2733",2733,18402
"2734",2734,16981
"2735",2735,10167
"2736",2736,5152
"2737",2737,4240
"2738",2738,3021
"2739",2739,-2243
"2740",2740,-9327
"2741",2741,-12369
"2742",2742,-8336
"2743",2743,-1670
"2744",2744,130
"2745",2745,-2930
"2746",2746,-3175
"2747",2747,3010
"2748",2748,10243
"2749",2749,12443
"2750",2750,10179
"2751",2751,7784
"2752",2752,7480
"2753",2753,7723
"2754",2754,5164
"2755",2755,-356
"2756",2756,-3657
"2757",2757,-1693
"2758",2758,650
"2759",2759,-1388
"2760",2760,-3739
"2761",2761,-433
"2762",2762,5938
"2763",2763,9184
"2764",2764,8807
"2765",2765,6878
"2766",2766,3747
"2767",2767,1687
"2768",2768,3184
"2769",2769,4367
"2770",2770,682
"2771",2771,-4415
"2772",2772,-5678
"2773",2773,-3165
"2774",2774,930
"2775",2775,4373
"2776",2776,4944
"2777",2777,3306
"2778",2778,3168
"2779",2779,6342
"2780",2780,10305
"2781",2781,11677
"2782",2782,9591
"2783",2783,5907
"2784",2784,2730
"2785",2785,477
"2786",2786,-213
"2787",2787,876
"2788",2788,253
"2789",2789,-4814
"2790",2790,-9147
"2791",2791,-5507
"2792",2792,2895
"2793",2793,5601
"2794",2794,1293
"2795",2795,-1008
"2796",2796,3084
"2797",2797,9103
"2798",2798,11626
"2799",2799,8093
"2800",2800,880
"2801",2801,-1765
"2802",2802,4207
"2803",2803,10355
"2804",2804,7252
"2805",2805,-837
"2806",2806,-3033
"2807",2807,1179
"2808",2808,3625
"2809",2809,1771
"2810",2810,-729
"2811",2811,-2097
"2812",2812,-1807
"2813",2813,1288
"2814",2814,5147
"2815",2815,5254
"2816",2816,2202
"2817",2817,2489
"2818",2818,7603
"2819",2819,9668
"2820",2820,4657
"2821",2821,554
"2822",2822,3395
"2823",2823,6771
"2824",2824,4227
"2825",2825,-745
"2826",2826,-2894
"2827",2827,-1636
"2828",2828,1382
"2829",2829,3335
"2830",2830,1898
"2831",2831,-463
"2832",2832,1463
"2833",2833,7340
"2834",2834,10704
"2835",2835,9063
"2836",2836,6471
"2837",2837,4557
"2838",2838,1797
"2839",2839,-511
"2840",2840,-1323
"2841",2841,-2380
"2842",2842,-3720
"2843",2843,-4527
"2844",2844,-4855
"2845",2845,-2771
"2846",2846,2127
"2847",2847,5158
"2848",2848,4160
"2849",2849,4026
"2850",2850,7644
"2851",2851,9679
"2852",2852,5960
"2853",2853,2692
"2854",2854,5824
"2855",2855,9086
"2856",2856,5627
"2857",2857,92
"2858",2858,-1571
"2859",2859,-696
"2860",2860,668
"2861",2861,2554
"2862",2862,3282
"2863",2863,1101
"2864",2864,-1504
"2865",2865,301
"2866",2866,6232
"2867",2867,9312
"2868",2868,5823
"2869",2869,865
"2870",2870,-79
"2871",2871,2202
"2872",2872,4267
"2873",2873,3649
"2874",2874,447
"2875",2875,-1728
"2876",2876,112
"2877",2877,3744
"2878",2878,4632
"2879",2879,1427
"2880",2880,-1697
"2881",2881,352
"2882",2882,5311
"2883",2883,6365
"2884",2884,3145
"2885",2885,1241
"2886",2886,2630
"2887",2887,4558
"2888",2888,5249
"2889",2889,4616
"2890",2890,2351
"2891",2891,-714
"2892",2892,-2208
"2893",2893,-941
"2894",2894,1995
"2895",2895,3779
"2896",2896,1629
"2897",2897,-2072
"2898",2898,-1216
"2899",2899,4234
"2900",2900,7878
"2901",2901,6937
"2902",2902,5401
"2903",2903,6316
"2904",2904,6919
"2905",2905,5982
"2906",2906,7103
"2907",2907,9430
"2908",2908,6836
"2909",2909,-959
"2910",2910,-6081
"2911",2911,-3053
"2912",2912,2469
"2913",2913,985
"2914",2914,-6125
"2915",2915,-9148
"2916",2916,-4832
"2917",2917,1491
"2918",2918,5001
"2919",2919,5841
"2920",2920,6093
"2921",2921,6374
"2922",2922,7012
"2923",2923,9341
"2924",2924,11794
"2925",2925,9421
"2926",2926,2763
"2927",2927,-644
"2928",2928,1900
"2929",2929,4402
"2930",2930,2113
"2931",2931,-2365
"2932",2932,-4110
"2933",2933,-2708
"2934",2934,-552
"2935",2935,2256
"2936",2936,5128
"2937",2937,4506
"2938",2938,20
"2939",2939,-2828
"2940",2940,351
"2941",2941,6682
"2942",2942,8716
"2943",2943,3758
