"","cannons","rooms","age","condition","color","style","jbb","price"
"591",18,10,117,7,"brown","classic",2688,2514
"592",19,22,96,7,"plum","modern",3686,3822
"593",27,16,84,6,"brown","modern",3998,4134
"594",8,16,92,3,"brown","classic",2176,2204
"595",22,17,101,6,"brown","modern",3362,3181
"596",11,16,97,4,"black","classic",2873,2984
"597",19,21,156,6,"red","classic",4128,3416
"598",16,18,106,3,"black","classic",2885,3174
"599",19,10,118,5,"black","classic",3029,3277
"600",30,13,74,5,"brown","modern",3945,3835
"601",28,17,91,5,"salmon","modern",3980,3735
"602",20,15,142,4,"black","modern",2981,2826
"603",15,15,156,5,"black","modern",2663,3186
"604",23,11,72,6,"black","classic",3527,3561
"605",23,13,86,8,"black","modern",3788,3796
"606",14,12,136,1,"brown","classic",2377,2502
"607",22,13,126,5,"brown","modern",2894,2680
"608",17,22,132,6,"brown","modern",3671,3312
"609",17,23,68,4,"salmon","modern",3017,3049
"610",15,17,79,5,"black","modern",2627,2640
"611",20,12,75,5,"brown","classic",3444,3549
"612",15,21,132,6,"brown","modern",3083,3038
"613",12,12,112,3,"black","modern",1951,1612
"614",11,15,110,7,"brown","modern",2374,2057
"615",20,18,102,6,"black","modern",3684,3753
"616",23,23,67,7,"black","modern",3960,4213
"617",17,14,128,6,"brown","modern",3064,2861
"618",18,22,113,4,"black","modern",3117,3137
"619",23,17,50,4,"red","modern",3277,3171
"620",21,12,87,4,"brown","classic",3246,3485
"621",27,15,104,7,"black","classic",4539,4563
"622",19,15,125,7,"salmon","modern",3110,3684
"623",19,11,124,6,"red","classic",3406,2587
"624",29,22,119,6,"red","classic",4772,4261
"625",19,20,86,4,"black","modern",3244,3637
"626",15,21,60,4,"black","modern",3032,3020
"627",23,17,64,5,"brown","modern",3759,3564
"628",20,10,154,5,"plum","classic",3390,3132
"629",22,16,111,7,"brown","classic",3977,4042
"630",22,18,61,3,"black","modern",3422,3597
"631",26,15,124,7,"salmon","classic",4286,4345
"632",25,19,116,4,"brown","modern",3995,4003
"633",20,20,81,4,"red","modern",3362,2406
"634",22,20,85,6,"brown","classic",4026,4085
"635",23,12,152,7,"brown","modern",4048,4098
"636",22,20,90,6,"plum","modern",3777,3786
"637",20,19,112,2,"red","classic",3637,3350
"638",25,17,67,6,"brown","modern",3728,3585
"639",23,20,71,7,"brown","classic",4162,4218
"640",18,15,118,4,"plum","modern",2970,3118
"641",17,10,118,7,"red","modern",2780,2360
"642",17,16,102,6,"salmon","classic",3266,3324
"643",15,19,146,4,"black","modern",2262,2337
"644",23,13,93,8,"brown","modern",3745,3757
"645",19,13,82,5,"brown","modern",3359,3284
"646",20,11,105,7,"brown","classic",3674,3744
"647",16,16,83,5,"salmon","modern",2385,2332
"648",20,17,81,4,"salmon","classic",3802,4253
"649",10,12,119,8,"brown","modern",2187,1925
"650",11,10,121,5,"black","modern",2235,2118
"651",24,18,119,7,"black","modern",4004,4267
"652",13,12,98,7,"brown","modern",2265,2449
"653",18,22,107,6,"brown","classic",3678,3919
"654",15,24,75,6,"red","modern",2955,2293
"655",17,15,108,6,"red","modern",2888,2117
"656",20,15,116,5,"brown","modern",3089,2993
"657",27,12,132,5,"salmon","classic",4550,4908
"658",26,23,75,4,"red","modern",4326,3974
"659",21,22,110,2,"salmon","modern",3360,3447
"660",18,18,117,5,"brown","classic",3449,3292
"661",21,8,115,5,"brown","classic",3637,3736
"662",16,11,80,6,"brown","classic",2826,2787
"663",20,17,130,6,"brown","modern",3595,3506
"664",25,13,98,6,"plum","modern",3398,3605
"665",18,22,154,5,"black","modern",3575,3882
"666",18,24,151,6,"brown","modern",3626,3621
"667",23,11,63,1,"black","modern",2926,2868
"668",21,14,105,4,"brown","classic",3769,4172
"669",22,12,99,4,"salmon","modern",2648,2908
"670",24,15,100,3,"brown","modern",3329,3229
"671",20,19,122,4,"brown","modern",3263,3267
"672",10,14,114,8,"brown","classic",2890,2792
"673",23,20,73,3,"brown","modern",3550,3475
"674",14,12,65,6,"red","modern",2514,2213
"675",22,13,108,3,"salmon","classic",3703,4096
"676",23,16,115,6,"brown","modern",3204,3212
"677",20,18,131,7,"salmon","modern",3731,3833
"678",21,18,112,4,"red","modern",3428,2965
"679",25,22,106,7,"red","modern",4610,3964
"680",23,12,121,7,"black","classic",3884,4224
"681",25,19,98,6,"brown","classic",4395,4528
"682",15,20,131,4,"red","modern",2722,2343
"683",16,16,111,5,"brown","classic",3062,2923
"684",21,7,111,4,"brown","modern",3039,3020
"685",20,21,65,6,"brown","modern",3525,3878
"686",18,29,60,5,"red","modern",3924,3335
"687",24,21,78,3,"brown","modern",3461,3350
"688",20,20,81,3,"red","classic",3264,2735
"689",24,16,46,5,"black","classic",3877,3839
"690",16,26,9,5,"brown","classic",3471,3316
"691",21,16,94,3,"red","modern",2971,2263
"692",17,16,87,4,"black","modern",2743,2491
"693",15,21,104,6,"red","classic",3541,2946
"694",23,20,111,4,"brown","modern",3633,3880
"695",22,17,92,7,"brown","classic",3952,4062
"696",15,11,141,5,"black","classic",3009,2992
"697",21,18,45,7,"salmon","classic",3900,4188
"698",19,15,75,4,"red","classic",3290,2769
"699",15,13,104,8,"brown","classic",3263,3709
"700",21,16,65,9,"plum","classic",3947,4259
"701",22,18,134,4,"plum","classic",3788,4079
"702",20,17,77,6,"brown","classic",4011,4163
"703",26,15,198,6,"red","modern",3699,3211
"704",24,21,96,5,"black","modern",4123,4432
"705",14,16,93,5,"brown","modern",2854,2780
"706",28,10,91,3,"brown","classic",4103,4343
"707",24,10,85,7,"brown","modern",3267,3371
"708",23,13,22,2,"brown","modern",3245,3189
"709",25,13,61,6,"brown","modern",3596,3376
"710",14,15,132,4,"plum","modern",2039,2493
"711",20,16,82,4,"black","classic",3618,3464
"712",13,18,72,8,"black","modern",3071,3240
"713",23,21,80,6,"salmon","classic",4011,4212
"714",21,18,65,2,"brown","classic",3545,3558
"715",18,18,166,7,"brown","modern",3538,3479
"716",21,8,117,4,"plum","classic",3170,3415
"717",25,16,150,4,"brown","modern",3560,3528
"718",22,20,69,4,"red","modern",3510,2977
"719",21,11,177,5,"brown","classic",3795,3888
"720",24,18,131,4,"red","modern",3312,2670
"721",30,9,93,4,"red","classic",4052,3901
"722",23,14,64,5,"salmon","modern",3959,4234
"723",16,10,135,6,"brown","classic",3097,2752
"724",23,11,48,6,"black","modern",2990,3327
"725",25,13,107,2,"brown","classic",4165,4131
"726",22,16,105,5,"brown","classic",4023,3846
"727",17,18,54,4,"black","modern",3127,3147
"728",16,18,63,6,"salmon","classic",3117,3157
"729",20,18,125,4,"red","modern",3398,3312
"730",14,9,103,4,"salmon","modern",1866,1955
"731",22,14,156,4,"brown","modern",3243,3333
"732",24,6,115,7,"salmon","modern",3006,3294
"733",22,17,167,5,"red","modern",3475,3182
"734",16,11,120,6,"plum","classic",3412,3526
"735",19,11,157,6,"salmon","modern",2533,2898
"736",28,17,114,6,"red","classic",4132,3722
"737",11,12,127,5,"salmon","modern",1606,2165
"738",18,13,71,2,"black","classic",2763,2732
"739",19,20,84,5,"red","modern",3467,3016
"740",24,16,89,5,"plum","classic",4035,4139
"741",18,15,40,5,"red","modern",3086,2638
"742",19,20,49,5,"red","modern",3462,3330
"743",18,9,134,7,"brown","classic",3276,3575
"744",22,21,116,6,"brown","classic",4229,4430
"745",15,15,129,5,"black","modern",2552,2498
"746",29,25,137,4,"red","classic",4804,4435
"747",19,13,69,4,"salmon","modern",3101,3238
"748",19,11,156,4,"red","classic",3319,2782
"749",18,11,142,4,"black","modern",2706,3017
"750",19,13,115,6,"black","modern",3033,3257
"751",20,18,78,5,"black","modern",3455,3493
"752",19,10,115,8,"brown","classic",3412,3446
"753",22,14,131,4,"brown","modern",3403,3708
"754",20,18,90,7,"red","classic",4075,3865
"755",11,16,53,5,"black","classic",2622,3091
"756",16,15,84,4,"red","classic",2931,2495
"757",18,17,82,7,"red","classic",3683,2916
"758",29,12,106,4,"black","modern",3814,4062
"759",21,17,121,8,"black","classic",4121,4594
"760",15,14,128,4,"plum","classic",2693,2979
"761",28,17,77,6,"brown","classic",4616,4622
"762",22,23,111,1,"red","modern",3246,2689
"763",28,10,115,3,"black","modern",3805,4102
"764",19,13,129,4,"brown","modern",3073,2957
"765",22,13,79,5,"black","classic",3864,4146
"766",14,15,101,2,"red","classic",2473,2165
"767",24,11,73,2,"brown","classic",3296,3433
"768",17,13,91,5,"brown","classic",3192,3094
"769",17,17,109,6,"black","classic",3392,3596
"770",26,12,122,5,"salmon","modern",3447,3724
"771",16,17,86,4,"red","classic",3518,2959
"772",15,13,82,4,"brown","modern",2474,2524
"773",23,17,63,4,"brown","classic",3713,3977
"774",17,15,96,6,"plum","classic",3642,4245
"775",24,14,67,6,"salmon","modern",3181,3658
"776",28,8,73,6,"red","classic",4267,3933
"777",27,9,189,4,"black","modern",3637,3447
"778",22,20,28,6,"black","classic",4151,4004
"779",20,21,87,3,"plum","modern",3293,3006
"780",23,17,90,4,"brown","classic",4179,4428
"781",25,12,99,5,"red","modern",3618,3099
"782",23,19,151,6,"black","classic",4355,4258
"783",23,17,182,8,"black","classic",4662,4810
"784",19,20,54,4,"black","modern",3077,2909
"785",10,20,127,4,"brown","modern",2184,2212
"786",20,16,126,3,"black","classic",3529,3815
"787",16,15,142,5,"black","classic",3806,3487
"788",25,16,4,4,"red","modern",3790,3184
"789",21,19,80,6,"red","modern",3557,2968
"790",23,21,131,4,"brown","modern",3550,3634
"791",23,15,43,4,"brown","classic",3729,3363
"792",15,17,143,4,"salmon","classic",3195,3554
"793",23,8,108,5,"black","modern",3180,3162
"794",23,18,94,8,"plum","modern",3826,3958
"795",21,22,87,7,"salmon","classic",4285,4442
"796",16,20,76,7,"brown","classic",3657,3451
"797",25,22,70,5,"black","modern",4229,4269
"798",13,22,117,5,"red","classic",3084,2776
"799",26,14,120,6,"black","classic",4444,4851
"800",24,13,134,8,"black","classic",4194,4057
"801",19,19,72,5,"black","modern",3410,3182
"802",27,15,80,7,"brown","modern",3926,4298
"803",21,15,108,5,"brown","classic",3866,3951
"804",17,17,68,6,"salmon","classic",3282,3731
"805",24,16,85,6,"red","modern",3949,3000
"806",21,17,118,4,"black","modern",3098,3327
"807",12,17,85,6,"black","modern",2600,2739
"808",19,17,102,1,"plum","classic",2972,3290
"809",13,18,83,6,"brown","modern",2702,2506
"810",18,12,74,5,"red","classic",3184,2658
"811",18,9,103,5,"brown","modern",2716,2222
"812",25,20,188,4,"red","classic",4269,3675
"813",14,13,108,7,"plum","modern",2655,2461
"814",20,18,133,3,"brown","classic",3519,3677
"815",21,11,22,6,"brown","classic",3443,3614
"816",18,19,35,4,"red","modern",3346,2552
"817",17,11,132,4,"plum","classic",2690,3123
"818",23,19,67,7,"black","classic",4368,4765
"819",22,11,90,5,"brown","modern",3384,3479
"820",21,18,149,6,"red","classic",3736,2948
"821",21,22,63,4,"brown","modern",3504,3531
"822",27,16,123,5,"brown","modern",4005,4186
"823",24,18,94,4,"black","classic",4354,4470
"824",19,21,85,9,"black","classic",4644,4369
"825",19,15,95,6,"brown","classic",3798,3615
"826",19,11,134,4,"black","classic",2992,3541
"827",25,20,123,4,"red","classic",4358,3798
"828",18,25,78,3,"black","classic",3767,3484
"829",16,16,176,3,"salmon","classic",3120,3116
"830",22,10,28,2,"brown","modern",2923,3039
"831",24,22,121,2,"red","modern",3964,3013
"832",23,13,141,4,"red","modern",3484,3076
"833",24,19,104,2,"black","classic",4401,4772
"834",21,19,63,3,"brown","classic",3679,3494
"835",13,18,113,3,"brown","modern",2341,2581
"836",21,15,75,9,"black","classic",3851,3766
"837",24,8,115,6,"black","modern",3220,3419
"838",23,7,144,7,"brown","classic",3818,3653
"839",17,11,77,8,"red","modern",3398,2573
"840",23,16,31,4,"salmon","modern",3302,3404
"841",25,22,108,3,"black","modern",3993,4128
"842",28,14,117,5,"brown","classic",4360,4406
"843",25,14,93,3,"brown","modern",2732,2713
"844",20,22,70,2,"red","modern",3575,2976
"845",24,15,121,4,"brown","classic",4352,4434
"846",25,10,82,4,"red","modern",3285,2799
"847",24,19,73,4,"red","modern",3975,3130
"848",23,15,78,8,"red","classic",3895,3331
"849",24,18,129,2,"brown","classic",3999,4065
"850",14,18,107,3,"brown","classic",2953,2984
"851",19,16,56,4,"red","modern",3154,2510
"852",28,21,123,4,"black","modern",4272,4396
"853",23,14,43,4,"black","modern",3070,3035
"854",17,14,80,5,"red","modern",2765,2422
"855",19,16,127,6,"brown","modern",3283,3234
"856",16,12,84,7,"red","modern",2938,2348
"857",27,21,87,8,"black","modern",4524,4583
"858",13,15,97,5,"black","classic",2907,3114
"859",27,15,155,5,"black","classic",4421,4180
"860",14,19,79,6,"brown","classic",2990,3220
"861",26,16,41,3,"brown","classic",3823,4094
"862",29,20,76,7,"black","classic",4873,4773
"863",22,17,147,5,"brown","classic",3600,3807
"864",21,14,104,5,"salmon","modern",3461,3621
"865",19,15,96,4,"salmon","modern",2793,2850
"866",26,24,83,6,"red","modern",3833,3314
"867",26,17,79,5,"salmon","modern",3832,4052
"868",20,20,124,7,"brown","modern",3173,3085
"869",16,17,103,4,"brown","modern",2924,2966
"870",25,16,104,6,"red","modern",4006,3775
"871",21,14,97,8,"salmon","classic",4249,4655
"872",20,12,103,5,"brown","classic",3253,3237
"873",21,16,101,5,"black","classic",3617,3604
"874",18,16,84,5,"black","classic",3598,3618
"875",20,21,103,5,"red","classic",3792,3255
"876",32,19,98,4,"brown","classic",4650,4498
"877",24,12,156,2,"black","modern",3046,3486
"878",18,15,138,4,"black","classic",3330,3280
"879",22,18,87,4,"black","modern",3608,3721
"880",15,21,74,6,"plum","modern",2863,3298
"881",15,16,112,4,"red","classic",2955,2550
"882",16,19,163,6,"red","modern",2725,2283
"883",17,15,107,2,"salmon","modern",2476,2568
"884",19,23,82,6,"brown","modern",3527,3474
"885",13,16,152,5,"brown","modern",2667,2816
"886",21,23,37,4,"salmon","modern",3733,3793
"887",23,16,145,7,"salmon","classic",4210,4515
"888",25,18,108,7,"black","classic",4587,5007
"889",15,18,107,8,"black","modern",2756,3052
"890",20,17,136,4,"red","modern",3206,2495
"891",22,15,79,4,"salmon","classic",3304,3437
"892",21,13,96,5,"brown","classic",3583,3536
"893",12,15,91,7,"red","modern",2212,1508
"894",29,18,102,4,"brown","modern",4097,3940
"895",23,21,104,4,"brown","modern",3579,3416
"896",20,19,86,5,"black","classic",3446,3430
"897",16,18,126,2,"brown","modern",2249,1958
"898",22,13,81,7,"salmon","classic",4014,4131
"899",27,14,92,6,"black","classic",4077,4385
"900",27,19,118,5,"black","modern",4448,4417
"901",21,9,115,6,"brown","classic",3398,3609
"902",18,18,49,3,"brown","classic",3167,2824
"903",20,18,68,7,"black","classic",4002,4217
"904",15,20,71,4,"brown","modern",2743,2722
"905",23,21,151,5,"brown","classic",3900,3908
"906",21,21,87,4,"red","classic",3751,3060
"907",16,15,136,6,"red","modern",3122,2861
"908",29,11,79,7,"black","classic",4501,4485
"909",18,11,73,4,"black","modern",2497,2646
"910",16,20,79,6,"brown","classic",3290,3153
"911",16,16,85,4,"salmon","classic",3048,3335
"912",18,15,110,5,"black","classic",3327,3590
"913",21,14,134,6,"brown","classic",3717,3700
"914",19,12,69,4,"brown","classic",2892,2511
"915",26,27,138,3,"black","classic",4569,4346
"916",15,16,22,6,"red","classic",2971,2609
"917",25,18,82,4,"red","classic",3952,3313
"918",19,15,109,5,"red","classic",3248,2618
"919",18,6,134,5,"brown","classic",3096,3026
"920",16,21,77,6,"black","classic",3585,3796
"921",20,18,128,5,"brown","modern",3409,3786
"922",16,18,17,3,"black","modern",2688,2939
"923",16,16,85,4,"black","modern",2529,2087
"924",25,18,131,8,"salmon","classic",4153,3954
"925",27,18,103,4,"black","modern",3723,3697
"926",17,13,75,4,"salmon","classic",3084,2923
"927",19,14,101,5,"red","modern",3054,2465
"928",15,21,109,4,"brown","modern",2790,2573
"929",19,16,133,6,"brown","modern",3196,3174
"930",22,13,71,5,"salmon","classic",3733,3910
"931",21,20,134,4,"black","modern",3374,3315
"932",19,13,80,5,"salmon","classic",3507,3294
"933",17,15,117,2,"black","classic",2988,3294
"934",21,12,63,2,"salmon","modern",2681,2572
"935",12,16,115,5,"salmon","classic",2664,2787
"936",17,17,166,4,"black","modern",2833,3088
"937",23,18,127,6,"brown","classic",4186,4212
"938",17,10,91,5,"red","modern",2241,1604
"939",10,16,128,4,"salmon","modern",2075,2124
"940",14,10,138,8,"plum","classic",3123,3048
"941",26,18,79,4,"salmon","classic",4133,4260
"942",27,22,101,7,"black","classic",5043,5018
"943",13,16,93,4,"black","modern",2256,2442
"944",22,15,95,4,"brown","classic",3507,3655
"945",19,18,108,6,"brown","classic",3929,4196
"946",18,20,100,5,"brown","classic",3495,3609
"947",22,15,87,6,"salmon","classic",3813,3988
"948",22,13,115,4,"brown","classic",4014,3935
"949",19,12,96,5,"brown","classic",3299,2964
"950",17,14,153,7,"brown","modern",3076,3227
"951",19,18,107,6,"red","modern",2965,2492
"952",18,13,158,6,"brown","classic",3507,3539
"953",14,17,85,5,"plum","modern",2790,3006
"954",25,14,20,3,"brown","classic",3615,3867
"955",15,11,95,4,"red","modern",2479,2463
"956",17,18,126,5,"plum","modern",3179,3622
"957",18,18,131,5,"red","modern",2851,2877
"958",15,25,120,7,"black","classic",3614,3730
"959",17,15,89,2,"brown","classic",2856,3038
"960",25,19,72,6,"brown","modern",3952,3886
"961",23,17,76,5,"brown","classic",3888,3644
"962",26,12,101,5,"red","modern",3620,3394
"963",24,20,77,4,"red","classic",3948,3404
"964",16,15,131,6,"brown","modern",3165,2920
"965",23,17,91,4,"black","modern",3523,3508
"966",14,14,67,3,"red","modern",2034,1924
"967",25,19,95,3,"black","classic",3808,3698
"968",26,19,24,3,"brown","modern",3551,3507
"969",20,16,104,6,"brown","modern",3659,3632
"970",18,19,106,5,"brown","classic",3903,3865
"971",20,15,117,6,"salmon","modern",3301,3623
"972",22,16,122,5,"black","classic",3766,3876
"973",16,16,125,2,"brown","classic",2679,2628
"974",25,13,119,7,"brown","classic",4355,4075
"975",23,14,174,6,"black","modern",3422,3397
"976",24,18,80,8,"red","classic",4432,4093
"977",19,14,62,4,"brown","classic",3269,3168
"978",20,15,95,7,"red","modern",3628,2628
"979",23,15,147,5,"brown","modern",3275,3334
"980",21,4,127,2,"plum","modern",1998,2125
"981",24,16,82,2,"black","classic",3400,3890
"982",22,15,69,5,"red","modern",3192,2572
"983",21,18,128,6,"black","classic",4022,3940
"984",19,22,87,6,"black","modern",3419,3629
"985",21,25,62,4,"brown","classic",3966,3499
"986",14,16,78,7,"salmon","modern",2857,3099
"987",16,24,37,6,"brown","classic",3240,3145
"988",23,14,142,4,"salmon","classic",3813,4250
"989",12,13,69,5,"red","classic",2403,1850
"990",24,15,33,4,"brown","modern",3812,3993
"991",20,24,96,6,"black","modern",3684,3763
"992",16,16,130,4,"red","classic",3461,2674
"993",23,16,92,7,"red","modern",3642,2324
"994",21,14,113,4,"red","classic",3505,3218
"995",16,17,109,5,"brown","classic",3587,3710
"996",17,15,112,8,"black","classic",3864,4068
"997",16,16,111,5,"salmon","classic",3338,3504
"998",29,18,73,4,"brown","modern",4138,4039
"999",15,16,83,3,"salmon","classic",2632,2991
"1000",11,11,79,6,"brown","classic",2585,2185
