"","Source","Time","Ener"
"2773","COUP.554",81564,2.87
"2774","COUP.554",81592,3.18
"2775","COUP.554",81595,3.57
"2776","COUP.554",81648,4.05
"2777","COUP.554",81674,4.15
"2778","COUP.554",81746,2.91
"2779","COUP.554",81774,6.11
"2780","COUP.554",81846,7.61
"2781","COUP.554",81846,6.15
"2782","COUP.554",81912,4.66
"2783","COUP.554",81915,3.55
"2784","COUP.554",82041,4.05
"2785","COUP.554",82088,1.67
"2786","COUP.554",82132,4.04
"2787","COUP.554",82201,5.12
"2788","COUP.554",82336,4.38
"2789","COUP.554",82355,3.07
"2790","COUP.554",82390,5.24
"2791","COUP.554",82562,3.97
"2792","COUP.554",82606,3.11
"2793","COUP.554",82641,2.16
"2794","COUP.554",82682,2.63
"2795","COUP.554",82735,5.49
"2796","COUP.554",82773,2.98
"2797","COUP.554",82798,2.84
"2798","COUP.554",82870,1.59
"2799","COUP.554",82990,5.35
"2800","COUP.554",83018,6.67
"2801","COUP.554",83021,2.84
"2802","COUP.554",83027,4.17
"2803","COUP.554",83206,2.01
"2804","COUP.554",83291,2.31
"2805","COUP.554",83316,2.46
"2806","COUP.554",83414,5.15
"2807","COUP.554",83436,4.32
"2808","COUP.554",83530,3.43
"2809","COUP.554",83577,3.55
"2810","COUP.554",83649,3.31
"2811","COUP.554",83656,2.36
"2812","COUP.554",83728,2.29
"2813","COUP.554",83882,5.68
"2814","COUP.554",84010,1.76
"2815","COUP.554",84111,2.43
"2816","COUP.554",84161,3.85
"2817","COUP.554",84167,5.33
"2818","COUP.554",84237,5.49
"2819","COUP.554",84262,3.43
"2820","COUP.554",84365,3.01
"2821","COUP.554",84387,4.51
"2822","COUP.554",84466,4.26
"2823","COUP.554",84582,4.03
"2824","COUP.554",84610,1.55
"2825","COUP.554",84620,2.62
"2826","COUP.554",84802,6.66
"2827","COUP.554",84912,7.25
"2828","COUP.554",84965,3.26
"2829","COUP.554",85050,2.29
"2830","COUP.554",85060,3.02
"2831","COUP.554",85201,5.7
"2832","COUP.554",85330,2.38
"2833","COUP.554",85421,1.11
"2834","COUP.554",85729,6.2
"2835","COUP.554",85785,5.76
"2836","COUP.554",85842,3.44
"2837","COUP.554",85923,4.49
"2838","COUP.554",85964,5.07
"2839","COUP.554",86156,4.62
"2840","COUP.554",86250,3.92
"2841","COUP.554",86263,7.49
"2842","COUP.554",86369,2.97
"2843","COUP.554",86429,2.61
"2844","COUP.554",86432,3.18
"2845","COUP.554",86438,5.35
"2846","COUP.554",86539,5.76
"2847","COUP.554",86611,2.9
"2848","COUP.554",86652,1.1
"2849","COUP.554",86661,7.36
"2850","COUP.554",86693,4.46
"2851","COUP.554",86815,3.72
"2852","COUP.554",86947,3.17
"2853","COUP.554",87079,3.61
"2854","COUP.554",87195,2.15
"2855","COUP.554",87214,3.31
"2856","COUP.554",87356,3.85
"2857","COUP.554",87409,5.4
"2858","COUP.554",87494,3.52
"2859","COUP.554",87591,4.5
"2860","COUP.554",87610,3.12
"2861","COUP.554",87689,3.17
"2862","COUP.554",87742,3.04
"2863","COUP.554",87792,3.69
"2864","COUP.554",87839,3.85
"2865","COUP.554",87855,2.92
"2866","COUP.554",87880,2.02
"2867","COUP.554",87890,3.25
"2868","COUP.554",87946,4.28
"2869","COUP.554",87978,2.86
"2870","COUP.554",88050,2.29
"2871","COUP.554",88144,3.16
"2872","COUP.554",88229,3.13
"2873","COUP.554",88279,4.17
"2874","COUP.554",88376,3.9
"2875","COUP.554",88436,5.79
"2876","COUP.554",88524,2.98
"2877","COUP.554",88584,4.63
"2878","COUP.554",88625,5.13
"2879","COUP.554",88637,5.1
"2880","COUP.554",88675,4.83
"2881","COUP.554",88681,2.87
"2882","COUP.554",88791,4.79
"2883","COUP.554",88838,5.46
"2884","COUP.554",88863,1.5
"2885","COUP.554",88876,2.95
"2886","COUP.554",89074,2.73
"2887","COUP.554",89077,6.56
"2888","COUP.554",89190,4.97
"2889","COUP.554",89234,2.17
"2890","COUP.554",89259,2.22
"2891","COUP.554",89294,1.85
"2892","COUP.554",89322,5.18
"2893","COUP.554",89356,3.2
"2894","COUP.554",89495,2.87
"2895","COUP.554",89513,3.4
"2896","COUP.554",89796,2.31
"2897","COUP.554",89846,2.52
"2898","COUP.554",90022,3.25
"2899","COUP.554",90085,3.41
"2900","COUP.554",90110,5.67
"2901","COUP.554",90305,1.86
"2902","COUP.554",90333,3.95
"2903","COUP.554",90336,6.02
"2904","COUP.554",90384,2.1
"2905","COUP.554",90779,1.52
"2906","COUP.554",90883,6.64
"2907","COUP.554",90921,1.83
"2908","COUP.554",90924,4.77
"2909","COUP.554",91021,7.25
"2910","COUP.554",91031,3.51
"2911","COUP.554",91159,4.88
"2912","COUP.554",91241,5.41
"2913","COUP.554",91263,3.56
"2914","COUP.554",91285,2.86
"2915","COUP.554",91320,4.91
"2916","COUP.554",91404,3.16
"2917","COUP.554",91417,4.48
"2918","COUP.554",91568,9.58
"2919","COUP.554",91577,3.61
"2920","COUP.554",91583,4.09
"2921","COUP.554",91612,6.53
"2922","COUP.554",91715,6.1
"2923","COUP.554",91725,1.7
"2924","COUP.554",91800,2.94
"2925","COUP.554",91876,1.85
"2926","COUP.554",91941,6.3
"2927","COUP.554",91989,3.12
"2928","COUP.554",92048,2.35
"2929","COUP.554",92051,3.12
"2930","COUP.554",92215,3.26
"2931","COUP.554",92252,6.22
"2932","COUP.554",92397,4.31
"2933","COUP.554",92422,4
"2934","COUP.554",92460,3.74
"2935","COUP.554",92513,3.91
"2936","COUP.554",92551,4.75
"2937","COUP.554",92579,3.43
"2938","COUP.554",92582,3.44
"2939","COUP.554",92755,2.44
"2940","COUP.554",92818,3.55
"2941","COUP.554",92856,2.5
"2942","COUP.554",92877,3.84
"2943","COUP.554",92940,3.55
"2944","COUP.554",93079,2.78
"2945","COUP.554",93116,3.57
"2946","COUP.554",93148,2.6
"2947","COUP.554",93151,3.33
"2948","COUP.554",93251,3.07
"2949","COUP.554",93308,4.95
"2950","COUP.554",93324,1.72
"2951","COUP.554",93364,3.84
"2952","COUP.554",93443,4.94
"2953","COUP.554",93503,3.01
"2954","COUP.554",93575,7.58
"2955","COUP.554",93744,2.51
"2956","COUP.554",93914,4.04
"2957","COUP.554",93961,4.67
"2958","COUP.554",94206,3.12
"2959","COUP.554",94238,2.82
"2960","COUP.554",94508,2.74
"2961","COUP.554",94734,4.64
"2962","COUP.554",94765,2.79
"2963","COUP.554",94781,3.58
"2964","COUP.554",94847,3.92
"2965","COUP.554",94935,2.82
"2966","COUP.554",95070,3.8
"2967","COUP.554",95170,4.19
"2968","COUP.554",95218,3.15
"2969","COUP.554",95450,5.22
"2970","COUP.554",95507,1.82
"2971","COUP.554",95714,2.36
"2972","COUP.554",95774,3.85
"2973","COUP.554",96084,5.96
"2974","COUP.554",96103,3.16
"2975","COUP.554",96169,2.61
"2976","COUP.554",96433,3.47
"2977","COUP.554",96496,4.09
"2978","COUP.554",96618,3.34
"2979","COUP.554",96634,4.54
"2980","COUP.554",96640,4
"2981","COUP.554",96716,5.27
"2982","COUP.554",96772,2.71
"2983","COUP.554",96791,2.83
"2984","COUP.554",96807,6.27
"2985","COUP.554",96841,2.19
"2986","COUP.554",96970,5.24
"2987","COUP.554",97140,2.43
"2988","COUP.554",97240,3.05
"2989","COUP.554",97256,3.97
"2990","COUP.554",97259,3.3
"2991","COUP.554",97272,4.18
"2992","COUP.554",97488,1.52
"2993","COUP.554",97617,2.95
"2994","COUP.554",97633,3.09
"2995","COUP.554",97749,3.68
"2996","COUP.554",97774,4.74
"2997","COUP.554",97796,4.41
"2998","COUP.554",97859,1.65
"2999","COUP.554",97903,5.01
"3000","COUP.554",97944,2.8
"3001","COUP.554",98120,3.35
"3002","COUP.554",98299,4.32
"3003","COUP.554",98412,4.45
"3004","COUP.554",98522,1.72
"3005","COUP.554",98541,2.37
"3006","COUP.554",98695,3.47
"3007","COUP.554",98757,2.49
"3008","COUP.554",98858,4.94
"3009","COUP.554",98974,4.28
"3010","COUP.554",98996,2.17
"3011","COUP.554",99081,4.29
"3012","COUP.554",99210,3.86
"3013","COUP.554",99216,3.78
"3014","COUP.554",99477,5.88
"3015","COUP.554",99596,1.78
"3016","COUP.554",99631,3.57
"3017","COUP.554",99753,3.83
"3018","COUP.554",99825,5.06
"3019","COUP.554",99967,2.95
"3020","COUP.554",100011,3.35
"3021","COUP.554",100080,2.41
"3022","COUP.554",100268,3.29
"3023","COUP.554",100293,2.43
"3024","COUP.554",100331,3.14
"3025","COUP.554",100353,5.82
"3026","COUP.554",100388,3.59
"3027","COUP.554",100529,3.13
"3028","COUP.554",100579,2.79
"3029","COUP.554",100586,4.09
"3030","COUP.554",100749,1.69
"3031","COUP.554",100749,2.53
"3032","COUP.554",100950,4.43
"3033","COUP.554",101041,3.2
"3034","COUP.554",101054,6.25
"3035","COUP.554",101163,2.99
"3036","COUP.554",101217,4.34
"3037","COUP.554",101236,3.46
"3038","COUP.554",102025,2.82
"3039","COUP.554",102217,5.57
"3040","COUP.554",102276,2.05
"3041","COUP.554",102474,2.9
"3042","COUP.554",102732,6.35
"3043","COUP.554",102785,4.49
"3044","COUP.554",103341,4.72
"3045","COUP.554",103665,2.98
"3046","COUP.554",104129,5.63
"3047","COUP.554",104440,4.41
"3048","COUP.554",104491,2.3
"3049","COUP.554",104563,2.71
"3050","COUP.554",104855,4.98
"3051","COUP.554",105131,2.27
"3052","COUP.554",105402,6.82
"3053","COUP.554",105694,3.03
"3054","COUP.554",106061,6.74
"3055","COUP.554",106140,5.88
"3056","COUP.554",106240,3.45
"3057","COUP.554",106592,6.11
"3058","COUP.554",107107,3.68
"3059","COUP.554",107424,5.74
"3060","COUP.554",107779,4.67
"3061","COUP.554",107782,3.08
"3062","COUP.554",107990,4.9
"3063","COUP.554",108178,4.51
"3064","COUP.554",108345,2.05
"3065","COUP.554",108373,3.71
"3066","COUP.554",108386,3.82
"3067","COUP.554",108662,2.54
"3068","COUP.554",109221,6.53
"3069","COUP.554",109450,5.6
"3070","COUP.554",109912,4.27
"3071","COUP.554",110459,4.23
"3072","COUP.554",110525,4.55
"3073","COUP.554",111194,2.25
"3074","COUP.554",111467,3.91
"3075","COUP.554",111574,2.36
"3076","COUP.554",111853,4.34
"3077","COUP.554",112177,1.13
"3078","COUP.554",112585,4.19
"3079","COUP.554",112730,4.13
"3080","COUP.554",113339,4.46
"3081","COUP.554",113804,3.63
"3082","COUP.554",114039,4.91
"3083","COUP.554",114105,2.61
"3084","COUP.554",114278,3.83
"3085","COUP.554",114935,3.99
"3086","COUP.554",115550,3.17
"3087","COUP.554",115861,3.67
"3088","COUP.554",115952,2.45
"3089","COUP.554",116222,4.25
"3090","COUP.554",116599,3.9
"3091","COUP.554",116954,2.75
"3092","COUP.554",116995,4.4
"3093","COUP.554",117004,2.85
"3094","COUP.554",117067,5.04
"3095","COUP.554",117114,4.14
"3096","COUP.554",117758,4.33
"3097","COUP.554",117928,5.44
"3098","COUP.554",118239,5.14
"3099","COUP.554",118556,6.61
"3100","COUP.554",118961,2.98
"3101","COUP.554",119024,5.14
"3102","COUP.554",119354,2.65
"3103","COUP.554",119464,3.79
"3104","COUP.554",119568,5.16
"3105","COUP.554",120167,2.72
"3106","COUP.554",120780,5.03
"3107","COUP.554",120975,2.42
"3108","COUP.554",120984,2.8
"3109","COUP.554",121380,2.98
"3110","COUP.554",121760,8.44
"3111","COUP.554",122944,2.18
"3112","COUP.554",123365,2.59
"3113","COUP.554",123569,3.27
"3114","COUP.554",123660,3.15
"3115","COUP.554",124263,4.31
"3116","COUP.554",124468,4.34
"3117","COUP.554",124505,5.66
"3118","COUP.554",124672,3.68
"3119","COUP.554",124876,2.3
"3120","COUP.554",124983,3.19
"3121","COUP.554",125020,2.52
"3122","COUP.554",125212,4.97
"3123","COUP.554",125426,2.94
"3124","COUP.554",125466,4.26
"3125","COUP.554",125692,4.81
"3126","COUP.554",126003,6.96
"3127","COUP.554",126267,3.11
"3128","COUP.554",126757,3.62
"3129","COUP.554",126779,4.09
"3130","COUP.554",126971,2.94
"3131","COUP.554",126996,2.77
"3132","COUP.554",127329,5.6
"3133","COUP.554",127407,2.98
"3134","COUP.554",127565,2.3
"3135","COUP.554",127822,4.14
"3136","COUP.554",127910,2.99
"3137","COUP.554",128325,3.72
"3138","COUP.554",128406,4.44
"3139","COUP.554",128673,3.28
"3140","COUP.554",128692,2.27
"3141","COUP.554",128915,2.94
"3142","COUP.554",129151,2.57
"3143","COUP.554",129308,2.32
"3144","COUP.554",129349,3.62
"3145","COUP.554",129503,1.84
"3146","COUP.554",129622,3.42
"3147","COUP.554",129650,2.15
"3148","COUP.554",129908,3.66
"3149","COUP.554",130030,3.17
"3150","COUP.554",130354,2.46
"3151","COUP.554",130567,7.39
"3152","COUP.554",130668,2.26
"3153","COUP.554",130869,3.38
"3154","COUP.554",130935,1.61
"3155","COUP.554",130954,4.4
"3156","COUP.554",131079,2.46
"3157","COUP.554",131221,4.29
"3158","COUP.554",131243,3.36
"3159","COUP.554",131302,2.39
"3160","COUP.554",131541,5.74
"3161","COUP.554",132348,3.75
"3162","COUP.554",132461,1.51
"3163","COUP.554",132499,6.5
"3164","COUP.554",132706,4.57
"3165","COUP.554",132775,6.51
"3166","COUP.554",133080,1.56
"3167","COUP.554",133507,3.38
"3168","COUP.554",133514,4.17
"3169","COUP.554",133529,1.78
"3170","COUP.554",133554,4.82
"3171","COUP.554",133960,2.98
"3172","COUP.554",134007,2.3
"3173","COUP.554",134233,3.8
"3174","COUP.554",134644,2.13
"3175","COUP.554",134751,3.32
"3176","COUP.554",134896,3.97
"3177","COUP.554",135404,3.5
"3178","COUP.554",135609,4.67
"3179","COUP.554",136482,3.2
"3180","COUP.554",136542,2.85
"3181","COUP.554",136702,3.43
"3182","COUP.554",137173,3.09
"3183","COUP.554",137261,6.14
"3184","COUP.554",137374,2.67
"3185","COUP.554",137440,2.15
"3186","COUP.554",137691,2.87
"3187","COUP.554",137807,2.52
"3188","COUP.554",137980,6.59
"3189","COUP.554",138316,1.58
"3190","COUP.554",138564,4.7
"3191","COUP.554",138571,2.76
"3192","COUP.554",139048,4.47
"3193","COUP.554",139145,4.12
"3194","COUP.554",139434,2.35
"3195","COUP.554",139623,2.64
"3196","COUP.554",139651,1.86
"3197","COUP.554",139855,3.45
"3198","COUP.554",139928,2.62
"3199","COUP.554",139943,3
"3200","COUP.554",140311,3.39
"3201","COUP.554",140364,3.13
"3202","COUP.554",140515,6.39
"3203","COUP.554",140597,3.52
"3204","COUP.554",140722,2.4
"3205","COUP.554",141033,5.27
"3206","COUP.554",141137,3.28
"3207","COUP.554",141507,4.89
"3208","COUP.554",141536,2.96
"3209","COUP.554",141599,4.36
"3210","COUP.554",141724,3.6
"3211","COUP.554",141743,2.9
"3212","COUP.554",142048,4.03
"3213","COUP.554",142155,2.06
"3214","COUP.554",142334,1.36
"3215","COUP.554",142437,1.86
"3216","COUP.554",142481,4.24
"3217","COUP.554",142500,3.28
"3218","COUP.554",143125,3.92
"3219","COUP.554",143304,3.01
"3220","COUP.554",143332,2.11
"3221","COUP.554",143405,4.04
"3222","COUP.554",144262,2.18
"3223","COUP.554",144297,4.06
"3224","COUP.554",144344,2.47
"3225","COUP.554",144363,2.98
"3226","COUP.554",144576,3.62
"3227","COUP.554",144721,9.85
"3228","COUP.554",144780,4.11
"3229","COUP.554",145135,3.65
"3230","COUP.554",145311,2.42
"3231","COUP.554",145509,3.97
"3232","COUP.554",146012,1.83
"3233","COUP.554",146024,5.51
"3234","COUP.554",146244,2.49
"3235","COUP.554",146709,2.63
"3236","COUP.554",146819,3.94
"3237","COUP.554",147076,3.51
"3238","COUP.554",147447,1.76
"3239","COUP.554",147494,2.66
"3240","COUP.554",147573,3.04
"3241","COUP.554",147642,3.54
"3242","COUP.554",147724,2.38
"3243","COUP.554",147830,5.65
"3244","COUP.554",147840,2.43
"3245","COUP.554",147874,2.42
"3246","COUP.554",147969,2.99
"3247","COUP.554",148116,3.83
"3248","COUP.554",148122,4.43
"3249","COUP.554",148176,6.78
"3250","COUP.554",148477,4.56
"3251","COUP.554",148512,2.31
"3252","COUP.554",148515,3.68
"3253","COUP.554",148550,5.1
"3254","COUP.554",148631,2.43
"3255","COUP.554",148663,3.56
"3256","COUP.554",148942,2.46
"3257","COUP.554",148989,4.46
"3258","COUP.554",149743,2
"3259","COUP.554",149894,3.5
"3260","COUP.554",150378,2.2
"3261","COUP.554",150400,4.67
"3262","COUP.554",150921,4.49
"3263","COUP.554",151138,4.1
"3264","COUP.554",151380,3.23
"3265","COUP.554",151615,3.67
"3266","COUP.554",151725,2.04
"3267","COUP.554",152077,1.7
"3268","COUP.554",152093,2.26
"3269","COUP.554",152159,3.55
"3270","COUP.554",152410,2.92
"3271","COUP.554",152573,5.46
"3272","COUP.554",152598,4.06
"3273","COUP.554",152605,3.43
"3274","COUP.554",152721,3.79
"3275","COUP.554",152900,3.89
"3276","COUP.554",153016,2.64
"3277","COUP.554",153167,5.57
"3278","COUP.554",153205,5.34
"3279","COUP.554",154178,2.78
"3280","COUP.554",154590,5.44
"3281","COUP.554",154844,3.05
"3282","COUP.554",154904,3.03
"3283","COUP.554",155008,6.54
"3284","COUP.554",155708,1.88
"3285","COUP.554",155818,6.82
"3286","COUP.554",156537,3.16
"3287","COUP.554",156898,3.04
"3288","COUP.554",157143,1.5
"3289","COUP.554",157234,2.18
"3290","COUP.554",157275,3.75
"3291","COUP.554",157545,3.87
"3292","COUP.554",157869,3.76
"3293","COUP.554",157988,1.66
"3294","COUP.554",158368,4.36
"3295","COUP.554",159311,4.31
"3296","COUP.554",159323,6.95
"3297","COUP.554",159367,2.09
"3298","COUP.554",159421,2.63
"3299","COUP.554",159619,2.82
"3300","COUP.554",159644,6.18
"3301","COUP.554",160033,4.97
"3302","COUP.554",160379,4.84
"3303","COUP.554",160617,2.43
"3304","COUP.554",161478,6.42
"3305","COUP.554",161575,2.57
"3306","COUP.554",161886,3.71
"3307","COUP.554",162166,3.28
"3308","COUP.554",162750,3.02
"3309","COUP.554",162932,2.42
"3310","COUP.554",163127,3.02
"3311","COUP.554",163149,3
"3312","COUP.554",164390,3.08
"3313","COUP.554",165637,2.84
"3314","COUP.554",165863,3.63
"3315","COUP.554",166343,3.98
"3316","COUP.554",167034,4.91
"3317","COUP.554",167355,3.19
"3318","COUP.554",167389,7.09
"3319","COUP.554",167747,3.61
"3320","COUP.554",167826,3.72
"3321","COUP.554",168011,5.69
"3322","COUP.554",168203,3.11
"3323","COUP.554",168709,3.33
"3324","COUP.554",168888,3.88
"3325","COUP.554",169217,4.17
"3326","COUP.554",169808,1.98
"3327","COUP.554",170311,5.04
"3328","COUP.554",170439,2.11
"3329","COUP.554",171221,2.95
"3330","COUP.554",171479,1.94
"3331","COUP.554",172004,4.55
"3332","COUP.554",172205,4.24
"3333","COUP.554",172314,2.35
"3334","COUP.554",172431,2.98
"3335","COUP.554",172537,2.34
"3336","COUP.554",172607,3.77
"3337","COUP.554",172698,6.21
"3338","COUP.554",172710,5.13
"3339","COUP.554",172754,2.39
"3340","COUP.554",173232,2.78
"3341","COUP.554",173646,2.43
"3342","COUP.554",174180,3.18
"3343","COUP.554",174353,5.09
"3344","COUP.554",174790,2.08
"3345","COUP.554",174950,2.87
"3346","COUP.554",175094,3.11
"3347","COUP.554",175569,4.09
"3348","COUP.554",175817,3.63
"3349","COUP.554",176112,1.93
"3350","COUP.554",176140,2.96
"3351","COUP.554",176294,2.27
"3352","COUP.554",176580,1.89
"3353","COUP.554",176599,3.94
"3354","COUP.554",176960,3.09
"3355","COUP.554",177120,2.72
"3356","COUP.554",178223,4.78
"3357","COUP.554",178578,3.49
"3358","COUP.554",178694,3.81
"3359","COUP.554",178973,4.26
"3360","COUP.554",179344,1.79
"3361","COUP.554",179558,3.81
"3362","COUP.554",180321,2.86
"3363","COUP.554",180443,2.89
"3364","COUP.554",180754,2.99
"3365","COUP.554",180792,5.31
"3366","COUP.554",181024,4.26
"3367","COUP.554",181169,3.04
"3368","COUP.554",181496,2.72
"3369","COUP.554",181568,3.76
"3370","COUP.554",182356,2.11
"3371","COUP.554",182683,3.55
"3372","COUP.554",184068,4.19
"3373","COUP.554",185051,1.97
"3374","COUP.554",185601,2.91
"3375","COUP.554",185698,5.87
"3376","COUP.554",185727,3.45
"3377","COUP.554",185802,3.55
"3378","COUP.554",185906,2.61
"3379","COUP.554",186361,3.19
"3380","COUP.554",186722,2.98
"3381","COUP.554",187369,5.69
"3382","COUP.554",187605,2.7
"3383","COUP.554",188249,2.92
"3384","COUP.554",188444,2.38
"3385","COUP.554",188670,6.05
"3386","COUP.554",189461,4.65
"3387","COUP.554",189920,1.89
"3388","COUP.554",190159,3.75
"3389","COUP.554",190190,5.08
"3390","COUP.554",190545,1.96
"3391","COUP.554",190925,5.93
"3392","COUP.554",191003,1.21
"3393","COUP.554",191107,2.63
"3394","COUP.554",191204,1.99
"3395","COUP.554",191267,4.47
"3396","COUP.554",192027,3.87
"3397","COUP.554",192093,3.8
"3398","COUP.554",192131,3.86
"3399","COUP.554",192866,1.39
"3400","COUP.554",193529,5.91
"3401","COUP.554",193529,3.54
"3402","COUP.554",194688,1.63
"3403","COUP.554",195027,2.38
"3404","COUP.554",195124,3.16
"3405","COUP.554",195165,3.01
"3406","COUP.554",195307,2.56
"3407","COUP.554",195850,4.57
"3408","COUP.554",196598,1.58
"3409","COUP.554",197596,5.49
"3410","COUP.554",197801,5.52
"3411","COUP.554",197917,5.08
"3412","COUP.554",197920,6.67
"3413","COUP.554",198338,2.87
"3414","COUP.554",198894,1.93
"3415","COUP.554",200015,3.15
"3416","COUP.554",200317,2.68
"3417","COUP.554",200690,2.5
"3418","COUP.554",201042,4.17
"3419","COUP.554",201463,3.3
"3420","COUP.554",202022,3.77
"3421","COUP.554",202371,3.6
"3422","COUP.554",202613,2.69
"3423","COUP.554",202628,2.52
"3424","COUP.554",202804,3.01
"3425","COUP.554",204004,4.66
"3426","COUP.554",204026,3.65
"3427","COUP.554",204070,4.36
"3428","COUP.554",204469,4.62
"3429","COUP.554",205286,3.32
"3430","COUP.554",205534,2.48
"3431","COUP.554",205603,2.96
"3432","COUP.554",205612,6.59
"3433","COUP.554",206024,2.12
"3434","COUP.554",206159,3.47
"3435","COUP.554",206184,1.14
"3436","COUP.554",206482,2.3
"3437","COUP.554",207327,2.36
"3438","COUP.554",207387,2.5
"3439","COUP.554",207767,3.11
"3440","COUP.554",208009,3.6
"3441","COUP.554",208782,4.99
"3442","COUP.554",208807,1.98
"3443","COUP.554",208935,2.74
"3444","COUP.554",208951,1.68
"3445","COUP.554",209061,1.18
"3446","COUP.554",209281,5.48
"3447","COUP.554",209636,4.07
"3448","COUP.554",210355,4.22
"3449","COUP.554",210368,4.72
"3450","COUP.554",210446,6.58
"3451","COUP.554",211304,3.75
"3452","COUP.554",211505,3.39
"3453","COUP.554",211596,3.17
"3454","COUP.554",211618,2.41
"3455","COUP.554",211687,4.02
"3456","COUP.554",212271,5.22
"3457","COUP.554",212384,4.76
"3458","COUP.554",212457,6.55
"3459","COUP.554",212510,3.29
"3460","COUP.554",212711,4.48
"3461","COUP.554",212796,4.55
"3462","COUP.554",212934,4.04
"3463","COUP.554",213182,2.32
"3464","COUP.554",213283,4.68
"3465","COUP.554",213644,3.59
"3466","COUP.554",213798,4.52
"3467","COUP.554",214856,2.77
"3468","COUP.554",214976,7.09
"3469","COUP.554",215004,1.85
"3470","COUP.554",215186,3.57
"3471","COUP.554",215387,4.13
"3472","COUP.554",216050,4.5
"3473","COUP.554",217253,4.23
"3474","COUP.554",218029,2.77
"3475","COUP.554",218098,6.65
"3476","COUP.554",218516,3.89
"3477","COUP.554",218823,3.56
"3478","COUP.554",219668,4.06
"3479","COUP.554",220259,5.93
"3480","COUP.554",220388,1.68
"3481","COUP.554",220479,4.49
"3482","COUP.554",220837,6.06
"3483","COUP.554",220934,7.55
"3484","COUP.554",221170,5.41
"3485","COUP.554",221198,4.52
"3486","COUP.554",221741,1.89
"3487","COUP.554",222335,3.93
"3488","COUP.554",222414,5.47
"3489","COUP.554",222527,3.59
"3490","COUP.554",222633,3.34
"3491","COUP.554",222655,2.39
"3492","COUP.554",222806,5.25
"3493","COUP.554",223767,4.22
"3494","COUP.554",224201,6.01
"3495","COUP.554",224317,3.78
"3496","COUP.554",224336,3.47
"3497","COUP.554",224436,3.43
"3498","COUP.554",225658,3.61
"3499","COUP.554",225693,2.99
"3500","COUP.554",226007,4.78
"3501","COUP.554",226117,4.03
"3502","COUP.554",226412,3.97
"3503","COUP.554",226456,6.08
"3504","COUP.554",226550,2.45
"3505","COUP.554",227207,4.1
"3506","COUP.554",227405,2.78
"3507","COUP.554",227624,2.39
"3508","COUP.554",227825,4.81
"3509","COUP.554",228067,3.01
"3510","COUP.554",228356,4.76
"3511","COUP.554",228567,5.08
"3512","COUP.554",228846,5.39
"3513","COUP.554",228988,3.44
"3514","COUP.554",229138,3.11
"3515","COUP.554",229314,3.79
"3516","COUP.554",229327,1.73
"3517","COUP.554",229330,5.14
"3518","COUP.554",229349,4.03
"3519","COUP.554",230191,3.51
"3520","COUP.554",230480,6.21
"3521","COUP.554",230505,4.56
"3522","COUP.554",230583,2.28
"3523","COUP.554",231158,1.89
"3524","COUP.554",231654,3.48
"3525","COUP.554",231994,2.66
"3526","COUP.554",232053,0.89
"3527","COUP.554",232075,4.14
"3528","COUP.554",232546,1.63
"3529","COUP.554",232725,1.87
"3530","COUP.554",233234,6.04
"3531","COUP.554",233250,3.22
"3532","COUP.554",233508,4.19
"3533","COUP.554",233570,0.92
"3534","COUP.554",234337,2.9
"3535","COUP.554",234519,3.26
"3536","COUP.554",234849,1.96
"3537","COUP.554",235175,5.5
"3538","COUP.554",235603,5.35
"3539","COUP.554",235804,3.96
"3540","COUP.554",236708,2.92
"3541","COUP.554",236894,4.62
"3542","COUP.554",237095,3.14
"3543","COUP.554",237581,3.01
"3544","COUP.554",238282,6.28
"3545","COUP.554",238869,5.81
"3546","COUP.554",239240,2.62
"3547","COUP.554",239655,1.4
"3548","COUP.554",240814,3
"3549","COUP.554",240942,2.97
"3550","COUP.554",241011,4.47
"3551","COUP.554",241545,4.85
"3552","COUP.554",241611,2.43
"3553","COUP.554",241684,2.15
"3554","COUP.554",241929,3.5
"3555","COUP.554",243527,2.9
"3556","COUP.554",243618,3.05
"3557","COUP.554",243716,3.84
"3558","COUP.554",243854,5.51
"3559","COUP.554",244033,3.08
"3560","COUP.554",244090,5.12
"3561","COUP.554",244244,10.06
"3562","COUP.554",245296,3.87
"3563","COUP.554",245742,2.22
"3564","COUP.554",246207,2.57
"3565","COUP.554",246945,3.36
"3566","COUP.554",247048,6.85
"3567","COUP.554",247089,5.9
"3568","COUP.554",247124,4.32
"3569","COUP.554",247334,3.24
"3570","COUP.554",248057,6.52
"3571","COUP.554",248170,3.18
"3572","COUP.554",248459,3.6
"3573","COUP.554",248465,2.97
"3574","COUP.554",248782,3.6
"3575","COUP.554",249178,3.56
"3576","COUP.554",249348,3.21
"3577","COUP.554",251082,2.13
"3578","COUP.554",251842,3.31
"3579","COUP.554",251845,2.81
"3580","COUP.554",252423,3.63
"3581","COUP.554",252451,3.95
"3582","COUP.554",252460,5.07
"3583","COUP.554",252608,6.64
"3584","COUP.554",253233,5.94
"3585","COUP.554",253327,4.19
"3586","COUP.554",254653,2.06
"3587","COUP.554",255567,5.33
"3588","COUP.554",256132,2.46
"3589","COUP.554",256214,4.56
"3590","COUP.554",256321,2.84
"3591","COUP.554",256340,4.34
"3592","COUP.554",256679,2.42
"3593","COUP.554",256760,1.81
"3594","COUP.554",256858,2.43
"3595","COUP.554",256987,1.86
