"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","y"
"1071",933.75,639.377,1.46,1.628,1932.125,1325,724.875,259.75,106.25,45.625,22,9.25,0.018,0.03,0.056,0.182,0.482,0.908,1.117,1.239,3.022,2.072,1.134,0.406,0.166,0.071,0.034,0.014,8.539,8.351,7.997,0.866,1.118,1.871,272.125,171,102.625,84.625,55.375,43.5,25.125,17.625,8.481,12.58,22.74,24.957,36.276,40.259,47.89,45.682,1.035,0.539,19.636,4.445,1458,581.5,127.75,26.5,10.125,4.125,1.375,0.25,474.125,743.5,597.125,233.25,96.125,41.5,20.625,9,43.592,434.408,-1
"1072",936.75,620.625,1.509,1.552,1639.75,1230.625,762.875,317.375,157.125,83.75,35,9.625,0.033,0.049,0.068,0.096,0.148,0.2,0.378,0.605,2.642,1.983,1.229,0.511,0.253,0.135,0.056,0.016,9.454,9.346,8.311,1.118,1.658,2.55,144.875,74.5,42.375,27.875,20.375,15.375,10.25,7.625,17.702,22.365,29.472,37.441,43.642,54.942,69.641,77.081,3.708,3.004,19.247,1.015,1191.375,416.5,60.5,2,0,0,0,0,448.375,814.125,702.375,315.375,157.125,83.75,35,9.625,49.096,503.382,-1
"1073",892.75,587.078,1.521,1.498,1581.625,1173.5,721.5,302.375,147.75,77.5,32.375,4.875,0.06,0.089,0.125,0.159,0.205,0.281,0.447,0.691,2.694,1.999,1.229,0.515,0.252,0.132,0.055,0.008,6.939,6.496,6.494,6.042,6.205,8.746,171.375,94.75,51.5,31.25,19.875,14.875,10.375,7.25,32.393,42.956,44.448,48.13,51.939,59.104,74.083,85.688,2.869,2.48,19.846,0.794,1160.75,412.875,52.875,1,0,0,0,0,420.875,760.625,668.625,301.375,147.75,77.5,32.375,4.875,46.624,473.356,-1
"1074",693.625,474.124,1.463,1.4,1323.75,867.5,439.625,149.375,81.25,42.875,15.875,3.625,0.132,0.223,0.408,0.867,1.077,1.228,1.321,1.493,2.792,1.83,0.927,0.315,0.171,0.09,0.033,0.008,6.979,6.855,6.43,1,1.225,2.121,257.75,144.875,82.375,48,27.5,20.5,14.625,9.875,43.657,59.384,65.392,76.994,94.199,111.758,131.436,164.057,0.986,0.893,16.81,1.308,1892.25,822.25,274.5,84.625,33.125,8,0,0,-568.5,45.25,165.125,64.75,48.125,34.875,15.875,3.625,NA,359.223,-1
"1075",774,535.783,1.445,1.507,1496.75,982.875,527,190.375,86.375,46.5,19,8.625,0.046,0.087,0.164,0.414,0.779,0.915,1.004,1.16,2.794,1.834,0.984,0.355,0.161,0.087,0.035,0.016,10.257,10.103,6.281,0.707,1.118,1.5,234.75,134.5,61.5,39.375,24.375,14.875,8.875,5.75,40.854,51.823,54.591,63.558,69.853,73.638,86.156,95.428,1.404,1.181,19.372,1.108,1175.25,591.5,245.375,80.625,33.25,8.625,0.125,0,321.5,391.375,281.625,109.75,53.125,37.875,18.875,8.625,36.212,466.198,-1
"1076",1322.375,841.747,1.571,1.737,1951.375,1125.625,637.875,282.125,149.125,79.25,34.75,8.75,0.051,0.098,0.155,0.231,0.284,0.324,0.338,0.286,2.318,1.337,0.758,0.335,0.177,0.094,0.041,0.01,7.709,7.102,6.692,7.228,7.583,0.866,420.5,210.75,99,59.5,34.625,26.75,18.75,13.875,21.512,30.085,38.124,40.531,38.681,48.186,52.167,64.872,1.506,1.332,21.66,1.674,1603.75,681.875,228.625,75.625,32.875,12,2.25,0,347.625,443.75,409.25,206.5,116.25,67.25,32.5,8.75,67.993,632.782,-1
"1077",1342,838.306,1.601,1.701,1835.875,1063.625,561.5,272.25,157.125,89.25,41.375,16.375,0.048,0.09,0.162,0.266,0.367,0.473,0.664,0.748,2.19,1.269,0.67,0.325,0.187,0.106,0.049,0.02,8.314,7.472,7.408,5.385,5.385,5.099,447.625,240.25,108.5,55.125,31.5,24.375,16.625,12.5,14.96,20.557,18.818,37.465,55.436,73.91,97.853,117.592,1.448,1.619,19.438,3.33,1549.875,632.75,193.25,65.625,30,13.5,3.25,0.125,286,430.875,368.25,206.625,127.125,75.75,38.125,16.25,72.062,652.815,-1
"1078",1268.625,790.153,1.606,1.646,1717.375,919.375,454.75,231.375,138.375,83.125,43.875,17,0.063,0.131,0.247,0.37,0.466,0.536,0.594,0.597,2.173,1.164,0.576,0.293,0.175,0.105,0.056,0.022,8.021,7.792,7.438,1.118,4.5,5,467.375,245.625,117.75,58.375,30,23.375,14.25,10,18.324,27.692,27.49,40.835,54.061,75.912,81.235,109.368,1.175,1.424,19.356,2.566,1458.375,582.625,174.75,66.75,31,12.375,3,0.125,259,336.75,280,164.625,107.375,70.75,40.875,16.875,65.435,588.773,-1
"1079",1250.25,800.353,1.562,1.703,1910.5,1144.25,614.875,237.5,111.875,62.875,30,10.125,0.038,0.072,0.111,0.169,0.292,0.337,0.335,0.258,2.387,1.43,0.768,0.297,0.14,0.079,0.037,0.013,7.779,7.49,7.35,0.707,1.225,0.707,405.25,210.375,108.875,61.25,38.5,30.5,20.875,15.625,14.774,15.181,7.085,16.58,42.079,50.31,80.168,89.775,1.028,1.027,20.868,12.018,1590.375,689,235.125,75.125,33.5,12,2.375,0,320.125,455.25,379.75,162.375,78.375,50.875,27.625,10.125,65.621,629.609,-1
"1080",1281.25,818.237,1.566,1.718,1840.625,1017.875,547.5,247.125,132.375,70,29.875,8.75,0.031,0.063,0.104,0.157,0.2,0.25,0.338,0.369,2.25,1.244,0.669,0.302,0.162,0.086,0.037,0.011,7.575,6.997,6.779,8.031,7.55,2.55,435.125,216.125,102.125,54.75,33.125,25.5,16.75,12.875,12.03,18.156,22.729,22.027,18.064,22.523,33.767,48.839,1.296,1.279,22.5,3.027,1533.5,641.75,214.875,72.75,32,10.875,2.25,0,307.125,376.125,332.625,174.375,100.375,59.125,27.625,8.75,66.072,604.772,-1
"1081",1190.5,757.229,1.572,1.646,1683.375,972.625,499.25,225.875,131.5,77,41.125,14.875,0.047,0.091,0.18,0.354,0.493,0.585,0.649,0.634,2.223,1.284,0.659,0.298,0.174,0.102,0.054,0.02,7.733,7.722,7.549,0.707,4.301,4.637,373.75,198,93.875,48.875,27.375,20.375,13,10.375,9.635,15.157,15.82,34.981,56.27,77.161,90.434,105.378,1.401,1.575,18.754,3.873,1352.625,563,184.875,70.25,32.75,14.375,3.625,0.625,330.75,409.625,314.375,155.625,98.75,62.625,37.5,14.25,61.674,578.709,-1
"1082",1218,769.019,1.584,1.646,1698,1009,530.25,229.625,137,81.25,43,16.375,0.054,0.096,0.178,0.38,0.491,0.572,0.637,0.585,2.208,1.312,0.69,0.299,0.178,0.106,0.056,0.021,7.866,7.739,7.726,5.937,6.344,0.707,395.25,207.125,97.125,51.5,29.375,21.875,14.625,11.25,10.449,17.632,19.137,39.057,60.3,81.474,100.787,114.04,1.411,1.578,19.171,3.263,1419.75,596.125,192.5,70.125,33,14.125,3.75,0.5,278.25,412.875,337.75,159.5,104,67.125,39.25,15.875,64.391,639.615,-1
"1083",1250.5,786.716,1.59,1.659,1859,1040.5,560.125,224.625,112.375,62.375,29.625,9,0.047,0.091,0.144,0.204,0.257,0.297,0.303,0.266,2.363,1.323,0.712,0.286,0.143,0.079,0.038,0.011,7.606,7.157,6.975,7.583,8.031,1.871,411.375,207.5,100.625,58.75,32.75,25.25,16.125,12.5,16.736,18.116,19.783,11.791,14.473,16.231,21.679,31.674,1.117,1.062,21.66,3.825,1553.875,643.75,214.25,69.625,31.125,12,2.625,0,305.125,396.75,345.875,155,81.25,50.375,27,9,63.327,628.716,-1
"1084",1131.375,728.972,1.552,1.636,1609.125,821.875,441,204.5,113.375,62.75,28.875,8.75,0.037,0.08,0.14,0.222,0.281,0.317,0.336,0.343,2.207,1.127,0.605,0.281,0.156,0.086,0.04,0.012,7.588,6.859,6.819,8.337,7.566,7.124,422,193.625,93.875,49.625,25,19.875,13,10.125,9.826,17.278,20.386,29.023,43.247,50.59,48.161,59.088,1.208,1.264,21.952,3.354,1363.875,561.375,202.25,70.375,31.25,10.875,2.125,0,245.25,260.5,238.75,134.125,82.125,51.875,26.75,8.75,57.418,524.686,-1
"1085",1304.875,832.704,1.567,1.732,1799.375,891.125,444,199.75,109.25,61.625,28.375,8.75,0.033,0.074,0.138,0.224,0.295,0.343,0.375,0.351,2.161,1.07,0.533,0.24,0.131,0.074,0.034,0.011,7.586,7.001,6.765,8.031,7.55,2.55,496.125,229.75,118.625,62.5,36.875,30.125,19,14.5,6.432,7.271,6.782,13.96,32.021,41.692,57.46,77.988,0.921,0.986,21.29,13.408,1523.375,624.625,211.375,70.625,30.5,10.125,2.125,0,276,266.5,232.625,129.125,78.75,51.5,26.25,8.75,67.27,602.799,-1
"1086",1244.875,796.875,1.562,1.699,1838.875,1027.375,541,212.75,111,63.625,28.625,9,0.038,0.077,0.123,0.19,0.272,0.312,0.323,0.273,2.308,1.289,0.679,0.267,0.139,0.08,0.036,0.011,7.589,7.166,6.963,7.583,8.031,1.871,432,214.125,107.125,62.375,34,26.875,18.875,14.5,13.53,14.654,7.57,8.613,40.449,42.251,70.235,66.803,1.036,1.02,21.125,11.036,1527.375,640.5,216.875,69.625,31.25,10.875,2.125,0,311.5,386.875,324.125,143.125,79.75,52.75,26.5,9,65.528,609.191,-1
"1087",1207.375,766.323,1.576,1.652,1738.5,1051,557.75,231.375,131.875,77.375,41.375,15,0.046,0.081,0.153,0.372,0.531,0.627,0.697,0.682,2.269,1.371,0.728,0.302,0.172,0.101,0.054,0.02,7.735,7.723,7.565,0.707,4.301,4.637,378.75,197.375,97.625,51.625,29.875,22,15.125,11.5,7.028,11.5,15.675,34.741,56.503,76.617,91.526,101.025,1.351,1.499,18.737,4.127,1418,595.375,187.875,69.625,32.5,14,3.375,0.375,320.5,455.625,369.875,161.75,99.375,63.375,38,14.625,63.693,595.164,-1
"1088",1216.625,769.751,1.581,1.651,1608.875,861.25,451.125,226.875,136.875,81.625,43.125,16.75,0.069,0.14,0.241,0.368,0.456,0.526,0.578,0.584,2.09,1.119,0.586,0.295,0.178,0.106,0.056,0.022,7.999,7.771,7.424,1.118,4.5,5,425.625,198.125,94.375,46,24.25,18.75,12.125,7.375,10.425,9.975,5.266,15.827,29.075,45.076,49.971,60.439,1.45,1.774,18.875,10.875,1355.375,528,172.5,67.5,31.75,12.875,3.375,0.25,253.5,333.25,278.625,159.375,105.125,68.75,39.75,16.5,61.28,554.756,-1
"1089",1230,735.646,1.672,1.525,1588.625,848.375,419.25,207.625,125.25,76.875,42.5,15.125,0.066,0.134,0.253,0.39,0.482,0.556,0.59,0.649,2.159,1.153,0.57,0.282,0.17,0.104,0.058,0.021,7.886,7.849,7.762,1.118,4.183,4.717,414,185.625,99.125,44.125,21,15.5,10.125,6.5,9.634,9.233,11.931,24.131,35.27,41.652,53.069,67.761,1.264,1.742,19.522,4.868,1338.625,531,159.125,61.75,29,12.5,3.5,0.625,250,317.375,260.125,145.875,96.25,64.375,39,14.5,66.785,596.836,-1
"1090",1344.875,845.026,1.592,1.718,1864,998,548,253.625,135.625,75.875,36.5,10.875,0.028,0.06,0.104,0.164,0.213,0.253,0.279,0.246,2.206,1.181,0.649,0.3,0.16,0.09,0.043,0.013,8.043,7.727,6.865,0.707,3.202,2.958,439.75,218.375,102.125,56,29.75,24.375,16,12.625,16.105,18.143,20.351,19.423,19.297,22.141,24.753,30.722,1.328,1.355,21.069,3.305,1543.25,626.125,208.75,69.875,32.25,11.625,3.125,0.125,320.75,371.875,339.25,183.75,103.375,64.25,33.375,10.75,69.828,646.809,-1
"1091",1276.625,801.085,1.594,1.67,1732,927.25,454.875,218.25,131.375,77.125,40.375,14.25,0.063,0.13,0.252,0.406,0.513,0.593,0.675,0.678,2.162,1.157,0.568,0.272,0.164,0.096,0.05,0.018,7.802,7.758,7.706,4.301,4.637,0.707,477.375,252.875,127,71.125,39.75,31.375,21.125,16.25,22.458,34.118,39.577,60.059,84.451,98.038,115.19,140.398,1.034,1.084,18.943,2.171,1482.625,602.75,185.625,66.25,30,12.625,2.75,0.25,249.375,324.5,269.25,152,101.375,64.5,37.625,14,67.947,610.779,-1
"1092",1267.5,814.949,1.555,1.726,1754.75,866.5,444.375,204.875,113.75,62.75,29,8.875,0.028,0.061,0.109,0.179,0.23,0.269,0.28,0.294,2.153,1.063,0.545,0.251,0.14,0.077,0.036,0.011,7.588,6.874,6.839,8.337,7.566,7.124,480.75,216.75,108.125,57.25,28.25,21.75,13.5,10,7.252,16.094,17.132,27.879,52.267,68.102,86.323,109.881,1.052,1.096,23.288,4.51,1479.625,587.25,200.375,69.5,30.75,10.375,2,0,275.125,279.25,244,135.375,83,52.375,27,8.875,63.115,568.783,-1
"1093",1216.875,773.758,1.573,1.663,1752.625,1061.25,557.75,218.875,132.5,77.625,41.375,15.125,0.047,0.083,0.16,0.426,0.536,0.633,0.702,0.696,2.265,1.372,0.721,0.283,0.171,0.1,0.053,0.02,7.738,7.726,7.572,0.707,4.301,4.637,387.625,201.5,101.625,54.25,31.125,23,15.625,11.75,7.452,12.07,16.818,35.889,57.266,77.071,90.827,101.606,1.304,1.431,18.665,4.003,1456.625,613.125,191.75,69.125,32.5,14,3.25,0.375,296,448.125,366,149.75,100,63.625,38.125,14.75,64.391,639.615,-1
"1094",1264,804.576,1.571,1.698,1901.375,1110.125,589.625,231.25,109.25,60.25,28.125,9.125,0.035,0.067,0.105,0.178,0.297,0.356,0.368,0.328,2.363,1.38,0.733,0.287,0.136,0.075,0.035,0.011,8.188,7.374,7.22,0.707,0.707,0.707,398.875,207.625,101.625,57.125,34,25.625,17,13,13.759,15.244,13.951,12.19,24.224,30.894,47.435,64.926,1.075,1.055,21.123,5.607,1547,663.75,238.625,78.625,35.5,13.625,3.25,0,354.375,446.375,351,152.625,73.75,46.625,24.875,9.125,63.327,628.716,-1
"1095",850.25,576.478,1.475,1.531,1516.375,1010,554.875,214.5,100,53.625,21.875,6,0.033,0.062,0.12,0.288,0.542,0.623,0.618,0.64,2.63,1.752,0.963,0.372,0.173,0.093,0.038,0.01,8.199,7.306,6.997,6.285,6.205,0.707,227,117.5,48,28.625,17.25,8.75,5,2.625,38.726,57.063,64.884,85.344,101.391,119.613,137.377,180.173,2.083,1.873,16.455,0.609,1153.75,529.625,208.75,79.375,36.25,13.125,1.625,0,362.625,480.375,346.125,135.125,63.75,40.5,20.25,6,40.267,508.235,-1
"1096",676.5,462.055,1.464,1.381,1171.5,776.125,465.75,185.5,95,52.875,24,5.75,0.052,0.083,0.118,0.194,0.296,0.342,0.319,0.136,2.535,1.68,1.008,0.401,0.206,0.114,0.052,0.012,7.803,6.985,6.618,6.062,6.325,0.866,172.625,100.5,59.875,40.125,28.25,22.125,16.25,12.25,26.677,40.705,58.721,79.194,98.686,104.397,111.849,125.479,1.587,1.318,15.958,1.066,885.75,329.25,66.5,16,5.875,1.5,0,0,285.75,446.875,399.25,169.5,89.125,51.375,24,5.75,32.819,330.364,-1
"1097",884.75,595.854,1.485,1.546,1627.875,1164.625,686.125,284.875,156,87.375,41.125,7.625,0.041,0.067,0.122,0.276,0.396,0.476,0.553,0.711,2.732,1.955,1.151,0.478,0.262,0.147,0.069,0.013,7.319,6.922,6.79,0.707,6.892,7.141,197.375,117.75,55.125,32.625,19,14.625,9.125,7.5,26.49,38.991,51.376,63.945,83.671,96.926,129.166,138.619,2.83,2.678,18.43,0.707,1143.25,381,36.625,1.25,0,0,0,0,484.625,783.625,649.5,283.625,156,87.375,41.125,7.625,42.702,442.874,-1
"1098",910.5,614.555,1.482,1.573,1530.375,1036.5,623.125,254.375,129,61,20.125,5.25,0.022,0.032,0.042,0.058,0.095,0.193,0.457,0.94,2.49,1.687,1.014,0.414,0.21,0.099,0.033,0.009,7.368,7.354,6.773,1,1.658,0.866,213.375,107.625,71.5,53.125,39.375,29.625,24.25,17.375,37.237,66.775,82.838,95.343,100.118,111.808,115.621,121.656,1.804,1.148,20.076,0.809,1146.625,413.5,88.5,15.75,5.375,1.75,0,0,383.75,623,534.625,238.625,123.625,59.25,20.125,5.25,47.199,431.496,-1
"1099",1018.25,673.681,1.511,1.615,1739.125,1305.25,816.75,382.5,210.75,114.25,45.125,8,0.029,0.045,0.089,0.215,0.287,0.337,0.477,0.69,2.582,1.937,1.212,0.568,0.313,0.17,0.067,0.012,7.335,6.877,6.77,0.707,6.892,6.892,152,84,45.25,26.875,16,11,8.25,5.75,59.314,86.797,111.756,139.434,170.388,197.753,214.09,272.117,4.657,4.251,19.099,0.214,1238,412.875,43,0.125,0,0,0,0,501.125,892.375,773.75,382.375,210.75,114.25,45.125,8,50.209,514.962,-1
"1100",872.25,584.488,1.492,1.523,1532.125,1053.375,627.875,277.375,156.5,87.375,41.125,7.625,0.045,0.07,0.132,0.343,0.481,0.577,0.657,0.843,2.621,1.802,1.074,0.475,0.268,0.149,0.07,0.013,7.338,6.94,6.811,0.707,6.892,7.141,240.375,135.375,59.375,32.75,19.125,14.5,10,8.125,13.138,21.942,48.254,77.526,109.143,111.535,143.719,158.012,2.636,2.668,18.478,0.79,1114.75,357.25,27.625,0,0,0,0,0,417.375,696.125,600.25,277.375,156.5,87.375,41.125,7.625,42.793,424.884,-1
"1101",901.5,606.927,1.485,1.56,1683.125,1246.25,740.625,288.875,155.875,87.375,41,7.25,0.043,0.062,0.115,0.314,0.453,0.542,0.622,0.817,2.773,2.053,1.22,0.476,0.257,0.144,0.068,0.012,7.314,6.917,6.785,0.707,6.892,7.141,203.125,116.75,59.625,36.25,21.75,15.75,10.5,8.5,23.349,34.57,50.368,65.233,87.284,96.747,133.438,143.59,2.614,2.41,18.479,0.793,1209.625,411,36.25,0.625,0,0,0,0,473.5,835.25,704.375,288.25,155.875,87.375,41,7.25,44.721,459.329,-1
"1102",823.625,519.815,1.584,1.353,1219.5,706.375,402.375,203,118.875,67.5,30.5,5.625,0.074,0.14,0.238,0.359,0.437,0.505,0.557,0.744,2.346,1.359,0.774,0.391,0.229,0.13,0.059,0.011,6.932,6.627,6.528,0.707,0.707,0.707,279.875,134.5,53.375,25.875,14.375,11,7.75,5,17.73,26.246,44.166,65.307,91.742,101.684,122.361,133.277,2.227,2.609,17.696,0.818,925.875,263.625,19.375,0,0,0,0,0,293.625,442.75,383,203,118.875,67.5,30.5,5.625,42.131,388.467,-1
"1103",899.375,571.147,1.575,1.427,1360.125,870.625,527.625,257.625,147,79.125,37.5,11.75,0.08,0.136,0.207,0.327,0.433,0.538,0.681,0.797,2.381,1.524,0.924,0.451,0.257,0.139,0.066,0.021,8.661,7.578,6.956,5.937,4.583,1.5,216,91.375,42.125,25,14,10.875,7.125,5.25,23.713,35.233,41.462,46.332,56.414,63.479,86.832,98.353,3.49,3.165,19.944,0.647,997.75,296.25,20.625,0,0,0,0,0,362.375,574.375,507,257.625,147,79.125,37.5,11.75,48.089,456.563,-1
"1104",1052.625,694.731,1.515,1.636,1605.5,978.125,562.5,274,149,79.75,32.5,12.375,0.069,0.131,0.225,0.327,0.392,0.454,0.509,0.583,2.311,1.408,0.81,0.394,0.214,0.115,0.047,0.018,7.758,7.639,7.148,1.871,1.225,0.707,277.75,143.625,67.875,38.625,20.625,16.75,11,7.875,64.378,95.616,120.525,146.196,176.076,191.477,206.007,231.745,2.195,2.065,18.871,0.362,1259,447.375,100,29.5,11.875,4.125,0.375,0,346.5,530.75,462.5,244.5,137.125,75.625,32.125,12.375,53.586,505.636,-1
"1105",923.5,615.036,1.502,1.553,1539.5,951.5,521.75,227.125,120.75,69,36.375,12.25,0.096,0.173,0.298,0.459,0.605,0.714,0.79,0.731,2.503,1.547,0.848,0.369,0.196,0.112,0.059,0.02,7.724,7.39,7,1.581,2.739,1.225,299.75,163.75,76,40.625,20.875,16.625,10.875,8.125,43.958,61.169,73.164,84.503,103.754,110.996,99.666,126.183,1.589,1.698,18.98,0.76,1199.875,406.25,47.125,13,5.25,1.75,0.25,0,339.625,545.25,474.625,214.125,115.5,67.25,36.125,12.25,46.84,451.975,-1
"1106",886.25,565.697,1.567,1.428,1295.75,710.375,374,188.375,114.25,68.5,34.625,13.125,0.07,0.139,0.259,0.41,0.513,0.599,0.7,0.807,2.291,1.256,0.661,0.333,0.202,0.121,0.061,0.023,8.736,8.25,7.156,0.866,4.77,4.583,326.5,161.125,72.25,37.75,20.875,15.75,11,7.375,15.544,24.979,33.158,46.349,60.592,67.015,84.361,85.811,1.581,1.815,16.712,1.577,996.875,304.25,21.375,0,0,0,0,0,298.875,406.125,352.625,188.375,114.25,68.5,34.625,13.125,49.327,446.571,-1
"1107",843.625,552.27,1.528,1.447,1542.75,1125.875,653.25,246,123.75,67.875,30.375,5.125,0.049,0.073,0.125,0.255,0.378,0.441,0.512,0.658,2.793,2.039,1.183,0.445,0.224,0.123,0.055,0.009,6.893,6.552,6.498,6.042,6.205,8.746,199.875,110.375,60.5,38.375,23.5,17.375,13,8.875,26.328,37.605,52.119,66.957,79.327,97.546,112.013,134.223,2.045,1.769,19.671,0.908,1113.75,382.5,45.625,0.125,0,0,0,0,429,743.375,607.625,245.875,123.75,67.875,30.375,5.125,44.152,443.33,-1
"1108",659.125,453.877,1.452,1.379,1228.25,768.5,423.875,124.75,56,30.125,11.125,0.875,0.025,0.042,0.07,0.334,0.608,0.699,0.813,1.438,2.706,1.693,0.934,0.275,0.123,0.066,0.025,0.002,6.386,6.241,6.195,3.5,0.707,3.775,266.875,155.25,93,62.5,46.125,38.5,30,22.75,11.323,22.66,27.6,32.738,38.292,43.261,46.901,54.388,0.602,0.482,17.1,5.373,933.25,311.125,38.625,0,0,0,0,0,295,457.375,385.25,124.75,56,30.125,11.125,0.875,34.083,312.417,-1
"1109",987.25,670.472,1.472,1.654,1637.625,996.875,544.5,200,97.875,54,20.25,3.875,0.138,0.246,0.41,0.779,1.075,1.252,1.433,1.621,2.442,1.487,0.812,0.298,0.146,0.081,0.03,0.006,7.132,6.601,6.459,0.707,0.707,0.707,367.5,171.625,111.5,72,51.75,41.375,32.625,24,35.736,42.933,40.673,34.367,32.566,30.836,36.781,35.28,0.878,0.75,20.874,2.822,1355.625,529.5,139.375,27.25,10.125,1.375,0,0,282,467.375,405.125,172.75,87.75,52.625,20.25,3.875,47.226,434.625,-1
"1110",685.75,459.933,1.491,1.353,1218.25,762.5,382.75,178.5,99.75,52.125,18.75,3.875,0.157,0.277,0.514,0.81,0.999,1.149,1.278,1.443,2.649,1.658,0.832,0.388,0.217,0.113,0.041,0.008,7.076,7.031,6.485,3.674,3.674,1.225,239,135.875,64.75,35.875,20.25,15.5,9.75,8.25,44.737,60.371,78.53,94.186,114.423,134.225,155.126,166.202,1.541,1.453,15.013,0.711,1819.125,836.125,321.375,106.25,42,10,0,0,-600.875,-73.625,61.375,72.25,57.75,42.125,18.75,3.875,NA,310.353,-1
"1111",822.75,553.671,1.486,1.489,1529.375,1021.875,599.75,252.875,130.875,72.625,33.5,7.75,0.028,0.048,0.066,0.102,0.147,0.242,0.379,0.895,2.762,1.846,1.083,0.457,0.236,0.131,0.061,0.014,8.084,7.463,7.184,1.225,1.581,0.707,278.5,168.875,95.125,63.75,45.625,37.375,25.5,20.375,12.315,14.774,17.966,25.177,36.299,45.437,40.199,53.741,1.376,1.139,18.876,4.506,1123.75,419.25,67.375,14.5,5.375,2.125,0,0,405.625,602.625,532.375,238.375,125.5,70.5,33.5,7.75,40.713,387.395,-1
"1112",826.625,556.515,1.485,1.493,1391.5,851.5,489.75,174,69.75,32.5,13.375,3.625,0.048,0.089,0.145,0.29,0.486,0.644,0.892,0.948,2.5,1.53,0.88,0.313,0.125,0.058,0.024,0.007,6.868,6.859,6.426,1.5,1.118,1.414,264.125,147.25,71.25,45.625,32,24.25,18.75,13.5,25.42,37.511,52.517,65.877,76.877,91.485,90.002,113.458,0.979,0.712,15.869,1.717,1105.375,422.75,88,15.25,4.75,1.375,0,0,286.125,428.75,401.75,158.75,65,31.125,13.375,3.625,44.819,428.323,-1
"1113",1244.25,768.175,1.62,1.609,1726.875,930.875,496.25,213.75,110.375,58.625,26.125,6.75,0.031,0.065,0.112,0.203,0.306,0.423,0.571,0.717,2.248,1.212,0.646,0.278,0.144,0.076,0.034,0.009,8.616,7.511,7.3,6.874,7.399,1.225,422,216,105.25,59.625,35,27,17.75,13.375,11.022,19.338,31.975,43.981,65.469,68.998,80.216,92.986,1.049,0.983,17.85,2.461,1467.625,676.625,275.25,87.5,32.875,9.125,1.75,0.125,259.25,254.25,221,126.25,77.5,49.5,24.375,6.625,65.265,585.745,-1
"1114",953,627.319,1.519,1.55,1677.125,1105.625,618.75,250.875,136.125,68.625,28,7.625,0.056,0.093,0.153,0.282,0.396,0.566,0.889,0.925,2.673,1.762,0.986,0.4,0.217,0.109,0.045,0.012,8.254,7.886,6.89,0.707,11.522,10.874,294.25,175.5,101,65.5,54.375,44.5,35.875,25.375,21.473,28.898,40.532,57.678,66.653,70.324,76.511,79.994,1.348,1.048,18.214,2.098,2157.125,877.125,280,64.25,19.375,4.25,0,0,-480,228.5,338.75,186.625,116.75,64.375,28,7.625,NA,455.514,-1
"1115",923.125,609.541,1.514,1.533,1652.125,1075.375,561.875,214.875,119,61.875,26.375,5.5,0.061,0.102,0.193,0.381,0.515,0.658,0.906,1.585,2.71,1.764,0.922,0.353,0.195,0.102,0.043,0.009,8.268,7.903,6.435,0.707,1.118,1.5,335.25,208.375,120.375,80.5,65.375,54.625,42.75,30.125,17.148,19.344,18.84,18.405,19.921,18.973,21.902,20.227,0.989,0.769,16.392,5.904,4364.25,1268.25,393.25,71.125,21.875,5.375,0,0,-2712.125,-192.875,168.625,143.75,97.125,56.5,26.375,5.5,NA,436.471,-1
"1116",1237.5,789.089,1.568,1.684,1696.625,816.75,416,189.875,104.75,58.25,28,8.5,0.026,0.058,0.104,0.173,0.224,0.267,0.28,0.307,2.15,1.035,0.527,0.241,0.133,0.074,0.035,0.011,7.587,6.849,6.828,8.337,7.697,7.5,472.25,220.5,100,51.5,25.75,20.25,12.625,9.625,6.128,11.163,23.82,38.967,58.827,69.077,80.301,95.317,1.048,1.131,22.163,3.135,1430.875,549.625,180.375,57.125,23.875,7,1.625,0,265.75,267.125,235.625,132.75,80.875,51.25,26.375,8.5,62.699,565.779,-1
"1117",1266.375,786.068,1.611,1.636,1739.625,904.875,467.625,215.125,119.75,66.25,29.625,8.625,0.023,0.049,0.092,0.144,0.182,0.202,0.224,0.214,2.213,1.151,0.595,0.274,0.152,0.084,0.038,0.011,7.613,6.984,6.657,7.649,7.842,7.81,464.5,229.875,106,55.5,27.375,20.25,12.625,9.25,10.824,18.38,25.507,35.165,41.398,53.445,57.469,59.094,1.13,1.194,20.918,2.741,1453,577.75,173.125,58,23.375,7.5,1.5,0.25,286.625,327.125,294.5,157.125,96.375,58.75,28.125,8.375,66.43,603.784,-1
"1118",1289.125,779.102,1.655,1.586,1665.75,872.625,435.5,212.5,127.875,78.625,41.375,16.125,0.059,0.123,0.225,0.356,0.441,0.502,0.543,0.537,2.138,1.12,0.559,0.273,0.164,0.101,0.053,0.021,8.021,7.786,7.075,1.118,5.362,4.848,459.5,207,107.125,50.875,25.75,19.125,13,9.5,9.574,8.976,11.451,19.012,33.78,48.94,64.92,96.712,1.194,1.545,19.282,5.701,1407.625,531.5,153.25,52.75,22.625,8.75,2,0,258.125,341.125,282.25,159.75,105.25,69.875,39.375,16.125,67.628,601.812,-1
