"","name","country.etc","pop","lat","long","capital"
"499","Lenexa KS","KS",43935,38.96,-94.79,0
"500","Leominster MA","MA",42479,42.52,-71.77,0
"501","Levittown NY","NY",52390,40.72,-73.51,0
"502","Levittown PA","PA",52889,40.15,-74.85,0
"503","Lewisville TX","TX",97496,33.04,-96.98,0
"504","Lexington KY","KY",274245,38.04,-84.46,0
"505","Lima OH","OH",39543,40.74,-84.11,0
"506","Lincoln CA","CA",40805,38.89,-121.3,0
"507","Lincoln NE","NE",245301,40.82,-96.69,2
"508","Linden NJ","NJ",39964,40.63,-74.24,0
"509","Little Rock AR","AR",184323,34.72,-92.35,2
"510","Littleton CO","CO",41063,39.59,-105.01,0
"511","Livermore CA","CA",81787,37.69,-121.76,0
"512","Livonia MI","MI",97722,42.4,-83.37,0
"513","Lodi CA","CA",64068,38.12,-121.29,0
"514","Logan UT","UT",45262,41.74,-111.84,0
"515","Lombard IL","IL",42917,41.87,-88.01,0
"516","Lompoc CA","CA",40924,34.66,-120.47,0
"517","Long Beach CA","CA",486571,33.79,-118.16,0
"518","Longmont CO","CO",85988,40.17,-105.11,0
"519","Longview TX","TX",76372,32.52,-94.76,0
"520","Lorain OH","OH",67692,41.44,-82.18,0
"521","Los Angeles CA","CA",3911500,34.11,-118.41,0
"522","Louisville KY","KY",241072,38.22,-85.74,0
"523","Loveland CO","CO",61578,40.42,-105.07,0
"524","Lowell MA","MA",103085,42.64,-71.32,0
"525","Lower Merion PA","PA",60579,40.03,-75.28,0
"526","Lubbock TX","TX",213587,33.58,-101.88,0
"527","Lynchburg VA","VA",65485,37.4,-79.19,0
"528","Lynn MA","MA",89786,42.47,-70.96,0
"529","Lynwood CA","CA",72890,33.92,-118.2,0
"530","MacAllen TX","TX",125985,26.22,-98.24,0
"531","MacKinney TX","TX",108976,33.2,-96.65,0
"532","MacLean VA","VA",39731,38.94,-77.18,0
"533","Macon GA","GA",93755,32.84,-83.66,0
"534","Madera CA","CA",53222,36.97,-120.08,0
"535","Madison AL","AL",39516,34.7,-86.75,0
"536","Madison WI","WI",227642,43.08,-89.39,2
"537","Malden MA","MA",55066,42.43,-71.06,0
"538","Manchester NH","NH",110384,42.98,-71.44,0
"539","Manhattan KS","KS",45671,39.19,-96.59,0
"540","Mansfield OH","OH",50010,40.76,-82.53,0
"541","Manteca CA","CA",69588,37.8,-121.22,0
"542","Maple Grove MN","MN",62021,45.11,-93.46,0
"543","Margate FL","FL",55844,26.25,-80.21,0
"544","Marietta GA","GA",61946,33.95,-84.54,0
"545","Marshfield MA","MA",60784,42.09,-70.71,0
"546","Medford MA","MA",53579,42.42,-71.11,0
"547","Medford OR","OR",70717,42.34,-122.85,0
"548","Melbourne FL","FL",77320,28.11,-80.64,0
"549","Memphis TN","TN",639736,35.11,-90.01,0
"550","Mentor OH","OH",49597,41.69,-81.33,0
"551","Merced CA","CA",74415,37.3,-120.48,0
"552","Meriden CT","CT",59558,41.54,-72.8,0
"553","Meridian ID","ID",48376,43.61,-116.4,0
"554","Mesa AZ","AZ",461167,33.42,-111.74,0
"555","Mesquite TX","TX",132746,32.77,-96.6,0
"556","Metairie LA","LA",141606,30,-90.18,0
"557","Methuen MA","MA",45666,42.73,-71.19,0
"558","Miami Beach FL","FL",89531,25.81,-80.14,0
"559","Miami FL","FL",386740,25.78,-80.21,0
"560","Middletown CT","CT",51189,41.55,-72.65,0
"561","Middletown OH","OH",53027,39.51,-84.37,0
"562","Midland MI","MI",42516,43.62,-84.23,0
"563","Midland TX","TX",98261,32.03,-102.1,0
"564","Midwest City OK","OK",55090,35.46,-97.37,0
"565","Milford CT","CT",51360,41.23,-73.06,0
"566","Milpitas CA","CA",62671,37.43,-121.89,0
"567","Milwaukee WI","WI",575250,43.06,-87.97,0
"568","Minneapolis MN","MN",364726,44.96,-93.27,0
"569","Minnetonka MN","MN",49918,44.93,-93.46,0
"570","Miramar FL","FL",123116,25.98,-80.33,0
"571","Mishawaka IN","IN",49534,41.67,-86.17,0
"572","Mission TX","TX",65215,26.21,-98.32,0
"573","Mission Viejo CA","CA",97001,33.61,-117.65,0
"574","Missoula MT","MT",64391,46.87,-114.01,0
"575","Missouri City TX","TX",73529,29.57,-95.54,0
"576","Mobile AL","AL",188467,30.68,-88.09,0
"577","Modesto CA","CA",221674,37.66,-120.99,0
"578","Moline IL","IL",42427,41.49,-90.49,0
"579","Monroe LA","LA",51292,32.51,-92.08,0
"580","Montclair NJ","NJ",39801,40.82,-74.21,0
"581","Montebello CA","CA",64727,34.02,-118.11,0
"582","Monterey Park CA","CA",63766,34.05,-118.13,0
"583","Montgomery AL","AL",197653,32.35,-86.28,2
"584","Montgomery Village MD","MD",42453,39.18,-77.19,0
"585","Montpelier VT","VT",8003,44.26,-72.57,2
"586","Moore OK","OK",48749,35.33,-97.47,0
"587","Moreno Valley CA","CA",174068,33.93,-117.21,0
"588","Mount Pleasant SC","SC",61690,32.82,-79.86,0
"589","Mount Prospect IL","IL",55100,42.07,-87.94,0
"590","Mount Vernon NY","NY",68048,40.91,-73.83,0
"591","Mountain View CA","CA",67788,37.4,-122.08,0
"592","Muncie IN","IN",64771,40.2,-85.39,0
"593","Murfreesboro TN","TN",88161,35.85,-86.39,0
"594","Murray UT","UT",56848,40.65,-111.89,0
"595","Murrieta CA","CA",97999,33.56,-117.21,0
"596","Muskegon MI","MI",40058,43.23,-86.26,0
"597","Nampa ID","ID",77893,43.58,-116.56,0
"598","Napa CA","CA",77884,38.3,-122.3,0
"599","Naperville IL","IL",147178,41.76,-88.15,0
"600","Nashua NH","NH",87113,42.75,-71.49,0
"601","Nashville TN","TN",523547,36.17,-86.78,2
"602","National City CA","CA",64065,32.67,-117.1,0
"603","New Bedford MA","MA",94039,41.66,-70.94,0
"604","New Braunfels TX","TX",47533,29.7,-98.12,0
"605","New Britain CT","CT",71362,41.68,-72.79,0
"606","New Brunswick NJ","NJ",51044,40.49,-74.45,0
"607","New Haven CT","CT",125030,41.31,-72.92,0
"608","New Milford CT","CT",58524,41.58,-73.41,0
"609","New Orleans LA","LA",454207,30.07,-89.93,0
"610","New Rochelle NY","NY",72865,40.92,-73.78,0
"611","New York NY","NY",8124427,40.67,-73.94,0
"612","Newark CA","CA",43018,37.52,-122.03,0
"613","Newark NJ","NJ",281378,40.72,-74.17,0
"614","Newark OH","OH",46870,40.07,-82.42,0
"615","Newport Beach CA","CA",79305,33.61,-117.87,0
"616","Newport News VA","VA",183941,37.08,-76.51,0
"617","Newton MA","MA",84969,42.33,-71.21,0
"618","Niagara Falls NY","NY",52509,43.09,-79.02,0
"619","Norfolk VA","VA",248182,36.92,-76.24,0
"620","Normal IL","IL",52497,40.52,-89,0
"621","Norman OK","OK",102925,35.23,-97.34,0
"622","North Atlanta GA","GA",45739,33.86,-84.33,0
"623","North Bergen NJ","NJ",64575,40.79,-74.03,0
"624","North Bethesda MD","MD",45600,39.04,-77.12,0
"625","North Brunswick Township NJ","NJ",39567,40.45,-74.48,0
"626","North Charleston SC","SC",83247,32.91,-80.04,0
"627","North Fort Myers FL","FL",47790,26.71,-81.89,0
"628","North Highlands CA","CA",46156,38.67,-121.38,0
"629","North Las Vegas NV","NV",177751,36.27,-115.14,0
"630","North Little Rock AR","AR",58771,34.79,-92.26,0
"631","North Miami Beach FL","FL",39551,25.93,-80.17,0
"632","North Miami FL","FL",58238,25.9,-80.17,0
"633","North Port FL","FL",41919,27.05,-82.19,0
"634","North Richland Hills TX","TX",64317,32.86,-97.22,0
"635","Norwalk CA","CA",110002,33.91,-118.08,0
"636","Norwalk CT","CT",84801,41.09,-73.42,0
"637","Novato CA","CA",49005,38.09,-122.56,0
"638","Novi MI","MI",55079,42.48,-83.49,0
"639","O'Fallon MO","MO",79091,38.78,-90.71,0
"640","Oak Lawn IL","IL",54638,41.72,-87.75,0
"641","Oak Park IL","IL",48922,41.89,-87.79,0
"642","Oakland CA","CA",393632,37.77,-122.22,0
"643","Ocala FL","FL",50241,29.19,-82.13,0
"644","Oceanside CA","CA",172251,33.23,-117.31,0
"645","Odessa TX","TX",91246,31.87,-102.35,0
"646","Ogden UT","UT",78572,41.23,-111.97,0
"647","Oklahoma City OK","OK",538141,35.47,-97.51,2
"648","Olathe KS","KS",118165,38.89,-94.81,0
"649","Olympia WA","WA",45403,47.04,-122.89,2
"650","Omaha NE","NE",417809,41.26,-96.01,0
"651","Ontario CA","CA",175805,34.05,-117.61,0
"652","Orange CA","CA",134868,33.81,-117.82,0
"653","Orem UT","UT",94758,40.3,-111.7,0
"654","Orland Park IL","IL",56731,41.61,-87.85,0
"655","Orlando FL","FL",211226,28.5,-81.37,0
"656","Oshkosh WI","WI",62967,44.02,-88.55,0
"657","Overland Park KS","KS",169520,38.91,-94.68,0
"658","Owensboro KY","KY",54513,37.76,-87.12,0
"659","Oxnard CA","CA",190658,34.2,-119.21,0
"660","Pahrump NV","NV",44614,36.2,-115.99,0
"661","Palatine IL","IL",68308,42.11,-88.04,0
"662","Palm Bay FL","FL",91080,27.99,-80.66,0
"663","Palm Beach Gardens FL","FL",50768,26.84,-80.12,0
"664","Palm Coast FL","FL",43487,29.57,-81.21,0
"665","Palm Desert CA","CA",50126,33.73,-116.38,0
"666","Palm Harbor FL","FL",65500,28.09,-82.76,0
"667","Palm Springs CA","CA",47434,33.78,-116.53,0
"668","Palmdale CA","CA",139337,34.61,-118.09,0
"669","Palo Alto CA","CA",56084,37.4,-122.14,0
"670","Paradise NV","NV",221051,36.08,-115.13,0
"671","Paramount CA","CA",57672,33.9,-118.16,0
"672","Parker CO","CO",45478,39.51,-104.76,0
"673","Parkway-South Sacramento CA","CA",39984,38.51,-121.45,0
"674","Parma OH","OH",81917,41.38,-81.73,0
"675","Parsippany-Troy Hills Township NJ","NJ",52051,40.86,-74.42,0
"676","Pasadena CA","CA",146676,34.16,-118.14,0
"677","Pasadena TX","TX",145351,29.66,-95.15,0
"678","Pasco WA","WA",45774,46.25,-119.13,0
"679","Passaic NJ","NJ",69035,40.86,-74.13,0
"680","Paterson NJ","NJ",151523,40.91,-74.16,0
"681","Pawtucket RI","RI",75297,41.87,-71.37,0
"682","Peabody MA","MA",50698,42.53,-70.97,0
"683","Pearland TX","TX",59287,29.56,-95.28,0
"684","Pembroke Pines FL","FL",160157,26.01,-80.34,0
"685","Penn Hills PA","PA",44124,40.48,-79.83,0
"686","Pensacola FL","FL",53652,30.44,-87.19,0
"687","Peoria AZ","AZ",146634,33.69,-112.24,0
"688","Peoria IL","IL",112894,40.74,-89.61,0
"689","Perris CA","CA",48555,33.79,-117.22,0
"690","Perth Amboy NJ","NJ",49448,40.52,-74.27,0
"691","Petaluma CA","CA",55536,38.24,-122.63,0
"692","Pharr TX","TX",63806,26.18,-98.19,0
"693","Philadelphia PA","PA",1439814,40.01,-75.13,0
"694","Phoenix AZ","AZ",1450884,33.54,-112.07,2
"695","Pico Rivera CA","CA",66874,33.99,-118.09,0
"696","Pierre SD","SD",14052,44.37,-100.34,2
"697","Pine Bluff AR","AR",52802,34.21,-92.02,0
"698","Pine Hills FL","FL",46248,28.58,-81.46,0
"699","Pinellas Park FL","FL",46469,27.86,-82.71,0
"700","Pittsburg CA","CA",64106,38.02,-121.89,0
"701","Pittsburgh PA","PA",316272,40.44,-79.98,0
"702","Pittsfield MA","MA",43821,42.45,-73.26,0
"703","Placentia CA","CA",49679,33.88,-117.85,0
"704","Plainfield NJ","NJ",47769,40.62,-74.42,0
"705","Plano TX","TX",260415,33.05,-96.75,0
"706","Plantation FL","FL",86330,26.13,-80.26,0
"707","Pleasanton CA","CA",67119,37.67,-121.89,0
"708","Plymouth MA","MA",133313,41.96,-70.67,0
"709","Plymouth MN","MN",73505,45.02,-93.46,0
"710","Pocatello ID","ID",50496,42.88,-112.47,0
"711","Pomona CA","CA",157501,34.06,-117.76,0
"712","Pompano Beach FL","FL",90446,26.24,-80.13,0
"713","Pontiac MI","MI",67952,42.65,-83.29,0
"714","Port Arthur TX","TX",56728,29.9,-93.93,0
"715","Port Charlotte FL","FL",49840,26.99,-82.11,0
"716","Port Orange FL","FL",55891,29.11,-81.01,0
"717","Port Saint Lucie FL","FL",126377,27.28,-80.35,0
"718","Portage MI","MI",46666,42.2,-85.59,0
"719","Porterville CA","CA",45703,36.06,-119.03,0
"720","Portland ME","ME",62882,43.66,-70.28,0
"721","Portland OR","OR",542751,45.54,-122.66,0
"722","Portsmouth VA","VA",98664,36.86,-76.36,0
"723","Potomac MD","MD",45119,39.03,-77.2,0
"724","Poway CA","CA",49943,32.99,-117.02,0
"725","Prescott AZ","AZ",41432,34.58,-112.45,0
"726","Providence RI","RI",178295,41.82,-71.42,2
"727","Provo UT","UT",105832,40.25,-111.64,0
"728","Pueblo CO","CO",104659,38.27,-104.62,0
"729","Quincy IL","IL",39549,39.93,-91.39,0
"730","Quincy MA","MA",89347,42.26,-71.01,0
"731","Racine WI","WI",78703,42.73,-87.81,0
"732","Raleigh NC","NC",350822,35.82,-78.66,2
"733","Rancho Cordova CA","CA",59972,38.6,-121.3,0
"734","Rancho Cucamonga CA","CA",177721,34.12,-117.57,0
"735","Rancho Palos Verdes CA","CA",42966,33.76,-118.36,0
"736","Rancho Santa Margarita CA","CA",52447,33.64,-117.6,0
"737","Rapid City SD","SD",62302,44.08,-103.23,0
"738","Reading PA","PA",79476,40.34,-75.93,0
"739","Redan GA","GA",40141,33.74,-84.16,0
"740","Redding CA","CA",93865,40.57,-122.36,0
"741","Redford MI","MI",49542,42.39,-83.29,0
"742","Redlands CA","CA",71605,34.06,-117.17,0
"743","Redmond WA","WA",47662,47.67,-122.11,0
"744","Redondo Beach CA","CA",68669,33.86,-118.38,0
"745","Redwood City CA","CA",71340,37.52,-122.21,0
"746","Reno NV","NV",206626,39.54,-119.82,0
"747","Renton WA","WA",57369,47.48,-122.2,0
"748","Reston VA","VA",61977,38.95,-77.35,0
"749","Revere MA","MA",46259,42.42,-70.99,0
"750","Rialto CA","CA",103423,34.11,-117.39,0
"751","Richardson TX","TX",107481,32.97,-96.71,0
"752","Richland WA","WA",46156,46.29,-119.29,0
"753","Richmond CA","CA",103818,37.95,-122.36,0
"754","Richmond VA","VA",189498,37.53,-77.47,2
"755","Rio Rancho NM","NM",66833,35.27,-106.66,0
"756","Riverside CA","CA",306351,33.94,-117.4,0
"757","Roanoke VA","VA",90410,37.28,-79.96,0
"758","Rochester Hills MI","MI",68879,42.67,-83.16,0
"759","Rochester MN","MN",98227,44.01,-92.48,0
"760","Rochester NY","NY",209587,43.17,-77.62,0
"761","Rock Hill SC","SC",61899,34.94,-81.03,0
"762","Rockford IL","IL",153148,42.27,-89.06,0
"763","Rocklin CA","CA",59546,38.8,-121.24,0
"764","Rockville MD","MD",63516,39.08,-77.15,0
"765","Rocky Mount NC","NC",56008,35.96,-77.81,0
"766","Rogers AR","AR",46984,36.33,-94.13,0
"767","Rohnert Park CA","CA",41154,38.35,-122.7,0
"768","Romeoville IL","IL",46960,41.65,-88.09,0
"769","Rosemead CA","CA",56542,34.07,-118.08,0
"770","Roseville CA","CA",120444,38.76,-121.29,0
"771","Roseville MI","MI",47190,42.51,-82.94,0
"772","Roswell GA","GA",76825,34.04,-84.36,0
"773","Roswell NM","NM",43788,33.37,-104.53,0
"774","Round Rock TX","TX",95330,30.52,-97.67,0
"775","Rowland Heights CA","CA",53112,33.98,-117.89,0
"776","Rowlett TX","TX",57174,32.91,-96.55,0
"777","Royal Oak MI","MI",57043,42.51,-83.15,0
"778","Sacramento CA","CA",480392,38.57,-121.47,2
"779","Saginaw MI","MI",56685,43.42,-83.95,0
"780","Saint Charles MO","MO",62284,38.79,-90.52,0
"781","Saint Clair Shores MI","MI",60089,42.49,-82.89,0
"782","Saint Cloud MN","MN",59074,45.55,-94.17,0
"783","Saint George UT","UT",63952,37.08,-113.58,0
"784","Saint Joseph MO","MO",71282,39.76,-94.82,0
"785","Saint Louis MO","MO",315546,38.64,-90.24,0
"786","Saint Louis Park MN","MN",44032,44.95,-93.36,0
"787","Saint Paul MN","MN",272469,44.95,-93.1,2
"788","Saint Peters MO","MO",54258,38.78,-90.61,0
"789","Saint Petersburg FL","FL",245804,27.76,-82.64,0
"790","Salem NH","NH",42859,42.53,-70.87,0
"791","Salem OR","OR",148942,44.92,-123.02,2
"792","Salina KS","KS",45715,38.82,-97.62,0
"793","Salinas CA","CA",150050,36.68,-121.64,0
"794","Salt Lake City UT","UT",177318,40.78,-111.93,2
"795","San Angelo TX","TX",88143,31.45,-100.45,0
"796","San Antonio TX","TX",1278171,29.46,-98.51,0
"797","San Bernardino CA","CA",205743,34.14,-117.29,0
"798","San Bruno CA","CA",39523,37.62,-122.43,0
"799","San Buenaventura CA","CA",106518,34.27,-119.26,0
"800","San Clemente CA","CA",64987,33.45,-117.61,0
"801","San Diego CA","CA",1299352,32.81,-117.14,0
"802","San Francisco CA","CA",723724,37.77,-122.45,0
"803","San Gabriel CA","CA",41861,34.09,-118.1,0
"804","San Jose CA","CA",897883,37.3,-121.85,0
"805","San Leandro CA","CA",80015,37.71,-122.15,0
"806","San Luis Obispo CA","CA",44098,35.27,-120.66,0
"807","San Marcos CA","CA",73020,33.14,-117.17,0
"808","San Marcos TX","TX",49051,29.88,-97.93,0
"809","San Mateo CA","CA",89495,37.56,-122.31,0
"810","San Rafael CA","CA",55133,37.98,-122.51,0
"811","San Ramon CA","CA",46278,37.76,-121.95,0
"812","Sandwich MA","MA",51140,41.76,-70.5,0
"813","Sandy Springs GA","GA",96496,33.94,-84.37,0
"814","Sandy UT","UT",89698,40.57,-111.85,0
"815","Sanford FL","FL",46777,28.79,-81.28,0
"816","Santa Ana CA","CA",344086,33.74,-117.88,0
"817","Santa Barbara CA","CA",86115,34.43,-119.72,0
"818","Santa Clara CA","CA",102178,37.37,-121.97,0
"819","Santa Clarita CA","CA",172730,34.41,-118.51,0
"820","Santa Cruz CA","CA",54583,36.97,-122.04,0
"821","Santa Fe NM","NM",70598,35.68,-105.95,2
"822","Santa Maria CA","CA",87107,34.94,-120.44,0
"823","Santa Monica CA","CA",89112,34.01,-118.49,0
"824","Santa Rosa CA","CA",156669,38.45,-122.7,0
"825","Santee CA","CA",52505,32.86,-116.98,0
"826","Sarasota FL","FL",53422,27.34,-82.55,0
"827","Savannah GA","GA",124898,32.02,-81.13,0
"828","Sayreville NJ","NJ",43390,40.47,-74.32,0
"829","Schaumburg IL","IL",73071,42.03,-88.08,0
"830","Schenectady NY","NY",59930,42.8,-73.93,0
"831","Scottsdale AZ","AZ",230949,33.69,-111.87,0
"832","Scranton PA","PA",72516,41.4,-75.67,0
"833","Seattle Hill-Silver Firs WA","WA",42238,47.88,-121.16,0
"834","Seattle WA","WA",570430,47.62,-122.35,0
"835","Severn MD","MD",43718,39.14,-76.69,0
"836","Shawnee KS","KS",59626,39.02,-94.8,0
"837","Sheboygan WI","WI",48123,43.75,-87.73,0
"838","Shelton CT","CT",39988,41.3,-73.14,0
"839","Shoreline WA","WA",51316,47.75,-122.36,0
"840","Shreveport LA","LA",196228,32.47,-93.8,0
"841","Sierra Vista AZ","AZ",42088,31.57,-110.32,0
"842","Silver Spring MD","MD",78119,39.01,-77.02,0
"843","Simi Valley CA","CA",121033,34.26,-118.75,0
"844","Sioux City IA","IA",82863,42.5,-96.39,0
"845","Sioux Falls SD","SD",143534,43.54,-96.73,0
"846","Skokie IL","IL",64350,42.04,-87.74,0
"847","Smyrna GA","GA",47442,33.87,-84.52,0
"848","Somerville MA","MA",74802,42.39,-71.1,0
"849","South Bend IN","IN",102927,41.68,-86.27,0
"850","South Gate CA","CA",100612,33.94,-118.19,0
"851","South Hill WA","WA",47384,47.14,-122.27,0
"852","South San Francisco CA","CA",58176,37.66,-122.42,0
"853","South Valley NM","NM",39544,35.01,-106.68,0
"854","South Whittier CA","CA",59657,33.93,-118.03,0
"855","Southaven MS","MS",40806,34.97,-90,0
"856","Southfield MI","MI",76506,42.48,-83.26,0
"857","Southglenn CO","CO",41951,39.59,-104.95,0
"858","Sparks NV","NV",88518,39.54,-119.74,0
"859","Spokane WA","WA",197513,47.67,-117.41,0
"860","Spring Hill FL","FL",103782,28.48,-82.56,0
"861","Spring Valley NV","NV",176522,36.11,-115.24,0
"862","Springdale AR","AR",58761,36.18,-94.15,0
"863","Springfield IL","IL",116725,39.78,-89.64,2
"864","Springfield MA","MA",152095,42.12,-72.54,0
"865","Springfield MO","MO",150128,37.2,-93.29,0
"866","Springfield OH","OH",63915,39.93,-83.8,0
"867","Springfield OR","OR",56575,44.05,-122.98,0
"868","Stamford CT","CT",122011,41.1,-73.55,0
"869","State College PA","PA",42420,40.79,-77.86,0
"870","Sterling Heights MI","MI",127027,42.58,-83.03,0
"871","Sterling VA","VA",56529,39.01,-77.43,0
"872","Stillwater OK","OK",43473,36.13,-97.07,0
"873","Stockton CA","CA",299188,37.97,-121.31,0
"874","Stratford CT","CT",51466,41.2,-73.13,0
"875","Strongsville OH","OH",45073,41.31,-81.83,0
"876","Suffolk VA","VA",84396,36.7,-76.64,0
"877","Sugar Land TX","TX",78502,29.62,-95.62,0
"878","Sumter SC","SC",40018,33.94,-80.39,0
"879","Sun City AZ","AZ",41380,33.62,-112.28,0
"880","Sunnyvale CA","CA",125486,37.39,-122.03,0
"881","Sunrise FL","FL",92094,26.15,-80.3,0
"882","Sunrise Manor NV","NV",195581,36.19,-115.05,0
"883","Surprise AZ","AZ",74962,33.66,-112.47,0
"884","Syracuse NY","NY",140793,43.04,-76.14,0
"885","Tacoma WA","WA",197621,47.25,-122.46,0
"886","Tallahassee FL","FL",154114,30.46,-84.28,2
"887","Tamarac FL","FL",60021,26.2,-80.26,0
"888","Tamiami FL","FL",72493,25.76,-80.4,0
"889","Tampa FL","FL",328578,27.96,-82.48,0
"890","Taunton MA","MA",57377,41.9,-71.09,0
"891","Taylor MI","MI",64874,42.23,-83.27,0
"892","Taylorsville UT","UT",58200,40.66,-111.94,0
"893","Teaneck NJ","NJ",40197,40.89,-74.01,0
"894","Temecula CA","CA",90347,33.5,-117.13,0
"895","Tempe AZ","AZ",158313,33.39,-111.93,0
"896","Temple TX","TX",55916,31.1,-97.36,0
"897","Terre Haute IN","IN",56544,39.47,-87.38,0
"898","Texas City TX","TX",44321,29.41,-94.96,0
"899","The Colony TX","TX",45532,33.09,-96.89,0
"900","The Hammocks FL","FL",75402,25.67,-80.44,0
"901","The Woodlands TX","TX",80285,30.16,-95.49,0
"902","Thornton CO","CO",109695,39.89,-104.96,0
"903","Thousand Oaks CA","CA",130136,34.19,-118.87,0
"904","Tigard OR","OR",48122,45.43,-122.77,0
"905","Tinley Park IL","IL",59056,41.57,-87.8,0
"906","Titusville FL","FL",43054,28.59,-80.82,0
"907","Toledo OH","OH",305292,41.66,-83.58,0
"908","Toms River NJ","NJ",127934,39.94,-74.17,0
"909","Tonawanda CDP NY","NY",59175,42.98,-78.88,0
"910","Topeka KS","KS",121229,39.04,-95.69,2
"911","Torrance CA","CA",146264,33.83,-118.34,0
"912","Town'n'Country FL","FL",80599,28.01,-82.58,0
"913","Towson MD","MD",54075,39.4,-76.62,0
"914","Tracy CA","CA",89639,37.74,-121.43,0
"915","Trenton NJ","NJ",84653,40.22,-74.76,2
"916","Troy MI","MI",81296,42.58,-83.14,0
"917","Troy NY","NY",47993,42.73,-73.68,0
"918","Tuckahoe VA","VA",43996,37.59,-77.59,0
"919","Tucson AZ","AZ",525268,32.2,-110.89,0
"920","Tulare CA","CA",51365,36.2,-119.34,0
"921","Tulsa OK","OK",379833,36.13,-95.92,0
"922","Turlock CA","CA",70570,37.5,-120.85,0
"923","Tuscaloosa AL","AL",80164,33.24,-87.54,0
"924","Tustin CA","CA",69024,33.73,-117.81,0
"925","Twin Falls ID","ID",39383,42.56,-114.46,0
"926","Tyler TX","TX",92155,32.33,-95.3,0
"927","Union City CA","CA",70125,37.6,-122.02,0
"928","Union City NJ","NJ",65939,40.77,-74.03,0
"929","Union NJ","NJ",57198,40.7,-74.27,0
"930","Upland CA","CA",75365,34.12,-117.66,0
"931","Urbana IL","IL",39834,40.11,-88.21,0
"932","Utica NY","NY",58151,43.1,-75.23,0
"933","Vacaville CA","CA",98110,38.36,-121.97,0
"934","Valdosta GA","GA",45909,30.85,-83.28,0
"935","Vallejo CA","CA",121146,38.11,-122.26,0
"936","Vancouver WA","WA",161034,45.63,-122.64,0
"937","Vestavia Hills AL","AL",39397,33.43,-86.79,0
"938","Victoria TX","TX",62296,28.82,-96.98,0
"939","Victorville CA","CA",87903,34.52,-117.33,0
"940","Vineland NJ","NJ",58511,39.46,-75,0
"941","Virginia Beach VA","VA",453884,36.74,-76.04,0
"942","Visalia CA","CA",110620,36.33,-119.32,0
"943","Vista CA","CA",93266,33.19,-117.24,0
"944","WASHINGTON DC","DC",548359,38.91,-77.02,0
"945","Waco TX","TX",119911,31.57,-97.18,0
"946","Walnut Creek CA","CA",65334,37.9,-122.04,0
"947","Walpole MA","MA",45127,42.14,-71.25,0
"948","Waltham MA","MA",58407,42.39,-71.24,0
"949","Warner Robins GA","GA",59593,32.61,-83.63,0
"950","Warren MI","MI",132537,42.49,-83.03,0
"951","Warren OH","OH",44933,41.24,-80.82,0
"952","Warwick RI","RI",88443,41.7,-71.42,0
"953","Waterbury CT","CT",108645,41.56,-73.04,0
"954","Waterford MI","MI",76204,42.66,-83.39,0
"955","Waterloo IA","IA",65260,42.49,-92.35,0
"956","Watsonville CA","CA",45659,36.92,-121.77,0
"957","Waukegan IL","IL",93664,42.37,-87.87,0
"958","Waukesha WI","WI",68725,43.01,-88.24,0
"959","Wauwatosa WI","WI",45076,43.06,-88.03,0
"960","Wayne NJ","NJ",58667,40.95,-74.25,0
"961","Wellington FL","FL",56712,26.66,-80.25,0
"962","West Allis WI","WI",58958,43.01,-88.03,0
"963","West Babylon NY","NY",43595,40.71,-73.36,0
"964","West Bloomfield Township MI","MI",70520,42.57,-83.38,0
"965","West Covina CA","CA",110646,34.05,-117.91,0
"966","West Des Moines IA","IA",57126,41.57,-93.75,0
"967","West Hartford CT","CT",67156,41.77,-72.75,0
"968","West Haven CT","CT",53545,41.27,-72.97,0
"969","West Jordan UT","UT",105629,40.6,-111.99,0
"970","West New York NY","NY",46091,40.77,-73.98,0
"971","West Orange NJ","NJ",48754,40.79,-74.26,0
"972","West Palm Beach FL","FL",95924,26.75,-80.13,0
"973","West Sacramento CA","CA",43656,38.56,-121.55,0
"974","West Seneca NY","NY",44418,42.84,-78.75,0
"975","West Valley City UT","UT",113989,40.69,-112.01,0
"976","Westborough MA","MA",41520,42.27,-71.62,0
"977","Westfield MA","MA",41068,42.14,-72.76,0
"978","Westland MI","MI",84414,42.32,-83.38,0
"979","Westminster CA","CA",90187,33.75,-117.99,0
"980","Westminster CO","CO",104708,39.88,-105.05,0
"981","Weston FL","FL",72902,26.1,-80.4,0
"982","Weymouth MA","MA",54444,42.21,-70.95,0
"983","Wheaton IL","IL",54365,41.86,-88.11,0
"984","Wheaton-Glenmont MD","MD",61095,39.06,-77.05,0
"985","White Plains NY","NY",58084,41.02,-73.76,0
"986","Whittier CA","CA",86182,33.97,-118.02,0
"987","Wichita Falls TX","TX",100616,33.9,-98.52,0
"988","Wichita KS","KS",356051,37.69,-97.34,0
"989","Wilkes-Barre PA","PA",40242,41.25,-75.88,0
"990","Wilmington DE","DE",71065,39.74,-75.53,0
"991","Wilmington NC","NC",93097,34.21,-77.91,0
"992","Wilson NC","NC",47191,35.73,-77.92,0
"993","Winston-Salem NC","NC",194826,36.1,-80.26,0
"994","Woodbury MN","MN",52052,44.91,-92.92,0
"995","Woodland CA","CA",52266,38.68,-121.77,0
"996","Woonsocket RI","RI",46297,42,-71.5,0
"997","Worcester MA","MA",177973,42.27,-71.81,0
