"","Tree.ID","Forest","HabType","Decade","Dbhib","Height","Age","Forest.ID","Hab.ID","dbhib.cm","height.m"
"293","50",5,5,2,4.2,29.5,24,"Nez Perce","PA/Pach",10.668,8.99159998633277
"294","50",5,5,3,2.5,14.3,14,"Nez Perce","PA/Pach",6.35,4.35863999337487
"295","51",5,5,0,12.3,73.8,82,"Nez Perce","PA/Pach",31.242,22.4942399658088
"296","51",5,5,1,10.5,62.7,72,"Nez Perce","PA/Pach",26.67,19.1109599709513
"297","51",5,5,2,8.2,57.1,62,"Nez Perce","PA/Pach",20.828,17.4040799735458
"298","51",5,5,3,6.5,38.7,52,"Nez Perce","PA/Pach",16.51,11.7957599820704
"299","51",5,5,4,4.8,25.7,42,"Nez Perce","PA/Pach",12.192,7.83335998809329
"300","51",5,5,5,2.7,12.8,32,"Nez Perce","PA/Pach",6.858,3.90143999406981
"301","52",5,4,0,16.4,116.5,112,"Nez Perce","AG/Pach",41.656,35.509199946026
"302","52",5,4,1,15.1,109.8,102,"Nez Perce","AG/Pach",38.354,33.4670399491301
"303","52",5,4,2,14,103.9,92,"Nez Perce","AG/Pach",35.56,31.6687199518635
"304","52",5,4,3,12.9,97.3,82,"Nez Perce","AG/Pach",32.766,29.6570399549213
"305","52",5,4,4,11.7,88.1,72,"Nez Perce","AG/Pach",29.718,26.8528799591836
"306","52",5,4,5,10.1,72.1,62,"Nez Perce","AG/Pach",25.654,21.9760799665964
"307","52",5,4,6,8.9,58.9,52,"Nez Perce","AG/Pach",22.606,17.9527199727119
"308","52",5,4,7,8.1,46.4,42,"Nez Perce","AG/Pach",20.574,14.1427199785031
"309","52",5,4,8,6.4,36.3,32,"Nez Perce","AG/Pach",16.256,11.0642399831824
"310","52",5,4,9,4.5,23.8,22,"Nez Perce","AG/Pach",11.43,7.25423998897355
"311","52",5,4,10,2.3,13.8,12,"Nez Perce","AG/Pach",5.842,4.20623999360652
"312","53",5,5,0,21.9,103.8,101,"Nez Perce","PA/Pach",55.626,31.6382399519099
"313","53",5,5,1,19.6,98.1,91,"Nez Perce","PA/Pach",49.784,29.9008799545507
"314","53",5,5,2,17.3,92.6,81,"Nez Perce","PA/Pach",43.942,28.2244799570988
"315","53",5,5,3,15.7,87,71,"Nez Perce","PA/Pach",39.878,26.5175999596932
"316","53",5,5,4,13.7,77.4,61,"Nez Perce","PA/Pach",34.798,23.5915199641409
"317","53",5,5,5,10.8,65.4,51,"Nez Perce","PA/Pach",27.432,19.9339199697004
"318","53",5,5,6,8,45.9,41,"Nez Perce","PA/Pach",20.32,13.9903199787347
"319","53",5,5,7,5.2,26.3,31,"Nez Perce","PA/Pach",13.208,8.01623998781531
"320","53",5,5,8,2.9,15.6,21,"Nez Perce","PA/Pach",7.366,4.75487999277258
"321","53",5,5,9,1.2,8.7,11,"Nez Perce","PA/Pach",3.048,2.65175999596932
"322","54",5,3,0,12.2,97.9,61,"Nez Perce","Th/Pach",30.988,29.8399199546433
"323","54",5,3,1,10.6,84.6,51,"Nez Perce","Th/Pach",26.924,25.7860799608052
"324","54",5,3,2,8.2,64,41,"Nez Perce","Th/Pach",20.828,19.5071999703491
"325","54",5,3,3,5.6,43,31,"Nez Perce","Th/Pach",14.224,13.1063999800783
"326","54",5,3,4,3.4,26.2,21,"Nez Perce","Th/Pach",8.636,7.98575998786164
"327","54",5,3,5,1.6,14.9,11,"Nez Perce","Th/Pach",4.064,4.54151999309689
"328","55",5,3,0,13.2,93,53,"Nez Perce","Th/Pach",33.528,28.3463999569135
"329","55",5,3,1,10.6,80,43,"Nez Perce","Th/Pach",26.924,24.3839999629363
"330","55",5,3,2,7.5,54.9,33,"Nez Perce","Th/Pach",19.05,16.733519974565
"331","55",5,3,3,5.3,29.9,23,"Nez Perce","Th/Pach",13.462,9.11351998614745
"332","55",5,3,4,2.9,17,13,"Nez Perce","Th/Pach",7.366,5.18159999212397
"333","56",5,4,0,14.3,105.8,53,"Nez Perce","AG/Pach",36.322,32.2478399509833
"334","56",5,4,1,11.8,88.7,43,"Nez Perce","AG/Pach",29.972,27.0357599589056
"335","56",5,4,2,7.8,67.5,33,"Nez Perce","AG/Pach",19.812,20.5739999687275
"336","56",5,4,3,5.4,40.9,23,"Nez Perce","AG/Pach",13.716,12.4663199810512
"337","56",5,4,4,2.9,28.6,13,"Nez Perce","AG/Pach",7.366,8.71727998674973
"338","57",5,5,0,29.2,147,129,"Nez Perce","PA/Pach",74.168,44.8055999318955
"339","57",5,5,1,27.6,138.5,119,"Nez Perce","PA/Pach",70.104,42.2147999358335
"340","57",5,5,2,26.2,128.8,109,"Nez Perce","PA/Pach",66.548,39.2582399403275
"341","57",5,5,3,25.3,124.3,99,"Nez Perce","PA/Pach",64.262,37.8866399424123
"342","57",5,5,4,23.3,119.4,89,"Nez Perce","PA/Pach",59.182,36.3931199446825
"343","57",5,5,5,20.2,108,79,"Nez Perce","PA/Pach",51.308,32.918399949964
"344","57",5,5,6,17.8,101.6,69,"Nez Perce","PA/Pach",45.212,30.9676799529291
"345","57",5,5,7,15.2,95,59,"Nez Perce","PA/Pach",38.608,28.9559999559869
"346","57",5,5,8,12.2,85.5,49,"Nez Perce","PA/Pach",30.988,26.0603999603882
"347","57",5,5,9,9.5,70.7,39,"Nez Perce","PA/Pach",24.13,21.549359967245
"348","57",5,5,10,7.3,53.5,29,"Nez Perce","PA/Pach",18.542,16.3067999752137
"349","57",5,5,11,5,33.1,19,"Nez Perce","PA/Pach",12.7,10.0888799846649
"350","57",5,5,12,2.3,15.3,9,"Nez Perce","PA/Pach",5.842,4.66343999291157
"351","58",5,5,0,15.1,87,59,"Nez Perce","PA/Pach",38.354,26.5175999596932
"352","58",5,5,1,10.8,78,49,"Nez Perce","PA/Pach",27.432,23.7743999638629
"353","58",5,5,2,8.9,61.1,39,"Nez Perce","PA/Pach",22.606,18.6232799716926
"354","58",5,5,3,7.1,41.8,29,"Nez Perce","PA/Pach",18.034,12.7406399806342
"355","58",5,5,4,5.1,28.9,19,"Nez Perce","PA/Pach",12.954,8.80871998661075
"356","58",5,5,5,2.1,13.9,9,"Nez Perce","PA/Pach",5.334,4.23671999356019
"357","59",4,3,0,26.8,161.7,129,"Clearwater","Th/Pach",68.072,49.286159925085
"358","59",4,3,1,25,154.4,119,"Clearwater","Th/Pach",63.5,47.0611199284671
"359","59",4,3,2,22.7,147.2,109,"Clearwater","Th/Pach",57.658,44.8665599318028
"360","59",4,3,3,20.6,141.3,99,"Clearwater","Th/Pach",52.324,43.0682399345363
"361","59",4,3,4,18.9,135.6,89,"Clearwater","Th/Pach",48.006,41.3308799371771
"362","59",4,3,5,16.5,125.3,79,"Clearwater","Th/Pach",41.91,38.191439941949
"363","59",4,3,6,14.7,116.4,69,"Clearwater","Th/Pach",37.338,35.4787199460723
"364","59",4,3,7,12.3,99.3,59,"Clearwater","Th/Pach",31.242,30.2666399539947
"365","59",4,3,8,10.5,91.1,49,"Clearwater","Th/Pach",26.67,27.7672799577937
"366","59",4,3,9,8.1,75.2,39,"Clearwater","Th/Pach",20.574,22.9209599651601
"367","59",4,3,10,5.8,52.6,29,"Clearwater","Th/Pach",14.732,16.0324799756306
"368","59",4,3,11,4.3,27.8,19,"Clearwater","Th/Pach",10.922,8.47343998712037
"369","59",4,3,12,1.6,10.8,9,"Clearwater","Th/Pach",4.064,3.2918399949964
"370","60",3,5,0,18,91.6,69,"St. Joe","PA/Pach",45.72,27.9196799575621
"371","60",3,5,1,15.4,81.2,59,"St. Joe","PA/Pach",39.116,24.7497599623804
"372","60",3,5,2,12.8,70.4,49,"St. Joe","PA/Pach",32.512,21.457919967384
"373","60",3,5,3,10.1,55.2,39,"St. Joe","PA/Pach",25.654,16.8249599744261
"374","60",3,5,4,7.3,38.1,29,"St. Joe","PA/Pach",18.542,11.6128799823484
"375","60",3,5,5,4.1,21.4,19,"St. Joe","PA/Pach",10.414,6.52271999008546
"376","60",3,5,6,1.5,10.4,9,"St. Joe","PA/Pach",3.81,3.16991999518172
"377","61",3,1,0,26.6,160.3,130,"St. Joe","Ts/Pac",67.564,48.8594399257337
"378","61",3,1,1,25,154.8,120,"St. Joe","Ts/Pac",63.5,47.1830399282818
"379","61",3,1,2,23.9,147.3,110,"St. Joe","Ts/Pac",60.706,44.8970399317565
"380","61",3,1,3,22.9,139.8,100,"St. Joe","Ts/Pac",58.166,42.6110399352312
"381","61",3,1,4,21.6,132.8,90,"St. Joe","Ts/Pac",54.864,40.4774399384743
"382","61",3,1,5,20,120.2,80,"St. Joe","Ts/Pac",50.8,36.6369599443118
"383","61",3,1,6,18.5,111.5,70,"St. Joe","Ts/Pac",46.99,33.9851999483425
"384","61",3,1,7,16.5,100.1,60,"St. Joe","Ts/Pac",41.91,30.5104799536241
"385","61",3,1,8,14,84.2,50,"St. Joe","Ts/Pac",35.56,25.6641599609905
"386","61",3,1,9,11.1,65.2,40,"St. Joe","Ts/Pac",28.194,19.8729599697931
"387","61",3,1,10,8,44.9,30,"St. Joe","Ts/Pac",20.32,13.685519979198
"388","61",3,1,11,5.4,27,20,"St. Joe","Ts/Pac",13.716,8.22959998749101
"389","61",3,1,12,2.3,14.8,10,"St. Joe","Ts/Pac",5.842,4.51103999314322
"390","62",6,5,0,21.3,139.9,135,"Clark Fork","PA/Pach",54.102,42.6415199351849
"391","62",6,5,1,20.2,134.1,125,"Clark Fork","PA/Pach",51.308,40.873679937872
"392","62",6,5,2,19.1,127.7,115,"Clark Fork","PA/Pach",48.514,38.9229599408371
"393","62",6,5,3,18,120.1,105,"Clark Fork","PA/Pach",45.72,36.6064799443581
"394","62",6,5,4,16.9,115.2,95,"Clark Fork","PA/Pach",42.926,35.1129599466283
"395","62",6,5,5,15.6,108.7,85,"Clark Fork","PA/Pach",39.624,33.1317599496397
"396","62",6,5,6,14.8,104.8,75,"Clark Fork","PA/Pach",37.592,31.9430399514466
"397","62",6,5,7,13.3,97.6,65,"Clark Fork","PA/Pach",33.782,29.7484799547823
"398","62",6,5,8,11.3,80.6,55,"Clark Fork","PA/Pach",28.702,24.5668799626583
"399","62",6,5,9,9.2,71.2,45,"Clark Fork","PA/Pach",23.368,21.7017599670133
"400","62",6,5,10,6.7,50.8,35,"Clark Fork","PA/Pach",17.018,15.4838399764646
"401","62",6,5,11,3.9,28.8,25,"Clark Fork","PA/Pach",9.906,8.77823998665708
"402","62",6,5,12,1.7,13.7,15,"Clark Fork","PA/Pach",4.318,4.17575999365284
"403","63",7,4,0,13.9,85.2,67,"Umatilla","AG/Pach",35.306,25.9689599605272
"404","63",7,4,1,12.4,75.1,57,"Umatilla","AG/Pach",31.496,22.8904799652065
"405","63",7,4,2,10.6,62.1,47,"Umatilla","AG/Pach",26.924,18.9280799712293
"406","63",7,4,3,8.1,46.3,37,"Umatilla","AG/Pach",20.574,14.1122399785494
"407","63",7,4,4,5.8,31,27,"Umatilla","AG/Pach",14.732,9.44879998563782
"408","63",7,4,5,3.4,17.5,17,"Umatilla","AG/Pach",8.636,5.33399999189232
"409","64",6,1,0,17.4,122.2,95,"Clark Fork","Ts/Pac",44.196,37.2465599433852
"410","64",6,1,1,16,111.7,85,"Clark Fork","Ts/Pac",40.64,34.0461599482498
"411","64",6,1,2,14.9,100.8,75,"Clark Fork","Ts/Pac",37.846,30.7238399532998
"412","64",6,1,3,13.4,92.6,65,"Clark Fork","Ts/Pac",34.036,28.2244799570988
"413","64",6,1,4,11.7,84,55,"Clark Fork","Ts/Pac",29.718,25.6031999610831
"414","64",6,1,5,8.6,67.7,45,"Clark Fork","Ts/Pac",21.844,20.6349599686349
"415","64",6,1,6,6.8,48.4,35,"Clark Fork","Ts/Pac",17.272,14.7523199775765
"416","64",6,1,7,4,30.6,25,"Clark Fork","Ts/Pac",10.16,9.32687998582314
"417","64",6,1,8,2.1,16,15,"Clark Fork","Ts/Pac",5.334,4.87679999258726
"418","65",1,2,0,27.5,144.8,132,"Kaniksu","Ts/Op",69.85,44.1350399329147
"419","65",1,2,1,26.1,139.2,122,"Kaniksu","Ts/Op",66.294,42.4281599355092
"420","65",1,2,2,24.8,133.4,112,"Kaniksu","Ts/Op",62.992,40.6603199381963
"421","65",1,2,3,23,128.4,102,"Kaniksu","Ts/Op",58.42,39.1363199405128
"422","65",1,2,4,21.3,121.6,92,"Kaniksu","Ts/Op",54.102,37.0636799436632
"423","65",1,2,5,19.8,113.5,82,"Kaniksu","Ts/Op",50.292,34.5947999474159
"424","65",1,2,6,17.7,105.9,72,"Kaniksu","Ts/Op",44.958,32.278319950937
"425","65",1,2,7,15.1,94.8,62,"Kaniksu","Ts/Op",38.354,28.8950399560795
"426","65",1,2,8,11.9,70.7,52,"Kaniksu","Ts/Op",30.226,21.549359967245
"427","65",1,2,9,9,41,42,"Kaniksu","Ts/Op",22.86,12.4967999810049
"428","65",1,2,10,5.3,26.1,32,"Kaniksu","Ts/Op",13.462,7.95527998790797
"429","65",1,2,11,2.8,16.3,22,"Kaniksu","Ts/Op",7.112,4.96823999244828
"430","65",1,2,12,1.5,10.5,12,"Kaniksu","Ts/Op",3.81,3.20039999513539
"431","66",8,4,0,20.8,104,87,"Wallowa","AG/Pach",52.832,31.6991999518172
"432","66",8,4,1,17.7,94.6,77,"Wallowa","AG/Pach",44.958,28.8340799561722
"433","66",8,4,2,15.6,85.9,67,"Wallowa","AG/Pach",39.624,26.1823199602029
"434","66",8,4,3,13.2,80.3,57,"Wallowa","AG/Pach",33.528,24.4754399627973
"435","66",8,4,4,10.5,75.3,47,"Wallowa","AG/Pach",26.67,22.9514399651138
"436","66",8,4,5,7.5,52.5,37,"Wallowa","AG/Pach",19.05,16.001999975677
"437","66",8,4,6,4.8,33.3,27,"Wallowa","AG/Pach",12.192,10.1498399845722
"438","66",8,4,7,2.9,19.8,17,"Wallowa","AG/Pach",7.366,6.03503999082674
"439","67",8,4,0,12.9,84.1,87,"Wallowa","AG/Pach",32.766,25.6336799610368
"440","67",8,4,1,11.3,77.5,77,"Wallowa","AG/Pach",28.702,23.6219999640946
"441","67",8,4,2,9.8,68.8,67,"Wallowa","AG/Pach",24.892,20.9702399681252
"442","67",8,4,3,8.7,59.2,57,"Wallowa","AG/Pach",22.098,18.0441599725729
"443","67",8,4,4,7.4,45.4,47,"Wallowa","AG/Pach",18.796,13.8379199789664
"444","67",8,4,5,5.7,30.5,37,"Wallowa","AG/Pach",14.478,9.29639998586947
"445","67",8,4,6,4,21.7,27,"Wallowa","AG/Pach",10.16,6.61415998994648
"446","67",8,4,7,2.4,13.8,17,"Wallowa","AG/Pach",6.096,4.20623999360652
"447","68",7,4,0,27,147.7,124,"Umatilla","AG/Pach",68.58,45.0189599315712
"448","68",7,4,1,25.6,139.6,114,"Umatilla","AG/Pach",65.024,42.5500799353239
"449","68",7,4,2,23,127.7,104,"Umatilla","AG/Pach",58.42,38.9229599408371
"450","68",7,4,3,20.2,116.2,94,"Umatilla","AG/Pach",51.308,35.417759946165
"451","68",7,4,4,17.4,98.8,84,"Umatilla","AG/Pach",44.196,30.1142399542264
"452","68",7,4,5,13.6,70.4,74,"Umatilla","AG/Pach",34.544,21.457919967384
"453","68",7,4,6,11.7,69.1,64,"Umatilla","AG/Pach",29.718,21.0616799679862
"454","68",7,4,7,8.7,47.2,54,"Umatilla","AG/Pach",22.098,14.3865599781324
"455","68",7,4,8,6.1,29.1,44,"Umatilla","AG/Pach",15.494,8.86967998651809
"456","68",7,4,9,3.2,14.8,34,"Umatilla","AG/Pach",8.128,4.51103999314322
"457","69",7,5,0,16.4,94.3,70,"Umatilla","PA/Pach",41.656,28.7426399563112
"458","69",7,5,1,14.4,84.2,60,"Umatilla","PA/Pach",36.576,25.6641599609905
"459","69",7,5,2,12.2,68.8,50,"Umatilla","PA/Pach",30.988,20.9702399681252
"460","69",7,5,3,9.5,51,40,"Umatilla","PA/Pach",24.13,15.5447999763719
"461","69",7,5,4,6.7,33.2,30,"Umatilla","PA/Pach",17.018,10.1193599846186
"462","69",7,5,5,3.7,17.4,20,"Umatilla","PA/Pach",9.398,5.30351999193865
"463","70",7,5,0,16.8,103.5,58,"Umatilla","PA/Pach",42.672,31.5467999520489
"464","70",7,5,1,15.2,96.2,48,"Umatilla","PA/Pach",38.608,29.3217599554309
"465","70",7,5,2,12.8,79,38,"Umatilla","PA/Pach",32.512,24.0791999633996
"466","70",7,5,3,9.8,57,28,"Umatilla","PA/Pach",24.892,17.3735999735921
"467","70",7,5,4,6.8,34.2,18,"Umatilla","PA/Pach",17.272,10.4241599841553
"468","71",7,4,0,24,108.1,128,"Umatilla","AG/Pach",60.96,32.9488799499177
"469","71",7,4,1,23,102,118,"Umatilla","AG/Pach",58.42,31.0895999527438
"470","71",7,4,2,21.7,92,108,"Umatilla","AG/Pach",55.118,28.0415999573768
"471","71",7,4,3,19.3,82.7,98,"Umatilla","AG/Pach",49.022,25.2069599616854
"472","71",7,4,4,16.7,69,88,"Umatilla","AG/Pach",42.418,21.0311999680326
"473","71",7,4,5,13.1,55.6,78,"Umatilla","AG/Pach",33.274,16.9468799742407
"474","71",7,4,6,10.4,42.5,68,"Umatilla","AG/Pach",26.416,12.9539999803099
"475","71",7,4,7,7.6,30.9,58,"Umatilla","AG/Pach",19.304,9.41831998568415
"476","71",7,4,8,5.8,21.4,48,"Umatilla","AG/Pach",14.732,6.52271999008546
"477","71",7,4,9,3.5,16.9,38,"Umatilla","AG/Pach",8.89,5.1511199921703
"478","72",7,4,0,30.2,157.5,114,"Umatilla","AG/Pach",76.708,48.0059999270309
"479","72",7,4,1,28.3,153.3,104,"Umatilla","AG/Pach",71.882,46.7258399289767
"480","72",7,4,2,25.6,146.8,94,"Umatilla","AG/Pach",65.024,44.7446399319881
"481","72",7,4,3,23,140.1,84,"Umatilla","AG/Pach",58.42,42.7024799350922
"482","72",7,4,4,20.3,126.6,74,"Umatilla","AG/Pach",51.562,38.5876799413467
"483","72",7,4,5,16.6,105.8,64,"Umatilla","AG/Pach",42.164,32.2478399509833
"484","72",7,4,6,12.5,85.4,54,"Umatilla","AG/Pach",31.75,26.0299199604345
"485","72",7,4,7,8.3,57.3,44,"Umatilla","AG/Pach",21.082,17.4650399734531
"486","72",7,4,8,4.1,29.3,34,"Umatilla","AG/Pach",10.414,8.93063998642543
"487","72",7,4,9,2.2,16.8,24,"Umatilla","AG/Pach",5.588,5.12063999221663
"488","72",7,4,10,1,6.8,14,"Umatilla","AG/Pach",2.54,2.07263999684959
"489","73",7,4,0,17.7,102.9,48,"Umatilla","AG/Pach",44.958,31.3639199523268
"490","73",7,4,1,14.6,87.7,38,"Umatilla","AG/Pach",37.084,26.7309599593689
"491","73",7,4,2,9.7,66.7,28,"Umatilla","AG/Pach",24.638,20.3301599690982
"492","73",7,4,3,5.4,40.6,18,"Umatilla","AG/Pach",13.716,12.3748799811902
"493","74",5,4,0,16.9,120.3,63,"Nez Perce","AG/Pach",42.926,36.6674399442655
"494","74",5,4,1,13.9,105.3,53,"Nez Perce","AG/Pach",35.306,32.0954399512149
"495","74",5,4,2,10.6,80.8,43,"Nez Perce","AG/Pach",26.924,24.6278399625657
"496","74",5,4,3,7.8,60.2,33,"Nez Perce","AG/Pach",19.812,18.3489599721096
"497","74",5,4,4,4.5,31.5,23,"Nez Perce","AG/Pach",11.43,9.60119998540618
"498","74",5,4,5,2.1,15.4,13,"Nez Perce","AG/Pach",5.334,4.69391999286524
"499","75",5,4,0,14.1,93.4,64,"Nez Perce","AG/Pach",35.814,28.4683199567282
"500","75",5,4,1,11.2,82.3,54,"Nez Perce","AG/Pach",28.448,25.0850399618707
"501","75",5,4,2,9.5,71.7,44,"Nez Perce","AG/Pach",24.13,21.8541599667817
"502","75",5,4,3,7.7,60.8,34,"Nez Perce","AG/Pach",19.558,18.5318399718316
"503","75",5,4,4,5.6,47.3,24,"Nez Perce","AG/Pach",14.224,14.4170399780861
"504","75",5,4,5,3.3,27.4,14,"Nez Perce","AG/Pach",8.382,8.35151998730569
"505","76",5,4,0,12,69.1,53,"Nez Perce","AG/Pach",30.48,21.0616799679862
"506","76",5,4,1,10.8,60.1,43,"Nez Perce","AG/Pach",27.432,18.3184799721559
"507","76",5,4,2,9,49.4,33,"Nez Perce","AG/Pach",22.86,15.0571199771132
"508","76",5,4,3,7.2,37.6,23,"Nez Perce","AG/Pach",18.288,11.4604799825801
"509","76",5,4,4,4.4,23.7,13,"Nez Perce","AG/Pach",11.176,7.22375998901988
"510","77",3,3,0,19.7,140.7,112,"St. Joe","Th/Pach",50.038,42.8853599348142
"511","77",3,3,1,17.6,134.7,102,"St. Joe","Th/Pach",44.704,41.056559937594
"512","77",3,3,2,15.5,126.5,92,"St. Joe","Th/Pach",39.37,38.5571999413931
"513","77",3,3,3,13.9,117.2,82,"St. Joe","Th/Pach",35.306,35.7225599457017
"514","77",3,3,4,12.1,108.4,72,"St. Joe","Th/Pach",30.734,33.0403199497787
"515","77",3,3,5,9.9,91.5,62,"St. Joe","Th/Pach",25.146,27.8891999576084
"516","77",3,3,6,7.9,78.2,52,"St. Joe","Th/Pach",20.066,23.8353599637703
"517","77",3,3,7,6.2,61,42,"St. Joe","Th/Pach",15.748,18.5927999717389
"518","77",3,3,8,4.7,46.5,32,"St. Joe","Th/Pach",11.938,14.1731999784567
"519","77",3,3,9,3.2,27.9,22,"St. Joe","Th/Pach",8.128,8.50391998707404
"520","77",3,3,10,1.7,13.4,12,"St. Joe","Th/Pach",4.318,4.08431999379183
"521","84",7,5,0,23,110.3,142,"Umatilla","PA/Pach",58.42,33.6194399488984
"522","84",7,5,2,20.5,99.3,122,"Umatilla","PA/Pach",52.07,30.2666399539947
"523","84",7,5,1,21.8,105.9,132,"Umatilla","PA/Pach",55.372,32.278319950937
"524","84",7,5,3,18.9,92.5,112,"Umatilla","PA/Pach",48.006,28.1939999571451
"525","84",7,5,4,17.2,84.4,102,"Umatilla","PA/Pach",43.688,25.7251199608978
"526","84",7,5,5,15,77.9,92,"Umatilla","PA/Pach",38.1,23.7439199639092
"527","84",7,5,6,13.5,74.8,82,"Umatilla","PA/Pach",34.29,22.7990399653455
"528","84",7,5,7,11.4,62.3,72,"Umatilla","PA/Pach",28.956,18.9890399711367
"529","84",7,5,8,8.7,48.2,62,"Umatilla","PA/Pach",22.098,14.6913599776691
"530","84",7,5,9,6.9,32.8,52,"Umatilla","PA/Pach",17.526,9.99743998480389
"531","84",7,5,10,5.7,19.5,42,"Umatilla","PA/Pach",14.478,5.94359999096573
"532","85",8,4,0,23.1,124.2,118,"Wallowa","AG/Pach",58.674,37.8561599424586
"533","85",8,4,1,21.7,119.1,108,"Wallowa","AG/Pach",55.118,36.3016799448214
"534","85",8,4,2,20.2,113.5,98,"Wallowa","AG/Pach",51.308,34.5947999474159
"535","85",8,4,3,19.1,110.6,88,"Wallowa","AG/Pach",48.514,33.7108799487595
"536","85",8,4,4,17.3,104.5,78,"Wallowa","AG/Pach",43.942,31.8515999515856
"537","85",8,4,5,14.3,97.7,68,"Wallowa","AG/Pach",36.322,29.778959954736
"538","85",8,4,6,12.5,95.1,58,"Wallowa","AG/Pach",31.75,28.9864799559405
"539","85",8,4,7,9.8,84.4,48,"Wallowa","AG/Pach",24.892,25.7251199608978
"540","85",8,4,8,6.9,60.1,38,"Wallowa","AG/Pach",17.526,18.3184799721559
"541","85",8,4,9,4.6,36.9,28,"Wallowa","AG/Pach",11.684,11.2471199829044
"542","85",8,4,10,2.6,20.3,18,"Wallowa","AG/Pach",6.604,6.18743999059509
