"","treat","rep","tree","date","isalive","height","dia","dbh"
"373","CONTROL","C",47,"5/31/2002 0:00:00",1,536.44,88,65
"374","CONTROL","C",47,"11/26/2002 0:00:00",1,661.41,98,71
"375","CONTROL","C",47,"4/26/2004 0:00:00",1,731.52,110,90
"376","CONTROL","C",47,"8/23/2005 0:00:00",1,792.48,121.92,106.68
"377","CONTROL","C",48,"10/7/1996 0:00:00",1,37,14.5,0
"378","CONTROL","C",48,"11/11/1997 0:00:00",1,72,23,0
"379","CONTROL","C",48,"8/18/1999 0:00:00",1,166.72,17,0
"380","CONTROL","C",48,"2/7/2001 0:00:00",1,205.74,21,0
"381","CONTROL","C",48,"5/31/2002 0:00:00",1,259.08,28,20
"382","CONTROL","C",48,"11/26/2002 0:00:00",1,310.89,36,21
"383","CONTROL","C",48,"4/26/2004 0:00:00",1,344.42,41,22
"384","CONTROL","C",48,"8/23/2005 0:00:00",1,396.24,40.64,27.94
"385","CONTROL","C",49,"10/7/1996 0:00:00",1,110,28,0
"386","CONTROL","C",49,"11/11/1997 0:00:00",1,176,44,0
"387","CONTROL","C",49,"8/18/1999 0:00:00",1,341.98,65,0
"388","CONTROL","C",49,"2/7/2001 0:00:00",1,423.67,82,0
"389","CONTROL","C",49,"5/31/2002 0:00:00",1,563.88,105,80
"390","CONTROL","C",49,"11/26/2002 0:00:00",1,676.65,111,82
"391","CONTROL","C",49,"4/26/2004 0:00:00",1,694.94,126,101
"392","CONTROL","C",49,"8/23/2005 0:00:00",1,853.44,142.24,111.76
"393","CONTROL","C",50,"10/7/1996 0:00:00",1,44,10,0
"394","CONTROL","C",50,"11/11/1997 0:00:00",1,95,17.5,0
"395","CONTROL","C",50,"8/18/1999 0:00:00",1,267.61,57,0
"396","CONTROL","C",50,"2/7/2001 0:00:00",1,338.93,65,0
"397","CONTROL","C",50,"5/31/2002 0:00:00",1,454.15,89,72
"398","CONTROL","C",50,"11/26/2002 0:00:00",1,560.83,102,79
"399","CONTROL","C",50,"4/26/2004 0:00:00",1,627.88,118,88
"400","CONTROL","C",50,"8/23/2005 0:00:00",1,792.48,147.32,119.38
"401","CONTROL","C",51,"10/7/1996 0:00:00",1,107,16.7,0
"402","CONTROL","C",51,"11/11/1997 0:00:00",1,152,25,0
"403","CONTROL","C",51,"8/18/1999 0:00:00",1,321.25,47,0
"404","CONTROL","C",51,"2/7/2001 0:00:00",1,430.07,68,0
"405","CONTROL","C",51,"5/31/2002 0:00:00",1,569.97,98,69
"406","CONTROL","C",51,"11/26/2002 0:00:00",1,694.94,112,77
"407","CONTROL","C",51,"4/26/2004 0:00:00",1,762,132,97
"408","CONTROL","C",51,"8/23/2005 0:00:00",1,792.48,154.94,127
"409","CONTROL","C",52,"10/7/1996 0:00:00",1,99,22.6,0
"410","CONTROL","C",52,"11/11/1997 0:00:00",1,155,31,0
"411","CONTROL","C",52,"8/18/1999 0:00:00",1,327.35,65,0
"412","CONTROL","C",52,"2/7/2001 0:00:00",1,416.66,84,0
"413","CONTROL","C",52,"5/31/2002 0:00:00",1,554.73,120,79
"414","CONTROL","C",52,"11/26/2002 0:00:00",1,655.32,135,85
"415","CONTROL","C",52,"4/26/2004 0:00:00",1,679.7,135,108
"416","CONTROL","C",52,"8/23/2005 0:00:00",1,762,177.8,142.24
"417","CONTROL","C",53,"10/7/1996 0:00:00",0,NA,NA,NA
"418","CONTROL","C",53,"11/11/1997 0:00:00",0,NA,NA,NA
"419","CONTROL","C",53,"8/18/1999 0:00:00",0,NA,NA,NA
"420","CONTROL","C",53,"2/7/2001 0:00:00",0,NA,NA,NA
"421","CONTROL","C",53,"5/31/2002 0:00:00",0,NA,NA,NA
"422","CONTROL","C",53,"11/26/2002 0:00:00",0,NA,NA,NA
"423","CONTROL","C",53,"4/26/2004 0:00:00",0,NA,NA,NA
"424","CONTROL","C",53,"8/23/2005 0:00:00",0,NA,NA,NA
"425","CONTROL","C",54,"10/7/1996 0:00:00",0,NA,NA,NA
"426","CONTROL","C",54,"11/11/1997 0:00:00",0,NA,NA,NA
"427","CONTROL","C",54,"8/18/1999 0:00:00",0,NA,NA,NA
"428","CONTROL","C",54,"2/7/2001 0:00:00",0,NA,NA,NA
"429","CONTROL","C",54,"5/31/2002 0:00:00",0,NA,NA,NA
"430","CONTROL","C",54,"11/26/2002 0:00:00",0,NA,NA,NA
"431","CONTROL","C",54,"4/26/2004 0:00:00",0,NA,NA,NA
"432","CONTROL","C",54,"8/23/2005 0:00:00",0,NA,NA,NA
"433","CONTROL","C",55,"10/7/1996 0:00:00",1,115,18.3,0
"434","CONTROL","C",55,"11/11/1997 0:00:00",1,140,26.5,0
"435","CONTROL","C",55,"8/18/1999 0:00:00",1,280.41,45,0
"436","CONTROL","C",55,"2/7/2001 0:00:00",1,373.38,60,0
"437","CONTROL","C",55,"5/31/2002 0:00:00",1,484.63,78,57
"438","CONTROL","C",55,"11/26/2002 0:00:00",1,569.97,91,66
"439","CONTROL","C",55,"4/26/2004 0:00:00",1,667.51,105,82
"440","CONTROL","C",55,"8/23/2005 0:00:00",1,822.96,134.62,104.14
"441","CONTROL","C",56,"10/7/1996 0:00:00",1,85,15.1,0
"442","CONTROL","C",56,"11/11/1997 0:00:00",1,137,27,0
"443","CONTROL","C",56,"8/18/1999 0:00:00",1,288.03,48,0
"444","CONTROL","C",56,"2/7/2001 0:00:00",1,377.03,70,0
"445","CONTROL","C",56,"5/31/2002 0:00:00",1,499.87,103,70
"446","CONTROL","C",56,"11/26/2002 0:00:00",1,612.64,123,82
"447","CONTROL","C",56,"4/26/2004 0:00:00",1,694.94,141,102
"448","CONTROL","C",56,"8/23/2005 0:00:00",1,792.48,193.04,142.24
"449","CONTROL","C",57,"10/7/1996 0:00:00",1,28,8,0
"450","CONTROL","C",57,"11/11/1997 0:00:00",0,NA,NA,NA
"451","CONTROL","C",57,"8/18/1999 0:00:00",0,NA,NA,NA
"452","CONTROL","C",57,"2/7/2001 0:00:00",0,NA,NA,NA
"453","CONTROL","C",57,"5/31/2002 0:00:00",0,NA,NA,NA
"454","CONTROL","C",57,"11/26/2002 0:00:00",0,NA,NA,NA
"455","CONTROL","C",57,"4/26/2004 0:00:00",0,NA,NA,NA
"456","CONTROL","C",57,"8/23/2005 0:00:00",0,NA,NA,NA
"457","CONTROL","C",58,"10/7/1996 0:00:00",1,70,14.8,0
"458","CONTROL","C",58,"11/11/1997 0:00:00",1,113,21,0
"459","CONTROL","C",58,"8/18/1999 0:00:00",1,271.27,37,0
"460","CONTROL","C",58,"2/7/2001 0:00:00",1,352.04,54,0
"461","CONTROL","C",58,"5/31/2002 0:00:00",1,438.91,71,56
"462","CONTROL","C",58,"11/26/2002 0:00:00",1,405.38,81,53
"463","CONTROL","C",58,"4/26/2004 0:00:00",1,606.55,94,72
"464","CONTROL","C",58,"8/23/2005 0:00:00",1,853.44,119.38,99.06
"465","CONTROL","C",59,"10/7/1996 0:00:00",1,118,14.5,0
"466","CONTROL","C",59,"11/11/1997 0:00:00",1,150,22,0
"467","CONTROL","C",59,"8/18/1999 0:00:00",1,167.64,34,0
"468","CONTROL","C",59,"2/7/2001 0:00:00",1,216.4,43,0
"469","CONTROL","C",59,"5/31/2002 0:00:00",1,329.18,62,42
"470","CONTROL","C",59,"11/26/2002 0:00:00",1,469.39,62,40
"471","CONTROL","C",59,"4/26/2004 0:00:00",1,579.12,82,61
"472","CONTROL","C",59,"8/23/2005 0:00:00",1,853.44,116.84,91.44
"473","CONTROL","C",60,"10/7/1996 0:00:00",1,95,12.3,0
"474","CONTROL","C",60,"11/11/1997 0:00:00",1,137,14.5,0
"475","CONTROL","C",60,"8/18/1999 0:00:00",1,213.66,25,0
"476","CONTROL","C",60,"2/7/2001 0:00:00",1,245.36,41,0
"477","CONTROL","C",60,"5/31/2002 0:00:00",1,310.89,60,40
"478","CONTROL","C",60,"11/26/2002 0:00:00",1,405.38,61,44
"479","CONTROL","C",60,"4/26/2004 0:00:00",1,466.34,78,55
"480","CONTROL","C",60,"8/23/2005 0:00:00",1,701.04,91.44,78.74
"481","OUST","A",1,"10/7/1996 0:00:00",1,108,31.5,0
"482","OUST","A",1,"11/11/1997 0:00:00",1,203,52,0
"483","OUST","A",1,"8/18/1999 0:00:00",1,437.38,83,0
"484","OUST","A",1,"2/7/2001 0:00:00",1,528.52,110,0
"485","OUST","A",1,"5/31/2002 0:00:00",1,649.22,128,90
"486","OUST","A",1,"11/26/2002 0:00:00",1,752.85,132,94
"487","OUST","A",1,"4/26/2004 0:00:00",1,822.96,168,109
"488","OUST","A",1,"8/23/2005 0:00:00",1,914.4,180.34,130.81
"489","OUST","A",2,"10/7/1996 0:00:00",1,66,22.6,0
"490","OUST","A",2,"11/11/1997 0:00:00",1,140,33,0
"491","OUST","A",2,"8/18/1999 0:00:00",1,353.87,61,0
"492","OUST","A",2,"2/7/2001 0:00:00",1,471.52,79,0
"493","OUST","A",2,"5/31/2002 0:00:00",1,594.36,130,90
"494","OUST","A",2,"11/26/2002 0:00:00",1,755.9,138,97
"495","OUST","A",2,"4/26/2004 0:00:00",1,853.44,179,130
"496","OUST","A",2,"8/23/2005 0:00:00",1,1066.8,218.44,170.18
"497","OUST","A",3,"10/7/1996 0:00:00",1,89,20.1,0
"498","OUST","A",3,"11/11/1997 0:00:00",1,170,31.5,0
"499","OUST","A",3,"8/18/1999 0:00:00",1,374.9,51,0
"500","OUST","A",3,"2/7/2001 0:00:00",1,482.19,82,0
"501","OUST","A",3,"5/31/2002 0:00:00",1,633.98,125,89
"502","OUST","A",3,"11/26/2002 0:00:00",1,737.61,150,93
"503","OUST","A",3,"4/26/2004 0:00:00",1,853.44,171,120
"504","OUST","A",3,"8/23/2005 0:00:00",1,1097.28,210.82,154.94
"505","OUST","A",4,"10/7/1996 0:00:00",1,104,24.5,0
"506","OUST","A",4,"11/11/1997 0:00:00",1,193,40,0
"507","OUST","A",4,"8/18/1999 0:00:00",1,400.81,77,0
"508","OUST","A",4,"2/7/2001 0:00:00",1,529.74,112,0
"509","OUST","A",4,"5/31/2002 0:00:00",1,673.6,130,98
"510","OUST","A",4,"11/26/2002 0:00:00",1,813.81,142,108
"511","OUST","A",4,"4/26/2004 0:00:00",1,792.48,169,138
"512","OUST","A",4,"8/23/2005 0:00:00",1,1066.8,229.87,170.18
"513","OUST","A",5,"10/7/1996 0:00:00",1,160,28,0
"514","OUST","A",5,"11/11/1997 0:00:00",1,210,43,0
"515","OUST","A",5,"8/18/1999 0:00:00",1,417.88,81,0
"516","OUST","A",5,"2/7/2001 0:00:00",1,540.41,104,0
"517","OUST","A",5,"5/31/2002 0:00:00",1,664.46,146,107
"518","OUST","A",5,"11/26/2002 0:00:00",1,768.09,172,121
"519","OUST","A",5,"4/26/2004 0:00:00",1,792.48,198,147
"520","OUST","A",5,"8/23/2005 0:00:00",1,975.36,252.73,181.61
"521","OUST","A",6,"10/7/1996 0:00:00",1,110,19.7,0
"522","OUST","A",6,"11/11/1997 0:00:00",1,181,36,0
"523","OUST","A",6,"8/18/1999 0:00:00",1,372.46,57,0
"524","OUST","A",6,"2/7/2001 0:00:00",1,489.2,88,0
"525","OUST","A",6,"5/31/2002 0:00:00",1,646.17,130,87
"526","OUST","A",6,"11/26/2002 0:00:00",1,752.85,155,95
"527","OUST","A",6,"4/26/2004 0:00:00",1,822.96,172,120
"528","OUST","A",6,"8/23/2005 0:00:00",1,1036.32,220.98,165.1
"529","OUST","A",7,"10/7/1996 0:00:00",1,92,25.7,0
"530","OUST","A",7,"11/11/1997 0:00:00",1,130,40,0
"531","OUST","A",7,"8/18/1999 0:00:00",1,333.45,62,0
"532","OUST","A",7,"2/7/2001 0:00:00",1,479.75,110,0
"533","OUST","A",7,"5/31/2002 0:00:00",1,603.5,177,77
"534","OUST","A",7,"11/26/2002 0:00:00",1,728.47,182,88
"535","OUST","A",7,"4/26/2004 0:00:00",1,883.92,215,105
"536","OUST","A",7,"8/23/2005 0:00:00",1,1097.28,274.32,134.62
"537","OUST","A",8,"10/7/1996 0:00:00",1,42,15.2,0
"538","OUST","A",8,"11/11/1997 0:00:00",1,75,25,0
"539","OUST","A",8,"8/18/1999 0:00:00",1,233.78,47,0
"540","OUST","A",8,"2/7/2001 0:00:00",1,361.18,64,0
"541","OUST","A",8,"5/31/2002 0:00:00",1,460.24,101,66
"542","OUST","A",8,"11/26/2002 0:00:00",1,571.5,119,65
"543","OUST","A",8,"4/26/2004 0:00:00",1,670.56,150,88
"544","OUST","A",8,"8/23/2005 0:00:00",1,792.48,247.65,106.68
"545","OUST","A",9,"10/7/1996 0:00:00",1,96,17.8,0
"546","OUST","A",9,"11/11/1997 0:00:00",1,139,27,0
"547","OUST","A",9,"8/18/1999 0:00:00",1,256.03,50,0
"548","OUST","A",9,"2/7/2001 0:00:00",1,359.66,73,0
"549","OUST","A",9,"5/31/2002 0:00:00",1,484.63,101,69
"550","OUST","A",9,"11/26/2002 0:00:00",1,614.17,110,80
"551","OUST","A",9,"4/26/2004 0:00:00",1,792.48,142,107
"552","OUST","A",9,"8/23/2005 0:00:00",1,914.4,177.8,137.16
"553","OUST","A",10,"10/7/1996 0:00:00",1,158,30.5,0
"554","OUST","A",10,"11/11/1997 0:00:00",1,224,46,0
"555","OUST","A",10,"8/18/1999 0:00:00",1,430.07,90,0
"556","OUST","A",10,"2/7/2001 0:00:00",1,544.98,112,0
"557","OUST","A",10,"5/31/2002 0:00:00",1,691.89,151,110
"558","OUST","A",10,"11/26/2002 0:00:00",1,941.83,179,122
"559","OUST","A",10,"4/26/2004 0:00:00",1,853.44,210,151
"560","OUST","A",10,"8/23/2005 0:00:00",1,1219.2,298.45,180.34
"561","OUST","A",11,"10/7/1996 0:00:00",1,66,16.4,0
"562","OUST","A",11,"11/11/1997 0:00:00",1,112,23.5,0
"563","OUST","A",11,"8/18/1999 0:00:00",1,316.07,58,0
"564","OUST","A",11,"2/7/2001 0:00:00",1,424.58,89,0
"565","OUST","A",11,"5/31/2002 0:00:00",1,536.44,111,71
"566","OUST","A",11,"11/26/2002 0:00:00",1,655.32,130,80
"567","OUST","A",11,"4/26/2004 0:00:00",1,792.48,159,111
"568","OUST","A",11,"8/23/2005 0:00:00",1,1219.2,205.74,137.16
"569","OUST","A",12,"10/7/1996 0:00:00",1,90,18.4,0
"570","OUST","A",12,"11/11/1997 0:00:00",1,141,32.5,0
"571","OUST","A",12,"8/18/1999 0:00:00",1,316.68,67,0
"572","OUST","A",12,"2/7/2001 0:00:00",1,449.88,90,0
"573","OUST","A",12,"5/31/2002 0:00:00",1,539.49,120,91
"574","OUST","A",12,"11/26/2002 0:00:00",1,664.46,131,97
"575","OUST","A",12,"4/26/2004 0:00:00",1,731.52,174,122
"576","OUST","A",12,"8/23/2005 0:00:00",1,1158.24,210.82,157.48
"577","OUST","A",13,"10/7/1996 0:00:00",1,50,15.4,0
"578","OUST","A",13,"11/11/1997 0:00:00",1,89,24,0
"579","OUST","A",13,"8/18/1999 0:00:00",1,212.75,48,0
"580","OUST","A",13,"2/7/2001 0:00:00",1,301.75,68,0
"581","OUST","A",13,"5/31/2002 0:00:00",1,411.48,98,63
"582","OUST","A",13,"11/26/2002 0:00:00",1,530.35,109,72
"583","OUST","A",13,"4/26/2004 0:00:00",1,609.6,134,92
"584","OUST","A",13,"8/23/2005 0:00:00",1,1158.24,175.26,119.38
"585","OUST","A",14,"10/7/1996 0:00:00",1,92,19.4,0
"586","OUST","A",14,"11/11/1997 0:00:00",1,181,37,0
"587","OUST","A",14,"8/18/1999 0:00:00",1,346.25,76,0
"588","OUST","A",14,"2/7/2001 0:00:00",1,437.08,105,0
"589","OUST","A",14,"5/31/2002 0:00:00",1,582.16,152,105
"590","OUST","A",14,"11/26/2002 0:00:00",1,670.56,172,120
"591","OUST","A",14,"4/26/2004 0:00:00",1,792.48,210,146
"592","OUST","A",14,"8/23/2005 0:00:00",1,975.36,266.7,198.12
"593","OUST","A",15,"10/7/1996 0:00:00",1,75,21.6,0
"594","OUST","A",15,"11/11/1997 0:00:00",1,163,38,0
"595","OUST","A",15,"8/18/1999 0:00:00",1,372.77,74,0
"596","OUST","A",15,"2/7/2001 0:00:00",1,508.71,98,0
"597","OUST","A",15,"5/31/2002 0:00:00",1,640.08,158,108
"598","OUST","A",15,"11/26/2002 0:00:00",1,771.14,160,115
"599","OUST","A",15,"4/26/2004 0:00:00",1,792.48,205,140
"600","OUST","A",15,"8/23/2005 0:00:00",1,1188.72,248.92,182.88
"601","OUST","A",16,"10/7/1996 0:00:00",1,97,23.4,0
"602","OUST","A",16,"11/11/1997 0:00:00",1,180,44,0
"603","OUST","A",16,"8/18/1999 0:00:00",1,373.07,69,0
"604","OUST","A",16,"2/7/2001 0:00:00",1,507.49,110,0
"605","OUST","A",16,"5/31/2002 0:00:00",1,591.31,131,95
"606","OUST","A",16,"11/26/2002 0:00:00",1,722.37,150,106
"607","OUST","A",16,"4/26/2004 0:00:00",1,792.48,178,128
"608","OUST","A",16,"8/23/2005 0:00:00",1,1127.76,223.52,165.1
"609","OUST","A",17,"10/7/1996 0:00:00",1,71,21.3,0
"610","OUST","A",17,"11/11/1997 0:00:00",1,140,35,0
"611","OUST","A",17,"8/18/1999 0:00:00",1,171.9,51,0
"612","OUST","A",17,"2/7/2001 0:00:00",1,235.91,60,0
"613","OUST","A",17,"5/31/2002 0:00:00",1,320.04,78,51
"614","OUST","A",17,"11/26/2002 0:00:00",1,411.48,91,55
"615","OUST","A",17,"4/26/2004 0:00:00",1,487.68,112,74
"616","OUST","A",17,"8/23/2005 0:00:00",1,792.48,139.7,104.14
"617","OUST","A",18,"10/7/1996 0:00:00",1,89,20.1,0
"618","OUST","A",18,"11/11/1997 0:00:00",1,152,32,0
"619","OUST","A",18,"8/18/1999 0:00:00",1,303.27,59,0
"620","OUST","A",18,"2/7/2001 0:00:00",1,397.15,82,0
"621","OUST","A",18,"5/31/2002 0:00:00",1,493.77,120,78
"622","OUST","A",18,"11/26/2002 0:00:00",1,600.45,131,86
"623","OUST","A",18,"4/26/2004 0:00:00",1,762,155,112
"624","OUST","A",18,"8/23/2005 0:00:00",1,944.88,195.58,134.62
"625","OUST","A",19,"10/7/1996 0:00:00",1,113,31.4,0
"626","OUST","A",19,"11/11/1997 0:00:00",1,208,66,0
"627","OUST","A",19,"8/18/1999 0:00:00",1,426.72,91,0
"628","OUST","A",19,"2/7/2001 0:00:00",1,551.68,140,0
"629","OUST","A",19,"5/31/2002 0:00:00",1,612.64,147,98
"630","OUST","A",19,"11/26/2002 0:00:00",1,743.71,159,110
"631","OUST","A",19,"4/26/2004 0:00:00",1,762,208,140
"632","OUST","A",19,"8/23/2005 0:00:00",1,944.88,233.68,160.02
"633","OUST","A",20,"10/7/1996 0:00:00",1,102,32.8,0
"634","OUST","A",20,"11/11/1997 0:00:00",1,176,45,0
"635","OUST","A",20,"8/18/1999 0:00:00",1,428.85,82,0
"636","OUST","A",20,"2/7/2001 0:00:00",1,576.37,118,0
"637","OUST","A",20,"5/31/2002 0:00:00",1,679.7,172,108
"638","OUST","A",20,"11/26/2002 0:00:00",1,938.78,202,132
"639","OUST","A",20,"4/26/2004 0:00:00",1,1005.84,212,160
"640","OUST","A",20,"8/23/2005 0:00:00",1,1280.16,289.56,213.36
"641","OUST","B",21,"10/7/1996 0:00:00",1,75,24.5,0
"642","OUST","B",21,"11/11/1997 0:00:00",1,135,36,0
"643","OUST","B",21,"8/18/1999 0:00:00",1,340.76,68,0
"644","OUST","B",21,"2/7/2001 0:00:00",1,463.29,88,0
"645","OUST","B",21,"5/31/2002 0:00:00",1,618.74,129,90
"646","OUST","B",21,"11/26/2002 0:00:00",1,676.65,147,106
"647","OUST","B",21,"4/26/2004 0:00:00",1,1036.32,170,120
"648","OUST","B",21,"8/23/2005 0:00:00",1,1127.76,213.36,157.48
"649","OUST","B",22,"10/7/1996 0:00:00",1,109,25,0
"650","OUST","B",22,"11/11/1997 0:00:00",1,208,47,0
"651","OUST","B",22,"8/18/1999 0:00:00",1,432.81,79,0
"652","OUST","B",22,"2/7/2001 0:00:00",1,550.77,108,0
"653","OUST","B",22,"5/31/2002 0:00:00",1,652.27,152,105
"654","OUST","B",22,"11/26/2002 0:00:00",1,774.19,172,115
"655","OUST","B",22,"4/26/2004 0:00:00",1,914.4,204,140
"656","OUST","B",22,"8/23/2005 0:00:00",1,1097.28,261.62,185.42
"657","OUST","B",23,"10/7/1996 0:00:00",1,99,29.4,0
"658","OUST","B",23,"11/11/1997 0:00:00",1,147,37,0
"659","OUST","B",23,"8/18/1999 0:00:00",1,365.15,81,0
"660","OUST","B",23,"2/7/2001 0:00:00",1,509.01,126,0
"661","OUST","B",23,"5/31/2002 0:00:00",1,630.93,171,94
"662","OUST","B",23,"11/26/2002 0:00:00",1,762,192,116
"663","OUST","B",23,"4/26/2004 0:00:00",1,944.88,230,146
"664","OUST","B",23,"8/23/2005 0:00:00",1,1158.24,259.08,182.88
"665","OUST","B",24,"10/7/1996 0:00:00",1,56,14.2,0
"666","OUST","B",24,"11/11/1997 0:00:00",1,149,25,0
"667","OUST","B",24,"8/18/1999 0:00:00",1,279.8,50,0
"668","OUST","B",24,"2/7/2001 0:00:00",1,352.04,71,0
"669","OUST","B",24,"5/31/2002 0:00:00",1,445,109,71
"670","OUST","B",24,"11/26/2002 0:00:00",1,563.88,129,90
"671","OUST","B",24,"4/26/2004 0:00:00",1,731.52,140,120
"672","OUST","B",24,"8/23/2005 0:00:00",1,1005.84,172.72,139.7
"673","OUST","B",25,"10/7/1996 0:00:00",1,78,24.9,0
"674","OUST","B",25,"11/11/1997 0:00:00",1,140,42,0
"675","OUST","B",25,"8/18/1999 0:00:00",1,366.36,64,0
"676","OUST","B",25,"2/7/2001 0:00:00",1,510.54,100,0
"677","OUST","B",25,"5/31/2002 0:00:00",1,594.36,130,94
"678","OUST","B",25,"11/26/2002 0:00:00",1,701.04,159,113
"679","OUST","B",25,"4/26/2004 0:00:00",1,914.4,193,139
"680","OUST","B",25,"8/23/2005 0:00:00",1,944.88,254,175.26
"681","OUST","B",26,"10/7/1996 0:00:00",1,92,14.6,0
"682","OUST","B",26,"11/11/1997 0:00:00",1,119,35,0
"683","OUST","B",26,"8/18/1999 0:00:00",1,294.43,56,0
"684","OUST","B",26,"2/7/2001 0:00:00",1,428.54,70,0
"685","OUST","B",26,"5/31/2002 0:00:00",1,530.35,110,88
"686","OUST","B",26,"11/26/2002 0:00:00",1,652.27,119,86
"687","OUST","B",26,"4/26/2004 0:00:00",1,762,145,111
"688","OUST","B",26,"8/23/2005 0:00:00",1,944.88,177.8,160.02
"689","OUST","B",27,"10/7/1996 0:00:00",1,104,32.9,0
"690","OUST","B",27,"11/11/1997 0:00:00",1,160,53,0
"691","OUST","B",27,"8/18/1999 0:00:00",1,350.52,104,0
"692","OUST","B",27,"2/7/2001 0:00:00",1,485.85,108,0
"693","OUST","B",27,"5/31/2002 0:00:00",1,603.5,139,88
"694","OUST","B",27,"11/26/2002 0:00:00",1,731.52,159,99
"695","OUST","B",27,"4/26/2004 0:00:00",1,762,140,84
"696","OUST","B",27,"8/23/2005 0:00:00",1,1036.32,177.8,147.32
"697","OUST","B",28,"10/7/1996 0:00:00",1,84,31.9,0
"698","OUST","B",28,"11/11/1997 0:00:00",1,145,42,0
"699","OUST","B",28,"8/18/1999 0:00:00",1,324.61,91,0
"700","OUST","B",28,"2/7/2001 0:00:00",1,455.98,92,0
"701","OUST","B",28,"5/31/2002 0:00:00",1,615.69,137,99
"702","OUST","B",28,"11/26/2002 0:00:00",1,652.27,146,98
"703","OUST","B",28,"4/26/2004 0:00:00",1,883.92,191,130
"704","OUST","B",28,"8/23/2005 0:00:00",1,1188.72,238.76,175.26
"705","OUST","B",29,"10/7/1996 0:00:00",1,66,16,0
"706","OUST","B",29,"11/11/1997 0:00:00",1,126,31.5,0
"707","OUST","B",29,"8/18/1999 0:00:00",1,278.58,55,0
"708","OUST","B",29,"2/7/2001 0:00:00",1,401.42,77,0
"709","OUST","B",29,"5/31/2002 0:00:00",1,512.06,113,75
"710","OUST","B",29,"11/26/2002 0:00:00",1,655.32,121,76
"711","OUST","B",29,"4/26/2004 0:00:00",1,731.52,142,118
"712","OUST","B",29,"8/23/2005 0:00:00",1,1097.28,195.58,132.08
"713","OUST","B",30,"10/7/1996 0:00:00",1,67,20.7,0
"714","OUST","B",30,"11/11/1997 0:00:00",1,97,33.5,0
"715","OUST","B",30,"8/18/1999 0:00:00",1,285.9,59,0
"716","OUST","B",30,"2/7/2001 0:00:00",1,414.52,93,0
"717","OUST","B",30,"5/31/2002 0:00:00",1,530.35,112,78
"718","OUST","B",30,"11/26/2002 0:00:00",1,640.08,134,83
"719","OUST","B",30,"4/26/2004 0:00:00",1,640.08,160,104
"720","OUST","B",30,"8/23/2005 0:00:00",1,944.88,203.2,134.62
"721","OUST","B",31,"10/7/1996 0:00:00",1,101,24.8,0
"722","OUST","B",31,"11/11/1997 0:00:00",1,171,34,0
"723","OUST","B",31,"8/18/1999 0:00:00",1,338.63,70,0
"724","OUST","B",31,"2/7/2001 0:00:00",1,475.48,105,0
"725","OUST","B",31,"5/31/2002 0:00:00",1,615.69,130,82
"726","OUST","B",31,"11/26/2002 0:00:00",1,722.37,145,92
"727","OUST","B",31,"4/26/2004 0:00:00",1,701.04,190,114
"728","OUST","B",31,"8/23/2005 0:00:00",1,914.4,223.52,152.4
"729","OUST","B",32,"10/7/1996 0:00:00",1,92,18.2,0
"730","OUST","B",32,"11/11/1997 0:00:00",1,184,63,0
"731","OUST","B",32,"8/18/1999 0:00:00",1,372.46,108,0
"732","OUST","B",32,"2/7/2001 0:00:00",1,527.3,142,0
"733","OUST","B",32,"5/31/2002 0:00:00",1,661.41,192,102
"734","OUST","B",32,"11/26/2002 0:00:00",1,819.91,198,100
"735","OUST","B",32,"4/26/2004 0:00:00",1,944.88,230,136
"736","OUST","B",32,"8/23/2005 0:00:00",1,1066.8,195.58,172.72
"737","OUST","B",33,"10/7/1996 0:00:00",1,127,33,0
"738","OUST","B",33,"11/11/1997 0:00:00",1,190,40.5,0
"739","OUST","B",33,"8/18/1999 0:00:00",1,389.22,78,0
"740","OUST","B",33,"2/7/2001 0:00:00",1,539.49,108,0
"741","OUST","B",33,"5/31/2002 0:00:00",1,691.89,145,96
"742","OUST","B",33,"11/26/2002 0:00:00",1,798.57,144,102
"743","OUST","B",33,"4/26/2004 0:00:00",1,1036.32,172,122
"744","OUST","B",33,"8/23/2005 0:00:00",1,1066.8,231.14,162.56
"745","OUST","B",34,"10/7/1996 0:00:00",1,103,21.7,0
"746","OUST","B",34,"11/11/1997 0:00:00",1,172,40,0
"747","OUST","B",34,"8/18/1999 0:00:00",1,149.35,80,0
"748","OUST","B",34,"2/7/2001 0:00:00",1,446.53,99,0
"749","OUST","B",34,"5/31/2002 0:00:00",1,573.02,122,92
"750","OUST","B",34,"11/26/2002 0:00:00",1,658.36,132,105
"751","OUST","B",34,"4/26/2004 0:00:00",1,792.48,152,136
"752","OUST","B",34,"8/23/2005 0:00:00",1,1005.84,190.5,152.4
"753","OUST","B",35,"10/7/1996 0:00:00",1,64,18.2,0
"754","OUST","B",35,"11/11/1997 0:00:00",1,212,61,0
"755","OUST","B",35,"8/18/1999 0:00:00",1,426.41,98,0
"756","OUST","B",35,"2/7/2001 0:00:00",1,550.16,129,0
"757","OUST","B",35,"5/31/2002 0:00:00",1,755.9,158,119
"758","OUST","B",35,"11/26/2002 0:00:00",1,917.44,172,131
"759","OUST","B",35,"4/26/2004 0:00:00",1,975.36,202,149
"760","OUST","B",35,"8/23/2005 0:00:00",1,1249.68,248.92,203.2
"761","OUST","B",36,"10/7/1996 0:00:00",1,93,23.3,0
