"","site","location","tree","age.base","height","dbh.cm","volume","age.bh","tree.ID"
"483","2","5",18,70,26,24.7,657,60.8,"5.18"
"484","2","5",18,80,28,26.2,791,70.8,"5.18"
"485","2","5",18,90,29.8,27.4,913,80.8,"5.18"
"486","2","5",18,100,31.3,28.1,1005,90.8,"5.18"
"487","2","5",19,10,2,1.9,1.5,1.3,"5.19"
"488","2","5",19,20,7.4,11.5,38,11.3,"5.19"
"489","2","5",19,30,11.9,17.4,126,21.3,"5.19"
"490","2","5",19,40,15.9,21.9,284,31.3,"5.19"
"491","2","5",19,50,19,24.8,453,41.3,"5.19"
"492","2","5",19,60,20.9,27,611,51.3,"5.19"
"493","2","5",19,70,22.5,28.8,748,61.3,"5.19"
"494","2","5",19,80,24.3,30.4,882,71.3,"5.19"
"495","2","5",19,90,26.5,32,1032,81.3,"5.19"
"496","2","5",19,100,28.3,33.7,1202,91.3,"5.19"
"497","2","5",19,110,29.8,35.2,1377,101.3,"5.19"
"499","2","5",21,20,4.3,5.2,6,9.38,"5.21"
"500","2","5",21,30,8.6,11.3,41,19.37,"5.21"
"501","2","5",21,40,13.1,16.4,127,29.37,"5.21"
"502","2","5",21,50,17.7,20.1,252,39.38,"5.21"
"503","2","5",21,60,21.2,23.2,415,49.38,"5.21"
"504","2","5",21,70,24.1,25.3,557,59.38,"5.21"
"505","2","5",21,80,26.6,27.3,710,69.37,"5.21"
"506","2","5",21,90,28.5,29.2,853,79.37,"5.21"
"507","2","5",21,100,29.9,30.9,1006,89.37,"5.21"
"508","2","5",21,110,31.1,32.4,1148,99.37,"5.21"
"509","2","5",21,120,31.9,33.9,1296,109.37,"5.21"
"510","2","5",21,130,32.6,35.8,1495,119.37,"5.21"
"512","2","5",22,20,3.5,4.8,6,9.17,"5.22"
"513","2","5",22,30,6.5,10.2,28,19.17,"5.22"
"514","2","5",22,40,11.2,15.8,101,29.17,"5.22"
"515","2","5",22,50,15.6,20.5,246,39.17,"5.22"
"516","2","5",22,60,19.7,25.1,465,49.17,"5.22"
"517","2","5",22,70,23.1,28.9,747,59.17,"5.22"
"518","2","5",22,80,25.7,32.1,1039,69.17,"5.22"
"519","2","5",22,90,27.9,34.9,1332,79.17,"5.22"
"520","2","5",22,100,29.1,37,1566,89.17,"5.22"
"521","2","5",22,110,30.4,39.4,1830,99.17,"5.22"
"522","2","5",22,120,31.3,41.4,2048,109.17,"5.22"
"523","2","5",22,130,31.9,43.2,2264,119.17,"5.22"
"525","2","5",23,20,4.8,7.4,13,10,"5.23"
"526","2","5",23,30,8.5,12.3,48,20,"5.23"
"527","2","5",23,40,12.2,15.8,111,30,"5.23"
"528","2","5",23,50,16,18.3,196,40,"5.23"
"529","2","5",23,60,18.8,20.2,287,50,"5.23"
"530","2","5",23,70,21.1,21.5,369,60,"5.23"
"531","2","5",23,80,22.6,22.7,454,70,"5.23"
"532","2","5",23,90,24.1,23.9,538,80,"5.23"
"533","2","5",23,100,25.6,24.9,606,90,"5.23"
"534","2","5",23,110,26.9,25.8,672,100,"5.23"
"535","2","5",23,120,28,26.5,728,110,"5.23"
"536","2","5",23,130,29.2,27.1,780,120,"5.23"
"537","2","5",23,140,30.4,28,847,130,"5.23"
"538","2","5",23,150,31.7,29,931,140,"5.23"
"540","2","5",24,20,5,6.5,11,10,"5.24"
"541","2","5",24,30,9.6,11.7,50,20,"5.24"
"542","2","5",24,40,13.2,17.4,149,30,"5.24"
"543","2","5",24,50,16.5,22.1,297,40,"5.24"
"544","2","5",24,60,19.4,25.6,472,50,"5.24"
"545","2","5",24,70,21.4,27.6,604,60,"5.24"
"546","2","5",24,80,23,29.8,782,70,"5.24"
"547","2","5",24,90,25.1,31,907,80,"5.24"
"548","2","5",24,100,26.5,32.3,1043,90,"5.24"
"549","2","5",24,110,27.8,33.7,1200,100,"5.24"
"550","2","5",24,120,29.1,35.1,1363,110,"5.24"
"551","2","5",24,130,30.6,36.9,1566,120,"5.24"
"552","2","5",24,140,32.2,38.7,1780,130,"5.24"
"553","2","5",24,150,33.4,40.1,1982,140,"5.24"
"554","2","5",26,10,2,2,0.2,1.75,"5.26"
"555","2","5",26,20,6,6.5,11,11.75,"5.26"
"556","2","5",26,30,9.1,12.6,52,21.75,"5.26"
"557","2","5",26,40,12.3,16.5,120,31.75,"5.26"
"558","2","5",26,50,15.5,20.6,238,41.75,"5.26"
"559","2","5",26,60,18.6,24.1,401,51.75,"5.26"
"560","2","5",26,70,21,26.5,564,61.75,"5.26"
"561","2","5",26,80,23.1,28.5,736,71.75,"5.26"
"562","2","5",26,90,25.1,30.1,894,81.75,"5.26"
"563","2","5",26,100,26.6,31.9,1064,91.75,"5.26"
"564","2","5",26,110,27.8,33.1,1184,101.75,"5.26"
"565","2","5",26,120,28.8,34.2,1306,111.75,"5.26"
"566","2","5",26,130,29.7,35.2,1417,121.75,"5.26"
"567","2","5",26,140,30.7,36.3,1540,131.75,"5.26"
"568","2","5",26,150,31.8,37.5,1681,141.75,"5.26"
"569","2","6",2,10,1.5,0.5,0.4,0.49,"6.2"
"570","2","6",2,20,5.6,6.8,11,10.49,"6.2"
"571","2","6",2,30,10.1,10.5,41,20.49,"6.2"
"572","2","6",2,40,13.8,14,109,30.49,"6.2"
"573","2","6",2,50,16.9,16.6,191,40.49,"6.2"
"574","2","6",2,60,19.7,18.7,293,50.49,"6.2"
"575","2","6",2,70,22,20.2,390,60.49,"6.2"
"576","2","6",2,80,24.1,21.5,485,70.49,"6.2"
"577","2","6",3,10,1.8,0.8,0.6,1.25,"6.3"
"578","2","6",3,20,5.8,7.4,13,11.25,"6.3"
"579","2","6",3,30,9.8,12,51,21.25,"6.3"
"580","2","6",3,40,13.5,15.8,125,31.25,"6.3"
"581","2","6",3,50,16.4,17.9,208,41.25,"6.3"
"582","2","6",3,60,19.5,20.1,320,51.25,"6.3"
"583","2","6",3,70,22.3,21.6,419,61.25,"6.3"
"584","2","6",3,80,24.8,22.7,512,71.25,"6.3"
"585","2","6",4,10,2.3,2,0.1,2.33,"6.4"
"586","2","6",4,20,6.6,8.8,19,12.33,"6.4"
"587","2","6",4,30,10.6,13.9,74,22.33,"6.4"
"588","2","6",4,40,13.9,18.2,173,32.33,"6.4"
"589","2","6",4,50,17.2,21.3,285,42.33,"6.4"
"590","2","6",4,60,20.4,24.3,448,52.33,"6.4"
"591","2","6",4,70,23.5,27.2,646,62.33,"6.4"
"592","2","6",4,80,25.8,29.5,834,72.33,"6.4"
"594","2","6",5,20,2,1.4,1,5.38,"6.5"
"595","2","6",5,30,6.6,6.6,11,15.38,"6.5"
"596","2","6",5,40,11.8,11.1,60,25.38,"6.5"
"597","2","6",5,50,17.5,16,186,35.38,"6.5"
"598","2","6",5,60,22.5,21.8,438,45.38,"6.5"
"599","2","6",5,70,26.1,26.3,756,55.38,"6.5"
"601","2","6",6,20,5.2,7.4,12,10,"6.6"
"602","2","6",6,30,10,13.7,68,20,"6.6"
"603","2","6",6,40,14.3,17.7,162,30,"6.6"
"604","2","6",6,50,17.5,20.6,286,40,"6.6"
"605","2","6",6,60,20.3,22.9,419,50,"6.6"
"606","2","6",6,70,22.6,24.7,546,60,"6.6"
"607","2","6",6,80,24.8,26.2,663,70,"6.6"
"608","2","6",7,10,1.9,0.8,0.5,1.3,"6.7"
"609","2","6",7,20,6.5,9.6,23,11.3,"6.7"
"610","2","6",7,30,11,16.8,118,21.3,"6.7"
"611","2","6",7,40,14,21.4,237,31.3,"6.7"
"612","2","6",7,50,17.9,23.6,350,41.3,"6.7"
"613","2","6",7,60,20.7,25.7,481,51.3,"6.7"
"614","2","6",7,70,23,27.5,612,61.3,"6.7"
"615","2","6",7,80,25.2,29.1,746,71.3,"6.7"
"616","2","6",7,90,27.4,30.6,884,81.3,"6.7"
"617","2","6",7,100,29.7,31.7,1005,91.3,"6.7"
"619","2","6",8,20,4.3,5.2,6,9.68,"6.8"
"620","2","6",8,30,9.3,11.2,45,19.68,"6.8"
"621","2","6",8,40,13,15.2,126,29.68,"6.8"
"622","2","6",8,50,17.4,18.7,244,39.68,"6.8"
"623","2","6",8,60,20.9,21.5,380,49.68,"6.8"
"624","2","6",8,70,23.1,23.6,500,59.68,"6.8"
"625","2","6",8,80,25.1,25.8,648,69.68,"6.8"
"626","2","6",8,90,27.4,28.4,811,79.68,"6.8"
"627","2","6",8,100,29.3,30.6,975,89.68,"6.8"
"629","2","7",6,20,2.1,1.5,1,5.71,"7.6"
"630","2","7",6,30,6.4,10,24,15.71,"7.6"
"631","2","7",6,40,11,16.8,111,25.71,"7.6"
"632","2","7",6,50,15,21.7,251,35.71,"7.6"
"633","2","7",6,60,17.9,24.8,414,45.71,"7.6"
"634","2","7",6,70,19.6,27.4,571,55.71,"7.6"
"635","2","7",6,80,21.9,29.5,721,65.71,"7.6"
"636","2","7",6,90,23.5,31.7,886,75.71,"7.6"
"637","2","7",6,100,24.9,33.4,1038,85.71,"7.6"
"638","2","7",6,110,26.2,35,1193,95.71,"7.6"
"639","2","7",6,120,27.2,36.5,1353,105.71,"7.6"
"640","2","7",6,130,28.2,37.8,1499,115.71,"7.6"
"641","2","7",6,140,29.2,40,1725,125.71,"7.6"
"642","2","7",6,150,30.2,42.6,2012,135.71,"7.6"
"644","3","1",12,20,2.8,3.4,2,8.33,"1.12"
"645","3","1",12,30,6.3,9.1,21,18.33,"1.12"
"646","3","1",12,40,10,14.8,81,28.33,"1.12"
"647","3","1",12,50,12.7,19.1,156,38.33,"1.12"
"648","3","1",12,60,15.4,22,251,48.33,"1.12"
"649","3","1",12,70,18.1,24.6,358,58.33,"1.12"
"650","3","1",12,80,21.1,26.8,495,68.33,"1.12"
"651","3","1",12,90,23.6,29.3,662,78.33,"1.12"
"652","3","1",12,100,25.4,31.2,808,88.33,"1.12"
"653","3","1",12,110,26.9,33,964,98.33,"1.12"
"654","3","1",12,120,28.4,34.5,1124,108.33,"1.12"
"655","3","1",12,130,29.7,36,1291,118.33,"1.12"
"656","3","1",12,140,30.8,37.1,1422,128.33,"1.12"
"657","3","1",12,150,31.8,38.3,1576,138.33,"1.12"
"659","3","1",13,20,4.1,5.1,6,10,"1.13"
"660","3","1",13,30,7.7,10.3,30,20,"1.13"
"661","3","1",13,40,11.1,14.7,89,30,"1.13"
"662","3","1",13,50,14.4,18.7,181,40,"1.13"
"663","3","1",13,60,17.5,21.9,309,50,"1.13"
"664","3","1",13,70,20.3,24.7,458,60,"1.13"
"665","3","1",13,80,22.5,27.2,630,70,"1.13"
"666","3","1",13,90,24.2,28.9,776,80,"1.13"
"667","3","1",13,100,25.8,30.6,931,90,"1.13"
"668","3","1",13,110,27.1,32.1,1073,100,"1.13"
"669","3","1",13,120,28.3,33.6,1226,110,"1.13"
"670","3","1",13,130,29.6,35.3,1381,120,"1.13"
"671","3","1",13,140,30.8,37,1547,130,"1.13"
"672","3","1",13,150,31.8,38.8,1736,140,"1.13"
"674","3","1",14,20,2.8,3.2,2,9.38,"1.14"
"675","3","1",14,30,5.8,6.6,11,19.37,"1.14"
"676","3","1",14,40,8.6,9.3,32,29.37,"1.14"
"677","3","1",14,50,10.9,12,64,39.38,"1.14"
"678","3","1",14,60,13,14.1,104,49.38,"1.14"
"679","3","1",14,70,15.2,16.2,155,59.38,"1.14"
"680","3","1",14,80,16.6,17.9,209,69.37,"1.14"
"681","3","1",14,90,17.8,19.4,257,79.37,"1.14"
"682","3","1",14,100,19.2,20.9,314,89.37,"1.14"
"683","3","1",14,110,20.3,21.7,351,99.37,"1.14"
"684","3","1",14,120,21,22.8,404,109.37,"1.14"
"685","3","1",14,130,21.6,23.7,446,119.37,"1.14"
"686","3","1",14,140,22.3,24.8,503,129.37,"1.14"
"687","3","1",14,150,23,25.8,555,139.37,"1.14"
"689","3","1",15,20,1.9,1.5,1,4.62,"1.15"
"690","3","1",15,30,5,6.2,9,14.62,"1.15"
"691","3","1",15,40,8.2,10.3,33,24.62,"1.15"
"692","3","1",15,50,11,13.4,74,34.62,"1.15"
"693","3","1",15,60,13.6,16.6,135,44.62,"1.15"
"694","3","1",15,70,15.8,19.5,209,54.62,"1.15"
"695","3","1",15,80,17.6,21.5,289,64.62,"1.15"
"696","3","1",15,90,19.2,23.8,371,74.62,"1.15"
"697","3","1",15,100,21,24.9,464,84.62,"1.15"
"698","3","1",15,110,22.5,26.2,556,94.62,"1.15"
"699","3","1",15,120,23.7,27.2,635,104.62,"1.15"
"700","3","1",15,130,24.7,28.5,727,114.62,"1.15"
"701","3","1",15,140,25.7,29.7,823,124.62,"1.15"
"702","3","1",15,150,26.7,30.9,921,134.62,"1.15"
"704","3","1",16,20,3,4.1,4,8.95,"1.16"
"705","3","1",16,30,5.9,8.5,18,18.95,"1.16"
"706","3","1",16,40,8.4,13.4,61,28.95,"1.16"
"707","3","1",16,50,10.9,17,119,38.95,"1.16"
"708","3","1",16,60,13.4,20,196,48.95,"1.16"
"709","3","1",16,70,15.6,22.8,297,58.95,"1.16"
"710","3","1",16,80,17.7,25.5,424,68.95,"1.16"
"711","3","1",16,90,19.4,27.6,541,78.95,"1.16"
"712","3","1",16,100,20.9,29.6,671,88.95,"1.16"
"713","3","1",16,110,22.3,31.6,808,98.95,"1.16"
"714","3","1",16,120,23.5,33,925,108.95,"1.16"
"715","3","1",16,130,24.3,34.9,1073,118.95,"1.16"
"716","3","1",16,140,25,36.1,1184,128.95,"1.16"
"717","3","1",16,150,25.9,37.6,1321,138.95,"1.16"
"719","3","3",13,20,3.7,5.2,6,9.6,"3.13"
"720","3","3",13,30,6.8,9.3,22,19.6,"3.13"
"721","3","3",13,40,10.1,12.8,59,29.6,"3.13"
"722","3","3",13,50,13.2,15.8,115,39.6,"3.13"
"723","3","3",13,60,16.2,18.6,204,49.6,"3.13"
"724","3","3",13,70,18.8,20.9,308,59.6,"3.13"
"725","3","3",13,80,20.7,22.9,410,69.6,"3.13"
"726","3","3",13,90,22.7,24.8,512,79.6,"3.13"
"727","3","3",13,100,24.3,26.5,613,89.6,"3.13"
"728","3","3",13,110,25.6,27.8,700,99.6,"3.13"
"729","3","3",13,120,26.9,29.1,788,109.6,"3.13"
"731","3","3",14,20,3.5,4.7,5,10,"3.14"
"732","3","3",14,30,7,9.1,21,20,"3.14"
"733","3","3",14,40,10.8,13.4,68,30,"3.14"
"734","3","3",14,50,14.2,16.8,139,40,"3.14"
"735","3","3",14,60,17,19.7,232,50,"3.14"
"736","3","3",14,70,18.9,21.9,326,60,"3.14"
"737","3","3",14,80,20.7,23.6,409,70,"3.14"
"738","3","3",14,90,22.6,25.2,505,80,"3.14"
"739","3","3",14,100,24.5,26.7,602,90,"3.14"
"740","3","3",14,110,26.1,27.8,694,100,"3.14"
"741","3","4",3,10,1.6,0.5,0.4,1.11,"4.3"
"742","3","4",3,20,4.3,5.5,7,11.11,"4.3"
"743","3","4",3,30,7.2,8.6,22,21.11,"4.3"
"744","3","4",3,40,10.3,11.9,57,31.11,"4.3"
"745","3","4",3,50,13,14.1,103,41.11,"4.3"
"746","3","4",3,60,15.8,15.8,160,51.11,"4.3"
"747","3","4",3,70,18.4,17.2,220,61.11,"4.3"
"748","3","4",3,80,20.2,18.4,289,71.11,"4.3"
"749","3","4",3,90,22.1,20.1,387,81.11,"4.3"
"750","3","4",3,100,23.4,21.5,465,91.11,"4.3"
"751","3","4",3,110,24.5,22.3,524,101.11,"4.3"
"753","3","4",4,20,2.7,2.8,2,7.37,"4.4"
"754","3","4",4,30,6.1,7,13,17.37,"4.4"
"755","3","4",4,40,9.8,11.5,46,27.37,"4.4"
"756","3","4",4,50,12.9,14.9,101,37.37,"4.4"
"757","3","4",4,60,15.8,17.3,166,47.37,"4.4"
"758","3","4",4,70,18,19.6,246,57.37,"4.4"
"759","3","4",4,80,19.9,21.1,315,67.37,"4.4"
"760","3","4",4,90,21.7,24.2,462,77.37,"4.4"
"761","3","4",4,100,23.4,27.3,635,87.37,"4.4"
"762","3","4",4,110,24.9,29.9,791,97.37,"4.4"
"763","3","4",4,120,26,32,951,107.37,"4.4"
"765","3","5",1,20,3.5,4,3,8.8,"5.1"
"766","3","5",1,30,6.3,7.7,14,18.8,"5.1"
"767","3","5",1,40,10.4,12.7,63,28.8,"5.1"
"768","3","5",1,50,13.4,15.2,118,38.8,"5.1"
"769","3","5",1,60,16.7,17,181,48.8,"5.1"
"770","3","5",1,70,18.8,18.7,255,58.8,"5.1"
"771","3","5",1,80,20.9,20.2,324,68.8,"5.1"
"772","3","5",1,90,23,21.5,390,78.8,"5.1"
"774","3","5",20,20,2.2,1.4,1,5,"5.20"
"775","3","5",20,30,5.7,6,9,15,"5.20"
"776","3","5",20,40,9.4,9.7,32,25,"5.20"
"777","3","5",20,50,12.9,12.6,72,35,"5.20"
"778","3","5",20,60,15.6,14,115,45,"5.20"
"779","3","5",20,70,17.9,16,172,55,"5.20"
"780","3","5",20,80,20.2,18.1,247,65,"5.20"
"781","3","5",20,90,22.4,19.6,320,75,"5.20"
"782","3","5",20,100,23.5,21,392,85,"5.20"
"783","3","5",20,110,24.2,22.8,493,95,"5.20"
"784","3","5",27,20,2,1,1,5,"5.27"
"785","3","5",27,30,4,5.5,5,15,"5.27"
"786","3","5",27,40,6.2,8.5,18,25,"5.27"
"787","3","5",27,50,9.1,11.6,43,35,"5.27"
"788","3","5",27,60,12.5,14.7,97,45,"5.27"
"789","3","5",27,70,15.8,17.8,182,55,"5.27"
"790","3","5",27,80,18.4,21,299,65,"5.27"
"791","3","5",27,90,20.6,24.2,446,75,"5.27"
"792","3","5",27,100,21.9,26.8,583,85,"5.27"
"793","3","5",27,110,23,28.9,717,95,"5.27"
"794","3","5",27,120,24.1,31.2,870,105,"5.27"
"795","3","5",27,130,25.3,33.2,1028,115,"5.27"
"796","3","5",27,140,26.4,35.6,1223,125,"5.27"
"798","3","5",28,30,2.9,3.2,2,9.41,"5.28"
"799","3","5",28,40,4.9,6.6,11,19.41,"5.28"
"800","3","5",28,50,7.9,9.9,30,29.41,"5.28"
"801","3","5",28,60,10.9,13.9,84,39.41,"5.28"
"802","3","5",28,70,14.2,18.2,189,49.41,"5.28"
"803","3","5",28,80,17.7,21.8,325,59.41,"5.28"
"804","3","5",28,90,20.3,24.7,476,69.41,"5.28"
"805","3","5",28,100,22.1,27.1,636,79.41,"5.28"
"806","3","5",28,110,23.2,29.2,790,89.41,"5.28"
"807","3","5",28,120,24.1,30.9,906,99.41,"5.28"
"808","3","5",28,130,25,32.4,1026,109.41,"5.28"
"809","3","5",28,140,25.8,33.5,1119,119.41,"5.28"
"810","3","5",28,150,26.6,34.9,1235,129.41,"5.28"
"812","3","5",29,20,1.8,1.3,1,4.17,"5.29"
"813","3","5",29,30,3.5,4,3,14.17,"5.29"
"814","3","5",29,40,5.7,7.2,13,24.17,"5.29"
"815","3","5",29,50,8.2,10.3,35,34.17,"5.29"
"816","3","5",29,60,11.1,12.9,70,44.17,"5.29"
"817","3","5",29,70,13.8,14.9,122,54.17,"5.29"
"818","3","5",29,80,16,16.6,179,64.17,"5.29"
"819","3","5",29,90,18.1,18.5,251,74.17,"5.29"
"820","3","5",29,100,19.7,20,321,84.17,"5.29"
"821","3","5",29,110,21.3,21.9,422,94.17,"5.29"
"822","3","5",29,120,22.6,23.3,504,104.17,"5.29"
"823","3","5",29,130,23.8,25.2,615,114.17,"5.29"
"824","3","5",29,140,25,27.1,724,124.17,"5.29"
"825","3","5",29,150,26.1,28.7,838,134.17,"5.29"
"827","3","5",30,20,1.9,1.3,1,5.45,"5.30"
"828","3","5",30,30,3.1,3.8,3,15.45,"5.30"
"829","3","5",30,40,6.3,8.7,19,25.45,"5.30"
"830","3","5",30,50,9.7,12.9,60,35.45,"5.30"
"831","3","5",30,60,11.9,17.2,134,45.45,"5.30"
"832","3","5",30,70,13.9,19.6,206,55.45,"5.30"
"833","3","5",30,80,15.7,21.4,278,65.45,"5.30"
"834","3","5",30,90,17.4,22.9,352,75.45,"5.30"
"835","3","5",30,100,18.8,23.8,415,85.45,"5.30"
"836","3","5",30,110,20.2,25.8,505,95.45,"5.30"
"837","3","5",30,120,21.4,27.2,589,105.45,"5.30"
"838","3","5",30,130,22.6,28.5,677,115.45,"5.30"
"839","3","5",30,140,23.8,30.2,795,125.45,"5.30"
"840","3","5",30,150,24.9,31.6,896,135.45,"5.30"
"842","3","5",31,20,1.6,0.5,0.6,2.5,"5.31"
"843","3","5",31,30,4.5,7.1,11,12.5,"5.31"
"844","3","5",31,40,8.2,12.9,53,22.5,"5.31"
"845","3","5",31,50,10.8,18.2,130,32.5,"5.31"
"846","3","5",31,60,12.7,21.4,210,42.5,"5.31"
"847","3","5",31,70,15.4,24.5,325,52.5,"5.31"
"848","3","5",31,80,17.9,27.9,459,62.5,"5.31"
"849","3","5",31,90,19.8,29.3,610,72.5,"5.31"
"850","3","5",31,100,21.7,31.3,760,82.5,"5.31"
"851","3","5",31,110,23.7,32.9,907,92.5,"5.31"
"852","3","5",31,120,25.4,34.2,1051,102.5,"5.31"
"853","3","5",31,130,26.9,35.7,1211,112.5,"5.31"
"854","3","5",31,140,28.3,37.2,1381,122.5,"5.31"
"855","3","5",31,150,29.5,38.9,1570,132.5,"5.31"
"857","3","6",9,20,3.6,4.2,4,9.2,"6.9"
"858","3","6",9,30,6.3,7.8,16,19.2,"6.9"
"859","3","6",9,40,10.5,11.8,55,29.2,"6.9"
"860","3","6",9,50,14.2,14.5,110,39.2,"6.9"
"861","3","6",9,60,17.2,16.4,174,49.2,"6.9"
"862","3","6",9,70,20,18.2,252,59.2,"6.9"
"863","3","6",9,80,22.3,19.9,344,69.2,"6.9"
"864","3","6",9,90,23.9,21.7,441,79.203,"6.9"
"866","3","6",10,20,3.5,4.9,5,9.17,"6.10"
"867","3","6",10,30,5.6,8,15,19.17,"6.10"
"868","3","6",10,40,8.4,11.4,44,29.17,"6.10"
"869","3","6",10,50,11.1,14.1,84,39.17,"6.10"
"870","3","6",10,60,13.4,16.5,142,49.17,"6.10"
"871","3","6",10,70,15.2,18.6,208,59.17,"6.10"
"872","3","6",10,80,17.1,20.5,277,69.17,"6.10"
"873","3","6",10,90,18.8,22.7,363,79.17,"6.10"
"874","3","6",10,100,20.6,24.9,463,89.17,"6.10"
"875","3","6",10,110,22.3,27.3,582,99.17,"6.10"
"877","3","7",1,20,3.6,5,5,9.2,"7.1"
"878","3","7",1,30,6.4,9.6,24,19.2,"7.1"
"879","3","7",1,40,8.8,12.1,49,29.2,"7.1"
"880","3","7",1,50,11.2,13.9,79,39.2,"7.1"
"881","3","7",1,60,13.1,15.7,120,49.2,"7.1"
"882","3","7",1,70,14.8,17.4,170,59.2,"7.1"
"883","3","7",1,80,16.3,18.7,217,69.2,"7.1"
"884","3","7",1,90,17.7,20,272,79.2,"7.1"
"885","3","7",1,100,19.3,21.7,350,89.2,"7.1"
"886","3","7",1,110,21.1,23.6,448,99.2,"7.1"
"887","3","7",1,120,22.7,25.2,555,109.2,"7.1"
"889","3","7",10,20,3.6,4.7,5,8.85,"7.10"
"890","3","7",10,30,7,9.4,24,18.85,"7.10"
"891","3","7",10,40,10.5,13.2,61,28.85,"7.10"
"892","3","7",10,50,14,15.8,115,38.85,"7.10"
"893","3","7",10,60,16.7,18.4,190,48.85,"7.10"
"894","3","7",10,70,18.3,20.3,257,58.85,"7.10"
"895","3","7",10,80,19.7,22,327,68.85,"7.10"
"896","3","7",10,90,21.1,24,417,78.85,"7.10"
"897","3","7",10,100,22.2,26,536,88.85,"7.10"
"898","3","7",10,110,23.6,28.3,667,98.85,"7.10"
"899","3","7",10,120,24.7,30,781,108.85,"7.10"
"900","3","7",10,130,25.8,32,912,118.85,"7.10"
"901","3","7",10,140,26.5,33.8,1033,128.85,"7.10"
"902","3","7",10,150,27.3,35.4,1148,138.85,"7.10"
"905","4","5",34,30,3.3,3.8,3,10,"5.34"
"906","4","5",34,40,6.3,6.9,13,20,"5.34"
"907","4","5",34,50,9.1,10.2,39,30,"5.34"
"908","4","5",34,60,11.7,12.9,77,40,"5.34"
"909","4","5",34,70,13.5,14.4,110,50,"5.34"
"910","4","5",34,80,14.9,15.6,140,60,"5.34"
"911","4","5",34,90,16.2,16.7,173,70,"5.34"
"912","4","5",34,100,17.7,18.1,222,80,"5.34"
"913","4","5",34,110,19.6,19.7,285,90,"5.34"
"914","4","5",34,120,20.8,20.9,340,100,"5.34"
"916","4","5",35,20,1.8,0.9,0.8,3.57,"5.35"
"917","4","5",35,30,5,6.4,9,13.57,"5.35"
"918","4","5",35,40,7.2,9.6,26,23.57,"5.35"
"919","4","5",35,50,10.3,13.4,70,33.57,"5.35"
"920","4","5",35,60,13,17,139,43.57,"5.35"
"921","4","5",35,70,15.1,19.7,214,53.57,"5.35"
"922","4","5",35,80,16.9,21.8,286,63.57,"5.35"
"923","4","5",35,90,18.7,24,372,73.57,"5.35"
"924","4","5",35,100,20.3,25.9,474,83.57,"5.35"
"925","4","5",35,110,21.6,27.5,569,93.57,"5.35"
"927","4","5",36,20,3.3,3.7,2.8,9.52,"5.36"
"928","4","5",36,30,5.8,6.5,11,19.52,"5.36"
"929","4","5",36,40,7.5,8.7,24,29.52,"5.36"
"930","4","5",36,50,8.7,10.1,37,39.52,"5.36"
"931","4","5",36,60,9.8,11.5,53,49.52,"5.36"
"932","4","5",36,70,10.9,13,74,59.52,"5.36"
"933","4","5",36,80,11.9,14.1,93,69.52,"5.36"
"934","4","5",36,90,13.1,15.6,123,79.52,"5.36"
"935","4","5",36,100,14.3,16.8,152,89.52,"5.36"
"936","4","5",36,110,15.4,17.7,180,99.52,"5.36"
"938","4","5",37,20,2.8,2.9,1.8,8.33,"5.37"
"939","4","5",37,30,4.8,6.5,9,18.33,"5.37"
"940","4","5",37,40,7.2,9.5,26,28.33,"5.37"
"941","4","5",37,50,9.5,12.6,59,38.33,"5.37"
"942","4","5",37,60,11.8,14.8,99,48.33,"5.37"
"943","4","5",37,70,13,16.5,142,58.33,"5.37"
"944","4","5",37,80,14.7,18.6,199,68.33,"5.37"
"945","4","5",37,90,15.8,20,250,78.33,"5.37"
"946","4","5",37,100,17.4,21.6,313,88.33,"5.37"
"947","4","5",37,110,18.7,22.9,373,98.33,"5.37"
"948","4","5",37,120,19.8,24.1,436,108.33,"5.37"
"949","4","5",37,130,20.9,25.1,495,118.33,"5.37"
"951","4","5",38,20,2.6,3,2.1,7.22,"5.38"
"952","4","5",38,30,4.7,6.5,9,17.22,"5.38"
"953","4","5",38,40,7.2,9.4,25,27.22,"5.38"
"954","4","5",38,50,9.8,12.2,57,37.22,"5.38"
"955","4","5",38,60,12,14.3,97,47.22,"5.38"
"956","4","5",38,70,13.8,16,138,57.22,"5.38"
"957","4","5",38,80,15.2,17.4,181,67.22,"5.38"
"958","4","5",38,90,16.6,18.8,232,77.22,"5.38"
"959","4","5",38,100,18.1,20.3,293,87.22,"5.38"
"960","4","5",38,110,19.5,21.6,345,97.22,"5.38"
"961","4","5",38,120,20.9,23,423,107.22,"5.38"
"963","4","5",39,20,4.1,5.6,6.9,9.33,"5.39"
"964","4","5",39,30,6.7,11.2,32,19.33,"5.39"
"965","4","5",39,40,9.2,14.8,71,29.33,"5.39"
"966","4","5",39,50,11.5,18.3,133,39.33,"5.39"
"967","4","5",39,60,13.7,21.1,205,49.33,"5.39"
"968","4","5",39,70,15.7,24,302,59.33,"5.39"
"969","4","5",39,80,17.2,26.1,391,69.33,"5.39"
"970","4","5",39,90,18.6,27.9,486,79.33,"5.39"
"971","4","5",39,100,20.3,30,604,89.33,"5.39"
"972","4","5",39,110,21.9,31.9,732,99.33,"5.39"
"973","4","5",39,120,23.1,33.7,870,109.33,"5.39"
"975","4","5",40,20,2.1,1.5,1.4,5.33,"5.40"
"976","4","5",40,30,5,6.1,8,15.33,"5.40"
