"","Day","Minute","X2"
"1225","Monday",1225,0
"1226","Monday",1226,0
"1227","Monday",1227,0
"1228","Monday",1228,0
"1229","Monday",1229,0
"1230","Monday",1230,0
"1231","Monday",1231,0
"1232","Monday",1232,0
"1233","Monday",1233,0
"1234","Monday",1234,0
"1235","Monday",1235,0
"1236","Monday",1236,0
"1237","Monday",1237,0
"1238","Monday",1238,0
"1239","Monday",1239,0
"1240","Monday",1240,0
"1241","Monday",1241,0
"1242","Monday",1242,0
"1243","Monday",1243,0
"1244","Monday",1244,0
"1245","Monday",1245,0
"1246","Monday",1246,0
"1247","Monday",1247,0
"1248","Monday",1248,0
"1249","Monday",1249,0
"1250","Monday",1250,0
"1251","Monday",1251,0
"1252","Monday",1252,0
"1253","Monday",1253,0
"1254","Monday",1254,0
"1255","Monday",1255,0
"1256","Monday",1256,0
"1257","Monday",1257,0
"1258","Monday",1258,0
"1259","Monday",1259,0
"1260","Monday",1260,0
"1261","Monday",1261,0
"1262","Monday",1262,0
"1263","Monday",1263,0
"1264","Monday",1264,0
"1265","Monday",1265,0
"1266","Monday",1266,0
"1267","Monday",1267,0
"1268","Monday",1268,0
"1269","Monday",1269,0
"1270","Monday",1270,0
"1271","Monday",1271,0
"1272","Monday",1272,0
"1273","Monday",1273,0
"1274","Monday",1274,0
"1275","Monday",1275,228
"1276","Monday",1276,847
"1277","Monday",1277,274
"1278","Monday",1278,289
"1279","Monday",1279,0
"1280","Monday",1280,13
"1281","Monday",1281,0
"1282","Monday",1282,0
"1283","Monday",1283,0
"1284","Monday",1284,305
"1285","Monday",1285,13
"1286","Monday",1286,38
"1287","Monday",1287,0
"1288","Monday",1288,0
"1289","Monday",1289,26
"1290","Monday",1290,243
"1291","Monday",1291,90
"1292","Monday",1292,64
"1293","Monday",1293,77
"1294","Monday",1294,26
"1295","Monday",1295,77
"1296","Monday",1296,154
"1297","Monday",1297,90
"1298","Monday",1298,0
"1299","Monday",1299,620
"1300","Monday",1300,599
"1301","Monday",1301,141
"1302","Monday",1302,128
"1303","Monday",1303,0
"1304","Monday",1304,51
"1305","Monday",1305,0
"1306","Monday",1306,13
"1307","Monday",1307,154
"1308","Monday",1308,13
"1309","Monday",1309,102
"1310","Monday",1310,13
"1311","Monday",1311,38
"1312","Monday",1312,128
"1313","Monday",1313,13
"1314","Monday",1314,77
"1315","Monday",1315,0
"1316","Monday",1316,0
"1317","Monday",1317,0
"1318","Monday",1318,26
"1319","Monday",1319,579
"1320","Monday",1320,579
"1321","Monday",1321,26
"1322","Monday",1322,64
"1323","Monday",1323,26
"1324","Monday",1324,102
"1325","Monday",1325,0
"1326","Monday",1326,197
"1327","Monday",1327,212
"1328","Monday",1328,102
"1329","Monday",1329,0
"1330","Monday",1330,115
"1331","Monday",1331,38
"1332","Monday",1332,443
"1333","Monday",1333,13
"1334","Monday",1334,38
"1335","Monday",1335,77
"1336","Monday",1336,0
"1337","Monday",1337,0
"1338","Monday",1338,0
"1339","Monday",1339,77
"1340","Monday",1340,0
"1341","Monday",1341,0
"1342","Monday",1342,0
"1343","Monday",1343,38
"1344","Monday",1344,141
"1345","Monday",1345,0
"1346","Monday",1346,425
"1347","Monday",1347,64
"1348","Monday",1348,26
"1349","Monday",1349,0
"1350","Monday",1350,0
"1351","Monday",1351,90
"1352","Monday",1352,38
"1353","Monday",1353,102
"1354","Monday",1354,51
"1355","Monday",1355,38
"1356","Monday",1356,38
"1357","Monday",1357,13
"1358","Monday",1358,64
"1359","Monday",1359,51
"1360","Monday",1360,51
"1361","Monday",1361,64
"1362","Monday",1362,154
"1363","Monday",1363,90
"1364","Monday",1364,13
"1365","Monday",1365,166
"1366","Monday",1366,154
"1367","Monday",1367,0
"1368","Monday",1368,0
"1369","Monday",1369,102
"1370","Monday",1370,102
"1371","Monday",1371,212
"1372","Monday",1372,51
"1373","Monday",1373,128
"1374","Monday",1374,13
"1375","Monday",1375,182
"1376","Monday",1376,154
"1377","Monday",1377,0
"1378","Monday",1378,64
"1379","Monday",1379,38
"1380","Monday",1380,26
"1381","Monday",1381,13
"1382","Monday",1382,0
"1383","Monday",1383,0
"1384","Monday",1384,0
"1385","Monday",1385,51
"1386","Monday",1386,166
"1387","Monday",1387,38
"1388","Monday",1388,13
"1389","Monday",1389,90
"1390","Monday",1390,371
"1391","Monday",1391,197
"1392","Monday",1392,660
"1393","Monday",1393,822
"1394","Monday",1394,599
"1395","Monday",1395,77
"1396","Monday",1396,1114
"1397","Monday",1397,353
"1398","Monday",1398,305
"1399","Monday",1399,259
"1400","Monday",1400,128
"1401","Monday",1401,90
"1402","Monday",1402,243
"1403","Monday",1403,660
"1404","Monday",1404,822
"1405","Monday",1405,289
"1406","Monday",1406,0
"1407","Monday",1407,115
"1408","Monday",1408,121.3712332
"1409","Monday",1409,353
"1410","Monday",1410,38
"1411","Monday",1411,26
"1412","Monday",1412,13
"1413","Monday",1413,64
"1414","Monday",1414,0
"1415","Monday",1415,38
"1416","Monday",1416,0
"1417","Monday",1417,0
"1418","Monday",1418,0
"1419","Monday",1419,0
"1420","Monday",1420,0
"1421","Monday",1421,0
"1422","Monday",1422,0
"1423","Monday",1423,0
"1424","Monday",1424,0
"1425","Monday",1425,13
"1426","Monday",1426,0
"1427","Monday",1427,0
"1428","Monday",1428,0
"1429","Monday",1429,64
"1430","Monday",1430,0
"1431","Monday",1431,0
"1432","Monday",1432,0
"1433","Monday",1433,0
"1434","Monday",1434,0
"1435","Monday",1435,0
"1436","Monday",1436,0
"1437","Monday",1437,0
"1438","Monday",1438,0
"1439","Monday",1439,0
"1440","Monday",1440,0
"1441","Tuesday",1,0
"1442","Tuesday",2,0
"1443","Tuesday",3,0
"1444","Tuesday",4,0
"1445","Tuesday",5,0
"1446","Tuesday",6,0
"1447","Tuesday",7,0
"1448","Tuesday",8,0
"1449","Tuesday",9,0
"1450","Tuesday",10,0
"1451","Tuesday",11,0
"1452","Tuesday",12,0
"1453","Tuesday",13,166
"1454","Tuesday",14,77
"1455","Tuesday",15,77
"1456","Tuesday",16,38
"1457","Tuesday",17,26
"1458","Tuesday",18,51
"1459","Tuesday",19,0
"1460","Tuesday",20,0
"1461","Tuesday",21,0
"1462","Tuesday",22,0
"1463","Tuesday",23,0
"1464","Tuesday",24,0
"1465","Tuesday",25,0
"1466","Tuesday",26,13
"1467","Tuesday",27,0
"1468","Tuesday",28,0
"1469","Tuesday",29,0
"1470","Tuesday",30,0
"1471","Tuesday",31,0
"1472","Tuesday",32,0
"1473","Tuesday",33,0
"1474","Tuesday",34,0
"1475","Tuesday",35,0
"1476","Tuesday",36,0
"1477","Tuesday",37,0
"1478","Tuesday",38,0
"1479","Tuesday",39,0
"1480","Tuesday",40,0
"1481","Tuesday",41,0
"1482","Tuesday",42,0
"1483","Tuesday",43,0
"1484","Tuesday",44,0
"1485","Tuesday",45,0
"1486","Tuesday",46,0
"1487","Tuesday",47,26
"1488","Tuesday",48,13
"1489","Tuesday",49,0
"1490","Tuesday",50,0
"1491","Tuesday",51,0
"1492","Tuesday",52,26
"1493","Tuesday",53,0
"1494","Tuesday",54,13
"1495","Tuesday",55,0
"1496","Tuesday",56,0
"1497","Tuesday",57,0
"1498","Tuesday",58,0
"1499","Tuesday",59,128
"1500","Tuesday",60,0
"1501","Tuesday",61,0
"1502","Tuesday",62,0
"1503","Tuesday",63,0
"1504","Tuesday",64,0
"1505","Tuesday",65,0
"1506","Tuesday",66,0
"1507","Tuesday",67,0
"1508","Tuesday",68,0
"1509","Tuesday",69,0
"1510","Tuesday",70,0
"1511","Tuesday",71,0
"1512","Tuesday",72,0
"1513","Tuesday",73,0
"1514","Tuesday",74,13
"1515","Tuesday",75,0
"1516","Tuesday",76,0
"1517","Tuesday",77,0
"1518","Tuesday",78,0
"1519","Tuesday",79,0
"1520","Tuesday",80,77
"1521","Tuesday",81,0
"1522","Tuesday",82,0
"1523","Tuesday",83,0
"1524","Tuesday",84,102
"1525","Tuesday",85,0
"1526","Tuesday",86,0
"1527","Tuesday",87,0
"1528","Tuesday",88,0
"1529","Tuesday",89,228
"1530","Tuesday",90,38
"1531","Tuesday",91,13
"1532","Tuesday",92,64
"1533","Tuesday",93,115
"1534","Tuesday",94,38
"1535","Tuesday",95,0
"1536","Tuesday",96,0
"1537","Tuesday",97,0
"1538","Tuesday",98,0
"1539","Tuesday",99,0
"1540","Tuesday",100,0
"1541","Tuesday",101,0
"1542","Tuesday",102,0
"1543","Tuesday",103,0
"1544","Tuesday",104,0
"1545","Tuesday",105,0
"1546","Tuesday",106,0
"1547","Tuesday",107,0
"1548","Tuesday",108,0
"1549","Tuesday",109,0
"1550","Tuesday",110,0
"1551","Tuesday",111,0
"1552","Tuesday",112,0
"1553","Tuesday",113,0
"1554","Tuesday",114,0
"1555","Tuesday",115,0
"1556","Tuesday",116,0
"1557","Tuesday",117,0
"1558","Tuesday",118,0
"1559","Tuesday",119,0
"1560","Tuesday",120,0
"1561","Tuesday",121,0
"1562","Tuesday",122,0
"1563","Tuesday",123,115
"1564","Tuesday",124,0
"1565","Tuesday",125,0
"1566","Tuesday",126,38
"1567","Tuesday",127,0
"1568","Tuesday",128,0
"1569","Tuesday",129,90
"1570","Tuesday",130,0
"1571","Tuesday",131,13
"1572","Tuesday",132,13
"1573","Tuesday",133,13
"1574","Tuesday",134,0
"1575","Tuesday",135,0
"1576","Tuesday",136,13
"1577","Tuesday",137,26
"1578","Tuesday",138,0
"1579","Tuesday",139,0
"1580","Tuesday",140,13
"1581","Tuesday",141,0
"1582","Tuesday",142,0
"1583","Tuesday",143,0
"1584","Tuesday",144,0
"1585","Tuesday",145,0
"1586","Tuesday",146,0
"1587","Tuesday",147,0
"1588","Tuesday",148,0
"1589","Tuesday",149,0
"1590","Tuesday",150,115
"1591","Tuesday",151,13
"1592","Tuesday",152,0
"1593","Tuesday",153,0
"1594","Tuesday",154,0
"1595","Tuesday",155,38
"1596","Tuesday",156,0
"1597","Tuesday",157,166
"1598","Tuesday",158,0
"1599","Tuesday",159,0
"1600","Tuesday",160,0
"1601","Tuesday",161,0
"1602","Tuesday",162,0
"1603","Tuesday",163,0
"1604","Tuesday",164,64
"1605","Tuesday",165,51
"1606","Tuesday",166,38
"1607","Tuesday",167,13
"1608","Tuesday",168,51
"1609","Tuesday",169,0
"1610","Tuesday",170,0
"1611","Tuesday",171,0
"1612","Tuesday",172,0
"1613","Tuesday",173,0
"1614","Tuesday",174,0
"1615","Tuesday",175,0
"1616","Tuesday",176,0
"1617","Tuesday",177,0
"1618","Tuesday",178,0
"1619","Tuesday",179,0
"1620","Tuesday",180,0
"1621","Tuesday",181,0
"1622","Tuesday",182,38
"1623","Tuesday",183,0
"1624","Tuesday",184,0
"1625","Tuesday",185,0
"1626","Tuesday",186,0
"1627","Tuesday",187,0
"1628","Tuesday",188,26
"1629","Tuesday",189,0
"1630","Tuesday",190,0
"1631","Tuesday",191,38
"1632","Tuesday",192,0
"1633","Tuesday",193,0
"1634","Tuesday",194,0
"1635","Tuesday",195,0
"1636","Tuesday",196,0
"1637","Tuesday",197,0
"1638","Tuesday",198,0
"1639","Tuesday",199,0
"1640","Tuesday",200,0
"1641","Tuesday",201,0
"1642","Tuesday",202,0
"1643","Tuesday",203,0
"1644","Tuesday",204,0
"1645","Tuesday",205,0
"1646","Tuesday",206,0
"1647","Tuesday",207,0
"1648","Tuesday",208,0
"1649","Tuesday",209,13
"1650","Tuesday",210,0
"1651","Tuesday",211,0
"1652","Tuesday",212,0
"1653","Tuesday",213,0
"1654","Tuesday",214,0
"1655","Tuesday",215,0
"1656","Tuesday",216,0
"1657","Tuesday",217,0
"1658","Tuesday",218,0
"1659","Tuesday",219,0
"1660","Tuesday",220,0
"1661","Tuesday",221,0
"1662","Tuesday",222,0
"1663","Tuesday",223,0
"1664","Tuesday",224,0
"1665","Tuesday",225,0
"1666","Tuesday",226,0
"1667","Tuesday",227,0
"1668","Tuesday",228,0
"1669","Tuesday",229,0
"1670","Tuesday",230,0
"1671","Tuesday",231,0
"1672","Tuesday",232,0
"1673","Tuesday",233,0
"1674","Tuesday",234,0
"1675","Tuesday",235,0
"1676","Tuesday",236,0
"1677","Tuesday",237,0
"1678","Tuesday",238,0
"1679","Tuesday",239,0
"1680","Tuesday",240,0
"1681","Tuesday",241,0
"1682","Tuesday",242,64
"1683","Tuesday",243,0
"1684","Tuesday",244,0
"1685","Tuesday",245,461
"1686","Tuesday",246,115
"1687","Tuesday",247,289
"1688","Tuesday",248,847
"1689","Tuesday",249,26
"1690","Tuesday",250,64
"1691","Tuesday",251,517
"1692","Tuesday",252,0
"1693","Tuesday",253,0
"1694","Tuesday",254,0
"1695","Tuesday",255,0
"1696","Tuesday",256,154
"1697","Tuesday",257,335
"1698","Tuesday",258,776
"1699","Tuesday",259,0
"1700","Tuesday",260,0
"1701","Tuesday",261,0
"1702","Tuesday",262,0
"1703","Tuesday",263,0
"1704","Tuesday",264,0
"1705","Tuesday",265,0
"1706","Tuesday",266,0
"1707","Tuesday",267,0
"1708","Tuesday",268,0
"1709","Tuesday",269,0
"1710","Tuesday",270,0
"1711","Tuesday",271,0
"1712","Tuesday",272,0
"1713","Tuesday",273,0
"1714","Tuesday",274,0
"1715","Tuesday",275,0
"1716","Tuesday",276,0
"1717","Tuesday",277,0
"1718","Tuesday",278,0
"1719","Tuesday",279,0
"1720","Tuesday",280,0
"1721","Tuesday",281,0
"1722","Tuesday",282,0
"1723","Tuesday",283,0
"1724","Tuesday",284,353
"1725","Tuesday",285,0
"1726","Tuesday",286,0
"1727","Tuesday",287,0
"1728","Tuesday",288,64
"1729","Tuesday",289,0
"1730","Tuesday",290,0
"1731","Tuesday",291,0
"1732","Tuesday",292,0
"1733","Tuesday",293,0
"1734","Tuesday",294,0
"1735","Tuesday",295,0
"1736","Tuesday",296,0
"1737","Tuesday",297,0
"1738","Tuesday",298,0
"1739","Tuesday",299,0
"1740","Tuesday",300,0
"1741","Tuesday",301,0
"1742","Tuesday",302,0
"1743","Tuesday",303,0
"1744","Tuesday",304,0
"1745","Tuesday",305,0
"1746","Tuesday",306,0
"1747","Tuesday",307,0
"1748","Tuesday",308,0
"1749","Tuesday",309,0
"1750","Tuesday",310,0
"1751","Tuesday",311,0
"1752","Tuesday",312,0
"1753","Tuesday",313,0
"1754","Tuesday",314,0
"1755","Tuesday",315,0
"1756","Tuesday",316,0
"1757","Tuesday",317,0
"1758","Tuesday",318,0
"1759","Tuesday",319,0
"1760","Tuesday",320,0
"1761","Tuesday",321,0
"1762","Tuesday",322,0
"1763","Tuesday",323,0
"1764","Tuesday",324,0
"1765","Tuesday",325,0
"1766","Tuesday",326,0
"1767","Tuesday",327,0
"1768","Tuesday",328,26
"1769","Tuesday",329,26
"1770","Tuesday",330,0
"1771","Tuesday",331,0
"1772","Tuesday",332,0
"1773","Tuesday",333,0
"1774","Tuesday",334,0
"1775","Tuesday",335,13
"1776","Tuesday",336,0
"1777","Tuesday",337,0
"1778","Tuesday",338,141
"1779","Tuesday",339,497
"1780","Tuesday",340,353
"1781","Tuesday",341,320
"1782","Tuesday",342,154
"1783","Tuesday",343,0
"1784","Tuesday",344,0
"1785","Tuesday",345,0
"1786","Tuesday",346,0
"1787","Tuesday",347,115
"1788","Tuesday",348,0
"1789","Tuesday",349,0
"1790","Tuesday",350,0
"1791","Tuesday",351,0
"1792","Tuesday",352,0
"1793","Tuesday",353,0
"1794","Tuesday",354,0
"1795","Tuesday",355,0
"1796","Tuesday",356,0
"1797","Tuesday",357,0
"1798","Tuesday",358,0
"1799","Tuesday",359,0
"1800","Tuesday",360,0
"1801","Tuesday",361,0
"1802","Tuesday",362,0
"1803","Tuesday",363,0
"1804","Tuesday",364,0
"1805","Tuesday",365,0
"1806","Tuesday",366,0
"1807","Tuesday",367,0
"1808","Tuesday",368,0
"1809","Tuesday",369,0
"1810","Tuesday",370,0
"1811","Tuesday",371,0
"1812","Tuesday",372,0
"1813","Tuesday",373,13
"1814","Tuesday",374,26
"1815","Tuesday",375,154
"1816","Tuesday",376,289
"1817","Tuesday",377,0
"1818","Tuesday",378,0
"1819","Tuesday",379,0
"1820","Tuesday",380,0
"1821","Tuesday",381,0
"1822","Tuesday",382,0
"1823","Tuesday",383,64
"1824","Tuesday",384,51
"1825","Tuesday",385,0
"1826","Tuesday",386,0
"1827","Tuesday",387,0
"1828","Tuesday",388,0
"1829","Tuesday",389,0
"1830","Tuesday",390,0
"1831","Tuesday",391,90
"1832","Tuesday",392,0
"1833","Tuesday",393,0
"1834","Tuesday",394,26
"1835","Tuesday",395,0
"1836","Tuesday",396,0
"1837","Tuesday",397,0
"1838","Tuesday",398,0
"1839","Tuesday",399,0
"1840","Tuesday",400,0
"1841","Tuesday",401,0
"1842","Tuesday",402,0
"1843","Tuesday",403,0
"1844","Tuesday",404,0
"1845","Tuesday",405,0
"1846","Tuesday",406,0
"1847","Tuesday",407,0
"1848","Tuesday",408,13
"1849","Tuesday",409,0
"1850","Tuesday",410,0
"1851","Tuesday",411,0
"1852","Tuesday",412,0
"1853","Tuesday",413,0
"1854","Tuesday",414,425
"1855","Tuesday",415,975
"1856","Tuesday",416,620
"1857","Tuesday",417,873
"1858","Tuesday",418,684
"1859","Tuesday",419,640
"1860","Tuesday",420,479
"1861","Tuesday",421,1057
"1862","Tuesday",422,776
"1863","Tuesday",423,707
"1864","Tuesday",424,660
"1865","Tuesday",425,389
"1866","Tuesday",426,799
"1867","Tuesday",427,558
"1868","Tuesday",428,26
"1869","Tuesday",429,197
"1870","Tuesday",430,166
"1871","Tuesday",431,90
"1872","Tuesday",432,289
"1873","Tuesday",433,479
"1874","Tuesday",434,121.3712332
"1875","Tuesday",435,0
"1876","Tuesday",436,0
"1877","Tuesday",437,0
"1878","Tuesday",438,0
"1879","Tuesday",439,0
"1880","Tuesday",440,0
"1881","Tuesday",441,0
"1882","Tuesday",442,0
"1883","Tuesday",443,0
"1884","Tuesday",444,0
"1885","Tuesday",445,0
"1886","Tuesday",446,0
"1887","Tuesday",447,0
"1888","Tuesday",448,0
"1889","Tuesday",449,0
"1890","Tuesday",450,0
"1891","Tuesday",451,0
"1892","Tuesday",452,0
"1893","Tuesday",453,26
"1894","Tuesday",454,0
"1895","Tuesday",455,0
"1896","Tuesday",456,753
"1897","Tuesday",457,579
"1898","Tuesday",458,197
"1899","Tuesday",459,128
"1900","Tuesday",460,51
"1901","Tuesday",461,166
"1902","Tuesday",462,128
"1903","Tuesday",463,38
"1904","Tuesday",464,77
"1905","Tuesday",465,51
"1906","Tuesday",466,77
"1907","Tuesday",467,128
"1908","Tuesday",468,64
"1909","Tuesday",469,102
"1910","Tuesday",470,13
"1911","Tuesday",471,51
"1912","Tuesday",472,102
"1913","Tuesday",473,64
"1914","Tuesday",474,38
"1915","Tuesday",475,538
"1916","Tuesday",476,1170
"1917","Tuesday",477,1085
"1918","Tuesday",478,707
"1919","Tuesday",479,353
"1920","Tuesday",480,425
"1921","Tuesday",481,212
"1922","Tuesday",482,64
"1923","Tuesday",483,443
"1924","Tuesday",484,228
"1925","Tuesday",485,77
"1926","Tuesday",486,0
"1927","Tuesday",487,0
"1928","Tuesday",488,38
"1929","Tuesday",489,102
"1930","Tuesday",490,0
"1931","Tuesday",491,320
"1932","Tuesday",492,64
"1933","Tuesday",493,13
"1934","Tuesday",494,443
"1935","Tuesday",495,0
"1936","Tuesday",496,166
"1937","Tuesday",497,141
"1938","Tuesday",498,13
"1939","Tuesday",499,0
"1940","Tuesday",500,26
"1941","Tuesday",501,0
"1942","Tuesday",502,0
"1943","Tuesday",503,128
"1944","Tuesday",504,51
"1945","Tuesday",505,128
"1946","Tuesday",506,0
"1947","Tuesday",507,38
"1948","Tuesday",508,0
"1949","Tuesday",509,0
"1950","Tuesday",510,0
"1951","Tuesday",511,0
"1952","Tuesday",512,0
"1953","Tuesday",513,90
"1954","Tuesday",514,0
"1955","Tuesday",515,0
"1956","Tuesday",516,0
"1957","Tuesday",517,0
"1958","Tuesday",518,197
"1959","Tuesday",519,141
"1960","Tuesday",520,154
"1961","Tuesday",521,77
"1962","Tuesday",522,115
"1963","Tuesday",523,0
"1964","Tuesday",524,0
"1965","Tuesday",525,0
"1966","Tuesday",526,77
"1967","Tuesday",527,228
"1968","Tuesday",528,0
"1969","Tuesday",529,0
"1970","Tuesday",530,0
"1971","Tuesday",531,0
"1972","Tuesday",532,0
"1973","Tuesday",533,166
"1974","Tuesday",534,26
"1975","Tuesday",535,0
"1976","Tuesday",536,0
"1977","Tuesday",537,0
"1978","Tuesday",538,13
"1979","Tuesday",539,13
"1980","Tuesday",540,115
"1981","Tuesday",541,425
"1982","Tuesday",542,407
"1983","Tuesday",543,599
"1984","Tuesday",544,371
"1985","Tuesday",545,407
"1986","Tuesday",546,0
"1987","Tuesday",547,0
"1988","Tuesday",548,0
"1989","Tuesday",549,305
"1990","Tuesday",550,38
"1991","Tuesday",551,0
"1992","Tuesday",552,0
"1993","Tuesday",553,0
"1994","Tuesday",554,0
"1995","Tuesday",555,0
"1996","Tuesday",556,154
"1997","Tuesday",557,90
"1998","Tuesday",558,212
"1999","Tuesday",559,90
"2000","Tuesday",560,64
"2001","Tuesday",561,64
"2002","Tuesday",562,389
"2003","Tuesday",563,389
"2004","Tuesday",564,975
"2005","Tuesday",565,259
"2006","Tuesday",566,371
"2007","Tuesday",567,26
"2008","Tuesday",568,26
"2009","Tuesday",569,115
"2010","Tuesday",570,26
"2011","Tuesday",571,51
"2012","Tuesday",572,228
"2013","Tuesday",573,115
"2014","Tuesday",574,51
"2015","Tuesday",575,64
"2016","Tuesday",576,141
"2017","Tuesday",577,517
"2018","Tuesday",578,620
"2019","Tuesday",579,13
"2020","Tuesday",580,0
"2021","Tuesday",581,115
"2022","Tuesday",582,0
"2023","Tuesday",583,115
"2024","Tuesday",584,353
"2025","Tuesday",585,154
"2026","Tuesday",586,443
"2027","Tuesday",587,0
"2028","Tuesday",588,197
"2029","Tuesday",589,335
"2030","Tuesday",590,0
"2031","Tuesday",591,26
"2032","Tuesday",592,320
"2033","Tuesday",593,243
"2034","Tuesday",594,197
"2035","Tuesday",595,599
"2036","Tuesday",596,707
"2037","Tuesday",597,517
"2038","Tuesday",598,13
"2039","Tuesday",599,64
"2040","Tuesday",600,128
"2041","Tuesday",601,197
"2042","Tuesday",602,26
"2043","Tuesday",603,115
"2044","Tuesday",604,38
"2045","Tuesday",605,371
"2046","Tuesday",606,38
"2047","Tuesday",607,0
"2048","Tuesday",608,90
"2049","Tuesday",609,64
"2050","Tuesday",610,26
"2051","Tuesday",611,141
"2052","Tuesday",612,38
"2053","Tuesday",613,128
"2054","Tuesday",614,26
"2055","Tuesday",615,141
"2056","Tuesday",616,141
"2057","Tuesday",617,26
"2058","Tuesday",618,26
"2059","Tuesday",619,90
"2060","Tuesday",620,289
"2061","Tuesday",621,873
"2062","Tuesday",622,517
"2063","Tuesday",623,425
"2064","Tuesday",624,320
"2065","Tuesday",625,320
"2066","Tuesday",626,141
"2067","Tuesday",627,26
"2068","Tuesday",628,353
"2069","Tuesday",629,197
"2070","Tuesday",630,730
"2071","Tuesday",631,425
"2072","Tuesday",632,1457
"2073","Tuesday",633,197
"2074","Tuesday",634,128
"2075","Tuesday",635,0
"2076","Tuesday",636,154
"2077","Tuesday",637,0
"2078","Tuesday",638,707
"2079","Tuesday",639,128
"2080","Tuesday",640,77
"2081","Tuesday",641,0
"2082","Tuesday",642,0
"2083","Tuesday",643,0
"2084","Tuesday",644,51
"2085","Tuesday",645,1142
"2086","Tuesday",646,38
"2087","Tuesday",647,479
"2088","Tuesday",648,371
"2089","Tuesday",649,305
"2090","Tuesday",650,899
"2091","Tuesday",651,975
"2092","Tuesday",652,1324
"2093","Tuesday",653,730
"2094","Tuesday",654,479
"2095","Tuesday",655,0
"2096","Tuesday",656,274
"2097","Tuesday",657,141
"2098","Tuesday",658,102
"2099","Tuesday",659,228
"2100","Tuesday",660,776
"2101","Tuesday",661,753
"2102","Tuesday",662,538
"2103","Tuesday",663,38
"2104","Tuesday",664,64
"2105","Tuesday",665,407
"2106","Tuesday",666,182
"2107","Tuesday",667,197
"2108","Tuesday",668,141
"2109","Tuesday",669,443
"2110","Tuesday",670,166
"2111","Tuesday",671,128
"2112","Tuesday",672,0
"2113","Tuesday",673,353
"2114","Tuesday",674,479
"2115","Tuesday",675,517
"2116","Tuesday",676,497
"2117","Tuesday",677,197
"2118","Tuesday",678,38
"2119","Tuesday",679,166
"2120","Tuesday",680,182
"2121","Tuesday",681,38
"2122","Tuesday",682,13
"2123","Tuesday",683,0
"2124","Tuesday",684,212
"2125","Tuesday",685,289
"2126","Tuesday",686,443
"2127","Tuesday",687,90
"2128","Tuesday",688,90
"2129","Tuesday",689,443
"2130","Tuesday",690,182
"2131","Tuesday",691,197
"2132","Tuesday",692,115
"2133","Tuesday",693,13
"2134","Tuesday",694,141
"2135","Tuesday",695,371
"2136","Tuesday",696,579
"2137","Tuesday",697,212
"2138","Tuesday",698,90
"2139","Tuesday",699,197
"2140","Tuesday",700,102
"2141","Tuesday",701,115
"2142","Tuesday",702,13
"2143","Tuesday",703,0
"2144","Tuesday",704,182
"2145","Tuesday",705,77
"2146","Tuesday",706,479
"2147","Tuesday",707,443
"2148","Tuesday",708,1057
"2149","Tuesday",709,0
"2150","Tuesday",710,51
"2151","Tuesday",711,26
"2152","Tuesday",712,26
"2153","Tuesday",713,77
"2154","Tuesday",714,166
"2155","Tuesday",715,128
"2156","Tuesday",716,154
"2157","Tuesday",717,102
"2158","Tuesday",718,26
"2159","Tuesday",719,13
"2160","Tuesday",720,51
"2161","Tuesday",721,115
"2162","Tuesday",722,154
"2163","Tuesday",723,0
"2164","Tuesday",724,166
"2165","Tuesday",725,102
"2166","Tuesday",726,289
"2167","Tuesday",727,51
"2168","Tuesday",728,38
"2169","Tuesday",729,305
"2170","Tuesday",730,77
"2171","Tuesday",731,141
"2172","Tuesday",732,51
"2173","Tuesday",733,0
"2174","Tuesday",734,13
"2175","Tuesday",735,51
"2176","Tuesday",736,90
"2177","Tuesday",737,497
"2178","Tuesday",738,1001
"2179","Tuesday",739,228
"2180","Tuesday",740,1784
"2181","Tuesday",741,1905
"2182","Tuesday",742,443
"2183","Tuesday",743,166
"2184","Tuesday",744,64
"2185","Tuesday",745,305
"2186","Tuesday",746,371
"2187","Tuesday",747,305
"2188","Tuesday",748,497
"2189","Tuesday",749,497
"2190","Tuesday",750,13
"2191","Tuesday",751,243
"2192","Tuesday",752,197
"2193","Tuesday",753,212
"2194","Tuesday",754,407
"2195","Tuesday",755,950
"2196","Tuesday",756,538
"2197","Tuesday",757,212
"2198","Tuesday",758,154
"2199","Tuesday",759,1562
"2200","Tuesday",760,1423
"2201","Tuesday",761,64
"2202","Tuesday",762,64
"2203","Tuesday",763,115
"2204","Tuesday",764,64
"2205","Tuesday",765,38
"2206","Tuesday",766,64
"2207","Tuesday",767,64
"2208","Tuesday",768,0
"2209","Tuesday",769,407
"2210","Tuesday",770,1029
"2211","Tuesday",771,259
"2212","Tuesday",772,517
"2213","Tuesday",773,274
"2214","Tuesday",774,197
"2215","Tuesday",775,102
"2216","Tuesday",776,26
"2217","Tuesday",777,182
"2218","Tuesday",778,51
"2219","Tuesday",779,197
"2220","Tuesday",780,26
"2221","Tuesday",781,371
"2222","Tuesday",782,873
"2223","Tuesday",783,1029
"2224","Tuesday",784,847
"2225","Tuesday",785,389
"2226","Tuesday",786,13
"2227","Tuesday",787,141
"2228","Tuesday",788,0
"2229","Tuesday",789,13
"2230","Tuesday",790,13
"2231","Tuesday",791,141
"2232","Tuesday",792,64
"2233","Tuesday",793,182
"2234","Tuesday",794,121.3712332
"2235","Tuesday",795,497
"2236","Tuesday",796,26
