"","idcode","year","birth_yr","age","race","msp","nev_mar","grade","collgrad","not_smsa","c_city","south","ind_code","occ_code","union","wks_ue","ttl_exp","tenure","hours","wks_work","ln_wage"
"1945",355,70,46,23,1,0,1,12,0,0,0,0,6,3,1,0,2.74358987808228,1.33333337306976,24,56,1.35311591625214
"1946",355,71,46,24,1,0,1,12,0,0,0,0,6,3,1,0,3.45512819290161,2.33333325386047,26,37,1.77529191970825
"1947",355,72,46,25,1,0,1,12,0,0,0,0,6,3,1,0,4.49358987808228,3.33333325386047,24,54,1.89925861358643
"1948",355,73,46,26,1,0,1,12,0,0,0,0,6,3,0,0,5.45512819290161,4.33333349227905,20,50,1.90114402770996
"1949",355,75,46,28,1,1,0,12,0,0,0,0,6,3,NA,26,6.33333349227905,6.33333349227905,27,13,1.9105429649353
"1950",355,80,46,33,1,1,0,12,0,0,0,0,6,3,1,2,6.81410264968872,0.5,30,25,1.46027851104736
"1951",355,82,46,35,1,1,0,12,0,0,0,0,6,3,1,NA,8.69871807098389,2.5,35,98,2.11625504493713
"1952",355,83,46,36,1,1,0,12,0,0,0,0,6,3,1,0,9.64102554321289,3.41666674613953,40,49,2.16258239746094
"1953",355,85,46,38,1,1,0,12,0,0,0,0,6,3,1,NA,11.6410255432129,5.5,40,104,2.1148726940155
"1954",356,68,44,23,1,1,0,16,1,0,0,0,11,1,NA,0,1.41666662693024,1.41666662693024,36,52,2.0089476108551
"1955",356,69,44,24,1,1,0,16,1,0,0,0,11,1,NA,0,2.33333325386047,2.33333325386047,35,36,2.1999306678772
"1956",356,70,44,25,1,1,0,16,1,0,0,0,11,1,NA,0,3.25,3.25,35,47,2.26531338691711
"1957",356,71,44,26,1,1,0,16,1,0,0,0,11,1,1,0,3.67307686805725,0.416666656732559,20,22,2.13573336601257
"1958",356,72,44,27,1,1,0,16,1,0,0,0,11,1,0,0,4.692307472229,1.41666662693024,25,53,2.29182052612305
"1959",356,73,44,28,1,1,0,16,1,0,0,0,11,1,NA,0,5.01923036575317,1.75,20,17,2.25432944297791
"1960",356,80,44,35,1,1,0,16,1,0,0,0,8,3,0,0,5.80769205093384,1.33333337306976,28,41,1.30702078342438
"1961",356,82,44,37,1,1,0,16,1,0,0,0,8,6,0,0,7.07692289352417,3.41666674613953,28,66,1.32175588607788
"1962",356,83,44,38,1,1,0,16,1,0,0,0,8,3,0,NA,7.07692289352417,4.41666650772095,40,NA,1.61804628372192
"1963",356,85,44,40,1,1,0,16,1,0,0,0,8,2,0,NA,7.07692289352417,6.41666650772095,40,NA,1.72283053398132
"1964",356,87,44,42,1,1,0,16,1,0,0,0,8,2,0,NA,9.07692337036133,8.41666698455811,40,104,1.91657793521881
"1965",356,88,44,43,1,1,0,16,1,0,0,0,8,2,0,20,10.4038467407227,9.75,40,69,1.99045157432556
"1966",358,68,43,25,1,1,0,12,0,0,0,0,7,3,NA,0,7,7,37,52,1.70405375957489
"1967",358,69,43,26,1,1,0,12,0,0,0,0,7,3,NA,0,7.91666650772095,7.91666650772095,10,28,1.5847452878952
"1968",358,70,43,27,1,1,0,12,0,0,0,0,7,3,0,0,9.01282024383545,9,15,57,1.6792072057724
"1969",358,71,43,28,1,1,0,12,0,0,0,0,7,3,NA,0,9.47435855865479,9.41666698455811,16,24,1.6792072057724
"1970",358,72,43,29,1,1,0,12,0,0,0,0,7,3,0,0,10.4166660308838,1.08333337306976,10,49,1.59433484077454
"1971",358,73,43,30,1,1,0,12,0,0,0,0,7,3,0,0,11.3397426605225,2.08333325386047,10,48,1.57664799690247
"1972",358,75,43,32,1,1,0,12,0,0,0,0,NA,3,NA,0,12.3205118179321,4,15,51,1.56452536582947
"1973",358,77,43,34,1,1,0,12,0,0,0,0,7,3,0,0,13.3205118179321,6,14,52,1.55236756801605
"1974",358,78,43,35,1,1,0,12,0,0,0,0,7,3,0,0,14.3782043457031,7.08333349227905,15,55,1.55785036087036
"1975",358,80,43,37,1,1,0,12,0,0,0,0,7,3,0,NA,16.2628192901611,9,15,98,1.75330829620361
"1976",358,82,43,39,1,1,0,12,0,0,0,0,7,3,0,NA,18.1474342346191,11.0833330154419,15,98,1.74919986724854
"1977",358,83,43,40,1,1,0,12,0,0,0,0,7,3,0,0,19.1474342346191,12.0833330154419,38,52,1.61994886398315
"1978",358,85,43,42,1,1,0,12,0,0,0,0,7,3,0,NA,21.1474342346191,14.0833330154419,40,104,1.76205122470856
"1979",358,87,43,44,1,1,0,12,0,0,0,0,7,3,0,NA,23.1474342346191,16.0833339691162,40,104,2.01824188232422
"1980",358,88,43,45,1,1,0,12,0,0,0,0,7,2,0,0,24.4743576049805,17.4166660308838,40,69,2.085862159729
"1981",359,82,44,37,1,1,0,14,0,0,0,0,11,1,0,NA,9.67307662963867,1.66666662693024,40,78,2.08193802833557
"1982",359,83,44,38,1,1,0,14,0,0,0,0,11,1,0,NA,9.67307662963867,0.583333313465118,40,NA,2.16699266433716
"1983",359,88,44,44,1,1,0,14,0,0,0,0,11,1,0,0,15.057692527771,6,40,72,2.38299918174744
"1984",360,78,51,27,1,0,0,12,0,0,0,0,4,3,0,21,5.08974361419678,0.666666686534882,40,33,1.52799737453461
"1985",360,80,51,29,1,1,0,12,0,0,1,0,4,3,0,NA,6.97435903549194,2.58333325386047,40,98,1.60712575912476
"1986",360,82,51,31,1,1,0,12,0,0,1,0,4,3,0,NA,8.85897445678711,4.66666650772095,40,98,1.7439683675766
"1987",360,83,51,32,1,0,0,12,0,0,1,0,4,3,0,0,9.87820529937744,5.66666650772095,40,53,1.78436696529388
"1988",360,85,51,34,1,1,0,12,0,0,1,0,4,3,0,NA,11.8782052993774,7.66666650772095,40,104,1.81886732578278
"1989",360,87,51,36,1,1,0,12,0,0,1,0,4,3,1,NA,13.8782052993774,9.66666698455811,40,104,1.8609379529953
"1990",360,88,51,37,1,1,0,12,0,0,1,0,4,3,NA,2,15.2435894012451,10.75,40,71,3.65607881546021
"1991",361,68,50,18,1,0,1,9,0,0,0,0,4,6,NA,0,0.673076927661896,0.0833333358168602,40,35,1.51055884361267
"1992",361,71,50,21,1,1,0,9,0,0,1,0,6,3,NA,0,1.80769228935242,0.416666656732559,20,19,1.31630170345306
"1993",361,75,50,25,1,1,0,9,0,0,0,0,11,8,NA,0,1.92307698726654,0.583333313465118,30,2,1.3351788520813
"1994",362,68,49,18,1,0,1,12,0,0,1,0,9,13,NA,0,0.538461565971375,0.333333343267441,40,28,1.4039489030838
"1995",362,69,49,19,1,0,1,12,0,0,1,0,11,3,NA,0,1.07692313194275,0.16666667163372,40,28,1.2970632314682
"1996",362,70,49,20,1,0,1,12,0,0,1,0,6,3,1,0,2.11538457870483,0.916666686534882,38,54,1.25176346302032
"1997",362,73,49,24,1,1,0,12,0,0,0,0,NA,4,NA,0,2.88461542129517,0.25,35,40,1.70533180236816
"1998",362,75,49,25,1,1,0,12,0,0,1,0,4,6,NA,0,3.807692527771,1.5,40,48,1.6228609085083
"1999",362,77,49,27,1,1,0,12,0,1,0,0,4,6,1,0,3.807692527771,0.25,20,0,1.91552972793579
"2000",362,87,49,37,1,1,0,12,0,1,0,0,12,8,0,0,4.71153831481934,0.333333343267441,10,47,1.15601825714111
"2001",363,72,46,25,1,1,0,12,0,0,1,0,4,3,NA,0,0.0833333358168602,0.0833333358168602,30,NA,1.59433484077454
"2002",363,77,46,30,1,1,0,12,0,0,0,0,12,8,0,0,1.83333337306976,1.83333337306976,5,43,1.65199744701385
"2003",363,78,46,31,1,1,0,12,0,0,0,0,12,8,0,0,2.83333325386047,2.83333325386047,10,40,1.63426625728607
"2004",363,80,46,33,1,1,0,12,0,0,0,0,6,4,0,NA,4.33333301544189,0.916666686534882,30,78,1.7925283908844
"2005",363,82,46,35,1,1,0,12,0,0,0,0,6,3,0,NA,6.21794843673706,2.91666674613953,33,98,1.96290755271912
"2006",363,83,46,36,1,1,0,12,0,0,0,0,6,3,0,0,7.21794843673706,3.83333325386047,33,52,1.98533117771149
"2007",363,85,46,38,1,0,0,12,0,0,0,0,6,4,0,0,8.21794891357422,5.83333349227905,38,52,2.04896330833435
"2008",363,87,46,40,1,0,0,12,0,0,0,0,6,3,0,NA,10.2179489135742,7.91666650772095,38,104,2.14144158363342
"2009",363,88,46,41,1,0,0,12,0,0,0,0,4,2,0,0,11.6025638580322,9.25,36,72,2.29206252098083
"2010",366,71,48,23,1,0,1,12,0,1,0,0,1,1,0,0,3.94230771064758,2.91666674613953,40,52,1.02387595176697
"2011",366,73,48,25,1,0,1,12,0,0,0,0,1,10,NA,0,4.88461542129517,0.666666686534882,30,49,1.27424907684326
"2012",366,75,48,27,1,0,1,12,0,0,0,0,9,8,NA,0,5.88461542129517,2.33333325386047,28,52,1.44053936004639
"2013",366,80,48,31,1,0,1,12,0,0,0,0,4,6,0,NA,7.76923084259033,2.08333325386047,40,98,1.46562623977661
"2014",366,82,48,34,1,0,1,12,0,0,0,0,4,6,0,NA,9.65384674072266,4.16666650772095,40,98,1.66392588615417
"2015",366,83,48,35,1,0,1,12,0,0,0,0,4,5,0,0,10.692307472229,5.16666650772095,40,54,1.79239964485168
"2016",366,85,48,36,1,0,1,12,0,0,0,0,4,6,0,NA,12.692307472229,7.08333349227905,40,104,1.79533684253693
"2017",367,85,50,34,1,1,0,13,0,1,0,0,11,3,1,NA,4.75,4.75,35,104,2.03851675987244
"2018",367,87,50,36,1,1,0,13,0,1,0,0,12,3,1,NA,6.75,6.75,35,104,2.16666150093079
"2019",367,88,50,37,1,1,0,13,0,1,0,0,11,3,1,0,8.08333301544189,8.08333301544189,35,61,2.33739829063416
"2020",368,69,46,23,1,0,1,15,0,1,0,0,11,1,NA,0,1.92307686805725,0.666666686534882,35,48,2.1124279499054
"2021",368,70,46,24,1,0,1,15,0,1,0,0,11,1,0,0,2.96153855323792,1.66666662693024,40,54,2.07301068305969
"2022",368,71,46,25,1,1,0,15,0,1,0,0,11,1,NA,3,3.80769228935242,1.75,40,44,2.0612108707428
"2023",368,72,46,26,1,1,0,15,0,1,0,0,11,1,0,0,4.82692289352417,1.83333337306976,40,53,2.11983489990234
"2024",368,73,46,27,1,1,0,15,0,1,0,0,11,1,0,0,5.82692289352417,2.83333325386047,40,52,2.16674637794495
"2025",368,83,46,37,1,1,0,15,0,0,0,0,6,6,NA,0,13.7115383148193,0,36,56,1.3862943649292
"2026",368,85,46,NA,1,1,0,15,0,0,0,0,7,3,0,0,15.6730766296387,NA,20,102,2.15409278869629
"2027",368,87,46,41,1,1,0,15,0,0,0,0,7,3,0,0,16.8269233703613,0.666666686534882,25,60,1.53301131725311
"2028",369,70,51,18,1,0,1,12,0,0,0,0,11,8,NA,12,1.45512819290161,0.916666686534882,18,41,1.36160135269165
"2029",369,71,51,19,1,0,1,12,0,0,0,0,6,3,NA,0,2.47435903549194,0.666666686534882,20,53,1.25176346302032
"2030",369,72,51,20,1,0,1,12,0,0,0,0,11,3,0,0,3.49358987808228,1,35,53,1.99398577213287
"2031",369,73,51,21,1,0,1,12,0,0,0,0,11,3,0,0,4.55128192901611,2.08333325386047,35,55,2.01221108436584
"2032",369,75,51,23,1,1,0,12,0,0,1,0,11,3,NA,0,5.55128192901611,4,35,52,2.04376173019409
"2033",369,77,51,25,1,1,0,12,0,0,0,0,11,3,0,0,6.55128192901611,5.91666650772095,35,52,2.04201817512512
"2034",369,78,51,26,1,1,0,12,0,0,0,0,11,3,0,0,7.60897445678711,7,35,55,2.02601361274719
"2035",369,80,51,28,1,1,0,12,0,0,0,0,11,3,0,20,9,9,6,56,2.03998994827271
"2036",369,83,51,31,1,1,0,12,0,0,0,0,11,2,0,0,10.807692527771,1.08333337306976,35,53,1.70203709602356
"2037",370,68,44,23,1,0,0,10,0,0,1,0,6,8,NA,0,0.25,0.25,20,11,1.4039489030838
"2038",370,69,44,24,1,0,0,10,0,0,1,0,6,3,NA,0,1.25,1.16666662693024,12,52,1.45121395587921
"2039",370,70,44,25,1,1,0,10,0,0,1,0,6,3,0,0,2.19230771064758,2.16666674613953,30,49,1.27156591415405
"2040",370,71,44,26,1,1,0,10,0,0,0,0,6,3,0,0,3.32692313194275,3.25,12,59,1.49387955665588
"2041",370,73,44,28,1,1,0,10,0,0,0,0,6,3,NA,0,4.42307710647583,4.33333349227905,18,2,1.04660487174988
"2042",370,85,44,40,1,1,0,10,0,0,0,0,11,3,0,3,5.61538505554199,0.333333343267441,8,62,1.39432644844055
"2043",370,87,44,42,1,1,0,10,0,0,0,0,6,3,0,0,7.53846168518066,0.0833333358168602,35,100,1.62930583953857
"2044",371,78,43,34,1,1,0,13,0,0,0,0,9,7,0,0,6.557692527771,2.66666674613953,40,53,0.524248659610748
"2045",371,82,43,38,1,1,0,13,0,0,0,0,6,3,0,NA,10.3269233703613,3.66666674613953,25,98,2.30258512496948
"2046",371,85,43,41,1,1,0,13,0,0,0,0,6,3,0,NA,13.307692527771,6.58333349227905,25,104,2.37515568733215
"2047",372,68,43,24,1,0,1,12,0,0,1,0,11,1,NA,0,1,0,42,52,2.14290547370911
"2048",372,69,43,25,1,0,1,12,0,0,1,0,11,1,NA,0,2,1.08333337306976,40,52,2.27789258956909
"2049",372,70,43,26,1,0,1,12,0,0,1,0,11,1,0,0,2.9038462638855,2,44,47,2.25484251976013
"2050",372,71,43,27,1,0,1,12,0,0,1,0,11,1,0,0,3.94230771064758,3,40,54,2.41017031669617
"2051",372,72,43,28,1,0,1,12,0,0,1,0,11,1,0,0,4.96153831481934,4,44,53,2.34861826896667
"2052",376,68,46,21,1,0,0,12,0,0,0,0,12,3,NA,0,0.692307710647583,0.583333313465118,40,36,1.49925899505615
"2053",376,69,46,22,1,1,0,12,0,0,0,0,4,3,NA,0,0.769230782985687,0.0833333358168602,40,4,1.80788886547089
"2054",376,70,46,23,1,1,0,12,0,0,0,0,4,3,NA,0,1.07692313194275,0.416666656732559,40,16,0.643136441707611
"2055",376,71,46,24,1,0,0,12,0,0,0,0,4,3,NA,0,1.61538469791412,0.5,40,28,1.71702313423157
"2056",376,72,46,25,1,0,0,12,0,0,0,0,4,3,0,0,2.63461542129517,1.08333337306976,40,53,1.87656736373901
"2057",376,73,46,26,1,0,0,12,0,0,0,0,4,3,0,0,3.63461542129517,2.08333325386047,40,52,1.7307984828949
"2058",376,75,46,28,1,0,0,12,0,0,0,0,4,3,NA,0,4.63461542129517,4.08333349227905,40,52,2.08239316940308
"2059",376,77,46,30,1,0,0,12,0,0,0,0,4,3,0,0,6.08333349227905,6.08333349227905,40,52,1.90904259681702
"2060",376,78,46,31,1,0,0,12,0,0,0,0,4,3,0,0,7.02564144134521,7,40,49,2.20587730407715
"2061",376,82,46,35,1,0,0,12,0,0,0,0,4,3,0,NA,11.0833330154419,11.0833330154419,40,98,2.10046863555908
"2062",376,83,46,36,1,0,0,12,0,0,0,0,4,3,0,0,12.1410255432129,12.0833330154419,40,55,2.07607316970825
"2063",376,85,46,38,1,0,0,12,0,0,0,0,4,3,0,0,14,14,40,52,1.90515208244324
"2064",376,87,46,40,1,0,0,12,0,0,0,0,4,3,1,NA,16.0833339691162,16.0833339691162,40,104,2.12360239028931
"2065",376,88,46,41,1,0,0,12,0,0,0,0,4,3,0,0,17.5064105987549,17.5,42,74,2.44283652305603
"2066",377,73,50,23,1,0,1,16,1,0,1,1,7,3,NA,4,2.75641012191772,1.91666662693024,15,28,1.74350380897522
"2067",377,75,50,25,1,1,0,16,1,0,0,0,7,2,NA,0,3.67948698997498,1,40,48,2.35683012008667
"2068",377,78,50,28,1,1,0,16,1,0,1,1,NA,2,NA,0,3.67948698997498,0.666666686534882,40,0,2.34674596786499
"2069",377,80,50,30,1,1,0,16,1,0,1,1,12,1,0,NA,5.56410217285156,2.41666674613953,40,98,2.81248641014099
"2070",377,82,50,31,1,1,0,16,1,0,1,1,7,4,0,NA,7.44871759414673,0.0833333358168602,45,98,2.83849334716797
"2071",377,85,50,34,1,1,0,16,1,0,1,1,7,4,0,0,10.2948713302612,0.416666656732559,50,95,3.53986763954163
"2072",377,87,50,37,1,1,0,16,1,0,1,1,7,4,0,NA,12.2948713302612,2.5,45,104,3.57615232467651
"2073",377,88,50,38,1,1,0,16,1,0,1,1,7,4,0,0,13.5641021728516,3.83333325386047,65,66,3.17071342468262
"2074",379,68,45,23,1,0,1,13,0,0,0,0,7,3,NA,0,3.58333325386047,3.58333325386047,38,52,1.61197888851166
"2075",379,69,45,24,1,0,1,13,0,0,0,0,6,3,NA,0,4.31410264968872,0.666666686534882,40,38,1.404421210289
"2076",379,70,45,25,1,0,1,13,0,0,0,0,6,3,0,0,5.37179470062256,1.75,40,55,1.65722858905792
"2077",379,71,45,26,1,0,1,13,0,0,0,0,6,3,0,0,6.35256385803223,2.66666674613953,40,51,1.66362190246582
"2078",379,72,45,27,1,0,1,13,0,0,0,0,6,3,0,0,7.39102554321289,3.75,40,54,1.62852609157562
"2079",379,73,45,28,1,0,1,13,0,0,0,0,6,3,0,0,8.48717975616455,4.83333349227905,40,57,1.66816294193268
"2080",379,75,45,30,1,0,1,13,0,0,0,0,6,3,NA,0,9.48717975616455,6.75,40,52,1.6228609085083
"2081",379,77,45,32,1,0,1,13,0,0,0,0,6,3,0,0,10.4871797561646,8.75,40,52,1.62284064292908
"2082",379,78,45,33,1,0,1,13,0,0,0,0,6,3,0,0,11.5064105987549,9.75,40,53,1.68214786052704
"2083",379,80,45,35,1,0,1,13,0,0,0,0,6,5,0,NA,13.3910255432129,11.6666669845581,45,98,1.583704829216
"2084",379,82,45,37,1,0,1,13,0,0,0,0,6,3,0,NA,15.2756404876709,13.75,40,98,1.97546887397766
"2085",379,83,45,38,1,0,1,13,0,0,0,0,6,3,0,0,16.2948703765869,14.75,40,53,1.93528699874878
"2086",379,85,45,40,1,0,1,13,0,0,0,0,6,3,0,NA,18.2948703765869,16.6666660308838,43,104,1.79830873012543
"2087",379,87,45,42,1,0,1,13,0,0,0,0,6,3,0,NA,20.2948703765869,18.75,40,104,1.94567060470581
"2088",379,88,45,43,1,0,1,13,0,0,0,0,6,3,0,0,21.7371788024902,20.1666660308838,40,75,2.02185654640198
"2089",380,71,52,18,1,0,1,12,0,0,0,0,6,8,NA,0,2.73076915740967,0.416666656732559,10,43,1.18277037143707
"2090",380,73,52,21,1,0,1,12,0,0,0,0,7,3,0,1,4.192307472229,0.75,38,37,1.62939822673798
"2091",380,75,52,23,1,0,1,12,0,0,0,0,7,3,NA,0,5.192307472229,0.916666686534882,35,52,1.9898157119751
"2092",380,77,52,25,1,0,1,12,0,0,0,0,7,3,0,0,6.192307472229,2.91666674613953,35,52,1.96940553188324
"2093",380,78,52,26,1,0,1,12,0,0,0,0,7,3,0,0,7.21153831481934,3.91666674613953,35,53,2.03700304031372
"2094",380,80,52,27,1,0,1,12,0,0,0,0,7,3,0,NA,9.09615421295166,5.83333349227905,35,98,1.93895709514618
"2095",380,82,52,30,1,0,1,12,0,0,0,0,7,3,0,NA,10.9807691574097,7.91666650772095,35,98,2.08193802833557
"2096",380,83,52,31,1,0,1,12,0,0,0,0,7,3,0,0,12.0384616851807,8.91666698455811,35,55,2.19733071327209
"2097",380,85,52,32,1,0,1,12,0,0,0,0,7,2,0,NA,14.0384616851807,10.8333330154419,40,104,2.15409278869629
"2098",380,87,52,35,1,1,0,12,0,0,0,0,7,2,0,0,14.7115383148193,11.5833330154419,40,35,2.20278429985046
"2099",381,70,50,19,1,0,1,12,0,0,0,0,6,8,NA,0,0.846153855323792,0.333333343267441,28,31,1.36160135269165
"2100",381,71,50,20,1,0,1,12,0,0,0,0,4,3,0,0,1.82692313194275,1.16666662693024,40,51,2.25934720039368
"2101",381,72,50,21,1,0,1,12,0,0,0,0,4,3,0,0,2.88461542129517,2.25,40,55,1.57235622406006
"2102",381,73,50,22,1,0,1,12,0,0,0,0,4,3,0,0,4,3.33333325386047,40,58,1.61747014522552
"2103",381,75,50,24,1,1,0,12,0,0,0,0,4,3,NA,0,5.25,5.25,40,52,1.49880814552307
"2104",381,77,50,26,1,1,0,12,0,0,0,0,4,3,0,0,6.41666650772095,6.41666650772095,40,9,1.79016077518463
"2105",382,68,45,22,1,0,1,12,0,0,0,0,7,3,NA,0,4.5,4.5,37,52,1.8739527463913
"2106",382,69,45,23,1,1,0,12,0,0,0,0,7,3,NA,0,5.5,5.41666650772095,37,52,2.02299976348877
"2107",382,70,45,24,1,1,0,12,0,0,0,0,7,3,NA,0,6.57692337036133,6,38,56,2.07944107055664
"2108",382,71,45,25,1,1,0,12,0,0,0,0,5,3,0,0,7.61538505554199,1.5,40,54,2.0872061252594
"2109",382,72,45,26,1,1,0,12,0,0,0,0,5,3,0,0,8.63461589813232,2.5,38,53,2.13514137268066
"2110",382,73,45,27,1,1,0,12,0,0,0,0,5,3,NA,0,9.26923084259033,3.16666674613953,36,33,2.18934154510498
"2111",382,75,45,29,1,1,0,12,0,0,0,0,5,3,NA,0,9.32692337036133,0.25,36,3,1.95216417312622
"2112",382,77,45,31,1,1,0,12,0,0,0,0,6,3,0,0,10.3269233703613,1,7,52,1.79125964641571
"2113",382,78,45,32,1,1,0,12,0,0,0,0,5,3,0,0,11.2307691574097,2,25,47,1.78099405765533
"2114",382,80,45,34,1,0,0,12,0,0,0,0,5,3,0,NA,13.115385055542,2,40,98,1.8115770816803
"2115",382,82,45,36,1,1,0,12,0,0,0,0,3,3,0,0,14.9423084259033,0.75,40,95,1.01160097122192
"2116",382,85,45,39,1,1,0,12,0,0,0,0,5,4,0,NA,17.8846168518066,2.41666674613953,40,104,2.37515568733215
"2117",382,88,45,42,1,0,0,12,0,0,0,0,12,2,1,0,21.32692527771,1.58333337306976,35,75,2.07480120658875
"2118",383,87,51,35,1,0,0,18,1,0,0,0,4,1,0,NA,15.6858978271484,15.6666669845581,40,104,2.68321824073792
"2119",384,68,47,20,1,0,1,13,0,0,0,0,4,3,NA,0,0.5,0.5,40,26,1.69941329956055
"2120",384,69,47,21,1,0,1,13,0,0,0,0,4,3,NA,0,1.5,1.5,40,52,1.77536487579346
"2121",384,70,47,22,1,0,1,13,0,0,0,0,6,3,0,0,2.5,2.5,40,50,1.90061008930206
"2122",384,71,47,23,1,0,1,13,0,0,0,0,4,3,0,0,3.53846168518066,3.5,40,54,1.95446336269379
"2123",384,72,47,24,1,1,0,13,0,0,0,0,4,3,0,0,4.5,4.5,40,50,1.91830670833588
"2124",384,73,47,25,1,1,0,13,0,0,0,0,4,3,1,0,5.5,5.5,40,51,1.95394229888916
"2125",384,75,47,27,1,1,0,13,0,1,0,0,8,3,NA,0,5.51923084259033,0.333333343267441,40,1,1.2173957824707
"2126",384,87,47,39,1,1,0,13,0,0,0,0,11,13,0,0,5.82692337036133,0.333333343267441,5,16,2.5290675163269
"2127",384,88,47,41,1,1,0,13,0,0,0,0,11,13,0,0,7.13461589813232,NA,25,68,1.57503652572632
"2128",385,70,49,20,1,0,1,12,0,0,1,0,6,3,NA,0,1.44230771064758,0,40,47,1.5847452878952
"2129",385,71,49,21,1,0,1,12,0,0,0,1,5,8,NA,0,2.03846144676208,1.08333337306976,20,31,2.40022349357605
"2130",385,72,49,22,1,0,1,12,0,0,1,0,6,8,NA,24,2.6538462638855,0.416666656732559,35,32,0.289906620979309
"2131",386,71,48,22,1,0,1,16,1,0,0,0,8,3,NA,2,1.5,0.333333343267441,2,40,1.76258909702301
"2132",386,72,48,23,1,0,1,16,1,0,0,0,7,3,0,0,2.5961537361145,1.66666662693024,38,57,2.30044150352478
"2133",386,73,48,24,1,1,0,16,1,0,0,0,7,2,0,0,3.63461542129517,2.66666674613953,37,54,2.44514775276184
"2134",386,75,48,26,1,1,0,16,1,0,0,0,7,2,NA,0,4.63461542129517,4.58333349227905,40,52,2.62471723556519
"2135",386,77,48,28,1,1,0,16,1,0,0,0,7,2,0,0,6.58333349227905,6.58333349227905,40,52,2.71750044822693
"2136",386,78,48,29,1,1,0,16,1,0,0,0,7,1,0,0,7.60256433486938,7.58333349227905,60,53,2.37399578094482
"2137",386,80,48,31,1,1,0,16,1,0,0,0,7,2,0,NA,9.48717975616455,1.16666662693024,50,98,2.58882260322571
"2138",386,82,48,33,1,1,0,16,1,0,0,0,4,1,0,0,11.2179489135742,3.16666674613953,45,90,2.83849334716797
"2139",386,87,48,38,1,1,0,16,1,0,0,0,7,2,0,NA,14.2371797561646,8.16666698455811,50,104,3.11388683319092
"2140",387,75,52,23,1,0,1,16,1,1,0,1,11,1,NA,5,2.60897421836853,0.416666656732559,20,22,2.01715207099915
"2141",387,77,52,25,1,0,1,16,1,1,0,0,11,1,0,0,3.60897421836853,0.333333343267441,40,52,2.0144031047821
"2142",387,78,52,26,1,0,1,16,1,1,0,0,11,1,0,0,4.72435855865479,1.5,40,58,2.30954384803772
"2143",388,68,47,20,1,0,1,14,0,0,0,0,6,4,NA,0,0.5,0.0833333358168602,38,26,1.42252516746521
"2144",388,69,47,21,1,0,1,14,0,0,0,0,6,4,NA,0,1.5,1,35,52,1.5847452878952
"2145",388,70,47,22,1,0,1,14,0,0,0,0,6,4,0,0,2.53846168518066,2.08333325386047,40,54,1.53944551944733
"2146",388,71,47,23,1,0,1,14,0,0,0,0,6,4,0,0,3.51923084259033,3,40,51,1.66362190246582
"2147",388,72,47,24,1,0,1,14,0,0,0,0,6,4,0,0,4.5961537361145,4.08333349227905,40,56,1.77302694320679
"2148",388,73,47,25,1,0,1,14,0,0,0,0,6,4,0,0,5.57692337036133,5.08333349227905,40,51,1.66816294193268
"2149",388,75,47,27,1,0,1,14,0,0,0,0,6,4,NA,0,7.08333349227905,7.08333349227905,40,52,1.84600448608398
"2150",388,77,47,29,1,1,0,14,0,1,0,0,6,4,0,0,8.83333301544189,8.83333301544189,40,46,1.79016077518463
"2151",388,82,47,34,1,1,0,14,0,1,0,0,6,4,0,0,8.85256385803223,0.416666656732559,18,1,1.29127275943756
"2152",389,69,48,21,1,0,1,14,0,0,1,0,11,3,NA,4,0.384615391492844,0.333333343267441,38,15,1.69359946250916
"2153",389,70,48,22,1,1,0,14,0,0,0,0,11,3,NA,0,0.78846150636673,0.75,40,21,1.72450697422028
"2154",389,88,48,40,1,1,0,14,0,0,0,0,11,3,0,12,1.75,0.0833333358168602,15,6,1.69872748851776
"2155",390,70,46,23,1,1,0,16,1,0,0,0,11,13,NA,0,1.65384614467621,0.416666656732559,35,44,1.45121395587921
"2156",390,71,46,24,1,1,0,16,1,0,0,0,11,13,1,0,2.61538457870483,1.41666662693024,35,50,2.24765133857727
"2157",390,72,46,25,1,1,0,16,1,0,0,0,11,13,1,0,3.67307686805725,2.41666674613953,35,55,2.26772284507751
"2158",390,73,46,26,1,1,0,16,1,0,0,0,11,13,0,0,4.63461542129517,3.41666674613953,35,50,2.2780933380127
"2159",390,75,46,28,1,1,0,16,1,0,0,0,11,13,NA,0,5.41666650772095,5.41666650772095,35,0,2.10116267204285
"2160",390,87,46,40,1,1,0,16,1,0,0,0,7,3,0,0,6.89743566513062,1.75,15,77,1.61277687549591
"2161",391,77,47,29,2,0,0,6,0,1,0,1,6,8,0,2,1.41666662693024,0.25,24,0,1.0370717048645
"2162",392,68,44,23,1,1,0,8,0,0,1,0,4,6,NA,2,0.884615361690521,0.5,40,46,1.74487590789795
"2163",392,70,44,25,1,1,0,8,0,0,1,0,4,6,NA,2,1.46153843402863,0.0833333358168602,40,4,1.63353478908539
"2164",392,72,44,27,1,1,0,8,0,0,1,0,4,6,NA,NA,1.46153843402863,0.833333313465118,40,NA,1.23142921924591
"2165",392,82,44,37,1,1,0,8,0,0,1,0,4,5,0,26,3.92307686805725,0.5,30,52,1.22377526760101
"2166",392,85,44,40,1,1,0,8,0,0,1,0,4,6,0,NA,5.76923084259033,1.25,40,62,1.33716809749603
